"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","PE","RB","SG","I","G","CV","PP","DD","GS","FT","DP"
"483","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,8,"COR","gol","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,8,"ATL","zag","Nulo",0,2.69,0,-1.2,1,"Atlético-PR",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","André Andrade de Castro","André Castro","https://s.glbimg.com/es/sde/f/2017/05/11/9b573723fd4d39c5179b8dfc70e31b3f_FORMATO.png",82754,8,"ATL","mei","Provável",3.9,2.23,0.41,1.17,7,"Atlético-GO",NA,1,8,1,1,5,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,8,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2017/06/16/29e43639645db7c4141c08ab515a0bb0_FORMATO.png",82787,8,"AVA","ata","Nulo",0,2.39,0,0.6,3,"Avaí",NA,NA,3,NA,1,4,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"488","Toshiya Tojo","Toshi","https://s.glbimg.com/es/sde/f/2017/04/28/5e3d92955c32b6c74898e471661e6390_FORMATO.png",82791,8,"AVA","ata","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Tomas Almino Bastos Silva","Tomas Bastos","https://s.glbimg.com/es/sde/f/2017/05/12/49edceaecc771a87995470ae4d955ddc_FORMATO.png",82817,8,"COR","mei","Nulo",0,12.97,0,3.8,5,"Coritiba",NA,1,9,3,3,3,13,4,NA,NA,2,NA,NA,NA,NA,NA,NA
"490","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2017/04/23/e94d073bb6cefa100cd1ed8d0f8a6291_FORMATO.png",83048,8,"GRE","zag","Nulo",1.9,5.65,0.03,3.35,4,"Grêmio",NA,NA,3,1,1,NA,5,1,1,NA,1,NA,NA,NA,NA,NA,NA
"491","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2017/02/18/786ddd89646415ee6d7df1c5e319039b_FORMATO.png",80370,8,"BAH","mei","Provável",0,14.09,0,3.7,5,"Bahia",1,NA,1,1,4,5,11,5,NA,1,1,1,NA,NA,NA,NA,NA
"492","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,8,"CHA","ata","Provável",2.2,9.81,-1.25,5.79,8,"Chapecoense",3,1,17,5,5,13,16,8,NA,3,2,NA,NA,NA,NA,1,NA
"493","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,8,"CRU","lat","Provável",4.7,6.05,1.04,3.1,4,"Cruzeiro",NA,2,9,NA,NA,6,8,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"494","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,8,"CRU","mei","Provável",1.5,6.47,-0.04,2.27,7,"Cruzeiro",NA,1,8,NA,5,11,25,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Eduardo Augusto Baptista Miguel","Eduardo Baptista","https://s.glbimg.com/es/sde/f/2017/05/25/c38f3011ce585e25426a9724f64b6f77_FORMATO.png",87211,8,"ATL","tec","Provável",4.21,9.92,0.09,2.59,5,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Yuri Lima Lara","Yuri","https://s.glbimg.com/es/sde/f/2017/02/21/fb41de8e36f93cc383e07d8120865724_FORMATO.png",83263,8,"BAH","mei","Contundido",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2017/04/20/3b8a82a4adde6089a76eea746b858971_FORMATO.png",87225,8,"COR","zag","Nulo",0,8.16,0,3.76,5,"Corinthians",NA,NA,1,NA,NA,1,10,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"498","Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_FORMATO.png",83004,8,"ATL","mei","Nulo",0,7.57,0,1.93,6,"Atlético-MG",NA,1,2,2,5,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Patrick Bezerra do Nascimento","Patrick","https://s.glbimg.com/es/sde/f/2017/06/07/0219a437ca7aaad582008a68c498172f_FORMATO.png",83433,8,"SPO","mei","Provável",12.5,9.57,2.5,6.93,4,"Sport",NA,NA,9,NA,NA,6,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Wanderson Carvalho de Oliveira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/27/a7b0a15537c943f557f8fb73d8a9171b_FORMATO.png",80373,8,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Matheus Antunes Ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2017/05/02/3592f0162c6d3041f5e47fca40d7d1a3_FORMATO.png",82943,8,"SAN","lat","Nulo",0,5.69,0,5.75,2,"Santos",NA,NA,1,NA,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"502","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/02/18/0b1f3092508c1455fe24a4049fd3b32b_FORMATO.png",80313,8,"VAS","lat","Provável",7.1,11.14,0.86,4.55,8,"Vasco",1,2,8,1,3,11,37,22,1,1,NA,NA,NA,NA,NA,NA,NA
"503","Fagner Ironi Daponte","Fagner Alemão","https://s.glbimg.com/es/sde/f/2017/04/28/d93e226df0beb6346213a1a809c8f7fc_FORMATO.png",83522,8,"AVA","lat","Contundido",0,8.12,0,3.43,7,"Avaí",NA,1,4,1,1,3,21,13,2,2,NA,NA,NA,NA,NA,NA,NA
"504","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",80537,8,"FLU","ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2017/04/23/a4d7cefcde751da5dcf52b042baafbb5_FORMATO.png",87228,8,"COR","lat","Provável",5.2,8.74,-0.07,4.36,8,"Corinthians",2,1,7,1,NA,11,23,4,5,2,NA,NA,NA,NA,NA,NA,NA
"506","Marcos do Nascimento Teixeira","Marcão","https://s.glbimg.com/es/sde/f/2017/04/23/02da976e753f03a4a9b22b58e5b274c1_FORMATO.png",87267,8,"ATL","zag","Nulo",0,4.39,0,3.2,1,"Atlético-PR",NA,NA,3,2,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"507","Gabriel Costa França","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/03/2f4037ee6c2ce20e96ff5cb1f6db210f_FORMATO.png",87393,8,"ATL","zag","Contundido",0,9.99,0,5,5,"Atlético-MG",NA,NA,4,NA,NA,3,9,6,2,NA,1,NA,NA,NA,NA,NA,NA
"508","Caíque Silva Sá","Caíque Sá","https://s.glbimg.com/es/sde/f/2017/05/28/8c084fed591a67a554da06e53f403549_FORMATO.png",87437,8,"VIT","lat","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Alesandro dos Santos Pereira","Alesandro",NA,99256,8,"SPO","zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Walter Kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2017/04/23/42279ad5c60655b3336944e26189eda5_FORMATO.png",87342,8,"GRE","zag","Provável",4.6,10.82,-0.15,4.13,7,"Grêmio",NA,1,10,NA,1,2,15,6,5,NA,NA,NA,NA,NA,NA,1,NA
"511","Matheus Reis de Lima","Matheus Reis","https://s.glbimg.com/es/sde/f/2017/02/21/1ec4894c6713d50f53837e0e84429f88_FORMATO.png",87486,8,"BAH","lat","Dúvida",2.2,4.65,-0.24,2.37,7,"Bahia",NA,1,10,NA,NA,13,27,6,3,NA,NA,NA,NA,NA,NA,NA,NA
"512","Rodrigo de Souza Prado","Rodrigão","https://s.glbimg.com/es/sde/f/2017/04/25/3901e3335987512552a1dcdc23413368_FORMATO.png",87398,8,"ATL","zag","Nulo",0,1.94,-0.51,1.7,2,"Atlético-MG",NA,NA,2,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"513","Luan Garcia Teixeira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,8,"PAL","zag","Nulo",1.4,5.7,-1.3,1.4,1,"Palmeiras",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2017/04/23/e509769d9e394ef42a8681bfdacc8283_FORMATO.png",80853,8,"GRE","zag","Provável",4.4,12.97,0.16,8.17,6,"Grêmio",1,NA,4,2,2,4,16,12,5,NA,NA,NA,NA,NA,NA,NA,NA
"515","João Erick Marques da Silva","João Erick",NA,99257,8,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Vitor Frezarin Bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png",87552,8,"SAN","mei","Nulo",0,11.03,0,2.4,5,"Santos",NA,2,4,NA,4,10,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Luis Alberto Caicedo Medina","Luis Caicedo","https://s.glbimg.com/es/sde/f/2017/02/19/0fe56c228b48f83796fc15772646cd33_FORMATO.png",87833,8,"CRU","zag","Provável",4,5.9,0.15,3.37,3,"Cruzeiro",NA,NA,1,NA,NA,NA,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"518","Antônio Francisco Moura Neto","Neto Moura","https://s.glbimg.com/es/sde/f/2016/05/01/60b2f9caebf7a6d399c1ba73dff47b84_FORMATO.png",87742,8,"SPO","mei","Nulo",0,0.73,0,-0.9,2,"Sport",NA,NA,6,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Leonardo Araújo dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2017/04/24/6b4eee4e3d34200c6f23e434a79f4af3_FORMATO.png",87743,8,"COR","ata","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","José Vinícius Almeida Soares","Vinícius",NA,99356,8,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Guilherme Borges Neves","Borges","https://s.glbimg.com/es/sde/f/2017/04/27/c15909a123793071490b039100f5c1b9_FORMATO.png",99379,8,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Giorgian Daniel de Arrascaeta Benedetti","Arrascaeta","https://s.glbimg.com/es/sde/f/2017/04/05/c7a931941057f3ba5a13209ed19a41f1_FORMATO.png",87863,8,"CRU","mei","Contundido",0,9.34,0,3.9,3,"Cruzeiro",NA,NA,4,3,3,8,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Emilio Enrique Zeballos Gutiérrez","Zeballos","https://s.glbimg.com/es/sde/f/2017/04/25/002d92dbfd9e5915f565d1ba437c95d5_FORMATO.png",87859,8,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Thaciano Mickael da Silva","Thaciano","https://s.glbimg.com/es/sde/f/2017/05/02/f7f6eeca4ba43412b5d6010188c6bb0f_FORMATO.png",87470,8,"SAN","mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Felipe Gedoz da Conceição","Felipe Gedoz ","https://s.glbimg.com/es/sde/f/2017/04/23/b22d35fda6b1ebe5b12170bfaf1dced7_FORMATO.png",87864,8,"ATL","mei","Nulo",0,8.33,0,-1.45,2,"Atlético-PR",NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Matheus Bezerra Santos","Matheus Bezerra",NA,99258,8,"SPO","mei","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2017/04/25/744a27f04385f2906d5982a7dad3445b_FORMATO.png",80944,8,"ATL","mei","Nulo",0,6.22,0,-0.3,3,"Atlético-MG",NA,NA,1,NA,2,4,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"528","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2017/05/02/acb1d4777b6e76d3ca67054da81d0c42_FORMATO.png",80583,8,"SAN","mei","Dúvida",3.6,3.73,0.68,0.88,4,"Santos",NA,2,7,2,2,10,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Lucas Vinícius Santos Bernardino","Lucas Vinícius","https://s.glbimg.com/es/sde/f/2017/04/28/2c4070d9c0adf40eb3afffcdd20d640e_FORMATO.png",99388,8,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Jefferson Gabriel Orejuela Izquierdo","Orejuela","https://s.glbimg.com/es/sde/f/2017/01/13/f990ae4feff11a2f7f5bb847c2e3cdb5_FORMATO.png",87874,8,"FLU","mei","Provável",3,10.42,-0.85,3.56,5,"Fluminense",NA,NA,2,NA,NA,13,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Fabián Cornelio Balbuena González","Balbuena","https://s.glbimg.com/es/sde/f/2017/04/19/104f0248fd96daefe11d16e064dd8ce9_FORMATO.png",87887,8,"COR","zag","Provável",6.1,8,-0.33,4.74,5,"Corinthians",NA,NA,NA,NA,2,4,17,2,3,2,1,NA,NA,NA,NA,NA,NA
"532","Lucas de Oliveira Antunes","Lucas Índio","https://s.glbimg.com/es/sde/f/2017/05/04/075e8103fcbe7ba581efc1402208e108_FORMATO.png",99353,8,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Junior Henrique Eichelberger","Henrique","https://s.glbimg.com/es/sde/f/2017/04/28/90d179032eaa0e5fa4fc43e292e5e855_FORMATO.png",99283,8,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Vitor Prada Macaneiro","Vitor Prada","https://s.glbimg.com/es/sde/f/2015/07/22/038dbc80052b6760a2b49d76733db416_FORMATO.jpeg",81094,8,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Gustavo Henrique Furtado Scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2016/04/29/6e433eb3cd2ccb3fe639c110479ebf7c_FORMATO.png",87999,8,"FLU","mei","Provável",1.9,10.97,-0.02,2.61,7,"Fluminense",1,NA,7,4,5,14,38,6,NA,NA,NA,NA,NA,NA,NA,1,NA
"536","Júnior Nazareno Sornoza Moreira","Sornoza","https://s.glbimg.com/es/sde/f/2017/01/13/81e2c355bf1a4fff96dbce63945a25c2_FORMATO.png",87877,8,"FLU","mei","Contundido",0,15.81,0,5.05,2,"Fluminense",NA,1,1,1,1,2,5,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"537","Geremias Ribeiro Junior","Todinho","https://s.glbimg.com/es/sde/f/2017/06/09/2e36d120085f3fb7908f2921ee4c592e_FORMATO.png",87946,8,"VIT","ata","Nulo",0,1.36,0,2.2,1,"Vitória",NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2017/04/18/b86553b5909b0a40f413b27a550ececd_FORMATO.png",83615,8,"PAL","zag","Contundido",0,5,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Yago Felipe da Costa Rocha","Yago","https://s.glbimg.com/es/sde/f/2017/06/13/d04dea3225006207d81411db59caf0ec_FORMATO.png",87747,8,"VIT","mei","Dúvida",-2.2,0.77,-0.53,-1.35,2,"Vitória",NA,NA,4,NA,NA,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"540","Julio Buffarini","Buffarini","https://s.glbimg.com/es/sde/f/2016/08/18/4be0e28d27402ead434d4b7dae9ea797_FORMATO.png",87350,8,"SAO","lat","Nulo",0,8.87,0,6.9,1,"São Paulo",NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"541","Mayke Rocha de Oliveira","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,8,"PAL","lat","Provável",0.6,5.72,0.03,1.84,5,"Palmeiras",NA,NA,8,NA,NA,3,10,6,1,1,NA,NA,NA,NA,NA,NA,NA
"542","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,8,"VIT","lat","Nulo",0,2.07,0,2.42,4,"Vitória",NA,NA,2,NA,1,2,15,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"543","Alexsander Jhonatta de Oliveira Andrade","Alexsander","https://s.glbimg.com/es/sde/f/2017/04/16/574d33cbfe0200e34a998815c6b4ee99_FORMATO.png",99411,8,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Andrei Girotto","Andrei Girotto","https://s.glbimg.com/es/sde/f/2017/04/24/75c120b3c827f138e9e79637c43a710f_FORMATO.png",83683,8,"CHA","mei","Provável",-0.8,3.91,-1.33,1.49,7,"Chapecoense",NA,3,20,2,4,6,14,9,NA,1,1,NA,NA,NA,NA,NA,NA
"545","Éder Gabriel Militão","Éder Militão","https://s.glbimg.com/es/sde/f/2017/05/04/a8a8f4eb8075ba4ad4fde3d5d0d6f996_FORMATO.png",99424,8,"SAO","mei","Provável",1.5,1.63,-0.23,1.35,6,"São Paulo",NA,NA,3,NA,2,6,15,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"546","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2017/06/06/6691c74d311bb687331f46b2fa828ab4_FORMATO.png",83772,8,"VIT","ata","Provável",-0.1,5.35,-0.41,3.22,5,"Vitória",1,NA,5,1,1,3,9,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"547","Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",84855,8,"SPO","lat","Nulo",0,3.59,0,2.1,2,"Sport",NA,1,2,NA,1,1,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"548","Otávio Henrique Passos Santos","Otávio ","https://s.glbimg.com/es/sde/f/2017/04/23/b5d6c9e20119fa12bc0e60e77640bc0a_FORMATO.png",82463,8,"ATL","mei","Provável",-1.8,8.04,-1.06,1.7,6,"Atlético-PR",NA,1,5,NA,3,3,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Antônio Filipe Gonzaga de Aquino","Feijão","https://s.glbimg.com/es/sde/f/2017/02/21/1838c850cdc3128d9f6db4d6c5738379_FORMATO.png",84313,8,"BAH","mei","Nulo",0,2.28,0,0,1,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png",83817,8,"COR","ata","Nulo",1,16.57,-0.23,4.27,7,"Corinthians",1,1,5,2,NA,3,9,8,NA,2,2,NA,NA,NA,NA,NA,NA
"551","Diego Barbosa Tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2017/05/17/c261da9d51b45bfbc208b291429eb1f8_FORMATO.png",83869,8,"AVA","lat","Dúvida",1.8,6.15,0.04,2.61,7,"Avaí",NA,NA,6,NA,4,11,11,4,2,1,NA,NA,NA,NA,NA,NA,NA
"552","Diego Jardel Koester","Diego Jardel","https://s.glbimg.com/es/sde/f/2017/04/28/d5cd9e4a035c83ce6cb88f1d72c5e77a_FORMATO.png",83791,8,"AVA","mei","Nulo",0,6,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2017/04/03/6ccb564ce56c9f6aad79040ab5f8f570_FORMATO.png",81682,8,"ATL","mei","Provável",7.8,8.65,1.01,4.06,5,"Atlético-MG",1,NA,5,5,5,2,16,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"554","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,8,"SPO","zag","Nulo",0,4,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Felipe Souza Moreno Sampaio","Felipe","https://s.glbimg.com/es/sde/f/2017/04/20/55684618cda3012081e6f88b08b59902_FORMATO.png",99425,8,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Diego Terra Loureiro","Diego","https://s.glbimg.com/es/sde/f/2017/04/23/78aa93572e5a8b0ddac649e2e57ce456_FORMATO.png",99430,8,"BOT","gol","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2017/04/03/a0b75e2777a8e1b1844e5f2ff9caa182_FORMATO.png",81223,8,"ATL","zag","Nulo",0,3.98,0,0.15,2,"Atlético-MG",NA,1,3,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"558","Maximiliano Rodríguez Maeso","Maxi Rodríguez","https://s.glbimg.com/es/sde/f/2017/04/23/d7025b3e29cac01ee4e1cc1bf4b3efcb_FORMATO.png",84530,8,"GRE","mei","Nulo",0,6,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2017/04/03/2a2a95819ab1b1761209cd81f0eae360_FORMATO.png",84382,8,"ATL","mei","Nulo",0,5.3,0,-0.2,1,"Atlético-MG",NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2017/05/19/d5efc40b12f0c9d9a37828480a468f75_FORMATO.png",83786,8,"SPO","zag","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2017/02/18/b7a330e0d5bd3f0a08e5a533efd8db02_FORMATO.png",84585,8,"BAH","mei","Provável",0,11.02,0,4.2,7,"Bahia",4,1,5,NA,NA,9,22,10,NA,2,NA,NA,NA,NA,NA,NA,NA
"562","John Victor Maciel Furtado","John Victor","https://s.glbimg.com/es/sde/f/2017/05/02/0eab88c901790607c556e504aa31b200_FORMATO.png",94044,8,"SAN","gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Lucas Cavalcante Silva Afonso","Lucão","https://s.glbimg.com/es/sde/f/2016/05/01/48f192fdba1691586d6a2bfd42288481_FORMATO.png",84554,8,"SAO","zag","Nulo",1.7,5.25,-0.32,3.38,6,"São Paulo",NA,NA,6,1,2,5,17,5,3,NA,NA,NA,NA,NA,NA,NA,NA
"564","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",84558,8,"CRU","mei","Provável",8.8,8.09,1.04,4.3,7,"Cruzeiro",1,NA,5,NA,4,6,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2017/04/23/162d940eadf1a0f6216f20a351c326da_FORMATO.png",81770,8,"COR","ata","Nulo",0,7.66,0,4.8,3,"Corinthians",NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"566","Nilton Soares Rodrigues","Niltinho","https://s.glbimg.com/es/sde/f/2017/04/25/78ea8726a38adf1146e402c087a71039_FORMATO.png",84703,8,"CHA","ata","Dúvida",0.2,3.54,-0.58,-0.4,2,"Chapecoense",NA,NA,4,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
