"X","atletas.atleta_id","atletas.nome","atletas.apelido","atletas.foto","atletas.rodada_id","atletas.clube_id","atletas.clube.id.full.name","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","athletes.atletas.scout","PE","SG","FC","FS","I","RB","FD","A","G","FF","DD","CA","GS","FT","CV","PP","DP"
250,71090,"João Filipe Rabelo da Costa e Silva","João Filipe","https://s.glbimg.com/es/sde/f/2017/04/27/2d55b60b3409347d8a7ad04895e21a1e_FORMATO.png",3,"ATL",NA,"mei","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,71123,"Thiago Henrique Mendes Ribeiro","Thiago Mendes","https://s.glbimg.com/es/sde/f/2016/05/01/7bffad216f281ba79db7820b8448dae1_FORMATO.png",3,"SAO","São Paulo","mei","Contundido",0,5.35,0,-1.4,2,NA,5,NA,3,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
254,71227,"Maicon Pereira Roque","Maicon","https://s.glbimg.com/es/sde/f/2016/05/01/f3000bd2b412a315dad8796d7080a492_FORMATO.png",3,"SAO","São Paulo","zag","Provável",4.1,9.45,-1.09,2.5,2,NA,8,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
252,71479,"Luis Oscar González","Lucho González","https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_FORMATO.png",3,"ATL","Atlético-PR","mei","Provável",-1.1,8.55,-3.45,-1.1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,71549,"Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2017/04/24/6c15e084bbf28f0ec13f00762f49aa9d_FORMATO.png",3,"VAS","Vasco","ata","Provável",-0.8,4.67,-1.12,1.5,3,NA,8,NA,2,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,71571,"Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2017/02/20/5af7107ad71c63b6f670fd21749fc679_FORMATO.png",3,"VIT","Vitória","gol","Provável",9.7,11.42,2.52,6.1,3,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,6,NA,2,NA,NA,NA,NA
255,71572,"Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/f2550afa5db7011619ab01d7d1032823_FORMATO.png",3,"GRE","Grêmio","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,71631,"Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2017/04/23/2773ed93eeec40a1be23186dae64fad2_FORMATO.png",3,"ATL","Atlético-PR","gol","Provável",1,0.74,0.01,-4.07,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,NA,NA,NA,NA
260,71704,"Andrés Ramiro Escobar Díaz","Manga Escobar","https://s.glbimg.com/es/sde/f/2017/04/24/1ce4d6d602b56cabd2d5b1522af42b71_FORMATO.png",3,"VAS","Vasco","ata","Nulo",12.2,6.47,3.47,12.2,1,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
259,71709,"Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2017/04/24/ec9b77bc929663a07ce6d4b21c78ed8e_FORMATO.png",3,"FLA","Flamengo","mei","Provável",-0.5,3.55,-1.45,-0.5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,71719,"Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2017/05/02/be1eeef6004ddca4490debdfc7a8f6ef_FORMATO.png",3,"PON","Ponte Preta","mei","Provável",0.7,6.16,-0.44,2.33,3,NA,8,NA,5,4,NA,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
150,71724,"Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2016/07/12/b3b2f4d5febfcebd9c61128f21c52535_FORMATO.png",3,"SPO","Sport","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,71818,"Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2017/04/23/d503f996169e9aafe30487a9921bed97_FORMATO.png",3,"GRE","Grêmio","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,71892,"Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/02/18/3bbde337c0e14ff5863b2fb2a531bf69_FORMATO.png",3,"BAH","Bahia","lat","Contundido",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,71920,"Michel Ferreira dos Santos","Michel ","https://s.glbimg.com/es/sde/f/2017/04/23/555af733f4228e215781ed3d2cd99c56_FORMATO.png",3,"GRE","Grêmio","mei","Provável",0,3.99,0,1.3,2,NA,5,NA,3,3,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
158,71927,"Diego da Silva Rosa","Diego Rosa","https://s.glbimg.com/es/sde/f/2017/02/21/89f0268b28782dbd72b4163b114fc060_FORMATO.png",3,"BAH","Atlético-GO","mei","Nulo",0,9.02,0,4.05,2,NA,1,NA,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,71937,"Paulo Roberto Valoura Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/02/21/1185bf0445861de05869b21f919a1d93_FORMATO.png",3,"BAH","Bahia","mei","Nulo",-1.5,10.49,-1.6,2.57,3,NA,11,NA,8,5,NA,3,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA
87,72007,"Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2017/04/01/f5509c6e7e2831171a293b2e8b83e1bc_FORMATO.png",3,"VIT","Vitória","mei","Provável",0.7,2.6,-0.07,-0.03,3,NA,7,NA,7,NA,NA,4,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
167,72037,"Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",3,"BOT","Botafogo","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,72079,"Bruno Cortês Barbosa","Bruno Cortez","https://s.glbimg.com/es/sde/f/2017/04/23/6917817dc16511add10913a87474f1f7_FORMATO.png",3,"GRE","Grêmio","lat","Provável",0,8.68,0,4.6,2,NA,5,2,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,72150,"Fernando Galhardo Borges","Fernandinho","https://s.glbimg.com/es/sde/f/2017/05/15/0d7fcc5d70203442a40e54487804a4f8_FORMATO.png",3,"PON","Ponte Preta","lat","Nulo",0,5.66,0,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,72168,"João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",3,"BOT","Botafogo","mei","Dúvida",0.1,0.85,-0.24,-0.73,3,NA,11,NA,9,7,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
172,72290,"Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",3,"PAL","Palmeiras","gol","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,72297,"Airton Tirabassi","Airton ","https://s.glbimg.com/es/sde/f/2017/05/25/444e9d8df7c89d942e244f428e32811c_FORMATO.png",3,"AVA","Avaí","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,72362,"Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_FORMATO.png",3,"BOT","Botafogo","mei","Provável",3,10.55,-0.67,9.3,2,NA,6,NA,1,2,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
179,72376,"Cléber Janderson Pereira Reis","Cléber","https://s.glbimg.com/es/sde/f/2017/05/02/b5c06e4d4ec940dea4ec97f888628b3b_FORMATO.png",3,"SAN","Santos","zag","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,72386,"Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/02/21/ab314baef088bf498a196e5fd2e6176b_FORMATO.png",3,"BAH","Bahia","ata","Contundido",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,72490,"Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2017/02/18/25a86aa5d44e9bdbf64ffd3c0f0a0c25_FORMATO.png",3,"VIT","Vitória","zag","Provável",-3.5,2.61,-1.73,-1.8,2,NA,10,NA,4,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA
183,72491,"Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",3,"GRE","Grêmio","zag","Nulo",-1.4,2.49,-1.51,-1.4,1,NA,6,NA,2,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
185,72565,"Lázaro Luan Scapolan","Luan","https://s.glbimg.com/es/sde/f/2017/04/28/ec0b73e82977113f481334a7e16633d8_FORMATO.png",3,"AVA","Avaí","mei","Provável",7.7,6.5,2.37,3.23,3,NA,8,NA,5,6,NA,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
186,72595,"Mauricio Kozlinski","Mauricio Kozlinski","https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png",3,"AVA","Avaí","gol","Provável",-1,6.7,-1.08,1.9,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA
187,72603,"William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2017/04/24/edb424e5188bff2f84c0a261b041b848_FORMATO.png",3,"COR","Coritiba","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,72605,"Vitor Hugo Franchescoli de Souza","Vitor Hugo","https://s.glbimg.com/es/sde/f/2017/04/18/a6d893a3037ea425c5b46871b2808945_FORMATO.png",3,"PAL",NA,"zag","Nulo",0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,72745,"Damián Ariel Escudero","Escudero","https://s.glbimg.com/es/sde/f/2017/04/17/1351c50b833e0374eb58e4fde52d7646_FORMATO.png",3,"VAS","Vasco","mei","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,72871,"Sherman Andrés Cárdenas Estupiñan","Cárdenas","https://s.glbimg.com/es/sde/f/2017/04/01/7b7ff2b832507542b6305c0425ffc2b7_FORMATO.png",3,"VIT","Vitória","mei","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,72879,"Vladimir Javier Hernández Rivero","Vladimir Hernández","https://s.glbimg.com/es/sde/f/2017/02/19/f61c5d8d4580566cb1fa08020d2709ca_FORMATO.png",3,"SAN","Santos","ata","Provável",0.4,10.58,-0.68,3.47,3,NA,5,NA,3,9,1,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
197,72893,"Eduardo Alves da Silva","Eduardo da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/c47c6340a7d40ff5085ba517e5dc117d_FORMATO.png",3,"ATL","Atlético-PR","ata","Nulo",0,7.19,0,2.1,2,NA,2,NA,2,1,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
191,73281,"Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2017/02/21/d2e83c4ccb4fc13a49eef483160b96a4_FORMATO.png",3,"BAH","Bahia","mei","Provável",2.2,5.23,-0.77,2.2,1,NA,4,NA,3,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,73336,"Rafael Martins Claro","Rafael Martins","https://s.glbimg.com/es/sde/f/2017/04/24/0e99993b292bb541251f236f7827aeec_FORMATO.png",3,"COR","Coritiba","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,73340,"Getterson Alves dos Santos","Getterson","https://s.glbimg.com/es/sde/f/2017/05/12/c2b9040eda92184c6453ef41ede377fd_FORMATO.png",3,"COR","Coritiba","ata","Nulo",0,0.73,0,-0.15,2,NA,4,NA,3,2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
201,73384,"Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/02f546c1013f3369de8475d0bf247287_FORMATO.png",3,"SPO","Sport","lat","Contundido",0,0.73,0,-3,2,NA,10,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
203,73421,"Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2017/04/24/8665d503716b53b97bdd0f56d8ef0f39_FORMATO.png",3,"FLA","Flamengo","zag","Provável",-1,6.94,-1.29,2.33,3,NA,11,1,2,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
213,73446,"Éderson Alves Ribeiro Silva","Éderson","https://s.glbimg.com/es/sde/f/2017/05/26/1055c168d6c49467f567c27a6e48707a_FORMATO.png",3,"ATL","Atlético-PR","ata","Nulo",2.1,3.71,-0.29,2.1,1,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,73513,"Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2016/06/28/5b421dbcedd89d35ab19a538e6c4ab1f_FORMATO.jpeg",3,"FLU","Fluminense","ata","Nulo",0,2.23,-0.77,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,73515,"Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png",3,"FLA","Flamengo","ata","Contundido",0,3.51,0,-2,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
154,73517,"Douglas Moreira Pires","Douglas Pires","https://s.glbimg.com/es/sde/f/2017/02/21/9cdc2aa37a7bf02a1d821f703b2ca8dd_FORMATO.png",3,"BAH","Bahia","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,73540,"José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",3,"SPO","Sport","ata","Provável",2,7.32,-0.09,2.03,3,NA,7,NA,1,8,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,73619,"Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",3,"SAO","São Paulo","ata","Contundido",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,73635,"Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2017/04/24/e5f2da8b1a9007eed27b4e7ae55d64c2_FORMATO.png",3,"COR","Coritiba","ata","Nulo",9,7.59,1.59,9,1,NA,NA,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
174,73649,"Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2017/02/18/2291ee0103b8af06799aee5ab657b149_FORMATO.png",3,"SAO","São Paulo","ata","Provável",16.1,16.93,3.69,7.47,3,NA,13,NA,3,2,NA,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA
176,73721,"Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/04/06/4b639b56b39ecdcb0daae7b5e1fe6916_FORMATO.png",3,"CRU","Botafogo","mei","Contundido",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,73800,"Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",3,"SAO","São Paulo","zag","Provável",4.1,10.6,-0.03,3.67,3,NA,9,2,5,NA,NA,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
151,73869,"John Lennon Silva Santos","Lennon","https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png",3,"CRU","Cruzeiro","lat","Nulo",0,6.15,0,4.7,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,73876,"Jomar Herculano Lourenço","Jomar","https://s.glbimg.com/es/sde/f/2017/04/24/75a0f0b187c040aec0d014550c2e765e_FORMATO.png",3,"VAS","Vasco","zag","Nulo",0,2.4,0,-1.6,1,NA,1,NA,4,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
440,73978,"René Ferreira dos Santos","René","https://s.glbimg.com/es/sde/f/2017/02/20/7d48128069f52815dcd4acb921336cab_FORMATO.png",3,"VIT","Vitória","zag","Nulo",0,1.41,0,1,1,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
442,73991,"Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2017/04/24/60830998fb2fc54f511a8d2b5c3a6f25_FORMATO.png",3,"COR","Coritiba","zag","Contundido",0,4.67,0,0.65,2,NA,3,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,73992,"Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2016/04/20/5aa14228427583453758e5c79b1bc40d_FORMATO.png",3,"FLA","Flamengo","lat","Nulo",0,9.21,-1.6,6.5,2,NA,NA,1,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
448,74060,"Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",3,"CHA","Chapecoense","mei","Provável",5.2,9.02,0.61,4.57,3,NA,7,NA,5,NA,NA,3,1,NA,1,1,NA,NA,NA,1,NA,NA,NA
449,74061,"Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2017/04/17/f87ed5808d28ef2d0446cae72617f143_FORMATO.png",3,"BOT","Botafogo","gol","Provável",19.7,24.69,4.77,13.9,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,2,NA,NA,NA,NA
443,74075,"Wallace Oliveira dos Santos","Wallace Oliveira","https://s.glbimg.com/es/sde/f/2017/04/23/2104c1ca7a642cecb433a89a4f335bfa_FORMATO.png",3,"GRE","Grêmio","lat","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,74081,"Guilherme Costa Machado Silveira","Guilherme Costa","https://s.glbimg.com/es/sde/f/2017/04/06/ea33443d8c666f61b78424b726238c89_FORMATO.png",3,"VAS","Vasco","mei","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,74083,"Adryan Oliveira Tavares","Adryan ","https://s.glbimg.com/es/sde/f/2017/04/24/7f6002ce11349ef6f335b456dd179011_FORMATO.png",3,"FLA","Flamengo","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,74140,"José Élber Pimentel da Silva","Élber","https://s.glbimg.com/es/sde/f/2016/04/29/26c6c8beefa35a5684da137e0e90f6dc_FORMATO.png",3,"CRU","Cruzeiro","mei","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,74213,"Alejandro Abraham Guerra Morales","Alejandro Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",3,"PAL","Palmeiras","mei","Provável",0.8,13.39,-1.53,5.45,2,NA,9,NA,3,4,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA
8,74271,"Edigar Junio Teixeira Lima ","Edigar Junio","https://s.glbimg.com/es/sde/f/2017/02/21/707d81e3f025580fbfbb9ef89e2a6c4c_FORMATO.png",3,"BAH","Bahia","ata","Provável",0.9,9.27,-0.38,3.17,3,NA,4,NA,4,3,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
453,75295,"José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2017/04/24/9f5565190d6c37e9959d0747a4ef6ea0_FORMATO.png",3,"FLA","Flamengo","ata","Provável",2.4,9.81,-2.43,0.85,2,NA,2,NA,4,4,3,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
460,77500,"Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2017/05/02/30bd8e94c27dbf6a20661d6027251a81_FORMATO.png",3,"PON","Ponte Preta","zag","Contundido",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,77529,"Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2017/04/28/c86a46095a1f0ab0e29d11fbbb7e80a1_FORMATO.png",3,"AVA","Avaí","lat","Suspenso",-4.1,6.47,-2.08,0.8,3,NA,12,1,6,1,NA,4,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA
469,77544,"Jorge de Moura Xavier","Jorginho","https://s.glbimg.com/es/sde/f/2017/04/28/24064c0ab4f724a2a4252d37f02b7223_FORMATO.png",3,"ATL","Atlético-GO","mei","Provável",0.1,4.39,-0.52,0.73,3,NA,17,NA,2,4,1,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
470,77556,"Bruno Brígido de Oliveira","Bruno Brígido","https://s.glbimg.com/es/sde/f/2017/04/24/9375fdbbdc6ab66a27f8b4860036ebc1_FORMATO.png",3,"COR","Coritiba","gol","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,77777,"João Felipe Schimdt Urbano","João Schmidt ","https://s.glbimg.com/es/sde/f/2016/05/01/5214f931543621b3d23666a103f23d6e_FORMATO.png",3,"SAO","São Paulo","mei","Nulo",0,4.35,0,0.7,2,NA,5,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,77959,"Jonathan Copete Valencia","Copete","https://s.glbimg.com/es/sde/f/2017/05/02/38284b2eba393aa675069aff35def330_FORMATO.png",3,"SAN","Santos","ata","Nulo",-0.1,5.18,-0.63,-1.75,2,NA,8,NA,2,1,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
475,77967,"Eugenio Esteban Mena Reveco","Mena","https://s.glbimg.com/es/sde/f/2017/05/01/b7a4044c003473042da5143f01b9924e_FORMATO.png",3,"SPO","Sport","lat","Suspenso",-6.7,2.88,-4.12,-6.7,1,NA,3,NA,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
508,78077,"Madson Ferreira dos Santos","Madson","https://s.glbimg.com/es/sde/f/2017/04/06/e6c07b2728a78e64ae8c1ed0d4ce9d6a_FORMATO.png",3,"VAS","Vasco","lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,78086,"César Bernardo Dutra","César","https://s.glbimg.com/es/sde/f/2017/04/24/8a28cbc657b6535a81d1cbad583afa48_FORMATO.png",3,"FLA","Flamengo","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,78117,"Everaldo Stum","Everaldo","https://s.glbimg.com/es/sde/f/2017/04/27/85ec84d7e2ba8d7f658cb59fefc7d400_FORMATO.png",3,"ATL","Atlético-GO","ata","Provável",-0.4,5.32,-0.58,1.4,3,NA,5,NA,2,1,1,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
261,78248,"Gustavo Henrique Vernes","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2017/05/02/ebaacf4dc046774b9b9f3003c35ba254_FORMATO.png",3,"SAN","Santos","zag","Contundido",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,78371,"Miller Alejandro Bolaños Reasco","Miller Bolaños","https://s.glbimg.com/es/sde/f/2016/05/10/e06dcc7c5fd2af9342d95cf318b5f431_FORMATO.png",3,"GRE","Grêmio","ata","Contundido",0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,78407,"Douglas Ricardo Grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2017/04/24/ef04c0af64af6a9173d17eb922ff55e4_FORMATO.png",3,"CHA","Chapecoense","zag","Provável",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,78445,"Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2017/04/24/bff75e6319bfeb83e043d1949b127c6e_FORMATO.png",3,"FLA","Flamengo","lat","Provável",3.6,5.65,0.2,2.65,2,NA,5,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,78464,"Fábio Farroco Braga","Fábio Braga","https://s.glbimg.com/es/sde/f/2017/05/02/1b7b5c48a104e1244f38059d6b4e63a3_FORMATO.png",3,"PON","Ponte Preta","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,78478,"Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2017/04/24/afcab1eabef219480495acfdf11be8c3_FORMATO.png",3,"FLA","Flamengo","mei","Provável",0,9.19,-1.17,2.93,3,NA,11,NA,3,3,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
