"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","FC","FS","PE","RB","CA","FD","FF","I","CV","SG","FT","G","PP","A","DD","GS","DP","GC"
"708","Lucas Lovat","Lucas Lovat","https://s.glbimg.com/es/sde/f/2017/05/17/fc2567ecebd5db9e5f21e72ef3cbd9e5_FORMATO.png",92501,12,"AVA","lat","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Denilson dos Santos de Souza","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,12,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Ronaldo da Silva Souza","Ronaldo","https://s.glbimg.com/es/sde/f/2017/04/24/a7cc055787fa2bae6bf37d7cd2009e85_FORMATO.png",92981,12,"FLA","mei","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Leonardo Felipe Valencia Rossel","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2016/10/20/8631db3524902c98e2de8613b5ec628c_FORMATO.png",91508,12,"BOT","mei","Nulo",0,7,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Claudio Luiz Rodrigues Parise Leonel","Claudinho","https://s.glbimg.com/es/sde/f/2017/06/01/7214c13dbff3a0e34d7a62814d535aa2_FORMATO.png",92630,12,"PON","ata","Dúvida",0.7,0.79,0.01,-0.18,7,"Ponte Preta",8,3,7,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2017/04/23/ad1f8add949fbe2020567092e6cb1ac9_FORMATO.png",91519,12,"COR","ata","Nulo",-1.6,1.85,-0.55,-0.42,4,"Corinthians",6,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Mateus da Silva Vital Assumpção","Mateus Vital","https://s.glbimg.com/es/sde/f/2017/04/24/fde017fc32efb6582710007242bff4d4_FORMATO.png",93108,12,"VAS","mei","Nulo",0.2,8.4,-0.69,2.89,12,"Vasco",10,22,13,9,1,7,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"715","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,12,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Thiago Nascimento dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/24/da02549341377bcfce44aee65a275298_FORMATO.png",93151,12,"FLA","ata","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Marlon Rodrigues Xavier","Marlon","https://s.glbimg.com/es/sde/f/2017/07/11/9db28bca53f98ebc6e0e95831f8abc98_FORMATO.png",91706,12,"FLU","lat","Nulo",0,5,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Yan Matheus Santos Souza","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,12,"PAL","mei","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2017/04/23/cf2fd75fe95a351dd06a29fbc12519b7_FORMATO.png",91714,12,"COR","mei","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Eriélton Carlos Pacheco","Pachequinho","https://s.glbimg.com/es/sde/f/2016/07/12/20b53e4a4f3eb900bbb4bee06e40526d_FORMATO.png",93153,12,"COR","tec","Provável",0.16,9.24,-0.65,3.44,12,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Romulo Borges Monteiro","Romulo","https://s.glbimg.com/es/sde/f/2017/04/24/b61c326027e887dd7e7893e82ca94121_FORMATO.png",70009,12,"FLA","mei","Nulo",0,5.77,-0.12,-0.65,2,"Flamengo",2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Gustavo Blanco Petersen Macedo","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2017/07/04/bdab16330aca79897bf4fa25fd8d7eaf_FORMATO.jpeg",91191,12,"ATL","mei","Nulo",0,3,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2017/04/19/02fc5dc63c312d6868d30a24d373ba30_FORMATO.png",91808,12,"COR","gol","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Aderllan Leandro de Jesus Santos","Aderllan Santos","https://s.glbimg.com/es/sde/f/2015/11/23/e5a8e1bfe165791f411120f000c42757_FORMATO.jpeg",93296,12,"SAO","zag","Nulo",0,6,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Matheus Henrique Cassini de Paula","Matheus Cassini","https://s.glbimg.com/es/sde/f/2017/05/02/49a8092ff1d3ff3eb1402aa7333a8a1a_FORMATO.png",91715,12,"PON","mei","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Breno Evangelista Cantão de Oliveira","Breno","https://s.glbimg.com/es/sde/f/2017/04/23/eddc26f069abf5b4dd09b9c3888d5cba_FORMATO.png",91842,12,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Lucas Veríssimo da Silva","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2017/05/02/0198bbb1258bc8a618b6ef67781a60a6_FORMATO.png",93368,12,"SAN","zag","Provável",0.1,5.95,-0.81,3.63,11,"Santos",7,2,19,10,2,3,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"728","Rodrigo Nascimento França ","Rodrigo Becão","https://s.glbimg.com/es/sde/f/2017/02/21/4cecb2d3b0bd0d5da24fc2c3b6d7b170_FORMATO.png",93369,12,"BAH","zag","Nulo",0,3.42,0,2.16,5,"Bahia",4,4,8,5,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"729","Augusto de Souza Silva","Augusto","https://s.glbimg.com/es/sde/f/2017/04/18/4e94d8b6d0b298c84f952ecfac2c11eb_FORMATO.png",93378,12,"PAL","zag","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Ygor Nogueira de Paula","Nogueira","https://s.glbimg.com/es/sde/f/2016/05/30/7475a33329d212b5519734b354c01a71_FORMATO.png",91815,12,"FLU","zag","Nulo",0,1.97,0,0.47,4,"Fluminense",2,3,6,1,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"731","José Ivaldo Almeida Silva","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2017/04/23/fbf5dd33aaec3e3709c4449e36790a17_FORMATO.png",91866,12,"ATL","zag","Nulo",0,1.65,0,0.95,2,"Atlético-PR",1,NA,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"732","Guilherme Henrique Silva Nogueira","Guilherme",NA,93490,12,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Martín Andrés Silva","Martín Silva","https://s.glbimg.com/es/sde/f/2017/04/06/5380df54d3b16b7d46117c5173040d3d_FORMATO.png",69249,12,"VAS","gol","Provável",1,6.22,0.99,0.31,12,"Vasco",NA,1,6,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,15,23,NA,NA
"734","Adniellyson da Silva Oliveira","Silva","https://s.glbimg.com/es/sde/f/2017/04/27/44c5ab48a8a0e8c7c33de52bdb5af46b_FORMATO.png",91917,12,"ATL","mei","Nulo",2.4,3.22,0.06,1.64,5,"Atlético-GO",14,6,6,9,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Igor Henrique Martins Machado","Igor","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",93551,12,"ATL","mei","Provável",0,3.61,0,1.3,7,"Atlético-GO",23,11,18,13,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,12,"BOT","zag","Provável",0,9.1,-0.09,2.39,8,"Botafogo",13,5,27,9,4,NA,2,1,NA,3,NA,1,NA,NA,NA,NA,NA,NA
"737","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2017/04/23/cfc485340a51d2cf63f5fd033c85b2f1_FORMATO.png",69282,12,"GRE","ata","Provável",3.8,10.28,0.23,3.5,7,"Grêmio",9,11,9,4,2,4,2,6,NA,NA,NA,2,NA,1,NA,NA,NA,NA
"738","Everson Bispo Pereira","Everson","https://s.glbimg.com/es/sde/f/2017/07/04/87c22a7d1e8a2451375d85c6c9d68df9_FORMATO.png",91929,12,"BAH","zag","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,12,"SAN","lat","Contundido",1.1,9.76,0.16,3.88,9,"Santos",7,9,30,6,2,NA,1,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA
"740","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2016/05/01/9159bcd85db743f56cfb40ade72eba88_FORMATO.png",93746,12,"SPO","ata","Nulo",0,3.23,0,1.36,5,"Sport",5,5,7,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2017/04/24/fbeeb71f969362dfd7489a955a0a5b00_FORMATO.png",70132,12,"COR","mei","Contundido",0,4.8,0,1.91,8,"Coritiba",9,2,23,15,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Alan Cardoso de Andrade","Alan Cardoso","https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png",93785,12,"VAS","lat","Nulo",0,1.21,0,-1.3,1,"Vasco",2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2017/04/23/f0381b648963d11c0a911835d6b060da_FORMATO.png",69705,12,"ATL","mei","Provável",3.3,9.43,-1.27,3.85,10,"Atlético-PR",12,21,29,7,1,9,4,1,NA,NA,1,1,NA,2,NA,NA,NA,NA
"744","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2017/04/24/80440f6618b79e66630f3d1bd8709562_FORMATO.png",70058,12,"COR","mei","Contundido",0.4,4.95,-0.42,1.38,10,"Coritiba",13,5,26,6,2,5,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA
"745","Jackson de Souza","Jackson","https://s.glbimg.com/es/sde/f/2017/02/21/006f00c308607da2e5625e476d7e701e_FORMATO.png",70934,12,"BAH","zag","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Andrey Ramos do Nascimento","Andrey","https://s.glbimg.com/es/sde/f/2017/04/06/f30ccd95961eb8e4131995d63a8fcc34_FORMATO.png",93787,12,"VAS","mei","Nulo",3.7,1.56,0.56,3.7,1,"Vasco",1,4,3,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Evander da Silva Ferreira","Evander","https://s.glbimg.com/es/sde/f/2017/04/06/2df6998f5d8a75cf5337b55ad525fd7d_FORMATO.png",93788,12,"VAS","mei","Nulo",0,0.8,0,-1.65,2,"Vasco",2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2017/04/24/219907d77bba093529105f5b79abce53_FORMATO.png",70173,12,"FLA","mei","Nulo",0,4.25,0,0.94,5,"Flamengo",5,9,8,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Fellipe Ramos Ignez Bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2017/04/19/2333e7afbab5775fa04708f8532bdf88_FORMATO.png",70116,12,"COR","mei","Nulo",0,4.25,0,1.4,1,"Corinthians",NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Caio Monteiro Costa","Caio Monteiro","https://s.glbimg.com/es/sde/f/2017/04/06/1be1912d42afdf3054cbab8eb7709907_FORMATO.png",93789,12,"VAS","ata","Nulo",0,2.53,0,4.1,2,"Vasco",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"751","Marlon Rodrigues Freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2016/04/29/cfce25280f9e71de54a5d5d03d8db439_FORMATO.png",93790,12,"FLU","mei","Dúvida",4.9,3.1,2.1,4.9,1,"Fluminense",2,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2017/04/25/6b33818b6514572559c1fef9b6ca9686_FORMATO.png",70222,12,"SAO","gol","Nulo",0,6.25,0,-2,0,"São Paulo",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Márcio Almeida de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2017/04/18/82f4f9a2d122680dcc40e55727214711_FORMATO.png",93797,12,"BOT","lat","Contundido",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Fillipe Soutto Mayor Nogueira Ferreira","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2017/06/05/17f3216f11db1702707de11a5f0b6854_FORMATO.png",70581,12,"VIT","mei","Contundido",0,4,0,3.1,1,"Vitória",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Jorge Amorim de Oliveira Campos","Jorginho","https://s.glbimg.com/es/sde/f/2017/06/01/2d4e9fe5508ff0ceaf617a257b06885b_FORMATO.png",70323,12,"BAH","tec","Provável",2.01,11.21,-0.37,3.61,9,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png",70666,12,"PON","zag","Provável",5.4,12.06,-0.01,4.67,12,"Ponte Preta",6,17,20,17,2,1,3,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA
"757","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2017/04/22/9ee14b744ca9f1e250cc299b955bc6e9_FORMATO.png",70916,12,"CRU","lat","Provável",2.4,12.33,0.29,4.56,11,"Cruzeiro",11,14,44,20,2,2,2,NA,NA,4,1,NA,NA,1,NA,NA,NA,NA
"758","Luis Ángel Salazar Cuesta","Salazar","https://s.glbimg.com/es/sde/f/2017/04/28/54e5ebd574f6ef20650d90d7e32baf44_FORMATO.png",93986,12,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Rafael Augusto Leite Fachin","Rafael Fachin","https://s.glbimg.com/es/sde/f/2017/04/24/89058efe339ca56ee7de3d841f4c36f9_FORMATO.png",93846,12,"COR","gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Fábio Luiz Carille de Araújo","Fábio Carille","https://s.glbimg.com/es/sde/f/2017/04/22/b5151c5cf6b267103af7605949496c18_FORMATO.png",70696,12,"COR","tec","Provável",6.47,11.68,0.65,4.68,12,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2017/05/14/6f1a3086afde752f257e478b7ddadf03_FORMATO.png",70742,12,"CHA","mei","Nulo",-1.4,6.18,-1.03,2.58,9,"Chapecoense",12,12,27,11,NA,1,3,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"762","Lucas Luiz Scalon","Scalon","https://s.glbimg.com/es/sde/f/2017/04/25/1c61a24805cfe9ae71c648216cd5b9cd_FORMATO.png",94003,12,"CHA","zag","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Cleiton Schwengber","Cleiton","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_FORMATO.png",93882,12,"ATL","gol","Nulo",0,1.85,0,4.9,1,"Atlético-MG",NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"764","Andrei Alba","Andrei Alba","https://s.glbimg.com/es/sde/f/2017/04/24/047276d0aef73aef2924855c083d4ceb_FORMATO.png",94004,12,"CHA","mei","Contundido",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Lucas Oliveira de França","Lucas França","https://s.glbimg.com/es/sde/f/2017/04/22/c63baf2496083057957e4f2bd2ac3847_FORMATO.png",93869,12,"CRU","gol","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","John Victor Maciel Furtado","John Victor","https://s.glbimg.com/es/sde/f/2017/05/02/0eab88c901790607c556e504aa31b200_FORMATO.png",94044,12,"SAN","gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Guilherme Ferreira Pinto","Negueba","https://s.glbimg.com/es/sde/f/2017/06/07/fe68884503980ded30df6a7cb9cdd77b_FORMATO.jpeg",70929,12,"PON","ata","Nulo",0,4.73,0,0.9,3,"Ponte Preta",3,3,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Diego Gomes dos Santos","Diego Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/c6169204fbfca94a9affdd9de721a72c_FORMATO.png",94045,12,"SAN","mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/06/22/b1c7b99be2c1d74a2735e6cb49f388ff_FORMATO.png",70944,12,"PAL","mei","Provável",5,9.78,0.8,3.2,2,"Palmeiras",6,3,1,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2017/05/02/6694b4703f10f789b166d7ca4f6f764e_FORMATO.png",70986,12,"SAN","mei","Nulo",0,2.62,0,-0.25,2,"Santos",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","Matheus Gutz","Matheus","https://s.glbimg.com/es/sde/f/2017/04/28/08e4242f18d2365a93ecf92b2ce9fd52_FORMATO.png",94102,12,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2017/04/24/8f9b227031fc772ea2210db5d441a2e5_FORMATO.png",71066,12,"FLA","mei","Nulo",0,7.81,0,5.13,3,"Flamengo",3,2,6,4,NA,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"773","Lucas da Silva Rocha","Lucas Rocha","https://s.glbimg.com/es/sde/f/2017/07/11/de8c5e7398d3dece81fa05f35abe0764_FORMATO.png",94119,12,"VAS","zag","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2017/06/01/a4f3ac6a4a79eebb1b9a2ec9388773ad_FORMATO.png",71162,12,"BAH","mei","Nulo",0.2,7.23,0.2,2.28,9,"Bahia",6,7,21,5,1,1,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"775","Matheus Fernandes Siqueira","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2017/04/18/f7747c09eac1f0aee06f02c37fa257b6_FORMATO.png",94067,12,"BOT","mei","Provável",-0.8,3.4,-1.37,2.88,8,"Botafogo",10,5,7,15,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","Maicon Pereira Roque","Maicon","https://s.glbimg.com/es/sde/f/2016/05/01/f3000bd2b412a315dad8796d7080a492_FORMATO.png",71227,12,"SAO","zag","Nulo",0,9.9,0,3.42,7,"São Paulo",1,2,22,8,1,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"777","Felipe dos Reis Pereira Vizeu do Carmo","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2017/04/24/0ba0314196e998895d5b423d2a0f4fd0_FORMATO.png",94138,12,"FLA","ata","Nulo",0,3.46,0,-0.13,3,"Flamengo",2,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","Devid de Santana Silva","Devid","https://s.glbimg.com/es/sde/f/2017/04/28/7f5898b6f55d8d2c22bc2f9fd72c1067_FORMATO.png",94105,12,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Alexander Baumjohann","Baumjohann","https://s.glbimg.com/es/sde/f/2017/07/05/edd3698b18e3e992ba2ea5c7f544ff56_FORMATO.png",71389,12,"COR","mei","Nulo",0,5,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","Thallyson Gabriel Lobo Seabra","Thallyson","https://s.glbimg.com/es/sde/f/2017/02/14/3e158bd1bb119b3c60c1c2d557560d42_FORMATO.png",94144,12,"SPO","mei","Nulo",0,0.79,0.01,-0.46,8,"Sport",9,7,11,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2017/02/20/5af7107ad71c63b6f670fd21749fc679_FORMATO.png",71571,12,"VIT","gol","Provável",1,11,-0.63,3.8,12,"Vitória",NA,3,10,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,22,16,NA,NA
"782","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2017/05/17/6b570687f8d47a6998a08f7f27fdd4ac_FORMATO.png",69177,12,"COR","lat","Nulo",0,4.55,0,0.33,3,"Coritiba",6,2,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Riuler de Oliveira Faustino","Riuler","https://s.glbimg.com/es/sde/f/2017/04/23/f9a0f4d378841844615990bf95a39da9_FORMATO.png",99021,12,"ATL","lat","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","Luis Oscar González","Lucho González","https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_FORMATO.png",71479,12,"ATL","mei","Provável",-2.2,5.38,-0.25,-0.83,8,"Atlético-PR",10,7,28,5,1,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/02/18/3bbde337c0e14ff5863b2fb2a531bf69_FORMATO.png",71892,12,"BAH","lat","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/f2550afa5db7011619ab01d7d1032823_FORMATO.png",71572,12,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2017/04/24/6c15e084bbf28f0ec13f00762f49aa9d_FORMATO.png",71549,12,"VAS","ata","Contundido",0,5.03,0,1.72,5,"Vasco",3,8,9,4,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2017/05/02/be1eeef6004ddca4490debdfc7a8f6ef_FORMATO.png",71719,12,"PON","mei","Nulo",-1.3,5.19,-0.65,1.29,10,"Ponte Preta",14,8,24,15,NA,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","Andrés Ramiro Escobar Díaz","Manga Escobar","https://s.glbimg.com/es/sde/f/2017/04/24/1ce4d6d602b56cabd2d5b1522af42b71_FORMATO.png",71704,12,"VAS","ata","Nulo",-0.3,4.75,-0.52,2.46,7,"Vasco",3,5,7,1,NA,2,3,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA
