"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","G","I","PE","PP","RB","CA","SG","DD","GS","FT","CV","DP","GC"
"409","Lucas Otávio Veiga Lopes","Lucas Otávio ","https://s.glbimg.com/es/sde/f/2017/04/28/c9abc289eaace4a40039be6a64b6711d_FORMATO.png",84896,13,"AVA","mei","Nulo",1.2,3.02,-0.13,0.2,3,"Avaí",NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"410","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2017/04/24/842ad25f4c670bababfa051fb5fb8ca6_FORMATO.png",86859,13,"VIT","mei","Contundido",0,4,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2017/04/03/bd1a20fcc43bf36e13dd321aa526e278_FORMATO.png",84926,13,"ATL","mei","Provável",0.7,1.62,-0.16,0.66,8,"Atlético-MG",NA,13,3,1,5,NA,NA,18,NA,10,3,NA,NA,NA,NA,NA,NA,NA
"412","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2017/05/02/771b51917a7ef2187ffea3d1e0fc9277_FORMATO.png",84917,13,"PON","lat","Nulo",0,5.18,0,3.8,3,"Ponte Preta",NA,4,NA,1,1,NA,NA,14,NA,2,1,3,NA,NA,NA,NA,NA,NA
"413","Yerry Fernando Mina González","Yerry Mina","https://s.glbimg.com/es/sde/f/2017/04/18/5d127fbc9c3d26f69de26952da18b809_FORMATO.png",85241,13,"PAL","zag","Provável",1.7,15.14,-0.51,4.79,8,"Palmeiras",NA,15,3,4,9,1,2,20,NA,15,3,3,NA,NA,NA,NA,NA,NA
"414","Orlando Enrique Berrío Meléndez","Berrío ","https://s.glbimg.com/es/sde/f/2017/04/24/7b390ea7b4f8d9ae25e9e72d40cf4d97_FORMATO.png",85300,13,"FLA","ata","Nulo",0,4.32,0,1.38,5,"Flamengo",NA,4,NA,1,2,1,NA,13,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"415","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,13,"SPO","mei","Nulo",0,3.2,0,2.3,1,"Sport",NA,2,NA,NA,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"416","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/d75b985086acd9eb03422fe01ce0693f_FORMATO.png",84927,13,"CHA","mei","Provável",0,3.94,-1.06,0,1,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2017/05/31/6bc774b62632d57e756a9e0533fcfd85_FORMATO.png",85423,13,"ATL","mei","Nulo",2.1,7.85,-0.64,2.55,6,"Atlético-MG",1,5,4,3,12,NA,1,13,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"418","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2017/04/24/d4c75e365c9c04af042bf7ff378d60c7_FORMATO.png",85586,13,"COR","mei","Provável",0.2,6.81,-0.21,2.4,11,"Coritiba",NA,25,NA,6,10,NA,NA,34,NA,27,3,NA,NA,NA,NA,NA,NA,NA
"419","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2017/04/24/c96c8c2ada9b85eb506293c4caec64db_FORMATO.png",40179,13,"COR","ata","Suspenso",5.6,12.46,0.7,3.74,10,"Coritiba",1,28,10,6,26,4,6,32,NA,4,1,NA,NA,NA,NA,1,NA,NA
"420","Felipe Gedoz da Conceição","Felipe Gedoz ","https://s.glbimg.com/es/sde/f/2017/04/23/b22d35fda6b1ebe5b12170bfaf1dced7_FORMATO.png",87864,13,"ATL","mei","Nulo",0,8.33,0,-1.45,2,"Atlético-PR",NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_FORMATO.png",86143,13,"ATL","zag","Provável",-1.3,5.4,-0.13,4.91,7,"Atlético-PR",NA,6,3,NA,2,2,1,12,NA,5,1,3,NA,NA,NA,NA,NA,NA
"422","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2017/04/03/f77329e6065eec16e496b8b12ad6384a_FORMATO.png",85418,13,"ATL","gol","Nulo",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2017/07/10/44451249912d8a454f2c40009fb27f1b_FORMATO.png",40990,13,"SAO","tec","Provável",3.77,9.46,-0.65,2.42,5,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2016/05/01/92fb599635a635bc3681d6d69f04489c_FORMATO.png",41218,13,"SPO","gol","Nulo",5,6.68,-0.92,4.47,13,"Sport",NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,6,20,16,NA,NA,NA,NA
"425","Júnior Nazareno Sornoza Moreira","Sornoza","https://s.glbimg.com/es/sde/f/2017/01/13/81e2c355bf1a4fff96dbce63945a25c2_FORMATO.png",87877,13,"FLU","mei","Contundido",0,15.81,0,5.05,2,"Fluminense",NA,1,1,1,2,1,NA,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"426","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2017/05/02/f85d6ca954388c9c5635f0e28f95b5cf_FORMATO.png",85425,13,"SAN","gol","Dúvida",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Fabián Cornelio Balbuena González","Balbuena","https://s.glbimg.com/es/sde/f/2017/04/19/104f0248fd96daefe11d16e064dd8ce9_FORMATO.png",87887,13,"COR","zag","Provável",5.5,10.34,-0.08,6.59,10,"Corinthians",NA,3,1,3,8,2,2,21,NA,8,1,8,NA,NA,NA,NA,NA,NA
"428","Alexandre Tadeu Gallo","Alexandre Gallo","https://s.glbimg.com/es/sde/f/2017/06/06/ee2b94270801b97042a4a5bdae50276b_FORMATO.png",41363,13,"VIT","tec","Provável",-0.35,7.2,-0.67,2.98,9,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Gustavo Henrique Furtado Scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2016/04/29/6e433eb3cd2ccb3fe639c110479ebf7c_FORMATO.png",87999,13,"FLU","mei","Provável",1.4,11.52,-0.41,3.29,12,"Fluminense",3,12,8,9,22,NA,NA,68,NA,13,NA,NA,NA,NA,1,NA,NA,NA
"430","Jefferson Gabriel Orejuela Izquierdo","Orejuela","https://s.glbimg.com/es/sde/f/2017/01/13/f990ae4feff11a2f7f5bb847c2e3cdb5_FORMATO.png",87874,13,"FLU","mei","Provável",2.8,10.29,0.02,2.75,10,"Fluminense",NA,9,NA,NA,20,NA,NA,22,NA,18,1,NA,NA,NA,NA,NA,NA,NA
"431","Vanderlei Luxemburgo da Silva","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2017/05/31/d059e86ab694b638ba5a43c3b0b0444f_FORMATO.png",41327,13,"SPO","tec","Provável",8.61,8.66,0.72,4.93,10,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Sergio Antonio Soler de Oliveira Junior","Serginho","https://s.glbimg.com/es/sde/f/2017/02/19/6aca0b072c6eeca65b6dc51c30de4a50_FORMATO.png",88002,13,"SAN","mei","Nulo",0,1.58,-0.42,0,1,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Geremias Ribeiro Júnior","Júnior","https://s.glbimg.com/es/sde/f/2017/06/09/2e36d120085f3fb7908f2921ee4c592e_FORMATO.png",87946,13,"VIT","ata","Nulo",0,1.17,0,1.35,2,"Vitória",NA,1,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"434","Thalles Lima","Thalles","https://s.glbimg.com/es/sde/f/2017/04/24/3201728e4a68e69b6c3e6fc2f8f5b1e1_FORMATO.png",85211,13,"VAS","ata","Provável",7,5.42,-0.05,4.22,4,"Vasco",NA,9,1,2,6,2,1,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"435","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2017/02/20/45d2685cedfee93ebf07f010f670c2ef_FORMATO.png",84890,13,"VIT","lat","Nulo",0,6.31,0,2.35,2,"Vitória",NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"436","Claudinei dos Santos Oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2017/04/28/1e4e67f7f6051b298a7679a0b9d1d0c8_FORMATO.png",84761,13,"AVA","tec","Provável",0.81,6.83,-1.15,3.12,13,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Warian dos Santos Souza","Warian Santos ","https://s.glbimg.com/es/sde/f/2017/04/20/1a20f671d81a1495fe94257a7faedb29_FORMATO.png",88030,13,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Renato Portaluppi","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2016/10/20/11389b106c935a0e20c5b557a4161683_FORMATO.png",41929,13,"GRE","tec","Provável",4.85,15.92,0.44,4.95,13,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Ivan Quaresma da Silva","Ivan","https://s.glbimg.com/es/sde/f/2017/05/02/8546a4c5536f1d3e6ebc74e89daef4c3_FORMATO.png",88136,13,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","João Vitor Pereira de Alcantara","João Vitor ","https://s.glbimg.com/es/sde/f/2017/04/27/5e240c8d3c51257cd78fe820f6453aa5_FORMATO.png",88539,13,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Iago Ângelo Dias","Iago","https://s.glbimg.com/es/sde/f/2017/04/24/6d1258d426eef6b245dc52182b65814b_FORMATO.png",88417,13,"COR","ata","Nulo",2.2,4.72,0.25,0.16,7,"Coritiba",NA,2,NA,1,4,NA,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"442","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2017/04/18/594aacef190963b0476d2c76f4f48f57_FORMATO.png",42145,13,"PAL","lat","Provável",2.3,7.17,-0.44,5.03,7,"Palmeiras",NA,6,2,NA,10,NA,1,35,NA,16,NA,3,NA,NA,NA,NA,NA,NA
"443","Daniel Guedes da Silva","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2017/05/02/700b428f14849c2f8f5eb9286d7adf03_FORMATO.png",88225,13,"SAN","lat","Provável",12.1,5.19,1.94,6.13,3,"Santos",NA,8,1,1,2,1,NA,5,NA,6,1,2,NA,NA,NA,1,NA,NA
"444","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",42116,13,"PAL","ata","Provável",3.6,6.4,-0.16,2,12,"Palmeiras",1,22,5,5,17,2,5,20,1,10,4,NA,NA,NA,NA,NA,NA,NA
"445","Vinicius Rodolfo de Souza Oliveira","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,13,"BOT","ata","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2017/05/02/c182483a84aebf5ed52ddb9d82da6407_FORMATO.png",42213,13,"PON","mei","Provável",5.4,9.2,0.66,2.83,7,"Ponte Preta",NA,13,NA,1,10,NA,1,24,NA,19,2,NA,NA,NA,NA,NA,NA,NA
"447","Ángel Rodrigo Romero Villamayor","Ángel Romero","https://s.glbimg.com/es/sde/f/2017/04/19/bb57c60e890655dd351f891eb27fdb2c_FORMATO.png",88323,13,"COR","ata","Provável",8.4,13.7,1.22,5.37,11,"Corinthians",2,15,6,3,37,2,9,37,NA,21,3,NA,NA,NA,NA,NA,NA,NA
"448","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2017/05/06/c9fe7a8f540f56c7325c5e78f3097d32_FORMATO.png",42222,13,"SPO","ata","Provável",-0.3,5.22,-0.5,2.96,13,"Sport",1,8,4,4,18,3,1,38,NA,8,2,NA,NA,NA,NA,NA,NA,NA
"449","Lucas de Figueiredo Crispim","Lucas Crispim","https://s.glbimg.com/es/sde/f/2016/05/01/f060208d1a949d93507611b7e4fbd24b_FORMATO.png",88597,13,"SAN","mei","Nulo",0,3,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Igor Ribeiro de Jesus","Igor","https://s.glbimg.com/es/sde/f/2017/05/06/7db6dc50d732262fa33892d6c0f437b5_FORMATO.png",88667,13,"SPO","zag","Nulo",0,5.8,0,6.2,1,"Sport",NA,2,NA,NA,2,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"451","Bruno Jacinto da Silva","Bruno Paulista","https://s.glbimg.com/es/sde/f/2017/07/08/baeb57a463f93f78065135fdc122eded_FORMATO.png",88933,13,"VAS","mei","Contundido",0,6.02,0,1.4,1,"Vasco",NA,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"452","Nathan Pelae Cardoso","Nathan","https://s.glbimg.com/es/sde/f/2017/04/25/03222dc5157f830bbf5201fe8e0c0593_FORMATO.png",89156,13,"CHA","zag","Nulo",0,3.06,0,-0.3,1,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Leonardo Pinheiro da Conceição","Léo","https://s.glbimg.com/es/sde/f/2017/01/13/cc39276a755987fc3b57896f3b160fa6_FORMATO.png",85626,13,"FLU","lat","Nulo",0,3.67,0,0.74,10,"Fluminense",1,18,1,NA,5,NA,2,20,NA,7,1,1,NA,NA,NA,NA,NA,NA
"454","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2017/04/23/f49ad5df5316c41a536cbc083724ee17_FORMATO.png",89190,13,"CRU","ata","Nulo",0,4,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2017/04/24/5b71e14cce546da5e531c172e54e0ce2_FORMATO.png",85629,13,"COR","mei","Contundido",0,6,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Ramon Menezes Roma","Ramon","https://s.glbimg.com/es/sde/f/2016/05/01/bf444d7eaf1a2853f33faef276c4a9a0_FORMATO.png",88087,13,"VIT","zag","Contundido",-0.3,3.49,0.15,0.8,4,"Vitória",NA,2,NA,NA,2,NA,NA,5,NA,1,1,1,NA,NA,NA,NA,NA,NA
"457","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2017/05/02/5c01ab099352ecad2baaa0a00f978720_FORMATO.png",85591,13,"PON","lat","Nulo",0,4,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Felipe Augusto Santana","Felipe Santana","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_FORMATO.png",42140,13,"ATL","zag","Contundido",0,9.11,0,3.69,8,"Atlético-MG",1,7,NA,2,6,1,1,14,NA,9,NA,1,NA,NA,NA,NA,NA,NA
"459","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,13,"PAL","mei","Nulo",0,2.64,0,1.35,2,"Palmeiras",NA,2,1,NA,1,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"460","Jean Patrick Reis","Jean Patrick","https://s.glbimg.com/es/sde/f/2017/07/04/96daa554c0f24c012a1cb27045d67975_FORMATO.png",88379,13,"PON","lat","Nulo",0,3,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Jean Carlos de Souza Irmer","Jean","https://s.glbimg.com/es/sde/f/2017/04/06/d3926623525ad9fc2a3896099f523066_FORMATO.png",89150,13,"VAS","mei","Provável",6.4,10.88,1.4,4.66,12,"Vasco",NA,19,4,5,18,1,NA,25,NA,32,3,NA,NA,NA,NA,NA,NA,NA
"462","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2017/04/19/aaa96b0be41ff91da112273cc059467e_FORMATO.png",42234,13,"COR","gol","Provável",3.7,12.9,-1.6,6.4,13,"Corinthians",NA,NA,NA,NA,4,NA,NA,6,NA,NA,2,10,11,5,NA,NA,2,NA
"463","Ânderson Balbino Assis","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,13,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Miguel Angel Borja Hernandez","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,13,"PAL","ata","Nulo",-0.3,16.63,-0.73,3.83,7,"Palmeiras",NA,9,2,7,11,3,3,10,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"465","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,13,"CHA","mei","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Maurício Andreazzi Pereira","Andreazzi","https://s.glbimg.com/es/sde/f/2017/04/24/2e3edae4ff2b6836e1ea7f55380193fa_FORMATO.png",89253,13,"BOT","mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Andrew Erik Feitosa","Morato","https://s.glbimg.com/es/sde/f/2017/04/28/773338b7d4efec23c8bd970486c9ff68_FORMATO.png",86227,13,"SAO","ata","Contundido",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Matheus de Sales Cabral","Matheus Sales","https://s.glbimg.com/es/sde/f/2017/02/18/4a3b454309558fda386d1ffadf494547_FORMATO.png",89285,13,"BAH","mei","Provável",4.5,3.41,1.23,1.36,5,"Bahia",NA,7,NA,1,6,NA,NA,10,NA,8,2,NA,NA,NA,NA,NA,NA,NA
"469","João Pedro Maturano dos Santos","João Pedro ","https://s.glbimg.com/es/sde/f/2017/04/24/c6945a1446c818fed3c475afef47a6a8_FORMATO.png",89273,13,"CHA","lat","Contundido",0,5.87,0,2.3,1,"Chapecoense",NA,NA,NA,1,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"470","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2017/05/19/68d8c5dda3ea6323520ddfd58086f176_FORMATO.png",86411,13,"ATL","lat","Nulo",0,3.52,0,2.07,8,"Atlético-GO",NA,11,5,4,5,NA,6,24,NA,10,NA,1,NA,NA,NA,NA,NA,NA
"471","Alexi Stival","Cuca","https://s.glbimg.com/es/sde/f/2016/05/01/ffe92c9e05e8100cdb59ce176a5352f5_FORMATO.png",42411,13,"PAL","tec","Provável",1.45,13.15,-0.1,3.47,13,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,13,"PAL","ata","Nulo",-0.2,5.72,-0.14,1.95,12,"Palmeiras",NA,11,1,5,8,2,2,32,NA,8,1,NA,NA,NA,1,NA,NA,NA
"473","Carlos Eugenio Júnior Tavares dos Santos","Júnior Tavares","https://s.glbimg.com/es/sde/f/2017/02/09/25d0a51f886e8f5b2db83e4bea6a4e20_FORMATO.png",89343,13,"SAO","lat","Provável",7,13.32,1.52,4.49,13,"São Paulo",4,15,1,6,26,NA,NA,52,NA,16,2,4,NA,NA,NA,NA,NA,NA
"474","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2017/04/18/8fb7b68bea9068528d9381cfe5c0b32a_FORMATO.png",89492,13,"BOT","gol","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,13,"CHA","gol","Provável",-0.6,3.8,-0.24,0.11,13,"Chapecoense",NA,NA,NA,NA,5,NA,NA,14,NA,NA,1,3,14,26,NA,NA,NA,NA
"476","Felipe Garcia dos Prazeres","Felipe Garcia","https://s.glbimg.com/es/sde/f/2017/04/27/986affeeae68d3af059f6c98de882ddb_FORMATO.png",42330,13,"ATL","gol","Provável",-4.6,6.8,-0.87,2.83,12,"Atlético-GO",NA,NA,NA,NA,1,NA,NA,9,NA,NA,1,1,23,18,NA,NA,NA,NA
"477","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,13,"SAO","lat","Nulo",0,5.63,0,1.07,4,"São Paulo",NA,3,NA,NA,5,NA,NA,16,NA,3,1,1,NA,NA,NA,NA,NA,NA
"478","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/7c68f11162db883d1bca790a596547c2_FORMATO.png",86519,13,"SPO","mei","Provável",7.3,5.05,1.55,1.5,9,"Sport",1,12,8,6,10,NA,1,46,NA,8,1,NA,NA,NA,NA,NA,NA,NA
"479","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,13,"PAL","mei","Provável",4.3,7.7,1.21,1.24,12,"Palmeiras",2,22,3,3,11,NA,1,30,NA,14,2,NA,NA,NA,NA,1,NA,NA
"480","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2017/04/19/e126b3b0182f6b12d3cc13d20f515810_FORMATO.png",42500,13,"COR","lat","Provável",8.1,13.11,1.2,5.72,9,"Corinthians",1,11,NA,NA,13,NA,NA,41,NA,14,3,8,NA,NA,NA,NA,NA,NA
"481","Thiago Maia Alencar","Thiago Maia","https://s.glbimg.com/es/sde/f/2016/05/01/1b2976ce2cacc26f8141ace470b05928_FORMATO.png",89637,13,"SAN","mei","Provável",6.2,8.98,1.33,3.61,12,"Santos",1,22,2,5,10,1,NA,46,NA,31,4,NA,NA,NA,NA,NA,NA,NA
"482","Walter Luiz Silva de Araujo","Luizão","https://s.glbimg.com/es/sde/f/2017/06/22/5b6da4a5651cbd0822f33cea7f49be63_FORMATO.png",86724,13,"COR","zag","Provável",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Nicolas Morês da Cruz","Nicolas Careca","https://s.glbimg.com/es/sde/f/2017/05/25/78e3fa64e4bf629019d9d07d738f97a2_FORMATO.png",89341,13,"GRE","ata","Nulo",0,0.78,0,-1.05,2,"Grêmio",NA,4,NA,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Jonathan Francisco Lemos","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/27/f0005dbb8cf4d46b99cf08acf8949256_FORMATO.png",86713,13,"ATL","lat","Nulo",0,1.94,0,0.85,2,"Atlético-GO",NA,NA,1,NA,1,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"485","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2017/04/03/f7ef2c1763cfea19e19b624be9bd9f68_FORMATO.png",89693,13,"ATL","lat","Provável",0,2.04,0,2.2,1,"Atlético-MG",NA,2,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"486","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2017/04/18/9a9a735957f9522e9ffcf1664bd29a44_FORMATO.png",86410,13,"BOT","lat","Suspenso",3.4,12.36,-0.02,4.93,11,"Botafogo",NA,14,NA,3,10,1,NA,23,NA,20,3,5,NA,NA,NA,NA,NA,NA
"487","Wanderson de Jesus Martins","Caju","https://s.glbimg.com/es/sde/f/2016/05/01/54af0c3c3d1522543c64c18ca5a50a22_FORMATO.png",89342,13,"SAN","lat","Contundido",0,3.83,0,3.3,1,"Santos",NA,1,NA,NA,1,NA,NA,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"488","João Lucas Cardoso","João Lucas","https://s.glbimg.com/es/sde/f/2017/05/15/fa1caa8ea5726060cd391422d3fb93fc_FORMATO.png",86740,13,"PON","lat","Nulo",0,11.26,0,3.39,10,"Ponte Preta",1,7,1,NA,6,NA,1,43,NA,14,1,4,NA,NA,NA,NA,NA,NA
"489","Iury Lirio Freitas de Castilho","Iury","https://s.glbimg.com/es/sde/f/2017/04/28/0bdfd4fa134d2a07bf26cd328dcd9cf7_FORMATO.png",89695,13,"AVA","ata","Nulo",0,1.68,0,0.5,1,"Avaí",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
