"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FF","FS","FT","I","PE","RB","SG","FD","DD","DP","G","GS","GC","CV","PP"
"298","Evanildo Borges Barbosa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/08/30/7e1c1a89132e19ef0cd8c66c42c7aacb_FORMATO.png",63119,33,"VIT","lat","Nulo",0,6.69,0,2.38,12,"Vitória",1,2,10,NA,10,NA,1,37,13,3,2,NA,NA,NA,NA,NA,NA,NA
"299","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/19/a258f3bd57275dfde4062d53fea35126_FORMATO.png",78605,33,"COR","mei","Provável",0,8.14,0,3.07,27,"Corinthians",NA,6,36,2,29,1,NA,55,60,NA,5,NA,NA,1,NA,NA,1,NA
"300","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2017/04/23/01565939c1e8813f9c1cc7cf9faeb903_FORMATO.png",78715,33,"GRE","mei","Provável",11.2,16.72,0.34,4.27,23,"Grêmio",4,5,42,15,35,NA,3,92,29,NA,13,NA,NA,6,NA,NA,NA,NA
"301","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2017/04/03/043d9369ddb104e41861bbe7b79afb5d_FORMATO.png",63013,33,"ATL","lat","Provável",8.4,12.11,0.57,6.01,18,"Atlético-MG",4,5,34,5,28,NA,1,81,59,4,2,NA,NA,NA,NA,NA,NA,NA
"302","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2017/04/24/15cf98a07f1ca5efaa16bc8321c04658_FORMATO.png",63058,33,"VIT","mei","Contundido",0,9.33,0,3.11,10,"Vitória",NA,4,16,3,8,1,NA,28,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,33,"CHA","lat","Nulo",0,2.3,0,2.04,5,"Chapecoense",NA,2,4,1,12,NA,NA,13,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"304","Douglas Alan Schuck Friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2017/04/25/f36c749de572dbbaf8a43b8b71309942_FORMATO.png",78584,33,"AVA","gol","Provável",1.7,9.34,0.58,6.25,24,"Avaí",NA,2,2,NA,9,NA,NA,2,NA,9,NA,53,1,NA,30,NA,NA,NA
"305","Jean Mota Oliveira de Sousa","Jean Mota","https://s.glbimg.com/es/sde/f/2017/05/02/6f250e3510eb4a5cf33223d20befd72c_FORMATO.png",78548,33,"SAN","mei","Nulo",0,5.03,0,3.44,25,"Santos",3,3,18,10,31,NA,2,74,42,NA,7,NA,NA,1,NA,NA,NA,NA
"306","Bryan Silva Garcia","Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",78632,33,"CRU","lat","Nulo",0,4.49,0,2.22,5,"Cruzeiro",NA,1,5,1,5,1,NA,13,4,1,1,NA,NA,NA,NA,NA,NA,NA
"307","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2017/09/06/6035aba70a37b419f328746b48c3bc46_FORMATO.png",63128,33,"CHA","zag","Provável",0,3.1,0,2.43,7,"Chapecoense",NA,3,8,NA,1,NA,NA,7,8,3,NA,NA,NA,NA,NA,NA,NA,NA
"308","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,33,"PAL","mei","Provável",3.6,9.49,-1,4.97,14,"Palmeiras",2,1,13,5,33,1,NA,64,20,NA,6,NA,NA,3,NA,NA,NA,NA
"309","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2017/07/11/97a55ad8b4015035dbde2063c6776c8a_FORMATO.png",63172,33,"VAS","zag","Provável",1.2,4.5,0.06,1.65,19,"Vasco",2,5,34,6,11,NA,2,38,15,5,1,NA,NA,NA,NA,NA,NA,NA
"310","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2016/06/28/e51699e690f5560939a50fdbb0077328_FORMATO.jpeg",78839,33,"SAN","gol","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Pedro Henrique de Castro Silva","Pedro Castro","https://s.glbimg.com/es/sde/f/2017/06/09/95ff53b7b15a7d6719bae7807804fc39_FORMATO.png",78840,33,"AVA","mei","Suspenso",6.1,4.26,0.43,2.29,28,"Avaí",1,3,31,15,40,NA,3,65,29,NA,6,NA,NA,2,NA,NA,NA,NA
"312","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2017/10/13/7d4517dfb6acd0c79909c62e38525979_FORMATO.png",68690,33,"SPO","ata","Provável",5.7,11.45,-0.28,4.87,29,"Sport",1,5,58,33,49,1,24,74,25,NA,12,NA,NA,13,NA,NA,NA,NA
"313","Marcos Antônio Almeida Silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2017/04/27/1fdbc57e3b15e752149d530d7425e5d3_FORMATO.png",78856,33,"ATL","mei","Provável",6.5,8.17,-0.1,3.73,18,"Atlético-GO",NA,5,27,4,15,NA,NA,32,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Jucilei da Silva","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_FORMATO.png",63422,33,"SAO","mei","Provável",4.6,13.58,0.07,3.58,30,"São Paulo",NA,1,44,7,47,NA,1,64,69,NA,2,NA,NA,1,NA,NA,1,NA
"315","Thiago dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,33,"PAL","mei","Nulo",0,6.03,0,2.86,20,"Palmeiras",NA,4,47,3,29,NA,1,30,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2017/04/25/e786acca731a4a88d0504f8b3802f4d8_FORMATO.png",78850,33,"CHA","lat","Provável",14.5,15.13,2.59,5.46,28,"Chapecoense",6,6,41,13,22,NA,1,119,49,8,8,NA,NA,5,NA,NA,NA,NA
"317","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,33,"BOT","mei","Provável",9.9,14.01,0.84,4.73,29,"Botafogo",5,7,59,17,42,NA,NA,107,57,NA,10,NA,NA,6,NA,NA,NA,NA
"318","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2017/04/24/6cdeb7e2779c671c69473bc599c9eab2_FORMATO.png",68725,33,"CHA","lat","Nulo",0,4.69,0,1.7,7,"Chapecoense",1,1,5,3,6,NA,NA,17,2,1,3,NA,NA,NA,NA,NA,NA,NA
"319","Lucas Ribamar Lopes dos Santos Bibiano","Ribamar","https://s.glbimg.com/es/sde/f/2017/07/20/6894ec593555b4c947a6ced0d1bf01c4_FORMATO.png",94068,33,"ATL","ata","Provável",4.1,7.77,0.31,3.93,16,"Atlético-PR",1,2,19,14,27,1,11,10,6,NA,11,NA,NA,4,NA,NA,NA,NA
"320","Pablo Estifer Armero","Armero","https://s.glbimg.com/es/sde/f/2017/07/28/174c9c4ccac7c3d5f921b513c86a5351_FORMATO.png",68693,33,"BAH","lat","Contundido",0,1.86,0,-0.64,5,"Bahia",NA,1,11,1,2,NA,2,23,5,1,2,NA,NA,NA,NA,NA,1,NA
"321","Matheus Fernandes Siqueira","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2017/04/18/f7747c09eac1f0aee06f02c37fa257b6_FORMATO.png",94067,33,"BOT","mei","Nulo",-1.4,4.62,-1.14,3.55,21,"Botafogo",NA,5,27,8,22,NA,NA,38,54,NA,1,NA,NA,NA,NA,NA,NA,NA
"322","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2017/04/03/5472237b431bf42b1ce79273d48c8e2f_FORMATO.png",63219,33,"ATL","ata","Nulo",11.2,7.32,1.8,1.93,14,"Atlético-MG",1,2,16,6,17,1,NA,28,9,NA,3,NA,NA,1,NA,NA,NA,NA
"323","Devid de Santana Silva","Devid","https://s.glbimg.com/es/sde/f/2017/04/28/7f5898b6f55d8d2c22bc2f9fd72c1067_FORMATO.png",94105,33,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,33,"SAN","mei","Nulo",0,1.12,0,0.55,9,"Santos",NA,3,5,1,9,NA,1,29,5,NA,1,NA,NA,1,NA,NA,NA,NA
"325","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2017/04/19/9bf8902250718281651dc2ae9999d574_FORMATO.png",68770,33,"COR","mei","Nulo",0.1,3.55,-0.32,0.66,22,"Corinthians",NA,2,26,2,7,NA,NA,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Felipe dos Reis Pereira Vizeu do Carmo","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2017/08/16/140c5ea3e34ec32fead4a646cbe63642_FORMATO.jpeg",94138,33,"FLA","ata","Provável",6.5,4.56,1.31,2.19,13,"Flamengo",1,NA,16,7,10,1,NA,9,4,NA,6,NA,NA,1,NA,NA,NA,NA
"327","Lucas Ferreira Amaral","Lucas Ferreira","https://s.glbimg.com/es/sde/f/2016/05/01/a38c7b2a46cf04e24085ad1f45ce78bc_FORMATO.png",94147,33,"SPO","gol","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Thallyson Gabriel Lobo Seabra","Thallyson","https://s.glbimg.com/es/sde/f/2017/02/14/3e158bd1bb119b3c60c1c2d557560d42_FORMATO.png",94144,33,"SPO","mei","Nulo",0,0.83,0,0.48,15,"Sport",NA,3,15,1,8,NA,1,17,8,NA,NA,NA,NA,1,NA,NA,NA,NA
"329","Márcio Passos de Albuquerque","Emerson Sheik","https://s.glbimg.com/es/sde/f/2017/07/28/153fc3c95a0dd7ad22df8e87436bdf36_FORMATO.png",68744,33,"PON","ata","Provável",4.4,5.89,0.73,2.23,21,"Ponte Preta",1,9,31,12,54,NA,2,73,14,NA,7,NA,NA,4,NA,NA,NA,NA
"330","Guilherme Augusto Vieira dos Santos","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/17/9b919498890d4bf28c289ff60c4e590e_FORMATO.png",94207,33,"BOT","ata","Nulo",-0.9,5.92,-0.1,3.12,27,"Botafogo",1,1,19,13,43,1,1,58,19,NA,10,NA,NA,4,NA,NA,NA,NA
"331","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2017/04/23/7bc968863bb32cf46c3aa7067b5514f8_FORMATO.png",68758,33,"GRE","ata","Nulo",-2.4,10.46,-0.44,4.52,25,"Grêmio",1,2,33,15,71,NA,3,48,22,NA,13,NA,NA,6,NA,NA,NA,NA
"332","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2017/04/24/95e996eaef78ad7ac0e285e3d6d057e0_FORMATO.png",68773,33,"COR","ata","Provável",3.2,14.02,-0.86,3.82,28,"Coritiba",1,6,36,21,53,1,20,57,25,NA,19,NA,NA,7,NA,NA,NA,1
"333","Lucas da Silva Rocha","Lucas Rocha","https://s.glbimg.com/es/sde/f/2017/07/11/de8c5e7398d3dece81fa05f35abe0764_FORMATO.png",94119,33,"VAS","zag","Nulo",0,2.99,0,3.95,2,"Vasco",NA,NA,1,NA,3,NA,NA,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"334","Everton Heleno dos Santos","Everton Heleno","https://s.glbimg.com/es/sde/f/2017/07/05/70b5e143bc2cffe533cf069fe115e647_FORMATO.png",68749,33,"ATL","mei","Nulo",0,1.7,0,-0.03,3,"Atlético-GO",NA,NA,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Maycon de Andrade Barberan","Maycon","https://s.glbimg.com/es/sde/f/2017/04/28/66122f2239f4f742f47cf5008882313f_FORMATO.png",94154,33,"COR","mei","Provável",-4.4,6.78,-0.42,2.35,32,"Corinthians",3,2,23,16,16,NA,NA,100,42,NA,7,NA,NA,1,NA,NA,NA,NA
"336","Thalis Henrique Cantanhede","Thalis ","https://s.glbimg.com/es/sde/f/2017/04/03/a4b96c74f796865cee82e21548874cc4_FORMATO.png",95022,33,"ATL","mei","Nulo",0,0.81,0,0.2,1,"Atlético-MG",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2017/04/24/f3039b70ee89382f40b6b09074e46900_FORMATO.png",68807,33,"COR","ata","Contundido",0,8.5,0,1.82,15,"Coritiba",2,2,10,8,13,NA,5,23,8,NA,2,NA,NA,1,NA,NA,NA,NA
"338","Sérgio Dutra Júnior","Júnior Dutra","https://s.glbimg.com/es/sde/f/2017/04/25/448f2fd931dfdfe48b3cb84ea4f0665a_FORMATO.png",68784,33,"AVA","ata","Provável",2.6,8.68,-0.88,4.41,26,"Avaí",2,3,39,26,41,2,8,83,26,NA,13,NA,NA,7,NA,NA,NA,NA
"339","Waltenecir da Silva Ramos Júnior","Júnior Ramos","https://s.glbimg.com/es/sde/f/2017/02/21/f383d4a15e59c944585c2931a507d422_FORMATO.png",95054,33,"BAH","mei","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","William Augusto Alves Conserva","William Alves","https://s.glbimg.com/es/sde/f/2017/08/08/eb4348a74110c5ac475fc0be6f1b2cd3_FORMATO.png",79032,33,"ATL","zag","Provável",0.4,1.86,-0.12,0.46,13,"Atlético-GO",NA,1,12,4,4,NA,2,19,7,3,NA,NA,NA,NA,NA,1,1,NA
"341","Eduardo Henrique da Silva","Eduardo Henrique","https://s.glbimg.com/es/sde/f/2017/05/10/45db49dd3d8dceb223dc6d2afdf72801_FORMATO.png",78994,33,"ATL","mei","Nulo",0,3.22,0,3.05,11,"Atlético-PR",NA,1,20,1,11,NA,NA,23,16,NA,3,NA,NA,2,NA,NA,NA,NA
"342","Luis Guilherme Castro de Melo","Luis Guilherme","https://s.glbimg.com/es/sde/f/2017/04/25/f29f6e2b42f604bc517f157512d669f6_FORMATO.png",95023,33,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2017/05/02/d14ab91bfca642dc286aec9f19adea15_FORMATO.png",68808,33,"PON","lat","Provável",0,19.27,0,4.88,27,"Ponte Preta",3,6,37,7,53,1,4,117,55,8,8,NA,NA,1,NA,NA,NA,NA
"344","Rafael Galhardo de Souza","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2017/08/31/c9a63e2ac3d3f9ff545be82843a56f28_FORMATO.jpeg",68821,33,"CRU","lat","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/05/02/3b3fe001039a93d9ea75e58f817381cf_FORMATO.png",79035,33,"SAN","zag","Nulo",-0.3,3.68,0.06,1.27,3,"Santos",NA,1,2,NA,2,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"346","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2017/04/24/3fb41a018fb2c9084cb4800fba9b6607_FORMATO.png",79066,33,"FLA","gol","Nulo",0,5.11,0,3.58,6,"Flamengo",NA,NA,1,NA,3,NA,NA,5,NA,3,NA,5,NA,NA,4,NA,NA,NA
"347","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2017/07/28/9fb65a9e8f5831d924c08c76337f8967_FORMATO.png",79042,33,"BAH","zag","Provável",-0.5,9.36,-1.77,2.8,30,"Bahia",NA,7,38,3,30,1,6,47,25,10,5,NA,NA,2,NA,NA,NA,NA
"348","Onitlasi Júnior de Moraes Rodrigues","Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/f4c96c6b48180d485af9f86fa6068922_FORMATO.png",95058,33,"FLA","lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Antonio Thomaz Santos de Barros","Thomaz","https://s.glbimg.com/es/sde/f/2017/04/28/df8a959dc2f3885176d2c02e5d69a246_FORMATO.png",79041,33,"SAO","mei","Nulo",0,4.32,0,2.41,10,"São Paulo",1,1,12,3,8,NA,3,6,9,NA,1,NA,NA,1,NA,NA,NA,NA
"350","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,33,"VIT","lat","Contundido",0,0.96,0,0.87,6,"Vitória",NA,1,5,1,3,NA,NA,20,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"351","Ricardo César Dantas da Silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2017/04/27/e409f5c1c4551cf8457b204abc422a73_FORMATO.png",79334,33,"ATL","zag","Nulo",0,2.94,0,0.28,4,"Atlético-GO",NA,1,8,2,1,NA,NA,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/22/e7d5b223d7908854c81e04f0e7e0fcc0_FORMATO.png",79578,33,"CRU","ata","Contundido",0,7.43,0,3.75,15,"Cruzeiro",NA,2,32,6,25,NA,13,10,12,NA,4,NA,NA,6,NA,NA,NA,1
"353","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,33,"CRU","mei","Provável",0,5.35,0,1.42,17,"Cruzeiro",2,3,25,5,15,NA,1,37,22,NA,1,NA,NA,NA,NA,NA,1,NA
"354","Joeliton Lima Santos","Mansur","https://s.glbimg.com/es/sde/f/2016/07/05/885bc2c7afe242e7ce810bccdccd27cc_FORMATO.png",79553,33,"ATL","lat","Nulo",0,5,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Caio César da Silva Silveira","Caio César","https://s.glbimg.com/es/sde/f/2017/04/28/c9789925a7e321c7432e9e22a2b5a2c9_FORMATO.png",86974,33,"AVA","mei","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,33,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
"357","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,33,"PAL","zag","Nulo",0,3.05,0,0.92,4,"Palmeiras",NA,1,2,1,4,NA,NA,7,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"358","Matheus Mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",80124,33,"ATL","zag","Nulo",0,1.6,0,0.16,5,"Atlético-MG",NA,2,10,2,2,NA,NA,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"359","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,33,"PAL","lat","Nulo",0,4.32,0,1.14,5,"Palmeiras",NA,NA,3,2,1,NA,NA,8,1,1,1,NA,NA,NA,NA,NA,NA,NA
"360","Brenner Marlos Varanda de Oliveira","Brenner","https://s.glbimg.com/es/sde/f/2017/07/21/eba301f5c887ff5cf7a3f94b5f6eb918_FORMATO.png",80080,33,"BOT","ata","Provável",5.3,7.58,0.36,4.45,14,"Botafogo",2,NA,22,10,16,NA,7,16,8,NA,3,NA,NA,5,NA,NA,NA,NA
"361","Leonardo Campos Duarte da Silva","Léo Duarte","https://s.glbimg.com/es/sde/f/2017/08/22/a3d5b1c1beaed6275d0c2a3e0b2748ed_FORMATO.jpeg",94214,33,"FLA","zag","Nulo",0,3.24,0,4.2,1,"Flamengo",NA,NA,2,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"362","Nadson da Silva Almeida","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,33,"CHA","mei","Nulo",0,0.9,0,0.37,4,"Chapecoense",NA,NA,1,1,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",80129,33,"PON","mei","Provável",0,4.4,0,1.44,19,"Ponte Preta",NA,3,20,4,23,NA,NA,31,22,NA,1,NA,NA,NA,NA,NA,NA,NA
"364","Lucas Fonseca da Silva","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2017/07/28/2ee15f7fbeefac55e5b773d1cd8ffa0a_FORMATO.png",80189,33,"BAH","zag","Contundido",0,6.27,0,2.76,26,"Bahia",1,4,13,2,27,NA,NA,45,22,9,2,NA,NA,NA,NA,NA,1,NA
"365","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2017/07/25/0ff5aea8f677cff80e0a7a93745453e5_FORMATO.png",80188,33,"FLU","ata","Provável",0.4,2.8,-1.11,1.18,19,"Fluminense",NA,5,13,7,23,NA,4,24,8,NA,2,NA,NA,2,NA,NA,NA,NA
"366","Pedro Henrique Perotti","Perotti","https://s.glbimg.com/es/sde/f/2017/04/25/9a67368382ccea91470efb3e85403f0b_FORMATO.png",94286,33,"CHA","ata","Nulo",0,1.8,0,0.9,2,"Chapecoense",NA,NA,2,1,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Glaybson Yago Souza Lisboa","Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",80196,33,"VAS","lat","Provável",0.6,9.21,0.1,3.98,22,"Vasco",2,2,20,6,28,NA,3,44,17,7,8,NA,NA,2,NA,NA,NA,NA
"368","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,33,"ATL","zag","Nulo",0,2.69,0,-1.2,1,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Mateus Norton Gomes Chaves","Mateus Norton","https://s.glbimg.com/es/sde/f/2017/07/25/cb48a350eba3ed301233b7101cab6d8b_FORMATO.png",94336,33,"FLU","mei","Provável",4.1,1.56,0.59,0.8,12,"Fluminense",NA,3,12,1,5,NA,NA,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,33,"COR","gol","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,33,"CRU","mei","Nulo",0,5.29,0,1.69,13,"Cruzeiro",NA,4,16,8,23,NA,NA,55,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","Edimar Ribeiro da Costa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/08/30/645c1110c278efad455b4d7220e4bdbc_FORMATO.png",94445,33,"SPO","ata","Nulo",0,0.9,0,0.75,13,"Sport",1,1,12,8,5,NA,3,18,5,NA,3,NA,NA,NA,NA,NA,NA,NA
"373","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/07/11/6b5408cf6a95787a4a68b548a6d31752_FORMATO.png",80313,33,"VAS","lat","Nulo",4,11.17,-0.08,4.35,22,"Vasco",1,6,29,8,30,1,2,93,56,5,2,NA,NA,NA,NA,NA,NA,NA
"374","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,33,"CHA","ata","Provável",5.6,11.87,0.79,4.61,30,"Chapecoense",6,5,50,25,62,1,10,67,31,NA,16,NA,NA,6,NA,NA,NA,NA
"375","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,33,"CRU","lat","Provável",1.4,5.72,-0.85,2.66,20,"Cruzeiro",1,5,32,3,19,NA,NA,45,26,6,2,NA,NA,NA,NA,NA,NA,NA
"376","Pedro Guilherme Abreu dos Santos","Pedro","https://s.glbimg.com/es/sde/f/2017/07/25/eb7be7be185d6f7421dbf30f71453757_FORMATO.png",94583,33,"FLU","ata","Provável",0,4.93,0,2.22,9,"Fluminense",NA,1,13,2,10,NA,1,9,9,NA,2,NA,NA,1,NA,NA,NA,NA
"377","Raphael Cavalcante Veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2017/04/18/7f93c8857d2480594a996b33e07528f7_FORMATO.png",94509,33,"PAL","mei","Nulo",0,3.65,0,0.42,12,"Palmeiras",1,3,8,6,10,NA,NA,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"378","Leonardo Peixoto Principe","Léo Principe","https://s.glbimg.com/es/sde/f/2017/04/23/e35ffb8313b5c8808ee460300af5bb39_FORMATO.png",94765,33,"COR","lat","Nulo",0,2.55,0,2.33,3,"Corinthians",NA,NA,5,NA,3,NA,NA,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"379","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2017/07/28/848d6125a9c369432280eafad030d57a_FORMATO.png",80370,33,"BAH","mei","Contundido",0,15.07,0,5.38,17,"Bahia",2,3,29,12,22,NA,3,29,51,NA,3,NA,NA,1,NA,NA,1,NA
