"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","G","PE","RB","SG","FT","I","PP","DD","GS","CV","DP","GC"
"523","Róger Krug Guedes","Róger Guedes","https://s.glbimg.com/es/sde/f/2017/04/18/8320b12c035d14425a7a1685c28eea51_FORMATO.png",89898,37,"PAL","ata","Nulo",0,6.58,0,1.88,26,"Palmeiras",3,2,34,7,11,27,4,69,7,NA,2,7,NA,NA,NA,NA,NA,NA
"524","Wanderson de Jesus Martins","Caju","https://s.glbimg.com/es/sde/f/2016/05/01/54af0c3c3d1522543c64c18ca5a50a22_FORMATO.png",89342,37,"SAN","lat","Contundido",0,3.5,0,2.4,3,"Santos",NA,NA,4,NA,NA,3,NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Matheus de Sales Cabral","Matheus Sales","https://s.glbimg.com/es/sde/f/2017/07/28/3f6f5e42ab4526ee91e011dab0d45545_FORMATO.png",89285,37,"BAH","mei","Nulo",-2,2.6,-0.43,0.81,14,"Bahia",1,4,15,1,2,11,NA,20,15,NA,NA,1,NA,NA,NA,1,NA,NA
"526","Iago Ângelo Dias","Iago","https://s.glbimg.com/es/sde/f/2017/04/24/6d1258d426eef6b245dc52182b65814b_FORMATO.png",88417,37,"COR","ata","Dúvida",0,3.58,0.03,-0.13,16,"Coritiba",NA,2,11,2,3,5,NA,15,4,NA,NA,3,NA,NA,NA,NA,NA,NA
"527","Luiz Eduardo Fleuri Pacheco","Dudu",NA,89919,37,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Eduardo Augusto Baptista Miguel","Eduardo Baptista","https://s.glbimg.com/es/sde/f/2017/09/21/c6a1b3f0f45e2d4b713c17d8fb179f4e_FORMATO.png",87211,37,"PON","tec","Provável",2.75,9.05,0.33,2.46,21,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2017/04/24/842ad25f4c670bababfa051fb5fb8ca6_FORMATO.png",86859,37,"VIT","mei","Provável",0,3.56,0,1.38,6,"Vitória",NA,2,19,1,4,1,1,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2017/04/20/3b8a82a4adde6089a76eea746b858971_FORMATO.png",87225,37,"COR","zag","Dúvida",4.8,9.1,0.68,4.39,20,"Corinthians",NA,NA,9,2,4,13,1,25,24,8,NA,NA,NA,NA,NA,NA,NA,NA
"531","Lucas de Figueiredo Crispim","Lucas Crispim","https://s.glbimg.com/es/sde/f/2016/05/01/f060208d1a949d93507611b7e4fbd24b_FORMATO.png",88597,37,"SAN","mei","Nulo",0,2.39,0,0.4,3,"Santos",NA,NA,2,1,NA,4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"532","João Vitor Pereira de Alcantara","João Vitor ","https://s.glbimg.com/es/sde/f/2017/04/27/5e240c8d3c51257cd78fe820f6453aa5_FORMATO.png",88539,37,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Nickson Gabriel Reis Silva","Nickson","https://s.glbimg.com/es/sde/f/2017/04/22/fe8ee314651bfce7367d25049b99720f_FORMATO.png",89676,37,"CRU","ata","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2017/05/19/78c75bce6fe9af97abe3a17761c64821_FORMATO.png",89930,37,"ATL","mei","Provável",7.2,7.24,0.75,2.98,35,"Atlético-GO",3,8,36,15,18,26,4,123,46,NA,3,2,NA,NA,NA,NA,NA,NA
"535","Vinicius Rodolfo de Souza Oliveira","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,37,"BOT","ata","Nulo",2.9,2.46,0.25,2.18,9,"Botafogo",NA,NA,4,NA,4,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2017/04/23/a4d7cefcde751da5dcf52b042baafbb5_FORMATO.png",87228,37,"COR","lat","Nulo",2.5,9.97,0.48,4,32,"Corinthians",4,4,20,3,7,37,2,103,19,17,NA,4,NA,NA,NA,NA,NA,NA
"537","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2017/11/18/15963c34b03f49415af234d1b5b2eb86_FORMATO.png",89492,37,"BOT","gol","Nulo",0,1.18,0,-2,1,"Botafogo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2017/02/18/1797455db8d122f09c954f551c9c8350_FORMATO.png",89976,37,"VIT","lat","Suspenso",-2.3,8.96,-0.26,2.07,19,"Vitória",NA,6,29,1,1,14,NA,38,32,3,NA,2,NA,NA,NA,NA,NA,NA
"539","Jean Carlos de Souza Irmer","Jean","https://s.glbimg.com/es/sde/f/2017/04/06/d3926623525ad9fc2a3896099f523066_FORMATO.png",89150,37,"VAS","mei","Nulo",4.6,10.92,1.08,3.89,33,"Vasco",1,10,64,6,11,44,1,60,88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Walter Kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2017/04/23/42279ad5c60655b3336944e26189eda5_FORMATO.png",87342,37,"GRE","zag","Nulo",0,12.44,0,3.99,22,"Grêmio",NA,7,30,NA,3,19,1,42,34,10,1,3,NA,NA,NA,NA,NA,NA
"541","Felipe dos Reis Pereira Vizeu do Carmo","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2017/08/16/140c5ea3e34ec32fead4a646cbe63642_FORMATO.jpeg",94138,37,"FLA","ata","Suspenso",3.1,4.22,-0.91,2.45,17,"Flamengo",1,1,21,8,9,12,2,13,9,NA,1,4,NA,NA,NA,NA,NA,NA
"542","Julio Buffarini","Buffarini","https://s.glbimg.com/es/sde/f/2016/08/18/4be0e28d27402ead434d4b7dae9ea797_FORMATO.png",87350,37,"SAO","lat","Nulo",0,7.28,0,2.67,7,"São Paulo",1,NA,10,NA,2,6,NA,20,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"543","John Stiven Mendoza Valencia","Mendoza","https://s.glbimg.com/es/sde/f/2017/07/28/3526a1e303bf419c36b347c3684a027f_FORMATO.png",90031,37,"BAH","ata","Provável",1.1,6.2,-0.43,5.09,30,"Bahia",3,4,31,16,27,37,8,73,37,NA,1,1,NA,NA,NA,NA,NA,NA
"544","Igor Rabello da Costa","Igor Rabello","https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_FORMATO.png",89493,37,"BOT","zag","Provável",4.4,10.94,-0.56,3.39,30,"Botafogo",NA,6,32,3,7,18,1,47,47,9,1,6,NA,NA,NA,NA,NA,1
"545","Bruno Henrique Pinto","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png",90285,37,"SAN","ata","Provável",7.4,14.55,0.15,6.05,27,"Santos",11,6,71,18,16,82,8,92,33,NA,1,10,NA,NA,NA,1,NA,NA
"546","James Dean Araújo de Lima","James Dean","https://s.glbimg.com/es/sde/f/2017/05/01/c92d594519fdaaff86e13dce57f1b587_FORMATO.png",89694,37,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Bruno Jacinto da Silva","Bruno Paulista","https://s.glbimg.com/es/sde/f/2017/07/08/baeb57a463f93f78065135fdc122eded_FORMATO.png",88933,37,"VAS","mei","Nulo",0,4.71,0,1.22,11,"Vasco",NA,7,10,5,7,15,NA,22,13,NA,NA,1,NA,NA,NA,NA,NA,NA
"548","Bruno de Jesus Pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2017/04/27/fcbcf7704c49830f8c99c33ecbadb435_FORMATO.png",90061,37,"ATL","lat","Contundido",0,8.22,0,3.19,29,"Atlético-GO",5,5,35,2,3,60,NA,67,36,4,NA,NA,NA,NA,NA,NA,NA,NA
"549","Jean Paulo Fernandes Filho","Jean","https://s.glbimg.com/es/sde/f/2017/07/28/d36fdad47b0813c57a2b46c71ec4af32_FORMATO.png",90933,37,"BAH","gol","Provável",13,13.99,0.71,4.44,37,"Bahia",NA,2,1,NA,NA,3,NA,32,NA,10,1,NA,NA,70,47,NA,1,NA
"550","Wallace Ribeiro Barato","Wallace","https://s.glbimg.com/es/sde/f/2017/02/20/aa36264462b556b6c72220d5db2ba3f1_FORMATO.png",90892,37,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2017/04/23/bbc1e20f5a841fe3d2fc8cbf1553e368_FORMATO.png",90290,37,"GRE","mei","Nulo",0,3.82,0,1.19,18,"Grêmio",1,1,20,NA,4,12,NA,23,16,NA,NA,1,NA,NA,NA,NA,NA,NA
"552","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2017/04/24/9a0112f0276ff9f2806956277d2eb848_FORMATO.png",90309,37,"VIT","ata","Contundido",0.9,5.66,-1.28,3.05,35,"Vitória",6,5,46,12,23,19,6,93,29,NA,3,16,NA,NA,NA,NA,NA,NA
"553","Lucas Fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2017/07/26/1701b04d674659c12ac0715a0b58adbd_FORMATO.png",90899,37,"ATL","ata","Provável",0.8,3.82,-0.17,1.44,17,"Atlético-PR",NA,NA,13,3,6,32,NA,39,12,NA,NA,2,NA,NA,NA,NA,NA,NA
"554","Esteban Andrés Pavez Suazo","Pavez","https://s.glbimg.com/es/sde/f/2017/07/25/36e2606ea7c16d592e3d39df8f817fae_FORMATO.png",90959,37,"ATL","mei","Provável",0,5.14,-0.59,2.49,20,"Atlético-PR",NA,3,21,3,5,8,NA,46,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Luiz Fernando Ferreira Maximiliano","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/07/25/b1dafe35e50cc680c9452d9dafbc9522_FORMATO.png",90366,37,"FLU","mei","Contundido",0,1.94,0,1.1,2,"Fluminense",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Teodoro Junio Barbosa de Araújo","Araújo","https://s.glbimg.com/es/sde/f/2016/04/30/8da3cdd181e04b0c114f91c721ad89b1_FORMATO.png",90334,37,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","João Paulo Sanches","João Paulo Sanches","https://s.glbimg.com/es/sde/f/2017/06/07/c28815f50806965fcba9772e65d9695e_FORMATO.png",91318,37,"ATL","tec","Provável",3.82,7.03,0.2,3.68,23,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Luiz Fernando Moraes dos Santos","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/04/27/50e52c4a6961abbf9a5a1232332cdfd3_FORMATO.png",90715,37,"ATL","mei","Provável",0,4.19,-1.3,2.78,32,"Atlético-GO",1,7,41,10,5,40,9,62,19,NA,1,8,NA,NA,NA,NA,NA,NA
"559","Leonardo Felipe Valencia Rossel","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2017/08/07/5da8e09b912f3d4e02c70571d9de8988_FORMATO.png",91508,37,"BOT","mei","Provável",0.4,3.8,-0.44,-0.24,12,"Botafogo",1,4,10,7,5,14,NA,40,3,NA,NA,1,NA,NA,NA,1,NA,NA
"560","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2017/04/24/c4a8873e3ad989db3e40b7149ed51789_FORMATO.png",90768,37,"CHA","zag","Provável",5,5.01,-0.03,3.11,23,"Chapecoense",NA,6,21,1,NA,18,1,27,26,8,NA,NA,NA,NA,NA,NA,NA,NA
"561","Elias Martello Curzel","Elias","https://s.glbimg.com/es/sde/f/2017/04/24/d39a7668ae872daf6e04f923e0d16a54_FORMATO.png",90843,37,"CHA","gol","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Bruno Bispo dos Anjos","Bruno Bispo","https://s.glbimg.com/es/sde/f/2017/05/28/af8ee442a870d4c045d8eebdb02ccf1a_FORMATO.png",91359,37,"VIT","zag","Provável",0,2.42,0,3.4,2,"Vitória",NA,NA,1,NA,NA,5,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2017/04/23/ad1f8add949fbe2020567092e6cb1ac9_FORMATO.png",91519,37,"COR","ata","Provável",0,3.17,0,0.67,13,"Corinthians",NA,1,17,4,5,6,1,6,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"564","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,37,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Rodrigo de Oliveira Ramos","Rodrigo Ramos","https://s.glbimg.com/es/sde/f/2015/10/30/790da0b7e69393ed9c4a542a2536232c_FORMATO.png",91388,37,"COR","lat","Contundido",0,2.89,0,-0.63,3,"Coritiba",NA,NA,6,1,NA,1,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Eduardo Jacinto de Biasi","Eduardo","https://s.glbimg.com/es/sde/f/2015/04/08/2ebaa66ec9d9d1de9a011dac27436a6d_FORMATO.jpeg",91688,37,"CRU","mei","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Marlon Rodrigues Xavier","Marlon","https://s.glbimg.com/es/sde/f/2017/07/25/ee065470bf0b5a13c2bd5b1ee638967a_FORMATO.png",91706,37,"FLU","lat","Suspenso",1.6,4.9,-0.61,2.68,14,"Fluminense",2,3,18,3,4,7,NA,48,25,2,NA,NA,NA,NA,NA,1,NA,NA
"568","Robert Abel Arboleda Escobar","Arboleda","https://s.glbimg.com/es/sde/f/2017/06/27/feb4b502524252fc410bb11eeffc69b7_FORMATO.png",91573,37,"SAO","zag","Nulo",0.2,8.24,-0.8,3.02,23,"São Paulo",1,6,27,1,10,20,3,55,27,4,NA,3,NA,NA,NA,NA,NA,NA
"569","Raianderson da Costa Morais","Careca","https://s.glbimg.com/es/sde/f/2017/08/31/2e4b69da4eddc15bda1f67645090e038_FORMATO.jpeg",91634,37,"CRU","mei","Nulo",0,2,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2017/04/19/02fc5dc63c312d6868d30a24d373ba30_FORMATO.png",91808,37,"COR","gol","Nulo",0,1.43,0,2.67,3,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA
"571","Jair Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2017/04/23/2fb7d8d8b307b409308c2dfefeace799_FORMATO.png",92180,37,"BOT","tec","Provável",2.17,11.95,-0.51,4.09,37,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Diego Ferreira Matheus","Diego","https://s.glbimg.com/es/sde/f/2017/11/22/a1dbf00035a510efa3dc78f47bac1a10_FORMATO.png",91783,37,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2017/04/23/cf2fd75fe95a351dd06a29fbc12519b7_FORMATO.png",91714,37,"COR","mei","Provável",0,2.35,0,1.05,2,"Corinthians",NA,1,3,NA,NA,4,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Ygor Nogueira de Paula","Nogueira","https://s.glbimg.com/es/sde/f/2017/07/25/2a4e33bf350856d717b1e30a45f433b7_FORMATO.png",91815,37,"FLU","zag","Nulo",0,2.72,0,1.3,10,"Fluminense",NA,3,7,3,NA,7,NA,9,6,1,1,NA,NA,NA,NA,NA,NA,NA
"575","Ravanelli Ferreira dos Santos","Ravanelli","https://s.glbimg.com/es/sde/f/2017/05/02/8f0af7ca793a5e7d64717b42fa7dc181_FORMATO.png",92193,37,"PON","mei","Nulo",0,8.16,0,2.37,3,"Ponte Preta",1,NA,1,NA,1,7,NA,15,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"576","Breno Evangelista Cantão de Oliveira","Breno","https://s.glbimg.com/es/sde/f/2017/04/23/eddc26f069abf5b4dd09b9c3888d5cba_FORMATO.png",91842,37,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","José Ivaldo Almeida Silva","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2017/04/23/fbf5dd33aaec3e3709c4449e36790a17_FORMATO.png",91866,37,"ATL","zag","Nulo",0,1.5,0,1.5,7,"Atlético-PR",NA,2,10,1,NA,NA,NA,17,8,2,NA,NA,NA,NA,NA,NA,NA,NA
"578","Caíque Luiz Santos da Purificação","Caíque","https://s.glbimg.com/es/sde/f/2017/05/28/bd5b4ba3004a61c7aee152418fb5f62f_FORMATO.png",92207,37,"VIT","gol","Nulo",0,4.28,0,2.42,9,"Vitória",1,2,2,NA,NA,1,NA,8,1,NA,NA,NA,NA,18,16,NA,NA,NA
"579","Adniellyson da Silva Oliveira","Silva","https://s.glbimg.com/es/sde/f/2017/04/27/44c5ab48a8a0e8c7c33de52bdb5af46b_FORMATO.png",91917,37,"ATL","mei","Nulo",0,2.67,0,0.88,11,"Atlético-GO",NA,2,22,NA,1,8,NA,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Lucas Lovat","Lucas Lovat","https://s.glbimg.com/es/sde/f/2017/05/17/fc2567ecebd5db9e5f21e72ef3cbd9e5_FORMATO.png",92501,37,"AVA","lat","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","João Paulo Queiroz Moraes","João Paulo","https://s.glbimg.com/es/sde/f/2017/07/28/baf6b3a2aba751886b94cf3505101d09_FORMATO.png",91972,37,"BAH","ata","Nulo",0,3.35,0,2.55,9,"Bahia",NA,1,4,3,5,12,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Alison Vicente da Silva","Alison","https://s.glbimg.com/es/sde/f/2017/02/14/cd74f75d4225633af1942d07603f11cf_FORMATO.png",91003,37,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","José Carlos Ferreira Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/09/04/19704caddfab14aadf71ca75df321f57_FORMATO.jpeg",92182,37,"PAL","zag","Dúvida",0,8.69,0,2.73,21,"Palmeiras",2,4,22,5,4,9,NA,47,29,5,NA,NA,NA,NA,NA,NA,NA,1
"584","Moisés Roberto Barbosa","Moisés","https://s.glbimg.com/es/sde/f/2017/04/20/341682456801d7e2449a82062f6ef9be_FORMATO.png",90444,37,"COR","lat","Nulo",0,3.02,0,3.57,3,"Corinthians",1,NA,4,NA,1,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Douglas Augusto Soares Gomes","Douglas","https://s.glbimg.com/es/sde/f/2017/07/25/5f38b5914e4d18ddac95fe844a6090fc_FORMATO.png",92497,37,"FLU","mei","Dúvida",3.8,4.56,-1.43,3.66,13,"Fluminense",NA,4,24,4,5,11,1,36,34,NA,NA,1,NA,NA,NA,NA,NA,NA
"586","Matheus Phillipe Coutinho Gomes","Matheus Phillipe","https://s.glbimg.com/es/sde/f/2017/07/25/77a976e134e8bdb2f89d8c6960e4a2e6_FORMATO.png",92438,37,"FLU","gol","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,37,"BOT","mei","Nulo",0,2.8,0,-0.4,6,"Botafogo",NA,1,1,NA,1,3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","Everson Bispo Pereira","Everson","https://s.glbimg.com/es/sde/f/2017/07/04/87c22a7d1e8a2451375d85c6c9d68df9_FORMATO.png",91929,37,"BAH","zag","Nulo",0,1.76,0,0.8,1,"Bahia",NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Jefferson Vasconcelos Braz da Silva ","Jefferson Nem","https://s.glbimg.com/es/sde/f/2017/07/05/e19ea6817dece25a3dba36acabd4ea9f_FORMATO.png",90455,37,"ATL","ata","Nulo",-0.5,0.79,-0.27,0.27,3,"Atlético-GO",NA,NA,1,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","Lucas Marques de Oliveira","Lucas Marques","https://s.glbimg.com/es/sde/f/2017/04/24/4c115f9e09a83e602fdd887b5915ae16_FORMATO.png",91973,37,"CHA","mei","Nulo",0,2.81,0,3.38,14,"Chapecoense",1,3,21,2,5,10,3,38,19,NA,1,NA,NA,NA,NA,NA,NA,NA
"591","Matheus dos Santos Batista","Batista","https://s.glbimg.com/es/sde/f/2017/08/15/76bdfe4e053884bad9ca5860489d4d69_FORMATO.png",92504,37,"GRE","ata","Provável",0,1.75,0,0.55,2,"Grêmio",NA,NA,1,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Ronaldo de Oliveira Strada","Ronaldo","https://s.glbimg.com/es/sde/f/2017/02/20/e49415180708c87913cabd48be5dd49f_FORMATO.png",91101,37,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","Gabriel Félix dos Santos","Gabriel Félix","https://s.glbimg.com/es/sde/f/2017/04/06/54685bfd304a178fd3107aaf6fb0db2f_FORMATO.png",92057,37,"VAS","gol","Nulo",0,2.21,0,0.57,3,"Vasco",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA
"594","Wallace Lucas Aires da Silva","Wallace","https://s.glbimg.com/es/sde/f/2016/05/01/ed088654406f3682c5c4ea8dbaae2b52_FORMATO.png",92078,37,"SPO","ata","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Rafaelson Bezerra Fernandes","Rafaelson","https://s.glbimg.com/es/sde/f/2017/08/30/61a6ee575777488ca45219d75596aab6_FORMATO.png",92614,37,"VIT","ata","Nulo",0,1.54,0,-0.43,4,"Vitória",NA,1,10,2,3,2,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Kaio Silva Mendes","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,37,"GRE","mei","Nulo",3.7,4.24,1.1,3.05,8,"Grêmio",NA,2,21,3,3,29,1,23,11,NA,NA,1,NA,NA,NA,NA,NA,NA
"597","Denilson dos Santos de Souza","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,37,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Jonata de Oliveira Bastos","Jonata","https://s.glbimg.com/es/sde/f/2017/11/07/ed4178ca44ea44706b7051821f7ccfbc_FORMATO.png",92622,37,"CRU","ata","Nulo",0,1.04,0,0.46,5,"Cruzeiro",NA,NA,1,NA,6,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"599","Daniel Pollo Barioni","Daniel Paulista","https://s.glbimg.com/es/sde/f/2016/10/20/0d4249af96be564e80556994f2f1c194_FORMATO.png",92702,37,"SPO","tec","Provável",4.73,4.19,-0.15,3.42,8,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","Mário Sérgio Pereira Junior","Mário","https://s.glbimg.com/es/sde/f/2017/02/21/1242841d640e4683a423b3f381264bd0_FORMATO.png",92084,37,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,37,"BOT","zag","Provável",2.1,8.64,-0.63,2.09,27,"Botafogo",2,11,41,2,5,17,1,56,29,7,NA,1,NA,NA,NA,NA,NA,NA
"602","Igor Henrique Martins Machado","Igor","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",93551,37,"ATL","mei","Provável",7.1,5.43,1.28,2.59,27,"Atlético-GO",2,8,70,12,16,41,1,57,46,NA,NA,3,NA,NA,NA,NA,NA,NA
"603","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2017/08/30/7adc9adf83ac7be0281deb37aa202be1_FORMATO.png",93746,37,"SPO","ata","Nulo",0,3.55,0,2.62,18,"Sport",3,3,15,3,6,23,2,30,12,NA,NA,1,NA,NA,NA,NA,NA,NA
"604","Guilherme Henrique Silva Nogueira","Guilherme",NA,93490,37,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Mateus da Silva Vital Assumpção","Mateus Vital","https://s.glbimg.com/es/sde/f/2017/04/24/fde017fc32efb6582710007242bff4d4_FORMATO.png",93108,37,"VAS","mei","Nulo",2.2,8.67,-0.3,2.91,29,"Vasco",2,2,19,17,7,56,1,56,28,NA,NA,2,NA,NA,NA,NA,NA,NA
