"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FS","G","I","PE","RB","A","FD","FF","FT","SG","DD","GS","CV","PP","DP","GC"
"290","Alex da Silva","Alex Silva","https://s.glbimg.com/es/sde/f/2017/05/19/2b09d527bb18b6dca83703fbbe498920_FORMATO.png",84861,22,"ATL","lat","Provável",0,4.91,0,3.58,9,"Atlético-MG",3,21,12,NA,NA,25,14,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA
"291","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/d75b985086acd9eb03422fe01ce0693f_FORMATO.png",84927,22,"CHA","mei","Nulo",0,3.94,0,0,1,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2017/05/02/771b51917a7ef2187ffea3d1e0fc9277_FORMATO.png",84917,22,"PON","lat","Nulo",2.5,5.91,-0.19,4.32,10,"Ponte Preta",2,10,6,NA,NA,42,12,1,NA,2,NA,7,NA,NA,NA,NA,NA,NA
"293","Lucas Otávio Veiga Lopes","Lucas Otávio ","https://s.glbimg.com/es/sde/f/2017/04/28/c9abc289eaace4a40039be6a64b6711d_FORMATO.png",84896,22,"AVA","mei","Nulo",1.2,3.05,-0.16,0.94,7,"Avaí",NA,2,1,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Elder Santana Conceição","Elder Santana","https://s.glbimg.com/es/sde/f/2017/06/15/1dcf005eb752d162ab97dbe8abe498a8_FORMATO.png",84925,22,"ATL","ata","Nulo",0,1.4,0,1.95,2,"Atlético-MG",NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Robert Gonçalves Santos","Robert ","https://s.glbimg.com/es/sde/f/2017/07/25/226d7cc723b857ba53068c1a96fe941d_FORMATO.png",85121,22,"FLU","mei","Nulo",0,3.15,0,0.95,2,"Fluminense",NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2017/07/25/71f2d737b67ea5f20138c4871f667000_FORMATO.png",85004,22,"FLU","gol","Nulo",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Vinicius Silvestre da Costa","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,22,"PAL","gol","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Yerry Fernando Mina González","Yerry Mina","https://s.glbimg.com/es/sde/f/2017/04/18/5d127fbc9c3d26f69de26952da18b809_FORMATO.png",85241,22,"PAL","zag","Contundido",0,14.96,0,4.14,11,"Palmeiras",4,19,10,1,2,29,17,1,3,4,NA,4,NA,NA,NA,NA,NA,NA
"299","Thalles Lima","Thalles","https://s.glbimg.com/es/sde/f/2017/04/24/3201728e4a68e69b6c3e6fc2f8f5b1e1_FORMATO.png",85211,22,"VAS","ata","Nulo",0,4.07,0,1.93,9,"Vasco",3,12,11,2,1,10,2,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA
"300","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2017/04/03/bd1a20fcc43bf36e13dd321aa526e278_FORMATO.png",84926,22,"ATL","mei","Nulo",0,1.86,-0.6,1.23,14,"Atlético-MG",4,18,7,1,NA,33,15,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA
"301","Henrique Gelain Custódio","Henrique Gelain","https://s.glbimg.com/es/sde/f/2017/04/24/048b1eb6ff970a66fa5eb5087290c03b_FORMATO.png",86783,22,"COR","lat","Contundido",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2017/05/31/6bc774b62632d57e756a9e0533fcfd85_FORMATO.png",85423,22,"ATL","mei","Provável",4.6,8.13,-0.44,3.33,10,"Atlético-MG",NA,7,19,1,1,25,5,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA
"303","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,22,"SPO","mei","Nulo",0,3.2,0,2.3,1,"Sport",NA,2,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2017/04/24/d4c75e365c9c04af042bf7ff378d60c7_FORMATO.png",85586,22,"COR","mei","Dúvida",0,7.16,0,3.11,18,"Coritiba",4,35,18,NA,NA,49,48,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"305","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2017/02/20/45d2685cedfee93ebf07f010f670c2ef_FORMATO.png",84890,22,"VIT","lat","Nulo",0,6.31,0,2.35,2,"Vitória",NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"306","Orlando Enrique Berrío Meléndez","Berrío ","https://s.glbimg.com/es/sde/f/2017/08/16/8f979b78f3df5801a77118cd72b411c6_FORMATO.jpeg",85300,22,"FLA","ata","Dúvida",0.7,3.86,-0.3,0.89,13,"Flamengo",2,14,8,2,1,27,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"307","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2017/05/02/5c01ab099352ecad2baaa0a00f978720_FORMATO.png",85591,22,"PON","lat","Nulo",0,4,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2017/05/02/f85d6ca954388c9c5635f0e28f95b5cf_FORMATO.png",85425,22,"SAN","gol","Nulo",0,2.97,0,10.7,1,"Santos",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"309","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2017/04/24/5b71e14cce546da5e531c172e54e0ce2_FORMATO.png",85629,22,"COR","mei","Nulo",0,6,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Miguel Angel Borja Hernandez","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,22,"PAL","ata","Nulo",0,15.23,0,2.42,13,"Palmeiras",3,16,12,3,3,19,4,NA,6,14,NA,NA,NA,NA,NA,NA,NA,NA
"311","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2017/04/18/9a9a735957f9522e9ffcf1664bd29a44_FORMATO.png",86410,22,"BOT","lat","Provável",3.6,12.15,-0.64,4.48,17,"Botafogo",3,17,16,1,NA,39,29,NA,NA,3,NA,7,NA,NA,NA,NA,NA,NA
"312","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_FORMATO.png",86143,22,"ATL","zag","Dúvida",-0.4,5.83,-0.93,4.26,13,"Atlético-PR",1,11,3,2,1,18,9,NA,6,NA,NA,6,NA,NA,NA,NA,NA,NA
"313","Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,22,"CHA","gol","Provável",0.7,4.37,-1.08,0.95,21,"Chapecoense",1,NA,9,NA,NA,19,NA,NA,NA,NA,NA,5,22,34,NA,NA,NA,NA
"314","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,22,"PAL","mei","Nulo",7.7,3.59,0.95,3.47,3,"Palmeiras",NA,2,1,1,NA,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Leonardo Pinheiro da Conceição","Léo","https://s.glbimg.com/es/sde/f/2017/07/25/a991dde92eec83e89482b3d11115669f_FORMATO.png",85626,22,"FLU","lat","Nulo",-1.3,3.37,0.15,1.15,16,"Fluminense",2,30,7,1,3,36,12,1,2,1,NA,2,NA,NA,NA,NA,NA,NA
"316","Andrew Erik Feitosa","Morato","https://s.glbimg.com/es/sde/f/2017/04/28/773338b7d4efec23c8bd970486c9ff68_FORMATO.png",86227,22,"SAO","ata","Contundido",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2017/08/30/61e2143d4bf6e2d3ed0ce11f995be203_FORMATO.png",86519,22,"SPO","mei","Provável",0,3.91,0,1.66,17,"Sport",2,27,24,1,2,97,17,2,12,7,NA,NA,NA,NA,NA,NA,NA,NA
"318","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,22,"PAL","ata","Nulo",8.7,7.6,1.38,2.7,19,"Palmeiras",2,16,13,4,4,40,15,NA,5,7,1,NA,NA,NA,NA,NA,NA,NA
"319","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2017/05/19/68d8c5dda3ea6323520ddfd58086f176_FORMATO.png",86411,22,"ATL","lat","Nulo",0,3.43,0,2.22,11,"Atlético-GO",NA,14,7,NA,6,30,13,NA,5,4,NA,2,NA,NA,NA,NA,NA,NA
"320","Jonathan Francisco Lemos","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/27/f0005dbb8cf4d46b99cf08acf8949256_FORMATO.png",86713,22,"ATL","lat","Provável",9.8,3.41,2.11,1.68,9,"Atlético-GO",1,5,3,NA,NA,15,6,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA
"321","Jean Patrick Reis","Jean Patrick","https://s.glbimg.com/es/sde/f/2017/07/04/96daa554c0f24c012a1cb27045d67975_FORMATO.png",88379,22,"PON","lat","Nulo",0,2.86,0,2.57,3,"Ponte Preta",NA,5,2,NA,NA,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"322","Richard Cândido Coelho","Richard","https://s.glbimg.com/es/sde/f/2017/08/19/525a2fd7bb807a508e3f99a5d1285034_FORMATO.png",86711,22,"FLU","mei","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Walter Luiz Silva de Araujo","Luizão","https://s.glbimg.com/es/sde/f/2017/06/22/5b6da4a5651cbd0822f33cea7f49be63_FORMATO.png",86724,22,"COR","zag","Nulo",0,0.81,0,-0.27,6,"Coritiba",4,9,4,NA,1,8,3,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA
"324","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,22,"PAL","mei","Provável",4.8,7.12,0.63,1.12,18,"Palmeiras",3,29,18,NA,1,42,19,2,4,5,NA,NA,NA,NA,1,NA,NA,NA
"325","Lucas Gonçalves Reis Santos","Lucas Rex","https://s.glbimg.com/es/sde/f/2017/08/18/9e40a3e5256626c0192b3adef4243677_FORMATO.jpeg",86745,22,"GRE","zag","Nulo",0,2,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2017/04/03/f77329e6065eec16e496b8b12ad6384a_FORMATO.png",85418,22,"ATL","gol","Nulo",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2017/04/23/f8b4218756c0dc59793c36159228a00f_FORMATO.png",86757,22,"GRE","ata","Dúvida",0,10.18,0,4.43,18,"Grêmio",1,10,10,5,1,20,10,2,10,11,1,NA,NA,NA,NA,NA,NA,NA
"328","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png",86766,22,"ATL","mei","Dúvida",-0.6,4.07,-0.12,1.11,17,"Atlético-PR",4,22,13,1,1,35,15,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/458569d2d0c260a004befc5988da9350_FORMATO.png",86759,22,"GRE","ata","Nulo",0,20.87,0,7.37,15,"Grêmio",1,17,36,5,3,75,21,6,15,14,NA,NA,NA,NA,NA,1,NA,NA
"330","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2017/04/23/eff5699ee67d7b1a4f3c4cf923789370_FORMATO.png",86764,22,"ATL","lat","Dúvida",1.2,13.26,-0.66,5.75,20,"Atlético-PR",1,22,35,4,9,69,24,3,5,4,NA,8,NA,NA,NA,NA,NA,NA
"331","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,22,"ATL","gol","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Jordi Almeida","Jordi","https://s.glbimg.com/es/sde/f/2017/04/17/8a166ba697085a60b3f3b7d74a9c6114_FORMATO.png",86776,22,"VAS","gol","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Luís Vinícius da Silva Matos","Vinicius","https://s.glbimg.com/es/sde/f/2017/02/20/d2acf5df4ac30ffcbc7bd264583d6467_FORMATO.png",86861,22,"VIT","zag","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Luiz Otávio da Silva Santos","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2017/04/25/239f4dc20386b0bc2988aa004f7c02b7_FORMATO.png",86863,22,"CHA","zag","Contundido",0,6.4,0,2.38,10,"Chapecoense",2,13,NA,1,NA,22,10,1,3,4,NA,2,NA,NA,1,NA,NA,NA
"335","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2017/04/24/842ad25f4c670bababfa051fb5fb8ca6_FORMATO.png",86859,22,"VIT","mei","Contundido",0,4,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2017/04/06/b362899a01b537ee09468f95d34f40f7_FORMATO.png",86797,22,"CRU","ata","Provável",0,2.26,0,1.23,8,"Cruzeiro",1,3,7,1,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"337","Edson Carlos Santos Lima Junior","Capa","https://s.glbimg.com/es/sde/f/2017/04/28/4a0d17271060eaf419c78016735076ee_FORMATO.png",86874,22,"AVA","lat","Provável",10.1,13,2.15,4.56,21,"Avaí",4,39,57,NA,4,116,46,1,2,10,NA,9,NA,NA,NA,NA,NA,1
"338","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2017/04/23/56c2f46953852255c8d3c1a685ecd757_FORMATO.png",87008,22,"GRE","gol","Nulo",0,4.77,0,2.18,5,"Grêmio",NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,2,5,7,NA,NA,NA,NA
"339","Leonardo Gomes da Conceição Silva","Leonardo","https://s.glbimg.com/es/sde/f/2017/04/23/0cd6a2a3718c7c36858e7d11ad867645_FORMATO.png",86973,22,"GRE","lat","Nulo",0,2.79,0,3.95,4,"Grêmio",NA,6,1,NA,NA,12,7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"340","Eduardo Gabriel dos Santos Bauermann","Eduardo Bauermann","https://s.glbimg.com/es/sde/f/2017/05/25/590ba3c156c116d43014e1e9b5d4e74f_FORMATO.png",86970,22,"ATL","zag","Nulo",0,3.19,0,1.85,7,"Atlético-GO",NA,4,5,NA,1,4,5,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"341","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,22,"BOT","zag","Nulo",0,0.78,0,1.14,5,"Botafogo",2,10,4,NA,NA,16,4,NA,NA,1,NA,3,NA,NA,1,NA,NA,NA
"342","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2017/04/20/3b8a82a4adde6089a76eea746b858971_FORMATO.png",87225,22,"COR","zag","Nulo",3.4,9.12,-0.34,4.9,14,"Corinthians",NA,5,8,1,NA,18,15,NA,2,3,NA,7,NA,NA,NA,NA,NA,NA
"343","Matheus Vieira Campos Peixoto","Matheus Peixoto","https://s.glbimg.com/es/sde/f/2017/02/21/9a6be83af417e88aab380c4245ab7655_FORMATO.png",87098,22,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,22,"SAN","lat","Provável",3.7,10.61,-0.72,4.57,7,"Santos",NA,4,6,NA,NA,17,5,NA,2,3,1,4,NA,NA,NA,NA,NA,NA
"345","Rodrigo Vasconcelos Oliveira","Rodrigo","https://s.glbimg.com/es/sde/f/2017/05/01/6d2201a3689f5a71696f8b8eacbd9646_FORMATO.png",86935,22,"SPO","mei","Nulo",0,3.85,0,2,6,"Sport",1,8,4,NA,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2017/08/16/47b4cc4af08862b4cf6685d475edd618_FORMATO.jpeg",71709,22,"FLA","mei","Provável",2.5,4.75,-0.57,2.96,13,"Flamengo",2,12,7,NA,NA,21,29,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Caio César da Silva Silveira","Caio César","https://s.glbimg.com/es/sde/f/2017/04/28/c9789925a7e321c7432e9e22a2b5a2c9_FORMATO.png",86974,22,"AVA","mei","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Walter Kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2017/04/23/42279ad5c60655b3336944e26189eda5_FORMATO.png",87342,22,"GRE","zag","Provável",0,9.94,0,2.7,14,"Grêmio",5,20,8,NA,1,31,14,NA,NA,2,1,7,NA,NA,NA,NA,NA,NA
"349","Luiz Humberto da Silva Silva","Beto da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/0cfa7b8af32ec84883ccf9a0d610b0d0_FORMATO.png",87028,22,"GRE","ata","Dúvida",0,2.75,0,0.45,2,"Grêmio",NA,2,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Jucilei da Silva","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_FORMATO.png",63422,22,"SAO","mei","Provável",5.5,14.4,1.31,4.2,22,"São Paulo",NA,32,40,1,1,56,54,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA
"351","Julio Buffarini","Buffarini","https://s.glbimg.com/es/sde/f/2016/08/18/4be0e28d27402ead434d4b7dae9ea797_FORMATO.png",87350,22,"SAO","lat","Nulo",4.7,7.46,0.21,2.6,6,"São Paulo",NA,10,6,NA,NA,19,7,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"352","Gabriel Costa França","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/03/2f4037ee6c2ce20e96ff5cb1f6db210f_FORMATO.png",87393,22,"ATL","zag","Provável",0,8.82,0,3.66,12,"Atlético-MG",1,16,9,1,NA,24,15,NA,1,3,NA,4,NA,NA,NA,NA,NA,NA
"353","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,22,"BOT","mei","Provável",9.5,13.75,1.29,5.29,18,"Botafogo",6,35,31,5,NA,62,39,2,3,12,NA,NA,NA,NA,NA,NA,NA,NA
"354","Cicero Clebson Alves Santana","Cícero","https://s.glbimg.com/es/sde/f/2017/05/04/4ce602dbb0545123e778ce27a88ca159_FORMATO.png",87158,22,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Pablo Estifer Armero","Armero","https://s.glbimg.com/es/sde/f/2017/07/28/174c9c4ccac7c3d5f921b513c86a5351_FORMATO.png",68693,22,"BAH","lat","Contundido",0,1.86,0,-0.64,5,"Bahia",1,11,2,NA,2,23,5,NA,2,1,NA,1,NA,NA,1,NA,NA,NA
"356","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2017/08/30/ecec1e7939b57c4cb343e7c791ad4e13_FORMATO.png",68690,22,"SPO","ata","Provável",0,10.74,0,5.19,19,"Sport",3,42,32,9,14,48,17,1,9,18,1,NA,NA,NA,NA,NA,NA,NA
"357","João Pedro Maturano dos Santos","João Pedro ","https://s.glbimg.com/es/sde/f/2017/04/24/c6945a1446c818fed3c475afef47a6a8_FORMATO.png",89273,22,"CHA","lat","Contundido",0,5.87,0,2.3,1,"Chapecoense",NA,NA,1,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"358","Caíque Silva Sá","Caíque Sá","https://s.glbimg.com/es/sde/f/2017/05/28/8c084fed591a67a554da06e53f403549_FORMATO.png",87437,22,"VIT","lat","Provável",5.4,3.52,0.01,3.8,8,"Vitória",1,23,11,NA,2,34,16,NA,1,2,NA,4,NA,NA,NA,NA,NA,NA
"359","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,22,"SAN","mei","Nulo",0,1.51,0,0.6,5,"Santos",2,3,6,1,1,18,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"360","Rodrigo de Souza Prado","Rodrigão","https://s.glbimg.com/es/sde/f/2017/04/25/3901e3335987512552a1dcdc23413368_FORMATO.png",87398,22,"ATL","zag","Nulo",0,2.97,0,2.8,3,"Atlético-MG",NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"361","Everton Heleno dos Santos","Everton Heleno","https://s.glbimg.com/es/sde/f/2017/07/05/70b5e143bc2cffe533cf069fe115e647_FORMATO.png",68749,22,"ATL","mei","Nulo",-0.3,1.7,-0.27,-0.03,3,"Atlético-GO",NA,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Vitor Frezarin Bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png",87552,22,"SAN","mei","Contundido",0,9.29,0,1.51,8,"Santos",2,6,12,NA,NA,20,9,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA
"363","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2017/04/24/6cdeb7e2779c671c69473bc599c9eab2_FORMATO.png",68725,22,"CHA","lat","Nulo",0,4.82,0,1.98,6,"Chapecoense",1,5,6,NA,NA,17,2,1,3,3,NA,1,NA,NA,NA,NA,NA,NA
"364","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2017/04/23/7bc968863bb32cf46c3aa7067b5514f8_FORMATO.png",68758,22,"GRE","ata","Provável",0,11.11,0,5.81,17,"Grêmio",1,17,47,6,1,32,17,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA
"365","Leonardo Araújo dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2017/04/24/6b4eee4e3d34200c6f23e434a79f4af3_FORMATO.png",87743,22,"COR","ata","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Márcio Passos de Albuquerque","Emerson Sheik","https://s.glbimg.com/es/sde/f/2017/07/28/153fc3c95a0dd7ad22df8e87436bdf36_FORMATO.png",68744,22,"PON","ata","Provável",-1.9,5.09,-2.5,2.71,14,"Ponte Preta",8,20,42,4,2,39,5,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA
"367","Santiago Tréllez Vivero","Tréllez","https://s.glbimg.com/es/sde/f/2017/08/30/598c84f830fc79d588e9be7667c7c973_FORMATO.png",87679,22,"VIT","ata","Provável",1.4,3.06,-0.09,2.07,8,"Vitória",1,26,5,3,4,22,2,NA,4,4,1,NA,NA,NA,NA,NA,NA,NA
"368","Matheus Reis de Lima","Matheus Reis","https://s.glbimg.com/es/sde/f/2017/07/28/c0ea66c25e44744e6dca2de152c06395_FORMATO.png",87486,22,"BAH","lat","Nulo",0,5.29,0,2.2,17,"Bahia",4,25,22,NA,NA,51,15,1,1,1,NA,6,NA,NA,NA,NA,NA,NA
"369","Rafael Galhardo de Souza","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2017/08/31/c9a63e2ac3d3f9ff545be82843a56f28_FORMATO.jpeg",68821,22,"CRU","lat","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Yago Felipe da Costa Rocha","Yago","https://s.glbimg.com/es/sde/f/2017/06/22/23cefb71d6b2d4a53d900e9e4e2abfee_FORMATO.png",87747,22,"VIT","mei","Suspenso",0.7,2.07,-0.54,1.54,14,"Vitória",3,20,27,1,1,30,14,NA,4,4,NA,NA,NA,NA,1,NA,NA,NA
"371","Sérgio Dutra Júnior","Júnior Dutra","https://s.glbimg.com/es/sde/f/2017/04/25/448f2fd931dfdfe48b3cb84ea4f0665a_FORMATO.png",68784,22,"AVA","ata","Provável",6.6,9.11,-0.56,5.22,16,"Avaí",1,25,25,5,3,43,17,1,7,17,2,NA,NA,NA,NA,NA,NA,NA
