"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","G","I","PE","RB","CA","SG","FT","DD","GS","DP","PP","CV","GC"
"293","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2017/07/28/848d6125a9c369432280eafad030d57a_FORMATO.png",80370,17,"BAH","mei","Nulo",0,14.09,0,3.7,5,"Bahia",1,1,1,4,5,1,1,11,5,NA,NA,NA,NA,NA,NA,NA,1,NA
"294","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,17,"CRU","lat","Nulo",0,4.91,0,2.35,7,"Cruzeiro",NA,14,1,1,6,NA,NA,13,11,3,2,NA,NA,NA,NA,NA,NA,NA
"295","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,17,"CHA","ata","Provável",3.4,11.23,-0.88,5.51,16,"Chapecoense",4,26,11,15,36,4,5,36,15,3,NA,1,NA,NA,NA,NA,NA,NA
"296","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",80537,17,"FLU","ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2017/04/25/744a27f04385f2906d5982a7dad3445b_FORMATO.png",80944,17,"ATL","mei","Nulo",0,5.36,0,1.11,10,"Atlético-MG",NA,9,3,4,7,2,4,35,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"298","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,17,"CRU","mei","Contundido",-4,5.29,-1.27,1.69,13,"Cruzeiro",NA,16,NA,8,23,NA,NA,55,22,4,NA,NA,NA,NA,NA,NA,NA,NA
"299","Wanderson Carvalho de Oliveira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/27/a7b0a15537c943f557f8fb73d8a9171b_FORMATO.png",80373,17,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Luan Garcia Teixeira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,17,"PAL","zag","Provável",7.3,7.8,0.03,4.51,8,"Palmeiras",NA,10,1,3,8,NA,NA,9,11,1,4,NA,NA,NA,NA,NA,NA,NA
"301","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2017/05/02/acb1d4777b6e76d3ca67054da81d0c42_FORMATO.png",80583,17,"SAN","mei","Provável",-1.9,3.48,-1.7,2.1,11,"Santos",3,20,6,4,26,NA,NA,47,12,5,NA,NA,NA,NA,NA,NA,NA,NA
"302","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2017/04/03/a0b75e2777a8e1b1844e5f2ff9caa182_FORMATO.png",81223,17,"ATL","zag","Contundido",0,3.98,0,0.15,2,"Atlético-MG",NA,3,NA,NA,NA,NA,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"303","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2017/04/23/e509769d9e394ef42a8681bfdacc8283_FORMATO.png",80853,17,"GRE","zag","Suspenso",4.8,13.74,-0.18,6.74,13,"Grêmio",2,8,3,3,8,NA,NA,31,31,3,7,NA,NA,NA,NA,NA,NA,NA
"304","Alisson Euler de Freitas Castro","Alisson","https://s.glbimg.com/es/sde/f/2017/04/22/b5d1b28ec393ae2be2fba2b5dffe9ce9_FORMATO.png",81845,17,"CRU","mei","Nulo",0,14.12,0,5.17,13,"Cruzeiro",5,18,4,8,26,1,2,42,16,NA,NA,2,NA,NA,NA,NA,NA,NA
"305","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2017/04/23/162d940eadf1a0f6216f20a351c326da_FORMATO.png",81770,17,"COR","ata","Nulo",0,7.66,0,4.8,3,"Corinthians",NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Vitor Prada Macaneiro","Vitor Prada","https://s.glbimg.com/es/sde/f/2015/07/22/038dbc80052b6760a2b49d76733db416_FORMATO.jpeg",81094,17,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Mayke Rocha de Oliveira","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,17,"PAL","lat","Provável",7.1,8.13,0.6,3.88,13,"Palmeiras",NA,21,NA,2,7,1,3,25,20,1,5,NA,NA,NA,NA,NA,NA,NA
"308","Sergio Antonio Soler de Oliveira Junior","Serginho","https://s.glbimg.com/es/sde/f/2017/02/19/6aca0b072c6eeca65b6dc51c30de4a50_FORMATO.png",88002,17,"SAN","mei","Nulo",0,1.58,0,0,1,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,17,"VIT","lat","Nulo",0,1.25,0,1.44,5,"Vitória",NA,4,NA,1,2,NA,NA,20,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"310","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_FORMATO.png",81898,17,"CHA","ata","Contundido",0,2.99,0,1.23,7,"Chapecoense",1,5,NA,4,1,1,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"311","Wellington Simião","Wellington Simião","https://s.glbimg.com/es/sde/f/2017/05/17/952fdde5f058594fa74d531f91c1abf3_FORMATO.png",81903,17,"AVA","mei","Provável",0.4,2.47,0.27,1.18,14,"Avaí",NA,15,1,6,16,1,2,25,7,2,NA,1,NA,NA,NA,NA,NA,NA
"312","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2016/06/28/a68882f174b592bf4e78dbc9818a4465_FORMATO.jpeg",82411,17,"SAO","mei","Provável",11.2,11.39,1.88,3.52,12,"São Paulo",2,9,5,4,19,1,2,53,19,2,NA,1,NA,NA,NA,1,NA,NA
"313","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/07/25/74fe5365c7b46c57003665b15a0d770a_FORMATO.png",81905,17,"FLU","ata","Provável",0,21.99,0,7.53,11,"Fluminense",2,24,6,8,22,9,1,34,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"314","Otávio Henrique Passos Santos","Otávio ","https://s.glbimg.com/es/sde/f/2017/04/23/b5d6c9e20119fa12bc0e60e77640bc0a_FORMATO.png",82463,17,"ATL","mei","Nulo",0,10.2,0,4.09,12,"Atlético-PR",2,15,2,4,8,1,NA,28,26,3,NA,NA,NA,NA,NA,NA,NA,NA
"315","José Rafael Vivian","Zé Rafael ","https://s.glbimg.com/es/sde/f/2017/07/28/ec8b41ce26f473fab0f1e1de432cc88f_FORMATO.png",82455,17,"BAH","mei","Provável",14.7,21.3,1.48,6.8,16,"Bahia",3,34,16,11,52,1,3,36,42,3,NA,NA,NA,NA,NA,NA,NA,NA
"316","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2017/04/25/59ac946a38de5a26b19ffc56c68885dc_FORMATO.png",82567,17,"CHA","mei","Nulo",0,1.8,0,1.4,2,"Chapecoense",NA,1,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png",82469,17,"ATL","ata","Nulo",0,2.49,0,1.11,14,"Atlético-PR",1,9,7,5,11,NA,3,27,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Mauro Job Pontes Junior","Maurinho","https://s.glbimg.com/es/sde/f/2017/07/18/2663f3e84140665568c8164f03afc235_FORMATO.png",82625,17,"AVA","ata","Nulo",0,2.33,-0.67,0,1,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Reginaldo Manoel da Silva Júnior","Reginaldo","https://s.glbimg.com/es/sde/f/2017/07/25/4caba62b4f978cd6db2e589843899fbd_FORMATO.png",82515,17,"FLU","zag","Contundido",0,4.52,0,3.92,10,"Fluminense",NA,12,NA,1,7,NA,NA,33,27,NA,1,NA,NA,NA,NA,NA,NA,NA
"320","Régis Augusto Salmazzo","Régis","https://s.glbimg.com/es/sde/f/2017/07/28/be592601ede31cf42b7b958372472345_FORMATO.png",82647,17,"BAH","mei","Provável",-0.3,14.94,-1.21,4.57,9,"Bahia",3,3,3,2,6,2,1,18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Alan Henrique Costa","Alan Costa","https://s.glbimg.com/es/sde/f/2017/05/28/e1ec05f6af0ed5e2047bfa90f97426f7_FORMATO.png",82613,17,"VIT","zag","Nulo",0,8.16,0,2.91,7,"Vitória",1,4,NA,2,3,NA,1,12,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"322","Ramon Menezes Roma","Ramon","https://s.glbimg.com/es/sde/f/2016/05/01/bf444d7eaf1a2853f33faef276c4a9a0_FORMATO.png",88087,17,"VIT","zag","Provável",8,4.92,1.43,2.24,5,"Vitória",NA,4,NA,NA,5,NA,NA,8,3,1,2,NA,NA,NA,NA,NA,NA,NA
"323","André Andrade de Castro","André Castro","https://s.glbimg.com/es/sde/f/2017/05/11/9b573723fd4d39c5179b8dfc70e31b3f_FORMATO.png",82754,17,"ATL","mei","Provável",-0.3,1.5,-0.65,0.79,14,"Atlético-GO",NA,19,1,2,10,NA,1,32,16,2,NA,NA,NA,NA,NA,NA,NA,NA
"324","Toshiya Tojo","Toshi","https://s.glbimg.com/es/sde/f/2017/04/28/5e3d92955c32b6c74898e471661e6390_FORMATO.png",82791,17,"AVA","ata","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Matheus Galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2017/04/24/d7ff115c90d6778d22e113333700259c_FORMATO.png",82634,17,"COR","mei","Provável",0.1,7.25,-0.19,2.86,16,"Coritiba",1,34,12,9,33,1,1,64,25,4,NA,NA,NA,NA,NA,NA,NA,NA
"326","Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2017/06/22/5c80b78fe327f41b3b8afc79d10defed_FORMATO.png",82787,17,"AVA","ata","Provável",2.5,3.7,0.42,2.57,11,"Avaí",NA,18,4,7,12,2,3,13,9,1,NA,1,NA,NA,NA,NA,1,NA
"327","Leonardo Artur de Melo","Léo Artur","https://s.glbimg.com/es/sde/f/2017/06/22/815076c3546beb2abb2496060f51deeb_FORMATO.png",82644,17,"PON","mei","Provável",0,1.96,0,0.78,10,"Ponte Preta",1,13,3,4,5,1,3,23,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"328","Matheus Antunes Ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2017/05/02/3592f0162c6d3041f5e47fca40d7d1a3_FORMATO.png",82943,17,"SAN","lat","Nulo",0,5.76,0,5.2,4,"Santos",NA,2,1,1,1,NA,NA,6,2,1,4,NA,NA,NA,NA,NA,NA,NA
"329","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2017/04/23/e94d073bb6cefa100cd1ed8d0f8a6291_FORMATO.png",83048,17,"GRE","zag","Nulo",0,5.79,0,2.6,9,"Grêmio",NA,6,1,1,7,1,NA,13,6,1,3,NA,NA,NA,NA,NA,NA,1
"330","Gilvan Souza Correa","Gilvan","https://s.glbimg.com/es/sde/f/2017/07/15/ebd13d8be899ba33a4d355f813dae956_FORMATO.png",82773,17,"ATL","zag","Provável",8.1,2.7,1.91,0.76,5,"Atlético-GO",NA,8,NA,4,1,1,1,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"331","Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_FORMATO.png",83004,17,"ATL","mei","Nulo",0,6.48,0,1.56,9,"Atlético-MG",NA,6,2,8,14,NA,NA,6,6,3,NA,NA,NA,NA,NA,NA,NA,NA
"332","Tomas Almino Bastos Silva","Tomas Bastos","https://s.glbimg.com/es/sde/f/2017/05/12/49edceaecc771a87995470ae4d955ddc_FORMATO.png",82817,17,"COR","mei","Provável",0,11.6,-0.82,2.72,11,"Coritiba",1,15,6,8,8,2,1,28,8,2,NA,NA,NA,NA,NA,NA,NA,NA
"333","Patrick Bezerra do Nascimento","Patrick","https://s.glbimg.com/es/sde/f/2017/06/07/0219a437ca7aaad582008a68c498172f_FORMATO.png",83433,17,"SPO","mei","Provável",4.2,10.32,-0.19,5.49,13,"Sport",NA,24,1,2,21,1,NA,39,46,2,NA,NA,NA,NA,NA,NA,NA,NA
"334","Fagner Ironi Daponte","Fagner Alemão","https://s.glbimg.com/es/sde/f/2017/04/28/d93e226df0beb6346213a1a809c8f7fc_FORMATO.png",83522,17,"AVA","lat","Provável",4.6,9.8,-1.19,4.67,14,"Avaí",NA,6,1,3,11,NA,4,40,27,1,6,NA,NA,NA,NA,NA,NA,NA
"335","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2017/06/22/68ef88732dd29a754b0a2fb92136a10c_FORMATO.png",83772,17,"VIT","ata","Nulo",0,7.06,0,2.78,11,"Vitória",2,16,2,5,15,2,NA,23,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"336","Antônio Filipe Gonzaga de Aquino","Feijão","https://s.glbimg.com/es/sde/f/2017/07/28/42cedaedc830335fd6d9306c19f33aa5_FORMATO.png",84313,17,"BAH","mei","Nulo",0,1.39,0,-0.97,4,"Bahia",NA,2,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"337","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2017/04/18/b86553b5909b0a40f413b27a550ececd_FORMATO.png",83615,17,"PAL","zag","Contundido",0,5,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png",83817,17,"COR","ata","Provável",-0.6,14.16,-0.45,2.56,12,"Corinthians",1,6,2,3,3,2,2,17,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"339","Diego Barbosa Tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2017/05/17/c261da9d51b45bfbc208b291429eb1f8_FORMATO.png",83869,17,"AVA","lat","Nulo",0,6.2,-1.38,3,10,"Avaí",NA,9,NA,4,13,NA,1,15,6,NA,4,NA,NA,NA,NA,NA,NA,NA
"340","Yuri Lima Lara","Yuri","https://s.glbimg.com/es/sde/f/2017/07/28/9faecc1eba5c2827c12fafed4ec43a87_FORMATO.png",83263,17,"BAH","mei","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Luiz Humberto da Silva Silva","Beto da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/0cfa7b8af32ec84883ccf9a0d610b0d0_FORMATO.png",87028,17,"GRE","ata","Contundido",0,3.74,0,2.2,1,"Grêmio",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Andrei Girotto","Andrei Girotto","https://s.glbimg.com/es/sde/f/2017/04/24/75c120b3c827f138e9e79637c43a710f_FORMATO.png",83683,17,"CHA","mei","Provável",-1.5,4.67,-0.56,2.13,15,"Chapecoense",2,41,5,11,16,1,1,30,22,7,NA,NA,NA,NA,NA,NA,NA,NA
"343","Judson Silva Tavares","Judson","https://s.glbimg.com/es/sde/f/2017/04/28/5423c8443b5f4d0ce027e1d31b9aa3ff_FORMATO.png",84691,17,"AVA","mei","Provável",1.6,3.9,0.76,0.77,15,"Avaí",1,35,2,6,9,NA,NA,37,19,4,NA,NA,NA,NA,NA,NA,NA,NA
"344","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",84558,17,"CRU","mei","Provável",3,7.91,0.29,3.53,16,"Cruzeiro",2,17,NA,5,19,1,NA,43,30,2,NA,NA,NA,NA,NA,NA,NA,NA
"345","Nilton Soares Rodrigues","Niltinho","https://s.glbimg.com/es/sde/f/2017/07/05/f10b19ee0f7e394c770fa6f2348452e4_FORMATO.png",84703,17,"ATL","ata","Provável",0.1,3.68,-0.42,1.42,8,"Atlético-GO",NA,13,1,3,18,1,1,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Denilson Pereira Junior","Denilson","https://s.glbimg.com/es/sde/f/2017/06/09/1733878d67ca979f4e3dabc8e12db8a0_FORMATO.png",84718,17,"SAO","ata","Nulo",0,2.79,0,1.49,8,"São Paulo",1,4,4,3,9,NA,1,21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Luan Peres Petroni","Luan Peres ","https://s.glbimg.com/es/sde/f/2017/06/01/3543e150d67d69e4fd1bd3112e7533b6_FORMATO.png",84847,17,"PON","zag","Nulo",0,2.16,0,1.75,2,"Ponte Preta",NA,1,NA,NA,1,NA,NA,4,1,1,1,NA,NA,NA,NA,NA,NA,NA
"348","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,17,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Claudinei dos Santos Oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2017/04/28/1e4e67f7f6051b298a7679a0b9d1d0c8_FORMATO.png",84761,17,"AVA","tec","Provável",1.31,7.09,-0.69,3.17,17,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2017/04/18/88bed79a8233a59ca86c67f41db42e85_FORMATO.png",84848,17,"PAL","ata","Nulo",0,4.2,0,2.25,6,"Palmeiras",1,6,NA,2,5,NA,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",84855,17,"SPO","lat","Provável",0.9,3.71,-0.97,3.28,4,"Sport",NA,5,NA,2,5,NA,NA,16,5,1,2,NA,NA,NA,NA,NA,NA,NA
"352","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2017/02/20/45d2685cedfee93ebf07f010f670c2ef_FORMATO.png",84890,17,"VIT","lat","Nulo",0,6.31,0,2.35,2,"Vitória",NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"353","Alex da Silva","Alex Silva","https://s.glbimg.com/es/sde/f/2017/05/19/2b09d527bb18b6dca83703fbbe498920_FORMATO.png",84861,17,"ATL","lat","Nulo",0,4.11,0,3.64,8,"Atlético-MG",3,21,NA,1,11,NA,NA,20,12,3,2,NA,NA,NA,NA,NA,NA,NA
"354","Lucas Otávio Veiga Lopes","Lucas Otávio ","https://s.glbimg.com/es/sde/f/2017/04/28/c9abc289eaace4a40039be6a64b6711d_FORMATO.png",84896,17,"AVA","mei","Nulo",0,3.21,0,0.9,6,"Avaí",NA,2,NA,NA,1,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2017/05/02/771b51917a7ef2187ffea3d1e0fc9277_FORMATO.png",84917,17,"PON","lat","Provável",0,6.22,0,4.73,6,"Ponte Preta",1,8,NA,2,3,NA,NA,28,7,2,5,NA,NA,NA,NA,NA,NA,NA
"356","Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2017/07/26/d3484768bc48ad214ba1ea35149b30ba_FORMATO.png",83266,17,"SAO","mei","Nulo",16,12.02,4.02,16,1,"São Paulo",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Elder Santana Conceição","Elder Santana","https://s.glbimg.com/es/sde/f/2017/06/15/1dcf005eb752d162ab97dbe8abe498a8_FORMATO.png",84925,17,"ATL","ata","Nulo",0,0.76,0,0,1,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Henrique Silva Milagres","Henrique","https://s.glbimg.com/es/sde/f/2017/04/24/98783f94705be5ed728032062068f73c_FORMATO.png",84893,17,"VAS","lat","Dúvida",2.4,7.93,-0.24,3.52,13,"Vasco",2,17,3,1,19,NA,2,33,20,1,2,NA,NA,NA,NA,NA,NA,NA
"359","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2017/07/25/71f2d737b67ea5f20138c4871f667000_FORMATO.png",85004,17,"FLU","gol","Nulo",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2017/07/27/d723ec6d814e9da06bc634113e22711d_FORMATO.png",84382,17,"PON","mei","Provável",0,4.73,0,0.3,3,"Ponte Preta",NA,5,1,NA,2,NA,2,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/d75b985086acd9eb03422fe01ce0693f_FORMATO.png",84927,17,"CHA","mei","Nulo",0,3.94,0,0,1,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2017/07/28/6812735b40cc133a5014b3d5b57d96c0_FORMATO.png",84585,17,"BAH","mei","Nulo",0,10.25,0,2.76,12,"Bahia",4,9,2,1,15,NA,3,41,14,3,NA,1,NA,NA,NA,NA,NA,NA
"363","Thalles Lima","Thalles","https://s.glbimg.com/es/sde/f/2017/04/24/3201728e4a68e69b6c3e6fc2f8f5b1e1_FORMATO.png",85211,17,"VAS","ata","Nulo",-0.3,3.93,0.34,2.12,7,"Vasco",NA,12,2,5,9,2,1,7,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"364","Lucas Cavalcante Silva Afonso","Lucão","https://s.glbimg.com/es/sde/f/2016/05/01/48f192fdba1691586d6a2bfd42288481_FORMATO.png",84554,17,"SAO","zag","Nulo",0,5.25,0,3.38,6,"São Paulo",NA,6,1,2,5,NA,NA,17,5,NA,3,NA,NA,NA,NA,NA,NA,NA
"365","Robert Gonçalves Santos","Robert ","https://s.glbimg.com/es/sde/f/2017/07/25/226d7cc723b857ba53068c1a96fe941d_FORMATO.png",85121,17,"FLU","mei","Nulo",0,4,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,17,"SPO","mei","Nulo",0,3.2,0,2.3,1,"Sport",NA,2,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2017/04/03/bd1a20fcc43bf36e13dd321aa526e278_FORMATO.png",84926,17,"ATL","mei","Nulo",0,1.76,-1.1,1.24,10,"Atlético-MG",NA,15,3,3,6,1,NA,23,11,4,NA,NA,NA,NA,NA,NA,NA,NA
"368","Orlando Enrique Berrío Meléndez","Berrío ","https://s.glbimg.com/es/sde/f/2017/04/24/7b390ea7b4f8d9ae25e9e72d40cf4d97_FORMATO.png",85300,17,"FLA","ata","Nulo",-0.8,3.79,-1.17,1.31,9,"Flamengo",NA,10,NA,1,4,2,NA,17,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"369","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2017/04/03/f77329e6065eec16e496b8b12ad6384a_FORMATO.png",85418,17,"ATL","gol","Nulo",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Yerry Fernando Mina González","Yerry Mina","https://s.glbimg.com/es/sde/f/2017/04/18/5d127fbc9c3d26f69de26952da18b809_FORMATO.png",85241,17,"PAL","zag","Contundido",5,14.96,0.08,4.14,11,"Palmeiras",1,19,3,4,10,1,2,29,17,4,4,NA,NA,NA,NA,NA,NA,NA
"371","Vinicius Silvestre da Costa","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,17,"PAL","gol","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2017/05/02/f85d6ca954388c9c5635f0e28f95b5cf_FORMATO.png",85425,17,"SAN","gol","Nulo",0,2.97,0,10.7,1,"Santos",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA
"373","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2017/05/19/d5efc40b12f0c9d9a37828480a468f75_FORMATO.png",83786,17,"SPO","zag","Contundido",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Leonardo Pinheiro da Conceição","Léo","https://s.glbimg.com/es/sde/f/2017/07/25/a991dde92eec83e89482b3d11115669f_FORMATO.png",85626,17,"FLU","lat","Suspenso",0,3.21,0,1.48,13,"Fluminense",1,24,2,1,7,1,2,28,12,2,1,NA,NA,NA,NA,NA,NA,NA
