"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FD","FS","FT","PE","RB","SG","DD","GS","A","FF","I","G","PP","GC","CV","DP"
"214","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2017/08/30/be14f1dad39de4605e99b4889d96758f_FORMATO.png",50421,32,"SPO","mei","Provável",2.4,3.48,0.65,0.09,10,"Sport",2,11,1,14,NA,33,6,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"215","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2017/07/25/3877f66bdd821cbbcd81de82eeebcb3c_FORMATO.png",50856,32,"FLU","zag","Provável",1.7,8.31,-0.83,2.25,21,"Fluminense",3,19,1,23,2,33,25,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"216","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/07/11/e970a2c4345e6e515eef8ee166c54f05_FORMATO.png",50408,32,"VAS","zag","Provável",6.8,4.77,1.81,2.14,23,"Vasco",6,19,2,15,NA,45,17,8,NA,NA,NA,4,NA,1,NA,NA,1,NA
"217","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,32,"CHA","lat","Provável",0,8.12,0,3.23,28,"Chapecoense",9,53,8,54,NA,67,34,9,NA,NA,NA,15,2,1,NA,NA,NA,NA
"218","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,32,"COR","zag","Contundido",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/07/28/eaa5d401b5faf55be5cb064b19e97744_FORMATO.png",50645,32,"BAH","lat","Provável",8.4,7.94,1.23,3.18,30,"Bahia",7,40,2,35,NA,142,55,10,NA,NA,1,7,2,NA,NA,NA,NA,NA
"220","Keirrison de Souza Carneiro","Keirrison","https://s.glbimg.com/es/sde/f/2017/07/27/e66b2c78e9f0ae24320e10cc36d11f56_FORMATO.png",50880,32,"COR","ata","Nulo",0.4,2.47,-0.64,1.45,4,"Coritiba",NA,3,1,1,NA,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"221","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,32,"BOT","zag","Nulo",0,5.9,0,4.78,5,"Botafogo",1,3,NA,6,NA,13,7,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"222","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,32,"SAN","mei","Nulo",0,3.32,0,-0.26,9,"Santos",3,10,NA,8,NA,12,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"223","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,32,"SAO","gol","Nulo",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2017/04/20/196790f232d428bcd861ad55c55dd8cc_FORMATO.png",51413,32,"COR","gol","Provável",0,6,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2017/04/03/043d9369ddb104e41861bbe7b79afb5d_FORMATO.png",63013,32,"ATL","lat","Provável",5.8,11.54,-0.25,5.87,17,"Atlético-MG",4,31,2,28,NA,79,55,4,NA,NA,3,4,1,NA,NA,NA,NA,NA
"226","Renato Adriano Jacó de Morais","Renato Cajá","https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png",51319,32,"PON","mei","Nulo",0,6.7,0,1.68,15,"Ponte Preta",1,16,1,14,NA,53,14,NA,NA,NA,2,10,1,1,NA,NA,1,NA
"227","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2017/04/28/050f2523a89b53c80e67a8b25d407fea_FORMATO.png",51415,32,"ATL","zag","Contundido",0,7.51,0,2.63,19,"Atlético-GO",NA,29,NA,31,1,41,24,1,NA,NA,1,10,NA,NA,NA,NA,NA,NA
"228","Éverton Augusto de Barros Ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2017/06/24/7deee286983361a4845652b6c39be834_FORMATO.png",51772,32,"FLA","mei","Provável",7.5,13.2,1.35,3.06,23,"Flamengo",2,29,8,45,NA,119,21,NA,NA,NA,4,14,NA,4,1,NA,NA,NA
"229","Bruno Brígido de Oliveira","Bruno Brígido","https://s.glbimg.com/es/sde/f/2017/04/24/9375fdbbdc6ab66a27f8b4860036ebc1_FORMATO.png",77556,32,"COR","gol","Nulo",0,3.48,0,-2,1,"Coritiba",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Anderson Vieira Martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2017/07/24/b1c36aceb7c5d5fb95b9079cf23fe5fe_FORMATO.png",52618,32,"VAS","zag","Contundido",1.4,9.85,-0.94,3.8,12,"Vasco",1,13,NA,2,NA,28,19,5,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
"231","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/08/16/85d20e5a1ac2e527a5eca70e709f7b10_FORMATO.jpeg",52253,32,"FLA","zag","Contundido",0,11.4,0,5.27,24,"Flamengo",2,16,5,22,NA,28,31,7,NA,NA,NA,6,2,5,NA,NA,NA,NA
"232","Leandro Salino do Carmo","Leandro Salino","https://s.glbimg.com/es/sde/f/2017/02/20/88732a4309dfb2ee375054e5e944d3cf_FORMATO.png",51905,32,"VIT","lat","Nulo",0,5.87,0,3.4,7,"Vitória",1,15,NA,16,NA,22,15,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"233","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/02/20/2a67dc4c7c97236fb27abf4dbe5a39fc_FORMATO.png",51792,32,"VIT","zag","Provável",-1.5,8.18,-0.83,4.21,20,"Vitória",5,17,4,11,1,44,22,6,NA,NA,1,10,5,4,NA,1,NA,NA
"234","Thiago Carleto Alves","Thiago Carleto","https://s.glbimg.com/es/sde/f/2017/05/15/e78cf3d6b6820ad71b0335abf0a64a0b_FORMATO.png",51700,32,"COR","lat","Provável",20.2,9.09,2.2,6.1,16,"Coritiba",2,11,12,12,NA,62,22,5,NA,NA,6,5,1,2,1,NA,NA,NA
"235","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2017/04/03/444816970098790387faf6c2c5c0444f_FORMATO.png",52950,32,"ATL","gol","Provável",-3.3,10.63,-1.77,4.12,30,"Atlético-MG",4,2,NA,6,NA,21,NA,7,49,37,NA,NA,NA,NA,NA,NA,NA,4
"236","Leonardo Gamalho de Souza","Léo Gamalho","https://s.glbimg.com/es/sde/f/2017/08/24/cb79c4aff8a8ded85c29f01203f775d8_FORMATO.png",53865,32,"PON","ata","Nulo",0,6.53,0,2.93,7,"Ponte Preta",1,12,3,6,NA,7,3,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA
"237","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2017/04/23/d52f6bea6aa2f1491f7bd22855a3e821_FORMATO.png",51705,32,"GRE","zag","Nulo",0,4.72,0,3.52,6,"Grêmio",1,5,1,1,NA,6,6,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"238","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2017/04/25/19e52a7282097054fc255711621c8e29_FORMATO.png",54797,32,"CHA","ata","Nulo",0,4.27,0,2.17,19,"Chapecoense",1,21,6,8,NA,20,4,NA,NA,NA,1,9,1,4,NA,NA,NA,NA
"239","Ferdinando Pereira Leda","Ferdinando","https://s.glbimg.com/es/sde/f/2017/04/28/451b8463a985e60f7a6e4d877e47d26e_FORMATO.png",53731,32,"AVA","mei","Nulo",0,5,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,32,"BOT","lat","Nulo",0,6.8,0,3.25,6,"Botafogo",NA,4,NA,1,NA,14,6,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"241","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,32,"BOT","lat","Nulo",-2.3,7.96,-1.23,3.01,22,"Botafogo",5,20,NA,27,2,28,16,8,NA,NA,1,3,1,NA,NA,NA,NA,NA
"242","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/24/bd4f8a7faf06636fd48dc601b16ea0af_FORMATO.png",56102,32,"COR","mei","Nulo",0,5.14,0,0.28,4,"Coritiba",NA,5,NA,3,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2017/05/03/cc800ad5ce3aeb287358e50e4352911b_FORMATO.png",60788,32,"SPO","ata","Nulo",0,5.05,0,3.03,3,"Sport",NA,2,NA,2,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"244","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2017/04/03/9fbc7e32d0d9db7b948212b98c23212a_FORMATO.png",54395,32,"ATL","mei","Provável",-1.8,10.6,-0.07,2.04,25,"Atlético-MG",5,37,7,21,NA,83,40,NA,NA,NA,NA,9,3,3,NA,NA,2,NA
"245","Willians dos Santos Santana","Willians","https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png",60787,32,"AVA","ata","Nulo",0,3.06,0,1.15,21,"Avaí",2,31,2,9,NA,16,20,NA,NA,NA,2,5,1,NA,NA,NA,1,NA
"246","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2017/04/20/ff3f0ec8867916a05745cdee54815442_FORMATO.png",61033,32,"COR","mei","Provável",6.4,14.59,0.83,3.71,27,"Corinthians",5,46,25,52,2,97,24,NA,NA,NA,5,23,3,3,NA,NA,NA,NA
"247","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2017/04/03/ed8cd5220fe7c5ba0069143fad70f518_FORMATO.png",61211,32,"ATL","lat","Nulo",0,4.46,0,-0.7,1,"Atlético-MG",NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,32,"BOT","mei","Contundido",0,5.63,0,1.17,3,"Botafogo",NA,3,NA,4,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2017/05/02/bd59d7bbf1fff0ce2e2dd4b489c5c99a_FORMATO.png",61149,32,"PON","ata","Provável",1.3,19.75,-0.82,5.66,29,"Ponte Preta",4,37,25,87,NA,76,26,NA,NA,NA,1,28,10,11,2,NA,NA,NA
"250","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2017/04/24/89077bf2beda96cfae171fad51c21cd1_FORMATO.png",60969,32,"VIT","lat","Dúvida",9.7,8.59,1.7,2.66,27,"Vitória",3,39,7,15,NA,90,32,6,NA,NA,4,13,7,NA,NA,NA,NA,NA
"251","Jael Ferreira Vieira","Jael","https://s.glbimg.com/es/sde/f/2017/04/23/585f69babcaf14c7eaf22537e3c5338c_FORMATO.png",60859,32,"GRE","ata","Provável",0.3,3.81,0.36,0.18,8,"Grêmio",2,8,1,10,NA,12,1,NA,NA,NA,1,4,5,NA,NA,NA,NA,NA
"252","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_FORMATO.png",60819,32,"CRU","zag","Contundido",0,8.86,0,3.43,3,"Cruzeiro",NA,1,NA,2,NA,12,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,32,"SAO","lat","Provável",5.2,5.53,0.57,2.98,13,"São Paulo",3,14,3,18,NA,44,19,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"254","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2017/07/25/4407e04c0f422d9c7c06af9bc6c97fff_FORMATO.png",68887,32,"FLU","zag","Dúvida",0,5.56,0,1,5,"Fluminense",1,4,NA,4,NA,11,3,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"255","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,32,"PAL","lat","Nulo",0,14.23,0,4.66,17,"Palmeiras",1,12,4,14,NA,42,17,6,NA,NA,1,20,3,2,1,NA,NA,NA
"256","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2017/08/16/2215936db5460baf89bb165cdfc691b4_FORMATO.jpeg",62086,32,"FLA","lat","Provável",-0.2,8.43,-1.35,3.01,24,"Flamengo",1,23,NA,19,NA,64,23,9,NA,NA,1,7,1,1,NA,1,NA,NA
"257","Wellington Alves da Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/01/13/890838d7b4008a35572bcd44dfafc6e0_FORMATO.png",68895,32,"FLU","ata","Nulo",-0.5,8.02,-0.11,2.06,15,"Fluminense",NA,7,1,22,NA,46,9,NA,NA,NA,1,4,6,2,NA,NA,NA,NA
"258","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2017/04/18/054a14cdfbb6abbdb2c8a8a75f0a9ee1_FORMATO.png",68901,32,"BOT","ata","Provável",10.3,9.08,1.68,3.49,27,"Botafogo",5,42,15,31,NA,101,34,NA,NA,NA,9,14,7,2,NA,NA,NA,NA
"259","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2017/10/11/2fb916624c1e43c9b2dbd3b2d725d4a5_FORMATO.png",62128,32,"ATL","ata","Provável",-0.1,7.42,-0.28,2.02,25,"Atlético-GO",7,61,17,51,1,123,16,NA,NA,NA,2,22,13,5,NA,NA,NA,NA
"260","Ramon de Morais Motta ","Ramon","https://s.glbimg.com/es/sde/f/2017/07/27/0d5457a07c57dd1908db4421fa48b276_FORMATO.png",68896,32,"VAS","lat","Contundido",0,11.58,0,6.38,17,"Vasco",1,19,3,47,NA,61,35,6,NA,NA,2,6,NA,1,NA,NA,NA,NA
"261","Diego Souza de Andrade","Diego Souza","https://s.glbimg.com/es/sde/f/2017/08/30/0bede49c732eaf2c30db3293389d7ddd_FORMATO.png",68911,32,"SPO","mei","Suspenso",-1.7,14.94,-1.99,4.29,22,"Sport",8,33,11,52,3,91,8,NA,NA,NA,3,16,2,10,2,NA,1,NA
"262","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2017/06/06/b2cdf84621178662c029bae611378399_FORMATO.png",68910,32,"SPO","mei","Suspenso",-4.4,5.39,-1.26,3.51,15,"Sport",3,27,1,7,NA,32,46,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA
"263","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2017/04/24/dc3d5fdf33d1716e51abe9c2aad2d182_FORMATO.png",62130,32,"COR","lat","Nulo",0,6.45,0,2.13,21,"Coritiba",7,32,5,43,NA,70,26,6,NA,NA,NA,2,2,NA,NA,NA,1,NA
"264","Wellington Aparecido Martins","Wellington","https://s.glbimg.com/es/sde/f/2017/07/27/3f91d9b6357f754bb2a32e60e5876ea6_FORMATO.png",62129,32,"VAS","mei","Provável",1.1,1.17,0.39,0.25,21,"Vasco",8,42,3,13,1,54,22,NA,NA,NA,1,5,1,NA,NA,NA,NA,NA
"265","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,32,"CRU","mei","Provável",9.5,9.11,0.89,2.62,13,"Cruzeiro",4,12,5,9,NA,63,14,NA,NA,NA,1,9,3,3,NA,NA,NA,NA
"266","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,32,"SAN","gol","Provável",1.5,21.73,0.41,8.38,31,"Santos",2,2,NA,6,NA,10,NA,16,70,23,NA,NA,NA,NA,NA,NA,NA,3
"267","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2017/04/24/5d30208b79a04fd4710a6c79831dae42_FORMATO.png",62974,32,"COR","zag","Provável",4.7,8.77,-0.22,3.94,20,"Coritiba",1,11,2,8,1,47,19,7,NA,NA,NA,7,1,3,NA,NA,1,NA
"268","Marcelo de Oliveira Santos","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2017/07/25/b2b0680473841905e6c9f7656eb437cd_FORMATO.png",62136,32,"COR","tec","Provável",9.78,10.83,0.83,3.59,16,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","André Luiz Barretto Silva Lima","André Lima","https://s.glbimg.com/es/sde/f/2017/05/28/8c9906d1639eafeb5779494c61890457_FORMATO.png",68893,32,"VIT","ata","Dúvida",8.9,8.16,1.48,3.01,15,"Vitória",1,20,3,12,NA,20,5,NA,NA,NA,3,8,4,4,NA,NA,1,NA
"270","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,32,"PAL","ata","Provável",4.6,16.79,0.15,5.2,20,"Palmeiras",5,18,10,84,NA,78,18,NA,NA,NA,3,6,7,6,NA,NA,NA,NA
"271","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2017/04/24/15cf98a07f1ca5efaa16bc8321c04658_FORMATO.png",63058,32,"VIT","mei","Contundido",0,9.33,0,3.11,10,"Vitória",4,16,NA,8,1,28,27,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"272","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,32,"CRU","gol","Nulo",0,9.32,0,2.77,3,"Cruzeiro",NA,NA,NA,1,NA,4,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"273","Thiago Ribeiro Cardoso","Thiago Ribeiro","https://s.glbimg.com/es/sde/f/2017/02/19/4ec7b72d420d51f876c9ea73eab212cf_FORMATO.png",68929,32,"SAN","ata","Nulo",0,4.7,0,0.16,10,"Santos",1,11,3,6,NA,26,6,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA
"274","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,32,"CHA","lat","Nulo",-1.5,2.3,-0.34,2.04,5,"Chapecoense",2,4,NA,12,NA,13,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"275","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2017/04/24/25d378570c1b3cbfb2f85427750a6b8c_FORMATO.png",68930,32,"VIT","ata","Nulo",0,8.04,0,2.01,12,"Vitória",1,17,4,21,NA,20,3,NA,NA,NA,NA,5,6,3,1,NA,NA,NA
"276","João Paulo Purcino de Almeida","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/28/61a2cc88c95e6ada6bf3c127a23ec96f_FORMATO.png",62997,32,"AVA","lat","Provável",0,3.63,0,1.37,7,"Avaí",3,6,1,5,1,14,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"277","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/08/18/6af48de27fa231f0a84e3301c9451cb9_FORMATO.png",61188,32,"SAO","ata","Nulo",1.7,3.83,0.12,1.25,13,"São Paulo",1,7,5,8,NA,8,4,NA,NA,NA,NA,4,5,1,NA,NA,NA,NA
"278","Giovanni Augusto Oliveira Cardoso","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2017/04/19/c4d5da0001a31ba757c52ea56bf8cb21_FORMATO.png",68938,32,"COR","mei","Nulo",0,4.72,0,0.84,8,"Corinthians",1,2,NA,2,NA,11,4,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
"279","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2017/09/06/6035aba70a37b419f328746b48c3bc46_FORMATO.png",63128,32,"CHA","zag","Suspenso",0.3,3.1,-0.89,2.43,7,"Chapecoense",3,8,NA,1,NA,7,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,32,"SAO","gol","Nulo",0,8.9,0,2.06,20,"São Paulo",2,1,NA,1,NA,15,NA,5,27,28,NA,NA,NA,NA,NA,NA,NA,NA
"281","Ronaldo Luiz Alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2017/08/30/2f2abedd21538d0c8abafce309debab1_FORMATO.png",68950,32,"SPO","zag","Dúvida",0,7.43,0,3.44,23,"Sport",5,24,5,39,NA,57,23,8,NA,NA,1,4,3,1,NA,NA,NA,NA
"282","Evanildo Borges Barbosa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/08/30/7e1c1a89132e19ef0cd8c66c42c7aacb_FORMATO.png",63119,32,"VIT","lat","Nulo",-3.4,6.69,-0.71,2.38,12,"Vitória",2,10,2,10,NA,37,13,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"283","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2017/07/11/97a55ad8b4015035dbde2063c6776c8a_FORMATO.png",63172,32,"VAS","zag","Provável",0.9,4.44,-1.15,1.68,18,"Vasco",4,31,1,11,NA,37,15,5,NA,NA,1,6,2,NA,NA,NA,NA,NA
"284","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,32,"PAL","mei","Provável",10.5,10.49,2.07,5.08,13,"Palmeiras",1,12,6,30,1,59,18,NA,NA,NA,2,4,NA,3,NA,NA,NA,NA
"285","Gustavo dos Santos","Gustavo Santos","https://s.glbimg.com/es/sde/f/2017/04/28/66d8349d86cb0a157df269d3cbb425b6_FORMATO.png",68986,32,"AVA","lat","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Wallace Reis da Silva","Wallace Reis ","https://s.glbimg.com/es/sde/f/2017/07/13/cfd4ab0585b820c82ceaede6f0779b5a_FORMATO.png",68958,32,"VIT","zag","Provável",4,9.37,-0.16,4.4,17,"Vitória",4,23,5,23,1,30,27,4,NA,NA,NA,2,NA,2,NA,NA,NA,NA
"287","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2017/04/03/54ca82f676684e32e2092814be84c655_FORMATO.png",68979,32,"ATL","gol","Contundido",0,4.47,0,-1.3,1,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"288","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/4b0d7dac70db84093f533231220f3287_FORMATO.png",68987,32,"PON","mei","Contundido",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/9326bc84d0f7eff7d097d6e60ee392c0_FORMATO.png",68954,32,"COR","mei","Contundido",0,9.02,0,2.65,21,"Corinthians",4,13,6,26,2,40,10,NA,NA,NA,4,5,1,2,NA,NA,NA,NA
"290","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,32,"CHA","zag","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Jucilei da Silva","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_FORMATO.png",63422,32,"SAO","mei","Provável",4.6,13.51,1.05,3.54,29,"São Paulo",1,42,2,46,NA,64,66,NA,NA,NA,NA,7,1,1,NA,NA,1,NA
"292","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2017/04/03/5472237b431bf42b1ce79273d48c8e2f_FORMATO.png",63219,32,"ATL","ata","Nulo",1.1,5.52,0.22,1.22,13,"Atlético-MG",2,16,3,15,1,24,7,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA
"293","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png",69012,32,"ATL","gol","Nulo",0,5.43,0,3.35,2,"Atlético-PR",NA,NA,NA,NA,NA,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"294","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2017/10/13/7d4517dfb6acd0c79909c62e38525979_FORMATO.png",68690,32,"SPO","ata","Provável",8.2,11.73,-0.26,4.84,28,"Sport",5,54,12,49,1,73,25,NA,NA,NA,1,33,24,12,NA,NA,NA,NA
"295","Paulo Sérgio de Oliveira","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/07/b665d8639383dbe3e6bc9401b9dadddb_FORMATO.png",69016,32,"ATL","mei","Nulo",-0.3,6.98,-1.61,4.42,19,"Atlético-GO",4,40,4,39,3,60,39,NA,NA,NA,1,13,1,2,NA,NA,NA,NA
"296","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,32,"CRU","zag","Provável",6.2,8.79,0.46,3.87,6,"Cruzeiro",NA,NA,1,5,NA,11,5,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
