"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FD","FS","FT","PE","RB","SG","DD","GS","A","FF","I","G","PP","GC","CV","DP"
"436","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,32,"CHA","mei","Nulo",0,2.45,0,1.37,7,"Chapecoense",NA,2,2,4,NA,3,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"437","Matheus Mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",80124,32,"ATL","zag","Nulo",0,1.6,0,0.16,5,"Atlético-MG",2,10,NA,2,NA,9,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"438","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,32,"ATL","zag","Nulo",0,2.69,0,-1.2,1,"Atlético-PR",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,32,"PAL","lat","Nulo",0,4.32,0,1.14,5,"Palmeiras",NA,3,1,1,NA,8,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"440","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",80129,32,"PON","mei","Provável",3.3,4.4,0.81,1.44,19,"Ponte Preta",3,20,1,23,NA,31,22,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"441","Nadson da Silva Almeida","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,32,"CHA","mei","Nulo",0,0.9,0,0.37,4,"Chapecoense",NA,1,NA,1,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"442","Glaybson Yago Souza Lisboa","Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",80196,32,"VAS","lat","Provável",-0.1,9.11,-1.63,4.14,21,"Vasco",2,20,8,28,NA,43,17,7,NA,NA,2,4,2,2,NA,NA,NA,NA
"443","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2017/07/25/0ff5aea8f677cff80e0a7a93745453e5_FORMATO.png",80188,32,"FLU","ata","Provável",7.6,3.91,1.03,1.22,18,"Fluminense",5,13,2,20,NA,22,8,NA,NA,NA,NA,7,3,2,NA,NA,NA,NA
"444","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,32,"CHA","ata","Provável",1.1,11.08,0,4.58,29,"Chapecoense",5,49,16,57,1,63,29,NA,NA,NA,6,23,10,6,NA,NA,NA,NA
"445","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/07/11/6b5408cf6a95787a4a68b548a6d31752_FORMATO.png",80313,32,"VAS","lat","Provável",0,11.25,0,4.37,21,"Vasco",6,28,2,28,1,91,54,5,NA,NA,1,7,2,NA,NA,NA,NA,NA
"446","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,32,"COR","gol","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,32,"CRU","mei","Nulo",0,5.29,0,1.69,13,"Cruzeiro",4,16,NA,23,NA,55,22,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"448","Lucas Fonseca da Silva","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2017/07/28/2ee15f7fbeefac55e5b773d1cd8ffa0a_FORMATO.png",80189,32,"BAH","zag","Contundido",5.2,6.27,0.81,2.76,26,"Bahia",4,13,2,27,NA,45,22,9,NA,NA,1,2,NA,NA,NA,NA,1,NA
"449","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",80537,32,"FLU","ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2017/07/28/848d6125a9c369432280eafad030d57a_FORMATO.png",80370,32,"BAH","mei","Contundido",0,15.07,0,5.38,17,"Bahia",3,29,3,22,NA,29,51,NA,NA,NA,2,12,3,1,NA,NA,1,NA
"451","Luan Garcia Teixeira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,32,"PAL","zag","Nulo",0,5.91,0,2.35,15,"Palmeiras",3,18,1,12,NA,14,17,4,NA,NA,NA,5,NA,NA,NA,NA,1,NA
"452","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,32,"CRU","lat","Provável",7,6.57,0.48,2.73,19,"Cruzeiro",5,29,2,16,NA,44,25,6,NA,NA,1,3,NA,NA,NA,NA,NA,NA
"453","Antonio Thomaz Santos de Barros","Thomaz","https://s.glbimg.com/es/sde/f/2017/04/28/df8a959dc2f3885176d2c02e5d69a246_FORMATO.png",79041,32,"SAO","mei","Nulo",0,4.32,0,2.41,10,"São Paulo",1,12,1,8,NA,6,9,NA,NA,NA,1,3,3,1,NA,NA,NA,NA
"454","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2017/04/25/744a27f04385f2906d5982a7dad3445b_FORMATO.png",80944,32,"ATL","mei","Nulo",0,5.48,0,0.92,12,"Atlético-MG",2,9,3,8,NA,37,4,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA
"455","Wanderson Carvalho de Oliveira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/27/a7b0a15537c943f557f8fb73d8a9171b_FORMATO.png",80373,32,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2017/04/23/e509769d9e394ef42a8681bfdacc8283_FORMATO.png",80853,32,"GRE","zag","Nulo",2.6,13.12,-0.73,6.55,18,"Grêmio",4,14,3,12,NA,43,43,10,NA,NA,2,5,NA,NA,NA,NA,NA,NA
"457","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,32,"VIT","lat","Contundido",0,0.96,0,0.87,6,"Vitória",1,5,NA,3,NA,20,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"458","Vitor Prada Macaneiro","Vitor Prada","https://s.glbimg.com/es/sde/f/2015/07/22/038dbc80052b6760a2b49d76733db416_FORMATO.jpeg",81094,32,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2017/05/02/acb1d4777b6e76d3ca67054da81d0c42_FORMATO.png",80583,32,"SAN","mei","Provável",9.2,5.58,2.2,2.35,22,"Santos",11,38,9,64,NA,113,27,NA,NA,NA,5,10,1,1,NA,NA,NA,NA
"460","Mayke Rocha de Oliveira","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,32,"PAL","lat","Provável",0.7,7.24,-0.39,3.39,23,"Palmeiras",3,36,NA,13,NA,57,35,8,NA,NA,1,2,3,1,NA,NA,NA,NA
"461","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2017/04/03/a0b75e2777a8e1b1844e5f2ff9caa182_FORMATO.png",81223,32,"ATL","zag","Nulo",0,3.98,0,0.15,2,"Atlético-MG",1,3,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,32,"SPO","zag","Provável",1.2,5.18,-0.23,3.33,17,"Sport",5,23,3,9,NA,24,32,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"463","Alisson Euler de Freitas Castro","Alisson","https://s.glbimg.com/es/sde/f/2017/04/22/b5d1b28ec393ae2be2fba2b5dffe9ce9_FORMATO.png",81845,32,"CRU","mei","Provável",0.7,12.66,-0.47,4.28,21,"Cruzeiro",1,25,10,39,3,58,25,NA,NA,NA,5,12,4,1,NA,NA,NA,NA
"464","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2017/04/24/d4c75e365c9c04af042bf7ff378d60c7_FORMATO.png",85586,32,"COR","mei","Provável",12.1,9.76,-0.51,4,25,"Coritiba",7,52,1,20,NA,56,73,NA,NA,NA,NA,9,1,2,NA,NA,NA,NA
"465","Wellington Simião","Wellington Simião","https://s.glbimg.com/es/sde/f/2017/05/17/952fdde5f058594fa74d531f91c1abf3_FORMATO.png",81903,32,"AVA","mei","Nulo",0,2.55,0,1.14,26,"Avaí",3,22,3,32,1,43,10,NA,NA,NA,NA,9,3,2,NA,NA,NA,NA
"466","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2017/05/19/d5efc40b12f0c9d9a37828480a468f75_FORMATO.png",83786,32,"SPO","zag","Contundido",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2017/08/25/b1bd13510c1d64d8d7f7058a48c1acdb_FORMATO.png",81770,32,"ATL","ata","Contundido",0,5.89,0,1.47,10,"Atlético-MG",NA,8,NA,2,NA,12,3,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA
"468","Elder Santana Conceição","Elder Santana","https://s.glbimg.com/es/sde/f/2017/06/15/1dcf005eb752d162ab97dbe8abe498a8_FORMATO.png",84925,32,"ATL","ata","Nulo",0,1.4,0,1.95,2,"Atlético-MG",NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2017/04/03/6ccb564ce56c9f6aad79040ab5f8f570_FORMATO.png",81682,32,"ATL","mei","Provável",1,8.53,0.27,2.95,27,"Atlético-MG",NA,22,17,12,NA,87,9,NA,NA,NA,8,26,1,3,1,NA,NA,NA
"470","Orlando Enrique Berrío Meléndez","Berrío ","https://s.glbimg.com/es/sde/f/2017/08/16/8f979b78f3df5801a77118cd72b411c6_FORMATO.jpeg",85300,32,"FLA","ata","Contundido",0,4.45,0,0.85,20,"Flamengo",5,19,3,13,1,46,6,NA,NA,NA,2,3,2,2,NA,NA,NA,NA
"471","Andrés Lorenzo Ríos","Andrés Ríos","https://s.glbimg.com/es/sde/f/2017/07/11/a3b10554f6896bd025dfd3eaf5f9ce80_FORMATO.png",81684,32,"VAS","ata","Provável",5.9,4.9,0.93,3.17,11,"Vasco",1,23,2,17,1,23,13,NA,NA,NA,1,6,2,2,NA,NA,1,NA
"472","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2017/06/22/68ef88732dd29a754b0a2fb92136a10c_FORMATO.png",83772,32,"VIT","ata","Suspenso",-2.8,7.07,-0.18,4.49,26,"Vitória",3,34,11,40,1,71,22,NA,NA,NA,6,12,3,7,1,NA,NA,NA
"473","Júlio César Czarnerski","Júlio César ","https://s.glbimg.com/es/sde/f/2017/08/01/7fd52e821c863a2418597f0e308c8c5d_FORMATO.png",83813,32,"CHA","ata","Nulo",0,2.44,0,0.93,6,"Chapecoense",NA,4,1,4,NA,12,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"474","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png",83817,32,"COR","ata","Provável",6.3,15.37,1.51,3.47,25,"Corinthians",4,19,5,21,NA,55,20,NA,NA,NA,4,8,4,6,NA,NA,NA,NA
"475","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2017/08/24/9ea34016bae7f001bbb849c8d907c1f4_FORMATO.png",82411,32,"SAO","mei","Nulo",3.1,11.08,-1.02,4.51,25,"São Paulo",3,19,8,43,1,104,38,NA,NA,NA,7,12,5,3,1,NA,NA,NA
"476","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_FORMATO.png",81898,32,"CHA","ata","Nulo",0,2.99,0,1.23,7,"Chapecoense",2,5,NA,1,NA,4,NA,NA,NA,NA,1,4,NA,1,NA,NA,NA,NA
"477","Reginaldo Manoel da Silva Júnior","Reginaldo","https://s.glbimg.com/es/sde/f/2017/07/25/4caba62b4f978cd6db2e589843899fbd_FORMATO.png",82515,32,"FLU","zag","Dúvida",0,4.82,0,3.9,16,"Fluminense",3,24,NA,13,NA,49,45,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"478","Antônio Filipe Gonzaga de Aquino","Feijão","https://s.glbimg.com/es/sde/f/2017/07/28/42cedaedc830335fd6d9306c19f33aa5_FORMATO.png",84313,32,"BAH","mei","Nulo",0,1.41,0,-0.78,5,"Bahia",2,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/07/25/74fe5365c7b46c57003665b15a0d770a_FORMATO.png",81905,32,"FLU","ata","Provável",5.9,21.73,0.99,5.61,25,"Fluminense",5,65,14,51,NA,65,9,NA,NA,NA,3,12,8,16,NA,NA,NA,NA
"480","José Romário Silva de Souza","Romarinho","https://s.glbimg.com/es/sde/f/2017/08/26/fb26a91beb9aabe50f87d6ada73eff58_FORMATO.png",84523,32,"FLU","ata","Nulo",0,1.58,0,1.53,3,"Fluminense",NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"481","Diego Barbosa Tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2017/05/17/c261da9d51b45bfbc208b291429eb1f8_FORMATO.png",83869,32,"AVA","lat","Nulo",0,5.65,0,2.71,12,"Avaí",1,10,NA,13,NA,15,6,5,NA,NA,NA,4,1,NA,NA,NA,NA,NA
"482","José Rafael Vivian","Zé Rafael ","https://s.glbimg.com/es/sde/f/2017/07/28/ec8b41ce26f473fab0f1e1de432cc88f_FORMATO.png",82455,32,"BAH","mei","Provável",9.6,21.35,0.31,6.75,31,"Bahia",4,58,23,104,NA,69,81,NA,NA,NA,5,15,10,3,NA,NA,NA,NA
"483","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2017/07/27/d723ec6d814e9da06bc634113e22711d_FORMATO.png",84382,32,"PON","mei","Provável",0,4.93,0,2.26,15,"Ponte Preta",3,26,7,15,1,59,13,NA,NA,NA,2,8,2,2,NA,NA,NA,NA
"484","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2017/04/25/59ac946a38de5a26b19ffc56c68885dc_FORMATO.png",82567,32,"CHA","mei","Nulo",0,1.8,0,1.4,2,"Chapecoense",NA,1,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",84558,32,"CRU","mei","Provável",0,6.81,0,3.2,22,"Cruzeiro",3,28,1,23,NA,61,44,NA,NA,NA,2,5,NA,1,NA,NA,NA,NA
"486","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2017/07/28/6812735b40cc133a5014b3d5b57d96c0_FORMATO.png",84585,32,"BAH","mei","Dúvida",3.6,9.74,0.8,2.26,20,"Bahia",4,19,4,22,1,61,20,NA,NA,NA,6,1,4,NA,NA,NA,NA,NA
"487","Judson Silva Tavares","Judson","https://s.glbimg.com/es/sde/f/2017/04/28/5423c8443b5f4d0ce027e1d31b9aa3ff_FORMATO.png",84691,32,"AVA","mei","Provável",8.2,5.61,0.75,1.79,28,"Avaí",9,57,3,21,NA,59,52,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA
"488","Alan Henrique Costa","Alan Costa","https://s.glbimg.com/es/sde/f/2017/05/28/e1ec05f6af0ed5e2047bfa90f97426f7_FORMATO.png",82613,32,"VIT","zag","Nulo",0,8.16,0,2.91,7,"Vitória",NA,4,NA,3,NA,12,8,1,NA,NA,1,2,1,NA,NA,NA,NA,NA
"489","Matheus Galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2017/04/24/d7ff115c90d6778d22e113333700259c_FORMATO.png",82634,32,"COR","mei","Nulo",0,5.66,0,2.27,28,"Coritiba",7,50,13,48,NA,110,47,NA,NA,NA,1,17,1,1,NA,1,NA,NA
"490","Mauro Job Pontes Junior","Maurinho","https://s.glbimg.com/es/sde/f/2017/07/18/2663f3e84140665568c8164f03afc235_FORMATO.png",82625,32,"AVA","ata","Nulo",0.5,2.18,-0.4,0.83,6,"Avaí",NA,1,NA,3,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Denilson Pereira Junior","Denilson","https://s.glbimg.com/es/sde/f/2017/06/09/1733878d67ca979f4e3dabc8e12db8a0_FORMATO.png",84718,32,"SAO","ata","Nulo",0,2.86,0,1.58,15,"São Paulo",NA,6,4,10,NA,25,5,NA,NA,NA,1,6,1,1,NA,NA,NA,NA
"492","Leonardo Artur de Melo","Léo Artur","https://s.glbimg.com/es/sde/f/2017/06/22/815076c3546beb2abb2496060f51deeb_FORMATO.png",82644,32,"PON","mei","Nulo",0.4,2.09,0.11,0.6,15,"Ponte Preta",1,16,4,5,NA,31,3,NA,NA,NA,1,8,4,1,NA,NA,NA,NA
"493","Claudinei dos Santos Oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2017/04/28/1e4e67f7f6051b298a7679a0b9d1d0c8_FORMATO.png",84761,32,"AVA","tec","Provável",3.19,8.06,-0.17,3.19,32,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2017/04/18/88bed79a8233a59ca86c67f41db42e85_FORMATO.png",84848,32,"PAL","ata","Dúvida",0,3.72,0,2.01,8,"Palmeiras",NA,7,1,7,NA,9,7,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA
"495","Régis Augusto Salmazzo","Régis","https://s.glbimg.com/es/sde/f/2017/07/28/be592601ede31cf42b7b958372472345_FORMATO.png",82647,32,"BAH","mei","Nulo",2.2,14.38,0.13,2.87,23,"Bahia",1,10,3,16,NA,44,10,NA,NA,NA,5,3,2,4,NA,NA,NA,NA
"496","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png",82469,32,"ATL","ata","Dúvida",0,2.54,0,1.81,20,"Atlético-PR",NA,15,10,14,NA,33,7,NA,NA,NA,1,7,3,2,NA,NA,NA,NA
"497","Nilton Soares Rodrigues","Niltinho","https://s.glbimg.com/es/sde/f/2017/07/05/f10b19ee0f7e394c770fa6f2348452e4_FORMATO.png",84703,32,"ATL","ata","Nulo",1.1,4.01,0.64,1.51,20,"Atlético-GO",1,20,3,38,NA,30,10,NA,NA,NA,1,8,3,1,NA,NA,1,NA
"498","André Andrade de Castro","André Castro","https://s.glbimg.com/es/sde/f/2017/05/11/9b573723fd4d39c5179b8dfc70e31b3f_FORMATO.png",82754,32,"ATL","mei","Suspenso",2.1,2.44,0.1,1.23,27,"Atlético-GO",6,33,2,10,NA,51,40,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA
"499","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,32,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Luan Peres Petroni","Luan Peres ","https://s.glbimg.com/es/sde/f/2017/06/01/3543e150d67d69e4fd1bd3112e7533b6_FORMATO.png",84847,32,"PON","zag","Nulo",0,3.13,0,2.72,11,"Ponte Preta",3,4,1,6,NA,16,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Gilvan Souza Correa","Gilvan","https://s.glbimg.com/es/sde/f/2017/07/15/ebd13d8be899ba33a4d355f813dae956_FORMATO.png",82773,32,"ATL","zag","Provável",0.6,3.96,-0.44,2.27,19,"Atlético-GO",4,21,2,10,1,34,19,2,NA,NA,NA,5,1,2,NA,NA,NA,NA
"502","Lucas Henrique Frigeri","Lucas Frigeri","https://s.glbimg.com/es/sde/f/2017/08/31/69342a674d05e1477ff2f22b57ea61ac_FORMATO.png",84854,32,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Toshiya Tojo","Toshi","https://s.glbimg.com/es/sde/f/2017/04/28/5e3d92955c32b6c74898e471661e6390_FORMATO.png",82791,32,"AVA","ata","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",84855,32,"SPO","lat","Nulo",0,5.18,0,4.94,11,"Sport",1,11,1,8,NA,42,27,3,NA,NA,1,5,NA,NA,NA,NA,NA,NA
"505","Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2017/10/14/1611b8e187b0c2fb2db3a9fee2b2ab14_FORMATO.png",82787,32,"AVA","ata","Nulo",0.4,3.57,-0.3,1.94,24,"Avaí",2,39,9,24,1,25,18,NA,NA,NA,NA,13,11,3,NA,NA,1,NA
"506","Matheus Antunes Ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2017/05/02/3592f0162c6d3041f5e47fca40d7d1a3_FORMATO.png",82943,32,"SAN","lat","Contundido",0,5.76,0,5.2,4,"Santos",1,2,1,1,NA,6,2,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"507","Tomas Almino Bastos Silva","Tomas Bastos","https://s.glbimg.com/es/sde/f/2017/05/12/49edceaecc771a87995470ae4d955ddc_FORMATO.png",82817,32,"COR","mei","Nulo",0,11.25,0,2.45,12,"Coritiba",2,16,6,8,NA,28,8,NA,NA,NA,1,8,1,2,NA,NA,NA,NA
"508","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2017/05/02/5c01ab099352ecad2baaa0a00f978720_FORMATO.png",85591,32,"PON","lat","Nulo",0,4,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Alberto Valentim do Carmo Neto","Alberto Valentim","https://s.glbimg.com/es/sde/f/2017/10/13/eb83ab3bc8ab396e846e058adad3f4f4_FORMATO.png",84863,32,"PAL","tec","Provável",3.35,14.73,0.04,4.89,5,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_FORMATO.png",83004,32,"ATL","mei","Suspenso",1.4,7.34,-0.11,3.16,23,"Atlético-MG",6,23,9,42,1,20,15,NA,NA,NA,1,20,NA,3,NA,NA,NA,NA
"511","Alex da Silva","Alex Silva","https://s.glbimg.com/es/sde/f/2017/05/19/2b09d527bb18b6dca83703fbbe498920_FORMATO.png",84861,32,"ATL","lat","Contundido",0,5.29,0,3.27,12,"Atlético-MG",5,24,1,19,NA,36,18,3,NA,NA,3,2,1,NA,NA,NA,NA,NA
"512","Patrick Bezerra do Nascimento","Patrick","https://s.glbimg.com/es/sde/f/2017/06/07/0219a437ca7aaad582008a68c498172f_FORMATO.png",83433,32,"SPO","mei","Suspenso",2.8,10.72,0.2,4.94,25,"Sport",4,42,4,43,NA,72,73,NA,NA,NA,NA,8,NA,3,NA,NA,1,NA
"513","Yuri Lima Lara","Yuri","https://s.glbimg.com/es/sde/f/2017/07/28/9faecc1eba5c2827c12fafed4ec43a87_FORMATO.png",83263,32,"BAH","mei","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2017/04/23/e94d073bb6cefa100cd1ed8d0f8a6291_FORMATO.png",83048,32,"GRE","zag","Provável",0,6.87,0,2.99,12,"Grêmio",1,8,1,8,NA,19,10,3,NA,NA,NA,1,NA,2,NA,1,NA,NA
"515","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2017/02/20/45d2685cedfee93ebf07f010f670c2ef_FORMATO.png",84890,32,"VIT","lat","Nulo",0,6.31,0,2.35,2,"Vitória",NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2017/07/26/d3484768bc48ad214ba1ea35149b30ba_FORMATO.png",83266,32,"SAO","mei","Provável",-1.4,9.81,-1.69,3.65,16,"São Paulo",NA,14,6,6,1,34,12,NA,NA,NA,NA,4,NA,5,NA,NA,NA,NA
"517","Lucas Otávio Veiga Lopes","Lucas Otávio ","https://s.glbimg.com/es/sde/f/2017/04/28/c9abc289eaace4a40039be6a64b6711d_FORMATO.png",84896,32,"AVA","mei","Nulo",0,2.96,0,0.85,9,"Avaí",NA,2,NA,1,NA,5,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"518","Henrique Silva Milagres","Henrique","https://s.glbimg.com/es/sde/f/2017/04/24/98783f94705be5ed728032062068f73c_FORMATO.png",84893,32,"VAS","lat","Provável",-0.2,7.2,-1.17,3.13,16,"Vasco",1,23,3,25,NA,41,21,3,NA,NA,2,1,2,NA,NA,NA,NA,NA
