"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FF","FS","I","PE","RB","CV","SG","DD","GS","A","FD","G","PP","FT","DP","GC"
"420","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",84558,11,"CRU","mei","Provável",2.4,7.37,-0.09,3.67,10,"Cruzeiro",NA,9,5,9,NA,25,21,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"421","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2017/02/18/b7a330e0d5bd3f0a08e5a533efd8db02_FORMATO.png",84585,11,"BAH","mei","Suspenso",-2.6,10.28,-1.23,2.92,10,"Bahia",3,7,NA,14,3,33,13,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA
"422","Denilson Pereira Junior","Denilson","https://s.glbimg.com/es/sde/f/2017/06/09/1733878d67ca979f4e3dabc8e12db8a0_FORMATO.png",84718,11,"SAO","ata","Provável",-0.1,2.57,-1.21,1.48,6,"São Paulo",NA,4,3,7,NA,17,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"423","Judson Silva Tavares","Judson","https://s.glbimg.com/es/sde/f/2017/04/28/5423c8443b5f4d0ce027e1d31b9aa3ff_FORMATO.png",84691,11,"AVA","mei","Provável",1.5,4.38,0.18,1.36,10,"Avaí",2,18,4,6,NA,28,13,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"424","Nilton Soares Rodrigues","Niltinho","https://s.glbimg.com/es/sde/f/2017/07/05/f10b19ee0f7e394c770fa6f2348452e4_FORMATO.png",84703,11,"ATL","ata","Nulo",0,3.54,0,-0.4,2,"Atlético-GO",NA,4,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Claudinei dos Santos Oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2017/04/28/1e4e67f7f6051b298a7679a0b9d1d0c8_FORMATO.png",84761,11,"AVA","tec","Provável",5.35,7.07,0.04,2.85,11,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Antônio Filipe Gonzaga de Aquino","Feijão","https://s.glbimg.com/es/sde/f/2017/02/21/1838c850cdc3128d9f6db4d6c5738379_FORMATO.png",84313,11,"BAH","mei","Nulo",0,2.06,0,0.05,2,"Bahia",NA,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Luan Peres Petroni","Luan Peres ","https://s.glbimg.com/es/sde/f/2017/06/01/3543e150d67d69e4fd1bd3112e7533b6_FORMATO.png",84847,11,"PON","zag","Nulo",0,2.16,0,1.75,2,"Ponte Preta",1,1,NA,1,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2017/05/02/771b51917a7ef2187ffea3d1e0fc9277_FORMATO.png",84917,11,"PON","lat","Nulo",3.6,5.18,0.15,3.8,3,"Ponte Preta",1,4,1,1,NA,14,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,11,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",84855,11,"SPO","lat","Nulo",0,4.68,0,4.07,3,"Sport",1,4,1,4,NA,11,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2017/02/20/45d2685cedfee93ebf07f010f670c2ef_FORMATO.png",84890,11,"VIT","lat","Nulo",0,6.31,0,2.35,2,"Vitória",NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2017/04/03/bd1a20fcc43bf36e13dd321aa526e278_FORMATO.png",84926,11,"ATL","mei","Nulo",1.2,1.57,-0.22,0.45,6,"Atlético-MG",3,13,1,2,NA,15,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"433","Alex da Silva","Alex Silva","https://s.glbimg.com/es/sde/f/2017/05/19/2b09d527bb18b6dca83703fbbe498920_FORMATO.png",84861,11,"ATL","lat","Nulo",6.2,5.53,0.27,4.72,6,"Atlético-MG",2,14,1,10,NA,17,11,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"434","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2017/04/18/88bed79a8233a59ca86c67f41db42e85_FORMATO.png",84848,11,"PAL","ata","Nulo",-1.4,3.93,-1.42,2.32,5,"Palmeiras",NA,4,2,2,1,6,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"435","Henrique Silva Milagres","Henrique","https://s.glbimg.com/es/sde/f/2017/04/24/98783f94705be5ed728032062068f73c_FORMATO.png",84893,11,"VAS","lat","Provável",4.8,8.74,-0.04,3.85,11,"Vasco",1,13,1,17,1,29,17,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA
"436","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/d75b985086acd9eb03422fe01ce0693f_FORMATO.png",84927,11,"CHA","mei","Nulo",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Fabrício Santos de Jesus","Fabrício Baiano","https://s.glbimg.com/es/sde/f/2017/04/24/ef2f4ee2eae252d21c41b30f81cec2a8_FORMATO.png",84993,11,"COR","mei","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Elder Santana Conceição","Elder Santana","https://s.glbimg.com/es/sde/f/2017/06/15/1dcf005eb752d162ab97dbe8abe498a8_FORMATO.png",84925,11,"ATL","ata","Provável",0,0.76,0,0,1,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Lucas Otávio Veiga Lopes","Lucas Otávio ","https://s.glbimg.com/es/sde/f/2017/04/28/c9abc289eaace4a40039be6a64b6711d_FORMATO.png",84896,11,"AVA","mei","Nulo",0,3.15,0,-0.3,2,"Avaí",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2016/04/29/62d23ea7816659aafaf60c6e6027764f_FORMATO.png",85004,11,"FLU","gol","Nulo",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Robert Gonçalves Santos","Robert ","https://s.glbimg.com/es/sde/f/2017/06/09/64450e07dea4504ab9914e254f7ba3f5_FORMATO.png",85121,11,"FLU","mei","Nulo",0,4,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Vinicius Silvestre da Costa","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,11,"PAL","gol","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Gabriel Augusto Xavier","Gabriel Xavier","https://s.glbimg.com/es/sde/f/2017/02/18/da7a7c4d50031991e49615ff009cd118_FORMATO.png",85040,11,"VIT","mei","Nulo",-0.3,4.34,-0.38,1.5,7,"Vitória",NA,9,1,7,1,13,6,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"444","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2017/04/24/d4c75e365c9c04af042bf7ff378d60c7_FORMATO.png",85586,11,"COR","mei","Suspenso",0.6,7.02,-0.47,2.62,10,"Coritiba",3,23,6,8,NA,29,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2017/05/31/6bc774b62632d57e756a9e0533fcfd85_FORMATO.png",85423,11,"ATL","mei","Provável",0,8.49,0,2.64,5,"Atlético-MG",NA,5,2,10,1,11,3,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA
"446","Thalles Lima","Thalles","https://s.glbimg.com/es/sde/f/2017/04/24/3201728e4a68e69b6c3e6fc2f8f5b1e1_FORMATO.png",85211,11,"VAS","ata","Nulo",10.2,5.47,2.25,3.3,3,"Vasco",NA,7,1,4,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"447","Orlando Enrique Berrío Meléndez","Berrío ","https://s.glbimg.com/es/sde/f/2017/04/24/7b390ea7b4f8d9ae25e9e72d40cf4d97_FORMATO.png",85300,11,"FLA","ata","Nulo",2,4.32,-0.75,1.38,5,"Flamengo",1,4,1,2,NA,13,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"448","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,11,"SPO","mei","Nulo",0,3.2,0,2.3,1,"Sport",NA,2,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2017/04/03/f77329e6065eec16e496b8b12ad6384a_FORMATO.png",85418,11,"ATL","gol","Nulo",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Yerry Fernando Mina González","Yerry Mina","https://s.glbimg.com/es/sde/f/2017/04/18/5d127fbc9c3d26f69de26952da18b809_FORMATO.png",85241,11,"PAL","zag","Provável",0,15.15,0,5.38,6,"Palmeiras",3,14,2,7,1,15,12,NA,3,NA,NA,NA,2,1,NA,NA,NA,NA
"451","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2017/05/02/f85d6ca954388c9c5635f0e28f95b5cf_FORMATO.png",85425,11,"SAN","gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2017/05/02/5c01ab099352ecad2baaa0a00f978720_FORMATO.png",85591,11,"PON","lat","Nulo",0,4,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,11,"PAL","mei","Nulo",0,2.64,0,1.35,2,"Palmeiras",NA,2,NA,1,NA,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"454","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2017/04/24/5b71e14cce546da5e531c172e54e0ce2_FORMATO.png",85629,11,"COR","mei","Contundido",0,6,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Miguel Angel Borja Hernandez","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,11,"PAL","ata","Nulo",1.6,17.36,0.08,4.52,6,"Palmeiras",1,8,6,9,3,6,1,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA
"456","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_FORMATO.png",86143,11,"ATL","zag","Provável",-1.2,5.73,-1.9,7.44,5,"Atlético-PR",1,4,NA,2,1,6,5,NA,3,NA,NA,NA,3,2,NA,NA,NA,NA
"457","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2017/04/18/9a9a735957f9522e9ffcf1664bd29a44_FORMATO.png",86410,11,"BOT","lat","Provável",-0.4,11.68,-0.72,5.23,9,"Botafogo",2,12,2,9,NA,19,17,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA
"458","Leonardo Pinheiro da Conceição","Léo","https://s.glbimg.com/es/sde/f/2017/01/13/cc39276a755987fc3b57896f3b160fa6_FORMATO.png",85626,11,"FLU","lat","Provável",1.2,3.67,0.35,0.74,10,"Fluminense",1,18,NA,5,2,20,7,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
"459","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2017/05/19/68d8c5dda3ea6323520ddfd58086f176_FORMATO.png",86411,11,"ATL","lat","Provável",1,3.77,0.11,2.41,7,"Atlético-GO",NA,11,4,5,6,23,10,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA
"460","Walterson Silva","Walterson","https://s.glbimg.com/es/sde/f/2017/04/27/97d6aedd55de114d9c932ce2e9901989_FORMATO.png",86323,11,"ATL","ata","Nulo",0,1.63,0,-0.25,6,"Atlético-GO",NA,9,NA,2,NA,8,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"461","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,11,"PAL","ata","Nulo",3.7,6.44,0.45,2.36,10,"Palmeiras",1,10,3,7,2,27,8,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA
"462","Milton Mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2017/04/26/7b563b4abe14ffb25496b6fcd414bd88_FORMATO.png",86486,11,"VAS","tec","Provável",2.55,8.93,-0.37,3.69,11,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,11,"CHA","gol","Provável",-2,3.72,-0.18,0.15,11,"Chapecoense",1,NA,NA,5,NA,10,NA,NA,3,11,22,NA,NA,NA,NA,NA,NA,NA
"464","Giovanny Bariani Marques","Giovanny ","https://s.glbimg.com/es/sde/f/2017/04/23/953f5c26291d830bd5f2074bac7a9ab0_FORMATO.png",92085,11,"ATL","ata","Nulo",0,4,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Jair Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2017/04/23/2fb7d8d8b307b409308c2dfefeace799_FORMATO.png",92180,11,"BOT","tec","Provável",1.8,10.7,-0.08,3.87,11,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Andrew Erik Feitosa","Morato","https://s.glbimg.com/es/sde/f/2017/04/28/773338b7d4efec23c8bd970486c9ff68_FORMATO.png",86227,11,"SAO","ata","Contundido",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Mário Sérgio Pereira Junior","Mário","https://s.glbimg.com/es/sde/f/2017/02/21/1242841d640e4683a423b3f381264bd0_FORMATO.png",92084,11,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/7c68f11162db883d1bca790a596547c2_FORMATO.png",86519,11,"SPO","mei","Provável",3,4.13,0.27,0.99,7,"Sport",NA,8,4,6,NA,37,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"469","José Carlos Ferreira Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/05/19/c9034f677a1130c41ddac32cafd3e7b5_FORMATO.png",92182,11,"PAL","zag","Suspenso",5,9.98,0.96,3.52,8,"Palmeiras",3,14,2,3,NA,22,17,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA
"470","Leonardo Rodrigues Lima","Léo Jabá","https://s.glbimg.com/es/sde/f/2017/04/23/058bb73bb130e252611095356510dc58_FORMATO.png",92191,11,"COR","ata","Nulo",0,3.68,0,1.2,1,"Corinthians",NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Caíque Luiz Santos da Purificação","Caíque","https://s.glbimg.com/es/sde/f/2017/05/28/bd5b4ba3004a61c7aee152418fb5f62f_FORMATO.png",92207,11,"VIT","gol","Nulo",0,5,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Ravanelli Ferreira dos Santos","Ravanelli","https://s.glbimg.com/es/sde/f/2017/05/02/8f0af7ca793a5e7d64717b42fa7dc181_FORMATO.png",92193,11,"PON","mei","Nulo",0,8.16,0,2.37,3,"Ponte Preta",NA,1,1,7,1,15,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"473","Lucas Lovat","Lucas Lovat","https://s.glbimg.com/es/sde/f/2017/05/17/fc2567ecebd5db9e5f21e72ef3cbd9e5_FORMATO.png",92501,11,"AVA","lat","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Matheus Phillipe Coutinho Gomes","Matheus Phillipe","https://s.glbimg.com/es/sde/f/2016/04/29/92c915db9d214a7b498d2733568b14c2_FORMATO.png",92438,11,"FLU","gol","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Douglas Augusto Soares Gomes","Douglas","https://s.glbimg.com/es/sde/f/2016/04/29/8612e800a41c6399f2e6910886f19110_FORMATO.png",92497,11,"FLU","mei","Nulo",0,3.78,0,-1,2,"Fluminense",2,3,NA,1,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Mateus da Silva Vital Assumpção","Mateus Vital","https://s.glbimg.com/es/sde/f/2017/04/24/fde017fc32efb6582710007242bff4d4_FORMATO.png",93108,11,"VAS","mei","Provável",4.4,9.09,0.92,3.13,11,"Vasco",1,10,3,21,NA,12,9,NA,NA,NA,NA,2,7,NA,NA,NA,NA,NA
"477","Kaio Silva Mendes","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,11,"GRE","mei","Nulo",2.4,3.76,-0.19,2.6,2,"Grêmio",NA,4,1,8,NA,4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"478","Rafaelson Bezerra Fernandes","Rafaelson","https://s.glbimg.com/es/sde/f/2016/05/01/76126c4ff37910430233fdce362777d0_FORMATO.png",92614,11,"VIT","ata","Nulo",0,2.67,0,0.6,3,"Vitória",NA,5,3,2,NA,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"479","Claudio Luiz Rodrigues Parise Leonel","Claudinho","https://s.glbimg.com/es/sde/f/2017/06/01/7214c13dbff3a0e34d7a62814d535aa2_FORMATO.png",92630,11,"PON","ata","Nulo",-0.9,0.78,0,-0.33,6,"Ponte Preta",NA,8,4,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Ronaldo da Silva Souza","Ronaldo","https://s.glbimg.com/es/sde/f/2017/04/24/a7cc055787fa2bae6bf37d7cd2009e85_FORMATO.png",92981,11,"FLA","mei","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Denilson dos Santos de Souza","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,11,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Yan Matheus Santos Souza","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,11,"PAL","mei","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Fábio Carvalho Matos","Fábio","https://s.glbimg.com/es/sde/f/2016/05/01/b3866c797355a02c74cb112a4fbaa9a5_FORMATO.png",93282,11,"SPO","mei","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Thiago Nascimento dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/24/da02549341377bcfce44aee65a275298_FORMATO.png",93151,11,"FLA","ata","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Lucas Veríssimo da Silva","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2017/05/02/0198bbb1258bc8a618b6ef67781a60a6_FORMATO.png",93368,11,"SAN","zag","Provável",0,6.76,0,3.98,10,"Santos",2,7,2,2,NA,17,10,NA,6,NA,NA,NA,3,NA,NA,NA,NA,NA
"486","Guilherme Henrique Silva Nogueira","Guilherme",NA,93490,11,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Rodrigo Nascimento França ","Rodrigo Becão","https://s.glbimg.com/es/sde/f/2017/02/21/4cecb2d3b0bd0d5da24fc2c3b6d7b170_FORMATO.png",93369,11,"BAH","zag","Nulo",0,3.42,0,2.16,5,"Bahia",1,4,1,4,NA,8,5,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"488","Augusto de Souza Silva","Augusto","https://s.glbimg.com/es/sde/f/2017/04/18/4e94d8b6d0b298c84f952ecfac2c11eb_FORMATO.png",93378,11,"PAL","zag","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Eriélton Carlos Pacheco","Pachequinho","https://s.glbimg.com/es/sde/f/2016/07/12/20b53e4a4f3eb900bbb4bee06e40526d_FORMATO.png",93153,11,"COR","tec","Provável",4,9.89,0.43,3.74,11,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Igor Henrique Martins Machado","Igor","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",93551,11,"ATL","mei","Nulo",0,3.61,0,1.3,7,"Atlético-GO",3,23,2,11,2,18,13,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"491","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,11,"BOT","zag","Provável",0,9.19,0,2.73,7,"Botafogo",3,11,1,2,1,24,8,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA
"492","Peterson Silvino da Cruz","Peu","https://s.glbimg.com/es/sde/f/2017/06/09/1800983023e7cb2e73bd054ad50e2f05_FORMATO.png",93739,11,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Alan Cardoso de Andrade","Alan Cardoso","https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png",93785,11,"VAS","lat","Nulo",0,1.21,0,-1.3,1,"Vasco",1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2016/05/01/9159bcd85db743f56cfb40ade72eba88_FORMATO.png",93746,11,"SPO","ata","Nulo",3.6,3.23,0.62,1.36,5,"Sport",1,5,3,5,NA,7,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"495","Evander da Silva Ferreira","Evander","https://s.glbimg.com/es/sde/f/2017/04/06/2df6998f5d8a75cf5337b55ad525fd7d_FORMATO.png",93788,11,"VAS","mei","Nulo",0,0.8,0,-1.65,2,"Vasco",1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Andrey Ramos do Nascimento","Andrey","https://s.glbimg.com/es/sde/f/2017/04/06/f30ccd95961eb8e4131995d63a8fcc34_FORMATO.png",93787,11,"VAS","mei","Nulo",0,1,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Luis Ángel Salazar Cuesta","Salazar","https://s.glbimg.com/es/sde/f/2017/04/28/54e5ebd574f6ef20650d90d7e32baf44_FORMATO.png",93986,11,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Rafael Augusto Leite Fachin","Rafael Fachin","https://s.glbimg.com/es/sde/f/2017/04/24/89058efe339ca56ee7de3d841f4c36f9_FORMATO.png",93846,11,"COR","gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Lucas Oliveira de França","Lucas França","https://s.glbimg.com/es/sde/f/2017/04/22/c63baf2496083057957e4f2bd2ac3847_FORMATO.png",93869,11,"CRU","gol","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Márcio Almeida de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2017/04/18/82f4f9a2d122680dcc40e55727214711_FORMATO.png",93797,11,"BOT","lat","Contundido",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Caio Monteiro Costa","Caio Monteiro","https://s.glbimg.com/es/sde/f/2017/04/06/1be1912d42afdf3054cbab8eb7709907_FORMATO.png",93789,11,"VAS","ata","Nulo",0,2.53,0,4.1,2,"Vasco",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
