"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name"
"218","Paulo César Autuori de Mello","paulo-autuori","Paulo Autuori","https://s.glbimg.com/es/sde/f/2020/07/19/6b2dbf503589c5cd94793b949e37ab80_FORMATO.png",36943,1,263,"tec","Provável",0,8,0,0,0,"Botafogo"
"219","Ramón Martínez López","ramon-martinez","Ramón Martínez","https://s.glbimg.com/es/sde/f/2019/06/14/f452299e051661e5307fd72b085fcdcc_FORMATO.png",92155,1,282,"mei","Nulo",0,4,0,0,0,"Atlético-MG"
"220","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2019/09/16/326457da2c79ca194d2abecdf7ec0ff8_FORMATO.png",62977,1,266,"mei","Nulo",0,6,0,0,0,"Fluminense"
"221","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2020/02/28/8770cf398ed3dd9915d0b1bbd4d13262_FORMATO.png",96652,1,282,"mei","Provável",0,8,0,0,0,"Atlético-MG"
"222","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2020/03/01/80ca783f6c1ed5ef384d190eed6ccd34_FORMATO.png",93797,1,263,"lat","Dúvida",0,6,0,0,0,"Botafogo"
"223","Augusto Sérgio Ferreira","guto-ferreira","Guto Ferreira","https://s.glbimg.com/es/sde/f/2020/07/19/37fe3fab756c44fa3a64d440c3298942_FORMATO.png",37245,1,354,"tec","Provável",0,5,0,0,0,"Ceará"
"224","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2020/07/23/d754afbf0688120fadf03222730e5233_FORMATO.png",38001,1,265,"gol","Provável",0,3,0,0,0,"Bahia"
"225","Wellington Daniel Bueno","bueno","Bueno","https://s.glbimg.com/es/sde/f/2020/07/16/aac07f2ce09e67e2e4045cc55b578243_FORMATO.png",97425,1,282,"zag","Nulo",0,5,0,0,0,"Atlético-MG"
"226","Gustavo Henrique Santos","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/16/16c2244142496297f68b7e500836bf2b_FORMATO.png",107963,1,282,"zag","Nulo",0,2,0,0,0,"Atlético-MG"
"227","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2019/09/03/c5155b30c6acc6a38a5a757dbc17f60c_FORMATO.png",98765,1,282,"ata","Dúvida",0,2,0,0,0,"Atlético-MG"
"228","Matheus Bonifacio Saldanha Marinho","saldanha","Saldanha","https://s.glbimg.com/es/sde/f/2020/07/16/61b9f7b4e75ec5b35b48d42b3b848e54_FORMATO.png",107088,1,265,"ata","Nulo",0,2,0,0,0,"Bahia"
"229","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2019/09/06/acd2cdb349571e15dd4dea6f3da3be3c_FORMATO.png",106199,1,267,"mei","Nulo",0,3,0,0,0,"Vasco"
"230","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png",37688,1,263,"mei","Nulo",0,7,0,0,0,"Botafogo"
"231","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2020/07/23/64f95e587c904e0e5980af5e1af88314_FORMATO.png",49651,1,265,"zag","Nulo",0,4,0,0,0,"Bahia"
"232","Luiz Otávio Alves Marcolino","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/03/01/c0d9bec2c3fec7a81266729603ed2582_FORMATO.png",94269,1,263,"mei","Nulo",0,3,0,0,0,"Botafogo"
"233","Guilherme Oliveira Santos","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/03/01/6979e564242e4e6905c0118a015237b2_FORMATO.png",50346,1,263,"lat","Nulo",0,4,0,0,0,"Botafogo"
"234","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b853b7148bc822996c8074255a69a3c4_FORMATO.png",38910,1,282,"ata","Nulo",0,8,0,0,0,"Atlético-MG"
"235","Salomon Armand Magloire Kalou","kalou","Kalou","https://s.glbimg.com/es/sde/f/2020/07/16/451a2fa76b49b01f7f7f2b384b1c4a58_FORMATO.png",69524,1,263,"ata","Nulo",0,9,0,0,0,"Botafogo"
"236","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2019/08/16/9104ad20d057e39846d6451e44b0e5b8_FORMATO.jpeg",104678,1,267,"ata","Nulo",0,3,0,0,0,"Vasco"
"237","Maílton dos Santos de Sá","mailton","Maílton","https://s.glbimg.com/es/sde/f/2020/02/28/c2ccc891f0bac76a05c0d1cd18cede6c_FORMATO.png",97898,1,282,"lat","Nulo",0,4,0,0,0,"Atlético-MG"
"238","Ruan Renato Bonifácio Augusto","ruan-renato","Ruan Renato","https://s.glbimg.com/es/sde/f/2020/03/01/c173584f1d551208eea9c6fbac1fefe3_FORMATO.png",96047,1,263,"zag","Nulo",0,2,0,0,0,"Botafogo"
"239","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2020/07/23/5ace39f85dd3b6decabc7e92c380e9cf_FORMATO.png",62033,1,265,"ata","Nulo",0,6,0,0,0,"Bahia"
"240","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2018/05/07/51441cf2ec940cdfbdef8dd0ee853621_FORMATO.png",83004,1,282,"mei","Nulo",0,14,0,0,0,"Atlético-MG"
"241","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2020/07/23/2e933c61b3af3ba4cb2a4ddb6da0ce98_FORMATO.png",91102,1,265,"mei","Provável",0,6,0,0,0,"Bahia"
"242","Rafael Augusto Sobis do Nascimento","rafael-sobis","Rafael Sobis","https://s.glbimg.com/es/sde/f/2020/03/01/07d469e7953e91ccc61088458f4c6397_FORMATO.png",37798,1,354,"ata","Nulo",0,8,0,0,0,"Ceará"
"243","Pedro Raul Garay da Silva","pedro-raul","Pedro Raul","https://s.glbimg.com/es/sde/f/2020/03/01/a9eff7e76be6852105bc805128846d3a_FORMATO.png",98225,1,263,"ata","Provável",0,7,0,0,0,"Botafogo"
"244","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2019/03/29/d49f2565289d4bf121348ef17d5a2cc2_FORMATO.png",52253,1,282,"zag","Provável",0,9,0,0,0,"Atlético-MG"
"245","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2020/07/23/73b5168e7153d03026f7793518fe9dd9_FORMATO.png",68808,1,265,"lat","Nulo",0,8,0,0,0,"Bahia"
"246","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2020/02/28/7b09893ee3434ec5909a9303dca5ff95_FORMATO.png",85931,1,282,"mei","Provável",0,6,0,0,0,"Atlético-MG"
"247","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,1,263,"zag","Provável",0,7,0,0,0,"Botafogo"
"248","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2020/03/02/a44ce5150145201cb2e17e412ff95656_FORMATO.png",50645,1,354,"lat","Nulo",0,5,0,0,0,"Ceará"
"249","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,1,263,"zag","Provável",0,2,0,0,0,"Botafogo"
"250","Diego Terra Loureiro","diego-loureiro","Diego Loureiro","https://s.glbimg.com/es/sde/f/2020/03/01/4aa545bef3f6f79e2004bcd20b92e8e7_FORMATO.png",99430,1,263,"gol","Nulo",0,1,0,0,0,"Botafogo"
"251","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2020/03/02/2da2700754fb23a9fcc3cbbe28cf447b_FORMATO.png",68696,1,354,"ata","Nulo",0,4,0,0,0,"Ceará"
"252","Elton Júnior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2020/07/23/6bddafb802eca51fa3ab23c76e52a1b1_FORMATO.png",71719,1,265,"mei","Nulo",0,5,0,0,0,"Bahia"
"253","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,1,282,"gol","Nulo",0,10,0,0,0,"Atlético-MG"
"254","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2020/03/02/48f74d37e908c5f5cf68c0ccaf907aca_FORMATO.png",90846,1,354,"zag","Nulo",0,6,0,0,0,"Ceará"
"255","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2020/07/23/5494878f1aef0da3887e8e78c9f6e139_FORMATO.png",74140,1,265,"ata","Provável",0,7,0,0,0,"Bahia"
"256","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2020/07/20/dc33647201f8156e6ccfacd8ecd1cf1d_FORMATO.png",92981,1,265,"mei","Provável",0,4,0,0,0,"Bahia"
"257","Fernando Peixoto Costanza","fernando","Fernando","https://s.glbimg.com/es/sde/f/2019/03/28/0e1597e7f7c233c1663c9739a327843b_FORMATO.png",99550,1,263,"lat","Nulo",0,3,0,0,0,"Botafogo"
"258","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2019/03/28/0323fda54c2149f1f78b04bb3c9dcb1f_FORMATO.png",70925,1,354,"mei","Nulo",0,4,0,0,0,"Ceará"
"259","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2019/03/28/27579304db4774273de16432633427c2_FORMATO.png",78654,1,354,"zag","Nulo",0,3,0,0,0,"Ceará"
"260","Rhuan Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,1,263,"ata","Nulo",0,2,0,0,0,"Botafogo"
"261","Felipe de Oliveira Silva","felipe-baxola","Felipe Baxola","https://s.glbimg.com/es/sde/f/2020/03/02/a6b441d755d11d4c4cee6850b8edddf7_FORMATO.png",71113,1,354,"mei","Contundido",0,5,0,0,0,"Ceará"
"262","Lucas Barros da Cunha","lucas-barros","Lucas Barros","https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png",104650,1,263,"lat","Nulo",0,2,0,0,0,"Botafogo"
"263","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/28/a0c1c9f69e5607f8a09bca2e4d7b6bc8_FORMATO.png",93791,1,265,"mei","Nulo",0,4,0,0,0,"Bahia"
"264","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2020/07/23/8673aa3ad493dd8b6692cdcf7143b3e2_FORMATO.png",78584,1,265,"gol","Contundido",0,9,0,0,0,"Bahia"
"265","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2019/03/28/27b9b114a61039b0185e25a34be02245_FORMATO.png",78851,1,354,"gol","Nulo",0,4,0,0,0,"Ceará"
"266","William Oliveira dos Santos","william-oliveira","William Oliveira","https://s.glbimg.com/es/sde/f/2020/03/02/39d250a4d190bffff7e9fbf0111d822b_FORMATO.png",94297,1,354,"mei","Contundido",0,3,0,0,0,"Ceará"
"267","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2019/08/16/8e3c5ccebdf6654eccebf07bede22004_FORMATO.png",96340,1,354,"mei","Nulo",0,6,0,0,0,"Ceará"
"268","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2020/02/28/d95ca5159ff4c4c6749ff6b844ceadb0_FORMATO.png",94968,1,265,"lat","Provável",0,5,0,0,0,"Bahia"
"269","Roger Machado Marques","roger-machado","Roger Machado ","https://s.glbimg.com/es/sde/f/2019/04/29/8982a435477e1d2bde62d75552c4bbfe_FORMATO.png",79437,1,265,"tec","Provável",0,7,0,0,0,"Bahia"
"270","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2020/03/02/65eb6383d1eef941a4b0e88084a8b4f4_FORMATO.png",79042,1,354,"zag","Provável",0,6,0,0,0,"Ceará"
"271","Vinícius Goes Barbosa de Souza","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/07/16/66a1394a24c6d86ac402a7ad916cf196_FORMATO.png",71162,1,354,"mei","Provável",0,7,0,0,0,"Ceará"
"272","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2020/07/23/9d019c35887c5b459155b29b81d6af85_FORMATO.png",94975,1,265,"mei","Nulo",0,3,0,0,0,"Bahia"
"273","Matheus Barcelos da Silva","matheus-babi","Matheus Babi","https://s.glbimg.com/es/sde/f/2020/07/20/bb2284f13a5e04e59749617f6cfd07bd_FORMATO.png",94444,1,263,"ata","Nulo",0,2,0,0,0,"Botafogo"
"274","Charles Rigon Mattos","charles","Charles","https://s.glbimg.com/es/sde/f/2020/03/02/2f897ea65a1bd1db59318a12e5c6d367_FORMATO.png",96342,1,354,"mei","Provável",0,4,0,0,0,"Ceará"
"275","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2020/02/28/5db2e42db98f2ac9bc8d90e9636d8f9a_FORMATO.png",80129,1,265,"mei","Nulo",0,4,0,0,0,"Bahia"
"276","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2020/02/28/d1a73b8fecfac4a570fdd44568d62e0f_FORMATO.png",81798,1,265,"ata","Nulo",0,6,0,0,0,"Bahia"
"277","Pedro Julião Azevedo Junior","juninho-quixada","Juninho Quixadá","https://s.glbimg.com/es/sde/f/2019/03/28/290762becedf23c80b831f923f4b7b33_FORMATO.png",71787,1,354,"mei","Nulo",0,3,0,0,0,"Ceará"
"278","Wenderson da Silva Costa Ferreira","wenderson","Wenderson","https://s.glbimg.com/es/sde/f/2020/03/01/131b3cba1cda3c9a209984c2381f5a7d_FORMATO.png",99474,1,263,"mei","Nulo",0,2,0,0,0,"Botafogo"
"279","Alexander Lecaros Aragón","lecaros","Lecaros","https://s.glbimg.com/es/sde/f/2020/03/01/53edbb0ca79d3f3796591671f994f93b_FORMATO.png",102276,1,263,"ata","Nulo",0,3,0,0,0,"Botafogo"
"280","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2019/03/28/8130912c9c6386df9e0982c031fd0299_FORMATO.png",80393,1,354,"mei","Nulo",0,5,0,0,0,"Ceará"
"281","Alyson Vinícius Almeida Neves","alyson","Alyson","https://s.glbimg.com/es/sde/f/2020/07/16/d2d8dba7990915f9cb778e454ae473a0_FORMATO.png",102330,1,354,"lat","Nulo",0,3,0,0,0,"Ceará"
"282","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2019/03/28/124aa9812703927dd6cfd2001e5b1299_FORMATO.png",71882,1,354,"gol","Nulo",0,4,0,0,0,"Ceará"
"283","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,1,263,"gol","Nulo",0,2,0,0,0,"Botafogo"
"284","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2020/07/23/d4779b1c4479f06f665d796b9eb346b7_FORMATO.png",95464,1,265,"mei","Nulo",0,9,0,0,0,"Bahia"
"285","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2019/03/28/2036fe932766e953f14ef5fc5ed37a53_FORMATO.png",84428,1,354,"mei","Provável",0,3,0,0,0,"Ceará"
"286","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2019/08/23/de2cbd55d0f687fecdd4b8346fddf148_FORMATO.png",99903,1,263,"ata","Nulo",0,2,0,0,0,"Botafogo"
"287","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2019/03/28/731bd0c1760d7e08394c9726255ba348_FORMATO.png",72359,1,354,"zag","Provável",0,7,0,0,0,"Ceará"
"288","Yuri Lima Lara","yuri","Yuri","https://s.glbimg.com/es/sde/f/2020/07/23/3d2d40b3316b7afa6197125fab552d72_FORMATO.png",83263,1,265,"mei","Nulo",0,1,0,0,0,"Bahia"
"289","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/21/d178a2c9aa56afb775c7a97c03fc4321_FORMATO.png",51413,1,264,"gol","Nulo",0,7,0,0,0,"Corinthians"
"290","Mateus Gonçalves Martins","mateus-goncalves","Mateus Gonçalves","https://s.glbimg.com/es/sde/f/2020/03/02/0f8cdae2b0676e92c2ccef0b10c4f252_FORMATO.png",103076,1,354,"ata","Nulo",0,4,0,0,0,"Ceará"
"291","Rick Jhonatan Lima Morais","rick","Rick","https://s.glbimg.com/es/sde/f/2019/05/07/16dd4157b1d7457f46c1c3f0e15cfc70_FORMATO.png",104459,1,354,"ata","Provável",0,2,0,0,0,"Ceará"
"292","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2020/07/23/dddef028f9e20a0ee451b41e0d30b74b_FORMATO.png",86143,1,265,"zag","Nulo",0,4,0,0,0,"Bahia"
"293","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2019/05/30/7d4922940f5a9f9151b4ed1421f520e9_FORMATO.png",88669,1,354,"ata","Nulo",0,5,0,0,0,"Ceará"
"294","Cléber Bomfim de Jesus","cleber","Cléber","https://s.glbimg.com/es/sde/f/2020/07/16/715ecd8cb7718372d50406be7b2b10d9_FORMATO.png",104125,1,354,"ata","Provável",0,2,0,0,0,"Ceará"
"295","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/02/28/63c70f39c75210a2afc1875bf96d34ec_FORMATO.png",87192,1,265,"lat","Nulo",0,6,0,0,0,"Bahia"
"296","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2020/03/02/bb3a75a802b180cef8ecf48d9cc025fa_FORMATO.png",90061,1,354,"lat","Provável",0,7,0,0,0,"Ceará"
"297","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2020/03/02/c130a3239b5a95d8a3a8b13ede4b4ad1_FORMATO.png",73384,1,354,"lat","Provável",0,9,0,0,0,"Ceará"
"298","Warley Leandro da Silva","warley","Warley","https://s.glbimg.com/es/sde/f/2020/03/01/d0a8e4730428e0cc54246ec2cbc1d50f_FORMATO.png",104646,1,263,"ata","Nulo",0,3,0,0,0,"Botafogo"
"299","Edilson Borba de Aquino","orinho","Orinho","https://s.glbimg.com/es/sde/f/2019/09/18/9f1f786a8f5492336ce841bf5479905b_FORMATO.png",95542,1,266,"lat","Nulo",0,4,0,0,0,"Fluminense"
"300","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6007b8a8c3569c3a81dae7a64a598076_FORMATO.png",78605,1,264,"mei","Dúvida",0,5,0,0,0,"Corinthians"
"301","Luis Henrique Tomaz de Lima","luis-henrique","Luis Henrique ","https://s.glbimg.com/es/sde/f/2020/07/20/838de214e88e75dcdc13c78f44cb20d1_FORMATO.png",105049,1,263,"ata","Provável",0,5,0,0,0,"Botafogo"
"302","Rodrigo Gomes dos Santos","rodrigao","Rodrigão","https://s.glbimg.com/es/sde/f/2020/03/02/2b9219cf2dd42545e6b9924980aa8718_FORMATO.png",90651,1,354,"ata","Nulo",0,6,0,0,0,"Ceará"
"303","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2020/07/23/fea20088b9a54c3a580480216fc65053_FORMATO.png",89273,1,265,"lat","Provável",0,6,0,0,0,"Bahia"
"304","Caio Alexandre Souza e Silva","caio-alexandre","Caio Alexandre","https://s.glbimg.com/es/sde/f/2020/07/20/29f9587aac296561c6706ec75204ca92_FORMATO.png",106323,1,263,"mei","Provável",0,5,0,0,0,"Botafogo"
"305","João Alves de Assis Silva","jo","Jô","https://s.glbimg.com/es/sde/f/2020/07/21/71eb3b59df93d002977cbc1dcaa52025_FORMATO.png",38138,1,264,"ata","Dúvida",0,11,0,0,0,"Corinthians"
"306","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png",78715,1,264,"mei","Provável",0,6,0,0,0,"Corinthians"
"307","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2019/03/28/893813a02cea9d96daf288036733d24e_FORMATO.png",78577,1,354,"mei","Provável",0,6,0,0,0,"Ceará"
"308","José Rogério de Oliveira Melo","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2020/03/02/c8be58a1034545aab052e3abdd25bca7_FORMATO.png",73540,1,354,"ata","Contundido",0,5,0,0,0,"Ceará"
"309","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2020/07/21/5dcf880865714624f3dd33ea666f3d81_FORMATO.png",93108,1,264,"mei","Nulo",0,7,0,0,0,"Corinthians"
"310","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2020/02/27/9f3f842d7b10bec8a93a658eaf22e73a_FORMATO.png",87747,1,266,"mei","Provável",0,6,0,0,0,"Fluminense"
"311","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2020/07/21/5b52e9c77ce07e75ed44e8584e771d63_FORMATO.png",68770,1,264,"mei","Provável",0,5,0,0,0,"Corinthians"
"312","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2020/07/21/7e91aeb17ccdb9585d3febb0d345e0a4_FORMATO.png",80664,1,264,"lat","Nulo",0,4,0,0,0,"Corinthians"
"313","Matheus Alvarenga de Oliveira","davo","Davó","https://s.glbimg.com/es/sde/f/2020/07/21/31711f2df06b5fbccca62e7cc6cf4a73_FORMATO.png",105533,1,264,"ata","Nulo",0,2,0,0,0,"Corinthians"
"314","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2019/09/16/470eb61e2a5cfe5b1cbe1bb955a0d0af_FORMATO.png",89883,1,266,"mei","Provável",0,5,0,0,0,"Fluminense"
"315","Mike dos Santos Nenatarvicius","mike","Mike","https://s.glbimg.com/es/sde/f/2020/07/18/dc546a92462d1feac57d96bf930566b0_FORMATO.png",72389,1,290,"ata","Provável",0,4,0,0,0,"Goiás"
"316","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/03/09/322b799218aef5659e98620f3364e767_FORMATO.png",100763,1,276,"mei","Nulo",0,3,0,0,0,"São Paulo"
"317","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,1,276,"lat","Provável",0,12,0,0,0,"São Paulo"
"318","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2020/07/21/c10deb3a4469411c9e7ee2bee05fbeea_FORMATO.png",95820,1,264,"zag","Nulo",0,2,0,0,0,"Corinthians"
"319","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2020/02/28/d56707307468fee6760b2d5954c925f9_FORMATO.png",83817,1,265,"ata","Provável",0,6,0,0,0,"Bahia"
"320","Fernando José Pacheco Rivas","fernando-pacheco","Fernando Pacheco","https://s.glbimg.com/es/sde/f/2020/02/27/6563dbdc539485f1f60e3a3e69381e16_FORMATO.png",98740,1,266,"ata","Nulo",0,5,0,0,0,"Fluminense"
"321","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2019/08/06/16f2189da0bf99090e0ae2773d4076eb_FORMATO.png",90569,1,266,"mei","Nulo",0,4,0,0,0,"Fluminense"
"322","Rodrigo Nestor Bertalia","rodrigo-nestor","Rodrigo Nestor","https://s.glbimg.com/es/sde/f/2019/12/07/0b3e5d02f629008714cf1410e53eb9b6_FORMATO.png",106822,1,276,"mei","Nulo",0,2,0,0,0,"São Paulo"
"323","José Joaquim de Carvalho","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/07/19/2b08a9e3d3b5c688b3944d8be207736e_FORMATO.png",94976,1,290,"ata","Nulo",0,1,0,0,0,"Goiás"
"324","Víctor Danilo Cantillo Jiménez","cantillo","Cantillo","https://s.glbimg.com/es/sde/f/2020/03/02/73fc67e78e28d846205cc92aff55d6e7_FORMATO.png",85315,1,264,"mei","Dúvida",0,8,0,0,0,"Corinthians"
"325","Matías Nicolás Viña Susperreguy","vina","Viña","https://s.glbimg.com/es/sde/f/2020/02/28/444cc845fe792b0fdd234c579e4c31de_FORMATO.png",98974,1,275,"lat","Provável",0,7,0,0,0,"Palmeiras"
"326","Mauro Boselli","boselli","Boselli","https://s.glbimg.com/es/sde/f/2020/07/21/bfd90faeec9d1f1103e6bcc353b87e20_FORMATO.png",69161,1,264,"ata","Dúvida",0,9,0,0,0,"Corinthians"
"327","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2020/07/21/690767cf8c7fe02ec2d1f9fb824b4ab1_FORMATO.jpeg",72142,1,264,"zag","Provável",0,5,0,0,0,"Corinthians"
"328","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2019/09/16/32a99ea5b65d641f4552626c5369e377_FORMATO.png",91708,1,266,"zag","Provável",0,6,0,0,0,"Fluminense"
"329","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,1,275,"mei","Nulo",0,3,0,0,0,"Palmeiras"
"330","Guilherme Vicentini Castellani","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2020/07/21/bb5062302e06646e9b5f34217a68a349_FORMATO.png",108539,1,264,"gol","Nulo",0,1,0,0,0,"Corinthians"
"331","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2020/02/27/d042737710cbd95b19135291da4488aa_FORMATO.png",100963,1,266,"ata","Nulo",0,3,0,0,0,"Fluminense"
"332","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2020/07/21/282e88366ff0e11540856b5dd644148a_FORMATO.png",86711,1,293,"mei","Nulo",0,5,0,0,0,"Athlético-PR"
"333","Janderson Santos de Souza","janderson","Janderson","https://s.glbimg.com/es/sde/f/2020/07/21/285889a336b77373cedb439f9d9c218c_FORMATO.png",97245,1,264,"ata","Nulo",0,5,0,0,0,"Corinthians"
