"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name"
"448","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,1,356,"mei","Provável",0,5,0,0,0,"Fortaleza"
"449","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png",68896,1,267,"lat","Nulo",0,7,0,0,0,"Vasco"
"450","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/07/17/4e5ce44ec701631cf975ec80abfd28fc_FORMATO.png",93882,1,280,"gol","Nulo",0,7,0,0,0,"Bragantino"
"451","Ruy Franco de Almeida Junior","ruy","Ruy","https://s.glbimg.com/es/sde/f/2020/03/02/f90b7a44cb9268d4fc3db1a3eee935fe_FORMATO.png",82939,1,294,"mei","Nulo",0,6,0,0,0,"Coritiba"
"452","Leandro Castan da Silva","leandro-castan","Leandro Castan","https://s.glbimg.com/es/sde/f/2019/05/22/05b8bf811c2a379cc00d41e1b7e66beb_FORMATO.png",38505,1,267,"zag","Dúvida",0,17,0,0,0,"Vasco"
"453","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2020/02/27/68f7bbcf97cceeca373d56392e1eb5f7_FORMATO.png",77809,1,285,"ata","Nulo",0,5,0,0,0,"Internacional"
"454","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2019/09/16/40b7b1cc3de40d354e30d2cf85c1fd24_FORMATO.png",38632,1,266,"zag","Provável",0,6,0,0,0,"Fluminense"
"455","José Edson Barros da Silva","edson-carius","Edson Cariús","https://s.glbimg.com/es/sde/f/2020/03/06/a912afd225813af94fe04dd912cdb701_FORMATO.png",91750,1,356,"ata","Nulo",0,4,0,0,0,"Fortaleza"
"456","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2019/03/26/de03c48f1b1b556b4876bcb937977dfa_FORMATO.png",91712,1,290,"gol","Nulo",0,1,0,0,0,"Goiás"
"457","Rodolfo Filemon de Oliveira da Silva","rodolfo-filemon","Rodolfo Filemon","https://s.glbimg.com/es/sde/f/2020/03/03/58a5f1fedb37779403b28bf802247d46_FORMATO.png",97925,1,294,"zag","Nulo",0,2,0,0,0,"Coritiba"
"458","Jefferson Junio Antonio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2019/08/16/99966209d47d25a71d37b4e2176290ee_FORMATO.png",95220,1,290,"lat","Nulo",0,5,0,0,0,"Goiás"
"459","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,1,292,"ata","Nulo",0,5,0,0,0,"Sport"
"460","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2018/09/27/3ded47ae372af2247cf245225f727efc_FORMATO.png",50408,1,267,"zag","Nulo",0,6,0,0,0,"Vasco"
"461","Ulisses Wilson Jeronymo Rocha ","ulisses","Ulisses","https://s.glbimg.com/es/sde/f/2020/07/21/9446d210e348888b7fb1c0f65956bcf6_FORMATO.png",101647,1,267,"zag","Dúvida",0,2,0,0,0,"Vasco"
"462","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2020/02/27/12e542636d28c0dc887fe6ae967dbe52_FORMATO.png",78865,1,285,"mei","Nulo",0,6,0,0,0,"Internacional"
"463","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2020/02/27/b98c2b43673020cc772d3bc348c42bf4_FORMATO.png",42145,1,266,"lat","Provável",0,6,0,0,0,"Fluminense"
"464","Bruno Nunes de Barros","bruno-tubarao","Bruno Tubarão","https://s.glbimg.com/es/sde/f/2020/07/17/6421a44483e7a66fec1b1e233b3b8ae3_FORMATO.png",93637,1,280,"mei","Nulo",0,3,0,0,0,"Bragantino"
"465","Elton Rodrigues Brandão","elton","Elton","https://s.glbimg.com/es/sde/f/2020/02/27/ac1ef4d59993ff8aa8d21020834a05ec_FORMATO.png",38588,1,292,"ata","Nulo",0,4,0,0,0,"Sport"
"466","Marcos Guilherme de Almeida Santos Matos","marcos-guilherme","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2020/02/27/cface4b2faa10e1c22eb8e5dfb7971ad_FORMATO.png",83266,1,285,"mei","Provável",0,6,0,0,0,"Internacional"
"467","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,1,292,"mei","Nulo",0,5,0,0,0,"Sport"
"468","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/17/8e2dc43e1417f351f8c8ab7fa9b05af1_FORMATO.png",92630,1,280,"ata","Nulo",0,7,0,0,0,"Bragantino"
"469","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2019/08/16/b5f403743092134524778b2bc6953aca_FORMATO.png",71604,1,290,"zag","Provável",0,5,0,0,0,"Goiás"
"470","Juan Sebastián Quintero Fletcher","quintero","Quintero","https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png",96382,1,356,"zag","Provável",0,6,0,0,0,"Fortaleza"
"471","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2020/07/21/0cd47adcabf709caad2f50cb50faa6e8_FORMATO.png",101720,1,267,"zag","Nulo",0,3,0,0,0,"Vasco"
"472","Thalles Gabriel Morais dos Reis","thalles","Thalles","https://s.glbimg.com/es/sde/f/2019/03/26/56b3e518112fea200bbd74d9de3a5289_FORMATO.png",95222,1,290,"mei","Nulo",0,4,0,0,0,"Goiás"
"473","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2020/02/27/ec249396a8787390b685d8b6df63521b_FORMATO.png",50324,1,266,"mei","Provável",0,7,0,0,0,"Fluminense"
"474","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2020/03/06/e4bf45811b6c858824a076c5f69c6ae0_FORMATO.png",84523,1,356,"ata","Provável",0,4,0,0,0,"Fortaleza"
"475","Roberto Pinheiro da Rosa","roberto","Roberto","https://s.glbimg.com/es/sde/f/2020/02/28/1ec6450611506323ed42668a0277b699_FORMATO.png",104086,1,285,"zag","Nulo",0,2,0,0,0,"Internacional"
"476","Leonardo Javier Realpe Montaño","realpe","Realpe","https://s.glbimg.com/es/sde/f/2020/07/17/50b776eaf886783cd1990e0ab958d410_FORMATO.png",106299,1,280,"zag","Nulo",0,4,0,0,0,"Bragantino"
"477","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/17/d9159f119b516e3e4686d3e087e0c12b_FORMATO.png",101484,1,280,"mei","Nulo",0,6,0,0,0,"Bragantino"
"478","Natanael Batista Pimenta","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/02/27/8c94b7b57ccfc606991b1936105f5e1c_FORMATO.png",86264,1,285,"lat","Nulo",0,4,0,0,0,"Internacional"
"479","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,1,292,"lat","Provável",0,5,0,0,0,"Sport"
"480","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2020/03/11/310e620d0eb53746a54f0d9f1d1145d6_FORMATO.png",89342,1,290,"lat","Provável",0,3,0,0,0,"Goiás"
"481","Mariano Vázquez","mariano-vazquez","Mariano Vázquez","https://s.glbimg.com/es/sde/f/2019/07/03/8893116eb5db26f6e34e68d817fe606d_FORMATO.png",98760,1,356,"mei","Nulo",0,3,0,0,0,"Fortaleza"
"482","Miguel Ferreira Damasceno","miguel-figueira","Miguel Figueira","https://s.glbimg.com/es/sde/f/2019/03/26/7e19f3b4700aea39ef02fe83399dfc6c_FORMATO.png",102565,1,290,"mei","Nulo",0,2,0,0,0,"Goiás"
"483","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2019/01/14/e85d3259b80c8d878e2b07eae90749ee_FORMATO.jpeg",94509,1,275,"mei","Nulo",0,9,0,0,0,"Palmeiras"
"484","Gabriel Boschilia","boschilia","Boschilia","https://s.glbimg.com/es/sde/f/2020/02/27/dbeea99042dc47fc247d3a724d62602b_FORMATO.png",86841,1,285,"mei","Provável",0,7,0,0,0,"Internacional"
"485","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2019/03/26/e60267387b772e4aca726b4377fab481_FORMATO.png",73789,1,290,"mei","Provável",0,4,0,0,0,"Goiás"
"486","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2020/07/17/40608bd5a3b287bf8ca89850b654212a_FORMATO.png",104625,1,280,"lat","Provável",0,2,0,0,0,"Bragantino"
"487","Cleberson Martins de Souza","cleberson","Cleberson","https://s.glbimg.com/es/sde/f/2020/02/27/18d9f23766f4c398d573d9b8d7ccd27b_FORMATO.png",80281,1,292,"zag","Nulo",0,5,0,0,0,"Sport"
"488","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2020/02/27/a27d34b34c785990b4b69811b1f635eb_FORMATO.png",63058,1,292,"mei","Provável",0,6,0,0,0,"Sport"
"489","Luiz Henrique Araújo Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/06/809a25003f6761d3bf3ea7e524986c59_FORMATO.png",101595,1,356,"mei","Nulo",0,2,0,0,0,"Fortaleza"
"490","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,1,285,"gol","Nulo",0,2,0,0,0,"Internacional"
"491","Iago Pereira Mendonça","iago-mendonca","Iago Mendonça","https://s.glbimg.com/es/sde/f/2020/03/06/fbe3c389c73e71007b15dec8b347a229_FORMATO.png",105278,1,290,"zag","Nulo",0,1,0,0,0,"Goiás"
"492","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2019/08/17/1e8c1cee38c33b285f33645bdf013d49_FORMATO.png",102563,1,290,"mei","Nulo",0,3,0,0,0,"Goiás"
"493","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,1,290,"lat","Nulo",0,2,0,0,0,"Goiás"
"494","Yago da Silva Rocha","yago-rocha","Yago Rocha","https://s.glbimg.com/es/sde/f/2019/09/24/7e48547a37afdf9a28ba9dcfa09bec0a_FORMATO.png",90118,1,290,"lat","Nulo",0,3,0,0,0,"Goiás"
"495","Tomás Esteban Cuello","cuello","Cuello","https://s.glbimg.com/es/sde/f/2020/07/17/041375169961313b46d780a4d95078fe_FORMATO.png",98909,1,280,"mei","Nulo",0,2,0,0,0,"Bragantino"
"496","Damián Marcelo Musto","musto","Musto","https://s.glbimg.com/es/sde/f/2020/02/27/aa72a4508aad03611c623879b48a94c6_FORMATO.png",94838,1,285,"mei","Provável",0,6,0,0,0,"Internacional"
"497","Lucas Andrés Mugni","lucas-mugni","Lucas Mugni","https://s.glbimg.com/es/sde/f/2020/02/27/30e6367d1c02b5a0bdbbafbd7689f58b_FORMATO.png",81121,1,292,"mei","Nulo",0,4,0,0,0,"Sport"
"498","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2020/07/19/88d62bc38cea9fcf5e797fa4e50205ae_FORMATO.png",80536,1,290,"ata","Nulo",0,3,0,0,0,"Goiás"
"499","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2019/09/16/7f8703a0f208975c1f22dc1bd5ad08c5_FORMATO.png",68886,1,266,"zag","Nulo",0,5,0,0,0,"Fluminense"
"500","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/27/222ec98ac489a4b1ce5063bdde3d208e_FORMATO.png",96468,1,285,"gol","Nulo",0,2,0,0,0,"Internacional"
"501","Heron Crespo da Silva","heron","Heron","https://s.glbimg.com/es/sde/f/2020/07/19/699a92d4d564d983ae84edf13294d025_FORMATO.png",105339,1,290,"zag","Nulo",0,1,0,0,0,"Goiás"
"502","Sandro Ranieri (Raniere) Guimarães Cordeiro","sandro","Sandro","https://s.glbimg.com/es/sde/f/2020/07/19/324d3a1fba5cd60523d36be3bfa39e3a_FORMATO.png",62111,1,290,"mei","Provável",0,5,0,0,0,"Goiás"
"503","Kevin Martín Quevedo Mathey","quevedo","Quevedo","https://s.glbimg.com/es/sde/f/2020/07/19/e5a7761a43ce0e9ef3fca4a54a99d678_FORMATO.png",102197,1,290,"ata","Nulo",0,1,0,0,0,"Goiás"
"504","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,1,292,"mei","Nulo",0,3,0,0,0,"Sport"
"505","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2020/07/17/1f726bd11f8cee054c3ac05bbff3ab6a_FORMATO.png",100848,1,280,"lat","Nulo",0,2,0,0,0,"Bragantino"
"506","Philip Luiz Soares da Silva","philip","Philip","https://s.glbimg.com/es/sde/f/2020/07/19/d35545c86a24c04675e015ea4e5c9a34_FORMATO.png",73758,1,292,"mei","Nulo",0,2,0,0,0,"Sport"
"507","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,1,284,"zag","Nulo",0,3,0,0,0,"Grêmio"
"508","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,1,292,"mei","Nulo",0,4,0,0,0,"Sport"
"509","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2019/03/26/cfafe9f57bd3c0e32edd4416b3449331_FORMATO.png",91772,1,290,"zag","Nulo",0,3,0,0,0,"Goiás"
"510","Marcos Vinícius Sousa Natividade","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/02/27/636794bd55317612f53a95fc4663618f_FORMATO.png",102292,1,292,"ata","Nulo",0,3,0,0,0,"Sport"
"511","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2020/07/19/d687c2aad56c8c03c2e185505a22355f_FORMATO.png",80573,1,290,"zag","Nulo",0,3,0,0,0,"Goiás"
"512","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2020/02/27/78521d3f41f6e49002ef62386b998bb7_FORMATO.png",91242,1,292,"ata","Provável",0,7,0,0,0,"Sport"
"513","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,1,292,"zag","Contundido",0,4,0,0,0,"Sport"
"514","Renzo Saravia","saravia","Saravia","https://s.glbimg.com/es/sde/f/2020/03/02/2adf4c12427d0fca9fe94f89118bd866_FORMATO.png",96725,1,285,"lat","Provável",0,6,0,0,0,"Internacional"
"515","Vanderlei Luxemburgo da Silva","vanderlei-luxemburgo","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2020/07/16/6f52df78da4ceb768cd3573de68fcd6f_FORMATO.png",41327,1,275,"tec","Provável",0,13,0,0,0,"Palmeiras"
"516","Daniel Alberto Villalva Barrios","keko","Keko ","https://s.glbimg.com/es/sde/f/2020/07/19/52b3e693578d9bd7c3eaca80f0f6851d_FORMATO.png",81683,1,290,"ata","Nulo",0,2,0,0,0,"Goiás"
"517","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,1,284,"mei","Provável",0,9,0,0,0,"Grêmio"
"518","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2020/02/27/4fc30df934657cce0aecf53ef7dc9a8b_FORMATO.png",100987,1,285,"mei","Nulo",0,5,0,0,0,"Internacional"
"519","Daniel Sartori Bessa","daniel-bessa","Daniel Bessa","https://s.glbimg.com/es/sde/f/2020/07/19/9b01416f7b8367ba90b1c5a1d7e9758f_FORMATO.png",103591,1,290,"mei","Provável",0,4,0,0,0,"Goiás"
"520","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,1,292,"lat","Provável",0,7,0,0,0,"Sport"
"521","Ramires Santos do Nascimento","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/07/15/f7e7e1bc3ae4b0d7928b527e2e567bc1_FORMATO.png",50293,1,275,"mei","Provável",0,7,0,0,0,"Palmeiras"
"522","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,1,292,"zag","Provável",0,6,0,0,0,"Sport"
"523","Martín Nicolás Sarrafiore","sarrafiore","Sarrafiore","https://s.glbimg.com/es/sde/f/2020/02/27/aa8eecdb34ba3f18a158a391960d4f2c_FORMATO.png",101315,1,285,"mei","Nulo",0,3,0,0,0,"Internacional"
"524","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/07/16/6065a23d416d639472c402895f766b9a_FORMATO.png",82407,1,354,"ata","Nulo",0,3,0,0,0,"Ceará"
"525","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,1,292,"lat","Nulo",0,5,0,0,0,"Sport"
"526","Ewandro Felipe de Lima Costa","ewandro","Ewandro","https://s.glbimg.com/es/sde/f/2020/02/27/d5b995944c7d11fd5c7b2acaca3fa3f8_FORMATO.png",86842,1,292,"ata","Nulo",0,3,0,0,0,"Sport"
"527","Alan Steven Franco Palma","franco","Franco","https://s.glbimg.com/es/sde/f/2020/07/21/d0dbee75f24d198e08b3add287282760_FORMATO.png",39656,1,282,"mei","Nulo",0,7,0,0,0,"Atlético-MG"
"528","Daniel Pollo Barioni","daniel-paulista","Daniel Paulista","https://s.glbimg.com/es/sde/f/2016/10/20/0d4249af96be564e80556994f2f1c194_FORMATO.png",92702,1,292,"tec","Provável",0,2,0,0,0,"Sport"
"529","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2019/03/26/eca12439d38b9fd1ddc8662b4872f0c4_FORMATO.png",82730,1,290,"gol","Nulo",0,4,0,0,0,"Goiás"
"530","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,1,284,"gol","Nulo",0,4,0,0,0,"Grêmio"
"531","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,1,275,"lat","Provável",0,11,0,0,0,"Palmeiras"
"532","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,1,284,"ata","Nulo",0,5,0,0,0,"Grêmio"
"533","Bruno de Lara Fuchs","bruno-fuchs","Bruno Fuchs","https://s.glbimg.com/es/sde/f/2020/02/27/031f49d54750f58b0c1ee293cd2ae82e_FORMATO.png",104085,1,285,"zag","Dúvida",0,6,0,0,0,"Internacional"
"534","Everton Sousa Soares","everton","Everton","https://s.glbimg.com/es/sde/f/2019/07/01/ac71f3ebf82fb819599967ea8bff8513_FORMATO.png",86757,1,284,"ata","Provável",0,22,0,0,0,"Grêmio"
"535","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2020/02/27/46ea70366228afe849358bbedd6c18e1_FORMATO.png",104649,1,285,"lat","Nulo",0,4,0,0,0,"Internacional"
"536","Ignacio Andrés Jara Vargas","ignacio-jara","Ignacio Jara ","https://s.glbimg.com/es/sde/f/2020/03/06/c34f77c6bf898eec2b272fc47cd1e7ee_FORMATO.png",107318,1,290,"mei","Nulo",0,2,0,0,0,"Goiás"
"537","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,1,284,"gol","Nulo",0,5,0,0,0,"Grêmio"
"538","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,1,284,"zag","Provável",0,11,0,0,0,"Grêmio"
"539","Lucas Vinícius Gonçalves Silva","lucao-do-break","Lucão do Break","https://s.glbimg.com/es/sde/f/2020/07/19/d2202effef210232fc98f082408393a9_FORMATO.png",83199,1,290,"ata","Nulo",0,3,0,0,0,"Goiás"
"540","Lucas Cavalcante Silva Afonso","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/07/19/c38d5df45b4eb55b2dbcf8db01298428_FORMATO.png",84554,1,290,"zag","Nulo",0,3,0,0,0,"Goiás"
"541","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/03/09/71bcf1e425e67e81c290c3dd92ade61c_FORMATO.png",70916,1,275,"lat","Nulo",0,8,0,0,0,"Palmeiras"
"542","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,1,292,"gol","Nulo",0,4,0,0,0,"Sport"
"543","Breno Washington Rodrigues da Silva","breno","Breno","https://s.glbimg.com/es/sde/f/2020/03/06/9123ce26ab25d773e68b11ea1d577271_FORMATO.png",106083,1,290,"mei","Nulo",0,2,0,0,0,"Goiás"
"544","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,1,292,"gol","Provável",0,6,0,0,0,"Sport"
"545","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2020/07/19/2277b33232bf3b6a9c2e569271b9f87d_FORMATO.png",95352,1,284,"lat","Nulo",0,8,0,0,0,"Grêmio"
"546","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/24/865c7c09e556e0fb58885e80a6591081_FORMATO.png",50317,1,284,"zag","Nulo",0,5,0,0,0,"Grêmio"
"547","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2020/07/19/a8a4dd85c718d51ded9273e2453ecfd5_FORMATO.png",101716,1,292,"mei","Nulo",0,3,0,0,0,"Sport"
"548","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2019/07/09/c0831db56540c4e253fdd6affa63d176_FORMATO.png",98832,1,284,"mei","Provável",0,15,0,0,0,"Grêmio"
"549","João Gabriel Martins Peglow","peglow","Peglow","https://s.glbimg.com/es/sde/f/2020/02/27/5c7fe67d54b296320092b526cff1e6bb_FORMATO.png",106821,1,285,"mei","Nulo",0,2,0,0,0,"Internacional"
"550","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2020/07/21/86994a3b5f98e1f43ef23a09d56aa65c_FORMATO.png",42500,1,264,"lat","Provável",0,15,0,0,0,"Corinthians"
"551","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2020/07/16/8e57cefa124fc249fc9e07be0e3dc8bc_FORMATO.png",86519,1,373,"mei","Nulo",0,4,0,0,0,"Atlético-GO"
"552","Vitor Hugo Franchescoli de Souza","vitor-hugo","Vitor Hugo","https://s.glbimg.com/es/sde/f/2019/08/01/10d95e2af722b1c1c76a7fe3c403de16_FORMATO.png",72605,1,275,"zag","Provável",0,7,0,0,0,"Palmeiras"
"553","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,1,284,"zag","Nulo",0,3,0,0,0,"Grêmio"
"554","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,1,284,"lat","Dúvida",0,6,0,0,0,"Grêmio"
"555","Rafael Navarro Leal","rafael-navarro","Rafael Navarro","https://s.glbimg.com/es/sde/f/2020/07/20/893ac0fe6c55a42b91ef4744f6ca7d4b_FORMATO.png",105770,1,263,"ata","Nulo",0,2,0,0,0,"Botafogo"
"556","Elias Lira Nogueira Júnior ","elias-lira","Elias Lira","https://s.glbimg.com/es/sde/f/2020/07/20/8d3ed365f45f18bd46f6f1219bc5b1c5_FORMATO.png",99034,1,292,"lat","Nulo",0,1,0,0,0,"Sport"
"557","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,1,292,"zag","Provável",0,5,0,0,0,"Sport"
"558","Alesandro dos Santos Pereira","ale-santos","Alê Santos","https://s.glbimg.com/es/sde/f/2020/02/27/5751271b660f08e0407f7ee70d3e829f_FORMATO.png",99256,1,292,"mei","Nulo",0,2,0,0,0,"Sport"
"559","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2020/02/27/fd6f78bc8647dd5e9fc9090d28654546_FORMATO.png",106002,1,285,"mei","Nulo",0,2,0,0,0,"Internacional"
"560","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,1,275,"gol","Nulo",0,6,0,0,0,"Palmeiras"
"561","Gabriel Santos Cordeiro Lacerda","gabriel-lacerda","Gabriel Lacerda","https://s.glbimg.com/es/sde/f/2020/07/21/3dc2061d37b1f85d9dd8d9dd72cb35de_FORMATO.png",108176,1,354,"zag","Nulo",0,1,0,0,0,"Ceará"
"562","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,1,275,"mei","Provável",0,8,0,0,0,"Palmeiras"
"563","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2020/07/19/d629b05294abbe148ff83805be1783e9_FORMATO.png",80287,1,284,"ata","Nulo",0,6,0,0,0,"Grêmio"
