"player_slug","player_id","player_nickname","player_team","player_position","price_cartoletas","score_mean","score_no_cleansheets_mean","diff_home_away_s","n_games","score_mean_home","score_mean_away","shots_x_mean","fouls_mean","DS_mean","PI_mean","A_mean","I_mean","FS_mean","FF_mean","G_mean","DD_mean","status","price_diff","last_points"
"jonathan",37662,"Jonathan","293","lat",10.54,5.93333333333333,2.6,-1.54455341001968,3,-1.8,9.8,0,0.666666666666667,0.333333333333333,2.33333333333333,0.666666666666667,0,0,0,0,0,"Dúvida",-0.57,0.9
"rafael-sobis",37798,"Rafael Sobis","354","ata",7.21,2.25,2.25,-0.951392678057203,4,-0.3,3.4,2.5,1,0.75,4,0,0.25,0.25,1.5,0,0,"Nulo",0.08,2.6
"anderson",38001,"Anderson","265","gol",2.58,1.1,1.1,0,1,0,1.1,0,0,0,9,0,0,0,0,0,1,"Provável",-0.42,1.1
"jo",38138,"Jô","264","ata",13.75,9.53333333333333,9.53333333333333,-1.58546104670675,3,7.1,13.9,1.66666666666667,0.666666666666667,0,7,0.666666666666667,0,1.66666666666667,0.333333333333333,0.666666666666667,0,"Provável",1.33,7.1
"fernando-prass",38140,"Fernando Prass","354","gol",0.75,-0.775,-0.775,3.56890117586374,4,11.8,-6.6,0,0.25,0,7.75,0,0,0,0,0,1.25,"Provável",-1.37,-6.2
"rafinha",38144,"Rafinha","262","lat",6.05,2.6,2.6,0.521282242677222,2,2.6,-0.9,0,1,3,9,0,0,5,0,0,0,"Nulo",-1.63,-0.9
"fred",38162,"Fred","266","ata",2.7,-0.2,-0.2,-0.562770129530063,2,-2,-0.2,0,2,0,2,0,0,2,0,0,0,"Contundido",-2.23,-2
"maicon",38196,"Maicon","284","mei",3.72,-0.5,-0.5,-0.358231946094727,3,-1.2,-0.4,0,2,1,6.66666666666667,0,0,0.333333333333333,0,0,0,"Nulo",-0.55,-0.4
"fabio-santos",38229,"Fábio Santos","282","lat",5.89,-1,-1,0,2,-1,0,0,2,0,0,0,0,0,0,0,0,"Nulo",1.16,5
"thiago-neves",38277,"Thiago Neves","284","mei",3.9,-0.0666666666666667,-0.0666666666666667,-0.15369376265939,3,0,-0.2,0,0,0,0.666666666666667,0,0,0,0,0,0,"Provável",-0.83,-0.2
"wellington-paulista",38279,"Wellington Paulista","356","ata",6.72,0.25,0.25,-0.0718784892852549,4,0.5,-0.1,0.75,0.75,0,1.5,0,0.25,0,0,0,0,"Provável",2.59,9.7
"thiago-heleno",38394,"Thiago Heleno","293","zag",4.81,0.166666666666667,0.166666666666667,-0.54231631118653,3,-0.4,1.3,0.666666666666667,2,1.33333333333333,2,0,0,1,0.666666666666667,0,0,"Contundido",-1.31,-2.4
"wanderley",38449,"Wanderley","294","ata",3.26,0.5,0.5,0,1,0.5,0,0,0,0,0,0,0,1,0,0,0,"Nulo",-0.74,0.5
"leandro-castan",38505,"Leandro Castan","267","zag",15.28,5.16666666666667,1.83333333333333,-0.460501037812395,3,6.2,7.5,0,1.33333333333333,2.33333333333333,3.33333333333333,0,0,1,0,0,0,"Provável",0.99,7.5
"diego-alves",38509,"Diego Alves","262","gol",7.33,1.56666666666667,1.56666666666667,2.28031062022112,3,5.6,-6.5,0,0.333333333333333,0,6,0,0,1,0,0,1.66666666666667,"Provável",-1.95,-2.4
"elton",38588,"Elton","292","ata",13.03,7.55,7.55,3.38481681077194,4,15.6,-1.9,2.25,1.5,0,4,0,1.75,0.25,0.5,1,0,"Provável",-0.56,1.1
"filipe-luis",38750,"Filipe Luís","262","lat",3.94,0.525,-0.725,-1.76954541179855,4,-4.7,3,0.25,2.25,2.75,10.25,0,0,1.75,0,0,0,"Provável",-1.12,0
"mariano",38877,"Mariano","282","lat",8.17,0.9,0.9,0.132659694150082,2,0.9,-0.7,0,0,1,1,0,0,0,0,0,0,"Dúvida",-1.84,-0.7
"diego",38909,"Diego","262","mei",5.35,-1.7,-1.7,0,1,0,-1.7,0,2,0,2,0,0,2,0,0,0,"Nulo",-2.65,-1.7
"nene",38913,"Nenê","266","mei",12.61,6.025,6.025,-0.869577404683069,4,0.2,3.5,2.25,0.75,0.75,12.75,0,0,2.25,0.75,0.5,0,"Provável",-0.24,7
"daniel-alves",38939,"Daniel Alves","276","mei",13.69,11.5333333333333,11.5333333333333,2.79165607880946,3,16.4,1.8,4,2.33333333333333,4.33333333333333,12.6666666666667,0,1,4,3,0.666666666666667,0,"Provável",-0.62,1.2
"franco",39656,"Franco","282","mei",3.27,0.35,0.35,0.562189879364289,4,2.1,-1.6,0.25,1,0.5,5.75,0,0,1.25,0,0,0,"Dúvida",-0.39,0.3
"willian",42116,"Willian","275","ata",8.72,-0.466666666666667,-0.466666666666667,-0.480954856155929,3,-1.4,0,0,1.33333333333333,0,1.33333333333333,0,0,0.666666666666667,0,0,0,"Nulo",-0.48,0.4
"egidio",42145,"Egídio","266","lat",9.75,3.825,3.825,1.2985273397315,4,8.6,1.3,0.5,1.25,4.25,11.5,0,0,1.5,0,0,0,"Provável",1.4,7.4
"osvaldo",42222,"Osvaldo","356","ata",6.43,0.825,0.825,0.0303906024324136,4,1,-0.1,0.75,0.75,1,6.25,0,0,1,0.5,0,0,"Provável",2.4,9.4
"cassio",42234,"Cássio","264","gol",10.2,6,4.33333333333333,-1.58546104670675,3,-2.1,4.7,0,0,0,10,0,0,0,0,0,2.33333333333333,"Provável",-2.23,-2.1
"fagner",42500,"Fagner","264","lat",11.69,1.5,1.5,0,1,1.5,0,1,1,2,12,0,0,0,0,0,0,"Provável",-3.31,1.5
"rhodolfo",42501,"Rhodolfo","294","zag",4.47,2.5,2.5,0.00993678408887985,2,2.5,1.5,0,1,3,5,0,0,1,0,0,0,"Provável",-0.11,1.5
"ernando",49651,"Ernando","265","zag",6.48,6.9,3.56666666666667,-0.0309708525981875,3,5.3,-0.5,0.666666666666667,0.333333333333333,0.666666666666667,3.33333333333333,0,0,0.666666666666667,0,0.333333333333333,0,"Provável",-1.52,-0.5
"wilson",50284,"Wilson","294","gol",8.76,3.35,3.35,0.521282242677222,4,1.3,-2.2,0,0,0,6.5,0,0,0,0,0,1.5,"Provável",0.77,8.3
"ramires",50293,"Ramires","275","mei",6.37,3.46666666666667,3.46666666666667,0.766728062799626,3,6.6,1.9,0,0,3.33333333333333,2,0,0,0.666666666666667,0,0,0,"Nulo",-1.12,-0.1
"david-braz",50317,"David Braz","284","zag",7.35,4.56666666666667,1.23333333333333,-1.0127541330878,3,4.9,3.9,0.333333333333333,0,1,2,0,0,0.333333333333333,0.333333333333333,0,0,"Provável",-1.14,0
"guilherme-santos",50346,"Guilherme Santos","263","lat",7.96,7.3,5.63333333333333,-0.808215949652468,3,4.3,7.3,1,1,2,1.66666666666667,0.666666666666667,0,0.333333333333333,1,0,0,"Dúvida",0.2,4.3
"eduardo",50645,"Eduardo","354","lat",4.01,0.7,0.7,0,1,0.7,0,0,0,1,3,0,0,0,0,0,0,"Nulo",-0.99,0.7
"everton-ribeiro",51772,"Everton Ribeiro","262","mei",5.91,2.5,2.5,0.868997154517295,4,4.5,-0.7,0.75,0.5,1.75,5.5,0,0,1.5,0.25,0,0,"Provável",-0.25,1
"rever",52253,"Réver","282","zag",8.12,1.6,1.6,0,2,1.6,0,0,0,2,9,0,0,1,0,0,0,"Provável",0.76,5
"ytalo",53148,"Ytalo","Bragantino","ata",5.12,1.63333333333333,1.63333333333333,0,3,0,0,1.66666666666667,0,0.333333333333333,1.66666666666667,0,0,0,1.33333333333333,0,0,"Nulo",-0.73,0
"derley",60791,"Derley","356","mei",4.2,1.8,1.8,0,1,1.8,0,1,0,1,0,0,0,0,1,0,0,"Nulo",0.2,1.8
"moacir",60858,"Moacir","373","mei",2.44,-0.466666666666667,-0.466666666666667,-1.0127541330878,3,-1.2,2.8,0,1.33333333333333,0.333333333333333,1.33333333333333,0,0,0,0,0,0,"Nulo",0.59,2.8
"patric",60969,"Patric","292","lat",6.64,2.9,2.9,0.868997154517295,4,5.3,0.1,1,1.5,1.5,11.5,0.5,0.75,0.75,1,0,0,"Provável",-0.15,1.2
"rodriguinho",61033,"Rodriguinho","265","mei",15.36,7.26666666666667,7.26666666666667,1.07353533795263,3,10.9,4.7,2,0.666666666666667,0,7.33333333333333,0,0.333333333333333,3.66666666666667,0.666666666666667,0.666666666666667,0,"Provável",0.44,4.7
"ligger",61141,"Ligger","Bragantino","zag",3.94,2.8,2.8,0,1,0,0,1,0,2,4,0,0,0,0,0,0,"Provável",-0.06,2.8
"gilberto",61188,"Gilberto","265","ata",7.06,3.8,3.8,0.582643697707823,2,3.8,0,4,1,0,11,0,0,2,1,0,0,"Provável",-0.94,0
"d-alessandro",62023,"D'Alessandro","285","mei",4.11,-0.1,-0.1,0.0303906024324136,2,1,-0.1,0,0,0,1,0,0,0,0,0,0,"Nulo",-0.89,1
"edimar",62024,"Edimar","Bragantino","lat",3.18,1.925,1.925,0,4,0,0,1.5,0.75,2,13.75,0,0,0.75,1.25,0,0,"Provável",-1.45,-2.8
"para",62086,"Pará","277","lat",8.53,2.825,2.825,0.971266246234963,4,4.2,-1.5,1.25,1.25,2.75,7.5,0,0,0.5,0.75,0,0,"Provável",1.02,6.4
"sandro",62111,"Sandro","290","mei",3.84,0.3,0.3,0,1,0.3,0,0,3,4,2,0,1,0,0,0,0,"Provável",-1.16,0.3
"vanderlei",62121,"Vanderlei","284","gol",8.34,7.03333333333333,2.03333333333333,1.1144429746397,3,8.2,-3.2,0,0,0,6.33333333333333,0,0,0,0,0,0.666666666666667,"Nulo",-2.01,-3.2
"wellington",62129,"Wellington","293","mei",2.83,0.666666666666667,0.666666666666667,-0.174147581002923,3,0.7,0.6,0.333333333333333,2.33333333333333,1.33333333333333,4.33333333333333,0,0,1.33333333333333,0.333333333333333,0,0,"Provável",-0.86,-1.8
"william-matheus",62130,"William Matheus","294","lat",3.38,-0.05,-0.05,-0.992300314744271,4,-0.9,3,0.5,0.5,0.5,10.5,0,0.25,0.75,0.25,0,0,"Provável",1.6,5.3
"ganso",62977,"Ganso","266","mei",3.28,0.133333333333333,0.133333333333333,0.0712982391194809,3,0,-1.3,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0,"Nulo",-0.73,-1.3
"marcos-rocha",63013,"Marcos Rocha","275","lat",9.28,1.56666666666667,1.56666666666667,0.459920787646621,3,3.7,0.5,0.333333333333333,3.33333333333333,3.66666666666667,8.66666666666667,0,0,0.333333333333333,0.333333333333333,0,0,"Provável",0.72,5.6
"willian-farias",63058,"Willian Farias","292","mei",4.21,1.175,1.175,0.0508444207759473,4,1.8,0.6,1,2.5,2,4.5,0,0,1.25,0.5,0,0,"Suspenso",-0.38,-0.1
"paulao",63172,"Paulão","356","zag",1.22,-0.275,-1.525,-0.562770129530063,4,-2.4,-0.6,0.5,2.5,0.75,1.75,0,0.25,0,0.5,0,0,"Provável",-0.38,0.5
"carlinhos",63194,"Carlinhos","356","lat",6.78,0,0,0.500828424333688,2,8.4,0,0,0,0,0,0,0,0,0,0,0,"Provável",2.34,8.4
"edenilson",63289,"Edenílson","285","mei",8.01,5.5,5.5,1.83032661666338,3,8.8,-1.1,3.66666666666667,3.33333333333333,0.666666666666667,12.3333333333333,0,0,1.66666666666667,1.33333333333333,0.666666666666667,0,"Provável",-0.61,-0.6
"bergson",68696,"Bergson","354","ata",1.92,0,0,-0.296870491064125,2,-0.5,0,0,1,0,0,0,0,1,0,0,0,"Nulo",-0.98,-0.5
"camacho",68770,"Camacho","264","mei",3.43,-0.5,-0.5,-0.0105170342546538,2,0.4,-0.5,0,1,0,0,0,0,0,0,0,0,"Nulo",-0.11,0.4
"nino-paraiba",68808,"Nino Paraíba","265","lat",9.39,6.7,1.7,0,2,6.7,0,0,0,2,8,0,0,1,0,0,0,"Provável",0.5,5.2
"ricardinho",68832,"Ricardinho","292","mei",2.34,-1.2,-1.2,0.439466969303087,2,1.9,-1.2,0,2,1,2,0,0,1,0,0,0,"Provável",0.53,1.9
"marcelo-lomba",68872,"Marcelo Lomba","285","gol",11.28,1.975,-1.775,-0.0718784892852549,4,4.6,4,0,0,0,7.75,0,0,0,0,0,0,"Provável",0.19,1.7
"paulo-victor",68873,"Paulo Victor","284","gol",5.96,5.1,5.1,0,1,0,5.1,0,0,0,9,0,0,0,0,0,2,"Nulo",0.96,5.1
"wellington-silva",68895,"Wellington Silva","266","ata",2.64,-0.133333333333333,-0.133333333333333,-0.460501037812395,3,-1,0.3,0,0.333333333333333,0.333333333333333,1.33333333333333,0,0,0.666666666666667,0,0,0,"Nulo",-0.38,-0.1
"diego-souza",68911,"Diego Souza","284","ata",10.01,6,6,2.01441098175518,3,9.6,-1.2,3,1.66666666666667,0.666666666666667,9.66666666666667,0,0,2,1.66666666666667,0.666666666666667,0,"Contundido",-0.94,-1.2
"gil",68923,"Gil","264","zag",4.34,4.4,-0.6,-0.15369376265939,2,-0.4,4.4,0,1,2,6,0,0,0,0,0,0,"Provável",-0.89,-0.4
"rafael",68928,"Rafael","282","gol",9.79,3.55,-0.2,-1.56500722836321,4,-4.5,7.2,0,0,0,12,0,0,0,0,0,0.5,"Provável",0.14,4
"marinho",68952,"Marinho","277","ata",22.5,13.15,13.15,0.930358609547896,4,11.7,6.2,2.25,1.75,1.25,3.5,0.5,0,7,0.75,0.75,0,"Provável",0.88,13.9
"marquinhos-gabriel",68954,"Marquinhos Gabriel","293","mei",3.91,0.766666666666667,0.766666666666667,-0.358231946094727,3,0.5,1.3,1,0,0.333333333333333,9.66666666666667,0,0,0.666666666666667,0.333333333333333,0,0,"Dúvida",0.05,1.5
"santos",69012,"Santos","293","gol",5.41,0.0666666666666667,0.066666666666667,-1.95362977689035,3,-2.8,5.8,0,0,0,6,0,0,0,0,0,1,"Provável",-2.04,-3.1
"vladimir",69040,"Vladimir","277","gol",6.43,2.1,2.1,-0.746854494621867,3,1.2,3.9,0,0,0,5.66666666666667,0,0,0,0,0,1.33333333333333,"Nulo",0.49,3.7
"muriel",69041,"Muriel","266","gol",1.86,-1.175,-1.175,-1.05366176977487,4,-3.4,0.8,0,0,0,11.75,0,0,0,0,0,0.5,"Provável",-0.27,-1
"pablo",69138,"Pablo","276","ata",7.65,1.13333333333333,1.13333333333333,0.0303906024324136,3,1.5,0.4,3,3.66666666666667,0.666666666666667,2.33333333333333,0,1.33333333333333,2.33333333333333,2.66666666666667,0,0,"Provável",-0.13,1.6
"nikao",69705,"Nikão","293","mei",11.85,3.225,3.225,-0.194601399346457,4,3.5,3.5,2.75,1.5,0,4.75,0,0,3,2,0,0,"Contundido",-0.92,0.5
"honda",69940,"Honda","263","mei",4.99,0.7,0.7,0,2,0,0.7,0,1,2,8,0,0,0,0,0,0,"Provável",0.24,2.5
"fellipe-bastos",70116,"Fellipe Bastos","267","mei",11.93,12.6666666666667,12.6666666666667,1.76896516163278,3,19.3,9.7,2.66666666666667,4.66666666666667,2,4.66666666666667,0,0,0,0,1.33333333333333,0,"Provável",2.56,9.7
"diogo-barbosa",70916,"Diogo Barbosa","275","lat",8.95,2.5,2.5,-0.624131584560664,2,2.5,9.6,1,0,1,3,0,0,2,1,0,0,"Provável",2.15,9.6
"wescley",70925,"Wescley","354","mei",2.93,-0.1,-0.1,0,1,0,-0.1,0,0,0,1,0,0,0,0,0,0,"Nulo",-1.07,-0.1
"jackson",70934,"Jackson","356","zag",3.06,0.566666666666667,0.566666666666667,-0.296870491064125,3,0.4,0.9,0.333333333333333,1,1,2,0,0,1,0.333333333333333,0,0,"Nulo",0.18,2.1
"bruno-henrique",70944,"Bruno Henrique","275","mei",7.49,0.166666666666667,0.166666666666667,-0.0309708525981875,3,0.7,-0.1,0.333333333333333,2.33333333333333,1.33333333333333,7.66666666666667,0,0,1,0.333333333333333,0,0,"Dúvida",-1.11,-1.3
"leo-cittadini",70986,"Léo Cittadini","293","mei",13.72,6.875,6.875,-0.971846496400737,4,6,9.8,2,0.75,1.5,1.75,0,0,1.25,1.25,0.5,0,"Dúvida",-0.45,1.8
"vinicius",71162,"Vinícius","354","mei",5.36,0.4,0.4,0,1,0.4,0,0,0,1,6,0,0,0,0,0,0,"Provável",-1.64,0.4
"lucho-gonzalez",71479,"Lucho González","293","mei",4.93,0.8,0.8,0,1,0,0.8,1,0,0,0,0,0,0,1,0,0,"Nulo",-1.07,0.8
"fernando-miguel",71571,"Fernando Miguel","267","gol",8.15,4.46666666666667,1.13333333333333,0.603097516051357,3,7.8,3.9,0,0,0,10.3333333333333,0,0,0.333333333333333,0,0,0.666666666666667,"Provável",0.92,3.9
"fabio-sanches",71604,"Fábio Sanches","290","zag",5.97,3.26666666666667,3.26666666666667,-0.276416672720592,3,4.1,4.5,1,0,2,3.66666666666667,0,0,1.66666666666667,1,0,0,"Provável",0.84,4.1
"weverton",71631,"Weverton","275","gol",10.23,-2.5,-2.5,-0.521862492842996,2,-2.5,4.1,0,0,0,5,0,0,0,0,0,0,"Provável",0.71,4.1
"ronaldo-silva",71640,"Ronaldo Silva","292","ata",0.75,-6,-6,0.725820426112559,2,-1.5,-6,0,2,0,0,0,1,0,0,0,0,"Suspenso",-0.29,-1.5
"gustavo-gomez",71684,"Gustavo Gómez","275","zag",13.4,8.8,8.8,1.91214189003751,2,8.8,3.5,1,0,1,2,0,0,0,0,1,0,"Provável",-0.78,3.5
"elton",71719,"Elton","265","mei",3.72,-0.1,-0.1,0,1,0,-0.1,0,1,0,1,0,0,1,0,0,0,"Nulo",-1.28,-0.1
"thiago-galhardo",71844,"Thiago Galhardo","285","mei",14.34,4.775,4.775,-0.849123586339535,4,3.7,6.9,1,1.25,1.75,3.75,0.5,0,1.25,0.75,0,0,"Provável",3.82,15.3
"juninho",71937,"Juninho","356","mei",1.88,-1.025,-1.025,-0.37868576443826,4,-1.2,-0.3,0.75,2.25,1,8.25,0,0,0.5,0.25,0,0,"Provável",0.59,2
"tiago-volpi",72018,"Tiago Volpi","276","gol",16.28,7.96666666666667,4.63333333333333,1.38034261310564,3,12.2,-0.5,0,0,0,7,0,0,0,0,0,1.66666666666667,"Provável",3,12.6
"bruno-cortez",72079,"Bruno Cortez","284","lat",9.76,6.15,2.4,0.275836422554818,4,6.5,-0.8,0.25,1.5,4.25,9.25,0,0,0.75,0.25,0,0,"Provável",-2.09,-0.8
"danilo-avelar",72142,"Danilo Avelar","264","zag",5.53,2.63333333333333,0.966666666666667,0.214474967524217,3,2.5,0.5,1,0.666666666666667,0.333333333333333,2.33333333333333,0,0,0,0,0,0,"Provável",-0.27,2.5
"jailson",72290,"Jailson","275","gol",3.06,-3.1,-3.1,0,1,0,-3.1,0,0,0,11,0,0,0,0,0,0,"Nulo",-2.94,-3.1
"luiz-otavio",72359,"Luiz Otávio","354","zag",3.03,-0.525,-0.525,-0.726400676278333,4,-1.4,1.2,0,0.75,0.75,4,0,0,0.5,0,0,0,"Provável",0.41,1.2
"rodrigo-lindoso",72362,"Rodrigo Lindoso","285","mei",5.23,2.625,2.625,-0.255962854377058,4,0.3,0.6,0.25,2.5,2.75,4.25,0.25,0,0,0,0,0,"Dúvida",-1.26,-0.1
"felipe-alves",72372,"Felipe Alves","356","gol",1.34,-0.05,-1.3,-1.31956140824081,4,-3.5,2,0,0,0.5,6.75,0,0,0.75,0,0,0.25,"Provável",-1.61,-3.2
"hernane",72386,"Hernane","292","ata",2.12,-0.125,-0.125,0.214474967524217,4,0.5,-1.5,0,0.5,0,0,0,0,1,0,0,0,"Nulo",-0.06,0.4
"mike",72389,"Mike","290","ata",3.12,0.4,0.4,0,1,0.4,0,0,1,0,1,0,0,2,0,0,0,"Dúvida",-0.88,0.4
"vitor-hugo",72605,"Vitor Hugo","275","zag",5.49,0.7,0.7,0,1,0,0.7,0,0,1,3,0,0,0,0,0,0,"Dúvida",-1.51,0.7
"juanfran",72620,"Juanfran","276","lat",7.22,7.8,2.8,0.0712982391194809,2,7.8,1.5,0,0,2,2,0,0,2,0,0,0,"Provável",-0.68,1.5
"luiz-adriano",72772,"Luiz Adriano","275","ata",10.57,6.4,6.4,-1.29910758989728,3,2.8,8.2,2,1,0.666666666666667,1.66666666666667,0,0,0,1.33333333333333,0.666666666666667,0,"Provável",-0.47,1.6
"rene-junior",73281,"Renê Júnior","294","mei",1.6,0.5,0.5,-0.562770129530063,3,-0.1,1.7,0.333333333333333,0.333333333333333,0.333333333333333,1,0,0,0.333333333333333,0.333333333333333,0,0,"Suspenso",-1.75,-3.7
"samuel-xavier",73384,"Samuel Xavier","354","lat",3.04,0.2,0.2,-0.0923323076287886,4,0.3,-0.2,0,2.25,2.5,9.25,0,0,1,0,0,0,"Provável",-1.44,-3.4
"rafael-vaz",73421,"Rafael Vaz","290","zag",6.54,1.2,1.2,0.78718188114316,3,1.9,-2.9,1,2,0.666666666666667,6.66666666666667,0,0,0,0.666666666666667,0.333333333333333,0,"Provável",-0.83,1.9
"luccas-claro",73465,"Luccas Claro","266","zag",5.91,2.75,2.75,0.214474967524217,4,3.6,1.6,0.25,0.5,3,7,0,0.25,1.25,0.25,0,0,"Provável",-0.43,1.1
"gabriel",73515,"Gabriel","294","mei",5.15,2.1,2.1,0,1,2.1,0,0,0,2,4,0,0,1,0,0,0,"Provável",0.15,2.1
"bruno-alves",73620,"Bruno Alves","276","zag",9.28,2.46666666666667,-0.866666666666667,-0.460501037812395,3,3.7,0,0,1.33333333333333,0.666666666666667,3.66666666666667,0,0,1,0,0,0,"Provável",0.2,2.8
"philip",73758,"Philip","292","mei",1.38,-0.4,-0.4,0,1,-0.4,0,0,1,0,4,0,0,1,0,0,0,"Nulo",-0.62,-0.4
"rodrigo-caio",73800,"Rodrigo Caio","262","zag",9.12,3.05,1.8,-0.808215949652468,4,0.7,3.7,0.5,0.25,1.75,3.5,0,0,0.25,0.5,0,0,"Provável",-0.83,1.5
"geuvanio",73896,"Geuvânio","293","ata",4.01,1.23333333333333,1.23333333333333,-1.0127541330878,3,-0.1,3.9,0,0.666666666666667,0,1,0.333333333333333,0,0,0,0,0,"Nulo",-0.53,0.5
"alison",73974,"Alison","277","mei",10.84,6.275,6.275,0.848543336173761,4,8.8,3.7,0,1.25,4,4.75,0.5,0,2.5,0,0,0,"Provável",-1.45,-1.3
"rodinei",73992,"Rodinei","285","lat",5.33,5.3,0.3,0,1,5.3,0,0,1,1,12,0,0,2,0,0,0,"Nulo",0.33,5.3
"gatito-fernandez",74061,"Gatito Fernández","263","gol",14.16,4.93333333333333,3.26666666666667,0.337197877585419,3,7.9,5.3,0,0,0,7.33333333333333,0,0,0,0,0,1.33333333333333,"Provável",1.1,7.9
"claudio-winck",74074,"Claudio Winck","267","lat",3.15,3,-2,0,1,0,3,0,3,0,5,0,0,0,0,0,0,"Dúvida",0.15,3
"elber",74140,"Élber","265","ata",9.8,4.5,4.5,-1.60591486505028,3,2.1,9,1,0.666666666666667,1,5.66666666666667,0.333333333333333,0,3.33333333333333,0.333333333333333,0,0,"Provável",1.3,9
"paolo-guerrero",75295,"Paolo Guerrero","285","ata",20.81,10.5666666666667,10.5666666666667,2.30076443856465,3,18.7,6.5,2.33333333333333,2.66666666666667,0.666666666666667,5.33333333333333,0.333333333333333,0.666666666666667,1,0.666666666666667,1,0,"Dúvida",0.14,8.4
"jorginho",77544,"Jorginho","373","mei",11.11,11.7,11.7,1.80987279831984,3,12.2,2.4,1.33333333333333,1.33333333333333,3.66666666666667,4,0,0,1.66666666666667,0.333333333333333,1,0,"Provável",-0.89,2.4
"william-pottker",77809,"William Pottker","285","ata",3.36,1.53333333333333,1.53333333333333,-1.15593086149254,3,-2.4,2.3,1.33333333333333,1.33333333333333,0.666666666666667,4.66666666666667,0,0,1.33333333333333,0.666666666666667,0,0,"Suspenso",-1.02,-2.4
"madson",78077,"Madson","277","lat",4.26,-0.4,-0.4,0,1,0,-0.4,0,0,0,4,0,1,1,0,0,0,"Nulo",-1.74,-0.4
"cesar",78086,"César","262","gol",4.78,-0.1,-0.1,0,2,0,-0.1,0,0,0,1,0,0,0,0,0,0,"Nulo",1.13,4.6
"gustavo-henrique",78248,"Gustavo Henrique","262","zag",5.52,-0.9,-0.9,0,1,0,-0.9,0,1,0,4,0,0,0,0,0,0,"Nulo",-2.48,-0.9
"uribe",78415,"Uribe","277","ata",3.33,0.6,0.6,0,1,0.6,0,1,0,0,1,0,2,1,0,0,0,"Nulo",-0.67,0.6
"matheuzinho",78424,"Matheuzinho","373","mei",3.63,1.9,1.9,0.357651695928953,2,1.9,-0.8,2,0,0,2,0,0,1,2,0,0,"Dúvida",-0.74,-0.8
"vitinho",78435,"Vitinho","262","ata",6.01,1.9,1.9,0.664458971081958,3,3.3,-0.9,1.33333333333333,0.666666666666667,1,5,0,0,1.33333333333333,1.33333333333333,0,0,"Nulo",-1.15,-0.5
"rene",78445,"Renê","262","lat",5.1,2,2,0,1,2,0,0,0,2,5,0,0,1,0,0,0,"Dúvida",-0.9,2
"willian-arao",78478,"Willian Arão","262","mei",8.8,3.3,3.3,0.909904791204362,4,5.2,-0.2,0,1.5,3.5,3.25,0,0,1.75,0,0,0,"Provável",-0.88,0.1
"jean-mota",78548,"Jean Mota","277","mei",4.02,-0.2,-0.2,-0.849123586339535,2,-0.2,3,0,0,0,2,0,0,0,0,0,0,"Dúvida",-0.18,3
"ricardinho",78577,"Ricardinho","354","mei",2.78,-0.3,-0.3,-0.317324309407659,2,-0.9,-0.3,0,0,0,3,0,0,0,0,0,0,"Nulo",-1.35,-0.9
"douglas-friedrich",78584,"Douglas Friedrich","265","gol",9.99,8.83333333333333,5.5,1.38034261310564,3,12.2,-0.5,0,0,0,8.33333333333333,0,0,0.666666666666667,0,0,1.66666666666667,"Contundido",-0.97,-0.5
"gabriel",78605,"Gabriel","264","mei",5.43,-1.03333333333333,-1.03333333333333,2.13713389181638,3,10.1,-1.3,0,4,3,7,0,0,0.333333333333333,0,0,0,"Dúvida",2.85,10.1
"patrick-vieira",78635,"Patrick Vieira","294","lat",3.67,3.9,3.9,1.0530815196091,2,3.9,-2.2,2,2,3,11,0,0,2,1,0,0,"Provável",-1.33,-2.2
"ramiro",78715,"Ramiro","264","mei",5.91,3.86666666666667,3.86666666666667,-0.93093885971367,3,0.2,3.8,0.666666666666667,0.333333333333333,3.66666666666667,5,0,0,0.666666666666667,0.666666666666667,0,0,"Dúvida",-0.72,0.2
"reinaldo",78850,"Reinaldo","276","lat",14.36,10.2,6.86666666666667,-0.726400676278333,3,11,8.6,0.333333333333333,0.666666666666667,1.66666666666667,11.3333333333333,0.666666666666667,0,2.33333333333333,0,0.333333333333333,0,"Provável",-0.35,4.4
"luiz-felipe",79035,"Luiz Felipe","277","zag",4.39,-0.1,-0.1,0,1,0,-0.1,0,0,0,1,0,0,0,0,0,0,"Nulo",-1.61,-0.1
"tiago",79042,"Tiago ","354","zag",5.1,2,2,0,1,2,0,0,0,2,5,0,0,1,0,0,0,"Nulo",-0.9,2
"victor-cuesta",79113,"Víctor Cuesta","285","zag",11.92,3.975,0.225,0.725820426112559,4,8.9,4.4,0,3,2.75,6.5,0,0,0.75,0,0,0,"Provável",1.22,5.6
"fragapane",79262,"Fragapane","356","ata",2.02,-0.6,-0.6,0,2,0,-0.6,0,0,0,1,0,1,0,0,0,0,"Nulo",0.07,1.3
"sassa",79578,"Sassá","294","ata",2.69,-2.76666666666667,-2.76666666666667,-0.0923323076287887,3,-2.6,-3.1,0.333333333333333,2.66666666666667,0,1.66666666666667,0,0.333333333333333,0,0,0,0,"Provável",1.95,9.3
"cano",79631,"Cano","267","ata",12.54,6.86666666666667,6.86666666666667,-1.13547704314901,3,1.9,6.5,2.33333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,1,0.666666666666667,1,0.666666666666667,0,"Provável",-0.42,6.5
