Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Brazil,Serie A,2017,01/10/2017,20:00,Cruzeiro,Corinthians,1,1,D,2.14,3.3,3.91,2.52,3.3,3.91,2.17,3.07,3.6
Brazil,Serie A,2017,01/10/2017,20:00,Gremio,Fluminense,1,0,H,1.7,3.84,5.62,1.7,4.05,6.34,1.62,3.73,5.56
Brazil,Serie A,2017,01/10/2017,20:00,Sao Paulo,Sport Recife,1,0,H,1.6,4.28,6.04,1.61,4.3,7,1.56,3.99,5.84
Brazil,Serie A,2017,01/10/2017,23:00,Atletico-PR,Atletico-MG,0,2,A,2.25,3.4,3.47,2.3,3.44,3.51,2.19,3.24,3.33
Brazil,Serie A,2017,03/10/2017,00:00,Ponte Preta,Flamengo RJ,1,0,H,3.61,3.2,2.29,3.78,3.5,2.35,3.36,3.13,2.22
Brazil,Serie A,2017,07/10/2017,20:00,Cruzeiro,Ponte Preta,2,1,H,1.63,3.84,6.68,1.63,3.95,7,1.58,3.7,6.17
Brazil,Serie A,2017,11/10/2017,23:30,Atletico-PR,Atletico GO,2,2,D,1.6,4.17,6.29,1.63,4.17,6.5,1.57,3.88,5.71
Brazil,Serie A,2017,11/10/2017,23:30,Botafogo RJ,Chapecoense-SC,2,1,H,1.76,3.67,5.43,1.79,3.67,5.78,1.73,3.42,5.07
Brazil,Serie A,2017,12/10/2017,01:00,Corinthians,Coritiba,3,1,H,1.56,4.15,6.9,1.59,4.2,7.46,1.53,3.86,6.46
Brazil,Serie A,2017,12/10/2017,01:45,Atletico-MG,Sao Paulo,1,0,H,2.18,3.58,3.47,2.22,3.6,3.7,2.11,3.38,3.37
Brazil,Serie A,2017,12/10/2017,01:45,Avai,Vasco,1,2,A,2.64,3.13,3.06,2.74,3.2,3.09,2.55,2.99,2.93
Brazil,Serie A,2017,12/10/2017,01:45,Gremio,Cruzeiro,0,1,A,2.01,3.3,4.44,2.06,3.32,4.44,1.96,3.15,4.14
Brazil,Serie A,2017,12/10/2017,21:00,Flamengo RJ,Fluminense,1,1,D,1.65,4.15,5.7,1.66,4.24,6.07,1.6,3.85,5.46
Brazil,Serie A,2017,12/10/2017,21:00,Ponte Preta,Santos,1,1,D,2.4,3.22,3.37,2.54,3.22,3.39,2.33,3.08,3.2
Brazil,Serie A,2017,12/10/2017,21:00,Vitoria,Sport Recife,1,2,A,2.31,3.56,3.23,2.35,3.56,3.5,2.23,3.33,3.13
Brazil,Serie A,2017,13/10/2017,01:00,Palmeiras,Bahia,2,2,D,1.57,4.13,6.79,1.61,4.3,8,1.54,3.9,6.25
Brazil,Serie A,2017,14/10/2017,23:00,Vasco,Botafogo RJ,1,0,H,2.79,3.15,2.86,2.8,3.25,2.9,2.67,3.01,2.76
Brazil,Serie A,2017,15/10/2017,01:00,Sao Paulo,Atletico-PR,2,1,H,1.83,3.67,4.83,1.87,3.7,4.9,1.79,3.46,4.55
Brazil,Serie A,2017,15/10/2017,20:00,Atletico GO,Palmeiras,1,3,A,4.1,3.54,2.01,4.11,3.54,2.12,3.72,3.31,2.01
Brazil,Serie A,2017,15/10/2017,20:00,Chapecoense-SC,Flamengo RJ,0,1,A,3.71,3.36,2.18,3.81,3.38,2.25,3.47,3.19,2.15
Brazil,Serie A,2017,15/10/2017,20:00,Fluminense,Avai,1,0,H,1.68,3.79,6.05,1.7,3.88,6.2,1.64,3.61,5.6
Brazil,Serie A,2017,15/10/2017,20:00,Sport Recife,Atletico-MG,1,1,D,2.26,3.53,3.34,2.36,3.53,3.34,2.23,3.32,3.14
Brazil,Serie A,2017,15/10/2017,22:00,Bahia,Corinthians,2,0,H,2.63,3.24,2.96,2.74,3.32,3.02,2.56,3.03,2.87
Brazil,Serie A,2017,15/10/2017,22:00,Coritiba,Gremio,0,1,A,3.37,3.18,2.42,3.37,3.18,2.6,3.16,3,2.39
Brazil,Serie A,2017,16/10/2017,23:00,Santos,Vitoria,2,2,D,1.67,4.01,5.71,1.68,4.04,5.79,1.63,3.82,5.22
Brazil,Serie A,2017,18/10/2017,22:30,Atletico GO,Vasco,0,1,A,2.65,3.29,2.91,2.66,3.3,3.18,2.48,3.12,2.88
Brazil,Serie A,2017,18/10/2017,22:30,Coritiba,Cruzeiro,1,0,H,3.52,3.25,2.31,3.52,3.3,2.45,3.19,3.12,2.31
Brazil,Serie A,2017,19/10/2017,00:00,Atletico-MG,Chapecoense-SC,2,3,A,1.52,4.54,6.9,1.53,4.77,7.49,1.48,4.25,6.46
Brazil,Serie A,2017,19/10/2017,00:45,Avai,Botafogo RJ,1,1,D,2.85,3.12,2.83,2.93,3.16,2.85,2.77,2.98,2.68
Brazil,Serie A,2017,19/10/2017,00:45,Corinthians,Gremio,0,0,D,2.18,3.21,3.91,2.19,3.21,4.2,2.1,3.03,3.84
Brazil,Serie A,2017,19/10/2017,00:45,Fluminense,Sao Paulo,3,1,H,2.79,3.46,2.65,2.82,3.46,2.75,2.64,3.23,2.64
Brazil,Serie A,2017,19/10/2017,23:00,Palmeiras,Ponte Preta,2,0,H,1.47,4.3,8.79,1.53,4.38,8.79,1.47,4.05,7.27
Brazil,Serie A,2017,19/10/2017,23:00,Vitoria,Atletico-PR,2,3,A,2.29,3.37,3.44,2.3,3.4,3.52,2.2,3.24,3.3
Brazil,Serie A,2017,20/10/2017,00:00,Flamengo RJ,Bahia,4,1,H,1.48,4.44,8.03,1.5,4.55,8.4,1.45,4.13,7.31
Brazil,Serie A,2017,20/10/2017,00:00,Sport Recife,Santos,1,1,D,1.99,3.69,3.96,2.07,3.8,4.05,1.95,3.49,3.75
Brazil,Serie A,2017,21/10/2017,20:00,Vasco,Coritiba,1,1,D,2.05,3.37,4.15,2.09,3.4,4.26,2.01,3.2,3.87
Brazil,Serie A,2017,22/10/2017,20:00,Atletico-PR,Sport Recife,2,1,H,1.87,3.67,4.6,1.97,3.74,4.75,1.85,3.44,4.27
Brazil,Serie A,2017,22/10/2017,20:00,Bahia,Vitoria,2,1,H,2.14,3.42,3.78,2.21,3.47,4.05,2.06,3.29,3.59
Brazil,Serie A,2017,22/10/2017,20:00,Cruzeiro,Atletico-MG,1,3,A,2.05,3.33,4.25,2.05,3.61,4.33,1.95,3.33,3.95
Brazil,Serie A,2017,22/10/2017,20:00,Gremio,Palmeiras,1,3,A,2.92,3.07,2.8,3.17,3.21,2.82,2.83,2.99,2.63
Brazil,Serie A,2017,22/10/2017,20:00,Santos,Atletico GO,1,0,H,1.53,4.39,7.05,1.55,4.45,8,1.5,4.07,6.6
Brazil,Serie A,2017,22/10/2017,20:00,Sao Paulo,Flamengo RJ,2,0,H,2.46,3.35,3.14,2.46,3.4,3.21,2.33,3.2,3.07
Brazil,Serie A,2017,22/10/2017,22:00,Chapecoense-SC,Fluminense,2,0,H,2.04,3.61,3.9,2.06,3.66,4.08,1.98,3.38,3.78
Brazil,Serie A,2017,22/10/2017,22:00,Ponte Preta,Avai,1,2,A,1.69,3.62,6.27,1.73,3.7,6.27,1.67,3.46,5.55
Brazil,Serie A,2017,23/10/2017,23:00,Botafogo RJ,Corinthians,2,1,H,2.76,3.1,2.94,2.81,3.15,3,2.64,2.96,2.83
Brazil,Serie A,2017,28/10/2017,20:00,Sao Paulo,Santos,2,1,H,1.97,3.52,4.3,2.04,3.56,4.33,1.93,3.32,4.03
Brazil,Serie A,2017,28/10/2017,22:00,Flamengo RJ,Vasco,0,0,D,1.7,3.83,5.62,1.73,3.83,5.8,1.68,3.52,5.3
Brazil,Serie A,2017,29/10/2017,00:00,Atletico-PR,Chapecoense-SC,0,0,D,1.82,3.71,4.86,1.84,3.71,5.15,1.78,3.47,4.6
Brazil,Serie A,2017,29/10/2017,19:00,Atletico-MG,Botafogo RJ,0,0,D,1.68,3.93,5.67,1.74,3.94,5.7,1.65,3.71,5.23
Brazil,Serie A,2017,29/10/2017,19:00,Fluminense,Bahia,1,1,D,2.17,3.46,3.63,2.17,3.48,3.9,2.04,3.3,3.64
Brazil,Serie A,2017,29/10/2017,19:00,Ponte Preta,Corinthians,1,0,H,3.44,3.29,2.32,3.55,3.38,2.41,3.22,3.09,2.3
Brazil,Serie A,2017,29/10/2017,20:00,Sport Recife,Coritiba,3,4,A,1.87,3.59,4.71,1.92,3.62,4.71,1.85,3.41,4.3
Brazil,Serie A,2017,29/10/2017,20:00,Vitoria,Atletico GO,1,1,D,1.61,4.38,5.66,1.63,4.38,6.5,1.57,4.02,5.46
Brazil,Serie A,2017,29/10/2017,21:00,Avai,Gremio,2,2,D,2.46,3.09,3.39,2.49,3.1,3.46,2.38,2.95,3.23
Brazil,Serie A,2017,30/10/2017,22:00,Palmeiras,Cruzeiro,2,2,D,1.76,3.8,5.16,1.76,3.94,5.65,1.69,3.58,5.05
Brazil,Serie A,2017,04/11/2017,19:00,Santos,Atletico-MG,3,1,H,2.34,3.6,3.13,2.34,3.6,3.5,2.21,3.3,3.2
Brazil,Serie A,2017,04/11/2017,21:00,Atletico GO,Sao Paulo,0,1,A,3.65,3.61,2.11,3.98,3.64,2.11,3.64,3.37,2.02
Brazil,Serie A,2017,04/11/2017,21:00,Botafogo RJ,Fluminense,1,2,A,2.03,3.44,4.13,2.06,3.49,4.25,1.99,3.27,3.87
Brazil,Serie A,2017,04/11/2017,23:00,Coritiba,Avai,4,0,H,1.76,3.68,5.38,1.8,3.72,5.38,1.74,3.5,4.91
Brazil,Serie A,2017,05/11/2017,19:00,Corinthians,Palmeiras,3,2,H,2.42,3.21,3.34,2.45,3.24,3.4,2.33,3.06,3.21
Brazil,Serie A,2017,05/11/2017,19:00,Cruzeiro,Atletico-PR,1,0,H,1.86,3.42,5.09,1.89,3.5,5.25,1.8,3.34,4.71
Brazil,Serie A,2017,05/11/2017,19:00,Gremio,Flamengo RJ,3,1,H,2.38,3.16,3.49,2.39,3.16,3.59,2.28,3.01,3.37
Brazil,Serie A,2017,05/11/2017,20:00,Bahia,Ponte Preta,2,0,H,1.75,3.69,5.47,1.78,3.69,5.75,1.7,3.48,5.2
Brazil,Serie A,2017,05/11/2017,21:00,Chapecoense-SC,Sport Recife,1,1,D,2.29,3.33,3.46,2.41,3.41,3.9,2.22,3.23,3.25
Brazil,Serie A,2017,05/11/2017,21:00,Vasco,Vitoria,1,1,D,2.15,3.49,3.65,2.19,3.5,3.86,2.09,3.3,3.5
Brazil,Serie A,2017,08/11/2017,21:30,Avai,Bahia,1,2,A,2.9,3.17,2.75,2.9,3.2,2.84,2.74,3.04,2.67
Brazil,Serie A,2017,08/11/2017,21:30,Ponte Preta,Gremio,0,1,A,2.3,3.22,3.57,2.35,3.28,3.57,2.25,3.05,3.39
Brazil,Serie A,2017,08/11/2017,23:00,Atletico-PR,Corinthians,0,1,A,2.49,3.16,3.25,2.81,3.18,3.25,2.51,3,2.97
Brazil,Serie A,2017,08/11/2017,23:00,Sport Recife,Botafogo RJ,1,2,A,2.03,3.53,4.01,2.07,3.56,4.02,2,3.37,3.69
Brazil,Serie A,2017,08/11/2017,23:45,Flamengo RJ,Cruzeiro,2,0,H,1.75,3.75,5.36,1.9,3.78,5.38,1.73,3.52,4.9
Brazil,Serie A,2017,08/11/2017,23:45,Santos,Vasco,1,2,A,1.57,4.24,6.54,1.6,4.25,6.6,1.55,3.95,5.88
Brazil,Serie A,2017,08/11/2017,23:45,Vitoria,Palmeiras,3,1,H,2.88,3.51,2.54,3,3.58,2.6,2.8,3.28,2.45
Brazil,Serie A,2017,09/11/2017,22:00,Atletico-MG,Atletico GO,3,2,H,1.33,5.57,10.87,1.34,5.94,12,1.3,5.26,9.64
Brazil,Serie A,2017,09/11/2017,22:00,Sao Paulo,Chapecoense-SC,2,2,D,1.61,3.99,6.53,1.64,4.08,6.7,1.57,3.82,5.95
Brazil,Serie A,2017,09/11/2017,23:00,Fluminense,Coritiba,2,2,D,1.99,3.5,4.21,2.01,3.54,4.41,1.93,3.37,3.98
Brazil,Serie A,2017,11/11/2017,19:00,Botafogo RJ,Atletico-PR,0,1,A,2.1,3.38,3.94,2.15,3.44,4.04,2.04,3.21,3.76
Brazil,Serie A,2017,11/11/2017,21:00,Corinthians,Avai,1,0,H,1.46,4.52,8.37,1.46,4.64,9.5,1.41,4.36,7.83
Brazil,Serie A,2017,12/11/2017,19:00,Atletico GO,Sport Recife,2,0,H,3.29,3.5,2.3,3.29,3.5,2.4,3.04,3.3,2.3
Brazil,Serie A,2017,12/11/2017,19:00,Gremio,Vitoria,1,1,D,1.95,3.64,4.16,1.96,3.85,5.25,1.85,3.52,4.17
Brazil,Serie A,2017,12/11/2017,19:00,Palmeiras,Flamengo RJ,2,0,H,2.03,3.62,3.9,2.04,3.62,4.07,1.97,3.41,3.76
Brazil,Serie A,2017,12/11/2017,19:00,Vasco,Sao Paulo,1,1,D,3.02,3.29,2.57,3.02,3.29,2.72,2.86,3.1,2.53
Brazil,Serie A,2017,12/11/2017,20:00,Bahia,Atletico-MG,2,2,D,2.15,3.57,3.57,2.2,3.57,4,2.07,3.39,3.47
Brazil,Serie A,2017,12/11/2017,21:00,Coritiba,Ponte Preta,1,1,D,1.85,3.65,4.76,1.94,3.82,4.95,1.82,3.45,4.39
Brazil,Serie A,2017,12/11/2017,21:00,Cruzeiro,Fluminense,3,1,H,1.68,3.81,5.96,1.77,3.85,5.96,1.68,3.59,5.18
Brazil,Serie A,2017,13/11/2017,22:00,Chapecoense-SC,Santos,2,0,H,2.43,3.24,3.28,2.6,3.32,3.47,2.31,3.11,3.19
Brazil,Serie A,2017,15/11/2017,19:00,Ponte Preta,Atletico-PR,2,1,H,2.12,3.35,3.93,2.19,3.52,3.93,2.08,3.23,3.61
Brazil,Serie A,2017,15/11/2017,21:30,Cruzeiro,Avai,2,2,D,1.53,4.25,7.23,1.53,4.35,8,1.49,4.03,6.83
Brazil,Serie A,2017,15/11/2017,21:30,Gremio,Sao Paulo,1,0,H,2.04,3.31,4.32,2.07,3.38,4.5,1.98,3.21,4.01
Brazil,Serie A,2017,15/11/2017,23:45,Corinthians,Fluminense,3,1,H,1.58,4.01,6.93,1.61,4.1,7.02,1.55,3.86,6.13
Brazil,Serie A,2017,15/11/2017,23:45,Vasco,Atletico-MG,1,1,D,2.77,3.33,2.76,2.77,3.35,2.86,2.64,3.16,2.69
Brazil,Serie A,2017,16/11/2017,22:00,Botafogo RJ,Atletico GO,1,2,A,1.5,4.43,7.51,1.53,4.43,7.51,1.49,4.09,6.68
Brazil,Serie A,2017,16/11/2017,22:00,Chapecoense-SC,Vitoria,2,1,H,2.6,3.3,2.96,2.63,3.36,3.1,2.43,3.19,2.92
Brazil,Serie A,2017,16/11/2017,22:00,Palmeiras,Sport Recife,5,1,H,1.57,4.47,6.09,1.59,4.47,6.3,1.54,4.2,5.61
Brazil,Serie A,2017,16/11/2017,23:00,Bahia,Santos,3,1,H,1.93,3.53,4.35,2.08,3.65,4.4,1.9,3.44,4.01
Brazil,Serie A,2017,16/11/2017,23:00,Coritiba,Flamengo RJ,1,0,H,3.11,3.27,2.51,3.14,3.28,2.62,2.92,3.11,2.48
Brazil,Serie A,2017,19/11/2017,19:00,Atletico GO,Chapecoense-SC,1,1,D,2.5,3.44,2.99,2.59,3.44,3,2.45,3.24,2.85
Brazil,Serie A,2017,19/11/2017,19:00,Flamengo RJ,Corinthians,3,0,H,1.67,3.89,5.88,1.78,3.9,6,1.64,3.68,5.44
Brazil,Serie A,2017,19/11/2017,19:00,Sao Paulo,Botafogo RJ,0,0,D,2.18,3.38,3.71,2.23,3.5,3.9,2.1,3.27,3.52
Brazil,Serie A,2017,19/11/2017,19:00,Sport Recife,Bahia,1,0,H,1.88,3.98,4.15,2.1,3.98,4.2,1.96,3.57,3.66
Brazil,Serie A,2017,19/11/2017,19:00,Vitoria,Cruzeiro,1,1,D,1.89,3.76,4.36,2.07,3.76,4.38,1.97,3.46,3.73
Brazil,Serie A,2017,19/11/2017,21:00,Atletico-MG,Coritiba,3,0,H,1.55,4.42,6.54,1.61,4.42,6.54,1.55,4.08,5.76
Brazil,Serie A,2017,19/11/2017,21:00,Atletico-PR,Vasco,3,1,H,2.03,3.39,4.21,2.14,3.44,4.21,2.02,3.26,3.79
Brazil,Serie A,2017,19/11/2017,21:00,Santos,Gremio,1,0,H,1.5,4.4,7.62,1.55,4.4,7.7,1.49,4.07,6.79
Brazil,Serie A,2017,20/11/2017,19:00,Fluminense,Ponte Preta,2,0,H,1.88,3.46,4.9,1.9,3.65,4.9,1.82,3.42,4.46
Brazil,Serie A,2017,20/11/2017,22:00,Avai,Palmeiras,2,1,H,4.04,3.56,1.99,4.06,3.76,2.06,3.68,3.48,1.97
Brazil,Serie A,2017,25/11/2017,19:00,Fluminense,Sport Recife,1,2,A,2.21,3.5,3.49,2.33,3.53,3.5,2.16,3.37,3.25
Brazil,Serie A,2017,26/11/2017,19:00,Avai,Atletico-PR,1,0,H,2.77,3.4,2.7,2.77,3.4,3,2.58,3.2,2.72
Brazil,Serie A,2017,26/11/2017,19:00,Corinthians,Atletico-MG,2,2,D,2.22,3.56,3.42,2.24,3.56,3.6,2.16,3.35,3.27
Brazil,Serie A,2017,26/11/2017,19:00,Coritiba,Sao Paulo,1,2,A,2,3.5,4.16,2.05,3.54,4.3,1.95,3.37,3.92
Brazil,Serie A,2017,26/11/2017,19:00,Cruzeiro,Vasco,0,1,A,1.97,3.52,4.21,2.01,3.7,4.32,1.91,3.47,3.95
Brazil,Serie A,2017,26/11/2017,19:00,Gremio,Atletico GO,1,1,D,1.78,3.64,5.28,1.81,3.68,5.65,1.73,3.5,4.94
Brazil,Serie A,2017,26/11/2017,19:00,Ponte Preta,Vitoria,2,3,A,2.18,3.63,3.43,2.21,3.63,3.6,2.12,3.34,3.38
Brazil,Serie A,2017,26/11/2017,21:00,Bahia,Chapecoense-SC,0,1,A,1.73,4.01,5.04,1.75,4.06,5.34,1.69,3.77,4.82
Brazil,Serie A,2017,26/11/2017,21:00,Flamengo RJ,Santos,1,2,A,1.61,3.96,6.59,1.76,3.96,6.59,1.62,3.68,5.7
Brazil,Serie A,2017,27/11/2017,22:00,Palmeiras,Botafogo RJ,2,0,H,1.72,3.91,5.29,1.82,3.96,5.29,1.73,3.68,4.61
Brazil,Serie A,2017,03/12/2017,19:00,Atletico GO,Fluminense,1,1,D,2.33,3.63,3.12,2.6,3.63,3.2,2.34,3.39,2.91
Brazil,Serie A,2017,03/12/2017,19:00,Atletico-MG,Gremio,4,3,H,1.27,6.34,12.91,1.29,6.6,15,1.24,5.83,11.71
Brazil,Serie A,2017,03/12/2017,19:00,Atletico-PR,Palmeiras,3,0,H,2.88,3.61,2.49,3,3.61,2.5,2.8,3.38,2.41
Brazil,Serie A,2017,03/12/2017,19:00,Botafogo RJ,Cruzeiro,2,2,D,1.77,3.62,5.44,1.81,3.67,5.44,1.75,3.47,4.83
Brazil,Serie A,2017,03/12/2017,19:00,Chapecoense-SC,Coritiba,2,1,H,2.18,3.56,3.48,2.21,3.57,3.7,2.11,3.39,3.35
Brazil,Serie A,2017,03/12/2017,19:00,Santos,Avai,1,1,D,2.05,3.79,3.67,2.08,3.79,3.8,1.98,3.58,3.54
Brazil,Serie A,2017,03/12/2017,19:00,Sao Paulo,Bahia,1,1,D,1.71,4.07,5.12,1.73,4.1,5.22,1.67,3.8,4.89
Brazil,Serie A,2017,03/12/2017,19:00,Sport Recife,Corinthians,1,0,H,1.38,5.36,8.71,1.42,5.36,8.71,1.37,4.78,7.73
Brazil,Serie A,2017,03/12/2017,19:00,Vasco,Ponte Preta,2,1,H,1.36,5.25,10.2,1.4,5.31,10.5,1.33,4.81,9.27
Brazil,Serie A,2017,03/12/2017,19:00,Vitoria,Flamengo RJ,1,2,A,2.27,3.59,3.27,2.29,3.59,3.7,2.16,3.42,3.24
Brazil,Serie A,2018,14/04/2018,20:00,Cruzeiro,Gremio,0,1,A,1.96,3.29,4.87,2.11,3.3,4.87,1.98,3.16,4.15
Brazil,Serie A,2018,14/04/2018,23:00,Vitoria,Flamengo RJ,2,2,D,3.56,3.41,2.22,3.75,3.42,2.24,3.4,3.31,2.14
Brazil,Serie A,2018,15/04/2018,01:00,Santos,Ceara,2,0,H,1.57,4.13,6.76,1.6,4.14,7.1,1.55,3.88,6.12
Brazil,Serie A,2018,15/04/2018,15:00,America MG,Sport Recife,3,0,H,1.98,3.35,4.51,2.05,3.42,4.51,1.96,3.27,4.01
Brazil,Serie A,2018,15/04/2018,20:00,Corinthians,Fluminense,2,1,H,1.67,3.68,6.55,1.68,3.74,7,1.62,3.55,6.03
Brazil,Serie A,2018,15/04/2018,20:00,Internacional,Bahia,2,0,H,1.74,3.53,6.01,1.81,3.75,6.01,1.74,3.42,5.05
Brazil,Serie A,2018,15/04/2018,20:00,Vasco,Atletico-MG,2,1,H,2.98,3.22,2.64,2.98,3.25,2.7,2.79,3.15,2.57
Brazil,Serie A,2018,15/04/2018,23:00,Atletico-PR,Chapecoense-SC,5,1,H,2.14,3.25,4.02,2.18,3.3,4.15,2.08,3.17,3.72
Brazil,Serie A,2018,17/04/2018,00:00,Botafogo RJ,Palmeiras,1,1,D,3.89,3.37,2.12,3.9,3.38,2.16,3.61,3.23,2.08
Brazil,Serie A,2018,17/04/2018,00:00,Sao Paulo,Parana,1,0,H,1.47,4.35,8.75,1.48,4.5,9.73,1.42,4.19,8.2
Brazil,Serie A,2018,21/04/2018,20:00,Bahia,Santos,1,0,H,2.31,3.27,3.48,2.39,3.27,3.6,2.26,3.12,3.34
Brazil,Serie A,2018,21/04/2018,23:00,Flamengo RJ,America MG,2,0,H,1.45,4.58,8.58,1.46,4.75,10.5,1.41,4.43,8
Brazil,Serie A,2018,22/04/2018,15:00,Parana,Corinthians,0,4,A,4.15,2.96,2.24,4.18,3.1,2.24,3.79,2.96,2.16
Brazil,Serie A,2018,22/04/2018,20:00,Atletico-MG,Vitoria,2,1,H,1.56,4.33,6.6,1.59,4.33,7.5,1.54,4.02,6.14
Brazil,Serie A,2018,22/04/2018,20:00,Ceara,Sao Paulo,0,0,D,3.03,3.26,2.58,3.13,3.3,2.58,2.94,3.11,2.47
Brazil,Serie A,2018,22/04/2018,20:00,Chapecoense-SC,Vasco,1,1,D,1.91,3.47,4.69,1.92,3.7,4.81,1.84,3.4,4.43
Brazil,Serie A,2018,22/04/2018,20:00,Fluminense,Cruzeiro,1,0,H,2.71,3.22,2.9,2.76,3.22,2.94,2.61,3.11,2.79
Brazil,Serie A,2018,22/04/2018,20:00,Palmeiras,Internacional,1,0,H,1.63,3.83,6.74,1.64,3.84,7,1.6,3.63,6.11
Brazil,Serie A,2018,22/04/2018,23:00,Gremio,Atletico-PR,0,0,D,1.62,3.83,6.88,1.67,3.84,6.88,1.61,3.61,6.08
Brazil,Serie A,2018,24/04/2018,00:00,Sport Recife,Botafogo RJ,1,1,D,2.27,3.26,3.59,2.33,3.29,3.59,2.21,3.16,3.38
Brazil,Serie A,2018,28/04/2018,20:00,Botafogo RJ,Gremio,2,1,H,2.59,3.09,3.17,2.72,3.13,3.17,2.51,3.02,2.97
Brazil,Serie A,2018,29/04/2018,20:00,Atletico-MG,Corinthians,1,0,H,1.99,3.39,4.37,2.03,3.42,4.37,1.97,3.28,3.96
Brazil,Serie A,2018,29/04/2018,20:00,Bahia,Atletico-PR,0,0,D,2.03,3.4,4.2,2.1,3.43,4.33,1.99,3.26,3.93
Brazil,Serie A,2018,29/04/2018,20:00,Ceara,Flamengo RJ,0,3,A,3.32,3.21,2.42,3.38,3.26,2.42,3.21,3.12,2.31
Brazil,Serie A,2018,29/04/2018,20:00,Fluminense,Sao Paulo,1,1,D,2.55,3.26,3.06,2.57,3.26,3.1,2.44,3.12,2.99
Brazil,Serie A,2018,29/04/2018,20:00,Palmeiras,Chapecoense-SC,0,0,D,1.33,5.19,12.11,1.35,5.2,12.4,1.31,4.84,10.64
Brazil,Serie A,2018,29/04/2018,20:00,Parana,Sport Recife,1,2,A,2.29,3.28,3.52,2.33,3.34,3.6,2.21,3.17,3.35
Brazil,Serie A,2018,29/04/2018,23:00,Internacional,Cruzeiro,0,0,D,1.93,3.28,4.9,1.98,3.4,5.1,1.88,3.22,4.47
Brazil,Serie A,2018,01/05/2018,00:00,America MG,Vitoria,2,1,H,2.06,3.25,4.22,2.11,3.35,4.25,2.01,3.23,3.88
Brazil,Serie A,2018,05/05/2018,23:00,Sao Paulo,Atletico-MG,2,2,D,2.09,3.38,3.87,2.11,3.45,3.96,2.04,3.27,3.71
Brazil,Serie A,2018,05/05/2018,23:00,Vasco,America MG,4,1,H,2.11,3.2,4.07,2.11,3.36,4.25,2.03,3.17,3.9
Brazil,Serie A,2018,06/05/2018,15:00,Corinthians,Ceara,1,1,D,1.68,3.56,6.45,1.73,3.6,6.7,1.65,3.45,5.81
Brazil,Serie A,2018,06/05/2018,20:00,Atletico-PR,Palmeiras,1,3,A,3.2,3.25,2.42,3.03,3.2,2.72,2.86,3.09,2.52
Brazil,Serie A,2018,06/05/2018,20:00,Cruzeiro,Botafogo RJ,1,0,H,1.47,4.43,7.85,1.49,4.5,9,1.45,4.13,7.51
Brazil,Serie A,2018,06/05/2018,20:00,Flamengo RJ,Internacional,2,0,H,1.76,3.58,5.24,1.85,3.6,5.56,1.77,3.41,4.84
Brazil,Serie A,2018,06/05/2018,20:00,Vitoria,Fluminense,1,2,A,2.07,3.61,3.68,2.13,3.54,4,2.05,3.36,3.54
Brazil,Serie A,2018,06/05/2018,23:00,Gremio,Santos,5,1,H,1.63,3.89,6.16,1.65,4,6.7,1.59,3.72,5.91
Brazil,Serie A,2018,06/05/2018,23:00,Sport Recife,Bahia,2,0,H,2.24,3.39,3.42,2.34,3.4,3.6,2.23,3.21,3.25
Brazil,Serie A,2018,08/05/2018,00:00,Chapecoense-SC,Parana,1,1,D,1.78,3.43,5.63,1.79,3.5,5.94,1.74,3.34,5.27
Brazil,Serie A,2018,12/05/2018,20:00,Gremio,Internacional,0,0,D,1.9,3.08,5.5,1.95,3.4,5.56,1.84,3.14,4.91
Brazil,Serie A,2018,13/05/2018,15:00,Cruzeiro,Sport Recife,2,0,H,1.43,4.69,8.41,1.44,4.75,10.02,1.39,4.49,8.25
Brazil,Serie A,2018,13/05/2018,20:00,Atletico-PR,Atletico-MG,1,2,A,2.42,3.3,3.16,2.5,3.3,3.22,2.38,3.18,3
Brazil,Serie A,2018,13/05/2018,20:00,Bahia,Sao Paulo,2,2,D,2.39,3.13,3.39,2.4,3.2,3.6,2.3,3.06,3.27
Brazil,Serie A,2018,13/05/2018,20:00,Chapecoense-SC,Flamengo RJ,3,2,H,3.08,3.1,2.57,3.3,3.3,2.57,3.07,3.06,2.41
Brazil,Serie A,2018,13/05/2018,20:00,Corinthians,Palmeiras,1,0,H,3.13,2.96,2.68,3.13,3.2,2.8,2.87,2.97,2.62
Brazil,Serie A,2018,13/05/2018,20:00,Vasco,Vitoria,2,3,A,1.88,3.58,4.47,1.94,3.6,4.6,1.85,3.46,4.23
Brazil,Serie A,2018,13/05/2018,23:00,Santos,Parana,3,1,H,1.6,3.75,7.18,1.6,4.2,8.6,1.53,3.83,6.69
Brazil,Serie A,2018,15/05/2018,00:00,Botafogo RJ,Fluminense,2,1,H,2.58,3.1,3.09,2.6,3.31,3.3,2.43,3.12,2.99
Brazil,Serie A,2018,15/05/2018,00:00,Ceara,America MG,2,2,D,1.98,3.42,4.24,2.33,3.42,4.33,1.95,3.25,4.04
Brazil,Serie A,2018,19/05/2018,20:00,Atletico-MG,Cruzeiro,1,0,H,2.01,3.43,4.12,2.1,3.43,4.33,1.98,3.29,3.89
