,atletas.apelido_abreviado,atletas.preco_num,atletas.atleta_id,atletas.clube_id,atletas.nome,atletas.status_id,atletas.entrou_em_campo,atletas.apelido,atletas.foto,atletas.media_num,atletas.slug,atletas.posicao_id,atletas.rodada_id,atletas.pontos_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.variacao_num,CA,DS,FC,FD,FF,FS,G,I,SG,A,DE,GS,PS,FT,V,CV,DP,PC,PP,GC
268,Alesson,6.43,97321,2305,Alesson dos Santos Batista,7,True,Alesson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.02,alesson,5,34,2.3,MIR,20,-0.18,1.0,15.0,24.0,4.0,8.0,18.0,4.0,9.0,,3.0,,,,,,,,,,
269,R. Ceni,9.34,97341,265,Rogério Mücke Ceni,7,True,Rogério Ceni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.48,rogerio-ceni,6,34,4.71,BAH,32,0.0,,,,,,,,,,,,,,,14.0,,,,,
270,J. Victor,3.88,97460,2305,João Victor Carroll Santana,7,True,João Victor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,3.06,joao-victor,3,34,2.8,MIR,28,-0.36,7.0,19.0,20.0,1.0,6.0,16.0,2.0,2.0,7.0,1.0,,,,1.0,,1.0,,,,
271,Marçal,9.39,97468,263,Fernando Marçal de Oliveira,6,False,Marçal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.59,marcal,2,34,0.0,BOT,11,0.0,5.0,17.0,16.0,,1.0,6.0,2.0,,5.0,,,,,,,,,,,
272,Shaylon,4.13,97520,2305,Shaylon Kallyson Cardozo - Cardoso,6,True,Shaylon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.49,shaylon,4,34,2.5,MIR,10,0.18,1.0,7.0,5.0,2.0,5.0,1.0,,1.0,,,,,,,,,,,,
273,F. Torres,6.74,97642,264,Félix Eduardo Torres Caicedo,6,False,Félix Torres,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.72,felix-torres,3,34,0.0,COR,9,0.0,1.0,14.0,12.0,,2.0,1.0,,,3.0,,,,,,,,,,,
274,T. Couto,7.61,97645,287,Thiago Couto Wenceslau,7,False,Thiago Couto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6.78,thiago-couto,1,34,0.0,VIT,4,0.0,,,,,,,,,2.0,,17.0,4.0,,,,,,1.0,,
275,Murilo,7.56,97653,275,Murilo Cerqueira Paim,7,False,Murilo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.9,murilo,3,34,0.0,PAL,15,0.0,5.0,18.0,23.0,1.0,4.0,4.0,1.0,,6.0,,,,,,,,,1.0,,
276,Erick,6.89,97810,287,Erick de Arruda Serafim,7,False,Erick,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.7,erick,5,34,0.0,VIT,26,0.0,6.0,21.0,20.0,7.0,17.0,63.0,3.0,1.0,,4.0,,,,2.0,,,,,,
277,L. Ortiz,7.09,97867,262,Leonardo Rech Ortiz,2,False,Léo Ortiz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.77,leo-ortiz,3,34,0.0,FLA,26,0.0,4.0,20.0,19.0,4.0,9.0,5.0,1.0,1.0,13.0,2.0,,,,2.0,,,,,,
278,Iago,4.45,97868,265,Iago Amaral Borduchi,6,False,Iago,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.93,iago,2,34,0.0,BAH,13,0.0,2.0,6.0,8.0,2.0,2.0,3.0,1.0,1.0,4.0,,,,,,,,,,,
279,Maílton,5.36,97898,276,Maílton dos Santos de Sá,6,False,Maílton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3.19,mailton,2,34,0.0,SAO,8,0.0,1.0,4.0,9.0,2.0,1.0,10.0,,,3.0,,,,,,,,,,,
280,M. Bahia,8.15,97899,354,Matheus Bahia Santos,7,True,Matheus Bahia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4.77,matheus-bahia,2,34,1.8,CEA,23,-0.65,4.0,31.0,20.0,2.0,5.0,28.0,,,9.0,1.0,,,,1.0,,,,,,
281,Vitão,6.6,97900,285,Vitor Eduardo da Silva Matos,7,True,Vitão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.86,vitao,3,34,0.2,INT,26,-0.15,4.0,22.0,20.0,5.0,5.0,2.0,,,7.0,1.0,,,,1.0,,,,,,1.0
282,Erick,7.25,98022,265,Erick Luis Conrado de Carvalho,6,True,Erick,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.79,erick,4,34,-0.1,BAH,13,-0.58,3.0,19.0,13.0,,2.0,5.0,1.0,3.0,,,,,,1.0,,,,,,
283,P. Raul,7.47,98225,354,Pedro Raul Garay da Silva,3,True,Pedro Raul,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.85,pedro-raul,5,34,0.2,CEA,28,-1.01,6.0,7.0,51.0,23.0,27.0,37.0,6.0,33.0,,,,,,2.0,,,,,,
284,Bastos,11.0,98280,263,Bartolomeu Jacinto Quissanga,5,False,Bastos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,bastos,3,34,0.0,BOT,0,0.0,,,,,,,,,,,,,,,,,,,,
285,V. Soares,3.0,98306,287,Valdemir de Oliveira Soares,6,False,Val Soares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,val-soares,4,34,0.0,VIT,0,0.0,,,,,,,,,,,,,,,,,,,,
286,Negueba,5.91,98384,2305,Luiz Henrique Soares Firmino,7,True,Negueba,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.24,negueba,5,34,6.1,MIR,27,0.31,3.0,22.0,17.0,8.0,12.0,41.0,5.0,5.0,,2.0,,,,,,,,,,
287,Kanu,3.73,98484,265,Victor Hugo Soares dos Santos,7,False,Kanu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.3,kanu,3,34,0.0,BAH,3,0.0,,5.0,2.0,,,,,,,,,,,,,1.0,,,,
288,J. Lucas,6.83,98517,265,Jean Lucas de Souza Oliveira,7,True,Jean Lucas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.24,jean-lucas,4,34,4.2,BAH,29,0.16,2.0,47.0,37.0,10.0,15.0,27.0,3.0,2.0,,1.0,,,,1.0,,1.0,,1.0,,
289,Kuscevic,6.41,98619,356,Benjamín Kuščević Jaramillo,6,False,Kuscevic,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.69,kuscevic,3,34,0.0,FOR,18,0.0,3.0,26.0,17.0,1.0,3.0,4.0,1.0,1.0,5.0,,,,,,,1.0,,,,
290,Savarino,8.9,98672,263,Jefferson David Savarino Quintero,7,False,Savarino,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.8,savarino,4,34,0.0,BOT,23,0.0,1.0,9.0,9.0,14.0,14.0,17.0,3.0,8.0,,3.0,,,,1.0,,,,,,
291,Angileri,4.84,98720,264,Fabrizio Germán Angileri - Fabricio,6,True,Angileri,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.02,angileri,2,34,0.6,COR,25,-0.04,4.0,27.0,16.0,1.0,4.0,5.0,,1.0,7.0,,,,,1.0,,,,1.0,,
292,S. Lino,13.46,98873,262,Samuel Dias Lino,2,True,Samuel Lino,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6.03,samuel-lino,5,34,1.5,FLA,17,-0.45,1.0,18.0,13.0,8.0,16.0,18.0,3.0,2.0,,5.0,,,,,,,,,,
293,Cuello,8.28,98909,282,Tomás Esteban Cuello,6,False,Cuello,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,4.43,cuello,5,34,0.0,CAM,15,0.0,3.0,13.0,17.0,11.0,13.0,27.0,1.0,2.0,,1.0,,,,3.0,,1.0,,1.0,,
294,Viña,7.09,98974,262,Matías Nicolás Viña Susperreguy,6,False,Viña,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.12,vina,2,34,0.0,FLA,8,0.0,1.0,4.0,5.0,,,3.0,,,4.0,,,,,,,,,,,
295,Lourenço,4.4,99032,354,João Paulo Ferreira Lourenço,6,True,Lourenço,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.71,lourenco,4,34,-0.1,CEA,27,-0.05,4.0,28.0,31.0,9.0,8.0,21.0,2.0,1.0,,1.0,,,,,,,,,1.0,
296,L. Braga,4.95,99119,287,Lucas Braga Ribeiro,6,False,Lucas Braga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.26,lucas-braga,5,34,0.0,VIT,18,0.0,1.0,11.0,12.0,3.0,4.0,23.0,1.0,3.0,,,,,,1.0,,,,,,
297,Vegetti,13.61,99198,267,Pablo Vegetti,7,True,Vegetti,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6.01,vegetti,5,34,1.7,VAS,28,0.21,2.0,12.0,26.0,8.0,26.0,37.0,13.0,6.0,,1.0,,,,2.0,,,,,,1.0
298,P. Rodríguez,5.71,99213,267,José Luis Rodríguez Bebanz,6,True,Puma Rodríguez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,3.71,puma-rodriguez,2,34,1.7,VAS,20,0.03,,12.0,8.0,3.0,10.0,6.0,1.0,,4.0,2.0,,,,2.0,,,,,,
299,I. Ramírez,2.17,99221,292,Juan Ignacio Ramírez Polero,6,False,Ignacio Ramírez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.68,ignacio-ramirez,5,34,0.0,SPT,8,0.0,1.0,1.0,7.0,3.0,3.0,2.0,,,,,,,,,,,,,,
300,D. Cruz,7.64,99228,262,Diego Nicolás de la Cruz Arcosa,2,False,De la Cruz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.52,de-la-cruz,4,34,0.0,FLA,17,0.0,4.0,16.0,15.0,4.0,10.0,29.0,,,,,,,,,,,,,,
301,Bareiro,7.04,99248,356,Adam Fernando Bareiro Gamarra,6,True,Bareiro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.85,bareiro,5,34,12.8,FOR,16,0.59,4.0,8.0,27.0,10.0,4.0,15.0,5.0,3.0,,,,,,2.0,,1.0,,,1.0,
302,Pochettino,11.04,99267,356,Tomás Pochettino,6,True,Pochettino,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.28,pochettino,4,34,11.3,FOR,21,0.87,3.0,28.0,9.0,10.0,11.0,12.0,1.0,3.0,,4.0,,,,,,,,1.0,,
303,A. Barboza,10.63,99274,263,Alexander Nahuel Barboza Ullúa,7,False,Alexander Barboza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.24,alexander-barboza,3,34,0.0,BOT,20,0.0,12.0,42.0,40.0,5.0,7.0,3.0,,1.0,10.0,,,,,1.0,,,,,,
304,Dinenno,4.18,99316,276,Juan Ignacio Dinenno de Cara,5,False,Dinenno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.56,dinenno,5,34,0.0,SAO,8,0.0,2.0,1.0,6.0,2.0,3.0,4.0,1.0,,,,,,,,,,,,,
305,L. Zubeldía,8.9,99366,266,Luis Francisco Zubeldía,7,True,Luis Zubeldía,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5.12,luis-zubeldia,6,34,5.95,FLU,21,0.23,,,,,,,,,,,,,,,8.0,,,,,
306,Michael,6.49,99392,262,Michael Richard Delgado de Oliveira,6,False,Michael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.13,michael,5,34,0.0,FLA,13,0.0,,7.0,1.0,3.0,3.0,3.0,1.0,1.0,,3.0,,,,,,,,,,
307,Baralhas,5.89,99440,287,Gabriel Baralhas dos Santos,7,False,Baralhas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.43,baralhas,4,34,0.0,VIT,23,0.0,9.0,40.0,38.0,5.0,10.0,20.0,1.0,,,1.0,,,,1.0,,,,1.0,,
308,Rossi,8.98,99552,262,Agustín Daniel Rossi,7,True,Rossi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.53,rossi,1,34,-0.7,FLA,33,-0.19,2.0,,,,,9.0,,,16.0,,78.0,22.0,,,,,3.0,,,
309,Paulinho,5.0,99818,275,Paulo Henrique Sampaio Filho,6,False,Paulinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.03,paulinho,5,34,0.0,PAL,7,0.0,,2.0,1.0,1.0,3.0,2.0,,1.0,,,,,,,,,,,,
310,A. Franco,5.62,99889,276,Alan Javier Franco,7,True,Alan Franco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.77,alan-franco,3,34,0.0,SAO,25,-0.57,6.0,25.0,24.0,,2.0,9.0,,2.0,8.0,,,,,,,,,1.0,,
311,I. Gomes,5.72,100084,282,Igor Silveira Gomes,6,False,Igor Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.88,igor-gomes,4,34,0.0,CAM,27,0.0,2.0,14.0,15.0,3.0,7.0,18.0,5.0,1.0,,1.0,,,,,,,,,,
312,P. Augusto,2.03,100085,292,Pedro Augusto Borges da Costa,6,False,Pedro Augusto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1.73,pedro-augusto,4,34,0.0,SPT,12,0.0,4.0,17.0,11.0,1.0,1.0,7.0,,,,,,,,,,1.0,,,,
313,Y. Alberto,13.53,100652,264,Yuri Alberto Monteiro da Silva,7,True,Yuri Alberto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.8,yuri-alberto,5,34,17.8,COR,24,2.42,3.0,3.0,23.0,11.0,29.0,38.0,10.0,7.0,,2.0,,,1.0,1.0,,,,,1.0,
314,Fernando,3.24,100695,280,Fernando dos Santos Pedro,6,False,Fernando,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.01,fernando,5,34,0.0,RBB,10,0.0,,2.0,4.0,3.0,4.0,3.0,,,,,,,,,,,,,,
315,M. Henrique,5.84,100742,283,Matheus Henrique de Souza,3,True,Matheus Henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.12,matheus-henrique,4,34,1.4,CRU,14,-0.06,3.0,18.0,12.0,2.0,2.0,11.0,,,,,,,,,,,,,,
316,Brenno,6.57,100830,356,Brenno Oliveira Fraga Costa,6,True,Brenno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.06,brenno,1,34,6.1,FOR,10,0.58,1.0,,,,,2.0,,,1.0,,32.0,13.0,,,,1.0,1.0,,,
317,Ruan,7.06,100842,282,Ruan Tressoldi Netto,6,False,Ruan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,4.18,ruan,3,34,0.0,CAM,8,0.0,3.0,9.0,10.0,,,6.0,1.0,,3.0,,,,,,,,,,,
318,L. Esteves,6.36,100846,284,Lucas Esteves Souza,6,True,Lucas Esteves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.43,lucas-esteves,2,34,5.0,GRE,8,-0.65,1.0,11.0,8.0,1.0,4.0,2.0,,,2.0,,,,,,,,,1.0,,
319,L. Cândido,7.79,100848,292,Luan Cândido de Almeida,7,False,Luan Cândido,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.6,luan-candido,2,34,0.0,SPT,9,0.0,1.0,11.0,11.0,4.0,2.0,4.0,1.0,2.0,1.0,,,,,,,,,1.0,,
320,Vitinho,9.82,100898,263,Victor Alexander da Silva,7,False,Vitinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.64,vitinho,2,34,0.0,BOT,29,0.0,2.0,47.0,23.0,3.0,7.0,13.0,1.0,4.0,15.0,1.0,,,,,,,,1.0,,
321,R. Lopes,3.33,100969,287,Ronald dos Santos Lopes,7,False,Ronald Lopes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.19,ronald-lopes,4,34,0.0,VIT,27,0.0,6.0,31.0,38.0,5.0,4.0,22.0,,3.0,,2.0,,,,,,,,,,
322,Nonato,4.64,100987,266,Gustavo Nonato Santana,6,True,Nonato,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.08,nonato,4,34,1.5,FLU,16,0.08,3.0,15.0,15.0,1.0,4.0,12.0,1.0,,,,,,,,,,,,,
323,J. Santos,5.89,101002,282,José Antonio dos Santos Júnior,5,False,Júnior Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.97,junior-santos,5,34,0.0,CAM,16,0.0,1.0,4.0,9.0,2.0,5.0,14.0,2.0,3.0,,,,,,,,,,,,
324,Diego,9.39,101027,354,Jackson Diego Ibraim Fagundes - Ibrahim,3,True,Diego,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5.5,diego,2,34,1.2,CEA,26,-0.43,5.0,36.0,23.0,4.0,6.0,56.0,,,10.0,2.0,,,,1.0,,,,,,
325,Ferreira,8.41,101290,276,Aldemir dos Santos Ferreira,2,True,Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.69,ferreira,5,34,0.2,SAO,24,-0.36,3.0,15.0,12.0,5.0,13.0,41.0,5.0,3.0,,3.0,,,,2.0,,,,1.0,,
326,Ademir,6.46,101314,265,Ademir da Silva Santos Júnior,7,True,Ademir,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.94,ademir,5,34,6.7,BAH,25,0.15,7.0,27.0,25.0,11.0,13.0,41.0,1.0,5.0,,4.0,,,1.0,,,,,,,
327,Guga,8.25,101319,266,Cláudio Rodrigues Gomes,6,False,Guga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5.26,guga,2,34,0.0,FLU,17,0.0,1.0,27.0,6.0,1.0,2.0,12.0,1.0,,6.0,1.0,,,,,,,,,,
328,M. Pitaluga,2.53,101478,266,Marcelo de Araújo Pitaluga Filho,6,False,Marcelo Pitaluga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,-1.0,marcelo-pitaluga,1,34,0.0,FLU,0,0.0,1.0,,,,,,,,,,,,,,,,,,,
329,Pepê,4.7,101573,287,João Pedro Vilardi Pinto,6,False,Pepê,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.21,pepe,4,34,0.0,VIT,14,0.0,3.0,21.0,22.0,1.0,1.0,20.0,,,,,,,,,,1.0,,,,
330,H. Souza,8.66,101574,264,Hugo de Souza Nogueira,6,False,Hugo Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.8,hugo-souza,1,34,0.0,COR,24,0.0,3.0,,,,,2.0,,,9.0,,57.0,26.0,,,,,,,,
331,H. Moura,4.67,101594,267,Hugo Moura Arruda da Silva,6,True,Hugo Moura,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.97,hugo-moura,4,34,1.2,VAS,27,0.12,5.0,36.0,37.0,5.0,5.0,13.0,,,,1.0,,,,,,1.0,,,,1.0
332,Ramon,6.82,101597,287,Ramon Ramos Lima,7,False,Ramon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.99,ramon,2,34,0.0,VIT,18,0.0,5.0,33.0,28.0,1.0,5.0,14.0,,3.0,5.0,,,,,,,,,1.0,,
333,Peixoto,4.53,101651,286,Daniel Nascimento Peixoto dos Santos,7,False,Peixoto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.56,peixoto,4,34,0.0,JUV,9,0.0,1.0,11.0,13.0,2.0,5.0,6.0,1.0,,,,,,,1.0,,,,,,
334,F. Jonatan,4.47,101708,2305,Felipe Jonatan Rocha Andrade,6,False,Felipe Jonatan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.87,felipe-jonatan,2,34,0.0,MIR,4,0.0,,,5.0,,,,,,1.0,,,,,,,,,,,
335,Matheuzinho,10.82,101727,264,Matheus França Silva,7,True,Matheuzinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.96,matheuzinho,2,34,6.7,COR,28,0.8,10.0,59.0,24.0,1.0,9.0,23.0,2.0,1.0,9.0,3.0,,,,,,,,1.0,,
336,P. Roberto,2.62,101733,356,Pablo Roberto dos Santos Barbosa,6,True,Pablo Roberto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,-0.2,pablo-roberto,4,34,-0.3,FOR,5,-0.48,,2.0,6.0,,1.0,,,,,,,,,,,1.0,,,,
337,Claudinho,4.35,101752,287,Claudio Coelho Salvático,6,False,Claudinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.08,claudinho,2,34,0.0,VIT,15,0.0,5.0,11.0,10.0,1.0,3.0,8.0,,,3.0,,,,,,,,,,,
338,J. David,3.0,101768,267,Jean David Meneses Villarroel,6,False,Jean David,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,jean-david,4,34,0.0,VAS,0,0.0,,,,,,,,,,,,,,,,,,,,
339,W. Machado,5.57,101908,354,Willian Estefani Machado,7,True,Willian Machado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.99,willian-machado,3,34,2.0,CEA,30,-0.59,3.0,33.0,15.0,6.0,8.0,15.0,,,11.0,,,,,1.0,,,,1.0,,
340,Vitinho,7.48,101960,285,Vitor Hugo Naum dos Santos,7,True,Vitinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.67,vitinho,5,34,9.7,INT,22,-1.43,4.0,28.0,32.0,3.0,13.0,26.0,5.0,5.0,,1.0,,,,1.0,,,,,,
341,Brítez,4.83,101995,356,Emanuel Fermín Brítez,6,False,Brítez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.62,britez,3,34,0.0,FOR,15,0.0,9.0,19.0,18.0,1.0,3.0,15.0,,,2.0,1.0,,,,,,,,1.0,,
342,Piquerez,11.36,102130,275,Joaquín Piquerez Moreira,7,False,Piquerez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,5.48,piquerez,2,34,0.0,PAL,27,0.0,2.0,37.0,9.0,7.0,15.0,16.0,3.0,,10.0,1.0,,,,,,1.0,,,1.0,1.0
343,V. Eudes,2.0,102137,266,Vitor Eudes de Souza Costa,6,False,Vitor Eudes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,vitor-eudes,1,34,0.0,FLU,0,0.0,,,,,,,,,,,,,,,,,,,,
