,atletas.rodada_id,atletas.jogos_num,atletas.atleta_id,atletas.entrou_em_campo,atletas.nome,atletas.status_id,atletas.preco_num,atletas.slug,atletas.media_num,atletas.clube_id,atletas.pontos_num,atletas.apelido_abreviado,atletas.variacao_num,atletas.posicao_id,atletas.clube.id.full.name,atletas.foto,atletas.apelido,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,DE,GS,FT,CV,V,DP,PP,PC,GC
177,36,17,89368,False,Martin Christensen Braithwaite,5,11.69,braithwaite,4.36,284,0.0,Braithwaite,0.0,5,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Braithwaite,1.0,3.0,9.0,23.0,8.0,11.0,23.0,4.0,2.0,1.0,,,,1.0,,,,,,
178,36,8,89493,False,Igor Rabello da Costa,6,6.08,igor-rabello,3.54,266,0.0,I. Rabello,0.0,3,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Igor Rabello,,,6.0,9.0,,,,,,,5.0,,,,1.0,,,,,
179,36,28,89637,True,Thiago Maia Alencar,7,4.71,thiago-maia,2.57,285,0.0,T. Maia,-0.41,4,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Thiago Maia,1.0,3.0,37.0,22.0,,2.0,7.0,2.0,,,,,,,,,,,,
180,36,12,89837,True,Luciano Federico Acosta,7,9.17,lucho-acosta,5.2,266,3.7,L. Acosta,-0.63,4,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Lucho Acosta,1.0,4.0,14.0,16.0,5.0,3.0,20.0,3.0,2.0,,,,,1.0,,,,,,
181,36,3,89840,False,Jonathan Calleri,6,5.78,calleri,-0.77,276,0.0,Calleri,0.0,5,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Calleri,,,1.0,2.0,1.0,2.0,2.0,,,,,,,,1.0,,,1.0,,
182,36,26,89846,False,Franco Cristaldo,6,5.75,cristaldo,2.27,284,0.0,Cristaldo,0.0,4,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Cristaldo,2.0,1.0,15.0,7.0,7.0,8.0,30.0,,1.0,,,,,,,,,,,
183,36,28,89883,False,Douglas Moreira Fagundes,6,3.69,dodi,1.78,284,0.0,Dodi,0.0,4,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Dodi,1.0,8.0,33.0,37.0,,3.0,35.0,,,,,,,,1.0,,,,2.0,
184,36,13,90061,False,Bruno de Jesus Pacheco,5,8.16,bruno-pacheco,4.76,356,0.0,B. Pacheco,0.0,2,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Bruno Pacheco,1.0,4.0,18.0,11.0,,1.0,21.0,1.0,1.0,,3.0,,,1.0,,,,,,
185,36,29,90285,False,Bruno Henrique Pinto,6,7.25,bruno-henrique,3.35,262,0.0,B. Henrique,0.0,5,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Bruno Henrique,,7.0,16.0,44.0,12.0,17.0,35.0,6.0,13.0,1.0,,,,,,,,,,
186,36,14,90307,False,Olávio Vieira dos Santos Júnior,6,4.11,juninho,1.48,262,0.0,Juninho,0.0,5,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Juninho,,,5.0,8.0,4.0,4.0,4.0,,4.0,,,,,2.0,,,,,,
187,36,20,90309,False,David Correa da Fonseca,3,4.78,david,1.93,267,0.0,David,0.0,5,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,David,3.0,2.0,7.0,13.0,2.0,3.0,3.0,2.0,2.0,,,,,,1.0,,,,,
188,36,15,90370,False,Matheus Pereira da Silva,6,5.2,matheus-pereira,2.69,356,0.0,M. Pereira,0.0,4,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Matheus Pereira,3.0,3.0,13.0,17.0,3.0,3.0,6.0,1.0,,,,,,,1.0,,,,,
189,36,10,90449,False,Júlio César de Rezende Miranda,6,2.76,rezende,1.33,265,0.0,Rezende,0.0,4,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Rezende,,,8.0,9.0,,,8.0,,,,,,,,,,,,,
190,36,11,90532,False,Arthur Henrique Ramos de Oliveira Melo,6,8.55,arthur-melo,3.87,284,0.0,A. Melo,0.0,4,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Arthur Melo,,2.0,19.0,15.0,4.0,3.0,33.0,,1.0,,,,,,1.0,,,,,
191,36,25,90588,True,Caique de Jesus Gonçalves,7,3.8,caique,2.33,286,-1.6,Caíque,-0.8,4,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Caíque,1.0,9.0,40.0,48.0,,1.0,34.0,,,,,,,,,,,,1.0,
192,36,19,90608,True,Francisco da Costa Aragão,6,6.74,chico-da-costa,3.03,2305,1.6,C. Costa,-0.11,5,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Chico da Costa,,2.0,3.0,13.0,2.0,8.0,16.0,5.0,10.0,,,,,1.0,,,,,,
193,36,26,90703,True,Matheus Martins Fogaça de Paulo,6,10.23,matheuzinho,4.09,287,11.0,Matheuzinho,1.25,4,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Matheuzinho,1.0,4.0,24.0,15.0,13.0,4.0,53.0,4.0,2.0,,,,,,1.0,,,,,
194,36,32,90768,True,Fabrício Bruno Soares de Faria,7,8.18,fabricio-bruno,5.0,283,0.0,F. Bruno,-0.94,3,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Fabrício Bruno,,8.0,36.0,25.0,4.0,8.0,19.0,3.0,,,16.0,,,,1.0,,,,,
195,36,22,90917,True,Carlos Eduardo Ferreira de Souza,7,4.18,carlos-eduardo,2.57,2305,0.5,C. Eduardo,-0.12,5,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Carlos Eduardo,3.0,2.0,12.0,15.0,6.0,4.0,22.0,1.0,4.0,1.0,,,,,,,,,,
196,36,26,90943,True,José Marcos Alves Luis,6,4.41,ze-marcos,2.46,287,6.5,Z. Marcos,0.21,3,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Zé Marcos,,6.0,13.0,24.0,,1.0,18.0,1.0,2.0,,8.0,,,,,,,,,
197,36,24,91101,True,Ronaldo de Oliveira Strada,7,7.41,ronaldo,4.78,265,6.8,Ronaldo,0.08,1,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Ronaldo,1.0,1.0,,,,,5.0,,,,7.0,71.0,32.0,,,,2.0,,1.0,
198,36,18,91130,True,Fernando José Marques Maciel,7,5.62,fernandinho,3.22,354,2.4,Fernandinho,-0.37,5,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Fernandinho,1.0,2.0,24.0,17.0,5.0,7.0,20.0,,5.0,,,,,1.0,,,,,,
199,36,9,91158,False,Kaio Fernando da Silva Pantaleão,5,8.62,kaio,4.88,263,0.0,Kaio,0.0,3,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Kaio,,,10.0,8.0,2.0,5.0,10.0,,1.0,,4.0,,,,,,,,,
200,36,2,91203,False,Éder Ferreira Graminho,6,2.82,eder,0.8,354,0.0,Éder,0.0,3,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Éder,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
201,36,14,91473,False,Erick Antonio Pulgar Farfán,6,5.89,erick-pulgar,2.0,262,0.0,E. Pulgar,0.0,4,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Erick Pulgar,,5.0,15.0,21.0,3.0,1.0,9.0,1.0,,,,,,,,,,,,
202,36,14,91509,True,Rodrigo Eduardo da Silva,7,4.78,rodrigo-sam,3.03,286,3.5,R. Sam,-0.1,3,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Rodrigo Sam,,6.0,22.0,27.0,2.0,4.0,15.0,,6.0,1.0,2.0,,,,,,,,,
203,36,22,91573,False,Robert Abel Arboleda Escobar,5,8.74,arboleda,5.41,276,0.0,Arboleda,0.0,3,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Arboleda,,4.0,37.0,18.0,,8.0,13.0,3.0,3.0,1.0,7.0,,,,,,,,,
204,36,28,91607,False,Ronielson da Silva Barbosa,6,11.7,rony,4.51,282,0.0,Rony,0.0,5,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Rony,2.0,4.0,21.0,39.0,18.0,15.0,49.0,5.0,17.0,1.0,,,,1.0,,,,,,
205,36,0,91627,False,Carlos Eduardo de Souza Vieira,6,3.0,dudu-vieira,0.0,286,0.0,D. Vieira,0.0,4,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Dudu Vieira,,,,,,,,,,,,,,,,,,,,
206,36,23,91639,True,Igor Aquino da Silva,6,7.5,igor-carius,4.37,292,1.3,I. Cariús,-0.17,2,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Igor Cariús,,2.0,38.0,25.0,6.0,6.0,25.0,1.0,5.0,,5.0,,,,,,,,1.0,1.0
207,36,27,91706,False,Marlon Rodrigues Xavier,6,8.22,marlon,5.31,284,0.0,Marlon,0.0,2,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Marlon,2.0,6.0,57.0,22.0,5.0,6.0,35.0,1.0,1.0,,5.0,,,,,,,,1.0,
208,36,25,91772,False,David de Duarte Macedo,5,5.39,david-duarte,3.31,265,0.0,D. Duarte,0.0,3,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,David Duarte,1.0,4.0,11.0,20.0,3.0,10.0,8.0,1.0,2.0,,9.0,,,1.0,,,,,,
209,36,13,91808,False,Caíque França Godoy,6,5.63,caique-franca,3.32,292,0.0,C. França,0.0,1,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Caíque França,,2.0,2.0,,,,1.0,,,,2.0,42.0,23.0,,,,,,,
210,36,18,91866,True,José Ivaldo Almeida Silva,7,6.84,ze-ivaldo,3.66,277,5.6,Z. Ivaldo,0.2,3,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Zé Ivaldo,,6.0,24.0,19.0,1.0,11.0,16.0,1.0,3.0,,4.0,,,,1.0,,,,1.0,
211,36,23,91908,False,Cristian David Pavón,6,6.53,pavon,2.88,284,0.0,Pavón,0.0,5,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Pavón,4.0,7.0,22.0,12.0,7.0,12.0,13.0,,2.0,,,,,,,,,,,
212,36,16,92075,True,Ramón Ángel Díaz,7,9.09,ramon-diaz,5.07,285,4.37,R. Díaz,-0.2,6,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Ramón Díaz,,,,,,,,,,,,,,,,4.0,,,,
213,36,17,92085,False,Giovanny Bariani Marques,6,3.39,giovanny,1.97,286,0.0,Giovanny,0.0,5,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Giovanny,2.0,2.0,5.0,7.0,3.0,8.0,15.0,,3.0,,,,,1.0,,,,,,
214,36,15,92087,False,Lyanco Evangelista Silveira Neves Vojnovic,5,8.87,lyanco,5.08,282,0.0,Lyanco,0.0,3,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Lyanco,,5.0,32.0,25.0,3.0,6.0,19.0,,2.0,,6.0,,,,2.0,,,,1.0,
215,36,18,92171,True,Arthur Mendonça Cabral,6,10.15,arthur-cabral,3.9,263,0.3,A. Cabral,-0.59,5,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Arthur Cabral,1.0,1.0,9.0,26.0,8.0,14.0,24.0,3.0,4.0,1.0,,,,1.0,,,,,,
216,36,11,92180,True,Jair Ventura,7,10.59,jair-ventura,5.78,287,9.46,J. Ventura,0.46,6,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Jair Ventura,,,,,,,,,,,,,,,,6.0,,,,
217,36,18,92182,False,José Carlos Ferreira Júnior,6,4.45,juninho,2.85,285,0.0,Juninho,0.0,3,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Juninho,,5.0,21.0,13.0,3.0,6.0,11.0,,,,3.0,,,,,,,,,
218,36,2,92237,False,Rodrigo Ely,5,4.75,rodrigo-ely,0.6,284,0.0,R. Ely,0.0,3,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Rodrigo Ely,,,1.0,1.0,,,,,,,,,,,,,,,,
219,36,20,92440,False,André Ramalho Silva,6,6.6,andre-ramalho,3.75,264,0.0,A. Ramalho,0.0,3,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,André Ramalho,,4.0,24.0,19.0,2.0,9.0,10.0,,,,7.0,,,,,,,,1.0,
220,36,27,92696,True,Renato Kayzer de Souza,7,8.98,renato-kayzer,4.41,287,4.2,R. Kayzer,-0.79,5,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Renato Kayzer,,3.0,9.0,36.0,6.0,17.0,50.0,9.0,16.0,,,,,1.0,,,,,,
221,36,20,92708,False,Deyverson Brum Silva,6,6.67,deyverson,3.02,356,0.0,Deyverson,0.0,5,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Deyverson,,2.0,6.0,13.0,5.0,13.0,22.0,3.0,3.0,,,,,2.0,,,,,,
222,36,5,92811,False,Bruno Rafael Rodrigues do Nascimento,6,4.41,bruno-rodrigues,1.74,275,0.0,B. Rodrigues,0.0,5,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Bruno Rodrigues,,,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,
223,36,27,92854,True,Rafael Santos Borré Maury,6,9.53,borre,4.13,285,-0.1,Borré,-2.15,5,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Borré,2.0,3.0,27.0,35.0,9.0,20.0,18.0,5.0,11.0,,,,,1.0,1.0,,,,,
224,36,15,92981,False,Ronaldo da Silva Souza Guerrero,5,3.64,ronaldo,1.78,285,0.0,Ronaldo,0.0,4,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Ronaldo,,4.0,23.0,21.0,2.0,2.0,3.0,,2.0,,,,,,1.0,,,,,
225,36,18,93236,False,Rafael António Figueiredo Ramos,6,5.23,rafael-ramos,3.66,354,0.0,R. Ramos,0.0,2,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Rafael Ramos,,3.0,25.0,21.0,1.0,5.0,5.0,,,,6.0,,,,,,,,,
226,36,6,93372,False,João Othávio Basso,6,7.74,joao-basso,4.42,277,0.0,J. Basso,0.0,3,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,João Basso,,2.0,7.0,10.0,,,6.0,1.0,,,2.0,,,,,,,,,
227,36,16,93411,True,Aitor Cantalapiedra Fernández,7,7.35,cantalapiedra,5.26,287,2.0,Cantalapiedra,-1.24,5,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Cantalapiedra,3.0,1.0,13.0,5.0,8.0,8.0,13.0,3.0,3.0,,,,,2.0,,,,,,
228,36,27,93478,False,Wanderson Maciel Sousa Campos,6,4.66,wanderson,1.91,283,0.0,Wanderson,0.0,5,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Wanderson,2.0,2.0,11.0,26.0,10.0,16.0,15.0,,6.0,,,,,1.0,,,,,,
229,36,25,93716,True,Paulo Henrique de Oliveira Alves,7,13.99,paulo-henrique,7.76,267,13.6,P. Henrique,1.29,2,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Paulo Henrique,8.0,8.0,75.0,48.0,7.0,6.0,22.0,1.0,1.0,,6.0,,,2.0,1.0,,,,1.0,
230,36,29,93790,True,Marlon Rodrigues Freitas,7,4.64,marlon-freitas,1.94,263,-0.6,M. Freitas,-0.56,4,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Marlon Freitas,3.0,7.0,25.0,32.0,6.0,12.0,8.0,,,,,,,,,,,,,
231,36,0,93834,False,Keiller da Silva Nunes,6,3.0,keiller,0.0,354,0.0,Keiller,0.0,1,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Keiller,,,,,,,,,,,,,,,,,,,,
232,36,30,93882,False,Cleiton Schwengber,6,7.7,cleiton,4.19,280,0.0,Cleiton,0.0,1,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Cleiton,,5.0,,,,,9.0,,,,7.0,104.0,44.0,,,,,,,
233,36,20,93886,True,Matheus Leonardo Sales Cardoso,7,7.2,matheusinho,4.0,292,3.0,Matheusinho,-0.52,4,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Matheusinho,4.0,1.0,19.0,16.0,4.0,8.0,26.0,2.0,2.0,,,,,,1.0,,,,,
234,36,25,93988,False,Breno Henrique Vasconcelos Lopes,6,8.11,breno-lopes,4.71,356,0.0,B. Lopes,0.0,5,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Breno Lopes,3.0,4.0,13.0,11.0,11.0,18.0,43.0,5.0,16.0,,,,,1.0,,,,,,
235,36,17,94067,False,Matheus Fernandes Siqueira,5,4.59,matheus-fernandes,2.3,280,0.0,M. Fernandes,0.0,4,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Matheus Fernandes,,3.0,22.0,18.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,
236,36,24,94154,True,Maycon de Andrade Barberan,6,3.69,maycon,2.21,264,-1.0,Maycon,-0.69,4,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Maycon,,4.0,20.0,14.0,,6.0,5.0,3.0,,,,,,,,,,,,
237,36,29,94207,True,Guilherme Augusto Vieira dos Santos,7,10.2,guilherme,5.63,277,9.9,Guilherme,0.39,5,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Guilherme,4.0,,36.0,14.0,14.0,24.0,53.0,4.0,13.0,,,,,,,,,,,
238,36,17,94444,True,Matheus Barcelos da Silva,6,3.57,matheus-babi,1.73,286,1.1,M. Babi,-0.09,5,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Matheus Babi,,4.0,7.0,16.0,1.0,5.0,14.0,2.0,4.0,,,,,,,,,,,
239,36,21,94509,False,Raphael Cavalcante Veiga,6,9.63,raphael-veiga,2.62,275,0.0,R. Veiga,0.0,4,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Raphael Veiga,2.0,2.0,12.0,19.0,5.0,8.0,27.0,1.0,,1.0,,,,,,,,,,
240,36,6,94514,False,Lucas da Cruz Oliveira,6,4.15,lucas-oliveira,1.85,267,0.0,L. Oliveira,0.0,3,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Lucas Oliveira,,1.0,2.0,3.0,,,,,,,2.0,,,,,,,,,
241,36,21,94583,False,Pedro Guilherme Abreu dos Santos,5,17.97,pedro,7.74,262,0.0,Pedro,0.0,5,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Pedro,6.0,3.0,10.0,14.0,14.0,4.0,16.0,12.0,2.0,2.0,,,,1.0,,,,1.0,,
242,36,6,94931,False,Lucas Fernandes da Silva,6,4.83,lucas-fernandes,2.15,286,0.0,L. Fernandes,0.0,4,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Lucas Fernandes,,,6.0,5.0,2.0,2.0,3.0,,1.0,,,,,,,,,,,
243,36,20,94968,False,Luis Antônio da Rocha Júnior,6,10.38,juninho-capixaba,6.18,280,0.0,J. Capixaba,0.0,2,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Juninho Capixaba,,3.0,39.0,29.0,6.0,10.0,38.0,1.0,2.0,,7.0,,,,,,,,,
244,36,3,95106,False,Gabriel Henrique Feitosa da Silva,6,3.56,gabriel-bahia,1.73,263,0.0,G. Bahia,0.0,3,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Gabriel Bahia,,,3.0,2.0,,1.0,1.0,,,,,,,,,,,,,
245,36,12,95127,False,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,6,5.96,nicolas,3.44,354,0.0,Nicolas,0.0,2,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Nicolas,,1.0,12.0,9.0,1.0,3.0,7.0,,,,4.0,,,,,,,,,
246,36,30,95131,True,Gabriel Pereira Taliari,7,9.11,gabriel-taliari,4.81,286,8.5,G. Taliari,0.97,5,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Gabriel Taliari,4.0,7.0,22.0,54.0,8.0,17.0,59.0,7.0,7.0,,,,,2.0,,,,,,
247,36,14,95354,False,Daniel Eduardo Giraldo Cárdenas,6,1.87,giraldo,0.28,286,0.0,Giraldo,0.0,4,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Giraldo,,3.0,6.0,17.0,,2.0,3.0,,1.0,,,,,,,,,,,
248,36,29,95357,True,Christian Hernando Rivera Cuéllar,7,4.74,rivera,2.61,292,2.4,Rivera,0.4,4,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Rivera,,7.0,58.0,68.0,,1.0,31.0,,3.0,,,,,,,,,,,
249,36,20,95466,True,Igor Vinícius de Souza,7,8.14,igor-vinicius,3.86,277,13.5,I. Vinícius,1.54,2,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Igor Vinícius,,5.0,40.0,25.0,3.0,3.0,17.0,,,,3.0,,,,,,,,,
250,36,28,95556,True,Raniele Almeida Melo,7,7.58,raniele,4.32,264,11.2,Raniele,1.25,4,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Raniele,1.0,7.0,55.0,36.0,4.0,7.0,50.0,2.0,,,,,,,,,,,,
251,36,0,95638,False,Marcelo da Conceição Benevenuto Malaquias,6,5.0,marcelo-benevenuto,0.0,356,0.0,M. Benevenuto,0.0,3,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Marcelo Benevenuto,,,,,,,,,,,,,,,,,,,,
