,atletas.apelido,atletas.apelido_abreviado,atletas.entrou_em_campo,atletas.slug,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.variacao_num,atletas.media_num,atletas.status_id,atletas.jogos_num,atletas.pontos_num,atletas.nome,atletas.clube.id.full.name,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.foto,A,CA,DS,FC,FD,FF,FS,I,G,FT,DE,GS,V,CV,PS,SG,DP,PC,PP,GC
153,Danilo Barbosa,D. Barbosa,True,danilo-barbosa,263,4.35,9,-0.52,-0.65,6,2,0.0,Danilo Barbosa da Silva,BOT,86777,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,1.0,,1.0,,,,,,,,,,,,,,,,
154,Reginaldo,Reginaldo,True,reginaldo,286,2.98,9,-0.42,1.13,2,4,-0.5,Reginaldo Lopes de Jesus,JUV,86820,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,1.0,,,,,1.0,,,,,,,,,1.0,,,,
155,José Welison,J. Welison,False,jose-welison,356,3.44,9,0.0,0.68,5,5,0.0,José Welison da Silva,FOR,86859,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,,2.0,2.0,,,2.0,,,,,,,,,,,,,
156,Luiz Otávio,L. Otávio,False,luiz-otavio,2305,4.0,9,0.0,0.0,6,0,0.0,Luiz Otávio da Silva Santos,MIR,86863,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
157,Léo Jardim,L. Jardim,True,leo-jardim,267,8.4,9,1.43,3.21,7,8,8.9,Leonardo César Jardim,VAS,87008,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,,,,,,,,,19.0,9.0,,,,2.0,,,,
158,Nathan,Nathan,False,nathan,284,4.64,9,0.0,2.45,6,2,0.0,Nathan Allan de Souza,GRE,87009,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
159,Pedro Henrique,P. Henrique,True,pedro-henrique,280,8.28,9,-0.18,5.37,7,9,0.7,Pedro Henrique Ribeiro Gonçalves,RBB,87225,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.0,2.0,14.0,5.0,1.0,2.0,6.0,,,,,,,,,4.0,,,,
160,Guilherme Arana,G. Arana,True,guilherme-arana,282,11.07,9,0.68,5.03,6,4,7.0,Guilherme Antonio Arana Lopes,CAM,87228,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,1.0,4.0,3.0,1.0,1.0,2.0,,,1.0,,,,,,2.0,,,,
161,Soteldo,Soteldo,True,soteldo,277,8.83,9,-1.26,1.72,6,5,1.5,Yeferson Julio Soteldo Martínez,SAN,87258,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,1.0,3.0,2.0,1.0,2.0,6.0,1.0,,,,,,,,,,,,
162,Kannemann,Kannemann,False,kannemann,284,4.09,9,0.0,0.5,7,1,0.0,Walter Kannemann,GRE,87342,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,1.0,1.0,,,,,,,,,,,,,,,,,
163,Thaciano,Thaciano,True,thaciano,277,5.7,9,-0.25,2.77,7,8,1.5,Thaciano Mickael da Silva,SAN,87470,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,,7.0,1.0,1.0,3.0,2.0,6.0,1.0,,,,,,,,,,,
164,Neto Moura,N. Moura,True,neto-moura,2305,4.65,9,1.8,2.15,7,8,8.4,Antônio Francisco Moura Neto,MIR,87742,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,2.0,15.0,11.0,,,2.0,,,,,,,,,,,1.0,,
165,Yago Felipe,Y. Felipe,True,yago-felipe,2305,4.22,9,-0.32,1.63,6,6,0.5,Yago Felipe da Costa Rocha,MIR,87747,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,,3.0,1.0,,2.0,8.0,,,,,,,,,,,,,
166,Philipe Sampaio,P. Sampaio,False,philipe-sampaio,263,3.0,9,0.0,0.0,6,0,0.0,Philipe Sampaio Azevedo,BOT,87808,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
167,Mauricio Lemos,M. Lemos,True,mauricio-lemos,267,6.92,9,1.49,4.0,5,2,6.5,Paolo Mauricio Lemos Merladett,VAS,87853,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,2.0,,,,,,,,,,,,,1.0,,,,
168,Arrascaeta,Arrascaeta,False,arrascaeta,262,20.9,9,0.0,13.07,7,7,0.0,Giorgian Daniel de Arrascaeta Benedetti,FLA,87863,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.0,,5.0,1.0,1.0,4.0,10.0,1.0,7.0,1.0,,,,,1.0,,,,,
169,Gustavo Scarpa,G. Scarpa,True,gustavo-scarpa,282,11.07,9,-0.21,4.13,7,9,2.3,Gustavo Henrique Furtado Scarpa,CAM,87999,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.0,,6.0,4.0,3.0,8.0,13.0,1.0,1.0,,,,,,,,,,,
170,Ramon Menezes,R. Menezes,False,ramon-menezes,354,6.0,9,0.0,0.0,6,0,0.0,Ramon Menezes Roma,CEA,88087,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
171,Ivan,Ivan,False,ivan,285,4.0,9,0.0,0.0,6,0,0.0,Ivan Quaresma da Silva,INT,88136,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
172,Junior Alonso,J. Alonso,True,junior-alonso,282,6.19,9,-0.51,4.0,7,9,3.4,Júnior Osmar Ignacio Alonso Mujica,CAM,88312,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.0,2.0,6.0,8.0,1.0,4.0,4.0,,,,,,,,,4.0,,,,
173,Ángel Romero,Ã. Romero,True,angel-romero,264,6.54,9,-0.67,3.35,7,9,0.5,Ángel Rodrigo Romero Villamayor,COR,88323,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.0,1.0,9.0,5.0,2.0,4.0,12.0,4.0,,1.0,,,,,,,,,,
174,Ayrton Lucas,A. Lucas,False,ayrton-lucas,262,10.24,9,0.0,6.65,6,4,0.0,Ayrton Lucas Dantas de Medeiros,FLA,88393,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,1.0,7.0,3.0,1.0,1.0,2.0,,,,,,,,,3.0,,,,
175,Aderlan,Aderlan,False,aderlan,277,6.64,9,0.0,4.7,7,2,0.0,Aderlan de Lima Silva,SAN,88423,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,,2.0,1.0,,1.0,2.0,1.0,,,,,,,,1.0,,,,
176,Walace,Walace,False,walace,283,3.09,9,0.0,0.16,6,5,0.0,Walace Souza Silva,CRU,88479,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,1.0,2.0,4.0,,,,,,,,,,,,,,,,
177,Leonardo Jardim,L. Jardim,True,leonardo-jardim,283,10.34,9,-0.28,6.72,7,9,6.66,José Leonardo Nunes Alves Sousa Jardim,CRU,88963,,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,,,,,,,,,,,,5.0,,,,,,,
178,Héctor Hernández,H. Hernández,False,hector-hernandez,264,4.01,9,0.0,2.0,6,6,0.0,Héctor José Hernández Marrero,COR,89048,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,
179,Gerson,Gerson,False,gerson,262,9.66,9,0.0,4.37,7,7,0.0,Gerson Santos da Silva,FLA,89256,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.0,,7.0,6.0,4.0,2.0,17.0,,,,,,,1.0,,,,,,
180,João Pedro,J. Pedro,True,joao-pedro,284,4.87,9,-0.9,1.82,7,5,0.0,João Pedro Maturano dos Santos,GRE,89273,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,7.0,5.0,1.0,,,1.0,,,,,,,,,,1.0,,
181,William,William,True,william,283,16.15,9,-1.08,9.78,6,5,4.4,Willian de Asevedo Furtado,CRU,89275,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.0,1.0,16.0,7.0,,2.0,3.0,1.0,,,,,,,,3.0,,,,
182,Matheus Sales,M. Sales,False,matheus-sales,2305,4.0,9,0.0,0.0,6,0,0.0,Matheus de Sales Cabral,MIR,89285,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
183,Braithwaite,Braithwaite,True,braithwaite,284,12.57,9,-1.44,4.51,7,7,0.2,Martin Christensen Braithwaite,GRE,89368,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.0,2.0,6.0,9.0,5.0,5.0,9.0,2.0,1.0,,,,,,,,,,,
184,Igor Rabello,I. Rabello,False,igor-rabello,282,4.49,9,0.0,0.0,6,1,0.0,Igor Rabello da Costa,CAM,89493,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,,,,,,,,,,,,,,,,,,,
185,Thiago Maia,T. Maia,True,thiago-maia,285,4.78,9,-0.24,2.55,7,6,1.5,Thiago Maia Alencar,INT,89637,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,4.0,1.0,,2.0,,,1.0,,,,,,,,,,,
186,Iury Castilho,I. Castilho,True,iury-castilho,2305,5.67,9,0.34,3.0,7,9,5.4,Iury Lirio Freitas de Castilho,MIR,89695,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,2.0,6.0,7.0,3.0,2.0,19.0,6.0,1.0,,,,,,,,,,,
187,Calleri,Calleri,False,calleri,276,5.78,9,0.0,-0.77,5,3,0.0,Jonathan Calleri,SAO,89840,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,,1.0,2.0,1.0,2.0,2.0,,,,,,,1.0,,,,,1.0,
188,Cristaldo,Cristaldo,False,cristaldo,284,7.19,9,0.0,2.68,2,6,0.0,Franco Cristaldo,GRE,89846,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,5.0,,1.0,3.0,10.0,,,,,,,,,,,,,
189,Dodi,Dodi,True,dodi,284,4.62,9,-1.65,3.27,7,7,-1.1,Douglas Moreira Fagundes,GRE,89883,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,2.0,11.0,4.0,,2.0,16.0,,,,,,,,,,,,,
190,Bruno Pacheco,B. Pacheco,False,bruno-pacheco,356,7.57,9,0.0,2.5,2,1,0.0,Bruno de Jesus Pacheco,FOR,90061,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,,1.0,,,,2.0,,,,,,,,,,,,,
191,Bruno Henrique,B. Henrique,True,bruno-henrique,262,6.41,9,-0.24,2.55,7,9,2.5,Bruno Henrique Pinto,FLA,90285,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,1.0,4.0,5.0,3.0,6.0,7.0,4.0,1.0,,,,,,,,,,,
192,Juninho,Juninho,True,juninho,262,5.1,9,-0.43,2.54,6,5,0.5,Olávio Vieira dos Santos Júnior,FLA,90307,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,2.0,4.0,2.0,2.0,2.0,1.0,,2.0,,,,,,,,,,
193,David,David,False,david,267,6.0,9,0.0,0.0,5,0,0.0,David Correa da Fonseca,VAS,90309,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,,,,,,,,,,,,,,,,,,
194,Rezende,Rezende,False,rezende,265,4.16,9,0.0,3.9,6,1,0.0,Júlio César de Rezende Miranda,BAH,90449,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,2.0,2.0,,,3.0,,,,,,,,,,,,,
195,Caíque,Caíque,True,caique,286,4.73,9,0.68,2.6,7,3,4.7,Caique de Jesus Gonçalves,JUV,90588,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,5.0,4.0,,,3.0,,,,,,,,,,,,,
196,Matheuzinho,Matheuzinho,False,matheuzinho,287,9.99,9,0.0,5.28,7,7,0.0,Matheus Martins Fogaça de Paulo,VIT,90703,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,2.0,8.0,7.0,6.0,,18.0,1.0,2.0,,,,,1.0,,,,,,
197,Fabrício Bruno,F. Bruno,True,fabricio-bruno,283,8.18,9,-0.06,3.64,7,8,5.5,Fabrício Bruno Soares de Faria,CRU,90768,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,3.0,11.0,7.0,1.0,,3.0,,,,,,,,,3.0,,,,
198,Carlos Eduardo,C. Eduardo,True,carlos-eduardo,287,3.75,9,-0.27,1.0,5,2,0.5,Carlos Eduardo Ferreira de Souza,VIT,90917,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,1.0,,,,1.0,,,,,,,,,,,,,
199,Zé Marcos,Z. Marcos,False,ze-marcos,287,3.11,9,0.0,1.1,6,6,0.0,José Marcos Alves Luis,VIT,90943,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,4.0,3.0,,,3.0,,,,,,,,,,,,,
200,Ronaldo,Ronaldo,False,ronaldo,265,5.47,9,0.0,3.68,6,4,0.0,Ronaldo de Oliveira Strada,BAH,91101,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,,,,,2.0,,,,9.0,4.0,,,,,1.0,1.0,,
201,Fernandinho,Fernandinho,False,fernandinho,354,5.88,9,0.0,4.3,5,2,0.0,Fernando José Marques Maciel,CEA,91130,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,4.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
202,Éder,Éder,False,eder,354,2.9,9,0.0,0.8,6,1,0.0,Éder Ferreira Graminho,CEA,91203,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,,,,1.0,,,,,,,,,,,,,,
203,Erick Pulgar,E. Pulgar,False,erick-pulgar,262,6.55,9,0.0,3.25,5,8,0.0,Erick Antonio Pulgar Farfán,FLA,91473,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,2.0,12.0,13.0,2.0,,7.0,,1.0,,,,,,,,,,,
204,Rodrigo Sam,R. Sam,True,rodrigo-sam,286,3.73,9,-0.66,1.3,6,3,-0.3,Rodrigo Eduardo da Silva,JUV,91509,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,2.0,4.0,5.0,,,3.0,1.0,,,,,,,,,,,,
205,Arboleda,Arboleda,True,arboleda,276,9.25,9,1.37,4.97,7,4,7.9,Robert Abel Arboleda Escobar,SAO,91573,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,1.0,2.0,5.0,,,3.0,1.0,1.0,,,,,,,2.0,,,,
206,Rony,Rony,True,rony,282,11.15,9,0.44,4.96,7,9,4.9,Ronielson da Silva Barbosa,CAM,91607,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,2.0,8.0,15.0,11.0,5.0,12.0,10.0,2.0,,,,,,1.0,,,,,
207,Dudu Vieira,D. Vieira,False,dudu-vieira,286,3.0,9,0.0,0.0,6,0,0.0,Carlos Eduardo de Souza Vieira,JUV,91627,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,,,,,,,,,,,,,,,,,,
208,Igor Cariús,I. Cariús,True,igor-carius,292,7.75,9,-0.05,5.32,7,6,2.2,Igor Aquino da Silva,SPT,91639,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,1.0,14.0,5.0,2.0,1.0,7.0,3.0,,,,,,,,2.0,,,,1.0
209,Marlon,Marlon,True,marlon,284,6.32,9,0.29,3.23,7,6,3.4,Marlon Rodrigues Xavier,GRE,91706,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,2.0,10.0,6.0,1.0,,4.0,,,,,,,,,1.0,,,,
210,David Duarte,D. Duarte,True,david-duarte,265,5.05,9,-0.67,3.45,7,6,1.0,David de Duarte Macedo,BAH,91772,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,3.0,5.0,,1.0,4.0,1.0,,,,,,,,3.0,,,,
211,Caíque França,C. França,True,caique-franca,292,5.68,9,0.02,3.55,7,9,0.8,Caíque França Godoy,SPT,91808,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,2.0,2.0,,,,1.0,,,,28.0,16.0,,,,2.0,,,,
212,Zé Ivaldo,Z. Ivaldo,True,ze-ivaldo,277,7.23,9,-0.39,4.91,3,9,4.2,José Ivaldo Almeida Silva,SAN,91866,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,3.0,15.0,11.0,,9.0,6.0,2.0,1.0,,,,,,,2.0,,,,
213,Pavón,Pavón,True,pavon,284,4.14,9,-0.75,1.16,6,5,-1.1,Cristian David Pavón,GRE,91908,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,2.0,2.0,4.0,2.0,2.0,4.0,,,,,,,,,,,,,
214,Giovanny,Giovanny,True,giovanny,286,3.73,9,0.25,2.07,6,7,2.8,Giovanny Bariani Marques,JUV,92085,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.0,,3.0,2.0,,4.0,5.0,1.0,,,,,,,,,,,,
215,Lyanco,Lyanco,True,lyanco,282,8.58,9,-0.55,6.07,7,6,3.7,Lyanco Evangelista Silveira Neves Vojnovic,CAM,92087,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,1.0,14.0,8.0,2.0,2.0,6.0,2.0,,,,,,1.0,,3.0,,,,
216,Juninho,Juninho,True,juninho,285,4.13,9,0.5,0.6,6,2,2.5,José Carlos Ferreira Júnior,INT,92182,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,
217,Rodrigo Ely,R. Ely,False,rodrigo-ely,284,4.75,9,0.0,0.6,5,2,0.0,Rodrigo Ely,GRE,92237,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,1.0,1.0,,,,,,,,,,,,,,,,
218,André Ramalho,A. Ramalho,True,andre-ramalho,264,6.32,9,1.06,2.98,7,6,7.4,André Ramalho Silva,COR,92440,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,1.0,7.0,7.0,,,1.0,,,,,,,,,2.0,,,,
219,Renato Kayzer,R. Kayzer,True,renato-kayzer,287,11.81,9,1.81,14.0,2,2,11.1,Renato Kayzer de Souza,VIT,92696,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,1.0,5.0,,2.0,5.0,1.0,3.0,,,,,,,,,,,
220,Deyverson,Deyverson,True,deyverson,356,5.69,9,-0.25,3.16,6,7,0.5,Deyverson Brum Silva Acosta,FOR,92708,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,1.0,2.0,7.0,2.0,6.0,8.0,,1.0,1.0,,,,,,,,,,
221,Bruno Rodrigues,B. Rodrigues,False,bruno-rodrigues,275,6.0,9,0.0,0.0,6,0,0.0,Bruno Rafael Rodrigues do Nascimento,PAL,92811,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,,,,,,,,,,,,,,,,,,,
222,Borré,Borré,False,borre,285,12.02,9,0.0,3.4,5,6,0.0,Rafael Santos Borré Maury,INT,92854,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,2.0,3.0,,2.0,2.0,3.0,2.0,,,,,,,,,,,
223,Ronaldo,Ronaldo,True,ronaldo,285,3.99,9,-0.19,1.93,6,9,3.1,Ronaldo da Silva Souza Guerrero,INT,92981,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,2.0,13.0,14.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,
224,Rafael Ramos,R. Ramos,False,rafael-ramos,354,4.7,9,0.0,2.92,6,6,0.0,Rafael António Figueiredo Ramos,CEA,93236,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,1.0,6.0,10.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,
225,João Basso,J. Basso,False,joao-basso,277,5.0,9,0.0,0.0,6,0,0.0,João Othávio Basso,SAN,93372,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,,,,,,,,,,,,,,,,,,,
226,Wanderson,Wanderson,True,wanderson,283,5.42,9,-0.68,2.29,7,9,0.2,Wanderson Maciel Sousa Campos,CRU,93478,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,1.0,5.0,9.0,6.0,6.0,4.0,2.0,,1.0,,,,,,,,,,
227,Bruno Tubarão,B. Tubarão,False,bruno-tubarao,354,6.15,9,0.0,5.0,6,2,0.0,Bruno Nunes de Barros,CEA,93637,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,,,,,,,,,,,,,,2.0,,,,
228,Paulo Henrique,P. Henrique,True,paulo-henrique,267,13.55,9,1.08,9.23,7,6,9.9,Paulo Henrique de Oliveira Alves,VAS,93716,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.0,2.0,25.0,8.0,1.0,2.0,3.0,,,1.0,,,,,,2.0,,,,
229,Marlon Freitas,M. Freitas,True,marlon-freitas,263,5.81,9,-0.78,2.34,6,9,2.9,Marlon Rodrigues Freitas,BOT,93790,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.0,2.0,7.0,6.0,2.0,,4.0,,,,,,,,,,,,,
230,Keiller,Keiller,False,keiller,354,3.0,9,0.0,0.0,6,0,0.0,Keiller da Silva Nunes,CEA,93834,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
