,atletas.apelido,atletas.apelido_abreviado,atletas.entrou_em_campo,atletas.slug,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.variacao_num,atletas.media_num,atletas.status_id,atletas.jogos_num,atletas.pontos_num,atletas.nome,atletas.clube.id.full.name,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.foto,A,CA,DS,FC,FD,FF,FS,I,G,FT,DE,GS,V,CV,PS,SG,DP,PC,PP,GC
545,Mateus Carvalho,M. Carvalho,True,mateus-carvalho,267,4.61,9,-1.07,2.2,6,4,0.0,Mateus Carvalho dos Santos,VAS,118752,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,6.0,4.0,,,2.0,,,,,,,,,,,,,
546,Jair,Jair,True,jair,263,8.12,9,0.36,4.78,6,9,8.9,Jair Paula da Cunha Filho,BOT,118758,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,8.0,3.0,1.0,4.0,5.0,,,,,,,,,5.0,,,,
547,Lautaro Díaz,L. Díaz,False,lautaro-diaz,283,4.27,9,0.0,0.4,6,3,0.0,Lautaro Ariel Díaz,CRU,118775,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,,,,1.0,,,,,,,,,,,,,,,
548,Vitor Pernambuco,V. Pernambuco,False,vitor-pernambuco,286,2.48,9,0.0,1.67,6,3,0.0,José Vitor Rodrigues da Silva dos Santos,JUV,120566,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,1.0,,,,1.0,,,1.0,,,,,,,,,,
549,Arthur Sousa,A. Sousa,False,arthur-sousa,292,1.85,9,0.0,0.63,6,6,0.0,Arthur Sousa Araújo,SPT,120856,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,,1.0,4.0,,,7.0,,,,,,,,,,,,,
550,Bruninho,Bruninho,False,bruninho,356,5.37,9,0.0,9.3,6,1,0.0,Bruno César Pereira Silva,FOR,121668,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,,5.0,,,1.0,2.0,,,,,,,,,,,,,
551,Paulinho Silva,P. Silva,False,paulinho-silva,267,2.0,9,0.0,0.0,6,0,0.0,Paulo Ricardo de Souza Babilônia,VAS,121766,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,,,,,,,,,,,,,,,,,,
552,André,André,False,andre,284,2.86,9,0.0,1.4,6,4,0.0,André Henrique da Silva Martins,GRE,121792,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,,,3.0,2.0,1.0,1.0,,,,,,,,,,,,
553,Kayke,Kayke,False,kayke,264,1.0,9,0.0,0.0,6,0,0.0,Kayke Ferrari Guimarães,COR,121824,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
554,Kauê Rodrigues,K. Rodrigues,False,kaue-rodrigues,263,3.0,9,0.0,0.0,6,0,0.0,Kauê Rodrigues Pessanha,BOT,121827,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
555,Janderson,Janderson,True,janderson,287,3.76,9,0.32,1.79,2,9,1.2,Janderson de Carvalho Costa,VIT,121830,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,2.0,5.0,14.0,2.0,2.0,6.0,2.0,1.0,,,,,,,,,,,
556,Ryan,Ryan,False,ryan,265,2.0,9,0.0,0.0,6,0,0.0,Ryan Carlos Santos de Sousa,BAH,122300,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,,,,,,,,,,,,,,,,,,
557,Cristian,Cristian,True,cristian,2305,4.43,9,-0.18,3.38,6,8,0.5,Cristian Renato Gonçalves Riquelme,MIR,122302,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.0,1.0,2.0,5.0,8.0,3.0,3.0,,1.0,,,,,,,,,,,
558,Dyogo Alves,D. Alves,False,dyogo-alves,262,3.0,9,0.0,0.0,6,0,0.0,Francisco Dyogo Bento Alves,FLA,122318,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
559,Daniel Sales,D. Sales,False,daniel-sales,262,2.0,9,0.0,0.0,6,0,0.0,Daniel dos Santos Sales,FLA,122320,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
560,Lorran,Lorran,False,lorran,262,3.0,9,0.0,0.0,6,0,0.0,Lorran Lucas Pereira de Sousa,FLA,122321,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
561,Gustavinho,Gustavinho,True,gustavinho,280,2.22,9,-0.45,0.42,6,5,0.0,Gustavo Ribeiro Neves,RBB,122394,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,2.0,3.0,,,,,,,,,,,,,,,,
562,Ryan,Ryan,True,ryan,264,3.72,9,-0.51,0.85,6,2,0.0,Ryan Gustavo de Lima,COR,122396,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
563,Luisão,Luisão,False,luisao,277,5.55,9,0.0,3.85,7,2,0.0,Luis Fellipe Campos Dória,SAN,122406,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,1.0,5.0,2.0,,1.0,2.0,,,,,,,,,,,,,
564,Lucca,Lucca,True,lucca,285,3.39,9,-0.31,1.6,6,2,0.5,Lucca Holanda Sampaio Tavares,INT,122420,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,1.0,1.0,,,4.0,,,,,,,,,,,,,
565,Vinícius Lago,V. Lago,False,vinicius-lago,280,1.0,9,0.0,0.0,6,0,0.0,Vinicius dos Santos Lago,RBB,122458,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,,,,,,,,,,,,,,,,,,
566,Rayan,Rayan,True,rayan,267,6.74,9,1.0,4.12,7,7,6.5,Rayan Vitor Simplício Rocha,VAS,122486,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,5.0,4.0,4.0,4.0,7.0,,1.0,1.0,,,,,,,,,,
567,GB,GB,False,gb,267,2.0,9,0.0,0.0,6,0,0.0,Gabriel Souza da Silva,VAS,122487,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,,,,,,,,,,,,,,,,,,
568,Wallace Yan,W. Yan,False,wallace-yan,262,3.88,9,0.0,2.75,6,2,0.0,Wallace Yan de Souza Barreto,FLA,122573,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,1.0,1.0,,3.0,4.0,1.0,,,,,,,,,,,,
569,Japa,Japa,False,japa,283,3.0,9,0.0,0.0,6,0,0.0,João Wellington Gadelha Melo de Oliveira,CRU,122660,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,,,,,,,,,,,,,,,,,,,
570,Lucas Cunha,L. Cunha,True,lucas-cunha,292,4.29,9,0.08,1.92,7,4,2.0,Lucas de Souza Cunha,SPT,122755,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,1.0,2.0,1.0,,,2.0,,,,,,,,,1.0,,,,
571,Abner,Abner,False,abner,286,5.0,9,0.0,2.82,7,6,0.0,Abner Salles da Silva,JUV,122861,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.0,1.0,4.0,2.0,,2.0,2.0,1.0,,,,,,,,1.0,,,,
572,Guzmán Rodríguez,G. Rodríguez,True,guzman-rodriguez,280,5.86,9,-0.18,3.48,7,9,1.5,Guzmán Rodríguez Ferrari,RBB,122897,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,2.0,5.0,6.0,2.0,4.0,4.0,,,,,,,,,4.0,,,,
573,David Kauã,D. Kauã,False,david-kaua,282,1.0,9,0.0,0.0,6,0,0.0,David Kauã Ramos,CAM,122989,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,,,,,,,,,,,,,,,,,,,
574,Patrick,Patrick,True,patrick,282,1.81,9,-0.19,0.0,6,1,0.0,Patrick Roberto da Silva Campos,CAM,122990,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,,,,,,,,,,,,,,,,,,,
575,Tiago,Tiago,True,tiago,265,3.54,9,1.75,3.63,6,3,7.6,Tiago Souza de Jesus Carvalho,BAH,123004,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.0,,3.0,5.0,,,4.0,1.0,,,,,,,1.0,,,,,
576,Vitinho,Vitinho,False,vitinho,265,1.0,9,0.0,0.0,6,0,0.0,Pedro Victor da Silva Santos,BAH,123007,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,,,,,,,,,,,,,,,,,,
577,Cadu,Cadu,False,cadu,282,3.0,9,0.0,0.0,5,0,0.0,Carlos Eduardo Amaral Pereira de Castro,CAM,123359,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,,,,,,,,,,,,,,,,,,,
578,Cauly,Cauly,True,cauly,265,6.39,9,0.03,2.88,7,8,1.0,Cauly Oliveira Souza,BAH,123360,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.0,1.0,2.0,2.0,,2.0,4.0,,1.0,,,,,,,,,,,
579,Jota,Jota,False,jota,265,1.0,9,0.0,0.0,6,0,0.0,João Victor Broad Moreira Guimarães,BAH,123497,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,,,,,,,,,,,,,,,,,,
580,Janderson,Janderson,False,janderson,283,2.82,9,0.0,5.0,6,1,0.0,José Janderson da Silva Marques,CRU,123649,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,,,,,,,,,,,,,,,1.0,,,,
581,Zé Guilherme,Z. Guilherme,False,ze-guilherme,265,3.0,9,0.0,0.0,6,0,0.0,José Guilherme de Lima Costa,BAH,123717,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,,,,,,,,,,,,,,,,,,
582,Lezcano,Lezcano,False,lezcano,266,4.63,9,0.0,0.83,6,3,0.0,Rubén Darío Lezcano Portillo,FLU,123788,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,,1.0,,,,2.0,,,,,,,,,,,,,
583,Lucho Rodríguez,L. Rodríguez,True,lucho-rodriguez,265,5.64,9,-0.23,0.95,2,8,0.0,Luciano Rodríguez Rosales,BAH,123795,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,1.0,2.0,7.0,2.0,3.0,6.0,1.0,,,,,,,,,,,,
584,Palacios,Palacios,False,palacios,282,3.58,9,0.0,0.0,6,1,0.0,Brahian Palacios Alzate,CAM,123873,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,,,,,,,,,,,,,,,,,,,
585,Fábio,Fábio,False,fabio,287,3.0,9,0.0,0.0,6,0,0.0,Fábio Soares dos Santos,VIT,123960,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
586,Henry Mosquera,H. Mosquera,False,henry-mosquera,280,3.84,9,0.0,2.3,5,6,0.0,Henry David Mosquera Sánchez,RBB,124239,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,4.0,3.0,5.0,1.0,4.0,1.0,,,,,,,,,,,,
587,Pedro Ataíde,P. Ataíde,False,pedro-ataide,282,1.0,9,0.0,0.0,6,0,0.0,Pedro Ataide de Souza Oliveira,CAM,124250,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,,,,,,,,,,,,,,,,,,,
588,Deivid Washington,D. Washington,True,deivid-washington,277,4.03,9,0.07,1.79,6,8,1.0,Deivid Washington de Souza Eugênio,SAN,124251,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,,,4.0,1.0,3.0,8.0,1.0,1.0,,,,,,,,,,,
589,Kauan,Kauan,False,kauan,285,1.0,9,0.0,0.0,6,0,0.0,Kauan Jesus Santos Oliveira,INT,124264,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
590,Gustavo Prado,G. Prado,True,gustavo-prado,285,4.18,9,0.32,2.58,6,4,3.7,Gustavo Prado Alves,INT,124271,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,1.0,4.0,2.0,3.0,1.0,3.0,,,,,,,,,,,,,
591,Gabriel Carvalho,G. Carvalho,False,gabriel-carvalho,285,4.59,9,0.0,0.97,6,3,0.0,Gabriel Carvalho Teixeira,INT,124275,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
592,Ricardo Mathias,R. Mathias,True,ricardo-mathias,285,7.01,9,3.35,7.85,7,2,13.1,Ricardo Mathias da Silva,INT,124280,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,,1.0,2.0,2.0,2.0,,1.0,1.0,,,,,,,,,,
593,Léo Aragão,L. Aragão,False,leo-aragao,283,2.0,9,0.0,0.0,6,0,0.0,Leonardo de Aragão Carvalho,CRU,124369,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,,,,,,,,,,,,,,,,,,,
594,Wesley Santos,W. Santos,False,wesley-santos,2305,2.0,9,0.0,0.0,6,0,0.0,Wesley Santos Silva,MIR,124400,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
595,Mateo Ponte,M. Ponte,True,mateo-ponte,263,6.94,9,0.9,3.28,6,6,5.0,Mateo Ponte Costa,BOT,124481,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,1.0,2.0,2.0,,,1.0,2.0,1.0,,,,,,,2.0,,,,
596,Giay,Giay,True,giay,275,9.64,9,-0.38,7.53,7,9,4.1,Agustín Giay,PAL,124526,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,,25.0,11.0,,2.0,14.0,,,,,,,,,5.0,,,,
597,Iván Román,I. Román,False,ivan-roman,282,2.06,9,0.0,0.75,6,2,0.0,Ivan Ramiro Román Hurtado,CAM,124661,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
598,Felipe Negrucci,F. Negrucci,False,felipe-negrucci,276,2.0,9,0.0,0.0,6,0,0.0,Felipe Negrucci Berdague,SAO,124674,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,,,,,,,,,,,,,,,,,,,
599,Leandro,Leandro,False,leandro,276,2.0,9,0.0,0.0,6,0,0.0,Leandro Mathias Silva Bueno,SAO,124701,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,,,,,,,,,,,,,,,,,,,
600,Nathan Fernandes,N. Fernandes,True,nathan-fernandes,263,4.61,9,-0.73,1.6,6,3,0.0,Nathan Ribeiro Fernandes,BOT,124757,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,1.0,2.0,2.0,,3.0,,,,,,,,,,,,,
601,Jonathan Jesus,J. Jesus,False,jonathan-jesus,283,4.93,9,0.0,3.0,6,4,0.0,Jonathan de Jesus Alves,CRU,124912,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,,4.0,5.0,,,1.0,,,,,,,1.0,,2.0,,,,
602,Viery,Viery,False,viery,284,2.86,9,0.0,2.35,6,2,0.0,Viery Fernandes Santos Lopes,GRE,125467,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,,1.0,,,,,,,,,,,,1.0,,,,
603,Alisson,Alisson,False,alisson,282,4.0,9,0.0,0.0,6,0,0.0,Alisson Santana Lopes da Fonseca,CAM,125469,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,,,,,,,,,,,,,,,,,,,
604,João Pedro,J. Pedro,False,joao-pedro,264,3.62,9,0.0,1.0,6,1,0.0,João Pedro de Sousa Rodrigues,COR,125488,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
605,Leonan,Leonan,False,leonan,2305,1.0,9,0.0,0.0,6,0,0.0,Leonan Santos de Abreu,MIR,125697,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
606,Marcelinho,Marcelinho,False,marcelinho,280,2.0,9,0.0,0.0,6,0,0.0,Marcelo Braz da Silva,RBB,126120,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,,,,,,,,,,,,,,,,,,
607,Paulinho,Paulinho,True,paulinho,267,4.5,9,-0.14,0.8,6,6,0.0,Paulo Lucas Santos de Paula,VAS,126182,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,1.0,4.0,9.0,,,5.0,,,,,,,,,,,,,
608,Barreal,Barreal,True,barreal,277,10.12,9,0.33,6.98,7,6,5.0,Álvaro Martín Barreal,SAN,126471,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,,14.0,5.0,2.0,2.0,5.0,1.0,2.0,,,,,,,,,,,
609,Igor Coronado,I. Coronado,True,igor-coronado,264,6.56,9,0.29,3.1,7,6,3.2,Igor Caique Coronado,COR,126900,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,1.0,5.0,6.0,3.0,1.0,5.0,,1.0,,,,,,,,,1.0,,
610,Fernando Seabra,F. Seabra,True,fernando-seabra,280,8.88,9,-0.16,6.62,7,9,3.13,Fernando Seabra,RBB,126977,,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,,,,,,,,,,,5.0,,,,,,,
611,Thiago Henrique,T. Henrique,False,thiago-henrique,266,1.0,9,0.0,0.0,6,0,0.0,Thiago Henrique Gonçalves Silva,FLU,128583,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,,,,,,,,,,,,,,,,,,,
612,Rayan Lucas,R. Lucas,False,rayan-lucas,262,2.0,9,0.0,0.0,6,0,0.0,Rayan Lucas Marques de Souza,FLA,128590,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
613,Estêvão,Estêvão,True,estevao,275,10.59,9,0.59,3.29,7,9,5.5,Estêvão Willian Almeida de Oliveira Gonçalves,PAL,128915,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.0,2.0,2.0,11.0,1.0,11.0,15.0,6.0,,,,,,,,,,,,
614,Felipe Cardoso,F. Cardoso,False,felipe-cardoso,287,2.0,9,0.0,0.0,6,0,0.0,Felipe Cardoso,VIT,129317,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
615,Kauã Davi,K. Davi,False,kaua-davi,265,1.0,9,0.0,0.0,6,0,0.0,Kauã Davi Fernandes Braga,BAH,129659,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,,,,,,,,,,,,,,,,,,
616,Ruan Pablo,R. Pablo,False,ruan-pablo,265,1.35,9,0.0,1.2,6,1,0.0,Ruan Pablo Barbosa Sousa,BAH,129663,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,,,1.0,,,,,,,,,,,,,,,
617,JP,JP,False,jp,267,2.0,9,0.0,0.0,6,0,0.0,João Pedro Murilo de Paula Morais,VAS,129666,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,,,,,,,,,,,,,,,,,,
618,Carbone,Carbone,False,carbone,262,2.0,9,0.0,0.0,6,0,0.0,João Victor Schlickmann Carbone,FLA,130190,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
619,Guilherme Estrella,G. Estrella,False,guilherme-estrella,267,3.0,9,0.0,0.0,6,0,0.0,Guilherme Estrella de Paiva,VAS,130255,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,,,,,,,,,,,,,,,,,,
620,Kauan Lindes,K. Lindes,False,kauan-lindes,263,1.16,9,0.0,0.7,6,1,0.0,Kauan Gabriel Cordeiro Lindes,BOT,130265,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,,1.0,,,2.0,,,,,,,,,,,,,
621,Lukas Zuccarello,L. Zuccarello,False,lukas-zuccarello,267,1.9,9,0.0,0.6,6,2,0.0,Lukas Rocha Zuccarello,VAS,130279,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,1.0,1.0,,,,,,,,,,,,,,,,
622,Phillipe Gabriel,P. Gabriel,False,phillipe-gabriel,267,1.0,9,0.0,0.0,6,0,0.0,Phillipe Gabriel Pires de Oliveira,VAS,130280,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,,,,,,,,,,,,,,,,,,
623,Maykon,Maykon,False,maykon,287,1.0,9,0.0,0.0,6,0,0.0,Maykon Kesley de Jesus Ramalho,VIT,130319,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
624,Guilherme Gomes,G. Gomes,False,guilherme-gomes,262,2.0,9,0.0,0.0,6,0,0.0,Guilherme Henrique Bernardineli Gomes,FLA,130382,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
625,Maceió,Maceió,False,maceio,2305,2.65,9,0.0,0.84,6,5,0.0,Everton Leandro de Oliveira Santos,MIR,130386,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,1.0,1.0,2.0,1.0,4.0,2.0,1.0,,,,,,,,,,1.0,,
626,Luiz Gustavo,L. Gustavo,True,luiz-gustavo,267,2.48,9,1.01,2.53,7,3,5.4,Luiz Gustavo Marinho Ribeiro dos Santos,VAS,130393,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,2.0,3.0,3.0,,,2.0,,,,,,,,,1.0,,,,
