,atletas.preco_num,atletas.clube.id.full.name,atletas.rodada_id,atletas.slug,atletas.entrou_em_campo,atletas.media_num,atletas.status_id,atletas.foto,atletas.posicao_id,atletas.pontos_num,atletas.clube_id,atletas.nome,atletas.variacao_num,atletas.jogos_num,atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,FS,FT,I,DS,FC,FD,FF,DE,GS,SG,A,CA,G,PS,V,CV,DP,PP,PC,GC
388,5.77,BAH,38,acevedo,True,3.87,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4,4.9,265,Nicolás Brian Acevedo Tabárez,-1.35,30,Acevedo,Acevedo,104783,23.0,,,66.0,41.0,10.0,7.0,,,,1.0,5.0,,,,,,,,
389,2.0,GRE,38,jorge-meurer,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1,0.0,284,Jorge Meurer Bartholdy,0.0,0,Jorge Meurer,J. Meurer,104933,,,,,,,,,,,,,,,,,,,,
390,6.59,GRE,38,wagner-leonardo,True,3.19,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3,5.2,284,Wagner Leonardo Calvelo de Souza,-0.09,27,Wagner Leonardo,W. Leonardo,104994,6.0,,1.0,29.0,18.0,5.0,3.0,,,7.0,1.0,3.0,,,,,,,,
391,4.63,CRU,38,joao-marcelo,True,0.65,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3,-0.3,283,João Marcelo Messias Ferreira,-0.94,4,João Marcelo,J. Marcelo,105047,1.0,,,2.0,3.0,,,,,,,,,,,,,,,
392,3.64,CAM,38,reinier,False,1.48,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,4,0.0,282,Reinier Jesus Carvalho,0.0,9,Reinier,Reinier,105068,4.0,1.0,,6.0,5.0,1.0,2.0,,,,,2.0,,,,,,,,
393,6.64,SAN,38,alexis-duarte,False,2.96,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3,0.0,277,Alexis David Duarte Pereira,0.0,5,Alexis Duarte,A. Duarte,105114,4.0,,,9.0,7.0,2.0,,,,,,1.0,,,,,,,,
394,8.64,PAL,38,khellven,False,5.65,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2,0.0,275,Khellven Douglas Silva Oliveira,0.0,11,Khellven,Khellven,105175,8.0,,,16.0,20.0,1.0,,,,6.0,2.0,1.0,,,,,,,,
395,6.13,RBB,38,sant-anna,False,2.75,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2,0.0,280,Ariel Agustín Sant'Anna Quintero,0.0,11,Sant'Anna,Sant'Anna,105213,2.0,1.0,2.0,10.0,11.0,1.0,8.0,,,2.0,,3.0,,,,,,,,
396,6.52,BOT,38,santiago-rodriguez,True,3.99,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4,5.2,263,Santiago Mariano Rodríguez Molina,0.78,24,Santiago Rodríguez,S. Rodríguez,105214,32.0,,1.0,24.0,16.0,8.0,10.0,,,,4.0,5.0,2.0,,,,,,,
397,8.07,FOR,38,gaston-avila,True,4.24,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3,2.5,356,Gastón Luciano Ávila,-0.02,23,Gastón Ávila,G. Ávila,105258,22.0,,1.0,43.0,20.0,5.0,9.0,,,4.0,,4.0,,,,,,,1.0,
398,8.76,SAO,38,ferraresi,False,5.99,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3,0.0,276,Nahuel Adolfo Ferraresi Hernández,0.0,23,Ferraresi,Ferraresi,105300,27.0,,1.0,63.0,31.0,,4.0,,,6.0,3.0,3.0,,,,,,,,2.0
399,2.56,CEA,38,lucas-lima,False,0.95,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4,0.0,354,Lucas Eduardo Lima da Silva,0.0,10,Lucas Lima,L. Lima,105337,3.0,,,5.0,1.0,,1.0,,,,,,,,,,,,,
400,4.51,BAH,38,gabriel-xavier,False,2.06,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3,0.0,265,Gabriel Lheman Xavier - Lhman,0.0,11,Gabriel Xavier,G. Xavier,105373,5.0,,1.0,6.0,21.0,,2.0,,,4.0,,4.0,,,,,,,,
401,9.91,FLA,38,carrascal,False,5.33,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4,0.0,262,Jorge Andrés Carrascal Guardo,0.0,15,Carrascal,Carrascal,105436,20.0,,,19.0,21.0,1.0,12.0,,,,5.0,4.0,2.0,,,,,,,
402,9.61,COR,38,matheus-bidu,False,5.45,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2,0.0,264,Matheus Lima Beltrão Oliveira Valin,0.0,26,Matheus Bidu,M. Bidu,105531,65.0,,7.0,34.0,22.0,5.0,8.0,,,10.0,2.0,8.0,,1.0,,,,,,
403,12.17,GRE,38,carlos-vinicius,True,7.97,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5,15.6,284,Carlos Vinícius Alves Morais,0.91,13,Carlos Vinícius,C. Vinícius,105563,23.0,,9.0,1.0,17.0,3.0,6.0,,,,1.0,2.0,11.0,,,1.0,,,,
404,6.86,FOR,38,lucero,False,2.5,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5,0.0,356,Juan Martín Lucero,0.0,24,Lucero,Lucero,105568,14.0,1.0,8.0,17.0,35.0,8.0,9.0,,,,1.0,6.0,3.0,,,,,1.0,,
405,7.87,VAS,38,lucas-piton,False,4.3,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2,0.0,267,Lucas Piton Crivellaro,0.0,28,Lucas Piton,L. Piton,105584,10.0,,2.0,33.0,43.0,1.0,6.0,,,6.0,8.0,5.0,1.0,,,,,,,
406,1.74,MIR,38,roni,False,0.31,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4,0.0,2305,Roni Medeiros de Moura,0.0,8,Roni,Roni,105585,,,,2.0,1.0,,1.0,,,,,1.0,,,,,,,,
407,8.47,PAL,38,mauricio,True,3.99,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,4,2.4,275,Maurício Magalhães Prado,-0.02,25,Maurício,Maurício,105647,19.0,,7.0,16.0,14.0,7.0,12.0,,,,6.0,1.0,3.0,,,,,,,
408,6.29,COR,38,talles-magno,True,2.74,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5,6.2,264,Talles Magno Bacelar Martins,0.71,24,Talles Magno,T. Magno,105786,37.0,1.0,9.0,16.0,24.0,7.0,11.0,,,,1.0,2.0,1.0,,,,,,,
409,5.94,JUV,38,luan-freitas,False,4.1,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3,0.0,286,Luan de Freitas Molarinho Chagas,0.0,13,Luan Freitas,L. Freitas,105807,3.0,1.0,,23.0,13.0,,4.0,,,2.0,1.0,,,,,,,,,
410,5.34,VIT,38,edu,False,3.61,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3,0.0,287,Lucas Eduardo Ribeiro de Souza,0.0,19,Edu,Edu,105842,6.0,,,18.0,10.0,1.0,3.0,,,8.0,,2.0,,,,,,,,
411,4.89,CEA,38,matheus-araujo,False,2.1,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4,0.0,354,Matheus de Araújo Andrade,0.0,9,Matheus Araújo,M. Araújo,105845,3.0,,,2.0,2.0,1.0,1.0,,,,1.0,,1.0,,,,,,,
412,3.94,FOR,38,allanzinho,False,2.35,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5,0.0,356,Allan Victor Oliveira Mota,0.0,8,Allanzinho,Allanzinho,105900,10.0,,1.0,2.0,5.0,,3.0,,,,2.0,1.0,,1.0,,,,,,
413,3.86,MIR,38,jose-aldo,False,2.03,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4,0.0,2305,José Aldo Soares de Oliveira Filho,0.0,28,José Aldo,J. Aldo,105903,14.0,,1.0,33.0,31.0,7.0,8.0,,,,,5.0,,,,,,,,
414,8.28,INT,38,rochet,True,3.26,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1,1.6,285,Sergio Ramón Rochet Álvarez,-0.3,15,Rochet,Rochet,105949,3.0,,,,,,,48.0,25.0,2.0,,,,,,,,,,
415,4.67,BAH,38,santiago-mingo,True,2.95,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3,1.0,265,Santiago Martín Ramos Mingo,-0.36,31,Santiago Mingo,S. Mingo,105990,23.0,,2.0,25.0,31.0,4.0,10.0,,,10.0,,7.0,,,,1.0,,,,
416,6.52,JUV,38,ewerthon,True,3.23,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2,4.5,286,Ewerthon Diógenes da Silva,0.54,18,Ewerthon,Ewerthon,106082,11.0,,3.0,23.0,8.0,3.0,8.0,,,1.0,,2.0,1.0,,,,,,,
417,7.12,JUV,38,thiago-carpini,True,4.35,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,4.41,286,Thiago Carpini Barbosa,0.15,31,Thiago Carpini,T. Carpini,106147,,,,,,,,,,,,,,,7.0,,,,,
418,7.34,RBB,38,lucao,False,5.7,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1,0.0,280,Lucas Alexandre Galdino de Azevedo,0.0,4,Lucão,Lucão,106160,1.0,,,,,,,21.0,9.0,1.0,,1.0,,,,,,,,
419,7.94,INT,38,bruno-gomes,True,5.06,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2,3.2,285,Bruno Gomes da Silva Clevelário,-0.45,13,Bruno Gomes,B. Gomes,106202,13.0,1.0,,20.0,17.0,5.0,3.0,,,3.0,2.0,2.0,,,,,,,,
420,3.73,SAO,38,marcos-antonio,True,1.9,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4,1.6,276,Marcos Antônio Silva Santos,-0.49,28,Marcos Antônio,M. Antônio,106294,28.0,,2.0,15.0,29.0,3.0,8.0,,,,4.0,4.0,,,,,,,,
421,4.54,BAH,38,caio-alexandre,True,1.98,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4,-0.3,265,Caio Alexandre Souza e Silva,-0.06,21,Caio Alexandre,C. Alexandre,106323,31.0,,,19.0,32.0,1.0,6.0,,,,1.0,4.0,,,,,,,,
422,8.19,RBB,38,eduardo-santos,False,5.1,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3,0.0,280,Eduardo Gonzaga Mendes Santos,0.0,7,Eduardo Santos,E. Santos,106434,2.0,,,10.0,1.0,,,,,4.0,,,,,,,,,,
423,8.29,CRU,38,villalba,False,5.21,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3,0.0,283,Lucas Hernán Villalba,0.0,32,Villalba,Villalba,106593,22.0,3.0,1.0,41.0,28.0,4.0,8.0,,,17.0,,10.0,1.0,,,,,,,
424,4.9,SPT,38,leo-pereira,True,3.6,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5,1.6,292,Leonardo Augusto dos Santos Pereira,-0.22,20,Léo Pereira,L. Pereira,106681,33.0,,9.0,15.0,22.0,9.0,12.0,,,,1.0,,2.0,,,,,,1.0,
425,10.27,JUV,38,igor-formiga,True,7.47,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2,6.3,286,Igor Marques Paciência Cardoso,-0.66,16,Igor Formiga,I. Formiga,106708,11.0,,,50.0,22.0,4.0,5.0,,,3.0,2.0,1.0,2.0,,,1.0,,,,
426,7.09,BAH,38,rodrigo-nestor,True,4.3,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4,4.6,265,Rodrigo Nestor Bertalia,-1.26,20,Rodrigo Nestor,R. Nestor,106822,16.0,1.0,2.0,22.0,16.0,6.0,6.0,,,,,5.0,5.0,,,,,,,
427,4.86,SAO,38,patryck,False,2.4,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2,0.0,276,Patryck Lanza dos Reis,0.0,5,Patryck,Patryck,106829,2.0,,,2.0,4.0,1.0,5.0,,,1.0,,1.0,,,,,,,,
428,3.76,CEA,38,paulo-baya,False,1.91,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5,0.0,354,Paulo Henrique Silva Ribeiro,0.0,18,Paulo Baya,P. Baya,106918,4.0,,1.0,5.0,3.0,6.0,7.0,,,,1.0,,1.0,,,,,,,
429,1.0,VIT,38,yuri-sena,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1,0.0,287,Yuri Sena dos Reis Batista,0.0,0,Yuri Sena,Y. Sena,107075,,,,,,,,,,,,,,,,,,,,
430,9.34,BAH,38,luciano-juba,True,5.53,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2,4.6,265,Luciano Batista da Silva Júnior,-1.13,33,Luciano Juba,L. Juba,107093,13.0,,1.0,34.0,20.0,5.0,13.0,,,10.0,4.0,3.0,6.0,,,,,,,
431,4.86,BOT,38,jeffinho,False,4.14,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5,0.0,263,Jefferson Ruan Pereira dos Santos,0.0,14,Jeffinho,Jeffinho,107170,8.0,,1.0,12.0,10.0,3.0,3.0,,,,4.0,,2.0,,,1.0,,,,
432,5.79,BAH,38,michel-araujo,False,3.12,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4,0.0,265,Michel Daryl Araújo Villar,0.0,22,Michel Araújo,M. Araújo,107173,12.0,,1.0,19.0,15.0,2.0,9.0,,,,,3.0,4.0,,,,,,,
433,5.88,INT,38,bruno-tabata,False,3.43,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4,0.0,285,Bruno Vinícius Souza Ramos,0.0,24,Bruno Tabata,B. Tabata,107174,21.0,1.0,2.0,21.0,20.0,10.0,12.0,,,,1.0,4.0,3.0,,,1.0,,,,
434,4.42,COR,38,matheus-donelli,False,3.08,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1,0.0,264,Matheus Planelles Donelli,0.0,5,Matheus Donelli,M. Donelli,107179,1.0,,,,,,,13.0,6.0,1.0,,1.0,,,,,,,,
435,6.56,BOT,38,leo-linck,False,3.9,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1,0.0,263,Leonardo Matias Baiersdorf Linck,0.0,14,Léo Linck,L. Linck,107183,1.0,,,,,,,30.0,14.0,6.0,,1.0,,,,,,,,
436,3.44,FOR,38,magrao,False,2.9,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1,0.0,356,Audenirton Soares da Silva,0.0,2,Magrão,Magrão,107221,,,,,,,,6.0,2.0,,,,,,,,,,,
437,8.25,BOT,38,danilo,False,3.25,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4,0.0,263,Danilo dos Santos de Oliveira,0.0,11,Danilo,Danilo,107231,3.0,,2.0,11.0,4.0,2.0,6.0,,,,1.0,1.0,1.0,,,,,,,
438,5.87,RBB,38,vanderlan,False,3.17,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2,0.0,280,Vanderlan Barbosa da Silva,0.0,17,Vanderlan,Vanderlan,107236,11.0,,1.0,27.0,25.0,1.0,3.0,,,2.0,1.0,3.0,,,,,,,,
439,4.28,JUV,38,enio,False,2.72,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5,0.0,286,Sebastião Ênio Santos de Almeida,0.0,23,Ênio,Ênio,107516,31.0,1.0,5.0,7.0,7.0,6.0,10.0,,,,,3.0,3.0,,,,,,,
440,8.7,CAM,38,natanael,False,5.17,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2,0.0,282,Natanael Moreira Milouski,0.0,30,Natanael,Natanael,107554,22.0,1.0,4.0,49.0,23.0,5.0,9.0,,,11.0,,1.0,1.0,,,,,,,
441,1.0,SPT,38,adriano,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1,0.0,292,Antônio Adriano Nascimento de Sousa,0.0,0,Adriano,Adriano,107698,,,,,,,,,,,,,,,,,,,,
442,5.43,SPT,38,chrystian-barletta,True,2.9,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5,1.0,292,Chrystian Amaral Barletta de Almeida,-0.59,33,Chrystian Barletta,C. Barletta,107726,34.0,2.0,5.0,18.0,15.0,19.0,18.0,,,,,2.0,2.0,,,,,,,
443,3.35,RBB,38,praxedes,False,1.12,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,4,0.0,280,Bruno Conceição Praxedes,0.0,14,Praxedes,Praxedes,107744,13.0,,,5.0,11.0,2.0,7.0,,,,,3.0,,,,,,,,
444,3.0,GRE,38,adriel,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1,0.0,284,Adriel Vasconcelos Ramos,0.0,0,Adriel,Adriel,107748,,,,,,,,,,,,,,,,,,,,
445,2.43,JUV,38,nata,False,1.35,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3,0.0,286,Natã Felipe de Amorim Santos,0.0,2,Natã,Natã,107801,,,,2.0,1.0,,,,,,,,,,,,,,,
446,3.4,FOR,38,pierre,True,1.84,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4,0.5,356,Pierre Wagner Oliveira dos Santos,-0.05,10,Pierre,Pierre,107812,7.0,,,12.0,13.0,1.0,2.0,,,,,2.0,,,,,,,,
447,2.0,VIT,38,fintelman,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1,0.0,287,Alexandre Fintelman de Mello Ribeiro da Silva,0.0,0,Fintelman,Fintelman,107859,,,,,,,,,,,,,,,,,,,,
448,7.19,SAO,38,bobadilla,False,4.19,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4,0.0,276,Damián Josué Bobadilla Benítez,0.0,30,Bobadilla,Bobadilla,107873,12.0,,1.0,52.0,35.0,8.0,7.0,,,,2.0,5.0,4.0,,,,,,,
449,5.79,COR,38,hugo,True,3.02,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2,4.6,264,Hugo Ferreira de Farias,0.49,10,Hugo,Hugo,107908,10.0,,2.0,10.0,7.0,1.0,3.0,,,2.0,,1.0,,,,,,,,
450,5.9,CAM,38,fausto-vera,False,2.21,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,4,0.0,282,Fausto Mariano Vera,0.0,15,Fausto Vera,F. Vera,107950,5.0,,,19.0,23.0,,5.0,,,,,3.0,1.0,,,,,,,
451,7.19,INT,38,carbonero,True,4.56,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5,7.7,285,Johan Stiven Carbonero Balanta,-0.2,23,Carbonero,Carbonero,107989,58.0,1.0,15.0,13.0,33.0,11.0,11.0,,,,2.0,6.0,5.0,2.0,,1.0,,,,
452,6.06,RBB,38,isidro-pitta,True,3.06,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5,-1.1,280,Isidro Miguel Pitta Saldívar,-0.37,21,Isidro Pitta,I. Pitta,108133,11.0,,10.0,1.0,17.0,3.0,6.0,,,,1.0,6.0,7.0,,,,,,,
453,4.0,CEA,38,gabriel-lacerda,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3,0.0,354,Gabriel Santos Cordeiro Lacerda,0.0,0,Gabriel Lacerda,G. Lacerda,108176,,,,,,,,,,,,,,,,,,,,
454,4.67,BOT,38,david-ricardo,False,4.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3,0.0,263,David Ricardo Loiola da Silva,0.0,20,David Ricardo,D. Ricardo,108274,15.0,,1.0,16.0,23.0,1.0,3.0,,,8.0,1.0,3.0,2.0,,,2.0,,,,
455,6.66,SAN,38,adonis-frias,True,4.38,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3,5.0,277,Adonis Uriel Frías,-0.47,12,Adonis Frías,A. Frías,108469,6.0,,,16.0,15.0,2.0,2.0,,,4.0,,2.0,1.0,,,,,,,
456,5.64,FLU,38,santi-moreno,False,1.88,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5,0.0,266,Santiago Moreno,0.0,4,Santi Moreno,S. Moreno,108474,2.0,,,6.0,5.0,,,,,,,1.0,,,,,,,,
457,3.74,GRE,38,aravena,False,2.26,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5,0.0,284,Alexander Ernesto Aravena Guzmán,0.0,22,Aravena,Aravena,108548,10.0,1.0,1.0,7.0,6.0,3.0,8.0,,,,,1.0,3.0,,,,,,,
458,7.24,SAO,38,tapia,True,4.34,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5,5.3,276,Gonzalo Andrés Tapia Dubournais,-0.21,20,Tapia,Tapia,108588,41.0,,5.0,9.0,25.0,10.0,16.0,,,,,4.0,5.0,,,,,,,
459,1.83,VAS,38,garre,False,0.02,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,5,0.0,267,Benjamín Antonio Garré,0.0,8,Garré,Garré,108671,3.0,,,1.0,6.0,,,,,,,1.0,,,,,,,,
460,5.51,PAL,38,emiliano-martinez,False,2.78,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,4,0.0,275,Emiliano Martínez Toranza,0.0,23,Emiliano Martínez,E. Martínez,108683,9.0,,,34.0,22.0,5.0,5.0,,,,,3.0,1.0,,,,,,,
461,6.27,CEA,38,galeano,True,4.63,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5,1.5,354,Antonio Javier Galeano Ferreira,-0.21,35,Galeano,Galeano,108713,64.0,1.0,17.0,27.0,25.0,14.0,11.0,,,,3.0,1.0,7.0,,,,,,,
462,6.27,FLA,38,plata,False,3.25,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5,0.0,262,Gonzalo Jordy Plata Jiménez,0.0,27,Plata,Plata,109096,17.0,,2.0,26.0,20.0,7.0,5.0,,,,1.0,,4.0,,,1.0,,,,
463,4.56,VIT,38,kike-saverio,False,0.85,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5,0.0,287,Javier Enrique Delgado Saverio,0.0,2,Kike Saverio,K. Saverio,109138,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
