,atletas.preco_num,atletas.clube.id.full.name,atletas.rodada_id,atletas.slug,atletas.entrou_em_campo,atletas.media_num,atletas.status_id,atletas.foto,atletas.posicao_id,atletas.pontos_num,atletas.clube_id,atletas.nome,atletas.variacao_num,atletas.jogos_num,atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,FS,FT,I,DS,FC,FD,FF,DE,GS,SG,A,CA,G,PS,V,CV,DP,PP,PC,GC
263,3.51,VIT,38,carlinhos,False,0.92,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5,0.0,287,Carlos Moisés de Lima,0.0,6,Carlinhos,Carlinhos,96831,1.0,,3.0,1.0,8.0,,4.0,,,,,2.0,1.0,,,1.0,,,,
264,10.19,FLA,38,emerson-royal,False,5.78,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2,0.0,262,Emerson Aparecido Leite de Souza Júnior,0.0,13,Emerson Royal,E. Royal,96870,24.0,,,23.0,16.0,4.0,2.0,,,3.0,1.0,1.0,1.0,,,,,,,
265,4.0,JUV,38,guruceaga,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1,0.0,286,Gastón Guruceaga Fagúndez,0.0,0,Guruceaga,Guruceaga,96874,,,,,,,,,,,,,,,,,,,,
266,8.21,VAS,38,carlos-cuesta,False,3.71,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,3,0.0,267,Carlos Eccehomo Cuesta Figueroa,0.0,12,Carlos Cuesta,C. Cuesta,97095,2.0,,1.0,13.0,14.0,3.0,1.0,,,4.0,,3.0,1.0,,,,,,1.0,
267,9.45,GRE,38,villasanti,False,3.93,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4,0.0,284,Mathías Adalberto Villasanti Rolón,0.0,15,Villasanti,Villasanti,97145,10.0,,,42.0,24.0,,4.0,,,,,5.0,,,,,,,,
268,6.46,MIR,38,alesson,False,4.26,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,5,0.0,2305,Alesson dos Santos Batista,0.0,23,Alesson,Alesson,97321,22.0,1.0,9.0,18.0,28.0,5.0,8.0,,,,3.0,1.0,5.0,,,,,,,
269,9.18,BAH,38,rogerio-ceni,True,5.61,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,3.94,265,Rogério Mücke Ceni,-0.88,36,Rogério Ceni,R. Ceni,97341,,,,,,,,,,,,,,,16.0,,,,,
270,4.59,MIR,38,joao-victor,False,3.25,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,3,0.0,2305,João Victor Carroll Santana,0.0,31,João Victor,J. Victor,97460,19.0,1.0,2.0,22.0,23.0,1.0,6.0,,,9.0,1.0,7.0,2.0,,,1.0,,,,
271,9.79,BOT,38,marcal,True,5.84,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2,9.5,263,Fernando Marçal de Oliveira,0.21,15,Marçal,Marçal,97468,9.0,,,18.0,19.0,,1.0,,,5.0,,5.0,5.0,1.0,,,,,1.0,
272,4.18,MIR,38,shaylon,False,1.63,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4,0.0,2305,Shaylon Kallyson Cardozo - Cardoso,0.0,11,Shaylon,Shaylon,97520,1.0,,1.0,9.0,5.0,2.0,5.0,,,,,1.0,,,,,,,,
273,6.4,COR,38,felix-torres,True,3.54,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3,1.9,264,Félix Eduardo Torres Caicedo,-0.34,10,Félix Torres,F. Torres,97642,3.0,,,15.0,14.0,,2.0,,,3.0,,1.0,,,,,,,,
274,8.52,VIT,38,thiago-couto,True,7.2,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1,7.6,287,Thiago Couto Wenceslau,-0.84,7,Thiago Couto,T. Couto,97645,,,,,,,,28.0,5.0,4.0,,,,,,,,,1.0,
275,8.22,PAL,38,murilo,False,4.01,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3,0.0,275,Murilo Cerqueira Paim,0.0,16,Murilo,Murilo,97653,5.0,,,19.0,24.0,1.0,4.0,,,7.0,,6.0,1.0,,,,,,1.0,
276,8.28,VIT,38,erick,True,5.02,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5,11.5,287,Erick de Arruda Serafim,1.13,29,Erick,Erick,97810,71.0,2.0,1.0,28.0,22.0,9.0,21.0,,,,5.0,7.0,3.0,,,,,,,
277,7.09,FLA,38,leo-ortiz,False,4.77,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3,0.0,262,Leonardo Rech Ortiz,0.0,26,Léo Ortiz,L. Ortiz,97867,5.0,2.0,1.0,20.0,19.0,4.0,9.0,,,13.0,2.0,4.0,1.0,,,,,,,
278,4.45,BAH,38,iago,False,2.93,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2,0.0,265,Iago Amaral Borduchi,0.0,13,Iago,Iago,97868,3.0,,1.0,6.0,8.0,2.0,2.0,,,4.0,,2.0,1.0,,,,,,,
279,5.36,SAO,38,mailton,False,3.19,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2,0.0,276,Maílton dos Santos de Sá,0.0,8,Maílton,Maílton,97898,10.0,,,4.0,9.0,2.0,1.0,,,3.0,,1.0,,,,,,,,
280,7.82,CEA,38,matheus-bahia,True,4.38,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2,2.2,354,Matheus Bahia Santos,0.1,26,Matheus Bahia,M. Bahia,97899,31.0,1.0,,33.0,21.0,3.0,5.0,,,9.0,1.0,5.0,,,,,,,,
281,7.16,INT,38,vitao,True,2.71,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,3,7.0,285,Vitor Eduardo da Silva Matos,1.02,30,Vitão,Vitão,97900,2.0,1.0,,23.0,23.0,5.0,8.0,,,7.0,2.0,5.0,,,,,,,,1.0
282,6.99,BAH,38,erick,False,2.51,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4,0.0,265,Erick Luis Conrado de Carvalho,0.0,15,Erick,Erick,98022,5.0,1.0,3.0,20.0,16.0,,3.0,,,,,3.0,1.0,,,,,,,
283,8.63,CEA,38,pedro-raul,True,3.93,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5,10.4,354,Pedro Raul Garay da Silva,1.08,31,Pedro Raul,P. Raul,98225,40.0,2.0,34.0,8.0,53.0,24.0,30.0,,,,,6.0,7.0,,,,,,,
284,11.0,BOT,38,bastos,False,0.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3,0.0,263,Bartolomeu Jacinto Quissanga,0.0,0,Bastos,Bastos,98280,,,,,,,,,,,,,,,,,,,,
285,3.0,VIT,38,val-soares,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4,0.0,287,Valdemir de Oliveira Soares,0.0,0,Val Soares,V. Soares,98306,,,,,,,,,,,,,,,,,,,,
286,5.62,MIR,38,negueba,False,4.5,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,5,0.0,2305,Luiz Henrique Soares Firmino,0.0,30,Negueba,Negueba,98384,51.0,,5.0,25.0,17.0,10.0,13.0,,,,2.0,3.0,6.0,,,,,,,
287,5.45,BAH,38,kanu,True,3.4,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3,6.2,265,Victor Hugo Soares dos Santos,0.37,7,Kanu,Kanu,98484,6.0,,,10.0,4.0,,,,,2.0,,,,,,1.0,,,,
288,6.96,BAH,38,jean-lucas,True,4.18,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4,6.3,265,Jean Lucas de Souza Oliveira,0.52,32,Jean Lucas,J. Lucas,98517,28.0,1.0,2.0,54.0,42.0,11.0,16.0,,,,1.0,3.0,3.0,,,1.0,,,1.0,
289,6.41,FOR,38,kuscevic,False,3.69,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3,0.0,356,Benjamín Kuščević Jaramillo,0.0,18,Kuscevic,Kuscevic,98619,4.0,,1.0,26.0,17.0,1.0,3.0,,,5.0,,3.0,1.0,,,1.0,,,,
290,8.5,BOT,38,savarino,False,3.71,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4,0.0,263,Jefferson David Savarino Quintero,0.0,25,Savarino,Savarino,98672,18.0,2.0,10.0,10.0,10.0,14.0,15.0,,,,3.0,1.0,3.0,,,,,,,
291,4.49,COR,38,angileri,True,2.68,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2,0.0,264,Fabrizio Germán Angileri - Fabricio,-0.05,28,Angileri,Angileri,98720,5.0,1.0,1.0,27.0,17.0,1.0,4.0,,,7.0,,4.0,,,,,,,1.0,
292,14.51,FLA,38,samuel-lino,False,6.05,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5,0.0,262,Samuel Dias Lino,0.0,19,Samuel Lino,S. Lino,98873,19.0,,2.0,20.0,13.0,8.0,17.0,,,,5.0,1.0,4.0,,,,,,,
293,7.66,CAM,38,cuello,True,4.23,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5,1.3,282,Tomás Esteban Cuello,-0.62,16,Cuello,Cuello,98909,28.0,3.0,2.0,13.0,17.0,11.0,14.0,,,,1.0,3.0,1.0,,,1.0,,,1.0,
294,7.09,FLA,38,vina,False,3.12,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2,0.0,262,Matías Nicolás Viña Susperreguy,0.0,8,Viña,Viña,98974,3.0,,,4.0,5.0,,,,,4.0,,1.0,,,,,,,,
295,4.61,CEA,38,lourenco,True,2.54,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4,3.0,354,João Paulo Ferreira Lourenço,0.37,30,Lourenço,Lourenço,99032,21.0,1.0,1.0,28.0,31.0,9.0,8.0,,,,1.0,4.0,2.0,,,,,1.0,,
296,4.76,VIT,38,lucas-braga,False,2.14,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5,0.0,287,Lucas Braga Ribeiro,0.0,20,Lucas Braga,L. Braga,99119,24.0,1.0,3.0,12.0,12.0,3.0,4.0,,,,,1.0,1.0,,,,,,,
297,12.64,VAS,38,vegetti,True,5.31,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,5,0.5,267,Pablo Vegetti,-0.12,32,Vegetti,Vegetti,99198,40.0,2.0,7.0,12.0,26.0,8.0,26.0,,,,1.0,2.0,13.0,,,,,,,1.0
298,5.18,VAS,38,puma-rodriguez,True,3.3,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2,0.0,267,José Luis Rodríguez Bebanz,-0.1,23,Puma Rodríguez,P. Rodríguez,99213,7.0,2.0,,13.0,9.0,3.0,10.0,,,4.0,2.0,,1.0,,,,,,,
299,2.17,SPT,38,ignacio-ramirez,False,0.68,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5,0.0,292,Juan Ignacio Ramírez Polero,0.0,8,Ignacio Ramírez,I. Ramírez,99221,2.0,,,1.0,7.0,3.0,3.0,,,,,1.0,,,,,,,,
300,7.23,FLA,38,de-la-cruz,False,2.56,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4,0.0,262,Diego Nicolás de la Cruz Arcosa,0.0,19,De la Cruz,D. Cruz,99228,32.0,,,19.0,16.0,4.0,10.0,,,,,4.0,,,,,,,,
301,7.08,FOR,38,bareiro,True,4.07,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5,12.7,356,Adam Fernando Bareiro Gamarra,2.01,18,Bareiro,Bareiro,99248,18.0,2.0,3.0,8.0,30.0,10.0,4.0,,,,1.0,6.0,6.0,,,1.0,,1.0,,
302,10.39,FOR,38,pochettino,True,4.7,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4,6.2,356,Tomás Pochettino,-0.75,23,Pochettino,Pochettino,99267,13.0,,3.0,31.0,9.0,13.0,13.0,,,,4.0,3.0,2.0,,,,,,1.0,
303,9.2,BOT,38,alexander-barboza,False,5.05,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3,-1.0,263,Alexander Nahuel Barboza Ullúa,-0.44,21,Alexander Barboza,A. Barboza,99274,3.0,1.0,1.0,44.0,42.0,5.0,7.0,,,10.0,,13.0,,,,,,,,
304,4.18,SAO,38,dinenno,False,1.56,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5,0.0,276,Juan Ignacio Dinenno de Cara,0.0,8,Dinenno,Dinenno,99316,4.0,,,1.0,6.0,2.0,3.0,,,,,2.0,1.0,,,,,,,
305,9.45,FLU,38,luis-zubeldia,True,5.65,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,8.75,266,Luis Francisco Zubeldía,0.4,25,Luis Zubeldía,L. Zubeldía,99366,,,,,,,,,,,,,,,11.0,,,,,
306,6.49,FLA,38,michael,False,3.13,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5,0.0,262,Michael Richard Delgado de Oliveira,0.0,13,Michael,Michael,99392,3.0,,1.0,7.0,1.0,3.0,3.0,,,,3.0,,1.0,,,,,,,
307,7.59,VIT,38,baralhas,True,4.04,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4,13.0,287,Gabriel Baralhas dos Santos,0.69,26,Baralhas,Baralhas,99440,26.0,1.0,,48.0,40.0,7.0,13.0,,,,1.0,10.0,2.0,,,,,,1.0,
308,9.79,FLA,38,rossi,False,5.61,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1,0.0,262,Agustín Daniel Rossi,0.0,35,Rossi,Rossi,99552,9.0,,,,,,,81.0,22.0,18.0,,2.0,,,,,3.0,,,
309,5.0,PAL,38,paulinho,False,1.03,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,5,0.0,275,Paulo Henrique Sampaio Filho,0.0,7,Paulinho,Paulinho,99818,2.0,,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,
310,5.99,SAO,38,alan-franco,False,2.6,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3,0.0,276,Alan Javier Franco,0.0,28,Alan Franco,A. Franco,99889,10.0,,2.0,26.0,29.0,,2.0,,,9.0,,7.0,,,,,,,2.0,
311,5.75,CAM,38,igor-gomes,True,2.96,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,4,5.0,282,Igor Silveira Gomes,0.03,28,Igor Gomes,I. Gomes,100084,18.0,,1.0,14.0,15.0,3.0,7.0,,,,2.0,2.0,5.0,,,,,,,
312,2.63,SPT,38,pedro-augusto,True,1.88,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4,2.4,292,Pedro Augusto Borges da Costa,-0.05,14,Pedro Augusto,P. Augusto,100085,11.0,,,19.0,14.0,3.0,1.0,,,,,5.0,,,,1.0,,,,
313,10.98,COR,38,yuri-alberto,False,5.64,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5,0.0,264,Yuri Alberto Monteiro da Silva,0.0,26,Yuri Alberto,Y. Alberto,100652,44.0,1.0,11.0,6.0,25.0,11.0,30.0,,,,2.0,3.0,10.0,1.0,,,,1.0,,
314,2.75,RBB,38,fernando,True,0.76,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5,-1.0,280,Fernando dos Santos Pedro,-0.3,12,Fernando,Fernando,100695,3.0,,,2.0,4.0,3.0,4.0,,,,,,,,,,,,1.0,
315,5.81,CRU,38,matheus-henrique,True,2.0,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4,3.7,283,Matheus Henrique de Souza,0.39,17,Matheus Henrique,M. Henrique,100742,13.0,,,19.0,13.0,3.0,3.0,,,,,3.0,,,,,,,,
316,5.49,FOR,38,brenno,True,3.83,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1,-1.4,356,Brenno Oliveira Fraga Costa,-1.26,12,Brenno,Brenno,100830,2.0,,,,,,,40.0,18.0,1.0,,1.0,,,,1.0,1.0,,,
317,7.07,CAM,38,ruan,True,4.27,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3,5.0,282,Ruan Tressoldi Netto,0.01,9,Ruan,Ruan,100842,6.0,,,9.0,10.0,,,,,4.0,,3.0,1.0,,,,,,,
318,6.44,GRE,38,lucas-esteves,True,3.44,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2,6.5,284,Lucas Esteves Souza,0.83,10,Lucas Esteves,L. Esteves,100846,3.0,,,12.0,8.0,1.0,4.0,,,3.0,,1.0,,,,,,,1.0,
319,6.89,SPT,38,luan-candido,True,2.89,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2,0.0,292,Luan Cândido de Almeida,-0.37,13,Luan Cândido,L. Cândido,100848,7.0,,2.0,15.0,16.0,4.0,6.0,,,1.0,,2.0,1.0,,,,,,1.0,1.0
320,9.97,BOT,38,vitinho,True,5.49,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2,7.2,263,Victor Alexander da Silva,0.32,32,Vitinho,Vitinho,100898,16.0,,4.0,51.0,26.0,4.0,7.0,,,15.0,2.0,3.0,1.0,,,,,,1.0,
321,3.34,VIT,38,ronald-lopes,True,2.25,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4,-1.3,287,Ronald dos Santos Lopes,-1.22,29,Ronald Lopes,R. Lopes,100969,23.0,1.0,3.0,33.0,40.0,6.0,4.0,,,,2.0,7.0,,,,,,,,
322,5.1,FLU,38,nonato,True,2.77,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4,2.9,266,Gustavo Nonato Santana,0.01,20,Nonato,Nonato,100987,16.0,,,20.0,19.0,1.0,6.0,,,,1.0,4.0,2.0,,,,,,,
323,5.89,CAM,38,junior-santos,False,1.97,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5,0.0,282,José Antonio dos Santos Júnior,0.0,16,Júnior Santos,J. Santos,101002,14.0,,3.0,4.0,9.0,2.0,5.0,,,,,1.0,2.0,,,,,,,
324,9.34,CEA,38,diego,True,5.13,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2,3.9,354,Jackson Diego Ibraim Fagundes - Ibrahim,0.37,30,Diego,Diego,101027,63.0,1.0,,41.0,26.0,4.0,7.0,,,10.0,2.0,5.0,,,,,,,,
325,8.06,SAO,38,ferreira,True,4.56,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5,-0.6,276,Aldemir dos Santos Ferreira,-1.57,27,Ferreira,Ferreira,101290,47.0,2.0,3.0,17.0,14.0,6.0,13.0,,,,4.0,4.0,5.0,,,,,,1.0,
326,6.19,BAH,38,ademir,True,4.65,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5,1.5,265,Ademir da Silva Santos Júnior,-1.62,29,Ademir,Ademir,101314,47.0,,6.0,31.0,26.0,15.0,18.0,,,,6.0,7.0,2.0,2.0,,,,,,
327,8.25,FLU,38,guga,False,5.26,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2,0.0,266,Cláudio Rodrigues Gomes,0.0,17,Guga,Guga,101319,12.0,,,27.0,6.0,1.0,2.0,,,6.0,1.0,1.0,1.0,,,,,,,
328,2.53,FLU,38,marcelo-pitaluga,False,-1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1,0.0,266,Marcelo de Araújo Pitaluga Filho,0.0,0,Marcelo Pitaluga,M. Pitaluga,101478,,,,,,,,,,,,1.0,,,,,,,,
329,4.7,VIT,38,pepe,False,2.21,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4,0.0,287,João Pedro Vilardi Pinto,0.0,14,Pepê,Pepê,101573,20.0,,,21.0,22.0,1.0,1.0,,,,,3.0,,,,1.0,,,,
330,7.15,COR,38,hugo-souza,False,3.41,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1,0.0,264,Hugo de Souza Nogueira,0.0,26,Hugo Souza,H. Souza,101574,2.0,,,,,,,58.0,30.0,9.0,,3.0,,,,,,,,
331,3.85,VAS,38,hugo-moura,True,1.76,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4,-3.3,267,Hugo Moura Arruda da Silva,-0.56,30,Hugo Moura,H. Moura,101594,14.0,,,38.0,40.0,5.0,5.0,,,,1.0,5.0,,,,2.0,,,,1.0
332,7.75,VIT,38,ramon,True,4.36,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2,11.8,287,Ramon Ramos Lima,0.7,21,Ramon,Ramon,101597,16.0,,3.0,37.0,33.0,1.0,9.0,,,7.0,,5.0,,1.0,,,,,1.0,
333,4.38,JUV,38,peixoto,True,3.28,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4,0.1,286,Daniel Nascimento Peixoto dos Santos,-0.63,11,Peixoto,Peixoto,101651,8.0,1.0,,13.0,18.0,2.0,7.0,,,,,1.0,1.0,,,,,,,
334,4.78,MIR,38,felipe-jonatan,False,1.73,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2,0.0,2305,Felipe Jonatan Rocha Andrade,0.0,6,Felipe Jonatan,F. Jonatan,101708,2.0,,,1.0,7.0,,,,,2.0,,,,,,,,,,
335,9.66,COR,38,matheuzinho,True,5.56,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2,0.9,264,Matheus França Silva,-0.59,31,Matheuzinho,Matheuzinho,101727,25.0,,1.0,62.0,29.0,4.0,9.0,,,9.0,3.0,12.0,2.0,,,,,,1.0,
336,2.62,FOR,38,pablo-roberto,False,-0.2,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4,0.0,356,Pablo Roberto dos Santos Barbosa,0.0,5,Pablo Roberto,P. Roberto,101733,,,,2.0,6.0,,1.0,,,,,,,,,1.0,,,,
337,4.35,VIT,38,claudinho,False,2.08,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2,0.0,287,Claudio Coelho Salvático,0.0,15,Claudinho,Claudinho,101752,8.0,,,11.0,10.0,1.0,3.0,,,3.0,,5.0,,,,,,,,
338,3.0,VAS,38,jean-david,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4,0.0,267,Jean David Meneses Villarroel,0.0,0,Jean David,J. David,101768,,,,,,,,,,,,,,,,,,,,
