,atletas.foto,atletas.status_id,atletas.apelido,atletas.nome,atletas.clube_id,atletas.variacao_num,atletas.posicao_id,atletas.jogos_num,atletas.rodada_id,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.pontos_num,atletas.entrou_em_campo,atletas.preco_num,atletas.media_num,atletas.atleta_id,atletas.slug,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PC,A,SG,PS,DE,DP,GS,V,GC,PP
182,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5,João Pedro,João Pedro Maturano dos Santos,284,0.0,2,6,17,GRE,J. Pedro,0.0,False,5.81,2.43,89273,joao-pedro,,,7.0,5.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,
183,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7,William,Willian de Asevedo Furtado,283,0.0,2,12,17,CRU,William,0.0,False,16.67,8.81,89275,william,1.0,,33.0,16.0,2.0,6.0,10.0,,,2.0,,2.0,8.0,,,,,,,
184,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,Matheus Sales,Matheus de Sales Cabral,2305,0.0,4,0,17,MIR,M. Sales,0.0,False,4.0,0.0,89285,matheus-sales,,,,,,,,,,,,,,,,,,,,
185,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7,Braithwaite,Martin Christensen Braithwaite,284,-0.1,5,12,17,GRE,Braithwaite,1.9,True,12.82,5.37,89368,braithwaite,2.0,,8.0,13.0,7.0,6.0,15.0,,4.0,2.0,,1.0,,1.0,,,,,,
186,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,Igor Rabello,Igor Rabello da Costa,282,0.08,3,4,17,CAM,I. Rabello,4.2,True,6.0,3.7,89493,igor-rabello,,,4.0,4.0,,,,,,,,,2.0,,,,,,,
187,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7,Thiago Maia,Thiago Maia Alencar,285,0.04,4,13,17,INT,T. Maia,3.0,True,5.58,3.24,89637,thiago-maia,1.0,,19.0,10.0,,2.0,6.0,,1.0,,,1.0,,,,,,,,
188,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5,Calleri,Jonathan Calleri,276,0.0,5,3,17,SAO,Calleri,0.0,False,5.78,-0.77,89840,calleri,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,1.0
189,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,Cristaldo,Franco Cristaldo,284,0.0,4,11,17,GRE,Cristaldo,0.0,False,6.62,2.43,89846,cristaldo,1.0,,6.0,4.0,3.0,3.0,18.0,,,1.0,,1.0,,,,,,,,
190,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7,Dodi,Douglas Moreira Fagundes,284,-0.11,4,12,17,GRE,Dodi,1.3,True,4.65,2.6,89883,dodi,3.0,,17.0,14.0,,3.0,21.0,,,,,,,,,,,,,
191,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5,Bruno Pacheco,Bruno de Jesus Pacheco,356,0.0,2,2,17,FOR,B. Pacheco,0.0,False,7.99,3.1,90061,bruno-pacheco,1.0,,4.0,1.0,,,3.0,,,,,,,,,,,,,
192,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7,Bruno Henrique,Bruno Henrique Pinto,262,1.33,5,15,17,FLA,B. Henrique,8.9,True,7.03,2.6,90285,bruno-henrique,3.0,,10.0,21.0,9.0,10.0,15.0,,1.0,9.0,,,,,,,,,,
193,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,Juninho,Olávio Vieira dos Santos Júnior,262,-0.06,5,10,17,FLA,Juninho,1.4,True,4.49,1.67,90307,juninho,,,5.0,7.0,2.0,2.0,3.0,2.0,,2.0,,,,,,,,,,
194,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,7,David,David Correa da Fonseca,267,1.99,5,3,17,VAS,David,11.2,True,8.16,5.27,90309,david,,,5.0,3.0,2.0,1.0,2.0,,,,,1.0,,,,,,,,
195,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,Matheus Pereira,Matheus Pereira da Silva,356,1.07,4,3,17,FOR,M. Pereira,6.1,True,5.78,1.9,90370,matheus-pereira,1.0,,1.0,5.0,1.0,,1.0,,,,,1.0,,,,,,,,
196,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,Rezende,Júlio César de Rezende Miranda,265,0.0,4,1,17,BAH,Rezende,0.0,False,4.16,3.9,90449,rezende,,,2.0,2.0,,,3.0,,,,,,,,,,,,,
197,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7,Caíque,Caique de Jesus Gonçalves,286,0.0,4,8,17,JUV,Caíque,0.0,False,4.72,2.88,90588,caique,3.0,,15.0,16.0,,1.0,15.0,,,,,,,,,,,,,
198,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7,Chico da Costa,Francisco da Costa Aragão,2305,-1.27,5,4,17,MIR,C. Costa,0.2,True,8.2,6.42,90608,chico-da-costa,,,,3.0,,1.0,4.0,,3.0,2.0,,,,,,,,,,
199,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2,Matheuzinho,Matheus Martins Fogaça de Paulo,287,0.0,4,13,17,VIT,Matheuzinho,0.0,False,10.53,4.68,90703,matheuzinho,3.0,1.0,17.0,10.0,8.0,2.0,35.0,,2.0,2.0,,,,,,,,,,
200,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7,Fabrício Bruno,Fabrício Bruno Soares de Faria,283,-0.27,3,16,17,CRU,F. Bruno,3.8,True,8.54,4.66,90768,fabricio-bruno,3.0,,17.0,10.0,1.0,1.0,10.0,,1.0,,,,8.0,,,,,,,
201,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,Carlos Eduardo,Carlos Eduardo Ferreira de Souza,2305,-0.78,5,4,17,MIR,C. Eduardo,0.2,True,3.76,1.72,90917,carlos-eduardo,1.0,,2.0,2.0,,,1.0,,,,,1.0,,,,,,,,
202,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,7,Zé Marcos,José Marcos Alves Luis,287,-0.16,3,14,17,VIT,Z. Marcos,0.0,True,3.45,2.21,90943,ze-marcos,2.0,,8.0,10.0,,,8.0,,,1.0,,,4.0,,,,,,,
203,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,Ronaldo,Ronaldo de Oliveira Strada,265,0.26,1,5,17,BAH,Ronaldo,5.0,True,5.73,3.94,91101,ronaldo,,,,,,,2.0,,,,1.0,,1.0,,9.0,1.0,4.0,,,
204,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,Fernandinho,Fernando José Marques Maciel,354,0.51,5,6,17,CEA,Fernandinho,5.4,True,6.11,3.48,91130,fernandinho,1.0,,8.0,4.0,1.0,4.0,4.0,,,3.0,,1.0,,,,,,,,
205,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,7,Kaio,Kaio Fernando da Silva Pantaleão,263,-1.02,3,4,17,BOT,Kaio,3.2,True,10.67,7.9,91158,kaio,,,6.0,4.0,2.0,3.0,8.0,,,,,,3.0,,,,,,,
206,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,Éder,Éder Ferreira Graminho,354,0.0,3,1,17,CEA,Éder,0.0,False,2.9,0.8,91203,eder,,,,,,1.0,,,,,,,,,,,,,,
207,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,Carballo,Felipe Ignacio Carballo Ares,284,0.0,4,0,17,GRE,Carballo,0.0,False,6.0,0.0,91254,carballo,,,,,,,,,,,,,,,,,,,,
208,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5,Erick Pulgar,Erick Antonio Pulgar Farfán,262,0.0,4,9,17,FLA,E. Pulgar,0.0,False,6.34,2.89,91473,erick-pulgar,2.0,,12.0,13.0,2.0,,7.0,,1.0,,,,,,,,,,,
209,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,Rodrigo Sam,Rodrigo Eduardo da Silva,286,0.0,3,5,17,JUV,R. Sam,0.0,False,4.25,2.04,91509,rodrigo-sam,2.0,,8.0,8.0,,1.0,4.0,,,2.0,,,,,,,,,,
210,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,Arboleda,Robert Abel Arboleda Escobar,276,1.25,3,12,17,SAO,Arboleda,11.8,True,9.95,5.43,91573,arboleda,2.0,,18.0,9.0,,5.0,6.0,,2.0,2.0,,,4.0,,,,,,,
211,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7,Rony,Ronielson da Silva Barbosa,282,-0.29,5,14,17,CAM,Rony,2.2,True,10.89,5.24,91607,rony,3.0,,14.0,27.0,14.0,7.0,29.0,1.0,3.0,14.0,,,,1.0,,,,,,
212,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,Dudu Vieira,Carlos Eduardo de Souza Vieira,286,0.0,4,0,17,JUV,D. Vieira,0.0,False,3.0,0.0,91627,dudu-vieira,,,,,,,,,,,,,,,,,,,,
213,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7,Igor Cariús,Igor Aquino da Silva,292,-0.4,2,12,17,SPT,I. Cariús,1.7,True,7.6,4.51,91639,igor-carius,1.0,,24.0,12.0,5.0,4.0,16.0,,,5.0,1.0,,2.0,,,,,,1.0,
214,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7,Marlon,Marlon Rodrigues Xavier,284,-0.24,2,11,17,GRE,Marlon,3.0,True,6.86,4.01,91706,marlon,2.0,,20.0,12.0,1.0,,7.0,,,,,,3.0,,,,,,,
215,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,7,David Duarte,David de Duarte Macedo,265,0.92,3,12,17,BAH,D. Duarte,6.6,True,5.54,2.85,91772,david-duarte,1.0,,3.0,8.0,1.0,5.0,6.0,,,1.0,,,5.0,,,,,,,
216,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7,Caíque França,Caíque França Godoy,292,0.0,1,12,17,SPT,C. França,0.0,False,6.53,3.52,91808,caique-franca,2.0,,2.0,,,,1.0,,,,,,2.0,,39.0,,20.0,,,
217,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,Zé Ivaldo,José Ivaldo Almeida Silva,277,0.0,3,12,17,SAN,Z. Ivaldo,0.0,False,6.89,4.15,91866,ze-ivaldo,4.0,,19.0,13.0,,10.0,9.0,,1.0,3.0,1.0,,2.0,,,,,,,
218,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,Pavón,Cristian David Pavón,284,0.06,5,9,17,GRE,Pavón,4.9,True,5.48,2.62,91908,pavon,4.0,,8.0,6.0,5.0,3.0,8.0,,,,,1.0,,,,,,,,
219,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,Giovanny,Giovanny Bariani Marques,286,0.0,5,10,17,JUV,Giovanny,0.0,False,3.2,1.72,92085,giovanny,,,3.0,4.0,,5.0,10.0,,,1.0,,1.0,,,,,,,,
220,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7,Lyanco,Lyanco Evangelista Silveira Neves Vojnovic,282,0.0,3,10,17,CAM,Lyanco,0.0,False,8.52,5.61,92087,lyanco,3.0,2.0,21.0,19.0,3.0,3.0,17.0,,,2.0,,,5.0,,,,,,,
221,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,7,Arthur Cabral,Arthur Mendonça Cabral,263,0.65,5,4,17,BOT,A. Cabral,8.3,True,14.41,6.97,92171,arthur-cabral,,,1.0,5.0,3.0,3.0,6.0,1.0,2.0,1.0,,,,,,,,,,
222,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,Juninho,José Carlos Ferreira Júnior,285,0.0,3,5,17,INT,Juninho,0.0,False,4.2,2.12,92182,juninho,1.0,,4.0,1.0,1.0,4.0,3.0,,,,,,,,,,,,,
223,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5,Rodrigo Ely,Rodrigo Ely,284,0.0,3,2,17,GRE,R. Ely,0.0,False,4.75,0.6,92237,rodrigo-ely,,,1.0,1.0,,,,,,,,,,,,,,,,
224,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7,André Ramalho,André Ramalho Silva,264,0.0,3,11,17,COR,A. Ramalho,0.0,False,6.95,3.64,92440,andre-ramalho,3.0,,12.0,13.0,,3.0,3.0,,,,,,5.0,,,,,,,
225,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,7,Renato Kayzer,Renato Kayzer de Souza,287,-0.07,5,10,17,VIT,R. Kayzer,3.3,True,9.63,5.37,92696,renato-kayzer,,,4.0,15.0,4.0,5.0,18.0,1.0,4.0,6.0,,,,,,,,,,
226,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7,Daniel Paulista,Daniel Pollo Barioni,292,-0.15,6,4,17,SPT,D. Paulista,4.6,True,7.85,4.63,92702,daniel-paulista,,,,,,,,,,,,,,,,,,,,
227,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,Deyverson,Deyverson Brum Silva Acosta,356,1.51,5,11,17,FOR,Deyverson,10.3,True,7.25,3.7,92708,deyverson,1.0,,3.0,9.0,3.0,10.0,13.0,2.0,2.0,2.0,,,,,,,,,,
228,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,Bruno Rodrigues,Bruno Rafael Rodrigues do Nascimento,275,0.0,5,0,17,PAL,B. Rodrigues,0.0,False,6.0,0.0,92811,bruno-rodrigues,,,,,,,,,,,,,,,,,,,,
229,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7,Borré,Rafael Santos Borré Maury,285,-1.08,5,12,17,INT,Borré,3.4,True,11.1,4.18,92854,borre,,,6.0,8.0,4.0,6.0,5.0,1.0,3.0,4.0,,1.0,,,,,,,,
230,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,Ronaldo,Ronaldo da Silva Souza Guerrero,285,0.0,4,11,17,INT,Ronaldo,0.0,False,4.2,1.95,92981,ronaldo,3.0,1.0,19.0,20.0,2.0,2.0,2.0,,,2.0,,,,,,,,,,
231,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2,Rafael Ramos,Rafael António Figueiredo Ramos,354,-0.81,2,10,17,CEA,R. Ramos,1.5,True,4.91,3.55,93236,rafael-ramos,1.0,,14.0,12.0,1.0,3.0,1.0,,,,,,3.0,,,,,,,
232,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,7,João Basso,João Othávio Basso,277,1.21,3,6,17,SAN,J. Basso,8.1,True,7.74,4.42,93372,joao-basso,2.0,,7.0,10.0,,,6.0,,1.0,,,,2.0,,,,,,,
233,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,Cantalapiedra,Aitor Cantalapiedra Fernández,287,0.0,5,0,17,VIT,Cantalapiedra,0.0,False,5.0,0.0,93411,cantalapiedra,,,,,,,,,,,,,,,,,,,,
234,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7,Wanderson,Wanderson Maciel Sousa Campos,283,-0.15,5,16,17,CRU,Wanderson,-0.6,True,4.78,1.75,93478,wanderson,1.0,,7.0,20.0,7.0,12.0,8.0,1.0,,4.0,,,,,,,,,,
235,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,Bruno Tubarão,Bruno Nunes de Barros,354,0.0,2,7,17,CEA,B. Tubarão,0.0,False,4.6,2.2,93637,bruno-tubarao,,,,1.0,,1.0,,,,1.0,,,3.0,,,,,,,
236,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,3,Paulo Henrique,Paulo Henrique de Oliveira Alves,267,0.68,2,12,17,VAS,P. Henrique,9.1,True,13.36,7.83,93716,paulo-henrique,5.0,,44.0,27.0,5.0,4.0,8.0,1.0,,1.0,,3.0,2.0,,,,,,,
237,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,7,Marlon Freitas,Marlon Rodrigues Freitas,263,0.0,4,13,17,BOT,M. Freitas,0.0,False,5.74,2.61,93790,marlon-freitas,3.0,,11.0,12.0,3.0,3.0,6.0,,,,,3.0,,,,,,,,
238,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,Keiller,Keiller da Silva Nunes,354,0.0,1,0,17,CEA,Keiller,0.0,False,3.0,0.0,93834,keiller,,,,,,,,,,,,,,,,,,,,
239,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,Marcão,Marcos Venicius Santos Miranda - Vinícius,286,0.0,1,6,17,JUV,Marcão,0.0,False,7.5,5.93,93879,marcao,,,,,,,,,,,1.0,,1.0,,32.0,,10.0,,,
240,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,7,Cleiton,Cleiton Schwengber,280,0.0,1,14,17,RBB,Cleiton,0.0,False,7.71,4.75,93882,cleiton,3.0,,,,,,4.0,,,,,,5.0,,45.0,,16.0,,,
241,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7,Matheusinho,Matheus Leonardo Sales Cardoso,292,0.78,4,3,17,SPT,Matheusinho,7.5,True,7.84,5.83,93886,matheusinho,,,2.0,4.0,1.0,2.0,6.0,,,1.0,,2.0,,,,,,,,
242,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,Breno Lopes,Breno Henrique Vasconcelos Lopes,356,-0.63,5,9,17,FOR,B. Lopes,0.5,True,6.28,3.19,93988,breno-lopes,1.0,,2.0,7.0,3.0,8.0,17.0,1.0,1.0,7.0,,,,,,,,,,
243,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,7,John,John Victor Maciel Furtado,263,-1.12,1,14,17,BOT,John,2.9,True,11.84,6.92,94044,john,2.0,,1.0,1.0,,,3.0,,,,,,9.0,,44.0,,6.0,,,
244,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5,Matheus Fernandes,Matheus Fernandes Siqueira,280,0.0,4,8,17,RBB,M. Fernandes,0.0,False,4.9,2.27,94067,matheus-fernandes,1.0,,13.0,7.0,,1.0,2.0,,,,,,,,,,,,,
245,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5,Maycon,Maycon de Andrade Barberan,264,0.0,4,11,17,COR,Maycon,0.0,False,3.58,1.3,94154,maycon,,,9.0,3.0,,1.0,2.0,,,,,,,,,,,,,
246,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,Diego Pituca,Diego Cristiano Evaristo,277,0.0,4,10,17,SAN,D. Pituca,0.0,False,4.48,1.53,94156,diego-pituca,2.0,,4.0,6.0,,2.0,7.0,,1.0,,,,,,,,,,,
247,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,5,Guilherme,Guilherme Augusto Vieira dos Santos,277,0.0,5,12,17,SAN,Guilherme,0.0,False,9.36,6.52,94207,guilherme,,,22.0,6.0,5.0,11.0,23.0,,2.0,3.0,,1.0,,,,,,,,
248,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,Matheus Babi,Matheus Barcelos da Silva,286,-0.04,5,9,17,JUV,M. Babi,0.7,True,3.58,1.58,94444,matheus-babi,2.0,,5.0,9.0,,2.0,4.0,,1.0,2.0,,,,,,,,,,
249,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,Raphael Veiga,Raphael Cavalcante Veiga,275,0.14,4,9,17,PAL,R. Veiga,2.7,True,11.76,2.54,94509,raphael-veiga,,,4.0,6.0,2.0,4.0,14.0,,,,,1.0,,1.0,,,,,,
250,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,Lucas Oliveira,Lucas da Cruz Oliveira,267,0.0,3,0,17,VAS,L. Oliveira,0.0,False,4.0,0.0,94514,lucas-oliveira,,,,,,,,,,,,,,,,,,,,
251,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3,Pedro,Pedro Guilherme Abreu dos Santos,262,-0.06,5,11,17,FLA,Pedro,2.3,True,16.16,6.18,94583,pedro,3.0,,4.0,4.0,10.0,1.0,7.0,1.0,5.0,1.0,,2.0,,1.0,,,,,,1.0
252,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,Lucas Fernandes,Lucas Fernandes da Silva,286,0.77,4,1,17,JUV,L. Fernandes,3.0,True,5.77,3.0,94931,lucas-fernandes,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,
253,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5,Juninho Capixaba,Luis Antônio da Rocha Júnior,280,0.0,2,12,17,RBB,J. Capixaba,0.0,False,11.57,8.26,94968,juninho-capixaba,1.0,,29.0,17.0,4.0,7.0,27.0,,1.0,1.0,,,6.0,,,,,,,
254,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,Nicolas,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,354,0.0,2,5,17,CEA,Nicolas,0.0,False,5.32,3.12,95127,nicolas,,,3.0,3.0,1.0,1.0,,,,,,,2.0,,,,,,,
255,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2,Gabriel Taliari,Gabriel Pereira Taliari,286,0.44,5,13,17,JUV,G. Taliari,3.7,True,8.74,4.77,95131,gabriel-taliari,,,11.0,17.0,4.0,7.0,17.0,2.0,2.0,3.0,,2.0,,,,,,,,
256,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,Giraldo,Daniel Eduardo Giraldo Cárdenas,286,0.0,4,7,17,JUV,Giraldo,0.0,False,2.09,0.54,95354,giraldo,2.0,,4.0,11.0,,2.0,3.0,,,,,,,,,,,,,
257,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7,Rivera,Christian Hernando Rivera Cuéllar,292,0.4,4,13,17,SPT,Rivera,4.0,True,5.15,2.98,95357,rivera,4.0,,30.0,32.0,,,15.0,,,1.0,,,,,,,,,,
258,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2,Igor Vinícius,Igor Vinícius de Souza,277,-0.69,2,6,17,SAN,I. Vinícius,-0.6,True,6.24,2.72,95466,igor-vinicius,2.0,,7.0,5.0,1.0,2.0,3.0,,,,,,1.0,,,,,,,
