,atletas.variacao_num,atletas.preco_num,atletas.nome,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.media_num,atletas.atleta_id,atletas.jogos_num,atletas.rodada_id,atletas.foto,atletas.slug,atletas.clube_id,atletas.posicao_id,atletas.pontos_num,atletas.apelido,atletas.status_id,A,CA,DS,FC,FD,FF,FS,G,I,SG,CV,FT,PC,PS,DE,DP,GS,V,PP,GC
153,0.0,7.27,Everton Sousa Soares,False,FLA,Everton,2.41,86757,14,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,everton,262,5,0.0,Everton,7,1.0,,7.0,7.0,4.0,9.0,1.0,1.0,1.0,,,,,,,,,,,
154,0.0,3.71,Matheus Rossetto,False,FOR,M. Rossetto,1.27,86766,6,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,matheus-rossetto,356,4,0.0,Matheus Rossetto,6,,,5.0,3.0,,,2.0,,,,,,,,,,,,,
155,0.0,4.35,Danilo Barbosa da Silva,False,BOT,D. Barbosa,-0.65,86777,2,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,danilo-barbosa,263,4,0.0,Danilo Barbosa,6,,1.0,,1.0,,,,,,,,,,,,,,,,
156,-0.03,4.33,Reginaldo Lopes de Jesus,True,JUV,Reginaldo,2.94,86820,7,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,reginaldo,286,2,2.0,Reginaldo,7,1.0,1.0,3.0,1.0,,,5.0,,1.0,2.0,,,,,,,,,,
157,0.0,4.71,José Welison da Silva,False,FOR,J. Welison,2.19,86859,8,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,jose-welison,356,4,0.0,José Welison,6,,2.0,12.0,6.0,,1.0,5.0,,,,,,,,,,,,,
158,0.0,4.0,Luiz Otávio da Silva Santos,False,MIR,L. Otávio,0.0,86863,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,luiz-otavio,2305,3,0.0,Luiz Otávio,6,,,,,,,,,,,,,,,,,,,,
159,0.0,7.27,Leonardo César Jardim,False,VAS,L. Jardim,2.86,87008,13,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,leo-jardim,267,1,0.0,Léo Jardim,7,,,,,,,3.0,,,2.0,,,,,33.0,,17.0,,,
160,0.0,4.64,Nathan Allan de Souza,False,GRE,Nathan,2.45,87009,2,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,nathan,284,4,0.0,Nathan,6,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
161,-0.07,8.11,Pedro Henrique Ribeiro Gonçalves,True,RBB,P. Henrique,4.56,87225,15,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,pedro-henrique,280,3,1.5,Pedro Henrique,6,1.0,2.0,19.0,9.0,2.0,4.0,12.0,,,5.0,,1.0,,,,,,,,
162,0.0,9.44,Guilherme Antonio Arana Lopes,False,CAM,G. Arana,4.27,87228,6,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,guilherme-arana,282,2,0.0,Guilherme Arana,7,,2.0,7.0,5.0,1.0,3.0,4.0,,,2.0,,1.0,,,,,,,,
163,-0.23,7.79,Yeferson Julio Soteldo Martínez,True,FLU,Soteldo,1.39,87258,8,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,soteldo,266,5,0.7,Soteldo,2,,1.0,3.0,3.0,1.0,3.0,10.0,,1.0,,,,,,,,,,,
164,0.0,5.31,Walter Kannemann,False,GRE,Kannemann,2.87,87342,6,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,kannemann,284,3,0.0,Kannemann,7,,2.0,4.0,7.0,,1.0,1.0,,,2.0,,1.0,,1.0,,,,,,
165,0.0,5.1,Thaciano Mickael da Silva,False,SAN,Thaciano,2.16,87470,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,thaciano,277,4,0.0,Thaciano,6,,,7.0,2.0,1.0,3.0,6.0,1.0,7.0,,,,,,,,,,,
166,-0.28,3.6,Antônio Francisco Moura Neto,True,MIR,N. Moura,1.99,87742,12,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,neto-moura,2305,4,0.0,Neto Moura,7,,4.0,20.0,13.0,,1.0,4.0,,,,,,1.0,,,,,,,
167,0.0,4.39,Yago Felipe da Costa Rocha,False,MIR,Y. Felipe,2.03,87747,9,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,yago-felipe,2305,4,0.0,Yago Felipe,7,,1.0,8.0,6.0,,2.0,15.0,,,,,,,,,,,,,
168,0.0,3.0,Philipe Sampaio Azevedo,False,BOT,P. Sampaio,0.0,87808,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,philipe-sampaio,263,3,0.0,Philipe Sampaio,6,,,,,,,,,,,,,,,,,,,,
169,0.0,6.92,Paolo Mauricio Lemos Merladett,False,VAS,M. Lemos,4.0,87853,2,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,mauricio-lemos,267,3,0.0,Mauricio Lemos,6,,,2.0,,,,,,,1.0,,,,,,,,,,
170,1.46,19.65,Giorgian Daniel de Arrascaeta Benedetti,True,FLA,Arrascaeta,9.83,87863,13,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,arrascaeta,262,4,11.3,Arrascaeta,7,5.0,1.0,9.0,6.0,2.0,5.0,18.0,9.0,2.0,,,1.0,,2.0,,,,,,
171,0.0,9.71,Gustavo Henrique Furtado Scarpa,False,CAM,G. Scarpa,3.17,87999,14,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,gustavo-scarpa,282,4,0.0,Gustavo Scarpa,7,1.0,2.0,8.0,12.0,5.0,12.0,19.0,1.0,2.0,,,,,,,,,,,
172,0.52,7.69,Ramon Menezes Roma,True,SPT,R. Menezes,4.55,88087,2,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,ramon-menezes,292,3,4.7,Ramon Menezes,7,,,4.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,
173,0.0,4.0,Ivan Quaresma da Silva,False,INT,Ivan,0.0,88136,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,ivan,285,1,0.0,Ivan,6,,,,,,,,,,,,,,,,,,,,
174,0.0,5.9,Júnior Osmar Ignacio Alonso Mujica,False,CAM,J. Alonso,3.91,88312,14,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,junior-alonso,282,3,0.0,Junior Alonso,7,1.0,2.0,10.0,11.0,1.0,5.0,6.0,,,7.0,,,,,,,,,,1.0
175,-0.67,5.97,Ángel Rodrigo Romero Villamayor,True,COR,A. Romero,2.73,88323,15,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,angel-romero,264,5,0.0,Ángel Romero,7,1.0,3.0,12.0,9.0,4.0,8.0,20.0,,6.0,,,1.0,,,,,,,,
176,0.0,10.72,Ayrton Lucas Dantas de Medeiros,False,FLA,A. Lucas,7.42,88393,6,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,ayrton-lucas,262,2,0.0,Ayrton Lucas,5,,1.0,7.0,5.0,1.0,1.0,3.0,1.0,,5.0,,,,,,,,,,
177,0.0,6.64,Aderlan de Lima Silva,False,SAN,Aderlan,4.7,88423,2,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,aderlan,277,2,0.0,Aderlan,6,,,2.0,1.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,
178,0.0,2.6,Walace Souza Silva,False,CRU,Walace,0.03,88479,7,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,walace,283,4,0.0,Walace,6,,1.0,2.0,6.0,,,,,,,,,,,,,,,,
179,-0.75,10.91,José Leonardo Nunes Alves Sousa Jardim,True,CRU,L. Jardim,7.2,88963,16,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,leonardo-jardim,283,6,4.72,Leonardo Jardim,7,,,,,,,,,,,,,,,,,,10.0,,
180,0.0,4.39,Héctor José Hernández Marrero,False,COR,H. Hernández,2.18,89048,9,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,hector-hernandez,264,5,0.0,Héctor Hernández,6,,,5.0,4.0,2.0,2.0,3.0,1.0,2.0,,,,,,,,,,,
181,0.0,5.81,João Pedro Maturano dos Santos,False,GRE,J. Pedro,2.43,89273,6,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,joao-pedro,284,2,0.0,João Pedro,5,,,7.0,5.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,
182,0.27,16.67,Willian de Asevedo Furtado,True,CRU,William,8.81,89275,12,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,william,283,2,10.7,William,7,2.0,1.0,33.0,16.0,2.0,6.0,10.0,,2.0,8.0,,,,,,,,,,
183,0.0,4.0,Matheus de Sales Cabral,False,MIR,M. Sales,0.0,89285,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,matheus-sales,2305,4,0.0,Matheus Sales,6,,,,,,,,,,,,,,,,,,,,
184,0.0,12.92,Martin Christensen Braithwaite,False,GRE,Braithwaite,5.69,89368,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,braithwaite,284,5,0.0,Braithwaite,7,1.0,2.0,8.0,12.0,6.0,6.0,13.0,4.0,2.0,,,,,1.0,,,,,,
185,0.0,5.92,Igor Rabello da Costa,False,CAM,I. Rabello,3.53,89493,3,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,igor-rabello,282,3,0.0,Igor Rabello,7,,,1.0,3.0,,,,,,2.0,,,,,,,,,,
186,0.38,5.54,Thiago Maia Alencar,True,INT,T. Maia,3.26,89637,12,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,thiago-maia,285,4,2.9,Thiago Maia,7,1.0,1.0,17.0,10.0,,2.0,6.0,1.0,,,,,,,,,,,,
187,0.0,5.78,Jonathan Calleri,False,SAO,Calleri,-0.77,89840,3,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,calleri,276,5,0.0,Calleri,5,,,1.0,2.0,1.0,2.0,2.0,,,,1.0,,,,,,,,1.0,
188,0.0,6.62,Franco Cristaldo,False,GRE,Cristaldo,2.43,89846,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,cristaldo,284,4,0.0,Cristaldo,6,1.0,1.0,6.0,4.0,3.0,3.0,18.0,,1.0,,,,,,,,,,,
189,0.0,4.76,Douglas Moreira Fagundes,False,GRE,Dodi,2.72,89883,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,dodi,284,4,0.0,Dodi,7,,3.0,16.0,10.0,,3.0,19.0,,,,,,,,,,,,,
190,0.0,7.99,Bruno de Jesus Pacheco,False,FOR,B. Pacheco,3.1,90061,2,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,bruno-pacheco,356,2,0.0,Bruno Pacheco,5,,1.0,4.0,1.0,,,3.0,,,,,,,,,,,,,
191,-0.35,5.7,Bruno Henrique Pinto,True,FLA,B. Henrique,2.15,90285,14,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,bruno-henrique,262,5,0.4,Bruno Henrique,6,,3.0,7.0,19.0,7.0,8.0,13.0,1.0,9.0,,,,,,,,,,,
192,0.0,4.55,Olávio Vieira dos Santos Júnior,True,FLA,Juninho,1.7,90307,9,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,juninho,262,5,1.5,Juninho,6,,,4.0,5.0,2.0,2.0,2.0,,2.0,,,2.0,,,,,,,,
193,0.0,6.17,David Correa da Fonseca,False,VAS,David,2.3,90309,2,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,david,267,5,0.0,David,7,,,2.0,2.0,1.0,,2.0,,,,,,,,,,,,,
194,0.0,4.71,Matheus Pereira da Silva,False,FOR,M. Pereira,-0.2,90370,2,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,matheus-pereira,356,4,0.0,Matheus Pereira,7,,1.0,1.0,3.0,,,,,,,,,,,,,,,,
195,0.0,4.16,Júlio César de Rezende Miranda,False,BAH,Rezende,3.9,90449,1,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,rezende,265,4,0.0,Rezende,6,,,2.0,2.0,,,3.0,,,,,,,,,,,,,
196,-0.11,4.72,Caique de Jesus Gonçalves,True,JUV,Caíque,2.88,90588,8,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,caique,286,4,2.7,Caíque,3,,3.0,15.0,16.0,,1.0,15.0,,,,,,,,,,,,,
197,0.83,9.47,Francisco da Costa Aragão,True,MIR,C. Costa,8.5,90608,3,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,chico-da-costa,2305,5,8.0,Chico da Costa,7,,,,2.0,,1.0,3.0,3.0,2.0,,,,,,,,,,,
198,0.46,10.53,Matheus Martins Fogaça de Paulo,True,VIT,Matheuzinho,4.68,90703,13,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,matheuzinho,287,4,5.4,Matheuzinho,6,,3.0,17.0,10.0,8.0,2.0,35.0,2.0,2.0,,1.0,,,,,,,,,
199,0.11,8.81,Fabrício Bruno Soares de Faria,True,CRU,F. Bruno,4.72,90768,15,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,fabricio-bruno,283,3,6.0,Fabrício Bruno,7,,3.0,16.0,10.0,1.0,,7.0,1.0,,8.0,,,,,,,,,,
200,0.0,4.54,Carlos Eduardo Ferreira de Souza,False,MIR,C. Eduardo,2.23,90917,3,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,carlos-eduardo,2305,5,0.0,Carlos Eduardo,6,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,
201,-0.72,3.61,José Marcos Alves Luis,True,VIT,Z. Marcos,2.38,90943,13,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,ze-marcos,287,3,0.7,Zé Marcos,7,,2.0,8.0,10.0,,,8.0,,1.0,4.0,,,,,,,,,,
202,0.0,5.47,Ronaldo de Oliveira Strada,False,BAH,Ronaldo,3.68,91101,4,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,ronaldo,265,1,0.0,Ronaldo,6,,,,,,,2.0,,,,,,1.0,,9.0,1.0,4.0,,,
203,-0.12,5.6,Fernando José Marques Maciel,True,CEA,Fernandinho,3.1,91130,5,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,fernandinho,354,5,3.4,Fernandinho,6,,1.0,8.0,3.0,1.0,3.0,4.0,,2.0,,,,,,,,,,,
204,0.0,11.69,Kaio Fernando da Silva Pantaleão,False,BOT,Kaio,9.47,91158,3,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,kaio,263,3,0.0,Kaio,7,,,4.0,3.0,2.0,3.0,7.0,,,3.0,,,,,,,,,,
205,0.0,2.9,Éder Ferreira Graminho,False,CEA,Éder,0.8,91203,1,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,eder,354,3,0.0,Éder,6,,,,,,1.0,,,,,,,,,,,,,,
206,0.0,6.0,Felipe Ignacio Carballo Ares,False,GRE,Carballo,0.0,91254,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,carballo,284,4,0.0,Carballo,6,,,,,,,,,,,,,,,,,,,,
207,0.0,6.34,Erick Antonio Pulgar Farfán,False,FLA,E. Pulgar,2.89,91473,9,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,erick-pulgar,262,4,0.0,Erick Pulgar,5,,2.0,12.0,13.0,2.0,,7.0,1.0,,,,,,,,,,,,
208,0.0,4.25,Rodrigo Eduardo da Silva,False,JUV,R. Sam,2.04,91509,5,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,rodrigo-sam,286,3,0.0,Rodrigo Sam,6,,2.0,8.0,8.0,,1.0,4.0,,2.0,,,,,,,,,,,
209,-0.83,8.7,Robert Abel Arboleda Escobar,True,SAO,Arboleda,4.85,91573,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,arboleda,276,3,5.0,Arboleda,7,,2.0,16.0,9.0,,4.0,6.0,1.0,2.0,4.0,,,,,,,,,,
210,0.0,11.18,Ronielson da Silva Barbosa,False,CAM,Rony,5.47,91607,13,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,rony,282,5,0.0,Rony,7,,3.0,14.0,26.0,13.0,7.0,26.0,3.0,12.0,,,1.0,,1.0,,,,,,
211,0.0,3.0,Carlos Eduardo de Souza Vieira,False,JUV,D. Vieira,0.0,91627,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,dudu-vieira,286,4,0.0,Dudu Vieira,6,,,,,,,,,,,,,,,,,,,,
212,-0.04,8.0,Igor Aquino da Silva,True,SPT,I. Cariús,4.76,91639,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,igor-carius,292,2,4.1,Igor Cariús,7,,1.0,23.0,11.0,5.0,4.0,15.0,,5.0,2.0,,,1.0,,,,,,,1.0
213,0.0,7.1,Marlon Rodrigues Xavier,False,GRE,Marlon,4.11,91706,10,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,marlon,284,2,0.0,Marlon,7,,2.0,19.0,12.0,1.0,,4.0,,,3.0,,,,,,,,,,
214,0.0,4.62,David de Duarte Macedo,False,BAH,D. Duarte,2.51,91772,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,david-duarte,265,3,0.0,David Duarte,7,,1.0,3.0,8.0,1.0,3.0,6.0,,1.0,4.0,,,,,,,,,,
215,0.82,6.53,Caíque França Godoy,True,SPT,C. França,3.52,91808,12,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,caique-franca,292,1,7.1,Caíque França,2,,2.0,2.0,,,,1.0,,,2.0,,,,,39.0,,20.0,,,
216,0.0,6.89,José Ivaldo Almeida Silva,False,SAN,Z. Ivaldo,4.15,91866,12,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,ze-ivaldo,277,3,0.0,Zé Ivaldo,7,,4.0,19.0,13.0,,10.0,9.0,1.0,3.0,2.0,,,1.0,,,,,,,
217,0.0,5.42,Cristian David Pavón,False,GRE,Pavón,2.33,91908,8,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,pavon,284,5,0.0,Pavón,6,1.0,3.0,5.0,5.0,4.0,3.0,7.0,,,,,,,,,,,,,
218,0.0,3.2,Giovanny Bariani Marques,False,JUV,Giovanny,1.72,92085,10,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,giovanny,286,5,0.0,Giovanny,6,1.0,,3.0,4.0,,5.0,10.0,,1.0,,,,,,,,,,,
219,0.0,8.52,Lyanco Evangelista Silveira Neves Vojnovic,False,CAM,Lyanco,5.61,92087,10,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,lyanco,282,3,0.0,Lyanco,3,,3.0,21.0,19.0,3.0,3.0,17.0,,2.0,5.0,2.0,,,,,,,,,
220,0.0,13.76,Arthur Mendonça Cabral,False,BOT,A. Cabral,6.53,92171,3,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,arthur-cabral,263,5,0.0,Arthur Cabral,7,,,,1.0,3.0,3.0,6.0,1.0,1.0,,,1.0,,,,,,,,
221,0.0,4.2,José Carlos Ferreira Júnior,False,INT,Juninho,2.12,92182,5,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,juninho,285,3,0.0,Juninho,6,,1.0,4.0,1.0,1.0,4.0,3.0,,,,,,,,,,,,,
222,0.0,4.75,Rodrigo Ely,False,GRE,R. Ely,0.6,92237,2,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,rodrigo-ely,284,3,0.0,Rodrigo Ely,5,,,1.0,1.0,,,,,,,,,,,,,,,,
223,1.26,6.95,André Ramalho Silva,True,COR,A. Ramalho,3.64,92440,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,andre-ramalho,264,3,8.8,André Ramalho,7,,3.0,12.0,13.0,,3.0,3.0,,,5.0,,,,,,,,,,
224,-0.64,9.7,Renato Kayzer de Souza,True,VIT,R. Kayzer,5.6,92696,9,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,renato-kayzer,287,5,3.2,Renato Kayzer,7,,,4.0,13.0,4.0,5.0,16.0,4.0,5.0,,,,,,,,,,,
225,0.68,8.0,Daniel Pollo Barioni,True,SPT,D. Paulista,4.64,92702,3,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,daniel-paulista,292,6,6.45,Daniel Paulista,7,,,,,,,,,,,,,,,,,,,,
226,0.0,5.74,Deyverson Brum Silva Acosta,False,FOR,Deyverson,3.04,92708,10,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,deyverson,356,5,0.0,Deyverson,6,,1.0,3.0,9.0,3.0,9.0,10.0,1.0,2.0,,,2.0,,,,,,,,
227,0.0,6.0,Bruno Rafael Rodrigues do Nascimento,False,PAL,B. Rodrigues,0.0,92811,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,bruno-rodrigues,275,5,0.0,Bruno Rodrigues,6,,,,,,,,,,,,,,,,,,,,
228,0.78,12.18,Rafael Santos Borré Maury,True,INT,Borré,4.25,92854,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,borre,285,5,11.4,Borré,7,1.0,,5.0,7.0,3.0,6.0,3.0,3.0,4.0,,,1.0,,,,,,,,
229,0.0,4.2,Ronaldo da Silva Souza Guerrero,False,INT,Ronaldo,1.95,92981,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,ronaldo,285,4,0.0,Ronaldo,6,,3.0,19.0,20.0,2.0,2.0,2.0,,2.0,,1.0,,,,,,,,,
230,0.85,5.72,Rafael António Figueiredo Ramos,True,CEA,R. Ramos,3.78,93236,9,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,rafael-ramos,354,2,7.7,Rafael Ramos,2,,1.0,13.0,12.0,1.0,3.0,1.0,,,3.0,,,,,,,,,,
