,atletas.atleta_id,atletas.pontos_num,atletas.media_num,atletas.nome,atletas.jogos_num,atletas.status_id,atletas.rodada_id,atletas.apelido,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.preco_num,atletas.posicao_id,atletas.foto,atletas.apelido_abreviado,atletas.clube_id,atletas.variacao_num,atletas.slug,CA,DS,FC,FD,FF,FS,G,I,SG,DE,GS,PC,DP,FT,A,CV,PS,V,PP,GC
157,87009,0.0,2.45,Nathan Allan de Souza,2,6,13,Nathan,False,GRE,4.64,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Nathan,284,0.0,nathan,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
158,87225,8.8,5.36,Pedro Henrique Ribeiro Gonçalves,12,7,13,Pedro Henrique,True,RBB,9.35,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,P. Henrique,280,1.12,pedro-henrique,2.0,18.0,6.0,1.0,3.0,9.0,,,5.0,,,,,1.0,1.0,,,,,
159,87228,5.0,5.02,Guilherme Antonio Arana Lopes,5,6,13,Guilherme Arana,True,CAM,10.43,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,G. Arana,282,-0.64,guilherme-arana,2.0,7.0,5.0,1.0,3.0,3.0,,,2.0,,,,,1.0,,,,,,
160,87258,0.0,1.72,Yeferson Julio Soteldo Martínez,5,2,13,Soteldo,False,FLU,8.83,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Soteldo,266,0.0,soteldo,1.0,3.0,2.0,1.0,2.0,6.0,,1.0,,,,,,,,,,,,
161,87342,0.4,3.56,Walter Kannemann,5,6,13,Kannemann,True,GRE,5.79,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Kannemann,284,-0.44,kannemann,2.0,4.0,5.0,,1.0,1.0,,,2.0,,,,,1.0,,,1.0,,,
162,87470,0.0,2.37,Thaciano Mickael da Silva,10,6,13,Thaciano,False,SAN,5.32,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Thaciano,277,0.0,thaciano,,7.0,1.0,1.0,3.0,5.0,1.0,6.0,,,,,,,,,,,,
163,87742,0.0,2.3,Antônio Francisco Moura Neto,9,7,13,Neto Moura,False,MIR,4.18,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,N. Moura,2305,0.0,neto-moura,3.0,17.0,12.0,,1.0,4.0,,,,,,1.0,,,,,,,,
164,87747,0.0,2.17,Yago Felipe da Costa Rocha,8,2,13,Yago Felipe,False,MIR,5.17,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Y. Felipe,2305,0.0,yago-felipe,,7.0,4.0,,2.0,13.0,,,,,,,,,,,,,,
165,87808,0.0,0.0,Philipe Sampaio Azevedo,0,6,13,Philipe Sampaio,False,BOT,3.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,P. Sampaio,263,0.0,philipe-sampaio,,,,,,,,,,,,,,,,,,,,
166,87853,0.0,4.0,Paolo Mauricio Lemos Merladett,2,6,13,Mauricio Lemos,False,VAS,6.92,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,M. Lemos,267,0.0,mauricio-lemos,,2.0,,,,,,,1.0,,,,,,,,,,,
167,87863,2.6,11.69,Giorgian Daniel de Arrascaeta Benedetti,10,7,13,Arrascaeta,True,FLA,19.51,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Arrascaeta,262,-1.66,arrascaeta,,6.0,5.0,2.0,4.0,14.0,9.0,2.0,,,,,,1.0,4.0,,2.0,,,
168,87999,-1.1,3.41,Gustavo Henrique Furtado Scarpa,13,6,13,Gustavo Scarpa,True,CAM,9.78,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,G. Scarpa,282,-0.81,gustavo-scarpa,2.0,8.0,12.0,5.0,12.0,19.0,1.0,2.0,,,,,,,1.0,,,,,
169,88087,0.0,0.0,Ramon Menezes Roma,0,6,13,Ramon Menezes,False,CEA,6.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,R. Menezes,354,0.0,ramon-menezes,,,,,,,,,,,,,,,,,,,,
170,88136,0.0,0.0,Ivan Quaresma da Silva,0,6,13,Ivan,False,INT,4.0,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Ivan,285,0.0,ivan,,,,,,,,,,,,,,,,,,,,
171,88312,1.5,4.23,Júnior Osmar Ignacio Alonso Mujica,13,6,13,Junior Alonso,True,CAM,6.24,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,J. Alonso,282,-0.84,junior-alonso,2.0,9.0,11.0,1.0,4.0,5.0,,,7.0,,,,,,1.0,,,,,
172,88323,4.9,2.8,Ángel Rodrigo Romero Villamayor,13,3,13,Ángel Romero,True,COR,6.61,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,A. Romero,264,0.51,angel-romero,3.0,11.0,9.0,3.0,7.0,18.0,,6.0,,,,,,1.0,1.0,,,,,
173,88393,5.0,7.42,Ayrton Lucas Dantas de Medeiros,6,6,13,Ayrton Lucas,True,FLA,10.72,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,A. Lucas,262,-1.07,ayrton-lucas,1.0,7.0,5.0,1.0,1.0,3.0,1.0,,5.0,,,,,,,,,,,
174,88423,0.0,4.7,Aderlan de Lima Silva,2,6,13,Aderlan,False,SAN,6.64,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Aderlan,277,0.0,aderlan,,2.0,1.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,
175,88479,-0.6,0.03,Walace Souza Silva,6,6,13,Walace,True,CRU,2.66,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Walace,283,-0.43,walace,1.0,2.0,6.0,,,,,,,,,,,,,,,,,
176,88963,8.37,6.96,José Leonardo Nunes Alves Sousa Jardim,13,7,13,Leonardo Jardim,True,CRU,10.95,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,L. Jardim,283,0.43,leonardo-jardim,,,,,,,,,,,,,,,,,,8.0,,
177,89048,0.0,2.18,Héctor José Hernández Marrero,9,7,13,Héctor Hernández,False,COR,4.39,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,H. Hernández,264,0.0,hector-hernandez,,5.0,4.0,2.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,
178,89273,0.0,2.43,João Pedro Maturano dos Santos,6,5,13,João Pedro,False,GRE,5.81,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,J. Pedro,284,0.0,joao-pedro,,7.0,5.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,
179,89275,0.0,8.81,Willian de Asevedo Furtado,9,7,13,William,True,CRU,15.22,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,William,283,-1.87,william,1.0,27.0,11.0,2.0,3.0,7.0,,2.0,5.0,,,,,,2.0,,,,,
180,89285,0.0,0.0,Matheus de Sales Cabral,0,6,13,Matheus Sales,False,MIR,4.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,M. Sales,2305,0.0,matheus-sales,,,,,,,,,,,,,,,,,,,,
181,89368,0.0,6.12,Martin Christensen Braithwaite,10,6,13,Braithwaite,False,GRE,14.39,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Braithwaite,284,0.0,braithwaite,2.0,8.0,11.0,5.0,6.0,12.0,4.0,2.0,,,,,,,1.0,,1.0,,,
182,89493,0.0,3.53,Igor Rabello da Costa,3,6,13,Igor Rabello,False,CAM,5.92,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,I. Rabello,282,0.0,igor-rabello,,1.0,3.0,,,,,,2.0,,,,,,,,,,,
183,89637,-1.4,3.62,Thiago Maia Alencar,10,6,13,Thiago Maia,True,INT,5.13,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,T. Maia,285,-2.05,thiago-maia,1.0,15.0,8.0,,2.0,5.0,1.0,,,,,,,,1.0,,,,,
184,89840,0.0,-0.77,Jonathan Calleri,3,5,13,Calleri,False,SAO,5.78,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Calleri,276,0.0,calleri,,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,1.0,,,1.0,
185,89846,-0.3,2.47,Franco Cristaldo,10,6,13,Cristaldo,True,GRE,6.4,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Cristaldo,284,-0.47,cristaldo,1.0,5.0,4.0,3.0,3.0,17.0,,1.0,,,,,,,1.0,,,,,
186,89883,0.0,2.79,Douglas Moreira Fagundes,10,6,13,Dodi,False,GRE,4.56,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Dodi,284,0.0,dodi,3.0,15.0,10.0,,3.0,18.0,,,,,,,,,,,,,,
187,90061,0.0,3.1,Bruno de Jesus Pacheco,2,5,13,Bruno Pacheco,False,FOR,7.99,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,B. Pacheco,356,0.0,bruno-pacheco,1.0,4.0,1.0,,,3.0,,,,,,,,,,,,,,
188,90285,1.8,2.29,Bruno Henrique Pinto,12,7,13,Bruno Henrique,True,FLA,6.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,B. Henrique,262,-0.12,bruno-henrique,2.0,5.0,11.0,6.0,6.0,12.0,1.0,6.0,,,,,,,,,,,,
189,90307,0.0,2.12,Olávio Vieira dos Santos Júnior,6,6,13,Juninho,False,FLA,4.71,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Juninho,262,0.0,juninho,,2.0,4.0,2.0,2.0,2.0,,1.0,,,,,,2.0,,,,,,
190,90309,0.0,0.0,David Correa da Fonseca,1,6,13,David,True,VAS,5.43,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,David,267,-0.57,david,,,,,,,,,,,,,,,,,,,,
191,90370,0.0,0.0,Matheus Pereira da Silva,1,6,13,Matheus Pereira,True,FOR,5.43,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,M. Pereira,356,-0.57,matheus-pereira,,,,,,,,,,,,,,,,,,,,
192,90449,0.0,3.9,Júlio César de Rezende Miranda,1,6,13,Rezende,False,BAH,4.16,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Rezende,265,0.0,rezende,,2.0,2.0,,,3.0,,,,,,,,,,,,,,
193,90588,1.5,2.73,Caique de Jesus Gonçalves,6,6,13,Caíque,True,JUV,4.4,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Caíque,286,-0.64,caique,1.0,11.0,8.0,,1.0,5.0,,,,,,,,,,,,,,
194,90608,0.0,0.0,Francisco da Costa Aragão,0,6,13,Francisco da Costa,False,MIR,4.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,F. Costa,2305,0.0,francisco-da-costa,,,,,,,,,,,,,,,,,,,,
195,90703,7.5,5.03,Matheus Martins Fogaça de Paulo,10,7,13,Matheuzinho,True,VIT,11.02,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Matheuzinho,287,0.61,matheuzinho,3.0,14.0,10.0,6.0,1.0,29.0,2.0,1.0,,,,,,,,1.0,,,,
196,90768,2.0,3.82,Fabrício Bruno Soares de Faria,12,7,13,Fabrício Bruno,True,CRU,7.71,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,F. Bruno,283,-0.85,fabricio-bruno,3.0,15.0,8.0,1.0,,5.0,,,5.0,,,,,,,,,,,
197,90917,0.0,1.0,Carlos Eduardo Ferreira de Souza,2,6,13,Carlos Eduardo,False,MIR,3.75,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,C. Eduardo,2305,0.0,carlos-eduardo,,1.0,,,,1.0,,,,,,,,,,,,,,
198,90943,2.5,1.81,José Marcos Alves Luis,10,7,13,Zé Marcos,True,VIT,3.41,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Z. Marcos,287,-0.26,ze-marcos,1.0,5.0,6.0,,,7.0,,1.0,2.0,,,,,,,,,,,
199,91101,0.0,3.68,Ronaldo de Oliveira Strada,4,6,13,Ronaldo,False,BAH,5.47,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Ronaldo,265,0.0,ronaldo,,,,,,2.0,,,,9.0,4.0,1.0,1.0,,,,,,,
200,91130,-0.3,2.77,Fernando José Marques Maciel,3,7,13,Fernandinho,True,CEA,5.21,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Fernandinho,354,-0.67,fernandinho,1.0,4.0,3.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,,
201,91158,9.0,9.0,Kaio Fernando da Silva Pantaleão,1,7,13,Kaio,True,BOT,8.92,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Kaio,263,2.92,kaio,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
202,91203,0.0,0.8,Éder Ferreira Graminho,1,6,13,Éder,False,CEA,2.9,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Éder,354,0.0,eder,,,,,1.0,,,,,,,,,,,,,,,
203,91254,0.0,0.0,Felipe Ignacio Carballo Ares,0,6,13,Carballo,False,GRE,6.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Carballo,284,0.0,carballo,,,,,,,,,,,,,,,,,,,,
204,91473,0.0,2.89,Erick Antonio Pulgar Farfán,9,5,13,Erick Pulgar,False,FLA,6.34,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,E. Pulgar,262,0.0,erick-pulgar,2.0,12.0,13.0,2.0,,7.0,1.0,,,,,,,,,,,,,
205,91509,0.0,2.04,Rodrigo Eduardo da Silva,5,6,13,Rodrigo Sam,False,JUV,4.25,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,R. Sam,286,0.0,rodrigo-sam,2.0,8.0,8.0,,1.0,4.0,,2.0,,,,,,,,,,,,
206,91573,2.9,3.75,Robert Abel Arboleda Escobar,8,7,13,Arboleda,True,SAO,7.75,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Arboleda,276,0.48,arboleda,2.0,8.0,9.0,,3.0,5.0,1.0,2.0,2.0,,,,,,,,,,,
207,91607,0.0,5.6,Ronielson da Silva Barbosa,12,6,13,Rony,False,CAM,11.8,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Rony,282,0.0,rony,3.0,14.0,23.0,13.0,6.0,18.0,3.0,12.0,,,,,,1.0,,,1.0,,,
208,91627,0.0,0.0,Carlos Eduardo de Souza Vieira,0,6,13,Dudu Vieira,False,JUV,3.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,D. Vieira,286,0.0,dudu-vieira,,,,,,,,,,,,,,,,,,,,
209,91639,3.0,4.86,Igor Aquino da Silva,9,6,13,Igor Cariús,True,SPT,7.78,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,I. Cariús,292,0.17,igor-carius,1.0,20.0,8.0,3.0,1.0,14.0,,3.0,2.0,,,1.0,,,,,,,,1.0
210,91706,0.0,4.0,Marlon Rodrigues Xavier,9,6,13,Marlon,False,GRE,6.95,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Marlon,284,0.0,marlon,2.0,15.0,9.0,1.0,,4.0,,,3.0,,,,,,,,,,,
211,91772,-0.3,2.64,David de Duarte Macedo,10,6,13,David Duarte,True,BAH,4.49,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,D. Duarte,265,-0.77,david-duarte,1.0,3.0,8.0,,3.0,6.0,,1.0,4.0,,,,,,,,,,,
212,91808,0.0,3.19,Caíque França Godoy,11,6,13,Caíque França,False,SPT,5.71,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,C. França,292,0.0,caique-franca,2.0,2.0,,,,1.0,,,2.0,32.0,18.0,,,,,,,,,
213,91866,0.0,4.18,José Ivaldo Almeida Silva,11,6,13,Zé Ivaldo,False,SAN,6.38,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Z. Ivaldo,277,0.0,ze-ivaldo,4.0,18.0,13.0,,9.0,6.0,1.0,3.0,2.0,,,1.0,,,,,,,,
214,91908,0.0,1.81,Cristian David Pavón,7,6,13,Pavón,False,GRE,4.92,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Pavón,284,0.0,pavon,3.0,5.0,5.0,4.0,3.0,5.0,,,,,,,,,,,,,,
215,92085,0.0,1.72,Giovanny Bariani Marques,10,6,13,Giovanny,True,JUV,3.2,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Giovanny,286,-0.18,giovanny,,3.0,4.0,,5.0,10.0,,1.0,,,,,,,1.0,,,,,
216,92087,3.7,6.02,Lyanco Evangelista Silveira Neves Vojnovic,9,6,13,Lyanco,True,CAM,8.87,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Lyanco,282,-0.12,lyanco,2.0,20.0,17.0,3.0,3.0,13.0,,2.0,5.0,,,,,,,2.0,,,,
217,92171,10.7,10.7,Arthur Mendonça Cabral,1,7,13,Arthur Cabral,True,BOT,15.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,A. Cabral,263,3.0,arthur-cabral,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
218,92182,0.0,2.12,José Carlos Ferreira Júnior,5,6,13,Juninho,False,INT,4.2,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Juninho,285,0.0,juninho,1.0,4.0,1.0,1.0,4.0,3.0,,,,,,,,,,,,,,
219,92237,0.0,0.6,Rodrigo Ely,2,5,13,Rodrigo Ely,False,GRE,4.75,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,R. Ely,284,0.0,rodrigo-ely,,1.0,1.0,,,,,,,,,,,,,,,,,
220,92440,0.0,2.77,André Ramalho Silva,8,7,13,André Ramalho,False,COR,5.07,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,A. Ramalho,264,0.0,andre-ramalho,3.0,8.0,12.0,,1.0,2.0,,,3.0,,,,,,,,,,,
221,92696,1.2,6.43,Renato Kayzer de Souza,6,7,13,Renato Kayzer,True,VIT,9.74,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,R. Kayzer,287,-0.64,renato-kayzer,,4.0,8.0,3.0,4.0,9.0,3.0,3.0,,,,,,,,,,,,
222,92702,3.09,3.09,Daniel Pollo Barioni,1,6,13,Daniel Paulista,True,SPT,6.85,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,D. Paulista,292,0.6,daniel-paulista,,,,,,,,,,,,,,,,,,,,
223,92708,1.9,3.04,Deyverson Brum Silva Acosta,10,6,13,Deyverson,True,FOR,5.74,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Deyverson,356,-0.58,deyverson,1.0,3.0,9.0,3.0,9.0,10.0,1.0,2.0,,,,,,2.0,,,,,,
224,92811,0.0,0.0,Bruno Rafael Rodrigues do Nascimento,0,6,13,Bruno Rodrigues,False,PAL,6.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,B. Rodrigues,275,0.0,bruno-rodrigues,,,,,,,,,,,,,,,,,,,,
225,92854,3.0,3.06,Rafael Santos Borré Maury,9,6,13,Borré,True,INT,10.63,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Borré,285,-0.32,borre,,3.0,3.0,1.0,4.0,2.0,2.0,4.0,,,,,,1.0,,,,,,
226,92981,0.0,1.95,Ronaldo da Silva Souza Guerrero,11,6,13,Ronaldo,False,INT,4.2,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Ronaldo,285,0.0,ronaldo,3.0,19.0,20.0,2.0,2.0,2.0,,2.0,,,,,,,,1.0,,,,
227,93236,5.0,3.22,Rafael António Figueiredo Ramos,7,6,13,Rafael Ramos,True,CEA,4.89,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,R. Ramos,354,0.19,rafael-ramos,1.0,6.0,10.0,1.0,1.0,1.0,,,3.0,,,,,,,,,,,
228,93372,0.0,3.87,João Othávio Basso,3,7,13,João Basso,False,SAN,6.56,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,J. Basso,277,0.0,joao-basso,,4.0,3.0,,,3.0,,,1.0,,,,,,,,,,,
229,93478,4.0,2.32,Wanderson Maciel Sousa Campos,12,7,13,Wanderson,True,CRU,5.76,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Wanderson,283,0.27,wanderson,1.0,6.0,16.0,7.0,12.0,8.0,,3.0,,,,,,1.0,,,,,,
230,93637,5.0,3.67,Bruno Nunes de Barros,4,6,13,Bruno Tubarão,True,CEA,6.02,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,B. Tubarão,354,0.8,bruno-tubarao,,,1.0,,,,,,3.0,,,,,,,,,,,
231,93716,1.7,7.95,Paulo Henrique de Oliveira Alves,10,6,13,Paulo Henrique,True,VAS,12.24,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,P. Henrique,267,-1.88,paulo-henrique,3.0,35.0,19.0,2.0,3.0,6.0,,1.0,2.0,,,,,1.0,3.0,,,,,
232,93790,5.2,2.68,Marlon Rodrigues Freitas,11,7,13,Marlon Freitas,True,BOT,6.2,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,M. Freitas,263,0.39,marlon-freitas,2.0,9.0,9.0,2.0,1.0,5.0,,,,,,,,,3.0,,,,,
233,93834,0.0,0.0,Keiller da Silva Nunes,0,6,13,Keiller,False,CEA,3.0,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Keiller,354,0.0,keiller,,,,,,,,,,,,,,,,,,,,
234,93879,0.0,5.93,Marcos Venicius Santos Miranda - Vinícius,6,6,13,Marcão,False,JUV,7.5,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Marcão,286,0.0,marcao,,,,,,,,,1.0,32.0,10.0,1.0,,,,,,,,
