,atletas.clube.id.full.name,atletas.pontos_num,atletas.nome,atletas.status_id,atletas.jogos_num,atletas.atleta_id,atletas.apelido_abreviado,atletas.apelido,atletas.variacao_num,atletas.posicao_id,atletas.slug,atletas.minimo_para_valorizar,atletas.clube_id,atletas.rodada_id,atletas.foto,atletas.preco_num,atletas.media_num,atletas.entrou_em_campo,CA,FC,FF,G,I,DS,FS,FD,DE,GS,A,FT,CV,PS,DP,SG,V,PC,PP,GC
464,INT,2.5,Alexandro Ezequiel Bernabéi,7,8,110426,Bernabéi,Bernabéi,-0.43,2,bernabei,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,13.7,6.38,True,1.0,14.0,6.0,,,20.0,8.0,2.0,,,2.0,,,,,1.0,,,,
465,PAL,2.51,Abel Fernando Moreira Ferreira,7,10,110506,A. Ferreira,Abel Ferreira,-0.68,6,abel-ferreira,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,12.14,6.68,True,,,,,,,,,,,,,,,,,7.0,,,
466,INT,2.2,Braian Aguirre Nahuel,7,9,110510,Aguirre,Aguirre,-0.39,2,aguirre,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7.58,5.22,True,1.0,9.0,3.0,1.0,2.0,20.0,1.0,,,,,,,,,2.0,,,,
467,PAL,0.0,Mateus Oliveira Mendes,6,0,110624,Mateus,Mateus,0.0,1,mateus,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,
468,MIR,0.0,Luiz Filipe dos Reis Silva,6,1,110632,L. Filipe,Luiz Filipe,0.0,5,luiz-filipe,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.24,-0.6,False,,2.0,,,,,,,,,,,,,,,,,,
469,RBB,10.3,José Andrés Hurtado Cheme,7,9,110715,A. Hurtado,Andrés Hurtado,1.39,2,andres-hurtado,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,8.34,5.75,True,2.0,17.0,4.0,,,19.0,2.0,1.0,,,,,,,,5.0,,,,
470,CAM,3.9,Rubens Antônio Dias,7,10,110727,Rubens,Rubens,-0.1,4,rubens,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,8.28,6.12,True,2.0,15.0,7.0,1.0,,31.0,8.0,3.0,,,,,,,,,,,,
471,BOT,0.0,Renato Manuel Alves Paiva,6,9,110818,R. Paiva,Renato Paiva,0.0,6,renato-paiva,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,9.36,6.07,False,,,,,,,,,,,,,,,,,3.0,,,
472,RBB,0.0,Guilherme Lopes de Almeida,6,1,110909,G. Lopes,Guilherme Lopes,0.0,2,guilherme-lopes,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.65,8.2,False,,1.0,,,,2.0,1.0,,,,,,,,,1.0,,,,
473,CEA,0.0,Rômulo Azevedo Simão,6,6,111166,Rômulo,Rômulo,0.0,4,romulo,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.1,0.42,False,,6.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,
474,GRE,9.5,Gustavo Martins de Souza Santos,6,1,111309,G. Martins,Gustavo Martins,3.26,3,gustavo-martins,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,8.26,9.5,True,,,,,,3.0,,,,,,,,,,1.0,,,,
475,JUV,0.0,Kelvi Chiesa Gomes,6,0,111332,K. Gomes,Kelvi Gomes,0.0,4,kelvi-gomes,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.0,0.0,False,,,,,,,,,,,,,,,,,,,,
476,JUV,3.8,Luis Gustavo da Silva Machado Duarte,7,9,111407,L. Mandaca,Luis Mandaca,-0.33,4,luis-mandaca,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6.48,4.34,True,1.0,17.0,5.0,1.0,,14.0,16.0,1.0,,,,1.0,,,,,,,,
477,SPT,0.0,Renzo Azevedo Pimentel de Moura,6,0,111465,Renzo,Renzo,0.0,3,renzo,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.0,0.0,False,,,,,,,,,,,,,,,,,,,,
478,INT,0.0,Victor Gabriel da Conceição Ribeiro,6,3,111466,V. Gabriel,Victor Gabriel,0.0,3,victor-gabriel,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,10.73,9.47,False,,3.0,1.0,2.0,,8.0,1.0,,,,,,,,,,,,,
479,SPT,3.44,António José Cardoso de Oliveira,7,3,111578,A. Oliveira,António Oliveira,0.06,6,antonio-oliveira,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7.0,2.87,True,,,,,,,,,,,,,,,,,,,,
480,CAM,0.0,Gabriel Átila Cardoso da Silva,6,0,111582,G. Átila,Gabriel Átila,0.0,1,gabriel-atila,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.0,0.0,False,,,,,,,,,,,,,,,,,,,,
481,PAL,0.0,Micael dos Santos Silva,6,5,111594,Micael,Micael,0.0,3,micael,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,4.91,3.24,False,1.0,6.0,,,,2.0,2.0,,,,,,,,,3.0,,,,
482,VAS,3.0,Adson Ferreira Soares,6,7,111682,Adson,Adson,0.34,4,adson,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,3.61,0.92,True,,,,,,2.0,2.0,2.0,,,,,,,,,,,,
483,INT,2.9,Anthoni Spier Souza,7,10,111683,Anthoni,Anthoni,0.38,1,anthoni,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.56,2.17,True,,,,,,,2.0,,19.0,14.0,,,,,,2.0,,,,
484,FLA,0.0,Matheus Cunha Queiroz,6,0,111690,M. Cunha,Matheus Cunha,0.0,1,matheus-cunha,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.0,0.0,False,,,,,,,,,,,,,,,,,,,,
485,RBB,2.0,Fábio Silva de Freitas,6,7,111760,Fabinho,Fabinho,0.48,4,fabinho,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2.89,1.37,True,1.0,3.0,1.0,,,2.0,3.0,1.0,,,1.0,,,,,,,,,
486,BAH,0.0,Kayky da Silva Chagas,6,5,111829,Kayky,Kayky,-0.48,5,kayky,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.11,2.14,True,,,,1.0,,1.0,,1.0,,,,,,,,,,,,
487,BOT,0.0,Matheus Martins Silva dos Santos,5,5,111831,M. Martins,Matheus Martins,0.0,5,matheus-martins,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.73,3.02,False,1.0,5.0,1.0,,,5.0,9.0,4.0,,,,,,,,,,,,
488,CEA,0.0,João Victor Vieira Ferreira Sousa,6,1,112060,J. Victor,João Victor,0.0,5,joao-victor,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.87,0.0,False,,,,,,,,,,,,,,,,,,,,
489,GRE,0.0,Gabriel Hamester Grando,6,0,112616,G. Grando,Gabriel Grando,0.0,1,gabriel-grando,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.83,-3.0,False,,,,,,,,,,,,,1.0,,,,,,,
490,CRU,11.3,Kaiki Bruno da Silva,7,10,112709,K. Bruno,Kaiki Bruno,0.66,2,kaiki-bruno,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,10.03,6.95,True,1.0,18.0,4.0,,,22.0,17.0,1.0,,,1.0,,,,,5.0,,,,
491,PAL,0.0,Aníbal Ismael Moreno,6,7,112869,A. Moreno,Aníbal Moreno,0.0,4,anibal-moreno,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,4.88,1.94,False,,4.0,2.0,,,8.0,,1.0,,,,,,,,,,,,
492,RBB,4.0,Lucas Henrique Barbosa,7,10,112886,L. Barbosa,Lucas Barbosa,-0.27,5,lucas-barbosa,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,7.87,4.37,True,1.0,23.0,6.0,,4.0,19.0,9.0,6.0,,,2.0,,1.0,,,,,,,
493,VAS,0.0,Juan Sebastián Sforza,6,2,112906,Sforza,Sforza,-0.56,4,sforza,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4.54,0.85,True,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
494,FLU,2.6,Juan Pablo Freytes,7,10,113034,Freytes,Freytes,0.37,3,freytes,,266,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3.91,2.18,True,2.0,4.0,4.0,,1.0,5.0,4.0,2.0,,,,,,,,2.0,,,,
495,FOR,0.0,Kervin Mario Andrade Navarro,6,5,113073,K. Andrade,Kervin Andrade,0.0,4,kervin-andrade,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.89,2.4,False,1.0,2.0,1.0,,1.0,3.0,2.0,2.0,,,1.0,,,,,,,,,
496,FOR,0.2,Eros Nazareno Mancuso,6,7,113078,Mancuso,Mancuso,-0.54,2,mancuso,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6.96,3.67,True,1.0,3.0,4.0,,1.0,7.0,8.0,,,,,,,,,2.0,,,,
497,PAL,1.8,José Manuel Alberto López,6,9,113103,F. López,Flaco López,-0.35,5,flaco-lopez,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,8.97,5.29,True,2.0,14.0,12.0,2.0,4.0,11.0,15.0,3.0,,,,,,1.0,,,,,,
498,RBB,0.0,Nathan Gabriel de Souza Mendes,6,0,113157,N. Mendes,Nathan Mendes,0.0,2,nathan-mendes,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,4.0,0.0,False,,,,,,,,,,,,,,,,,,,,
499,CRU,2.3,Marcus Vinícius Oliveira Alencar,7,5,113158,Marquinhos,Marquinhos,0.04,5,marquinhos,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4.21,0.68,True,,3.0,1.0,,,2.0,1.0,,,,,,,,,,,,,
500,SAO,1.4,Pablo Gonçalves Maia Fortunato,7,3,113359,P. Maia,Pablo Maia,-0.45,4,pablo-maia,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6.55,1.17,True,2.0,6.0,1.0,,,3.0,4.0,,,,,,,,,,,,,
501,GRE,3.0,Cristian Gonzalo Olivera Ibarra,7,6,113397,C. Olivera,Cristian Olivera,-0.57,5,cristian-olivera,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,9.96,7.25,True,1.0,10.0,2.0,2.0,,14.0,13.0,2.0,,,,,,,,,,,,
502,SPT,0.0,Lenny Ivo Lobato Romanelli,6,7,113462,L. Lobato,Lenny Lobato,0.0,5,lenny-lobato,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.6,0.73,False,,3.0,3.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,
503,SPT,3.0,Eduardo Santos Queiroz,6,10,113687,D. Queiroz,Du Queiroz,0.47,4,du-queiroz,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.09,1.66,True,,11.0,4.0,,,11.0,,1.0,,,,,,,,,,1.0,,
504,SAN,0.0,Diógenes Vinícius da Silva,6,0,113690,Diógenes,Diógenes,0.0,1,diogenes,,277,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,
505,RBB,0.0,Douglas Mendes Moreira,6,0,114311,D. Mendes,Douglas Mendes,0.0,3,douglas-mendes,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,4.0,0.0,False,,,,,,,,,,,,,,,,,,,,
506,CRU,0.0,Mateo Gamarra González,6,2,114334,Gamarra,Gamarra,0.0,3,gamarra,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4.83,2.35,False,,1.0,,,,4.0,,,,,,,,,,,,1.0,,
507,FLA,0.0,Cleiton Santana dos Santos,6,0,114790,Cleiton,Cleiton,0.0,3,cleiton,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.0,0.0,False,,,,,,,,,,,,,,,,,,,,
508,PAL,1.5,Vitor Hugo Roque Ferreira,7,9,114802,V. Roque,Vitor Roque,-0.86,5,vitor-roque,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,10.79,4.69,True,1.0,6.0,2.0,2.0,1.0,11.0,15.0,3.0,,,,,,,,,,,,
509,SAN,0.0,Miguel Àngel Terceros,6,0,115025,Miguelito,Miguelito,0.0,4,miguelito,,277,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3.0,0.0,False,,,,,,,,,,,,,,,,,,,,
510,VAS,0.0,Lucas de Freitas Molarinho Chagas,6,6,115141,L. Freitas,Lucas Freitas,-0.24,3,lucas-freitas,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,3.85,1.73,True,,4.0,2.0,,,2.0,4.0,,,,,,,,,1.0,,,,
511,FLA,0.0,Wesley Vinícius França Lima,3,8,115239,Wesley,Wesley,0.0,2,wesley,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,12.57,7.55,False,3.0,13.0,3.0,,1.0,17.0,19.0,,,,1.0,,,,,5.0,,,,
512,PAL,0.0,Kaiky Marques Naves,6,1,115246,Naves,Naves,0.0,3,naves,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.19,-1.0,False,,,,,,,,,,,,,,,,,,1.0,,
513,RBB,11.5,Jhonatan dos Santos Rosa,7,10,115248,J. Jhon,Jhon Jhon,1.72,4,jhon-jhon,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,8.71,4.84,True,1.0,4.0,6.0,2.0,,7.0,18.0,2.0,,,1.0,1.0,,,,,,,,
514,CAM,0.0,Rômulo Helberte Pereira Junior,6,2,115268,Rômulo,Rômulo,0.0,3,romulo,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,4.46,3.55,False,,3.0,,,,2.0,,,,,,,,,,1.0,,,,
515,BOT,0.0,Rwan Philipe Rodrigues de Souza Cruz,6,3,115404,R. Cruz,Rwan Cruz,0.0,5,rwan-cruz,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.72,1.33,False,,,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,
516,CEA,0.0,Marcos Victor Ferreira da Silva,6,0,115537,M. Victor,Marcos Victor,0.0,3,marcos-victor,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.0,0.0,False,,,,,,,,,,,,,,,,,,,,
517,CRU,0.0,Rodrigo Henrique Santos de Souza,6,1,115563,Rodriguinho,Rodriguinho,0.0,4,rodriguinho,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3.12,-0.6,False,,2.0,,,,,,,,,,,,,,,,,,
518,JUV,0.0,Emerson Mendes de Carvalho,6,2,115586,E. Galego,Emerson Galego,0.0,5,emerson-galego,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.01,1.25,False,,,,,,1.0,2.0,,,,,,,,,,,,,
519,JUV,0.6,Marcos Paulo Lima Batista Silva,7,5,115594,M. Paulo,Marcos Paulo,-0.51,2,marcos-paulo,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.68,3.18,True,,5.0,,,,9.0,3.0,2.0,,,,,,,,,,,,
520,CAM,0.0,Gabriel Delfim Ferreira,6,0,115674,G. Delfim,Gabriel Delfim,0.0,1,gabriel-delfim,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,
521,FLA,0.6,Everton Gustavo Fernandes Araújo,7,4,115914,E. Araújo,Evertton Araújo,-0.58,4,evertton-araujo,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.89,2.1,True,,5.0,,,,4.0,3.0,2.0,,,,,,,,,,,,
522,CEA,0.0,Leanderson da Silva Genésio,6,5,115915,Lelê,Lelê,0.0,5,lele,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.08,1.22,False,,2.0,2.0,,,,3.0,3.0,,,,,,,,,,,,
523,FLA,0.0,Matheus Gonçalves Martins,6,3,116012,M. Gonçalves,Matheus Gonçalves,0.0,4,matheus-goncalves,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.43,2.23,False,,,,,,3.0,2.0,1.0,,,,,,,,,,,,
524,JUV,0.0,Petterson Novaes Reis,6,2,116025,Petterson,Petterson,0.0,5,petterson,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.46,1.95,False,,,3.0,,,1.0,,,,,,,,,,,,,,
525,BOT,0.0,Luís Eduardo Soares da Silva,6,9,116065,Cuiabano,Cuiabano,0.0,2,cuiabano,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,9.82,6.06,False,2.0,10.0,3.0,1.0,1.0,9.0,9.0,1.0,,,1.0,,,,,5.0,,,,
526,MIR,0.0,Gustavo Henrique Lacerda Ferreira,6,0,116104,G. Lacerda,Gustavo Lacerda,0.0,1,gustavo-lacerda,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,
527,FLU,2.5,Hércules Pereira do Nascimento,7,8,116447,Hércules,Hércules,-1.55,4,hercules,,266,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6.54,3.43,True,1.0,10.0,4.0,1.0,,10.0,2.0,1.0,,,,1.0,,,,,,,,
528,VIT,-0.3,Jamerson Santos de Jesus,7,10,116461,Jamerson,Jamerson,-0.61,2,jamerson,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6.39,4.44,True,,6.0,6.0,,1.0,15.0,6.0,5.0,,,2.0,,,,,,,,,
529,JUV,0.0,Gabriel Souza dos Santos,6,0,117044,G. Souza,Gabriel Souza,0.0,2,gabriel-souza,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,
530,MIR,0.0,Gabriel Knesowitsch,6,0,117061,G. Knesowitsch,Gabriel Knesowitsch,0.0,3,gabriel-knesowitsch,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,
531,RBB,2.7,Thiago Nicolás Borbas Silva,7,5,117314,T. Borbas,Thiago Borbas,0.44,5,thiago-borbas,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.78,0.2,True,2.0,5.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,
532,JUV,0.0,João Luiz da Silva Cipriano,5,0,117336,Cipriano,Cipriano,0.0,3,cipriano,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.0,0.0,False,,,,,,,,,,,,,,,,,,,,
533,CRU,0.0,Otávio Eleodoro Rezende Costa,6,0,117404,Otávio,Otávio,0.0,1,otavio,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1.0,0.0,False,,,,,,,,,,,,,,,,,,,,
534,COR,0.0,Leonardo Mana Hernandes,6,2,117459,L. Maná,Léo Maná,0.0,2,leo-mana,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.01,1.3,False,,1.0,,,1.0,2.0,,,,,,,,,,,,,,
535,COR,0.0,Rodrigo Garro,6,0,117632,Garro,Garro,0.0,4,garro,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,23.0,0.0,False,,,,,,,,,,,,,,,,,,,,
536,SAO,0.0,Young Navarro Moraes,5,0,117818,Young,Young,0.0,1,young,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,
537,COR,0.0,Giovane Santana do Nascimento,6,0,117849,Giovane,Giovane,0.0,5,giovane,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,4.0,0.0,False,,,,,,,,,,,,,,,,,,,,
538,COR,1.2,Breno de Souza Bidon,6,9,117910,B. Bidon,Breno Bidon,-0.64,4,breno-bidon,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7.65,3.81,True,2.0,19.0,2.0,,,14.0,24.0,2.0,,,1.0,,,,,,,,,
539,FLU,0.0,Joaquín Lavega Colzada,6,1,117930,Lavega,Lavega,0.0,5,lavega,,266,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3.45,0.5,False,,,,,,,1.0,,,,,,,,,,,,,
540,FLA,0.0,Iago Teodoro da Silva Nogueira,6,0,118090,Iago,Iago,0.0,3,iago,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,
541,GRE,1.5,Ronald Cardoso Falkoski,6,3,118238,Ronald,Ronald,0.1,4,ronald,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.48,0.5,True,,,,,,1.0,,,,,,,,,,,,,,
542,SAO,2.0,Rodrigo Huendra Almeida Mendonça,6,4,118563,Rodriguinho,Rodriguinho,0.25,4,rodriguinho,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.72,-0.08,True,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,
543,SAN,0.0,Kevyson Costa e Silva,6,1,118701,Kevyson,Kevyson,0.0,2,kevyson,,277,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1.98,0.5,False,,,,,,,1.0,,,,,,,,,,,,,
