,atletas.slug,atletas.media_num,atletas.entrou_em_campo,atletas.preco_num,atletas.foto,atletas.status_id,atletas.atleta_id,atletas.clube_id,atletas.rodada_id,atletas.apelido,atletas.jogos_num,atletas.nome,atletas.pontos_num,atletas.variacao_num,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.posicao_id,V,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,FT,CV,DE,DP,GS,PP,PC,GC
466,monsalve,1.41,False,3.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5,109966,284,26,Monsalve,8,Miguel Ángel Monsalve Gonzáles - González,0.0,0.0,GRE,Monsalve,4,,1.0,2.0,3.0,9.0,1.0,1.0,9.0,,,,,,,,,,,,
467,joao-neto,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,110062,280,26,João Neto,0,João Roberto Rota Neto,0.0,0.0,RBB,J. Neto,4,,,,,,,,,,,,,,,,,,,,
468,jose-martinez,2.16,True,3.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7,110311,264,26,José Martínez,17,José Andrés Martínez Torres,-0.5,-0.27,COR,J. Martínez,4,,1.0,8.0,18.0,14.0,2.0,4.0,25.0,,1.0,,,,,,,,,1.0,
469,bernabei,5.33,True,12.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7,110426,285,26,Bernabéi,18,Alexandro Ezequiel Bernabéi,1.1,-0.17,INT,Bernabéi,2,,4.0,3.0,41.0,32.0,5.0,7.0,15.0,,1.0,1.0,2.0,,1.0,,,,,,
470,abel-ferreira,6.65,True,12.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,7,110506,275,26,Abel Ferreira,24,Abel Fernando Moreira Ferreira,9.24,0.84,PAL,A. Ferreira,6,16.0,,,,,,,,,,,,,,,,,,,
471,aguirre,4.55,True,7.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7,110510,285,26,Aguirre,22,Braian Aguirre Nahuel,5.5,0.45,INT,Aguirre,2,,,3.0,48.0,29.0,2.0,5.0,3.0,1.0,3.0,1.0,4.0,1.0,,,,,,,
472,yeison-guzman,1.6,True,4.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,110542,356,26,Yeison Guzmán,2,Yeison Estiven Guzmán Gómez,-0.3,-0.72,FOR,Y. Guzmán,4,,,,2.0,1.0,,,1.0,,,,,,,,,,,,
473,andres-hurtado,3.85,True,6.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,110715,280,26,Andrés Hurtado,19,José Andrés Hurtado Cheme,1.2,0.06,RBB,A. Hurtado,2,,,2.0,26.0,19.0,1.0,5.0,4.0,1.0,,,6.0,,1.0,,,,,,
474,gustavo-marques,1.73,False,4.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,110750,280,26,Gustavo Marques,6,Gustavo Marques Alves dos Santos,0.0,0.0,RBB,G. Marques,3,,,,4.0,3.0,1.0,2.0,7.0,,,,,,,,,,,1.0,
475,john-kennedy,2.22,True,7.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,110759,266,26,John Kennedy,5,John Kennedy Batista de Souza,9.2,1.26,FLU,J. Kennedy,5,,,,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,
476,biel,2.75,False,6.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,110760,282,26,Biel,8,Gabriel Teixeira Aragão,0.0,0.0,CAM,Biel,5,,1.0,,5.0,3.0,3.0,6.0,4.0,,,,,,,,,,,,
477,guilherme-lopes,3.82,False,6.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,110909,280,26,Guilherme Lopes,9,Guilherme Lopes de Almeida,0.0,0.0,RBB,G. Lopes,2,,1.0,2.0,10.0,6.0,,2.0,3.0,1.0,,,2.0,,,,,,,,1.0
478,rodrigo-santos,1.9,False,1.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,111156,356,26,Rodrigo Santos,3,Rodrigo Oliveira dos Santos,0.0,0.0,FOR,R. Santos,4,,,,3.0,,1.0,,,,,,,,,,,,,,
479,alix-vinicius,0.0,True,3.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,111246,280,26,Alix Vinicius,1,Alix Vinicius de Souza Sampaio,0.0,-0.37,RBB,A. Vinicius,3,,,,,,,,,,,,,,,,,,,,
480,gustavo-martins,4.65,True,8.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7,111309,284,26,Gustavo Martins,9,Gustavo Martins de Souza Santos,5.1,0.51,GRE,G. Martins,3,,,2.0,16.0,14.0,4.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,
481,luis-mandaca,4.54,False,6.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7,111407,286,26,Luis Mandaca,22,Luis Gustavo da Silva Machado Duarte,0.0,0.0,JUV,L. Mandaca,4,,,1.0,39.0,36.0,6.0,13.0,34.0,2.0,2.0,,,1.0,,,,,,,
482,renzo,0.0,False,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,111465,292,26,Renzo,0,Renzo Azevedo Pimentel de Moura,0.0,0.0,SPT,Renzo,3,,,,,,,,,,,,,,,,,,,,
483,victor-gabriel,5.53,False,9.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,111466,285,26,Victor Gabriel,10,Victor Gabriel da Conceição Ribeiro,0.0,0.0,INT,V. Gabriel,3,,,1.0,20.0,15.0,1.0,2.0,4.0,2.0,,,2.0,,,,,,,,
484,gabriel-atila,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,111582,282,26,Gabriel Átila,0,Gabriel Átila Cardoso da Silva,0.0,0.0,CAM,G. Átila,1,,,,,,,,,,,,,,,,,,,,
485,micael,2.43,False,4.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,111594,275,26,Micael,10,Micael dos Santos Silva,0.0,0.0,PAL,Micael,3,,1.0,3.0,7.0,18.0,1.0,,2.0,,,,3.0,,,,,,,,
486,adson,0.85,False,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,5,111682,267,26,Adson,9,Adson Ferreira Soares,0.0,0.0,VAS,Adson,4,,,,3.0,1.0,2.0,,2.0,,,,,,,,,,,,
487,anthoni,1.36,True,3.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7,111683,285,26,Anthoni,15,Anthoni Spier Souza,0.3,-0.23,INT,Anthoni,1,,,,,,,,2.0,,,,2.0,,,25.0,,23.0,,,
488,matheus-cunha,0.0,False,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,111690,262,26,Matheus Cunha,0,Matheus Cunha Queiroz,0.0,0.0,FLA,M. Cunha,1,,,,,,,,,,,,,,,,,,,,
489,ryan-guilherme,0.0,False,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6,111757,283,26,Ryan Guilherme,0,Ryan Guilherme da Silva Pae,0.0,0.0,CRU,R. Guilherme,4,,,,,,,,,,,,,,,,,,,,
490,fabinho,1.66,False,2.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,7,111760,280,26,Fabinho,21,Fábio Silva de Freitas,0.0,0.0,RBB,Fabinho,4,,1.0,3.0,17.0,17.0,2.0,5.0,12.0,,,,,,,,,,,,
491,kayky,2.12,True,3.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,7,111829,265,26,Kayky,19,Kayky da Silva Chagas,3.0,-0.32,BAH,Kayky,5,,1.0,1.0,11.0,6.0,5.0,2.0,8.0,1.0,1.0,2.0,,,,,,,,,
492,matheus-martins,3.1,False,5.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,111831,263,26,Matheus Martins,10,Matheus Martins Silva dos Santos,0.0,0.0,BOT,M. Martins,5,,,2.0,7.0,7.0,7.0,2.0,13.0,1.0,,,,,,,,,,,
493,jefte,4.17,False,6.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,111832,275,26,Jefté,3,Jefté Vital da Silva Dias,0.0,0.0,PAL,Jefté,2,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,
494,renzo-lopez,2.1,True,4.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3,111951,287,26,Renzo López,12,Renzo López Patrón,1.0,0.07,VIT,R. López,5,,,3.0,6.0,9.0,4.0,3.0,8.0,1.0,3.0,,,1.0,,,,,,,
495,gabriel-grando,4.45,True,6.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7,112616,284,26,Gabriel Grando,2,Gabriel Hamester Grando,6.0,1.05,GRE,G. Grando,1,,,,,,,,1.0,,,,,,1.0,8.0,,2.0,,,
496,kaiki-bruno,7.78,True,11.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7,112709,283,26,Kaiki Bruno,24,Kaiki Bruno da Silva,7.9,0.71,CRU,K. Bruno,2,,3.0,8.0,67.0,48.0,6.0,12.0,27.0,1.0,,,11.0,,,,,,,,
497,ramon-sosa,2.74,True,6.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,112863,275,26,Ramón Sosa,12,Ramón Sosa Acosta,0.5,-0.08,PAL,R. Sosa,5,,2.0,,,3.0,1.0,9.0,7.0,1.0,2.0,1.0,,1.0,,,,,,,
498,anibal-moreno,2.87,True,4.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,7,112869,275,26,Aníbal Moreno,18,Aníbal Ismael Moreno,1.7,-0.53,PAL,A. Moreno,4,,,4.0,33.0,14.0,2.0,6.0,6.0,,,,,,,,,,,,
499,lucas-barbosa,5.4,True,9.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,7,112886,280,26,Lucas Barbosa,23,Lucas Henrique Barbosa,8.2,-1.03,RBB,L. Barbosa,5,,2.0,5.0,49.0,41.0,11.0,15.0,29.0,2.0,6.0,,,2.0,1.0,,,,,,
500,sforza,0.85,False,3.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,112906,286,26,Sforza,4,Juan Sebastián Sforza,0.0,0.0,JUV,Sforza,4,,,,2.0,3.0,,1.0,1.0,,,,,,,,,,,,
501,freytes,2.74,True,4.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7,113034,266,26,Freytes,20,Juan Pablo Freytes,1.7,-0.68,FLU,Freytes,3,,,3.0,13.0,11.0,3.0,9.0,10.0,,1.0,1.0,5.0,1.0,1.0,,,,,,
502,mancuso,4.71,False,8.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,113078,356,26,Mancuso,15,Eros Nazareno Mancuso,0.0,0.0,FOR,Mancuso,2,,2.0,3.0,21.0,14.0,4.0,6.0,14.0,,2.0,,4.0,,,,,,,,
503,flaco-lopez,6.54,True,12.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,7,113103,275,26,Flaco López,22,José Manuel Alberto López,25.2,3.12,PAL,F. López,5,,1.0,4.0,24.0,34.0,9.0,28.0,37.0,8.0,7.0,2.0,,,,,,,,,
504,nathan-mendes,2.18,True,4.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,7,113157,280,26,Nathan Mendes,14,Nathan Gabriel de Souza Mendes,0.5,-0.14,RBB,N. Mendes,2,,1.0,2.0,10.0,7.0,,1.0,16.0,,1.0,1.0,1.0,,,,,,,,
505,marquinhos,1.28,False,3.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6,113158,283,26,Marquinhos,16,Marcus Vinícius Oliveira Alencar,0.0,0.0,CRU,Marquinhos,5,,,1.0,7.0,4.0,2.0,7.0,8.0,,,,,,,,,,,,
506,pablo-maia,2.03,True,4.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,113359,276,26,Pablo Maia,15,Pablo Gonçalves Maia Fortunato,2.2,-0.39,SAO,P. Maia,4,,,2.0,13.0,18.0,,3.0,12.0,1.0,,,,1.0,,,,,,1.0,
507,cristian-olivera,4.8,False,8.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,113397,284,26,Cristian Olivera,16,Cristian Gonzalo Olivera Ibarra,0.0,0.0,GRE,C. Olivera,5,,,2.0,23.0,19.0,7.0,8.0,23.0,3.0,3.0,,,,,,,,,,
508,diogenes,3.9,False,3.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,113690,277,26,Diógenes,1,Diógenes Vinícius da Silva,0.0,0.0,SAN,Diógenes,1,,,,,,,,,,,,,,,3.0,,,,,
509,gamarra,2.35,False,4.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6,114334,283,26,Gamarra,2,Mateo Gamarra González,0.0,0.0,CRU,Gamarra,3,,,,4.0,1.0,,,,,,,,,,,,,,1.0,
510,brahimi,1.2,False,4.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,114400,277,26,Brahimi,1,Billal Brahimi - Bilal,0.0,0.0,SAN,Brahimi,5,,,,,,1.0,,,,,,,,,,,,,,
511,sinisterra,4.07,True,8.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2,114405,283,26,Sinisterra,3,Luis Fernando Sinisterra Lucumí,1.2,-1.39,CRU,Sinisterra,5,,,,3.0,1.0,,,,1.0,,,,,,,,,,,
512,cleiton,5.0,False,4.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,114790,262,26,Cleiton,1,Cleiton Santana dos Santos,0.0,0.0,FLA,Cleiton,3,,,,,,,,,,,,1.0,,,,,,,,
513,vitor-roque,7.04,True,12.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,7,114802,275,26,Vitor Roque,23,Vitor Hugo Roque Ferreira,11.2,1.34,PAL,V. Roque,5,,3.0,2.0,22.0,24.0,14.0,11.0,54.0,9.0,14.0,,,,,,,,,,
514,matheus-franca,2.07,False,7.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,5,115100,267,26,Matheus França,3,Matheus França de Oliveira,0.0,0.0,VAS,M. França,5,,,,2.0,,2.0,1.0,,,,,,,,,,,,,
515,lucas-freitas,2.24,False,3.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,115141,267,26,Lucas Freitas,16,Lucas de Freitas Molarinho Chagas,0.0,0.0,VAS,L. Freitas,3,,,2.0,11.0,13.0,,3.0,10.0,1.0,,1.0,2.0,,,,,,,1.0,
516,jhon-jhon,4.86,False,8.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,7,115248,280,26,Jhon Jhon,23,Jhonatan dos Santos Rosa,0.0,0.0,RBB,J. Jhon,4,,4.0,6.0,17.0,22.0,8.0,9.0,39.0,5.0,2.0,,,1.0,,,,,,,
517,marcos-victor,3.47,True,5.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,7,115537,354,26,Marcos Victor,6,Marcos Victor Ferreira da Silva,2.0,-0.43,CEA,M. Victor,3,,,,6.0,3.0,,1.0,4.0,,1.0,,2.0,,,,,,,,
518,rodriguinho,-0.65,False,1.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,115563,354,26,Rodriguinho,4,Rodrigo Henrique Santos de Souza,0.0,0.0,CEA,Rodriguinho,4,,,,,3.0,,1.0,1.0,,,,,,1.0,,,,,,
519,emerson-galego,1.25,False,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,115586,286,26,Emerson Galego,2,Emerson Mendes de Carvalho,0.0,0.0,JUV,E. Galego,5,,,,1.0,,,,2.0,,,,,,,,,,,,
520,marcos-paulo,2.08,False,3.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,115594,286,26,Marcos Paulo,10,Marcos Paulo Lima Batista Silva,0.0,0.0,JUV,M. Paulo,2,,,4.0,13.0,13.0,2.0,1.0,4.0,,,,1.0,,,,,,,1.0,
521,gabriel-delfim,1.9,False,2.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,115674,282,26,Gabriel Delfim,1,Gabriel Delfim Ferreira,0.0,0.0,CAM,G. Delfim,1,,,,,,,,,,,,,,,3.0,,2.0,,,
522,evertton-araujo,2.65,False,4.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,115914,262,26,Evertton Araújo,11,Everton Gustavo Fernandes Araújo,0.0,0.0,FLA,E. Araújo,4,,,1.0,11.0,13.0,4.0,1.0,8.0,1.0,,,,,,,,,,,
523,victor-hugo,1.47,False,3.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,116034,277,26,Victor Hugo,3,Victor Hugo Gomes Silva,0.0,0.0,SAN,V. Hugo,4,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,
524,cuiabano,6.18,True,10.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3,116065,263,26,Cuiabano,17,Luís Eduardo Soares da Silva,11.2,1.34,BOT,Cuiabano,2,,2.0,3.0,18.0,13.0,4.0,6.0,13.0,2.0,1.0,,8.0,1.0,,,,,,,
525,thiago-beltrame,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,116067,284,26,Thiago Beltrame,0,Thiago Beltrame Stallbaum,0.0,0.0,GRE,T. Beltrame,1,,,,,,,,,,,,,,,,,,,,
526,hercules,3.08,True,6.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7,116447,266,26,Hércules,20,Hércules Pereira do Nascimento,3.2,0.38,FLU,Hércules,4,,,1.0,20.0,23.0,3.0,6.0,8.0,3.0,,,,1.0,,,,,,,
527,jamerson,5.15,False,7.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5,116461,287,26,Jamerson,12,Jamerson Santos de Jesus,0.0,0.0,VIT,Jamerson,2,,2.0,,20.0,8.0,5.0,6.0,7.0,,1.0,,2.0,,,,,,,,
528,lucas-gazal,3.55,True,4.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,116589,356,26,Lucas Gazal,2,Lucas Xavier Gazal,1.6,-0.19,FOR,L. Gazal,3,,,1.0,1.0,3.0,1.0,1.0,1.0,,,,1.0,,,,,,,,
529,andres-gomez,2.86,True,7.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,116706,267,26,Andrés Gómez,5,Carlos Andrés Gómez Hinestroza,2.1,-0.44,VAS,A. Gómez,5,,2.0,1.0,2.0,9.0,1.0,3.0,3.0,,1.0,,,,,,,,,,
530,gabriel-knesowitsch,4.72,False,5.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,117061,2305,26,Gabriel Knesowitsch,4,Gabriel Knesowitsch,0.0,0.0,MIR,G. Knesowitsch,3,,,,3.0,1.0,2.0,1.0,3.0,,,,2.0,,,,,,,,
531,thiago-borbas,1.74,True,2.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,117314,280,26,Thiago Borbas,13,Thiago Nicolás Borbas Silva,1.8,-0.19,RBB,T. Borbas,5,,1.0,3.0,5.0,9.0,2.0,3.0,6.0,1.0,,,,,,,,,,,
532,robert-renan,3.15,True,6.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,7,117330,267,26,Robert Renan,4,Robert Renan Alves Barbosa,0.9,-1.44,VAS,R. Renan,3,,,,5.0,4.0,,1.0,1.0,,,,1.0,,,,,,,,
533,cipriano,-2.3,False,1.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7,117336,286,26,Cipriano,2,João Luiz da Silva Cipriano,0.0,0.0,JUV,Cipriano,3,,,1.0,,2.0,,,,,,,,,1.0,,,,,,
534,renato-marques,0.0,False,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,117403,2305,26,Renato Marques,0,Renato Marques de Oliveira Júnior,0.0,0.0,MIR,R. Marques,5,,,,,,,,,,,,,,,,,,,,
535,otavio,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6,117404,283,26,Otávio,0,Otávio Eleodoro Rezende Costa,0.0,0.0,CRU,Otávio,1,,,,,,,,,,,,,,,,,,,,
536,garro,3.85,False,13.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5,117632,264,26,Garro,11,Rodrigo Garro,0.0,0.0,COR,Garro,4,,1.0,3.0,7.0,13.0,6.0,5.0,33.0,,,,,2.0,,,,,,,
537,young,2.4,False,3.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,117818,276,26,Young,2,Young Navarro Moraes,0.0,0.0,SAO,Young,1,,,,,,,,,,,,,,,6.0,,3.0,,,
538,breno-bidon,4.03,True,7.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7,117910,264,26,Breno Bidon,23,Breno de Souza Bidon,4.0,-0.15,COR,B. Bidon,4,,1.0,6.0,37.0,50.0,4.0,8.0,60.0,1.0,1.0,1.0,,1.0,,,,,,,
539,lavega,1.55,False,3.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,117930,266,26,Lavega,2,Joaquín Lavega Colzada,0.0,0.0,FLU,Lavega,5,,,,,,1.0,,4.0,,1.0,,,,,,,,,,
540,iago,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,118090,262,26,Iago,0,Iago Teodoro da Silva Nogueira,0.0,0.0,FLA,Iago,3,,,,,,,,,,,,,,,,,,,,
541,rodriguinho,1.99,True,2.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,118563,276,26,Rodriguinho,16,Rodrigo Huendra Almeida Mendonça,0.0,-1.0,SAO,Rodriguinho,4,,1.0,5.0,12.0,16.0,4.0,13.0,1.0,,2.0,,,1.0,,,,,,,
542,kevyson,1.12,False,2.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,118701,292,26,Kevyson,8,Kevyson Costa e Silva,0.0,0.0,SPT,Kevyson,2,,,2.0,4.0,6.0,,1.0,2.0,,,,1.0,,,,,,,,
