,atletas.slug,atletas.media_num,atletas.entrou_em_campo,atletas.preco_num,atletas.foto,atletas.status_id,atletas.atleta_id,atletas.clube_id,atletas.rodada_id,atletas.apelido,atletas.jogos_num,atletas.nome,atletas.pontos_num,atletas.variacao_num,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.posicao_id,V,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,FT,CV,DE,DP,GS,PP,PC,GC
389,wagner-leonardo,2.76,True,5.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,104994,284,26,Wagner Leonardo,21,Wagner Leonardo Calvelo de Souza,0.0,-0.18,GRE,W. Leonardo,3,,1.0,2.0,21.0,14.0,4.0,1.0,5.0,,1.0,,4.0,,,,,,,,
390,joao-marcelo,0.0,False,6.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7,105047,283,26,João Marcelo,1,João Marcelo Messias Ferreira,0.0,0.0,CRU,J. Marcelo,3,,,,,,,,,,,,,,,,,,,,
391,reinier,2.64,False,5.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,105068,282,26,Reinier,5,Reinier Jesus Carvalho,0.0,0.0,CAM,Reinier,4,,,1.0,5.0,2.0,1.0,2.0,3.0,,,,,1.0,,,,,,,
392,alexis-duarte,3.8,True,7.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,7,105114,277,26,Alexis Duarte,2,Alexis David Duarte Pereira,1.7,-0.5,SAN,A. Duarte,3,,,,4.0,2.0,1.0,,2.0,,,,,,,,,,,,
393,khellven,3.4,False,6.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,105175,275,26,Khellven,5,Khellven Douglas Silva Oliveira,0.0,0.0,PAL,Khellven,2,,,,5.0,10.0,,,5.0,,,,2.0,,,,,,,,
394,sant-anna,2.4,False,5.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,105213,280,26,Sant'Anna,9,Ariel Agustín Sant'Anna Quintero,0.0,0.0,RBB,Sant'Anna,2,,,3.0,8.0,8.0,1.0,6.0,2.0,,1.0,,1.0,1.0,,,,,,,
395,santiago-rodriguez,4.23,True,7.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,7,105214,263,26,Santiago Rodríguez,15,Santiago Mariano Rodríguez Molina,14.5,1.49,BOT,S. Rodríguez,4,,2.0,3.0,17.0,10.0,4.0,6.0,17.0,2.0,1.0,,,,,,,,,,
396,gaston-avila,4.23,True,7.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,105258,356,26,Gastón Ávila,14,Gastón Luciano Ávila,-0.5,-1.4,FOR,G. Ávila,3,,,2.0,25.0,12.0,3.0,4.0,11.0,,1.0,,3.0,,,,,,,,
397,ferraresi,6.78,False,9.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5,105300,276,26,Ferraresi,17,Nahuel Adolfo Ferraresi Hernández,0.0,0.0,SAO,Ferraresi,3,,3.0,2.0,51.0,21.0,,2.0,17.0,,1.0,,5.0,,,,,,,,1.0
398,lucas-lima,0.95,False,2.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,105337,354,26,Lucas Lima,10,Lucas Eduardo Lima da Silva,0.0,0.0,CEA,L. Lima,4,,,,5.0,1.0,,1.0,3.0,,,,,,,,,,,,
399,gabriel-xavier,2.39,True,5.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3,105373,265,26,Gabriel Xavier,8,Gabriel Lheman Xavier - Lhman,0.9,-0.89,BAH,G. Xavier,3,,,3.0,5.0,15.0,,2.0,5.0,,,,3.0,,,,,,,,
400,carrascal,6.4,True,9.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7,105436,262,26,Carrascal,6,Jorge Andrés Carrascal Guardo,3.4,-1.83,FLA,Carrascal,4,,3.0,2.0,9.0,9.0,,2.0,10.0,1.0,,,,,,,,,,,
401,matheus-bidu,5.91,True,9.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7,105531,264,26,Matheus Bidu,17,Matheus Lima Beltrão Oliveira Valin,2.0,-0.54,COR,M. Bidu,2,,2.0,5.0,26.0,13.0,3.0,7.0,41.0,,4.0,1.0,6.0,,,,,,,,
402,carlos-vinicius,2.65,False,8.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,105563,284,26,Carlos Vinícius,4,Carlos Vinícius Alves Morais,0.0,0.0,GRE,C. Vinícius,5,,,1.0,1.0,5.0,2.0,,9.0,1.0,3.0,,,,1.0,,,,,,
403,lucero,2.91,False,7.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,105568,356,26,Lucero,20,Juan Martín Lucero,0.0,0.0,FOR,Lucero,5,,1.0,5.0,16.0,25.0,8.0,6.0,10.0,3.0,8.0,,,1.0,,,,,1.0,,
404,lucas-piton,4.25,False,7.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,5,105584,267,26,Lucas Piton,17,Lucas Piton Crivellaro,0.0,0.0,VAS,L. Piton,2,,5.0,4.0,20.0,28.0,,4.0,7.0,1.0,1.0,,3.0,,,,,,,,
405,roni,0.14,False,1.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,105585,2305,26,Roni,7,Roni Medeiros de Moura,0.0,0.0,MIR,Roni,4,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
406,mauricio,3.86,True,8.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,105647,275,26,Maurício,17,Maurício Magalhães Prado,0.5,-0.37,PAL,Maurício,4,,3.0,,8.0,9.0,5.0,9.0,9.0,3.0,5.0,,,,,,,,,,
407,talles-magno,2.8,False,5.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,105786,264,26,Talles Magno,21,Talles Magno Bacelar Martins,0.0,0.0,COR,T. Magno,5,,1.0,2.0,14.0,21.0,6.0,10.0,31.0,1.0,9.0,,,1.0,,,,,,,
408,luan-freitas,3.5,False,5.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7,105807,286,26,Luan Freitas,5,Luan de Freitas Molarinho Chagas,0.0,0.0,JUV,L. Freitas,3,,,,7.0,3.0,,3.0,1.0,,,,1.0,,,,,,,,
409,edu,3.62,False,5.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,105842,287,26,Edu,13,Lucas Eduardo Ribeiro de Souza,0.0,0.0,VIT,Edu,3,,,,12.0,5.0,1.0,3.0,4.0,,,,5.0,,,,,,,,
410,matheus-araujo,2.4,False,5.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,105845,354,26,Matheus Araújo,8,Matheus de Araújo Andrade,0.0,0.0,CEA,M. Araújo,4,,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,
411,allanzinho,2.69,False,4.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,105900,356,26,Allanzinho,7,Allan Victor Oliveira Mota,0.0,0.0,FOR,Allanzinho,5,,2.0,1.0,2.0,5.0,,3.0,10.0,,1.0,1.0,,,,,,,,,
412,jose-aldo,2.03,True,3.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7,105903,2305,26,José Aldo,20,José Aldo Soares de Oliveira Filho,-0.3,-0.32,MIR,J. Aldo,4,,,2.0,21.0,21.0,6.0,6.0,11.0,,1.0,,,,,,,,,,
413,rochet,4.01,False,8.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5,105949,285,26,Rochet,11,Sergio Ramón Rochet Álvarez,0.0,0.0,INT,Rochet,1,,,,,,,,2.0,,,,2.0,,,37.0,,15.0,,,
414,santiago-mingo,2.79,True,4.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2,105990,265,26,Santiago Mingo,23,Santiago Martín Ramos Mingo,0.0,-0.66,BAH,S. Mingo,3,,,4.0,18.0,23.0,,7.0,16.0,,2.0,,7.0,,,,,,,,
415,ewerthon,3.21,False,6.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7,106082,286,26,Ewerthon,13,Ewerthon Diógenes da Silva,0.0,0.0,JUV,Ewerthon,2,,,2.0,20.0,8.0,2.0,6.0,8.0,,1.0,,1.0,,,,,,,,
416,thiago-carpini,4.12,False,6.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7,106147,286,26,Thiago Carpini,19,Thiago Carpini Barbosa,0.0,0.0,JUV,T. Carpini,6,4.0,,,,,,,,,,,,,,,,,,,
417,lucao,6.23,False,7.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,106160,280,26,Lucão,3,Lucas Alexandre Galdino de Azevedo,0.0,0.0,RBB,Lucão,1,,,1.0,,,,,1.0,,,,1.0,,,14.0,,4.0,,,
418,bruno-gomes,1.5,True,6.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,106202,285,26,Bruno Gomes,1,Bruno Gomes da Silva Clevelário,1.5,0.02,INT,B. Gomes,2,,,,1.0,,,,,,,,,,,,,,,,
419,marcos-antonio,1.84,False,3.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,106294,276,26,Marcos Antônio,18,Marcos Antônio Silva Santos,0.0,0.0,SAO,M. Antônio,4,,2.0,4.0,13.0,18.0,1.0,3.0,19.0,,,,,,,,,,,,
420,caio-alexandre,2.4,False,5.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5,106323,265,26,Caio Alexandre,16,Caio Alexandre Souza e Silva,0.0,0.0,BAH,C. Alexandre,4,,1.0,4.0,18.0,28.0,1.0,5.0,27.0,,,,,,,,,,,,
421,eduardo-santos,5.1,False,8.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5,106434,280,26,Eduardo Santos,7,Eduardo Gonzaga Mendes Santos,0.0,0.0,RBB,E. Santos,3,,,,10.0,1.0,,,2.0,,,,4.0,,,,,,,,
422,villalba,5.45,True,8.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7,106593,283,26,Villalba,22,Lucas Hernán Villalba,5.2,0.39,CRU,Villalba,3,,,6.0,27.0,15.0,2.0,5.0,13.0,1.0,,,12.0,3.0,,,,,,,
423,leo-pereira,2.6,True,4.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,106681,292,26,Léo Pereira,15,Leonardo Augusto dos Santos Pereira,0.4,-0.2,SPT,L. Pereira,5,,1.0,,12.0,11.0,4.0,5.0,24.0,,4.0,,,,,,,,,1.0,
424,igor-formiga,6.74,False,8.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7,106708,286,26,Igor Formiga,5,Igor Marques Paciência Cardoso,0.0,0.0,JUV,I. Formiga,2,,,,11.0,3.0,1.0,3.0,3.0,1.0,,,1.0,,,,,,,,
425,rodrigo-nestor,3.9,True,7.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3,106822,265,26,Rodrigo Nestor,13,Rodrigo Nestor Bertalia,9.7,1.36,BAH,R. Nestor,4,,,3.0,12.0,8.0,2.0,4.0,11.0,3.0,,,,1.0,,,,,,,
426,patryck,3.43,False,5.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,106829,276,26,Patryck,3,Patryck Lanza dos Reis,0.0,0.0,SAO,Patryck,2,,,1.0,1.0,2.0,1.0,4.0,2.0,,,,1.0,,,,,,,,
427,paulo-baya,2.65,True,4.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,106918,354,26,Paulo Baya,10,Paulo Henrique Silva Ribeiro,0.2,-0.3,CEA,P. Baya,5,,1.0,,3.0,1.0,5.0,3.0,2.0,1.0,1.0,,,,,,,,,,
428,luciano-juba,5.66,True,8.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3,107093,265,26,Luciano Juba,24,Luciano Batista da Silva Júnior,-1.0,-1.1,BAH,L. Juba,2,,3.0,3.0,23.0,16.0,3.0,9.0,7.0,5.0,1.0,,8.0,,,,,,,,
429,jeffinho,4.15,True,6.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,7,107170,263,26,Jeffinho,8,Jefferson Ruan Pereira dos Santos,16.4,2.99,BOT,Jeffinho,5,,2.0,,8.0,5.0,2.0,1.0,3.0,1.0,,,,,,,,,,,
430,michel-araujo,3.19,True,6.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,107173,265,26,Michel Araújo,15,Michel Daryl Araújo Villar,3.6,0.25,BAH,M. Araújo,4,,,1.0,8.0,11.0,2.0,4.0,5.0,4.0,,,,,,,,,,,
431,bruno-tabata,4.07,True,6.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,107174,285,26,Bruno Tabata,19,Bruno Vinícius Souza Ramos,4.2,0.59,INT,B. Tabata,4,,1.0,4.0,19.0,13.0,7.0,8.0,20.0,3.0,2.0,,,1.0,,,,,,,
432,matheus-donelli,3.08,False,4.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,107179,264,26,Matheus Donelli,5,Matheus Planelles Donelli,0.0,0.0,COR,M. Donelli,1,,,1.0,,,,,1.0,,,,1.0,,,13.0,,6.0,,,
433,leo-linck,3.28,True,6.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,7,107183,263,26,Léo Linck,5,Leonardo Matias Baiersdorf Linck,0.3,-0.45,BOT,L. Linck,1,,,1.0,,,,,,,,,2.0,,,8.0,,3.0,,,
434,magrao,2.9,False,3.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,107221,356,26,Magrão,2,Audenirton Soares da Silva,0.0,0.0,FOR,Magrão,1,,,,,,,,,,,,,,,6.0,,2.0,,,
435,danilo,2.3,False,7.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5,107231,263,26,Danilo,6,Danilo dos Santos de Oliveira,0.0,0.0,BOT,Danilo,4,,,1.0,3.0,2.0,,3.0,1.0,1.0,,,,,,,,,,,
436,vanderlan,3.37,True,5.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,7,107236,280,26,Vanderlan,10,Vanderlan Barbosa da Silva,4.1,0.37,RBB,Vanderlan,2,,1.0,1.0,19.0,17.0,1.0,2.0,7.0,,,,,,,,,,,,
437,enio,3.14,False,5.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7,107516,286,26,Ênio,15,Sebastião Ênio Santos de Almeida,0.0,0.0,JUV,Ênio,5,,,3.0,7.0,4.0,4.0,7.0,24.0,2.0,5.0,,,1.0,,,,,,,
438,natanael,5.04,False,8.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,107554,282,26,Natanael,23,Natanael Moreira Milouski,0.0,0.0,CAM,Natanael,2,,,1.0,36.0,19.0,4.0,9.0,18.0,1.0,2.0,,8.0,,,,,,,,
439,adriano,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,107698,292,26,Adriano,0,Antônio Adriano Nascimento de Sousa,0.0,0.0,SPT,Adriano,1,,,,,,,,,,,,,,,,,,,,
440,chrystian-barletta,3.53,True,6.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2,107726,292,26,Chrystian Barletta,24,Chrystian Amaral Barletta de Almeida,5.7,0.63,SPT,C. Barletta,5,,,2.0,16.0,12.0,16.0,15.0,27.0,2.0,5.0,,,2.0,,,,,,,
441,praxedes,2.17,False,4.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,107744,280,26,Praxedes,7,Bruno Conceição Praxedes,0.0,0.0,RBB,Praxedes,4,,,1.0,4.0,5.0,2.0,6.0,9.0,,,,,,,,,,,,
442,adriel,0.0,False,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,107748,284,26,Adriel,0,Adriel Vasconcelos Ramos,0.0,0.0,GRE,Adriel,1,,,,,,,,,,,,,,,,,,,,
443,nata,1.35,False,2.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5,107801,286,26,Natã,2,Natã Felipe de Amorim Santos,0.0,0.0,JUV,Natã,3,,,,2.0,1.0,,,,,,,,,,,,,,,
444,pierre,0.95,False,3.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,107812,356,26,Pierre,2,Pierre Wagner Oliveira dos Santos,0.0,0.0,FOR,Pierre,4,,,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,
445,fintelman,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,107859,287,26,Fintelman,0,Alexandre Fintelman de Mello Ribeiro da Silva,0.0,0.0,VIT,Fintelman,1,,,,,,,,,,,,,,,,,,,,
446,bobadilla,3.91,True,5.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,107873,276,26,Bobadilla,20,Damián Josué Bobadilla Benítez,2.0,-0.08,SAO,Bobadilla,4,,1.0,2.0,33.0,23.0,5.0,7.0,10.0,2.0,1.0,,,,,,,,,,
447,hugo,2.83,True,5.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,107908,264,26,Hugo,6,Hugo Ferreira de Farias,5.6,0.91,COR,Hugo,2,,,,6.0,3.0,1.0,1.0,4.0,,1.0,,1.0,,,,,,,,
448,fausto-vera,2.89,False,6.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,107950,282,26,Fausto Vera,11,Fausto Mariano Vera,0.0,0.0,CAM,F. Vera,4,,,2.0,16.0,13.0,,4.0,5.0,1.0,,,,,,,,,,,
449,carbonero,4.76,True,7.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7,107989,285,26,Carbonero,14,Johan Stiven Carbonero Balanta,10.4,1.0,INT,Carbonero,5,,,2.0,4.0,18.0,7.0,6.0,37.0,4.0,7.0,2.0,,1.0,,,,,,,
450,isidro-pitta,3.72,False,7.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5,108133,280,26,Isidro Pitta,16,Isidro Miguel Pitta Saldívar,0.0,0.0,RBB,I. Pitta,5,,1.0,3.0,1.0,14.0,3.0,6.0,9.0,6.0,7.0,,,,,,,,,,
451,gabriel-lacerda,0.0,False,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,108176,354,26,Gabriel Lacerda,0,Gabriel Santos Cordeiro Lacerda,0.0,0.0,CEA,G. Lacerda,3,,,,,,,,,,,,,,,,,,,,
452,david-ricardo,2.76,True,3.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2,108274,263,26,David Ricardo,12,David Ricardo Loiola da Silva,-0.8,-0.44,BOT,D. Ricardo,3,,,2.0,6.0,10.0,,2.0,5.0,1.0,,,4.0,,1.0,,,,,,
453,adonis-frias,1.8,False,5.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,108469,277,26,Adonis Frías,2,Adonis Uriel Frías,0.0,0.0,SAN,A. Frías,3,,,1.0,,3.0,,,1.0,,,,1.0,,,,,,,,
454,santi-moreno,2.5,False,6.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,108474,266,26,Santi Moreno,3,Santiago Moreno,0.0,0.0,FLU,S. Moreno,5,,,1.0,6.0,5.0,,,2.0,,,,,,,,,,,,
455,aravena,2.55,True,3.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,108548,284,26,Aravena,16,Alexander Ernesto Aravena Guzmán,0.2,-1.04,GRE,Aravena,5,,,1.0,6.0,5.0,1.0,4.0,6.0,3.0,1.0,,,1.0,,,,,,,
456,tapia,4.1,True,7.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,108588,276,26,Tapia,8,Gonzalo Andrés Tapia Dubournais,13.5,2.27,SAO,Tapia,5,,,3.0,1.0,8.0,2.0,5.0,13.0,3.0,2.0,,,,,,,,,,
457,garre,0.02,False,1.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,108671,267,26,Garré,8,Benjamín Antonio Garré,0.0,0.0,VAS,Garré,5,,,1.0,1.0,6.0,,,3.0,,,,,,,,,,,,
458,emiliano-martinez,3.14,False,5.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,108683,275,26,Emiliano Martínez,18,Emiliano Martínez Toranza,0.0,0.0,PAL,E. Martínez,4,,,2.0,29.0,19.0,4.0,5.0,8.0,1.0,,,,,,,,,,,
459,galeano,5.04,True,6.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,7,108713,354,26,Galeano,23,Antonio Javier Galeano Ferreira,1.3,-0.16,CEA,Galeano,5,,2.0,1.0,22.0,16.0,9.0,9.0,37.0,5.0,7.0,,,1.0,,,,,,,
460,plata,4.07,True,6.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7,109096,262,26,Plata,18,Gonzalo Jordy Plata Jiménez,2.7,0.31,FLA,Plata,5,,1.0,,21.0,14.0,6.0,5.0,12.0,3.0,2.0,,,,,,,,,,
461,kike-saverio,0.0,False,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,109138,287,26,Kike Saverio,0,Javier Enrique Delgado Saverio,0.0,0.0,VIT,K. Saverio,5,,,,,,,,,,,,,,,,,,,,
462,erick-pulga,6.08,False,8.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5,109401,265,26,Erick Pulga,16,Erick da Costa Farias,0.0,0.0,BAH,E. Pulga,5,,3.0,3.0,24.0,12.0,5.0,19.0,32.0,2.0,3.0,,,,,,,,,,
463,weverson,0.43,False,2.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,109426,356,26,Weverson,3,Weverson Moreira da Costa,0.0,0.0,FOR,Weverson,2,,,,1.0,5.0,,1.0,1.0,,,,,,,,,,,,
464,martinelli,2.89,True,6.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7,109573,266,26,Martinelli,21,Matheus Martinelli Lima,3.4,-0.56,FLU,Martinelli,4,,2.0,4.0,24.0,28.0,2.0,3.0,25.0,1.0,1.0,,,1.0,,,,,,1.0,
465,batalla,4.08,False,6.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,109899,286,26,Batalla,20,Emerson Geovanny Batalla Martínez - Enmerson,0.0,0.0,JUV,Batalla,5,,1.0,4.0,16.0,15.0,7.0,8.0,29.0,4.0,1.0,,,,,,,,,,
