,atletas.pontos_num,atletas.clube_id,atletas.posicao_id,atletas.media_num,atletas.entrou_em_campo,atletas.atleta_id,atletas.preco_num,atletas.foto,atletas.apelido_abreviado,atletas.status_id,atletas.slug,atletas.rodada_id,atletas.clube.id.full.name,atletas.variacao_num,atletas.nome,atletas.jogos_num,atletas.apelido,CA,DS,FC,FF,FS,G,I,A,FD,PS,FT,SG,V,CV,DE,DP,GS,PC,PP,GC
455,0.0,265,5,6.08,True,109401,8.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,E. Pulga,7,erick-pulga,22,BAH,-0.28,Erick da Costa Farias,16,Erick Pulga,3.0,24.0,12.0,19.0,32.0,2.0,3.0,3.0,5.0,,,,,,,,,,,
456,0.0,356,2,0.43,False,109426,2.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Weverson,6,weverson,22,FOR,0.0,Weverson Moreira da Costa,3,Weverson,,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,
457,-1.4,266,4,2.6,True,109573,5.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Martinelli,7,martinelli,22,FLU,-0.42,Matheus Martinelli Lima,19,Martinelli,4.0,20.0,23.0,2.0,23.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,1.0,,
458,4.2,286,5,4.16,True,109899,6.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Batalla,7,batalla,22,JUV,-0.75,Emerson Geovanny Batalla Martínez - Enmerson,19,Batalla,3.0,15.0,15.0,7.0,29.0,4.0,1.0,1.0,6.0,,,,,,,,,,,
459,0.0,284,4,1.41,False,109966,3.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Monsalve,5,monsalve,22,GRE,0.0,Miguel Ángel Monsalve Gonzáles - González,8,Monsalve,2.0,3.0,9.0,1.0,9.0,,,1.0,1.0,,,,,,,,,,,
460,0.0,280,4,0.0,False,110062,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,J. Neto,6,joao-neto,22,RBB,0.0,João Roberto Rota Neto,0,João Neto,,,,,,,,,,,,,,,,,,,,
461,0.0,264,4,2.28,False,110311,4.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,J. Martínez,5,jose-martinez,22,COR,0.0,José Andrés Martínez Torres,14,José Martínez,7.0,15.0,11.0,3.0,22.0,,1.0,1.0,2.0,,,,,,,,,1.0,,
462,4.9,285,2,5.88,True,110426,12.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Bernabéi,7,bernabei,22,INT,-0.1,Alexandro Ezequiel Bernabéi,16,Bernabéi,3.0,38.0,28.0,7.0,14.0,,1.0,4.0,5.0,,,2.0,,,,,,,,
463,3.5,275,6,6.5,True,110506,11.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,A. Ferreira,7,abel-ferreira,22,PAL,-0.86,Abel Fernando Moreira Ferreira,20,Abel Ferreira,,,,,,,,,,,,,13.0,,,,,,,
464,2.4,285,2,4.64,True,110510,7.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Aguirre,7,aguirre,22,INT,0.01,Braian Aguirre Nahuel,19,Aguirre,2.0,40.0,19.0,5.0,2.0,1.0,2.0,,,,1.0,4.0,,,,,,,,
465,0.0,2305,5,-0.6,False,110632,2.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,L. Filipe,6,luiz-filipe,22,MIR,0.0,Luiz Filipe dos Reis Silva,1,Luiz Filipe,,,2.0,,,,,,,,,,,,,,,,,
466,8.72,287,6,8.72,True,110703,10.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,R. Chagas,7,rodrigo-chagas,22,VIT,2.54,Rodrigo José Queiroz das Chagas,1,Rodrigo Chagas,,,,,,,,,,,,,1.0,,,,,,,
467,0.0,280,2,4.51,False,110715,6.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,A. Hurtado,5,andres-hurtado,22,RBB,0.0,José Andrés Hurtado Cheme,16,Andrés Hurtado,2.0,25.0,18.0,5.0,4.0,1.0,,,1.0,,,6.0,,1.0,,,,,,
468,1.4,280,3,1.73,True,110750,4.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,G. Marques,7,gustavo-marques,22,RBB,0.12,Gustavo Marques Alves dos Santos,6,Gustavo Marques,,4.0,3.0,2.0,7.0,,,,1.0,,,,,,,,,1.0,,
469,0.0,266,5,0.2,False,110759,6.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,J. Kennedy,6,john-kennedy,22,FLU,0.0,John Kennedy Batista de Souza,3,John Kennedy,,,1.0,,2.0,,1.0,,,,,,,,,,,,,
470,1.2,282,5,2.68,True,110760,6.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Biel,6,biel,22,CAM,-0.02,Gabriel Teixeira Aragão,6,Biel,,3.0,2.0,5.0,4.0,,,1.0,1.0,,,,,,,,,,,
471,5.35,356,6,5.29,True,110818,9.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,R. Paiva,7,renato-paiva,22,FOR,0.39,Renato Manuel Alves Paiva,17,Renato Paiva,,,,,,,,,,,,,5.0,,,,,,,
472,0.0,280,2,3.82,False,110909,6.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,G. Lopes,6,guilherme-lopes,22,RBB,0.0,Guilherme Lopes de Almeida,9,Guilherme Lopes,2.0,10.0,6.0,2.0,3.0,1.0,,1.0,,,,2.0,,,,,,,,1.0
473,0.0,356,4,0.0,False,111156,0.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,R. Santos,6,rodrigo-santos,22,FOR,0.0,Rodrigo Oliveira dos Santos,1,Rodrigo Santos,,,,,,,,,,,,,,,,,,,,
474,0.0,280,3,0.0,False,111246,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,A. Vinicius,6,alix-vinicius,22,RBB,0.0,Alix Vinicius de Souza Sampaio,0,Alix Vinicius,,,,,,,,,,,,,,,,,,,,
475,0.0,284,3,5.72,False,111309,8.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,G. Martins,5,gustavo-martins,22,GRE,0.0,Gustavo Martins de Souza Santos,6,Gustavo Martins,2.0,11.0,10.0,1.0,1.0,1.0,1.0,,3.0,,,2.0,,,,,,,,
476,8.6,286,4,5.01,True,111407,7.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,L. Mandaca,7,luis-mandaca,22,JUV,0.27,Luis Gustavo da Silva Machado Duarte,19,Luis Mandaca,1.0,36.0,28.0,12.0,30.0,2.0,2.0,,6.0,,1.0,,,,,,,,,
477,0.0,292,3,0.0,False,111465,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Renzo,6,renzo,22,SPT,0.0,Renzo Azevedo Pimentel de Moura,0,Renzo,,,,,,,,,,,,,,,,,,,,
478,0.0,285,3,6.29,False,111466,9.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,V. Gabriel,6,victor-gabriel,22,INT,0.0,Victor Gabriel da Conceição Ribeiro,8,Victor Gabriel,,16.0,9.0,1.0,2.0,2.0,,,1.0,,,2.0,,,,,,,,
479,4.39,282,6,4.39,True,111577,10.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,L. Gonçalves,7,lucas-goncalves,22,CAM,0.71,Lucas Gonçalves da Silva,1,Lucas Gonçalves,,,,,,,,,,,,,,,,,,,,
480,0.0,282,1,0.0,False,111582,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,G. Átila,6,gabriel-atila,22,CAM,0.0,Gabriel Átila Cardoso da Silva,0,Gabriel Átila,,,,,,,,,,,,,,,,,,,,
481,0.0,275,3,2.19,False,111594,4.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Micael,6,micael,22,PAL,0.0,Micael dos Santos Silva,9,Micael,2.0,6.0,15.0,,2.0,,,,1.0,,,3.0,,,,,,,,
482,0.0,267,4,0.85,False,111682,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Adson,5,adson,22,VAS,0.0,Adson Ferreira Soares,9,Adson,,3.0,1.0,,2.0,,,,2.0,,,,,,,,,,,
483,0.0,285,1,1.43,False,111683,3.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Anthoni,6,anthoni,22,INT,0.0,Anthoni Spier Souza,13,Anthoni,,,,,2.0,,,,,,,2.0,,,22.0,,21.0,,,
484,0.0,262,1,0.0,False,111690,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,M. Cunha,6,matheus-cunha,22,FLA,0.0,Matheus Cunha Queiroz,0,Matheus Cunha,,,,,,,,,,,,,,,,,,,,
485,0.0,356,4,0.0,False,111757,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,R. Guilherme,6,ryan-guilherme,22,FOR,0.0,Ryan Guilherme da Silva Pae,0,Ryan Guilherme,,,,,,,,,,,,,,,,,,,,
486,5.4,280,4,1.89,True,111760,3.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Fabinho,7,fabinho,22,RBB,0.33,Fábio Silva de Freitas,19,Fabinho,1.0,16.0,15.0,5.0,12.0,,,1.0,2.0,,,,,,,,,,,
487,1.4,265,5,1.8,True,111829,3.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Kayky,6,kayky,22,BAH,0.14,Kayky da Silva Chagas,15,Kayky,1.0,3.0,4.0,2.0,7.0,1.0,1.0,1.0,4.0,2.0,,,,,,,,,,
488,0.0,263,5,3.62,False,111831,5.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,M. Martins,6,matheus-martins,22,BOT,0.0,Matheus Martins Silva dos Santos,8,Matheus Martins,1.0,6.0,6.0,1.0,11.0,1.0,,,7.0,,,,,,,,,,,
489,0.0,275,2,5.5,False,111832,6.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Jefté,6,jefte,22,PAL,0.0,Jefté Vital da Silva Dias,1,Jefté,,,,,1.0,,,,,,,1.0,,,,,,,,
490,0.0,287,5,1.98,False,111951,4.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,R. López,5,renzo-lopez,22,VIT,0.0,Renzo López Patrón,8,Renzo López,2.0,3.0,7.0,2.0,5.0,1.0,2.0,,3.0,,,,,,,,,,,
491,0.0,284,1,-3.0,False,112616,3.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,G. Grando,6,gabriel-grando,22,GRE,0.0,Gabriel Hamester Grando,0,Gabriel Grando,,,,,,,,,,,,,,1.0,,,,,,
492,13.2,283,2,7.84,True,112709,11.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,K. Bruno,7,kaiki-bruno,22,CRU,1.06,Kaiki Bruno da Silva,20,Kaiki Bruno,6.0,55.0,42.0,11.0,26.0,,,3.0,5.0,,,10.0,,,,,,,,
493,0.8,275,5,2.05,True,112863,5.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,R. Sosa,6,ramon-sosa,22,PAL,-0.12,Ramón Sosa Acosta,8,Ramón Sosa,,,3.0,4.0,4.0,,1.0,2.0,1.0,1.0,,,,,,,,,,
494,3.9,275,4,2.55,True,112869,4.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,A. Moreno,7,anibal-moreno,22,PAL,0.29,Aníbal Ismael Moreno,15,Aníbal Moreno,3.0,25.0,12.0,5.0,4.0,,,,1.0,,,,,,,,,,,
495,-0.3,280,5,4.11,True,112886,7.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,L. Barbosa,7,lucas-barbosa,22,RBB,-0.27,Lucas Henrique Barbosa,19,Lucas Barbosa,4.0,29.0,36.0,13.0,23.0,1.0,6.0,2.0,11.0,,,,,1.0,,,,,,
496,0.0,286,4,0.85,False,112906,4.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Sforza,6,sforza,22,JUV,0.0,Juan Sebastián Sforza,2,Sforza,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
497,4.4,266,3,2.57,True,113034,4.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Freytes,7,freytes,22,FLU,0.43,Juan Pablo Freytes,18,Freytes,3.0,11.0,10.0,9.0,8.0,,1.0,,3.0,1.0,1.0,4.0,,1.0,,,,,,
498,0.0,356,4,1.62,False,113073,3.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,K. Andrade,6,kervin-andrade,22,FOR,0.0,Kervin Mario Andrade Navarro,7,Kervin Andrade,3.0,4.0,6.0,1.0,4.0,,1.0,1.0,2.0,,,,,,,,,,,
499,7.4,356,2,3.88,True,113078,7.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Mancuso,7,mancuso,22,FOR,0.15,Eros Nazareno Mancuso,12,Mancuso,2.0,20.0,10.0,5.0,13.0,,1.0,,1.0,,,2.0,,,,,,,,
500,4.1,275,5,5.95,True,113103,9.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,F. López,7,flaco-lopez,22,PAL,-1.88,José Manuel Alberto López,18,Flaco López,3.0,20.0,27.0,20.0,31.0,6.0,5.0,,6.0,2.0,,,,,,,,,,
501,4.2,280,2,2.55,True,113157,4.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,N. Mendes,7,nathan-mendes,22,RBB,0.13,Nathan Gabriel de Souza Mendes,10,Nathan Mendes,2.0,9.0,6.0,1.0,10.0,,,1.0,,,,1.0,,,,,,,,
502,0.0,283,5,1.37,False,113158,3.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Marquinhos,6,marquinhos,22,CRU,0.0,Marcus Vinícius Oliveira Alencar,14,Marquinhos,1.0,7.0,4.0,6.0,7.0,,,,2.0,,,,,,,,,,,
503,0.0,276,4,1.75,True,113359,4.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,P. Maia,7,pablo-maia,22,SAO,-1.82,Pablo Gonçalves Maia Fortunato,13,Pablo Maia,2.0,9.0,15.0,1.0,10.0,1.0,,,,,1.0,,,,,,,1.0,,
504,3.2,284,5,5.21,True,113397,9.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,C. Olivera,7,cristian-olivera,22,GRE,-0.18,Cristian Gonzalo Olivera Ibarra,14,Cristian Olivera,2.0,22.0,18.0,6.0,21.0,3.0,3.0,,7.0,,,,,,,,,,,
505,0.0,277,1,0.0,False,113690,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Diógenes,6,diogenes,22,SAN,0.0,Diógenes Vinícius da Silva,0,Diógenes,,,,,,,,,,,,,,,,,,,,
506,0.0,283,3,2.35,False,114334,4.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Gamarra,6,gamarra,22,CRU,0.0,Mateo Gamarra González,2,Gamarra,,4.0,1.0,,,,,,,,,,,,,,,1.0,,
507,0.0,283,5,0.0,True,114405,7.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Sinisterra,6,sinisterra,22,CRU,-0.81,Luis Fernando Sinisterra Lucumí,1,Sinisterra,,,,,,,,,,,,,,,,,,,,
508,0.0,262,3,5.0,False,114790,4.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Cleiton,6,cleiton,22,FLA,0.0,Cleiton Santana dos Santos,1,Cleiton,,,,,,,,,,,,1.0,,,,,,,,
509,13.8,275,5,6.46,True,114802,12.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,V. Roque,7,vitor-roque,22,PAL,0.21,Vitor Hugo Roque Ferreira,19,Vitor Roque,2.0,21.0,21.0,11.0,42.0,5.0,8.0,3.0,13.0,,,,,,,,,,,
510,0.0,277,4,0.0,False,115025,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Miguelito,6,miguelito,22,SAN,0.0,Miguel Àngel Terceros,0,Miguelito,,,,,,,,,,,,,,,,,,,,
511,1.2,267,5,1.2,True,115100,8.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,M. França,6,matheus-franca,22,VAS,-0.45,Matheus França de Oliveira,1,Matheus França,,,,,,,,,1.0,,,,,,,,,,,
512,0.8,267,3,2.48,True,115141,4.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,L. Freitas,7,lucas-freitas,22,VAS,-0.4,Lucas de Freitas Molarinho Chagas,15,Lucas Freitas,1.0,11.0,12.0,3.0,10.0,1.0,,,,1.0,,2.0,,,,,,1.0,,
513,7.6,280,4,4.69,True,115248,8.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,J. Jhon,7,jhon-jhon,22,RBB,-0.23,Jhonatan dos Santos Rosa,20,Jhon Jhon,4.0,14.0,17.0,9.0,36.0,4.0,2.0,3.0,6.0,,1.0,,,,,,,,,
514,2.5,354,3,4.13,True,115537,5.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,M. Victor,7,marcos-victor,22,CEA,-0.3,Marcos Victor Ferreira da Silva,3,Marcos Victor,,4.0,1.0,1.0,2.0,,1.0,,,,,1.0,,,,,,,,
515,0.8,354,4,0.07,True,115563,2.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Rodriguinho,6,rodriguinho,22,CEA,-0.15,Rodrigo Henrique Santos de Souza,3,Rodriguinho,,,2.0,1.0,,,,,,,,,,,,,,,,
516,0.0,286,5,1.25,False,115586,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,E. Galego,6,emerson-galego,22,JUV,0.0,Emerson Mendes de Carvalho,2,Emerson Galego,,1.0,,,2.0,,,,,,,,,,,,,,,
517,0.0,286,2,2.08,False,115594,3.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,M. Paulo,6,marcos-paulo,22,JUV,0.0,Marcos Paulo Lima Batista Silva,10,Marcos Paulo,4.0,13.0,13.0,1.0,4.0,,,,2.0,,,1.0,,,,,,1.0,,
518,0.0,282,1,1.9,False,115674,2.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,G. Delfim,6,gabriel-delfim,22,CAM,0.0,Gabriel Delfim Ferreira,1,Gabriel Delfim,,,,,,,,,,,,,,,3.0,,2.0,,,
519,0.0,262,4,2.65,True,115914,4.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,E. Araújo,6,evertton-araujo,22,FLA,-0.64,Everton Gustavo Fernandes Araújo,11,Evertton Araújo,1.0,11.0,13.0,1.0,8.0,1.0,,,4.0,,,,,,,,,,,
520,0.0,262,4,1.6,False,116012,3.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,M. Gonçalves,6,matheus-goncalves,22,FLA,0.0,Matheus Gonçalves Martins,4,Matheus Gonçalves,,3.0,1.0,,2.0,,,,1.0,,,,,,,,,,,
521,0.0,262,4,1.5,False,116034,4.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,V. Hugo,6,victor-hugo,22,FLA,0.0,Victor Hugo Gomes Silva,1,Victor Hugo,,1.0,,,,,,,,,,,,,,,,,,
522,0.0,263,2,6.37,False,116065,9.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Cuiabano,6,cuiabano,22,BOT,0.0,Luís Eduardo Soares da Silva,13,Cuiabano,2.0,13.0,10.0,4.0,10.0,2.0,1.0,1.0,1.0,,1.0,7.0,,,,,,,,
523,0.0,284,1,0.0,False,116067,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,T. Beltrame,6,thiago-beltrame,22,GRE,0.0,Thiago Beltrame Stallbaum,0,Thiago Beltrame,,,,,,,,,,,,,,,,,,,,
524,4.2,266,4,2.9,True,116447,6.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Hércules,7,hercules,22,FLU,-0.62,Hércules Pereira do Nascimento,17,Hércules,1.0,18.0,20.0,6.0,6.0,2.0,,,2.0,,1.0,,,,,,,,,
525,0.0,287,2,5.15,False,116461,7.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Jamerson,5,jamerson,22,VIT,0.0,Jamerson Santos de Jesus,12,Jamerson,,20.0,8.0,6.0,7.0,,1.0,2.0,5.0,,,2.0,,,,,,,,
526,0.0,356,3,0.0,False,116589,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,L. Gazal,6,lucas-gazal,22,FOR,0.0,Lucas Xavier Gazal,0,Lucas Gazal,,,,,,,,,,,,,,,,,,,,
527,0.0,267,5,4.6,False,116706,8.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,A. Gómez,6,andres-gomez,22,VAS,0.0,Carlos Andrés Gómez Hinestroza,1,Andrés Gómez,,,1.0,,,,1.0,1.0,,,,,,,,,,,,
528,0.0,2305,3,3.8,False,117061,4.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,G. Knesowitsch,6,gabriel-knesowitsch,22,MIR,0.0,Gabriel Knesowitsch,3,Gabriel Knesowitsch,,2.0,,,2.0,,,,2.0,,,1.0,,,,,,,,
529,0.0,280,5,1.58,False,117314,2.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,T. Borbas,6,thiago-borbas,22,RBB,0.0,Thiago Nicolás Borbas Silva,11,Thiago Borbas,3.0,2.0,6.0,3.0,5.0,1.0,,1.0,1.0,,,,,,,,,,,
530,0.0,267,3,0.0,False,117330,7.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,R. Renan,6,robert-renan,22,VAS,0.0,Robert Renan Alves Barbosa,0,Robert Renan,,,,,,,,,,,,,,,,,,,,
531,0.0,286,3,-2.3,False,117336,1.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Cipriano,6,cipriano,22,JUV,0.0,João Luiz da Silva Cipriano,2,Cipriano,1.0,,2.0,,,,,,,,,,,1.0,,,,,,
532,0.0,2305,5,0.0,False,117403,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,R. Marques,6,renato-marques,22,MIR,0.0,Renato Marques de Oliveira Júnior,0,Renato Marques,,,,,,,,,,,,,,,,,,,,
