,atletas.slug,atletas.preco_num,atletas.foto,atletas.clube.id.full.name,atletas.atleta_id,atletas.status_id,atletas.apelido_abreviado,atletas.pontos_num,atletas.apelido,atletas.clube_id,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.rodada_id,atletas.posicao_id,atletas.variacao_num,A,DS,FC,FD,FF,FS,V,I,CA,SG,DE,GS,G,CV,PP,PC,FT,DP,PS,GC
487,adson,4.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,111682,6,Adson,0.5,Adson,267,,True,2,0.25,Adson Ferreira Soares,2,4,-0.55,,,,,,1.0,,,,,,,,,,,,,,
488,anthoni,4.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,111683,7,Anthoni,6.3,Anthoni,285,,True,2,3.95,Anthoni Spier Souza,2,1,1.13,,,,,,,,,,1.0,3.0,1.0,,,,,,,,
489,matheus-cunha,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,111690,6,M. Cunha,0.0,Matheus Cunha,262,,False,0,0.0,Matheus Cunha Queiroz,2,1,0.0,,,,,,,,,,,,,,,,,,,,
490,fabinho,2.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,111760,6,Fabinho,1.3,Fabinho,280,,True,1,1.3,Fábio Silva de Freitas,2,4,-0.03,,,,,1.0,1.0,,,,,,,,,,,,,,
491,kayky,2.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,111829,6,Kayky,0.0,Kayky,265,,True,1,0.0,Kayky da Silva Chagas,2,5,-0.5,,,,,,,,,,,,,,,,,,,,
492,matheus-martins,5.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,111831,6,M. Martins,0.0,Matheus Martins,263,,False,1,1.5,Matheus Martins Silva dos Santos,2,5,0.0,,1.0,,,,2.0,,,1.0,,,,,,,,,,,
493,gabriel-grando,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,112616,6,G. Grando,0.0,Gabriel Grando,284,,False,0,0.0,Gabriel Hamester Grando,2,1,0.0,,,,,,,,,,,,,,,,,,,,
494,kaiki-bruno,6.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,112709,7,K. Bruno,6.3,Kaiki Bruno,283,,True,2,6.0,Kaiki Bruno da Silva,2,2,0.74,,6.0,1.0,,1.0,5.0,,,,,,,,,,,,,,
495,anibal-moreno,5.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,112869,6,A. Moreno,0.0,Aníbal Moreno,275,,True,1,0.0,Aníbal Ismael Moreno,2,4,-0.99,,,,,,,,,,,,,,,,,,,,
496,lucas-barbosa,8.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,112886,6,L. Barbosa,3.0,Lucas Barbosa,280,,True,2,6.0,Lucas Henrique Barbosa,2,5,-0.58,1.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,
497,sforza,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,112906,6,Sforza,0.0,Sforza,267,,False,0,0.0,Juan Sebastián Sforza,2,4,0.0,,,,,,,,,,,,,,,,,,,,
498,freytes,3.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,113034,7,Freytes,1.2,Freytes,266,,True,2,0.45,Juan Pablo Freytes,2,3,-0.12,,,1.0,1.0,,,,,,,,,,,,,,,,
499,kervin-andrade,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,113073,6,K. Andrade,0.0,Kervin Andrade,356,,False,0,0.0,Kervin Mario Andrade Navarro,2,4,0.0,,,,,,,,,,,,,,,,,,,,
500,mancuso,7.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,113078,6,Mancuso,3.7,Mancuso,356,,True,1,3.7,Eros Nazareno Mancuso,2,2,0.16,,3.0,1.0,,,1.0,,,1.0,,,,,,,,,,,
501,flaco-lopez,9.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,113103,6,F. López,9.7,Flaco López,275,,True,2,5.45,José Manuel Alberto López,2,5,1.5,,1.0,7.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,
502,nathan-mendes,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,113157,5,N. Mendes,0.0,Nathan Mendes,280,,False,0,0.0,Nathan Gabriel de Souza Mendes,2,2,0.0,,,,,,,,,,,,,,,,,,,,
503,marquinhos,5.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,113158,6,Marquinhos,0.0,Marquinhos,283,,True,2,0.6,Marcus Vinícius Oliveira Alencar,2,5,-0.88,,1.0,1.0,,,,,,,,,,,,,,,,,
504,pablo-maia,8.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,113359,5,P. Maia,0.0,Pablo Maia,276,,False,0,0.0,Pablo Gonçalves Maia Fortunato,2,4,0.0,,,,,,,,,,,,,,,,,,,,
505,cristian-olivera,6.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,113397,6,C. Olivera,0.0,Cristian Olivera,284,,False,1,1.3,Cristian Gonzalo Olivera Ibarra,2,5,0.0,,2.0,4.0,,,1.0,,,1.0,,,,,,,,,,,
506,lenny-lobato,3.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,113462,6,L. Lobato,0.0,Lenny Lobato,292,,True,2,1.35,Lenny Ivo Lobato Romanelli,2,5,-0.63,,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,
507,du-queiroz,2.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,113687,6,D. Queiroz,-0.3,Du Queiroz,292,,True,2,-0.65,Eduardo Santos Queiroz,2,4,-0.47,,,1.0,,,,,,,,,,,,,1.0,,,,
508,diogenes,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,113690,6,Diógenes,0.0,Diógenes,277,,False,0,0.0,Diógenes Vinícius da Silva,2,1,0.0,,,,,,,,,,,,,,,,,,,,
509,douglas-mendes,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,114311,6,D. Mendes,0.0,Douglas Mendes,280,,False,0,0.0,Douglas Mendes Moreira,2,3,0.0,,,,,,,,,,,,,,,,,,,,
510,gamarra,4.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,114334,7,Gamarra,1.5,Gamarra,283,,True,2,2.35,Mateo Gamarra González,2,3,-0.38,,4.0,1.0,,,,,,,,,,,,,1.0,,,,
511,cleiton,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,114790,6,Cleiton,0.0,Cleiton,262,,False,0,0.0,Cleiton Santana dos Santos,2,3,0.0,,,,,,,,,,,,,,,,,,,,
512,vitor-roque,12.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,114802,7,V. Roque,2.2,Vitor Roque,275,,True,2,4.2,Vitor Hugo Roque Ferreira,2,5,-1.52,,5.0,3.0,,1.0,4.0,,,1.0,,,,,,,,,,,
513,miguelito,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,115025,6,Miguelito,0.0,Miguelito,277,,False,0,0.0,Miguel Àngel Terceros,2,4,0.0,,,,,,,,,,,,,,,,,,,,
514,lucas-freitas,4.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,115141,6,L. Freitas,0.0,Lucas Freitas,267,,True,1,0.0,Lucas de Freitas Molarinho Chagas,2,3,-0.83,,,,,,,,,,,,,,,,,,,,
515,wesley,9.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,115239,7,Wesley,1.3,Wesley,262,,True,2,3.2,Wesley Vinícius França Lima,2,2,-1.24,,4.0,5.0,,,4.0,,1.0,,,,,,,,,,,,
516,naves,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,115246,6,Naves,0.0,Naves,275,,False,0,0.0,Kaiky Marques Naves,2,3,0.0,,,,,,,,,,,,,,,,,,,,
517,jhon-jhon,6.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,115248,7,J. Jhon,2.7,Jhon Jhon,280,,True,2,3.0,Jhonatan dos Santos Rosa,2,4,-0.29,,1.0,,1.0,1.0,5.0,,,,,,,,,,,,,,
518,romulo,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,115268,6,Rômulo,0.0,Rômulo,282,,False,0,0.0,Rômulo Helberte Pereira Junior,2,3,0.0,,,,,,,,,,,,,,,,,,,,
519,rwan-cruz,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,115404,6,R. Cruz,0.0,Rwan Cruz,263,,False,0,0.0,Rwan Philipe Rodrigues de Souza Cruz,2,5,0.0,,,,,,,,,,,,,,,,,,,,
520,marcos-victor,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,115537,6,M. Victor,0.0,Marcos Victor,354,,False,0,0.0,Marcos Victor Ferreira da Silva,2,3,0.0,,,,,,,,,,,,,,,,,,,,
521,rodriguinho,3.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,115563,6,Rodriguinho,-0.6,Rodriguinho,283,,True,1,-0.6,Rodrigo Henrique Santos de Souza,2,4,-0.88,,,2.0,,,,,,,,,,,,,,,,,
522,emerson-galego,2.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,115586,6,E. Galego,0.0,Emerson Galego,286,,True,1,0.0,Emerson Mendes de Carvalho,2,5,-0.5,,,,,,,,,,,,,,,,,,,,
523,marcos-paulo,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,115594,6,M. Paulo,0.0,Marcos Paulo,286,,False,0,0.0,Marcos Paulo Lima Batista Silva,2,2,0.0,,,,,,,,,,,,,,,,,,,,
524,gabriel-delfim,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,115674,6,G. Delfim,0.0,Gabriel Delfim,282,,False,0,0.0,Gabriel Delfim Ferreira,2,1,0.0,,,,,,,,,,,,,,,,,,,,
525,evertton-araujo,3.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,115914,6,E. Araújo,0.0,Evertton Araújo,262,,True,1,0.0,Everton Gustavo Fernandes Araújo,2,4,-0.66,,,,,,,,,,,,,,,,,,,,
526,lele,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,115915,6,Lelê,0.0,Lelê,354,,False,0,0.0,Leanderson da Silva Genésio,2,5,0.0,,,,,,,,,,,,,,,,,,,,
527,matheus-goncalves,4.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,116012,6,M. Gonçalves,0.0,Matheus Gonçalves,262,,False,1,3.2,Matheus Gonçalves Martins,2,4,0.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,
528,petterson,2.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,116025,7,Petterson,3.9,Petterson,286,,True,2,1.95,Petterson Novaes Reis,2,5,0.82,,1.0,,,3.0,,,,,,,,,,,,,,,
529,cuiabano,10.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,116065,6,Cuiabano,11.7,Cuiabano,263,,True,2,8.2,Luís Eduardo Soares da Silva,2,2,1.92,1.0,1.0,2.0,,,1.0,,,,2.0,,,,,,,,,,
530,gustavo-lacerda,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,116104,6,G. Lacerda,0.0,Gustavo Lacerda,2305,,False,0,0.0,Gustavo Henrique Lacerda Ferreira,2,1,0.0,,,,,,,,,,,,,,,,,,,,
531,hercules,8.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,116447,7,Hércules,8.6,Hércules,266,,True,2,4.55,Hércules Pereira do Nascimento,2,4,1.36,,5.0,3.0,,,1.0,,,1.0,,,,,,,,1.0,,,
532,jamerson,5.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,116461,6,Jamerson,2.6,Jamerson,287,,True,2,4.65,Jamerson Santos de Jesus,2,2,-0.2,,3.0,1.0,3.0,2.0,,,1.0,,,,,,,,,,,,
533,gabriel-souza,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,117044,6,G. Souza,0.0,Gabriel Souza,286,,False,0,0.0,Gabriel Souza dos Santos,2,2,0.0,,,,,,,,,,,,,,,,,,,,
534,gabriel-knesowitsch,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,117061,6,G. Knesowitsch,0.0,Gabriel Knesowitsch,2305,,False,0,0.0,Gabriel Knesowitsch,2,3,0.0,,,,,,,,,,,,,,,,,,,,
535,thiago-borbas,2.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,117314,6,T. Borbas,0.0,Thiago Borbas,280,,False,1,-0.3,Thiago Nicolás Borbas Silva,2,5,0.0,,,1.0,,,,,,,,,,,,,,,,,
536,cipriano,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,117336,5,Cipriano,0.0,Cipriano,286,,False,0,0.0,João Luiz da Silva Cipriano,2,3,0.0,,,,,,,,,,,,,,,,,,,,
537,otavio,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,117404,6,Otávio,0.0,Otávio,283,,False,0,0.0,Otávio Eleodoro Rezende Costa,2,1,0.0,,,,,,,,,,,,,,,,,,,,
538,leo-mana,2.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,117459,6,L. Maná,0.0,Léo Maná,264,,False,1,0.0,Leonardo Mana Hernandes,2,2,0.0,,,,,,,,,,,,,,,,,,,,
539,garro,23.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,117632,5,Garro,0.0,Garro,264,,False,0,0.0,Rodrigo Garro,2,4,0.0,,,,,,,,,,,,,,,,,,,,
540,pedro-caixinha,8.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,117711,7,P. Caixinha,5.88,Pedro Caixinha,277,,True,2,5.28,Pedro Miguel Faria Caixinha,2,6,0.36,,,,,,,,,,,,,,,,,,,,
541,young,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,117818,5,Young,0.0,Young,276,,False,0,0.0,Young Navarro Moraes,2,1,0.0,,,,,,,,,,,,,,,,,,,,
542,giovane,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,117849,6,Giovane,0.0,Giovane,264,,False,0,0.0,Giovane Santana do Nascimento,2,5,0.0,,,,,,,,,,,,,,,,,,,,
543,breno-bidon,9.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,117910,6,B. Bidon,4.1,Breno Bidon,264,,True,2,8.15,Breno de Souza Bidon,2,4,-0.5,1.0,6.0,9.0,1.0,1.0,8.0,,,1.0,,,,,,,,,,,
544,lavega,3.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,117930,6,Lavega,0.0,Lavega,266,,False,1,0.5,Joaquín Lavega Colzada,2,5,0.0,,,,,,1.0,,,,,,,,,,,,,,
545,iago,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,118090,6,Iago,0.0,Iago,262,,False,0,0.0,Iago Teodoro da Silva Nogueira,2,3,0.0,,,,,,,,,,,,,,,,,,,,
546,ronald,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,118238,6,Ronald,0.0,Ronald,284,,False,0,0.0,Ronald Cardoso Falkoski,2,4,0.0,,,,,,,,,,,,,,,,,,,,
547,rodriguinho,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,118563,5,Rodriguinho,0.0,Rodriguinho,276,,False,0,0.0,Rodrigo Huendra Almeida Mendonça,2,4,0.0,,,,,,,,,,,,,,,,,,,,
548,kevyson,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,118701,6,Kevyson,0.0,Kevyson,277,,False,0,0.0,Kevyson Costa e Silva,2,2,0.0,,,,,,,,,,,,,,,,,,,,
549,mateus-carvalho,5.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,118752,6,M. Carvalho,2.6,Mateus Carvalho,267,,True,1,2.6,Mateus Carvalho dos Santos,2,4,0.1,,2.0,3.0,,,1.0,,,,,,,,,,,,,,
550,jair,8.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,118758,7,Jair,7.8,Jair,263,,True,2,7.0,Jair Paula da Cunha Filho,2,3,1.0,,1.0,1.0,,1.0,4.0,,,,2.0,,,,,,,,,,
551,lautaro-diaz,5.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,118775,6,L. Díaz,1.2,Lautaro Díaz,283,,True,1,1.2,Lautaro Ariel Díaz,2,5,-0.57,,,,1.0,,,,,,,,,,,,,,,,
552,vitor-pernambuco,2.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,120566,6,V. Pernambuco,0.0,Vitor Pernambuco,286,,False,1,1.5,José Vitor Rodrigues da Silva dos Santos,2,5,0.0,,1.0,,,,,,,,,,,,,,,,,,
553,arthur-sousa,2.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,120856,6,A. Sousa,0.0,Arthur Sousa,292,,True,2,0.35,Arthur Sousa Araújo,2,5,-0.39,,,1.0,,,2.0,,,,,,,,,,,,,,
554,bruninho,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,121668,6,Bruninho,0.0,Bruninho,356,,False,0,0.0,Bruno César Pereira Silva,2,4,0.0,,,,,,,,,,,,,,,,,,,,
555,paulinho-silva,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,121766,6,P. Silva,0.0,Paulinho Silva,267,,False,0,0.0,Paulo Ricardo de Souza Babilônia,2,2,0.0,,,,,,,,,,,,,,,,,,,,
556,andre,3.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,121792,6,André,2.0,André,284,,True,2,1.65,André Henrique da Silva Martins,2,5,0.11,,,,1.0,2.0,1.0,,,,,,,,,,,,,,
557,kaue-rodrigues,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,121827,6,K. Rodrigues,0.0,Kauê Rodrigues,263,,False,0,0.0,Kauê Rodrigues Pessanha,2,4,0.0,,,,,,,,,,,,,,,,,,,,
558,janderson,3.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,121830,7,Janderson,-0.2,Janderson,287,,True,2,0.5,Janderson de Carvalho Costa,2,5,-0.7,,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,
559,ryan,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,122300,6,Ryan,0.0,Ryan,265,,False,0,0.0,Ryan Carlos Santos de Sousa,2,2,0.0,,,,,,,,,,,,,,,,,,,,
560,cristian,3.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,122302,6,Cristian,8.1,Cristian,2305,,True,1,8.1,Cristian Renato Gonçalves Riquelme,2,5,2.73,,,3.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,
561,dyogo-alves,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,122318,6,D. Alves,0.0,Dyogo Alves,262,,False,0,0.0,Francisco Dyogo Bento Alves,2,1,0.0,,,,,,,,,,,,,,,,,,,,
562,daniel-sales,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,122320,6,D. Sales,0.0,Daniel Sales,262,,False,0,0.0,Daniel dos Santos Sales,2,2,0.0,,,,,,,,,,,,,,,,,,,,
563,lorran,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,122321,6,Lorran,0.0,Lorran,262,,False,0,0.0,Lorran Lucas Pereira de Sousa,2,4,0.0,,,,,,,,,,,,,,,,,,,,
564,gustavinho,3.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,122394,6,Gustavinho,0.0,Gustavinho,280,,False,1,-0.6,Gustavo Ribeiro Neves,2,4,0.0,,,2.0,,,,,,,,,,,,,,,,,
565,ryan,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,122396,6,Ryan,0.0,Ryan,264,,False,0,0.0,Ryan Gustavo de Lima,2,4,0.0,,,,,,,,,,,,,,,,,,,,
566,luisao,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,122406,6,Luisão,0.0,Luisão,277,,False,0,0.0,Luis Fellipe Campos Dória,2,3,0.0,,,,,,,,,,,,,,,,,,,,
567,lucca,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,122420,6,Lucca,0.0,Lucca,285,,False,0,0.0,Lucca Holanda Sampaio Tavares,2,5,0.0,,,,,,,,,,,,,,,,,,,,
568,vinicius-lago,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,122458,6,V. Lago,0.0,Vinícius Lago,280,,False,0,0.0,Vinicius dos Santos Lago,2,2,0.0,,,,,,,,,,,,,,,,,,,,
569,rayan,4.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,122486,6,Rayan,1.2,Rayan,267,,True,1,1.2,Rayan Vitor Simplício Rocha,2,5,-0.4,,1.0,1.0,,,,,,,,,,,,,,,,,
