,atletas.slug,atletas.preco_num,atletas.foto,atletas.clube.id.full.name,atletas.atleta_id,atletas.status_id,atletas.apelido_abreviado,atletas.pontos_num,atletas.apelido,atletas.clube_id,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.rodada_id,atletas.posicao_id,atletas.variacao_num,A,DS,FC,FD,FF,FS,V,I,CA,SG,DE,GS,G,CV,PP,PC,FT,DP,PS,GC
159,soteldo,12.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,87258,6,Soteldo,1.2,Soteldo,277,,True,1,1.2,Yeferson Julio Soteldo Martínez,2,5,-2.06,,,,1.0,,2.0,,,1.0,,,,,,,,,,,
160,dionisio,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,87274,6,Dionísio,0.0,Dionísio,287,,False,0,0.0,Dionísio Pereira de Souza Neto,2,4,0.0,,,,,,,,,,,,,,,,,,,,
161,kannemann,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,87342,6,Kannemann,0.0,Kannemann,284,,False,0,0.0,Walter Kannemann,2,3,0.0,,,,,,,,,,,,,,,,,,,,
162,thaciano,7.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,87470,6,Thaciano,10.8,Thaciano,277,,True,2,5.4,Thaciano Mickael da Silva,2,4,2.1,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,
163,neto-moura,3.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,87742,7,N. Moura,0.9,Neto Moura,2305,,True,2,0.55,Antônio Francisco Moura Neto,2,4,-0.34,,1.0,3.0,,,1.0,,,,,,,,,,,,,,
164,yago-felipe,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,87747,6,Y. Felipe,0.0,Yago Felipe,265,,False,0,0.0,Yago Felipe da Costa Rocha,2,4,0.0,,,,,,,,,,,,,,,,,,,,
165,philipe-sampaio,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,87808,6,P. Sampaio,0.0,Philipe Sampaio,263,,False,0,0.0,Philipe Sampaio Azevedo,2,3,0.0,,,,,,,,,,,,,,,,,,,,
166,mauricio-lemos,5.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,87853,7,M. Lemos,0.0,Mauricio Lemos,267,,False,1,1.5,Paolo Mauricio Lemos Merladett,2,3,0.0,,1.0,,,,,,,,,,,,,,,,,,
167,arrascaeta,18.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,87863,7,Arrascaeta,11.8,Arrascaeta,262,,True,1,11.8,Giorgian Daniel de Arrascaeta Benedetti,2,4,1.4,,2.0,,,1.0,,,,,,,,1.0,,,,,,,
168,gustavo-scarpa,14.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,87999,7,G. Scarpa,3.8,Gustavo Scarpa,282,,True,2,5.15,Gustavo Henrique Furtado Scarpa,2,4,-1.34,1.0,,1.0,1.0,3.0,4.0,,,,,,,,,,,,,,
169,ramon-menezes,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,88087,5,R. Menezes,0.0,Ramon Menezes,354,,False,0,0.0,Ramon Menezes Roma,2,3,0.0,,,,,,,,,,,,,,,,,,,,
170,ivan,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,88136,6,Ivan,0.0,Ivan,285,,False,0,0.0,Ivan Quaresma da Silva,2,1,0.0,,,,,,,,,,,,,,,,,,,,
171,junior-alonso,6.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,88312,7,J. Alonso,7.5,Junior Alonso,282,,True,2,3.75,Júnior Osmar Ignacio Alonso Mujica,2,3,1.33,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,
172,angel-romero,6.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,88323,2,Ã. Romero,-0.3,Ángel Romero,264,,True,2,0.6,Ángel Rodrigo Romero Villamayor,2,5,-1.21,,1.0,1.0,,,,,,,,,,,,,,,,,
173,ayrton-lucas,7.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,88393,6,A. Lucas,0.0,Ayrton Lucas,262,,False,1,0.0,Ayrton Lucas Dantas de Medeiros,2,2,0.0,,,,,,,,,,,,,,,,,,,,
174,aderlan,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,88423,5,Aderlan,0.0,Aderlan,277,,False,0,0.0,Aderlan de Lima Silva,2,2,0.0,,,,,,,,,,,,,,,,,,,,
175,walace,4.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,88479,7,Walace,0.0,Walace,283,,False,1,-0.1,Walace Souza Silva,2,4,0.0,,1.0,2.0,,,,,,1.0,,,,,,,,,,,
176,leonardo-jardim,8.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,88963,7,L. Jardim,3.23,Leonardo Jardim,283,,True,2,5.41,José Leonardo Nunes Alves Sousa Jardim,2,6,-0.54,,,,,,,1.0,,,,,,,,,,,,,
177,hector-hernandez,5.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,89048,6,H. Hernández,0.0,Héctor Hernández,264,,True,2,5.15,Héctor José Hernández Marrero,2,5,-1.02,,1.0,,,1.0,,,,,,,,1.0,,,,,,,
178,gerson,12.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,89256,7,Gerson,3.9,Gerson,262,,True,1,3.9,Gerson Santos da Silva,2,4,-0.76,,,,2.0,,3.0,,,,,,,,,,,,,,
179,joao-pedro,5.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,89273,6,J. Pedro,-0.3,João Pedro,284,,True,1,-0.3,João Pedro Maturano dos Santos,2,2,-1.27,,,1.0,,,,,,,,,,,,,,,,,
180,william,16.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,89275,7,William,7.5,William,283,,True,2,13.4,Willian de Asevedo Furtado,2,2,-0.74,2.0,10.0,4.0,,2.0,3.0,,1.0,,,,,,,,,,,,
181,matheus-sales,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,89285,6,M. Sales,0.0,Matheus Sales,2305,,False,0,0.0,Matheus de Sales Cabral,2,4,0.0,,,,,,,,,,,,,,,,,,,,
182,braithwaite,18.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,89368,6,Braithwaite,0.0,Braithwaite,284,,False,0,0.0,Martin Christensen Braithwaite,2,5,0.0,,,,,,,,,,,,,,,,,,,,
183,igor-rabello,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,89493,6,I. Rabello,0.0,Igor Rabello,282,,False,0,0.0,Igor Rabello da Costa,2,3,0.0,,,,,,,,,,,,,,,,,,,,
184,thiago-maia,4.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,89637,6,T. Maia,0.0,Thiago Maia,285,,False,1,-0.3,Thiago Maia Alencar,2,4,0.0,,,1.0,,,,,,,,,,,,,,,,,
185,iury-castilho,5.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,89695,7,I. Castilho,2.0,Iury Castilho,2305,,True,2,2.0,Iury Lirio Freitas de Castilho,2,5,-0.28,,,1.0,,,9.0,,2.0,,,,,,,,,,,,
186,calleri,5.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,89840,3,Calleri,-3.3,Calleri,276,,True,2,-3.0,Jonathan Calleri,2,5,-1.84,,,2.0,,2.0,,,,,,,,,1.0,1.0,,,,,
187,cristaldo,8.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,89846,7,Cristaldo,0.8,Cristaldo,284,,True,1,0.8,Franco Cristaldo,2,4,-1.37,,,,,1.0,,,,,,,,,,,,,,,
188,dodi,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,89883,7,Dodi,0.0,Dodi,284,,False,0,0.0,Douglas Moreira Fagundes,2,4,0.0,,,,,,,,,,,,,,,,,,,,
189,bruno-pacheco,7.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,90061,6,B. Pacheco,2.5,Bruno Pacheco,356,,True,1,2.5,Bruno de Jesus Pacheco,2,2,-0.43,,1.0,,,,2.0,,,,,,,,,,,,,,
190,bruno-henrique,9.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,90285,7,B. Henrique,10.0,Bruno Henrique,262,,True,2,7.0,Bruno Henrique Pinto,2,5,1.51,,1.0,,1.0,3.0,2.0,,1.0,,,,,1.0,,,,,,,
191,juninho,6.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,90307,6,Juninho,7.3,Juninho,262,,True,2,6.0,Olávio Vieira dos Santos Júnior,2,5,1.08,,2.0,3.0,2.0,2.0,,,1.0,,,,,,,,,2.0,,,
192,david,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,90309,5,David,0.0,David,267,,False,0,0.0,David Correa da Fonseca,2,5,0.0,,,,,,,,,,,,,,,,,,,,
193,rezende,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,90449,6,Rezende,0.0,Rezende,265,,False,0,0.0,Júlio César de Rezende Miranda,2,4,0.0,,,,,,,,,,,,,,,,,,,,
194,caique,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,90588,6,Caíque,0.0,Caíque,286,,False,0,0.0,Caique de Jesus Gonçalves,2,4,0.0,,,,,,,,,,,,,,,,,,,,
195,matheuzinho,10.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,90703,7,Matheuzinho,3.5,Matheuzinho,287,,True,1,3.5,Matheus Martins Fogaça de Paulo,2,4,-0.57,,1.0,,,,4.0,,,,,,,,,,,,,,
196,fabricio-bruno,8.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,90768,7,F. Bruno,1.7,Fabrício Bruno,283,,True,2,1.55,Fabrício Bruno Soares de Faria,2,3,-0.89,,2.0,3.0,,,2.0,,,,,,,,,,,,,,
197,carlos-eduardo,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,90917,6,C. Eduardo,0.0,Carlos Eduardo,287,,False,0,0.0,Carlos Eduardo Ferreira de Souza,2,5,0.0,,,,,,,,,,,,,,,,,,,,
198,ze-marcos,3.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,90943,7,Z. Marcos,0.0,Zé Marcos,287,,True,2,1.2,José Marcos Alves Luis,2,3,-0.61,,2.0,2.0,,,,,,,,,,,,,,,,,
199,ronaldo,4.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,91101,7,Ronaldo,1.9,Ronaldo,265,,True,2,2.9,Ronaldo de Oliveira Strada,2,1,-0.2,,,,,,2.0,,,,,6.0,3.0,,,,,,,,
200,fernandinho,5.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,91130,7,Fernandinho,5.2,Fernandinho,354,,True,2,4.3,Fernando José Marques Maciel,2,5,0.6,,4.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,
201,eder,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,91203,6,Éder,0.0,Éder,354,,False,0,0.0,Éder Ferreira Graminho,2,3,0.0,,,,,,,,,,,,,,,,,,,,
202,erick-pulgar,7.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,91473,7,E. Pulgar,1.4,Erick Pulgar,262,,True,2,1.4,Erick Antonio Pulgar Farfán,2,4,-0.74,,2.0,7.0,2.0,,1.0,,,1.0,,,,,,,,,,,
203,rodrigo-sam,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,91509,5,R. Sam,0.0,Rodrigo Sam,286,,False,0,0.0,Rodrigo Eduardo da Silva,2,3,0.0,,,,,,,,,,,,,,,,,,,,
204,arboleda,8.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,91573,7,Arboleda,5.5,Arboleda,276,,True,2,6.05,Robert Abel Arboleda Escobar,2,3,0.13,,1.0,1.0,,,2.0,,1.0,,2.0,,,,,,,,,,
205,rony,13.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,91607,7,Rony,6.6,Rony,282,,True,2,9.05,Ronielson da Silva Barbosa,2,5,-0.35,,4.0,4.0,2.0,2.0,3.0,,2.0,,,,,1.0,,,,,,,
206,dudu-vieira,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,91627,6,D. Vieira,0.0,Dudu Vieira,286,,False,0,0.0,Carlos Eduardo de Souza Vieira,2,4,0.0,,,,,,,,,,,,,,,,,,,,
207,igor-carius,7.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,91639,6,I. Cariús,6.1,Igor Cariús,292,,True,2,6.4,Igor Aquino da Silva,2,2,0.62,,4.0,2.0,,,5.0,,1.0,,1.0,,,,,,,,,,
208,marlon,5.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,91706,6,Marlon,0.0,Marlon,283,,True,1,0.0,Marlon Rodrigues Xavier,2,2,-1.16,,,,,,,,,,,,,,,,,,,,
209,david-duarte,4.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,91772,6,D. Duarte,4.2,David Duarte,265,,True,1,4.2,David de Duarte Macedo,2,3,0.84,,3.0,1.0,,,,,,,,,,,,,,,,,
210,caique-franca,5.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,91808,7,C. França,0.6,Caíque França,292,,True,2,4.75,Caíque França Godoy,2,1,-0.88,,,,,,,,,,1.0,5.0,2.0,,,,,,,,
211,ze-ivaldo,6.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,91866,7,Z. Ivaldo,7.2,Zé Ivaldo,277,,True,2,3.6,José Ivaldo Almeida Silva,2,3,1.25,,4.0,1.0,,2.0,,,1.0,,,,,,,,,,,,
212,pavon,4.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,91908,7,Pavón,-0.3,Pavón,284,,True,2,0.0,Cristian David Pavón,2,5,-0.9,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,
213,ramon-diaz,9.76,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,92075,7,R. Díaz,8.62,Ramón Díaz,264,,True,2,6.26,Ramón Ángel Díaz,2,6,1.03,,,,,,,1.0,,,,,,,,,,,,,
214,giovanny,2.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,92085,6,Giovanny,0.5,Giovanny,286,,True,1,0.5,Giovanny Bariani Marques,2,5,-0.32,,,,,,1.0,,,,,,,,,,,,,,
215,lyanco,6.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,92087,3,Lyanco,3.1,Lyanco,282,,True,2,3.55,Lyanco Evangelista Silveira Neves Vojnovic,2,3,-0.23,,3.0,3.0,1.0,,1.0,,2.0,,1.0,,,,1.0,,,,,,
216,juninho,3.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,92182,2,Juninho,0.0,Juninho,285,,False,1,-1.3,José Carlos Ferreira Júnior,2,3,0.0,,,1.0,,,,,,1.0,,,,,,,,,,,
217,rodrigo-ely,5.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,92237,6,R. Ely,0.0,Rodrigo Ely,284,,False,1,1.2,Rodrigo Ely,2,3,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,
218,andre-ramalho,6.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,92440,6,A. Ramalho,6.7,André Ramalho,264,,True,2,3.35,André Ramalho Silva,2,3,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,
219,renato-kayzer,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,92696,6,R. Kayzer,0.0,Renato Kayzer,287,,False,0,0.0,Renato Kayzer de Souza,2,5,0.0,,,,,,,,,,,,,,,,,,,,
220,deyverson,6.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,92708,6,Deyverson,4.4,Deyverson,356,,True,2,2.2,Deyverson Brum Silva Acosta,2,5,0.39,,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,
221,bruno-rodrigues,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,92811,6,B. Rodrigues,0.0,Bruno Rodrigues,275,,False,0,0.0,Bruno Rafael Rodrigues do Nascimento,2,5,0.0,,,,,,,,,,,,,,,,,,,,
222,borre,15.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,92854,2,Borré,7.9,Borré,285,,True,2,4.0,Rafael Santos Borré Maury,2,5,-0.05,,,1.0,,,1.0,,2.0,,,,,1.0,,,,,,,
223,ronaldo,4.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,92981,6,Ronaldo,5.7,Ronaldo,285,,True,2,2.7,Ronaldo da Silva Souza Guerrero,2,4,0.98,,3.0,1.0,1.0,,,,,,,,,,,,,,,,
224,rafael-ramos,3.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,93236,6,R. Ramos,0.0,Rafael Ramos,354,,False,1,1.5,Rafael António Figueiredo Ramos,2,2,0.0,,1.0,,,,,,,,,,,,,,,,,,
225,joao-basso,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,93372,6,J. Basso,0.0,João Basso,277,,False,0,0.0,João Othávio Basso,2,3,0.0,,,,,,,,,,,,,,,,,,,,
226,wanderson,7.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,93478,7,Wanderson,3.1,Wanderson,283,,True,2,2.55,Wanderson Maciel Sousa Campos,2,5,-0.21,,1.0,1.0,,,2.0,,1.0,,,,,,,,,1.0,,,
227,bruno-tubarao,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,93637,6,B. Tubarão,0.0,Bruno Tubarão,354,,False,0,0.0,Bruno Nunes de Barros,2,2,0.0,,,,,,,,,,,,,,,,,,,,
228,paulo-henrique,10.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,93716,7,P. Henrique,0.0,Paulo Henrique,267,,False,1,14.1,Paulo Henrique de Oliveira Alves,2,2,0.0,,10.0,3.0,,,,,,,,,,,,,,,,,
229,marlon-freitas,6.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,93790,7,M. Freitas,0.0,Marlon Freitas,263,,True,2,-0.15,Marlon Rodrigues Freitas,2,4,-1.12,,,1.0,,,,,,,,,,,,,,,,,
230,keiller,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,93834,6,Keiller,0.0,Keiller,354,,False,0,0.0,Keiller da Silva Nunes,2,1,0.0,,,,,,,,,,,,,,,,,,,,
231,marcao,5.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,93879,7,Marcão,3.2,Marcão,286,,True,2,7.35,Marcos Venicius Santos Miranda - Vinícius,2,1,-0.13,,,,,,,,,,1.0,9.0,2.0,,,,,,,,
232,cleiton,5.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,93882,7,Cleiton,0.6,Cleiton,280,,True,2,1.9,Cleiton Schwengber,2,1,-0.73,,,,,,,,,,,6.0,4.0,,,,,,,,
233,breno-lopes,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,93988,5,B. Lopes,0.0,Breno Lopes,356,,False,0,0.0,Breno Henrique Vasconcelos Lopes,2,5,0.0,,,,,,,,,,,,,,,,,,,,
234,john,13.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,94044,7,John,8.9,John,263,,True,2,8.9,John Victor Maciel Furtado,2,1,0.44,,,,,,,,,,2.0,6.0,,,,,,,,,
235,matheus-fernandes,5.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,94067,7,M. Fernandes,1.7,Matheus Fernandes,280,,True,2,1.5,Matheus Fernandes Siqueira,2,4,-0.31,,3.0,5.0,,,2.0,,,1.0,,,,,,,,,,,
236,maycon,4.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,94154,6,Maycon,1.5,Maycon,264,,True,2,2.25,Maycon de Andrade Barberan,2,4,-0.36,,3.0,,,,,,,,,,,,,,,,,,
237,diego-pituca,6.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,94156,6,D. Pituca,7.8,Diego Pituca,277,,True,2,3.9,Diego Cristiano Evaristo,2,4,1.41,,,,,1.0,,,,1.0,,,,1.0,,,,,,,
238,guilherme,7.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,94207,7,Guilherme,7.5,Guilherme,277,,True,2,7.25,Guilherme Augusto Vieira dos Santos,2,5,0.98,,5.0,1.0,2.0,5.0,2.0,,1.0,,,,,,,,,,,,
239,matheus-babi,3.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,94444,6,M. Babi,-0.1,Matheus Babi,286,,True,1,-0.1,Matheus Barcelos da Silva,2,5,-0.7,,,,,,,,1.0,,,,,,,,,,,,
240,raphael-veiga,17.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,94509,7,R. Veiga,1.9,Raphael Veiga,275,,True,2,4.15,Raphael Cavalcante Veiga,2,4,-2.3,,2.0,3.0,2.0,1.0,4.0,,,,,,,,,,,,,1.0,
