,atletas.apelido_abreviado,atletas.preco_num,atletas.status_id,atletas.foto,atletas.apelido,atletas.rodada_id,atletas.posicao_id,atletas.slug,atletas.clube.id.full.name,atletas.variacao_num,atletas.atleta_id,atletas.clube_id,atletas.pontos_num,atletas.media_num,atletas.jogos_num,atletas.entrou_em_campo,atletas.nome,CA,DS,FC,FD,FS,SG,FF,A,G,I,PC,V,FT,DE,DP,GS,CV,PS,PP,GC
643,Micael,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Micael,20,5,micael,SPT,0.0,137375,292,0.0,0.0,0,False,Micael de Barros Viturino,,,,,,,,,,,,,,,,,,,,
644,K. Kenji,1.11,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Kaique Kenji,20,5,kaique-kenji,CRU,0.0,137542,283,0.0,0.5,1,False,Kaique Kenji Takamura Correa,,,,,1.0,,,,,,,,,,,,,,,
645,C. Sampaio,4.05,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Clayton Sampaio,20,3,clayton-sampaio,INT,-0.39,137618,285,0.8,2.93,6,True,Clayton Sampaio Pereira,2.0,7.0,7.0,2.0,,1.0,1.0,,,,,,1.0,,,,,,,
646,Palacios,1.7,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Palacios,20,3,palacios,RBB,0.0,138021,280,0.0,1.3,2,False,Sergio Stevan Palacios Zapata,2.0,,3.0,,1.0,1.0,,,,,,,,,,,,,,
647,F. Teresa,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Felipe Teresa,20,5,felipe-teresa,FLA,0.0,139000,262,0.0,0.0,0,False,Felipe Gabriel Cunha Teresa,,,,,,,,,,,,,,,,,,,,
648,Figueiredo,2.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Figueiredo,20,4,figueiredo,PAL,0.0,139001,275,0.0,0.0,0,False,Vitor dos Santos Figueiredo,,,,,,,,,,,,,,,,,,,,
649,F. Luís,12.86,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Filipe Luís,20,6,filipe-luis,FLA,0.08,139076,262,7.53,7.26,19,True,Filipe Luís Kasmirski,,,,,,,,,,,,13.0,,,,,,,,
650,P. Kauã,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Pedro Kauã,20,3,pedro-kaua,INT,0.0,139200,285,0.0,0.0,0,False,Pedro Kauã Rodrigues Machado,,,,,,,,,,,,,,,,,,,,
651,K. Prates,2.77,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Kauã Prates,20,2,kaua-prates,CRU,0.05,139345,283,1.6,3.1,2,True,Kauã Prates de Almeida,1.0,2.0,4.0,,1.0,1.0,,,,1.0,,,,,,,,,,
652,C. Maia,2.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Caio Maia,20,5,caio-maia,CAM,0.0,139455,282,0.0,0.0,0,False,Caio da Silva Maia,,,,,,,,,,,,,,,,,,,,
653,J. Marcelo,3.46,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,João Marcelo,20,5,joao-marcelo,CAM,0.0,140364,282,0.0,1.51,7,False,João Marcelo Soares de Freitas,,1.0,3.0,3.0,,,2.0,1.0,,2.0,,,,,,,,,,
654,L. Meirelles,1.09,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Luca Meirelles,20,5,luca-meirelles,SAN,-0.18,140365,277,0.0,0.32,7,True,Luca Oliveira Meirelles,,1.0,1.0,,,,,,,,,,,,,,,1.0,,
655,R. Felipe,3.81,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Riquelme Felipe,20,5,riquelme-felipe,FLU,0.0,140484,266,0.0,0.33,3,False,Riquelme Felipe Silva de Almeida,,,1.0,,1.0,,1.0,,,,,,,,,,,,,
656,Isaque,2.26,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Isaque,20,4,isaque,FLU,0.0,140485,266,0.0,3.5,1,False,Isaque Severino Silva,,2.0,,,1.0,,,,,,,,,,,,,,,
657,J. Victor,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,João Victor,20,3,joao-victor,FLA,0.0,140492,262,0.0,0.0,0,False,João Victor de Souza Cunha,,,,,,,,,,,,,,,,,,,,
658,J. Alves,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,João Alves,20,4,joao-alves,FLA,0.0,140494,262,0.0,0.0,0,False,João Victor Alves Ferreira,,,,,,,,,,,,,,,,,,,,
659,R. Francisco,3.62,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Ryan Francisco,20,5,ryan-francisco,SAO,0.0,140542,276,0.0,2.69,7,False,Ryan Francisco Rodrigues dos Santos Silva,,,4.0,,5.0,,2.0,,2.0,1.0,,,,,,,,,,
660,D. Gomes,2.28,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Davi Gomes,20,5,davi-gomes,RBB,0.0,140906,280,0.0,2.5,2,False,Davi Gomes de Alvarenga,,1.0,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,
661,K. Borges,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Kaio Borges,20,2,kaio-borges,FLU,0.0,141039,266,0.0,0.0,0,False,Kaio Borges Correa,,,,,,,,,,,,,,,,,,,,
662,D. Schuindt,1.24,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Davi Schuindt,20,3,davi-schuindt,FLU,-0.02,141040,266,0.5,0.7,2,True,Davi Duarte Schuindt,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
663,F. Vieira,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Felipe Vieira,20,3,felipe-vieira,FLA,0.0,141078,262,0.0,0.0,0,False,Felipe Vieira da Silva,,,,,,,,,,,,,,,,,,,,
664,R. Lobato,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Rafael Lobato,20,5,rafael-lobato,BOT,0.0,141083,263,0.0,0.0,0,False,Rafael Genuino Lobato,,,,,,,,,,,,,,,,,,,,
665,K. Branco,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Kauã Branco,20,3,kaua-branco,BOT,0.0,141084,263,0.0,0.0,0,False,Kauã Oliveira Branco,,,,,,,,,,,,,,,,,,,,
666,Robert,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Robert,20,1,robert,CAM,0.0,141125,282,0.0,0.0,0,False,Robert Pinto Alves Assunção,,,,,,,,,,,,,,,,,,,,
667,Z. Phelipe,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Zé Phelipe,20,4,ze-phelipe,CAM,0.0,141138,282,0.0,0.0,0,False,José Phelipe dos Santos Dutra,,,,,,,,,,,,,,,,,,,,
668,Davi,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Davi,20,1,davi,SPT,0.0,141145,292,0.0,0.0,0,False,Davi Medeiros Serrano Lira,,,,,,,,,,,,,,,,,,,,
669,Rafinha,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Rafinha,20,3,rafinha,SPT,0.0,141150,292,0.0,0.0,0,False,Rafael Lima da Silva,,,,,,,,,,,,,,,,,,,,
670,Felipinho,3.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Felipinho,20,2,felipinho,SPT,0.0,141151,292,0.0,0.0,0,False,Felipe Gabriel dos Santos Silva,,,,,,,,,,,,,,,,,,,,
671,Riquelme,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Riquelme,20,3,riquelme,SPT,0.0,141153,292,0.0,0.0,0,False,Riquelme Felipe da Silva de Oliveira,,,,,,,,,,,,,,,,,,,,
672,F. Gabriel,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Felype Gabriel,20,3,felype-gabriel,SPT,0.0,141154,292,0.0,0.0,0,False,Felype Gabriel Alencar Carvalho,,,,,,,,,,,,,,,,,,,,
673,Adriel,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Adriel,20,4,adriel,SPT,0.0,141156,292,0.0,0.0,0,False,Adriel Gomes do Nascimento,,,,,,,,,,,,,,,,,,,,
674,Breno,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Breno,20,4,breno,SPT,0.0,141158,292,0.0,0.0,0,False,Breno José da Silva Santos,,,,,,,,,,,,,,,,,,,,
675,Z. Lucas,5.26,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Zé Lucas,20,4,ze-lucas,SPT,-0.06,141160,292,2.6,3.13,15,True,José Lucas Gomes da Silva,2.0,25.0,18.0,4.0,18.0,,4.0,,,2.0,,,,,,,,,,
676,Gago,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Gago,20,4,gago,SPT,0.0,141161,292,0.0,0.0,0,False,Luiz Henrique Duarte Batista,,,,,,,,,,,,,,,,,,,,
677,Jefinho,1.99,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Jefinho,20,4,jefinho,SPT,0.0,141162,292,0.0,2.8,1,False,Jefferson Borges do Nascimento,,1.0,,,1.0,,1.0,,,,,,,,,,,,,
678,Huguinho,2.01,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Huguinho,20,4,huguinho,BOT,0.0,141400,263,0.0,0.5,1,False,Victor Hugo Custódio de Melo Moura,,,1.0,,,,1.0,,,,,,,,,,,,,
679,K. Queiroz,3.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Kayke Queiroz,20,5,kayke-queiroz,BOT,0.0,141401,263,0.0,0.0,0,False,Kayke Gouvêa Queiroz,,,,,,,,,,,,,,,,,,,,
680,Avellar,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Avellar,20,2,avellar,VAS,0.0,141405,267,0.0,0.0,0,False,Riquelme Avellar da Silva Fortes,,,,,,,,,,,,,,,,,,,,
681,F. Lippert,1.5,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Fredi Lippert,20,3,fredi-lippert,BAH,0.0,141419,265,0.0,1.7,1,False,Frederico Lippert Neto Gomes,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
682,G. Cintra,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Gustavo Cintra,20,3,gustavo-cintra,FLU,0.0,141433,266,0.0,0.0,0,False,Gustavo Cintra Rocha,,,,,,,,,,,,,,,,,,,,
683,Allan,4.63,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Allan,20,4,allan,PAL,0.08,141451,275,2.3,2.9,12,True,Allan Andrade Elias,,16.0,3.0,1.0,6.0,,3.0,,1.0,,,,,,,,1.0,,,
684,Thalys,0.97,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Thalys,20,5,thalys,PAL,0.0,141452,275,0.0,0.25,2,False,Thalys Henrique Gomes de Araújo,,,,,1.0,,,,,,,,,,,,,,,
685,Atencio,3.29,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Atencio,20,4,atencio,SPT,0.0,141453,292,0.0,0.99,11,False,Rodrigo Uriel Atencio,1.0,1.0,4.0,2.0,3.0,,6.0,,,,,,1.0,,,,,,,
686,Pablo,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Pablo,20,2,pablo,INT,0.0,141467,285,0.0,0.0,0,False,Pablo Pereira da Costa,,,,,,,,,,,,,,,,,,,,
687,L. Augusto,2.81,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Loide Augusto,20,5,loide-augusto,VAS,0.0,141493,267,0.0,0.83,10,False,Loide António Augusto,1.0,4.0,9.0,2.0,4.0,,2.0,,,,,,,,,,,,,
688,G. Mancha,4.23,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Gustavo Mancha,20,3,gustavo-mancha,FOR,0.0,141525,356,0.0,3.15,11,False,Gustavo Teixeira Lopes da Conceição,1.0,15.0,3.0,3.0,7.0,2.0,,,,,,,,,,,1.0,,,
689,L. Prior,2.78,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Lucca Prior,20,4,lucca-prior,FOR,-0.33,141526,356,0.0,2.06,8,True,Lucca Prior Pimenta,1.0,4.0,9.0,1.0,7.0,,2.0,,1.0,1.0,,,,,,,,,,
690,Índio,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Índio,20,4,indio,CAM,0.0,141551,282,0.0,0.0,0,False,Hendel dos Santos Nascimento,,,,,,,,,,,,,,,,,,,,
691,G. Mec,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Gabriel Mec,20,5,gabriel-mec,GRE,0.0,141595,284,0.0,0.0,0,False,Gabriel Ferreira de Carvalho,,,,,,,,,,,,,,,,,,,,
692,Lucca,1.47,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Lucca,20,5,lucca,SAO,0.0,141609,276,0.0,1.0,3,False,Lucca Marques Alencar,,1.0,3.0,,5.0,,,,,1.0,,,,,,,,,,
693,J. Pedro,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,João Pedro,20,1,joao-pedro,SAO,0.0,141610,276,0.0,0.0,0,False,João Pedro Pantiga Gomes,,,,,,,,,,,,,,,,,,,,
694,Maik,6.35,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Maik,20,2,maik,SAO,2.45,141611,276,10.5,9.1,2,True,Maik Gomes Viegas,2.0,5.0,7.0,,2.0,1.0,1.0,,1.0,,,,,,,,,,,
695,Paulinho,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Paulinho,20,5,paulinho,SAO,0.0,141614,276,0.0,0.0,0,False,Paulo Sérgio Venuto Bezerra,,,,,,,,,,,,,,,,,,,,
696,P. Ferreira,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Pedro Ferreira,20,4,pedro-ferreira,SAO,0.0,141615,276,0.0,0.0,0,False,Pedro Henrique Ferreira da Silva,,,,,,,,,,,,,,,,,,,,
697,P. Lúcio,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Pablo Lúcio,20,4,pablo-lucio,FLA,0.0,141628,262,0.0,0.0,0,False,Pablo Lúcio,,,,,,,,,,,,,,,,,,,,
698,F. Costa,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Fernando Costa,20,1,fernando-costa,RBB,0.0,141643,280,0.0,0.0,0,False,Fernando Henrique Pires Costa,,,,,,,,,,,,,,,,,,,,
699,G. Bontempo,5.87,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Gabriel Bontempo,20,4,gabriel-bontempo,SAN,-0.04,141754,277,1.7,3.41,17,True,Gabriel Morais Silva Bontempo,1.0,24.0,6.0,,17.0,,4.0,1.0,1.0,,,,,,,,,,,
700,F. Souza,7.15,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Fabiano Souza,20,2,fabiano-souza,CEA,0.59,141763,354,5.0,4.14,15,True,Fabiano Josué de Souza Silva,4.0,18.0,22.0,1.0,23.0,6.0,4.0,,,,,,,,,,,,,
701,Athyrson,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Athyrson,20,5,athyrson,RBB,0.0,141771,280,0.0,0.0,0,False,Athyrson Ferreira Prates,,,,,,,,,,,,,,,,,,,,
702,G. Henrique,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Gustavo Henrique,20,4,gustavo-henrique,SAN,0.0,141776,277,0.0,0.0,0,False,Gustavo Henrique Pereira,,,,,,,,,,,,,,,,,,,,
703,Kauan,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Kauan,20,3,kauan,VIT,0.0,141795,287,0.0,0.0,0,False,Kauan Santos Neves Coutinho,,,,,,,,,,,,,,,,,,,,
704,Guilherme,3.29,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Guilherme,20,5,guilherme,CEA,0.0,141806,354,0.0,2.16,5,False,Guilherme Luiz Oliveira da Silva,,5.0,4.0,1.0,5.0,,1.0,,,,,,,,,,,,,
705,V. Lira,3.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Vinicius Lira,20,2,vinicius-lira,SAN,0.0,141868,277,0.0,0.0,0,False,Vinicius Rodrigues Lira,,,,,,,,,,,,,,,,,,,,
706,Dedé,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Dedé,20,4,dede,SPT,0.0,141874,292,0.0,0.0,0,False,Josenildo José dos Santos Neto,,,,,,,,,,,,,,,,,,,,
707,Dieguinho,1.73,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Dieguinho,20,4,dieguinho,COR,0.14,141995,264,1.5,1.2,5,True,Diego da Cruz Lopes,,3.0,1.0,,2.0,,1.0,,,,,,,,,,,,,
708,J. Silva,4.06,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,João Silva,20,3,joao-silva,SPT,-0.81,141996,292,-0.3,2.51,10,True,João Pedro Eira Antunes da Silva,1.0,6.0,7.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,
709,Amuzu,4.43,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Amuzu,20,5,amuzu,GRE,0.0,142004,284,0.0,2.34,10,False,Francis Amuzu,2.0,1.0,4.0,5.0,10.0,,8.0,,1.0,2.0,,,,,,,,,,
710,B. Alves,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Bruno Alves,20,3,bruno-alves,CRU,0.0,142049,283,0.0,0.0,0,False,Bruno Ferreira Alves,,,,,,,,,,,,,,,,,,,,
711,M. Eráclito,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Marcelo Eráclito,20,1,marcelo-eraclito,CRU,0.0,142130,283,0.0,0.0,0,False,Marcelo Eráclito de Souza Filho,,,,,,,,,,,,,,,,,,,,
712,L. Eduardo,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Luis Eduardo,20,3,luis-eduardo,GRE,0.0,142257,284,0.0,0.0,0,False,Luis Eduardo Guedes de Souza,,,,,,,,,,,,,,,,,,,,
713,Jeferson,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Jeferson,20,5,jeferson,GRE,0.0,142261,284,0.0,0.0,0,False,Jeferson Borges dos Santos,,,,,,,,,,,,,,,,,,,,
714,Dell,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Dell,20,5,dell,BAH,0.0,142265,265,0.0,0.0,0,False,Wendeson Wanderley Santos de Melo,,,,,,,,,,,,,,,,,,,,
715,Z. Henrique,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Zé Henrique,20,1,ze-henrique,JUV,0.0,142268,286,0.0,0.0,0,False,José Henrique Camargo,,,,,,,,,,,,,,,,,,,,
716,N. Moreira,9.52,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Nuno Moreira,20,5,nuno-moreira,VAS,2.13,142279,267,14.4,4.88,17,True,Nuno Gonçalo Rocha Moreira,1.0,16.0,11.0,8.0,22.0,,5.0,3.0,3.0,5.0,,,,,,,,,,
717,W. Papaterra,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Wanderson Papaterra,20,4,wanderson-papaterra,VIT,0.0,142445,287,0.0,0.0,0,False,Wanderson Papaterra Matos,,,,,,,,,,,,,,,,,,,,
718,Barrera,4.79,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Barrera,20,4,barrera,BOT,0.0,142484,263,0.0,0.5,1,False,Jordan Andrés Barrera Herrera,,,,,1.0,,,,,,,,,,,,,,,
719,R. Jr.,2.59,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Robinho Jr.,20,5,robinho-jr,SAN,0.0,142867,277,0.0,1.6,3,False,Robson de Souza Júnior,,2.0,,,2.0,,1.0,,,,,,,,,,,,,
720,Montoro,7.83,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Montoro,20,4,montoro,BOT,-1.2,142890,263,0.5,3.91,7,True,Álvaro Montoro,2.0,9.0,5.0,4.0,12.0,,2.0,1.0,,,,,,,,,,,,
721,Salvador,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Salvador,20,1,salvador,FOR,0.0,143040,356,0.0,0.0,0,False,Eduardo Salvador Correia,,,,,,,,,,,,,,,,,,,,
722,Wendell,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Wendell,20,5,wendell,VIT,0.0,143253,287,0.0,0.0,0,False,Wendell dos Santos Sacramento,,,,,,,,,,,,,,,,,,,,
723,K. Vitor,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Kauan Vitor,20,5,kauan-vitor,VIT,0.0,143255,287,0.0,0.0,0,False,Kauan Vitor Silva Ferreira de Melo,,,,,,,,,,,,,,,,,,,,
724,Joshua,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Joshua,20,4,joshua,FLA,0.0,143295,262,0.0,0.0,0,False,Caio Joshua Lana de Andrade,,,,,,,,,,,,,,,,,,,,
725,M. Rhikman,0.91,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Murilo Rhikman,20,4,murilo-rhikman,CRU,0.0,143350,283,0.0,0.0,1,False,Murilo Rhikman Alves Pimentel,,,,,,,,,,,,,,,,,,,,
