,atletas.atleta_id,atletas.jogos_num,atletas.preco_num,atletas.status_id,atletas.clube.id.full.name,atletas.rodada_id,atletas.slug,atletas.entrou_em_campo,atletas.nome,atletas.apelido,atletas.media_num,atletas.foto,atletas.apelido_abreviado,atletas.variacao_num,atletas.posicao_id,atletas.clube_id,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,G,I,SG,FT,PS,DE,GS,PC,V,DP,CV,PP,GC
553,122660,0,3.0,6,CRU,18,japa,False,João Wellington Gadelha Melo de Oliveira,Japa,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Japa,0.0,4,283,0.0,,,,,,,,,,,,,,,,,,,,
554,122755,6,3.6,6,SPT,18,lucas-cunha,False,Lucas de Souza Cunha,Lucas Cunha,1.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,L. Cunha,0.0,3,292,0.0,,2.0,4.0,5.0,,,2.0,,,1.0,,,,,,,,,,
555,122781,2,4.55,6,SAN,18,caballero,True,Gustavo Rubén Caballero González,Caballero,0.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Caballero,-0.63,5,277,0.0,,,1.0,,,,,,,,,,,,,,,,,
556,122861,10,4.48,7,JUV,18,abner,True,Abner Salles da Silva,Abner,1.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Abner,-0.52,3,286,0.0,1.0,1.0,6.0,4.0,,2.0,2.0,,1.0,1.0,,,,,,,,,,
557,122897,14,5.81,5,RBB,18,guzman-rodriguez,False,Guzmán Rodríguez Ferrari,Guzmán Rodríguez,3.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,G. Rodríguez,0.0,3,280,0.0,,3.0,7.0,10.0,2.0,4.0,6.0,1.0,,5.0,,,,,,,,,,
558,122922,0,1.0,6,PAL,18,wanderson-aranha,False,Wanderson Carlos Ferreira dos Santos,Wanderson Aranha,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,W. Aranha,0.0,1,275,0.0,,,,,,,,,,,,,,,,,,,,
559,122989,0,1.0,6,CAM,18,david-kaua,False,David Kauã Ramos,David Kauã,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,D. Kauã,0.0,4,282,0.0,,,,,,,,,,,,,,,,,,,,
560,122990,3,3.24,6,CAM,18,patrick,False,Patrick Roberto da Silva Campos,Patrick,2.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Patrick,0.0,4,282,0.0,,,4.0,3.0,1.0,,3.0,,,,,,,,,,,,,
561,123004,4,3.01,6,BAH,18,tiago,False,Tiago Souza de Jesus Carvalho,Tiago,3.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Tiago,0.0,5,265,0.0,1.0,,4.0,5.0,,,4.0,,1.0,,,1.0,,,,,,,,
562,123007,0,1.0,6,BAH,18,vitinho,False,Pedro Victor da Silva Santos,Vitinho,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Vitinho,0.0,4,265,0.0,,,,,,,,,,,,,,,,,,,,
563,123359,0,3.0,5,CAM,18,cadu,False,Carlos Eduardo Amaral Pereira de Castro,Cadu,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Cadu,0.0,5,282,0.0,,,,,,,,,,,,,,,,,,,,
564,123360,13,5.84,6,BAH,18,cauly,True,Cauly Oliveira Souza,Cauly,2.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Cauly,-0.64,4,265,-0.6,3.0,1.0,3.0,4.0,1.0,5.0,6.0,1.0,,,,,,,,,,,,
565,123497,0,1.0,6,BAH,18,jota,False,João Victor Broad Moreira Guimarães,Jota,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Jota,0.0,4,265,0.0,,,,,,,,,,,,,,,,,,,,
566,123649,1,2.82,6,CRU,18,janderson,False,José Janderson da Silva Marques,Janderson,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Janderson,0.0,3,283,0.0,,,,,,,,,,1.0,,,,,,,,,,
567,123717,0,3.0,6,BAH,18,ze-guilherme,False,José Guilherme de Lima Costa,Zé Guilherme,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Z. Guilherme,0.0,2,265,0.0,,,,,,,,,,,,,,,,,,,,
568,123738,3,4.87,6,FOR,18,herrera,True,José María Herrera Ares,Herrera,1.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Herrera,0.01,5,356,2.2,,1.0,2.0,5.0,1.0,3.0,1.0,,,,,,,,,,,,,
569,123744,1,6.32,6,INT,18,alan-rodriguez,True,Alan Jesús Rodríguez Guaglianoni,Alan Rodríguez,4.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,A. Rodríguez,1.32,4,285,4.5,,,2.0,,,,3.0,,,,,,,,,,,,,
570,123788,3,4.63,6,FLU,18,lezcano,False,Rubén Darío Lezcano Portillo,Lezcano,0.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Lezcano,0.0,4,266,0.0,,,1.0,,,,2.0,,,,,,,,,,,,,
571,123795,14,5.71,2,BAH,18,lucho-rodriguez,True,Luciano Rodríguez Rosales,Lucho Rodríguez,1.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,L. Rodríguez,-0.96,5,265,1.3,,1.0,3.0,10.0,4.0,10.0,8.0,1.0,2.0,,,,,,,,,,,
572,124239,10,3.66,5,RBB,18,henry-mosquera,False,Henry David Mosquera Sánchez,Henry Mosquera,1.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,H. Mosquera,0.0,5,280,0.0,,,6.0,6.0,6.0,2.0,6.0,,1.0,,,,,,,,,,,
573,124247,1,1.1,6,CAM,18,isaac,False,Isaac Aguiar Tomich,Isaac,0.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Isaac,0.0,5,282,0.0,,,,,,,1.0,,,,,,,,,,,,,
574,124250,0,1.0,6,CAM,18,pedro-ataide,False,Pedro Ataide de Souza Oliveira,Pedro Ataíde,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,P. Ataíde,0.0,5,282,0.0,,,,,,,,,,,,,,,,,,,,
575,124251,15,3.81,6,SAN,18,deivid-washington,False,Deivid Washington de Souza Eugênio,Deivid Washington,1.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,D. Washington,0.0,5,277,0.0,,,2.0,6.0,2.0,4.0,13.0,1.0,2.0,,2.0,,,,,,,,,
576,124264,0,1.0,6,INT,18,kauan,False,Kauan Jesus Santos Oliveira,Kauan,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Kauan,0.0,1,285,0.0,,,,,,,,,,,,,,,,,,,,
577,124271,10,5.31,6,INT,18,gustavo-prado,False,Gustavo Prado Alves,Gustavo Prado,3.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,G. Prado,0.0,4,285,0.0,,1.0,7.0,3.0,5.0,6.0,11.0,1.0,1.0,,,,,,,,,,,
578,124280,6,4.79,6,INT,18,ricardo-mathias,True,Ricardo Mathias da Silva,Ricardo Mathias,2.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,R. Mathias,-0.37,5,285,0.0,,,,1.0,2.0,2.0,6.0,1.0,,,1.0,,,,,,,,,
579,124369,1,4.28,6,CRU,18,leo-aragao,False,Leonardo de Aragão Carvalho,Léo Aragão,6.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,L. Aragão,0.0,1,283,0.0,,,,,,,,,,1.0,,,1.0,,,,,,,
580,124400,0,2.0,6,MIR,18,wesley-santos,False,Wesley Santos Silva,Wesley Santos,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,W. Santos,0.0,2,2305,0.0,,,,,,,,,,,,,,,,,,,,
581,124481,9,6.79,6,BOT,18,mateo-ponte,False,Mateo Ponte Costa,Mateo Ponte,3.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,M. Ponte,0.0,2,263,0.0,,2.0,4.0,7.0,,2.0,2.0,1.0,2.0,4.0,,,,,,,,,,
582,124526,14,9.89,7,PAL,18,giay,False,Agustín Giay,Giay,6.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Giay,0.0,2,275,0.0,,,34.0,17.0,,3.0,22.0,,,6.0,,,,,,,,,,
583,124661,2,2.06,6,CAM,18,ivan-roman,False,Ivan Ramiro Román Hurtado,Iván Román,0.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,I. Román,0.0,3,282,0.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
584,124674,0,2.0,6,SAO,18,felipe-negrucci,False,Felipe Negrucci Berdague,Felipe Negrucci,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,F. Negrucci,0.0,4,276,0.0,,,,,,,,,,,,,,,,,,,,
585,124701,0,2.0,6,SAO,18,leandro,False,Leandro Mathias Silva Bueno,Leandro,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Leandro,0.0,1,276,0.0,,,,,,,,,,,,,,,,,,,,
586,124757,8,5.93,6,BOT,18,nathan-fernandes,False,Nathan Ribeiro Fernandes,Nathan Fernandes,3.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,N. Fernandes,0.0,5,263,0.0,2.0,,2.0,2.0,2.0,1.0,5.0,1.0,1.0,,,,,,,,,,,
587,124912,6,4.95,6,CRU,18,jonathan-jesus,False,Jonathan de Jesus Alves,Jonathan Jesus,3.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,J. Jesus,0.0,3,283,0.0,,,5.0,6.0,,,1.0,,,3.0,,,,,,,,1.0,,
588,125467,2,2.86,6,GRE,18,viery,False,Viery Fernandes Santos Lopes,Viery,2.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Viery,0.0,3,284,0.0,,,,1.0,,,,,,1.0,,,,,,,,,,
589,125469,0,4.0,6,CAM,18,alisson,False,Alisson Santana Lopes da Fonseca,Alisson,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Alisson,0.0,4,282,0.0,,,,,,,,,,,,,,,,,,,,
590,125488,4,5.29,6,COR,18,joao-pedro,False,João Pedro de Sousa Rodrigues,João Pedro,3.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,J. Pedro,0.0,3,264,0.0,1.0,3.0,2.0,6.0,,1.0,,,,2.0,,,,,,,,,,
591,126120,0,2.0,6,RBB,18,marcelinho,False,Marcelo Braz da Silva,Marcelinho,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Marcelinho,0.0,4,280,0.0,,,,,,,,,,,,,,,,,,,,
592,126182,7,4.3,6,VAS,18,paulinho,False,Paulo Lucas Santos de Paula,Paulinho,0.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Paulinho,0.0,4,267,0.0,,1.0,4.0,9.0,,,5.0,,,,,,,,,,,,,
593,126216,4,7.49,7,SPT,18,derik-lacerda,True,Derik Gean Severino Lacerda,Derik Lacerda,5.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,D. Lacerda,-0.68,5,292,4.5,,2.0,6.0,10.0,4.0,2.0,5.0,1.0,,,1.0,,,,,,,,,
594,126471,14,12.4,7,SAN,18,barreal,True,Álvaro Martín Barreal,Barreal,7.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Barreal,2.26,4,277,17.8,,1.0,27.0,12.0,6.0,10.0,13.0,5.0,1.0,,1.0,,,,,,,,,
595,126977,18,8.84,7,RBB,18,fernando-seabra,True,Fernando Seabra,Fernando Seabra,5.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,F. Seabra,-0.08,6,280,2.65,,,,,,,,,,,,,,,,8.0,,,,
596,127242,1,2.61,6,COR,18,bahia,False,Luiz Gustavo Lemos Carvalho,Bahia,4.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Bahia,0.0,4,264,0.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,
597,127932,0,1.0,6,FLU,18,julio-fidelis,False,Julio Cesar Lima Fidelis,Julio Fidélis,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,J. Fidélis,0.0,2,266,0.0,,,,,,,,,,,,,,,,,,,,
598,128583,0,1.0,6,FLU,18,thiago-henrique,False,Thiago Henrique Gonçalves Silva,Thiago Henrique,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,T. Henrique,0.0,4,266,0.0,,,,,,,,,,,,,,,,,,,,
599,128590,0,2.0,6,FLA,18,rayan-lucas,False,Rayan Lucas Marques de Souza,Rayan Lucas,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,R. Lucas,0.0,4,262,0.0,,,,,,,,,,,,,,,,,,,,
600,129317,2,1.93,6,VIT,18,felipe-cardoso,False,Felipe Cardoso,Felipe Cardoso,0.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,F. Cardoso,0.0,4,287,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,
601,129663,1,1.35,6,BAH,18,ruan-pablo,False,Ruan Pablo Barbosa Sousa,Ruan Pablo,1.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,R. Pablo,0.0,5,265,0.0,,,,,1.0,,,,,,,,,,,,,,,
602,129665,0,1.0,6,VAS,18,pablo,False,Pablo de Paula Cardoso,Pablo,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Pablo,0.0,1,267,0.0,,,,,,,,,,,,,,,,,,,,
603,129666,0,2.0,6,VAS,18,jp,False,João Pedro Murilo de Paula Morais,JP,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,JP,0.0,4,267,0.0,,,,,,,,,,,,,,,,,,,,
604,129930,0,2.0,6,BOT,18,cristhian-loor,False,Cristhian Joel Loor Santamaría - Christian,Cristhian Loor,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,C. Loor,0.0,1,263,0.0,,,,,,,,,,,,,,,,,,,,
605,130189,0,1.0,6,FLA,18,leo-nannetti,False,Leonardo Nannetti Lopes,Léo Nannetti,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,L. Nannetti,0.0,1,262,0.0,,,,,,,,,,,,,,,,,,,,
606,130190,0,2.0,6,FLA,18,carbone,False,João Victor Schlickmann Carbone,Carbone,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Carbone,0.0,2,262,0.0,,,,,,,,,,,,,,,,,,,,
607,130255,0,3.0,6,VAS,18,guilherme-estrella,False,Guilherme Estrella de Paiva,Guilherme Estrella,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,G. Estrella,0.0,4,267,0.0,,,,,,,,,,,,,,,,,,,,
608,130265,1,1.16,6,BOT,18,kauan-lindes,False,Kauan Gabriel Cordeiro Lindes,Kauan Lindes,0.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,K. Lindes,0.0,4,263,0.0,,,,1.0,,,2.0,,,,,,,,,,,,,
609,130279,2,1.9,6,VAS,18,lukas-zuccarello,False,Lukas Rocha Zuccarello,Lukas Zuccarello,0.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,L. Zuccarello,0.0,4,267,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,
610,130280,0,1.0,6,VAS,18,phillipe-gabriel,False,Phillipe Gabriel Pires de Oliveira,Phillipe Gabriel,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,P. Gabriel,0.0,1,267,0.0,,,,,,,,,,,,,,,,,,,,
611,130319,7,4.06,7,VIT,18,maykon,True,Maykon Kesley de Jesus Ramalho,Maykon,3.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Maykon,-0.46,2,287,0.2,,1.0,5.0,11.0,1.0,2.0,5.0,,,3.0,,,,,,,,,,
612,130382,0,2.0,6,FLA,18,guilherme-gomes,False,Guilherme Henrique Bernardineli Gomes,Guilherme Gomes,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,G. Gomes,0.0,4,262,0.0,,,,,,,,,,,,,,,,,,,,
613,130386,5,2.65,6,MIR,18,maceio,False,Everton Leandro de Oliveira Santos,Maceió,0.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Maceió,0.0,5,2305,0.0,,1.0,1.0,2.0,1.0,4.0,2.0,,1.0,,,,,,1.0,,,,,
614,130393,5,1.8,6,VAS,18,luiz-gustavo,False,Luiz Gustavo Marinho Ribeiro dos Santos,Luiz Gustavo,1.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,L. Gustavo,0.0,3,267,0.0,,3.0,4.0,4.0,,,2.0,,,1.0,,,,,,,,,,
615,130507,1,1.11,6,JUV,18,marlon,True,Marlon Santos Teodoro,Marlon,0.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Marlon,0.11,5,286,0.5,,,,1.0,,1.0,,,,,,,,,,,,,,
616,130608,1,0.92,6,PAL,18,riquelme-fillipi,False,Riquelme Fillipi Marinho de Souza,Riquelme Fillipi,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,R. Fillipi,0.0,5,275,0.0,,,,,,,,,,,,,,,,,,,,
617,130612,5,3.33,6,PAL,18,luighi,True,Luighi Hanri Sousa Santos,Luighi,1.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Luighi,-0.42,5,275,1.5,,,4.0,5.0,,,4.0,,2.0,,,,,,,,,,,
618,130620,0,1.0,6,VIT,18,edenilson,False,Edenílson Santos Nascimento Filho,Edenílson,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Edenílson,0.0,4,287,0.0,,,,,,,,,,,,,,,,,,,,
619,130650,8,4.15,6,FLU,18,bernal,False,Facundo Bernal Cruz,Bernal,1.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Bernal,0.0,4,266,0.0,,3.0,7.0,6.0,3.0,2.0,7.0,,,,,,,,,,,,,
620,130711,0,1.0,6,RBB,18,boateng,False,Stanley Boateng Osei,Boateng,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Boateng,0.0,3,280,0.0,,,,,,,,,,,,,,,,,,,,
621,130811,8,8.25,7,SAN,18,souza,True,João Victor de Souza Menezes,Souza,5.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Souza,0.61,2,277,5.7,1.0,1.0,18.0,10.0,,2.0,8.0,,1.0,2.0,,,,,,,,,,
622,130889,5,2.87,7,GRE,18,riquelme,True,Riquelme Freitas dos Santos,Riquelme,2.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Riquelme,-0.05,4,284,2.5,,,4.0,2.0,,1.0,8.0,,,,,,,,,,,,,
623,131455,2,0.97,6,GRE,18,jardiel,True,Jardiel Maciel Libertino da Silva,Jardiel,0.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Jardiel,-0.14,5,284,0.0,,,,,,,1.0,,,,,,,,,,,,,
624,131512,0,3.0,6,BOT,18,yarlen,False,Yarlen Faustino Augusto,Yarlen,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Yarlen,0.0,5,263,0.0,,,,,,,,,,,,,,,,,,,,
625,131515,1,1.09,6,SAN,18,hyan,False,Hyan Carvalho Machado Silva,Hyan,0.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Hyan,0.0,4,277,0.0,,,,,,,1.0,,,,,,,,,,,,,
626,131516,5,6.05,6,SAN,18,jp-chermont,False,João Pedro Chermont Crema,JP Chermont,4.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,J. Chermont,0.0,2,277,0.0,,3.0,14.0,9.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,
627,131518,1,1.09,6,SAO,18,henrique,False,Henrique Fabiano do Carmo,Henrique,0.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Henrique,0.0,5,276,0.0,,,,,,,1.0,,,,,,,,,,,,,
628,131617,16,7.03,7,SAO,18,andre-silva,True,André Oliveira e Silva,André Silva,4.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,A. Silva,-0.06,5,276,3.2,2.0,5.0,8.0,16.0,4.0,9.0,18.0,5.0,4.0,,,,,,,,,,,
629,131753,0,1.0,6,COR,18,felipe-longo,False,Felipe Longo Fernandes da Silva,Felipe Longo,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,F. Longo,0.0,1,264,0.0,,,,,,,,,,,,,,,,,,,,
630,131757,0,2.0,6,BOT,18,serafim,False,Vinicius Lima Serafim,Serafim,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Serafim,0.0,3,263,0.0,,,,,,,,,,,,,,,,,,,,
631,132071,14,5.85,7,FLU,18,serna,True,Kevin Steven Serna Jaramillo,Serna,3.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Serna,0.15,5,266,1.7,,,7.0,5.0,3.0,3.0,13.0,3.0,,,,1.0,,,,,,,,
632,132553,16,4.55,7,MIR,18,jemmes,True,Jemmes Bruno Ribeiro da Silva,Jemmes,4.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Jemmes,-0.29,3,2305,0.2,,1.0,25.0,19.0,1.0,2.0,6.0,1.0,,4.0,,,,,,,,,,
633,132560,0,1.0,6,VIT,18,davi-barbosa,False,Davi Barbosa da Silva Novaes,Davi Barbosa,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,D. Barbosa,0.0,1,287,0.0,,,,,,,,,,,,,,,,,,,,
634,132580,18,5.65,6,RBB,18,vinicinho,True,Vinicius Mendonça Pereira,Vinicinho,3.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Vinicinho,-0.21,5,280,0.0,2.0,2.0,18.0,14.0,5.0,6.0,32.0,,4.0,,,1.0,,,,,,,,
