,atletas.apelido,atletas.entrou_em_campo,atletas.rodada_id,atletas.posicao_id,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube_id,atletas.preco_num,atletas.media_num,atletas.foto,atletas.jogos_num,atletas.variacao_num,atletas.nome,atletas.pontos_num,atletas.status_id,atletas.slug,atletas.clube.id.full.name,CA,DS,FC,FF,FS,I,SG,A,FD,G,PS,DE,GS,FT,V,CV,DP,PP,PC,GC
686,Davi Schuindt,False,31,3,D. Schuindt,141040,266,1.24,0.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2,0.0,Davi Duarte Schuindt,0.0,6,davi-schuindt,FLU,,,1.0,,1.0,,,,1.0,,,,,,,,,,,
687,Kauã Branco,False,31,3,K. Branco,141084,263,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,0.0,Kauã Oliveira Branco,0.0,6,kaua-branco,BOT,,,,,,,,,,,,,,,,,,,,
688,Robert,False,31,1,Robert,141125,282,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,0.0,Robert Pinto Alves Assunção,0.0,6,robert,CAM,,,,,,,,,,,,,,,,,,,,
689,Vitão,False,31,3,Vitão,141131,282,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,0.0,Vitor Fernandes Chaves Teixeira,0.0,6,vitao,CAM,,,,,,,,,,,,,,,,,,,,
690,Zé Phelipe,False,31,4,Z. Phelipe,141138,282,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,0.0,José Phelipe dos Santos Dutra,0.0,6,ze-phelipe,CAM,,,,,,,,,,,,,,,,,,,,
691,Mateus Iseppe,False,31,4,M. Iseppe,141139,282,2.53,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1,0.0,Mateus José Iseppe,0.0,6,mateus-iseppe,CAM,,1.0,,,1.0,,,,,,,,,,,,,,,
692,Davi,False,31,1,Davi,141145,292,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0.0,Davi Medeiros Serrano Lira,0.0,6,davi,SPT,,,,,,,,,,,,,,,,,,,,
693,Rafinha,False,31,3,Rafinha,141150,292,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0.0,Rafael Lima da Silva,0.0,6,rafinha,SPT,,,,,,,,,,,,,,,,,,,,
694,Felipinho,False,31,2,Felipinho,141151,292,3.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0.0,Felipe Gabriel dos Santos Silva,0.0,6,felipinho,SPT,,,,,,,,,,,,,,,,,,,,
695,Riquelme,False,31,3,Riquelme,141153,292,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0.0,Riquelme Felipe da Silva de Oliveira,0.0,6,riquelme,SPT,,,,,,,,,,,,,,,,,,,,
696,Felype Gabriel,False,31,3,F. Gabriel,141154,292,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0.0,Felype Gabriel Alencar Carvalho,0.0,6,felype-gabriel,SPT,,,,,,,,,,,,,,,,,,,,
697,Adriel,False,31,4,Adriel,141156,292,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0.0,Adriel Gomes do Nascimento,0.0,6,adriel,SPT,,,,,,,,,,,,,,,,,,,,
698,Breno,False,31,4,Breno,141158,292,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0.0,Breno José da Silva Santos,0.0,6,breno,SPT,,,,,,,,,,,,,,,,,,,,
699,Zé Lucas,False,31,4,Z. Lucas,141160,292,5.05,2.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,23,0.0,José Lucas Gomes da Silva,0.0,6,ze-lucas,SPT,4.0,36.0,29.0,8.0,25.0,2.0,,,4.0,,,,,,,,,,,
700,Gago,False,31,4,Gago,141161,292,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0.0,Luiz Henrique Duarte Batista,0.0,6,gago,SPT,,,,,,,,,,,,,,,,,,,,
701,Jefinho,False,31,4,Jefinho,141162,292,1.99,2.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1,0.0,Jefferson Borges do Nascimento,0.0,6,jefinho,SPT,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
702,Kayke Queiroz,False,31,5,K. Queiroz,141401,356,2.85,0.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2,0.0,Kayke Gouvêa Queiroz,0.0,6,kayke-queiroz,FOR,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,
703,Avellar,False,31,2,Avellar,141405,267,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,0.0,Riquelme Avellar da Silva Fortes,0.0,6,avellar,VAS,,,,,,,,,,,,,,,,,,,,
704,Fredi Lippert,False,31,3,F. Lippert,141419,265,1.5,1.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1,0.0,Frederico Lippert Neto Gomes,0.0,6,fredi-lippert,BAH,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
705,Gustavo Cintra,False,31,3,G. Cintra,141433,266,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,0.0,Gustavo Cintra Rocha,0.0,6,gustavo-cintra,FLU,,,,,,,,,,,,,,,,,,,,
706,Allan,False,31,4,Allan,141451,275,4.69,3.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,20,0.0,Allan Andrade Elias,0.0,7,allan,PAL,,22.0,7.0,6.0,10.0,,,2.0,5.0,1.0,,,,,,1.0,,,,
707,Atencio,False,31,4,Atencio,141453,292,3.35,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,17,0.0,Rodrigo Uriel Atencio,0.0,6,atencio,SPT,1.0,1.0,5.0,6.0,6.0,,,,6.0,,,,,1.0,,,,,,
708,Bernardo Jacob,False,31,4,B. Jacob,141465,285,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0,0.0,Bernardo Jacob Ferreira,0.0,6,bernardo-jacob,INT,,,,,,,,,,,,,,,,,,,,
709,Pablo,False,31,2,Pablo,141467,285,1.44,1.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1,0.0,Pablo Pereira da Costa,0.0,6,pablo,INT,,1.0,2.0,,1.0,,,,,,,,,,,,,,,
710,Lucca Prior,False,31,4,L. Prior,141526,356,3.93,3.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,11,0.0,Lucca Prior Pimenta,0.0,6,lucca-prior,FOR,1.0,10.0,12.0,3.0,13.0,2.0,,,2.0,2.0,,,,,,,,,,
711,Índio,False,31,4,Índio,141551,282,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,0.0,Hendel dos Santos Nascimento,0.0,6,indio,CAM,,,,,,,,,,,,,,,,,,,,
712,Gabriel Mec,False,31,5,G. Mec,141595,284,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,0.0,Gabriel Ferreira de Carvalho,0.0,6,gabriel-mec,GRE,,,,,,,,,,,,,,,,,,,,
713,Lucca,False,31,5,Lucca,141609,276,1.08,0.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4,0.0,Lucca Marques Alencar,0.0,6,lucca,SAO,,1.0,4.0,,5.0,1.0,,,,,,,,,,,,,,
714,João Pedro,False,31,1,J. Pedro,141610,276,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,0.0,João Pedro Pantiga Gomes,0.0,6,joao-pedro,SAO,,,,,,,,,,,,,,,,,,,,
715,Maik,False,31,2,Maik,141611,276,8.45,8.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4,0.0,Maik Gomes Viegas,0.0,7,maik,SAO,3.0,10.0,9.0,1.0,2.0,,2.0,1.0,,1.0,,,,,,,,,,
716,Paulinho,False,31,5,Paulinho,141614,276,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,0.0,Paulo Sérgio Venuto Bezerra,0.0,6,paulinho,SAO,,,,,,,,,,,,,,,,,,,,
717,Pedro Ferreira,False,31,4,P. Ferreira,141615,276,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,0.0,Pedro Henrique Ferreira da Silva,0.0,6,pedro-ferreira,SAO,,,,,,,,,,,,,,,,,,,,
718,Pablo Lúcio,False,31,4,P. Lúcio,141628,262,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0.0,Pablo Lúcio,0.0,6,pablo-lucio,FLA,,,,,,,,,,,,,,,,,,,,
719,Fernando Costa,False,31,1,F. Costa,141643,280,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,0.0,Fernando Henrique Pires Costa,0.0,6,fernando-costa,RBB,,,,,,,,,,,,,,,,,,,,
720,Zappelini,False,31,4,Zappelini,141751,263,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,0.0,Cauã Zappelini Joaquim,0.0,6,zappelini,BOT,,,,,,,,,,,,,,,,,,,,
721,Gabriel Bontempo,False,31,4,G. Bontempo,141754,277,5.38,2.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,20,0.0,Gabriel Morais Silva Bontempo,0.0,6,gabriel-bontempo,SAN,1.0,25.0,11.0,4.0,18.0,,,1.0,,1.0,,,,,,,,,,
722,Fabiano Souza,True,31,2,F. Souza,141763,354,7.71,4.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,25,1.02,Fabiano Josué de Souza Silva,8.5,7,fabiano-souza,CEA,5.0,32.0,38.0,5.0,35.0,,10.0,,1.0,,,,,,,,,,,
723,Athyrson,False,31,5,Athyrson,141771,280,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,0.0,Athyrson Ferreira Prates,0.0,6,athyrson,RBB,,,,,,,,,,,,,,,,,,,,
724,Gustavo Henrique,False,31,4,G. Henrique,141776,277,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,0.0,Gustavo Henrique Pereira,0.0,6,gustavo-henrique,SAN,,,,,,,,,,,,,,,,,,,,
725,Kauan,False,31,3,Kauan,141795,287,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,0.0,Kauan Santos Neves Coutinho,0.0,6,kauan,VIT,,,,,,,,,,,,,,,,,,,,
726,Guilherme,False,31,5,Guilherme,141806,354,2.75,1.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,0.0,Guilherme Luiz Oliveira da Silva,0.0,6,guilherme,CEA,1.0,5.0,6.0,1.0,5.0,,,,1.0,,,,,,,,,,,
727,Vinicius Lira,False,31,2,V. Lira,141868,277,3.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,0.0,Vinicius Rodrigues Lira,0.0,6,vinicius-lira,SAN,,,,,,,,,,,,,,,,,,,,
728,Jacaré,False,31,2,Jacaré,141873,264,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0,0.0,João Vitor Barros Silva,0.0,6,jacare,COR,,,,,,,,,,,,,,,,,,,,
729,Dedé,False,31,4,Dedé,141874,292,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0.0,Josenildo José dos Santos Neto,0.0,6,dede,SPT,,,,,,,,,,,,,,,,,,,,
730,Dieguinho,True,31,4,Dieguinho,141995,264,1.52,1.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,8,-0.14,Diego da Cruz Lopes,0.0,6,dieguinho,COR,,3.0,1.0,3.0,3.0,,,,,,,,,,,,,,,
731,João Silva,False,31,3,J. Silva,141996,292,4.02,2.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,13,0.0,João Pedro Eira Antunes da Silva,0.0,7,joao-silva,SPT,1.0,9.0,11.0,2.0,3.0,1.0,3.0,,2.0,,,,,,,,,,,
732,Amuzu,True,31,5,Amuzu,142004,284,5.34,3.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,17,-0.58,Francis Amuzu,3.5,7,amuzu,GRE,2.0,4.0,7.0,13.0,19.0,2.0,,2.0,7.0,2.0,,,,,,,,,,
733,Gabriel Silva,False,31,3,G. Silva,142047,354,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0,0.0,Gabriel Silva Rocha,0.0,6,gabriel-silva,CEA,,,,,,,,,,,,,,,,,,,,
734,Bruno Alves,False,31,3,B. Alves,142049,283,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,0.0,Bruno Ferreira Alves,0.0,6,bruno-alves,CRU,,,,,,,,,,,,,,,,,,,,
735,Kauan Toledo,False,31,5,K. Toledo,142086,263,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,0.0,Kauan Almeida Toledo,0.0,6,kauan-toledo,BOT,,,,,,,,,,,,,,,,,,,,
736,Marcelo Eráclito,False,31,1,M. Eráclito,142130,283,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,0.0,Marcelo Eráclito de Souza Filho,0.0,6,marcelo-eraclito,CRU,,,,,,,,,,,,,,,,,,,,
737,Luis Eduardo,False,31,3,L. Eduardo,142257,284,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,0.0,Luis Eduardo Guedes de Souza,0.0,6,luis-eduardo,GRE,,,,,,,,,,,,,,,,,,,,
738,Jeferson,False,31,5,Jeferson,142261,284,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,0.0,Jeferson Borges dos Santos,0.0,6,jeferson,GRE,,,,,,,,,,,,,,,,,,,,
739,Dell,False,31,5,Dell,142265,265,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,0.0,Wendeson Wanderley Santos de Melo,0.0,6,dell,BAH,,,,,,,,,,,,,,,,,,,,
740,Zé Henrique,False,31,1,Z. Henrique,142268,286,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0,0.0,José Henrique Camargo,0.0,6,ze-henrique,JUV,,,,,,,,,,,,,,,,,,,,
741,Nuno Moreira,True,31,5,N. Moreira,142279,267,7.49,4.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,28,-0.48,Nuno Gonçalo Rocha Moreira,-0.8,3,nuno-moreira,VAS,3.0,23.0,15.0,7.0,33.0,6.0,,4.0,8.0,6.0,,,,,,,,,,
742,Wanderson Papaterra,False,31,4,W. Papaterra,142445,287,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,0.0,Wanderson Papaterra Matos,0.0,6,wanderson-papaterra,VIT,,,,,,,,,,,,,,,,,,,,
743,Barrera,False,31,4,Barrera,142484,263,4.79,0.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1,0.0,Jordan Andrés Barrera Herrera,0.0,5,barrera,BOT,,,,,1.0,,,,,,,,,,,,,,,
744,Robinho Jr.,True,31,5,R. Jr.,142867,277,2.15,1.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,8,0.16,Robson de Souza Júnior,1.3,6,robinho-jr,SAN,,3.0,1.0,3.0,4.0,,,,,,,,,,,,,,,
745,Montoro,False,31,4,Montoro,142890,263,9.6,5.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,10,0.0,Álvaro Montoro,0.0,5,montoro,BOT,3.0,15.0,7.0,3.0,12.0,,,2.0,4.0,1.0,,,,1.0,,,,,,
746,Salvador,False,31,1,Salvador,143040,356,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0,0.0,Eduardo Salvador Correia,0.0,6,salvador,FOR,,,,,,,,,,,,,,,,,,,,
747,Gabriel Abdias,False,31,2,G. Abdias,143072,263,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,0.0,Gabriel da Silva Abdias,0.0,6,gabriel-abdias,BOT,,,,,,,,,,,,,,,,,,,,
748,Martín Palermo,True,31,6,M. Palermo,143194,356,10.51,5.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,9,-0.5,Martín Palermo,4.3,7,martin-palermo,FOR,,,,,,,,,,,,,,,4.0,,,,,
749,Wendell,False,31,5,Wendell,143253,287,1.83,2.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1,0.0,Wendell dos Santos Sacramento,0.0,6,wendell,VIT,,1.0,,,2.0,,,,,,,,,,,,,,,
750,Kauan Vitor,False,31,5,K. Vitor,143255,287,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,0.0,Kauan Vitor Silva Ferreira de Melo,0.0,6,kauan-vitor,VIT,,,,,,,,,,,,,,,,,,,,
751,Joshua,False,31,4,Joshua,143295,262,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0.0,Caio Joshua Lana de Andrade,0.0,6,joshua,FLA,,,,,,,,,,,,,,,,,,,,
752,Murilo Rhikman,False,31,4,M. Rhikman,143350,283,0.91,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1,0.0,Murilo Rhikman Alves Pimentel,0.0,6,murilo-rhikman,CRU,,,,,,,,,,,,,,,,,,,,
753,Léo Jance,False,31,2,L. Jance,143377,266,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,0.0,Leonardo de Oliveira Jance,0.0,6,leo-jance,FLU,,,,,,,,,,,,,,,,,,,,
754,Gabriel Caipira,False,31,2,G. Caipira,143452,264,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0,0.0,Gabriel Henrique Soares da Silva,0.0,6,gabriel-caipira,COR,,,,,,,,,,,,,,,,,,,,
755,Vagno,False,31,2,Vagno,143460,266,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,0.0,Vagno de Sousa Brito Júnior,0.0,6,vagno,FLU,,,,,,,,,,,,,,,,,,,,
756,Wesley Natã,False,31,5,W. Natã,143463,266,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,0.0,Wesley Natã de Freitas Prado,0.0,6,wesley-nata,FLU,,,,,,,,,,,,,,,,,,,,
757,Raykkonen,False,31,5,Raykkonen,143488,285,0.81,0.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5,0.0,Raykkonen Pereira Soares,0.0,6,raykkonen,INT,,,1.0,,1.0,,,,1.0,,,,,,,,,,,
758,Kauã Moraes,False,31,2,K. Moraes,143600,283,7.0,5.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3,0.0,Kauã Moraes Silva,0.0,6,kaua-moraes,CRU,,3.0,3.0,,5.0,,2.0,,,,,,,,,,,,,
759,Kaique Pereira,False,31,2,K. Pereira,144015,263,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,0.0,Kaique da Silva Júlio Pereira,0.0,6,kaique-pereira,BOT,,,,,,,,,,,,,,,,,,,,
760,João Alencar,False,31,3,J. Alencar,144255,277,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,0.0,João Alencar Santos Paes da Costa,0.0,6,joao-alencar,SAN,,,,,,,,,,,,,,,,,,,,
761,Padula,False,31,5,Padula,144417,277,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,0.0,Pedro Padula Tobias de Aguiar,0.0,6,padula,SAN,,,,,,,,,,,,,,,,,,,,
762,Vitor Lamounier,False,31,1,V. Lamounier,144424,283,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,0.0,Vitor Lamounier Rego,0.0,6,vitor-lamounier,CRU,,,,,,,,,,,,,,,,,,,,
763,Lucas Emanoel,False,31,4,L. Emanoel,144561,356,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0,0.0,Lucas Emanoel de Abreu dos Reis,0.0,6,lucas-emanoel,FOR,,,,,,,,,,,,,,,,,,,,
764,Lucas Lohan,False,31,4,L. Lohan,145000,287,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,0.0,Lucas Lohan dos Santos Verediana,0.0,6,lucas-lohan,VIT,,,,,,,,,,,,,,,,,,,,
765,Rúben Rodrigues,False,31,4,R. Rodrigues,145099,287,4.53,1.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4,0.0,Rúben da Rocha Rodrigues,0.0,6,ruben-rodrigues,VIT,,2.0,,,1.0,,,,1.0,,,,,,,,,,,
766,Davide Ancelotti,True,31,6,D. Ancelotti,145269,263,11.09,5.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,18,-0.09,Davide Ancelotti,4.24,7,davide-ancelotti,BOT,,,,,,,,,,,,,,,8.0,,,,,
767,Kauê Furquim,False,31,5,K. Furquim,145379,265,1.17,0.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1,0.0,Kauê Junior Furquim da Silva,0.0,6,kaue-furquim,BAH,,,1.0,,2.0,,,,,,,,,,,,,,,
768,Rúben Ismael,False,31,4,R. Ismael,145387,287,4.56,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1,0.0,Rúben Ismael Valente Ramos,0.0,5,ruben-ismael,VIT,,,,,,,,,,,,,,,,,,,,
769,Breno Vereza,False,31,2,B. Vereza,145396,267,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,0.0,Breno Vereza da Silva,0.0,6,breno-vereza,VAS,,,,,,,,,,,,,,,,,,,,
