,atletas.preco_num,atletas.foto,atletas.media_num,atletas.posicao_id,atletas.slug,atletas.atleta_id,atletas.clube_id,atletas.jogos_num,atletas.nome,atletas.entrou_em_campo,atletas.apelido,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.pontos_num,atletas.variacao_num,atletas.rodada_id,atletas.status_id,CA,DS,FC,FD,FF,FS,G,I,SG,A,PS,DE,GS,FT,CV,V,DP,PC,PP,GC
255,4.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.09,4,lima,96340,266,24,Vinícius Moreira de Lima,True,Lima,Lima,FLU,-0.3,-0.38,33,6,2.0,6.0,17.0,4.0,8.0,26.0,2.0,1.0,,1.0,,,,1.0,,,,,,
256,2.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.55,4,charles,96342,264,15,Charles Rigon Mattos,False,Charles,Charles,COR,0.0,0.0,33,2,2.0,16.0,17.0,1.0,,3.0,1.0,2.0,,,,,,,1.0,,,1.0,,
257,8.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.18,5,joaquin-correa,96353,263,16,Carlos Joaquín Correa,True,Joaquín Correa,J. Correa,BOT,5.2,-0.32,33,6,2.0,9.0,10.0,7.0,6.0,19.0,2.0,2.0,,,1.0,,,1.0,,,,,,
258,14.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7.05,4,matheus-pereira,96610,283,31,Matheus Fellipe Costa Pereira,True,Matheus Pereira,M. Pereira,CRU,6.0,0.65,33,3,6.0,39.0,34.0,19.0,20.0,99.0,6.0,7.0,,7.0,,,,2.0,,,,,,
259,2.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.56,4,allan,96652,262,13,Allan Rodrigues de Souza,False,Allan,Allan,FLA,0.0,0.0,33,6,2.0,5.0,19.0,2.0,2.0,7.0,,,,,,,,,,,,,,
260,3.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.23,5,rigoni,96684,276,7,Emiliano Ariel Rigoni,True,Rigoni,Rigoni,SAO,0.8,-0.27,33,6,1.0,,5.0,2.0,4.0,2.0,,5.0,,1.0,,,,1.0,1.0,,,,,
261,6.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3.31,2,saravia,96725,282,12,Renzo Saravia,False,Saravia,Saravia,CAM,0.0,0.0,33,6,2.0,8.0,15.0,,2.0,5.0,,,6.0,,,,,,,,,,,
262,6.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.46,3,camutanga,96793,287,10,Cleidson Andrade da Souza Silva,False,Camutanga,Camutanga,VIT,0.0,0.0,33,6,6.0,15.0,13.0,2.0,4.0,3.0,,1.0,3.0,,,,,,,,,,,
263,3.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.92,5,carlinhos,96831,287,6,Carlos Moisés de Lima,False,Carlinhos,Carlinhos,VIT,0.0,0.0,33,6,2.0,1.0,8.0,,4.0,1.0,1.0,3.0,,,,,,,1.0,,,,,
264,10.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6.08,2,emerson-royal,96870,262,12,Emerson Aparecido Leite de Souza Júnior,False,Emerson Royal,E. Royal,FLA,0.0,0.0,33,7,1.0,22.0,15.0,4.0,2.0,22.0,1.0,,3.0,1.0,,,,,,,,,,
265,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,1,guruceaga,96874,286,0,Gastón Guruceaga Fagúndez,False,Guruceaga,Guruceaga,JUV,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
266,8.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4.53,3,carlos-cuesta,97095,267,9,Carlos Eccehomo Cuesta Figueroa,True,Carlos Cuesta,C. Cuesta,VAS,-0.9,-0.61,33,6,2.0,10.0,11.0,2.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,1.0,,
267,9.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.93,4,villasanti,97145,284,15,Mathías Adalberto Villasanti Rolón,False,Villasanti,Villasanti,GRE,0.0,0.0,33,5,5.0,42.0,24.0,,4.0,10.0,,,,,,,,,,,,,,
268,6.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.11,5,alesson,97321,2305,19,Alesson dos Santos Batista,True,Alesson,Alesson,MIR,3.9,0.49,33,6,1.0,14.0,24.0,4.0,7.0,18.0,4.0,9.0,,3.0,,,,,,,,,,
269,9.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.5,6,rogerio-ceni,97341,265,31,Rogério Mücke Ceni,True,Rogério Ceni,R. Ceni,BAH,5.35,0.29,33,7,,,,,,,,,,,,,,,,14.0,,,,
270,4.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,3.07,3,joao-victor,97460,2305,27,João Victor Carroll Santana,True,João Victor,J. Victor,MIR,6.1,0.87,33,7,7.0,18.0,20.0,1.0,5.0,15.0,2.0,2.0,7.0,1.0,,,,1.0,1.0,,,,,
271,9.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.59,2,marcal,97468,263,11,Fernando Marçal de Oliveira,False,Marçal,Marçal,BOT,0.0,0.0,33,6,5.0,17.0,16.0,,1.0,6.0,2.0,,5.0,,,,,,,,,,,
272,3.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.38,4,shaylon,97520,2305,9,Shaylon Kallyson Cardozo - Cardoso,True,Shaylon,Shaylon,MIR,1.5,-0.58,33,7,,5.0,4.0,2.0,4.0,1.0,,1.0,,,,,,,,,,,,
273,6.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.72,3,felix-torres,97642,264,9,Félix Eduardo Torres Caicedo,False,Félix Torres,F. Torres,COR,0.0,0.0,33,6,1.0,14.0,12.0,,2.0,1.0,,,3.0,,,,,,,,,,,
274,7.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6.78,1,thiago-couto,97645,287,4,Thiago Couto Wenceslau,True,Thiago Couto,T. Couto,VIT,8.9,0.75,33,6,,,,,,,,,2.0,,,17.0,4.0,,,,,1.0,,
275,7.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.9,3,murilo,97653,275,15,Murilo Cerqueira Paim,True,Murilo,Murilo,PAL,1.2,-0.81,33,6,5.0,18.0,23.0,1.0,4.0,4.0,1.0,,6.0,,,,,,,,,1.0,,
276,6.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.7,5,erick,97810,287,26,Erick de Arruda Serafim,True,Erick,Erick,VIT,1.8,-0.55,33,6,6.0,21.0,20.0,7.0,17.0,63.0,3.0,1.0,,4.0,,,,2.0,,,,,,
277,7.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.77,3,leo-ortiz,97867,262,26,Leonardo Rech Ortiz,False,Léo Ortiz,L. Ortiz,FLA,0.0,0.0,33,2,4.0,20.0,19.0,4.0,9.0,5.0,1.0,1.0,13.0,2.0,,,,2.0,,,,,,
278,4.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.93,2,iago,97868,265,13,Iago Amaral Borduchi,True,Iago,Iago,BAH,-1.9,-0.61,33,7,2.0,6.0,8.0,2.0,2.0,3.0,1.0,1.0,4.0,,,,,,,,,,,
279,5.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3.19,2,mailton,97898,276,8,Maílton dos Santos de Sá,True,Maílton,Maílton,SAO,2.7,-0.32,33,6,1.0,4.0,9.0,2.0,1.0,10.0,,,3.0,,,,,,,,,,,
280,8.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4.91,2,matheus-bahia,97899,354,22,Matheus Bahia Santos,True,Matheus Bahia,M. Bahia,CEA,7.0,0.64,33,7,4.0,31.0,19.0,2.0,3.0,27.0,,,9.0,1.0,,,,1.0,,,,,,
281,6.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.97,3,vitao,97900,285,25,Vitor Eduardo da Silva Matos,True,Vitão,Vitão,INT,1.2,0.1,33,7,4.0,22.0,18.0,5.0,4.0,2.0,,,7.0,1.0,,,,1.0,,,,,,1.0
282,7.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.03,4,erick,98022,265,12,Erick Luis Conrado de Carvalho,True,Erick,Erick,BAH,3.5,0.29,33,6,3.0,19.0,13.0,,2.0,5.0,1.0,2.0,,,,,,1.0,,,,,,
283,8.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.98,5,pedro-raul,98225,354,27,Pedro Raul Garay da Silva,False,Pedro Raul,P. Raul,CEA,0.0,0.0,33,7,5.0,6.0,49.0,23.0,27.0,36.0,6.0,31.0,,,,,,2.0,,,,,,
284,11.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,3,bastos,98280,263,0,Bartolomeu Jacinto Quissanga,False,Bastos,Bastos,BOT,0.0,0.0,33,5,,,,,,,,,,,,,,,,,,,,
285,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,4,val-soares,98306,287,0,Valdemir de Oliveira Soares,False,Val Soares,V. Soares,VIT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
286,5.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.17,5,negueba,98384,2305,26,Luiz Henrique Soares Firmino,True,Negueba,Negueba,MIR,4.6,0.3,33,7,3.0,19.0,17.0,8.0,10.0,41.0,5.0,5.0,,2.0,,,,,,,,,,
287,3.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.3,3,kanu,98484,265,3,Victor Hugo Soares dos Santos,False,Kanu,Kanu,BAH,0.0,0.0,33,6,,5.0,2.0,,,,,,,,,,,,1.0,,,,,
288,6.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.24,4,jean-lucas,98517,265,28,Jean Lucas de Souza Oliveira,True,Jean Lucas,J. Lucas,BAH,3.6,-0.17,33,7,2.0,44.0,36.0,10.0,15.0,27.0,3.0,2.0,,1.0,,,,1.0,1.0,,,1.0,,
289,6.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.69,3,kuscevic,98619,356,18,Benjamín Kuščević Jaramillo,False,Kuscevic,Kuscevic,FOR,0.0,0.0,33,6,3.0,26.0,17.0,1.0,3.0,4.0,1.0,1.0,5.0,,,,,,1.0,,,,,
290,8.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.8,4,savarino,98672,263,23,Jefferson David Savarino Quintero,True,Savarino,Savarino,BOT,2.0,-0.81,33,6,1.0,9.0,9.0,14.0,14.0,17.0,3.0,8.0,,3.0,,,,1.0,,,,,,
291,4.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.12,2,angileri,98720,264,24,Fabrizio Germán Angileri - Fabricio,False,Angileri,Angileri,COR,0.0,0.0,33,6,4.0,26.0,13.0,1.0,4.0,5.0,,1.0,7.0,,,,,1.0,,,,1.0,,
292,13.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6.31,5,samuel-lino,98873,262,16,Samuel Dias Lino,True,Samuel Lino,S. Lino,FLA,4.3,-0.75,33,7,1.0,17.0,13.0,8.0,16.0,18.0,3.0,2.0,,5.0,,,,,,,,,,
293,8.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,4.43,5,cuello,98909,282,15,Tomás Esteban Cuello,False,Cuello,Cuello,CAM,0.0,0.0,33,6,3.0,13.0,17.0,11.0,13.0,27.0,1.0,2.0,,1.0,,,,3.0,1.0,,,1.0,,
294,7.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.12,2,vina,98974,262,8,Matías Nicolás Viña Susperreguy,True,Viña,Viña,FLA,0.0,-0.62,33,6,1.0,4.0,5.0,,,3.0,,,4.0,,,,,,,,,,,
295,4.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.82,4,lourenco,99032,354,26,João Paulo Ferreira Lourenço,True,Lourenço,Lourenço,CEA,0.1,-0.08,33,6,4.0,28.0,29.0,9.0,8.0,20.0,2.0,1.0,,1.0,,,,,,,,,1.0,
296,4.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.26,5,lucas-braga,99119,287,18,Lucas Braga Ribeiro,True,Lucas Braga,L. Braga,VIT,2.0,-0.06,33,6,1.0,11.0,12.0,3.0,4.0,23.0,1.0,3.0,,,,,,1.0,,,,,,
297,13.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6.17,5,vegetti,99198,267,27,Pablo Vegetti,True,Vegetti,Vegetti,VAS,0.0,-0.29,33,7,2.0,12.0,26.0,8.0,25.0,35.0,13.0,5.0,,1.0,,,,2.0,,,,,,1.0
298,5.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,3.82,2,puma-rodriguez,99213,267,19,José Luis Rodríguez Bebanz,True,Puma Rodríguez,P. Rodríguez,VAS,1.5,-0.25,33,6,,12.0,8.0,2.0,10.0,5.0,1.0,,4.0,2.0,,,,2.0,,,,,,
299,2.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.68,5,ignacio-ramirez,99221,292,8,Juan Ignacio Ramírez Polero,True,Ignacio Ramírez,I. Ramírez,SPT,-0.3,-0.15,33,6,1.0,1.0,7.0,3.0,3.0,2.0,,,,,,,,,,,,,,
300,7.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.52,4,de-la-cruz,99228,262,17,Diego Nicolás de la Cruz Arcosa,True,De la Cruz,D. Cruz,FLA,2.3,0.06,33,7,4.0,16.0,15.0,4.0,10.0,29.0,,,,,,,,,,,,,,
301,6.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.25,5,bareiro,99248,356,15,Adam Fernando Bareiro Gamarra,True,Bareiro,Bareiro,FOR,11.6,0.38,33,7,3.0,7.0,22.0,9.0,3.0,13.0,4.0,1.0,,,,,,1.0,1.0,,,,1.0,
302,10.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.93,4,pochettino,99267,356,20,Tomás Pochettino,True,Pochettino,Pochettino,FOR,6.5,0.96,33,7,3.0,24.0,9.0,10.0,10.0,11.0,1.0,3.0,,3.0,,,,,,,,,,
303,10.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.24,3,alexander-barboza,99274,263,20,Alexander Nahuel Barboza Ullúa,True,Alexander Barboza,A. Barboza,BOT,10.0,-0.14,33,6,12.0,42.0,40.0,5.0,7.0,3.0,,1.0,10.0,,,,,1.0,,,,,,
304,4.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.56,5,dinenno,99316,276,8,Juan Ignacio Dinenno de Cara,False,Dinenno,Dinenno,SAO,0.0,0.0,33,5,2.0,1.0,6.0,2.0,3.0,4.0,1.0,,,,,,,,,,,,,
305,8.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5.08,6,luis-zubeldia,99366,266,20,Luis Francisco Zubeldía,True,Luis Zubeldía,L. Zubeldía,FLU,5.13,-0.23,33,7,,,,,,,,,,,,,,,,7.0,,,,
306,6.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.13,5,michael,99392,262,13,Michael Richard Delgado de Oliveira,True,Michael,Michael,FLA,0.5,-0.06,33,6,,7.0,1.0,3.0,3.0,3.0,1.0,1.0,,3.0,,,,,,,,,,
307,5.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.43,4,baralhas,99440,287,23,Gabriel Baralhas dos Santos,False,Baralhas,Baralhas,VIT,0.0,0.0,33,6,9.0,40.0,38.0,5.0,10.0,20.0,1.0,,,1.0,,,,1.0,,,,1.0,,
308,9.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.72,1,rossi,99552,262,32,Agustín Daniel Rossi,True,Rossi,Rossi,FLA,0.6,-0.13,33,7,2.0,,,,,9.0,,,16.0,,,77.0,20.0,,,,3.0,,,
309,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.03,5,paulinho,99818,275,7,Paulo Henrique Sampaio Filho,False,Paulinho,Paulinho,PAL,0.0,0.0,33,6,,2.0,1.0,1.0,3.0,2.0,,1.0,,,,,,,,,,,,
310,6.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.89,3,alan-franco,99889,276,24,Alan Javier Franco,True,Alan Franco,A. Franco,SAO,4.3,-0.16,33,7,6.0,25.0,24.0,,2.0,9.0,,2.0,8.0,,,,,,,,,1.0,,
311,5.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.88,4,igor-gomes,100084,282,27,Igor Silveira Gomes,True,Igor Gomes,I. Gomes,CAM,4.7,-0.4,33,6,2.0,14.0,15.0,3.0,7.0,18.0,5.0,1.0,,1.0,,,,,,,,,,
312,2.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1.73,4,pedro-augusto,100085,292,12,Pedro Augusto Borges da Costa,False,Pedro Augusto,P. Augusto,SPT,0.0,0.0,33,6,4.0,17.0,11.0,1.0,1.0,7.0,,,,,,,,,1.0,,,,,
313,11.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.28,5,yuri-alberto,100652,264,23,Yuri Alberto Monteiro da Silva,True,Yuri Alberto,Y. Alberto,COR,1.9,-1.26,33,7,3.0,3.0,23.0,11.0,28.0,36.0,8.0,7.0,,2.0,1.0,,,1.0,,,,,1.0,
314,3.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.01,5,fernando,100695,280,10,Fernando dos Santos Pedro,False,Fernando,Fernando,RBB,0.0,0.0,33,6,,2.0,4.0,3.0,4.0,3.0,,,,,,,,,,,,,,
315,5.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.18,4,matheus-henrique,100742,283,13,Matheus Henrique de Souza,False,Matheus Henrique,M. Henrique,CRU,0.0,0.0,33,5,2.0,16.0,10.0,2.0,2.0,11.0,,,,,,,,,,,,,,
316,5.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.83,1,brenno,100830,356,9,Brenno Oliveira Fraga Costa,True,Brenno,Brenno,FOR,3.2,0.17,33,7,,,,,,2.0,,,1.0,,,25.0,11.0,,1.0,,1.0,,,
317,7.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,4.18,3,ruan,100842,282,8,Ruan Tressoldi Netto,False,Ruan,Ruan,CAM,0.0,0.0,33,6,3.0,9.0,10.0,,,6.0,1.0,,3.0,,,,,,,,,,,
318,7.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.21,2,lucas-esteves,100846,284,7,Lucas Esteves Souza,False,Lucas Esteves,L. Esteves,GRE,0.0,0.0,33,6,1.0,11.0,8.0,1.0,4.0,2.0,,,1.0,,,,,,,,,1.0,,
319,7.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.6,2,luan-candido,100848,292,9,Luan Cândido de Almeida,True,Luan Cândido,L. Cândido,SPT,1.7,-0.1,33,6,1.0,11.0,11.0,4.0,2.0,4.0,1.0,2.0,1.0,,,,,,,,,1.0,,
320,9.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.64,2,vitinho,100898,263,29,Victor Alexander da Silva,True,Vitinho,Vitinho,BOT,4.7,-0.59,33,6,2.0,47.0,23.0,3.0,7.0,13.0,1.0,4.0,15.0,1.0,,,,,,,,1.0,,
321,3.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.19,4,ronald-lopes,100969,287,27,Ronald dos Santos Lopes,True,Ronald Lopes,R. Lopes,VIT,-1.2,-0.56,33,6,6.0,31.0,38.0,5.0,4.0,22.0,,3.0,,2.0,,,,,,,,,,
322,4.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.12,4,nonato,100987,266,15,Gustavo Nonato Santana,True,Nonato,Nonato,FLU,0.9,0.09,33,6,3.0,14.0,15.0,1.0,4.0,12.0,1.0,,,,,,,,,,,,,
323,5.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.97,5,junior-santos,101002,282,16,José Antonio dos Santos Júnior,False,Júnior Santos,J. Santos,CAM,0.0,0.0,33,6,1.0,4.0,9.0,2.0,5.0,14.0,2.0,3.0,,,,,,,,,,,,
324,9.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5.67,2,diego,101027,354,25,Jackson Diego Ibraim Fagundes - Ibrahim,True,Diego,Diego,CEA,4.6,0.21,33,6,4.0,35.0,22.0,4.0,6.0,54.0,,,10.0,2.0,,,,1.0,,,,,,
325,8.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.89,5,ferreira,101290,276,23,Aldemir dos Santos Ferreira,True,Ferreira,Ferreira,SAO,2.8,-1.29,33,2,3.0,15.0,11.0,5.0,13.0,38.0,5.0,3.0,,3.0,,,,2.0,,,,,,
326,6.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.83,5,ademir,101314,265,24,Ademir da Silva Santos Júnior,True,Ademir,Ademir,BAH,6.7,0.88,33,7,6.0,27.0,24.0,10.0,12.0,41.0,1.0,5.0,,3.0,,,,,,,,,,
327,8.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5.26,2,guga,101319,266,17,Cláudio Rodrigues Gomes,False,Guga,Guga,FLU,0.0,0.0,33,6,1.0,27.0,6.0,1.0,2.0,12.0,1.0,,6.0,1.0,,,,,,,,,,
328,2.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,-1.0,1,marcelo-pitaluga,101478,266,0,Marcelo de Araújo Pitaluga Filho,False,Marcelo Pitaluga,M. Pitaluga,FLU,0.0,0.0,33,6,1.0,,,,,,,,,,,,,,,,,,,
329,4.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.21,4,pepe,101573,287,14,João Pedro Vilardi Pinto,False,Pepê,Pepê,VIT,0.0,0.0,33,6,3.0,21.0,22.0,1.0,1.0,20.0,,,,,,,,,1.0,,,,,
330,8.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.8,1,hugo-souza,101574,264,24,Hugo de Souza Nogueira,False,Hugo Souza,H. Souza,COR,0.0,0.0,33,5,3.0,,,,,2.0,,,9.0,,,57.0,26.0,,,,,,,
