,atletas.preco_num,atletas.foto,atletas.media_num,atletas.posicao_id,atletas.slug,atletas.atleta_id,atletas.clube_id,atletas.jogos_num,atletas.nome,atletas.entrou_em_campo,atletas.apelido,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.pontos_num,atletas.variacao_num,atletas.rodada_id,atletas.status_id,CA,DS,FC,FD,FF,FS,G,I,SG,A,PS,DE,GS,FT,CV,V,DP,PC,PP,GC
388,5.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.28,4,acevedo,104783,265,25,Nicolás Brian Acevedo Tabárez,True,Acevedo,Acevedo,BAH,2.0,-0.67,33,7,3.0,46.0,25.0,6.0,4.0,16.0,,,,1.0,,,,,,,,,,
389,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,1,jorge-meurer,104933,284,0,Jorge Meurer Bartholdy,False,Jorge Meurer,J. Meurer,GRE,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
390,6.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.94,3,wagner-leonardo,104994,284,24,Wagner Leonardo Calvelo de Souza,False,Wagner Leonardo,W. Leonardo,GRE,0.0,0.0,33,6,2.0,25.0,15.0,5.0,2.0,5.0,,1.0,5.0,1.0,,,,,,,,,,
391,5.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.97,3,joao-marcelo,105047,283,3,João Marcelo Messias Ferreira,False,João Marcelo,J. Marcelo,CRU,0.0,0.0,33,6,,2.0,2.0,,,1.0,,,,,,,,,,,,,,
392,3.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.48,4,reinier,105068,282,9,Reinier Jesus Carvalho,False,Reinier,Reinier,CAM,0.0,0.0,33,6,2.0,6.0,5.0,1.0,2.0,4.0,,,,,,,,1.0,,,,,,
393,6.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.96,3,alexis-duarte,105114,277,5,Alexis David Duarte Pereira,False,Alexis Duarte,A. Duarte,SAN,0.0,0.0,33,7,1.0,9.0,7.0,2.0,,4.0,,,,,,,,,,,,,,
394,8.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,5.65,2,khellven,105175,275,10,Khellven Douglas Silva Oliveira,True,Khellven,Khellven,PAL,1.5,-1.33,33,6,1.0,16.0,19.0,1.0,,6.0,,,5.0,2.0,,,,,,,,,,
395,6.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2.75,2,sant-anna,105213,280,11,Ariel Agustín Sant'Anna Quintero,True,Sant'Anna,Sant'Anna,RBB,6.6,0.74,33,6,3.0,10.0,11.0,1.0,8.0,2.0,,2.0,2.0,,,,,1.0,,,,,,
396,6.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.16,4,santiago-rodriguez,105214,263,22,Santiago Mariano Rodríguez Molina,True,Santiago Rodríguez,S. Rodríguez,BOT,3.9,-0.05,33,6,4.0,24.0,15.0,8.0,10.0,31.0,2.0,1.0,,3.0,,,,,,,,,,
397,8.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.49,3,gaston-avila,105258,356,20,Gastón Luciano Ávila,True,Gastón Ávila,G. Ávila,FOR,7.0,0.26,33,7,4.0,39.0,17.0,5.0,8.0,18.0,,1.0,4.0,,,,,,,,,1.0,,
398,9.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6.43,3,ferraresi,105300,276,20,Nahuel Adolfo Ferraresi Hernández,False,Ferraresi,Ferraresi,SAO,0.0,0.0,33,6,3.0,56.0,26.0,,3.0,22.0,,1.0,6.0,3.0,,,,,,,,,,1.0
399,2.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.95,4,lucas-lima,105337,354,10,Lucas Eduardo Lima da Silva,False,Lucas Lima,L. Lima,CEA,0.0,0.0,33,6,,5.0,1.0,,1.0,3.0,,,,,,,,,,,,,,
400,5.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.26,3,gabriel-xavier,105373,265,9,Gabriel Lheman Xavier - Lhman,False,Gabriel Xavier,G. Xavier,BAH,0.0,0.0,33,5,3.0,6.0,16.0,,2.0,5.0,,,3.0,,,,,,,,,,,
401,9.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.13,4,carrascal,105436,262,12,Jorge Andrés Carrascal Guardo,True,Carrascal,Carrascal,FLA,10.2,1.05,33,6,4.0,14.0,16.0,,8.0,14.0,2.0,,,4.0,,,,,,,,,,
402,9.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.64,2,matheus-bidu,105531,264,23,Matheus Lima Beltrão Oliveira Valin,True,Matheus Bidu,M. Bidu,COR,2.4,0.19,33,7,8.0,31.0,17.0,4.0,7.0,51.0,,7.0,10.0,2.0,1.0,,,,,,,,,
403,10.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6.78,5,carlos-vinicius,105563,284,10,Carlos Vinícius Alves Morais,True,Carlos Vinícius,C. Vinícius,GRE,12.4,1.83,33,7,2.0,1.0,16.0,2.0,4.0,20.0,7.0,6.0,,1.0,,,,,1.0,,,,,
404,6.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.5,5,lucero,105568,356,24,Juan Martín Lucero,False,Lucero,Lucero,FOR,0.0,0.0,33,6,6.0,17.0,35.0,8.0,9.0,14.0,3.0,8.0,,1.0,,,,1.0,,,,,1.0,
405,8.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4.72,2,lucas-piton,105584,267,24,Lucas Piton Crivellaro,True,Lucas Piton,L. Piton,VAS,5.6,0.32,33,7,4.0,27.0,36.0,1.0,5.0,9.0,1.0,1.0,6.0,8.0,,,,,,,,,,
406,1.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.14,4,roni,105585,2305,7,Roni Medeiros de Moura,False,Roni,Roni,MIR,0.0,0.0,33,6,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
407,8.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,4.06,4,mauricio,105647,275,24,Maurício Magalhães Prado,True,Maurício,Maurício,PAL,1.5,-0.3,33,6,1.0,15.0,14.0,7.0,12.0,17.0,3.0,6.0,,6.0,,,,,,,,,,
408,5.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.67,5,talles-magno,105786,264,22,Talles Magno Bacelar Martins,True,Talles Magno,T. Magno,COR,0.0,-0.27,33,6,2.0,14.0,21.0,6.0,10.0,31.0,1.0,9.0,,1.0,,,,1.0,,,,,,
409,6.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.39,3,luan-freitas,105807,286,9,Luan de Freitas Molarinho Chagas,True,Luan Freitas,L. Freitas,JUV,3.0,-0.55,33,7,,16.0,8.0,,3.0,1.0,,,2.0,1.0,,,,,,,,,,
410,5.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.57,3,edu,105842,287,17,Lucas Eduardo Ribeiro de Souza,False,Edu,Edu,VIT,0.0,0.0,33,6,2.0,16.0,8.0,1.0,3.0,5.0,,,7.0,,,,,,,,,,,
411,5.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.4,4,matheus-araujo,105845,354,8,Matheus de Araújo Andrade,False,Matheus Araújo,M. Araújo,CEA,0.0,0.0,33,6,,2.0,1.0,1.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,
412,4.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.69,5,allanzinho,105900,356,7,Allan Victor Oliveira Mota,False,Allanzinho,Allanzinho,FOR,0.0,0.0,33,5,1.0,2.0,5.0,,3.0,10.0,,1.0,,2.0,1.0,,,,,,,,,
413,3.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.86,4,jose-aldo,105903,2305,25,José Aldo Soares de Oliveira Filho,True,José Aldo,J. Aldo,MIR,4.0,0.6,33,6,4.0,25.0,27.0,7.0,8.0,13.0,,1.0,,,,,,,,,,,,
414,8.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.01,1,rochet,105949,285,11,Sergio Ramón Rochet Álvarez,False,Rochet,Rochet,INT,0.0,0.0,33,5,,,,,,2.0,,,2.0,,,37.0,15.0,,,,,,,
415,5.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.11,3,santiago-mingo,105990,265,27,Santiago Martín Ramos Mingo,True,Santiago Mingo,S. Mingo,BAH,3.7,0.19,33,7,6.0,25.0,27.0,3.0,9.0,21.0,,2.0,8.0,,,,,,,,,,,
416,7.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.59,2,ewerthon,106082,286,15,Ewerthon Diógenes da Silva,True,Ewerthon,Ewerthon,JUV,8.7,0.9,33,6,2.0,22.0,8.0,2.0,7.0,9.0,1.0,2.0,1.0,,,,,,,,,,,
417,7.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.36,6,thiago-carpini,106147,286,26,Thiago Carpini Barbosa,True,Thiago Carpini,T. Carpini,JUV,7.17,-0.18,33,7,,,,,,,,,,,,,,,,7.0,,,,
418,7.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.7,1,lucao,106160,280,4,Lucas Alexandre Galdino de Azevedo,False,Lucão,Lucão,RBB,0.0,0.0,33,6,1.0,,,,,1.0,,,1.0,,,21.0,9.0,,,,,,,
419,9.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.64,2,bruno-gomes,106202,285,8,Bruno Gomes da Silva Clevelário,True,Bruno Gomes,B. Gomes,INT,11.1,1.89,33,7,2.0,14.0,13.0,1.0,1.0,6.0,,,3.0,2.0,,,,,,,,,,
420,3.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.78,4,marcos-antonio,106294,276,24,Marcos Antônio Silva Santos,False,Marcos Antônio,M. Antônio,SAO,0.0,0.0,33,5,4.0,13.0,22.0,1.0,7.0,25.0,,1.0,,3.0,,,,,,,,,,
421,5.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.4,4,caio-alexandre,106323,265,16,Caio Alexandre Souza e Silva,False,Caio Alexandre,C. Alexandre,BAH,0.0,0.0,33,6,4.0,18.0,28.0,1.0,5.0,27.0,,,,1.0,,,,,,,,,,
422,8.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.1,3,eduardo-santos,106434,280,7,Eduardo Gonzaga Mendes Santos,False,Eduardo Santos,E. Santos,RBB,0.0,0.0,33,6,,10.0,1.0,,,2.0,,,4.0,,,,,,,,,,,
423,9.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5.43,3,villalba,106593,283,28,Lucas Hernán Villalba,True,Villalba,Villalba,CRU,11.5,1.04,33,7,10.0,35.0,22.0,4.0,7.0,18.0,1.0,,16.0,,,,,3.0,,,,,,
424,7.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.57,5,leo-pereira,106681,292,17,Leonardo Augusto dos Santos Pereira,True,Léo Pereira,L. Pereira,SPT,20.3,3.01,33,6,,13.0,13.0,6.0,7.0,26.0,2.0,7.0,,1.0,,,,,,,,1.0,,
425,8.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7.42,2,igor-formiga,106708,286,12,Igor Marques Paciência Cardoso,True,Igor Formiga,I. Formiga,JUV,-1.9,-2.73,33,7,1.0,28.0,14.0,3.0,4.0,9.0,2.0,,3.0,2.0,,,,,,,,,,
426,6.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.85,4,rodrigo-nestor,106822,265,17,Rodrigo Nestor Bertalia,False,Rodrigo Nestor,R. Nestor,BAH,0.0,0.0,33,7,4.0,15.0,11.0,3.0,6.0,14.0,4.0,2.0,,,,,,1.0,,,,,,
427,5.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.7,2,patryck,106829,276,4,Patryck Lanza dos Reis,False,Patryck,Patryck,SAO,0.0,0.0,33,6,1.0,1.0,3.0,1.0,5.0,2.0,,,1.0,,,,,,,,,,,
428,3.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.07,5,paulo-baya,106918,354,14,Paulo Henrique Silva Ribeiro,True,Paulo Baya,P. Baya,CEA,0.9,0.06,33,6,,3.0,2.0,6.0,5.0,2.0,1.0,1.0,,1.0,,,,,,,,,,
429,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,1,yuri-sena,107075,287,0,Yuri Sena dos Reis Batista,False,Yuri Sena,Y. Sena,VIT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
430,8.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.35,2,luciano-juba,107093,265,28,Luciano Batista da Silva Júnior,True,Luciano Juba,L. Juba,BAH,0.2,-0.37,33,6,3.0,28.0,18.0,3.0,10.0,10.0,5.0,1.0,8.0,4.0,,,,,,,,,,
431,5.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.35,5,jeffinho,107170,263,14,Jefferson Ruan Pereira dos Santos,True,Jeffinho,Jeffinho,BOT,1.2,-0.08,33,6,,12.0,10.0,3.0,3.0,8.0,2.0,1.0,,4.0,,,,,,,,,,
432,5.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.23,4,michel-araujo,107173,265,21,Michel Daryl Araújo Villar,True,Michel Araújo,M. Araújo,BAH,2.0,-0.73,33,3,3.0,19.0,15.0,2.0,8.0,12.0,4.0,1.0,,,,,,,,,,,,
433,5.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,3.82,4,bruno-tabata,107174,285,22,Bruno Vinícius Souza Ramos,False,Bruno Tabata,B. Tabata,INT,0.0,0.0,33,6,4.0,20.0,17.0,10.0,11.0,21.0,3.0,2.0,,1.0,,,,1.0,,,,,,
434,4.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.08,1,matheus-donelli,107179,264,5,Matheus Planelles Donelli,False,Matheus Donelli,M. Donelli,COR,0.0,0.0,33,6,1.0,,,,,1.0,,,1.0,,,13.0,6.0,,,,,,,
435,7.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.23,1,leo-linck,107183,263,12,Leonardo Matias Baiersdorf Linck,True,Léo Linck,L. Linck,BOT,6.3,0.26,33,6,1.0,,,,,1.0,,,6.0,,,24.0,10.0,,,,,,,
436,3.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.9,1,magrao,107221,356,2,Audenirton Soares da Silva,False,Magrão,Magrão,FOR,0.0,0.0,33,6,,,,,,,,,,,,6.0,2.0,,,,,,,
437,7.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.93,4,danilo,107231,263,10,Danilo dos Santos de Oliveira,True,Danilo,Danilo,BOT,5.5,0.24,33,6,1.0,10.0,4.0,2.0,6.0,3.0,1.0,2.0,,,,,,,,,,,,
438,5.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.17,2,vanderlan,107236,280,17,Vanderlan Barbosa da Silva,True,Vanderlan,Vanderlan,RBB,7.2,0.85,33,6,3.0,27.0,25.0,1.0,3.0,11.0,,1.0,2.0,1.0,,,,,,,,,,
439,5.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.9,5,enio,107516,286,20,Sebastião Ênio Santos de Almeida,False,Ênio,Ênio,JUV,0.0,0.0,33,6,3.0,7.0,7.0,4.0,8.0,30.0,3.0,5.0,,,,,,1.0,,,,,,
440,8.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5.17,2,natanael,107554,282,30,Natanael Moreira Milouski,True,Natanael,Natanael,CAM,5.6,0.06,33,6,1.0,49.0,23.0,5.0,9.0,22.0,1.0,4.0,11.0,,,,,1.0,,,,,,
441,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,1,adriano,107698,292,0,Antônio Adriano Nascimento de Sousa,False,Adriano,Adriano,SPT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
442,5.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.99,5,chrystian-barletta,107726,292,30,Chrystian Amaral Barletta de Almeida,False,Chrystian Barletta,C. Barletta,SPT,0.0,0.0,33,6,2.0,16.0,15.0,18.0,18.0,30.0,2.0,5.0,,,,,,2.0,,,,,,
443,3.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.3,4,praxedes,107744,280,13,Bruno Conceição Praxedes,True,Praxedes,Praxedes,RBB,0.0,-0.12,33,6,2.0,5.0,7.0,2.0,7.0,11.0,,,,,,,,,,,,,,
444,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,1,adriel,107748,284,0,Adriel Vasconcelos Ramos,False,Adriel,Adriel,GRE,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
445,2.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.35,3,nata,107801,286,2,Natã Felipe de Amorim Santos,False,Natã,Natã,JUV,0.0,0.0,33,5,,2.0,1.0,,,,,,,,,,,,,,,,,
446,4.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.4,4,pierre,107812,356,7,Pierre Wagner Oliveira dos Santos,True,Pierre,Pierre,FOR,7.2,0.98,33,7,1.0,10.0,10.0,1.0,2.0,6.0,,,,,,,,,,,,,,
447,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,1,fintelman,107859,287,0,Alexandre Fintelman de Mello Ribeiro da Silva,False,Fintelman,Fintelman,VIT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
448,6.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3.93,4,bobadilla,107873,276,26,Damián Josué Bobadilla Benítez,True,Bobadilla,Bobadilla,SAO,4.4,0.03,33,2,3.0,44.0,31.0,7.0,7.0,11.0,3.0,1.0,,1.0,,,,,,,,,,
449,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.12,2,hugo,107908,264,8,Hugo Ferreira de Farias,False,Hugo,Hugo,COR,0.0,0.0,33,6,,7.0,3.0,1.0,1.0,7.0,,1.0,2.0,,,,,,,,,,,
450,5.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.21,4,fausto-vera,107950,282,15,Fausto Mariano Vera,True,Fausto Vera,F. Vera,CAM,1.2,0.11,33,6,3.0,19.0,23.0,,5.0,5.0,1.0,,,,,,,,,,,,,
451,6.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.56,5,carbonero,107989,285,20,Johan Stiven Carbonero Balanta,True,Carbonero,Carbonero,INT,1.4,-0.07,33,7,5.0,8.0,28.0,10.0,10.0,54.0,4.0,12.0,,2.0,2.0,,,1.0,,,,,,
452,6.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.44,5,isidro-pitta,108133,280,19,Isidro Miguel Pitta Saldívar,True,Isidro Pitta,I. Pitta,RBB,0.2,-0.99,33,6,5.0,1.0,16.0,3.0,6.0,10.0,7.0,7.0,,1.0,,,,,,,,,,
453,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,3,gabriel-lacerda,108176,354,0,Gabriel Santos Cordeiro Lacerda,False,Gabriel Lacerda,G. Lacerda,CEA,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
454,5.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.11,3,david-ricardo,108274,263,17,David Ricardo Loiola da Silva,True,David Ricardo,D. Ricardo,BOT,5.9,-1.01,33,6,3.0,11.0,20.0,1.0,3.0,12.0,2.0,1.0,8.0,,,,,,1.0,,,,,
455,6.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3.27,3,adonis-frias,108469,277,7,Adonis Uriel Frías,False,Adonis Frías,A. Frías,SAN,0.0,0.0,33,6,2.0,6.0,12.0,2.0,2.0,5.0,1.0,,1.0,,,,,,,,,,,
456,5.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.88,5,santi-moreno,108474,266,4,Santiago Moreno,False,Santi Moreno,S. Moreno,FLU,0.0,0.0,33,6,1.0,6.0,5.0,,,2.0,,,,,,,,,,,,,,
457,3.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.42,5,aravena,108548,284,20,Alexander Ernesto Aravena Guzmán,True,Aravena,Aravena,GRE,1.2,-0.43,33,6,1.0,7.0,6.0,3.0,7.0,9.0,3.0,1.0,,,,,,1.0,,,,,,
458,6.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.06,5,tapia,108588,276,15,Gonzalo Andrés Tapia Dubournais,True,Tapia,Tapia,SAO,2.4,0.21,33,2,4.0,6.0,17.0,7.0,12.0,23.0,4.0,5.0,,,,,,,,,,,,
459,1.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.02,5,garre,108671,267,8,Benjamín Antonio Garré,False,Garré,Garré,VAS,0.0,0.0,33,6,1.0,1.0,6.0,,,3.0,,,,,,,,,,,,,,
460,5.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2.69,4,emiliano-martinez,108683,275,22,Emiliano Martínez Toranza,False,Emiliano Martínez,E. Martínez,PAL,0.0,0.0,33,6,3.0,31.0,21.0,5.0,5.0,8.0,1.0,,,,,,,,,,,,,
461,7.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5.01,5,galeano,108713,354,30,Antonio Javier Galeano Ferreira,True,Galeano,Galeano,CEA,7.8,0.47,33,7,1.0,24.0,20.0,12.0,10.0,52.0,7.0,13.0,,3.0,,,,1.0,,,,,,
462,6.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.55,5,plata,109096,262,24,Gonzalo Jordy Plata Jiménez,False,Plata,Plata,FLA,0.0,0.0,33,6,,25.0,20.0,7.0,5.0,15.0,4.0,2.0,,1.0,,,,,1.0,,,,,
463,4.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.85,5,kike-saverio,109138,287,2,Javier Enrique Delgado Saverio,True,Kike Saverio,K. Saverio,VIT,0.0,-0.62,33,6,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
