,atletas.posicao_id,atletas.jogos_num,atletas.pontos_num,atletas.variacao_num,atletas.atleta_id,atletas.media_num,atletas.preco_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.nome,atletas.slug,atletas.foto,atletas.entrou_em_campo,atletas.apelido,atletas.minimo_para_valorizar,atletas.clube.id.full.name,atletas.clube_id,atletas.status_id,A,DS,FC,FD,FF,FS,G,I,CA,DE,GS,V,DP,SG,FT,PS,PC,CV,PP,GC
79,4,5,6.0,0.43,77485,2.88,6.93,6,Carrillo,André Martín Carrillo Díaz,carrillo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,Carrillo,,COR,264,7,,9.0,10.0,1.0,1.0,4.0,,1.0,,,,,,,,,,,,
80,2,5,-1.6,-1.12,77656,3.06,7.09,6,C. Soares,Cédric Ricardo Alves Soares,cedric-soares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,Cédric Soares,,SAO,276,6,1.0,4.0,4.0,,,3.0,,,1.0,,,,,1.0,,,,,,
81,4,4,0.0,0.0,77664,7.17,10.46,6,S. Oliveira,Sérgio Miguel Relvas de Oliveira,sergio-oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,Sérgio Oliveira,,SPT,292,7,,10.0,8.0,1.0,3.0,5.0,1.0,,1.0,,,,,,1.0,,,,,
82,4,6,4.7,0.64,77777,2.72,5.51,6,J. Schmidt,João Felipe Schmidt Urbano,joao-schmidt,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,João Schmidt,,SAN,277,7,,12.0,13.0,1.0,2.0,3.0,,1.0,2.0,,,,,,,,,,,
83,5,6,0.0,-0.31,78117,0.2,2.74,6,Everaldo,Everaldo Stum,everaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,Everaldo,,FLU,266,6,,2.0,6.0,,,,,,,,,,,,,,,,,
84,3,3,3.0,-0.27,78248,3.33,7.25,6,G. Henrique,Gustavo Henrique Vernes,gustavo-henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,Gustavo Henrique,,COR,264,7,,6.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
85,2,6,7.8,0.95,78445,7.42,9.69,6,Renê,Renê Rodrigues Martins,rene,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,Renê,,FLU,266,7,,17.0,6.0,,1.0,4.0,1.0,,,,,,,2.0,,,,,,
86,4,5,5.5,0.48,78605,4.06,6.2,6,Gabriel,Gabriel Girotto Franco,gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,Gabriel,,RBB,280,7,,14.0,10.0,,1.0,5.0,,,1.0,,,,,,,,,,,
87,2,6,11.5,0.66,78850,6.4,9.21,6,Reinaldo,Reinaldo Manoel da Silva,reinaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,Reinaldo,,MIR,2305,7,,6.0,4.0,3.0,,2.0,4.0,,2.0,,,,,,,,,,1.0,
88,1,0,0.0,0.0,78851,0.0,5.0,6,Richard,Richard de Oliveira Costa,richard,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,Richard,,CEA,354,6,,,,,,,,,,,,,,,,,,,,
89,3,3,0.0,0.0,78855,3.4,5.93,6,T. Santos,Thiago dos Santos,thiago-santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,Thiago Santos,,FLU,266,6,,,1.0,,,1.0,,,,,,,,2.0,,,,,,
90,1,6,4.8,0.57,79066,2.37,3.34,6,A. Muralha,Alex Roberto Santana Rafael,alex-muralha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,Alex Muralha,,MIR,2305,7,,,,,,1.0,,,2.0,19.0,9.0,,,,,,,,,
91,1,3,0.0,0.0,79266,4.4,5.49,6,B. Ferreira,Bruno Ferreira Ventura Diniz - de Lins,bruno-ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,Bruno Ferreira,,CEA,354,5,,,1.0,,,1.0,,,1.0,10.0,4.0,,,1.0,,,,,,
92,6,6,7.41,0.58,79437,5.66,10.37,6,R. Machado,Roger Machado Marques,roger-machado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,Roger Machado,,INT,285,7,,,,,,,,,,,,2.0,,,,,,,,
93,5,6,1.2,-1.54,79631,3.17,8.41,6,Cano,Germán Ezequiel Cano,cano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,Cano,,FLU,266,7,,1.0,4.0,1.0,9.0,7.0,1.0,2.0,1.0,,,,,,,,,,,
94,4,5,-0.1,-0.43,79701,2.86,5.18,6,L. Silva,Lucas Silva Borges,lucas-silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,Lucas Silva,,CRU,283,7,2.0,2.0,10.0,1.0,2.0,3.0,,,,,,,,,,,,,,
95,3,0,0.0,0.0,79702,0.0,4.0,6,A. Carlos,Antônio Carlos Cunha Capocasali Júnior,antonio-carlos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,Antônio Carlos,,SPT,292,6,,,,,,,,,,,,,,,,,,,,
96,5,0,0.0,0.0,80076,0.0,6.0,6,Z. Roberto,José Roberto Assunção de Araújo Filho,ze-roberto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,Zé Roberto,,SPT,292,6,,,,,,,,,,,,,,,,,,,,
97,4,6,0.4,-1.45,80129,4.22,5.95,6,Jadson,Jadson Alves dos Santos,jadson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,Jadson,,JUV,286,7,1.0,12.0,7.0,1.0,1.0,9.0,,1.0,1.0,,,,,,,,1.0,,,
98,4,6,4.4,0.63,80196,2.38,6.12,6,Y. Pikachu,Glaybson Yago Souza Lisboa,yago-pikachu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,Yago Pikachu,,FOR,356,6,,5.0,2.0,2.0,1.0,3.0,,3.0,,,,,,,1.0,,,,,
99,5,0,0.0,0.0,80225,0.0,4.0,6,R. Silva,Rafael da Silva,rafa-silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,Rafa Silva,,MIR,2305,3,,,,,,,,,,,,,,,,,,,,
100,5,5,1.4,-0.6,80287,1.72,7.33,6,Luciano,Luciano da Rocha Neves,luciano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,Luciano,,SAO,276,6,,1.0,5.0,2.0,4.0,4.0,,,,,,,,,,1.0,,,,
101,2,6,6.2,0.26,80313,5.18,8.44,6,Gilberto,Gilberto Moraes Júnior,gilberto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,Gilberto,,BAH,265,7,,8.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,2.0,,,,,,
102,4,4,0.0,-1.33,80544,3.05,6.95,6,P. Fernández,Guillermo Matías Fernández,pol-fernandez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,Pol Fernández,,FOR,356,6,2.0,2.0,5.0,1.0,,1.0,,,1.0,,,,,,,,,,,
103,2,4,0.0,0.0,80570,4.2,9.7,6,Wendell,Wendell Nascimento Borges,wendell,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,Wendell,,SAO,276,6,,3.0,4.0,,,7.0,,,,,,,,2.0,,,,,,
104,4,6,2.3,0.08,80583,2.6,5.57,6,L. Lima,Lucas Rafael Araújo Lima,lucas-lima,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,Lucas Lima,,SPT,292,6,1.0,3.0,10.0,5.0,1.0,9.0,,2.0,2.0,,,,,,,,,,,
105,4,5,3.7,-0.01,81091,2.32,5.5,6,Jair,Jair Rodrigues Júnior,jair,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,Jair,,VAS,267,7,,8.0,8.0,,,8.0,,,2.0,,,,,,,,,,,
106,4,4,4.9,0.3,81121,4.32,6.79,6,L. Mugni,Lucas Andrés Mugni,lucas-mugni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,Lucas Mugni,,CEA,354,7,1.0,8.0,6.0,,2.0,3.0,,,1.0,,,,,,,,,,,
107,2,1,0.0,0.0,81150,8.1,9.38,6,Mayke,Mayke Rocha de Oliveira,mayke,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,Mayke,,PAL,275,5,,3.0,3.0,,,1.0,,,1.0,,,,,1.0,,,,,,
108,5,2,0.5,-0.83,81401,1.3,7.13,6,G. Paciência,Gonçalo Mendes Paciência,goncalo-paciencia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,Gonçalo Paciência,,SPT,292,6,,,1.0,,3.0,1.0,,,,,,,,,,,,,,
109,4,6,2.2,0.33,81845,1.12,4.83,6,Alisson,Alisson Euler de Freitas Castro,alisson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,Alisson,,SAO,276,6,,3.0,7.0,1.0,2.0,7.0,,,2.0,,,,,,,,,,,
110,1,6,16.7,3.12,81881,6.43,12.23,6,J. Ricardo,João Ricardo Riedi,joao-ricardo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,João Ricardo,,FOR,356,6,,,,,,,,,,22.0,5.0,,,3.0,,,,,,
111,4,3,0.0,0.0,81952,1.07,3.73,6,W. Oliveira,Willian Osmar de Oliveira Silva,willian-oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,Willian Oliveira,,VIT,287,5,,1.0,2.0,,1.0,5.0,,,1.0,,,,,,,,,,,
112,4,1,0.0,0.0,82407,5.9,5.34,6,C. Kim,Francisco Hyun-Sol Kim,chico-kim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,Chico Kim,,MIR,2305,6,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
113,4,0,0.0,0.0,82455,0.0,8.0,6,Z. Rafael,José Rafael Vivian,ze-rafael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,Zé Rafael,,SAN,277,6,,,,,,,,,,,,,,,,,,,,
114,4,0,0.0,0.0,82463,0.0,7.0,6,Otávio,Otávio Henrique Passos Santos,otavio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,Otávio,,FLU,266,5,,,,,,,,,,,,,,,,,,,,
115,5,5,1.7,-0.71,82627,3.92,8.04,6,L. Araújo,Luiz de Araújo Guimarães Neto,luiz-araujo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,Luiz Araújo,,FLA,262,6,1.0,6.0,1.0,1.0,4.0,3.0,,,,,,,,,,,,,,
116,2,3,7.0,0.99,82628,7.57,10.29,6,Tinga,Guilherme de Jesus da Silva,tinga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,Tinga,,FOR,356,6,,3.0,1.0,,,1.0,1.0,,,,,,,2.0,,,,,,
117,4,2,0.0,0.0,82766,4.5,8.06,6,W. Rato,Wellington Soares da Silva,wellington-rato,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,Wellington Rato,,VIT,287,6,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
118,2,5,-1.3,-0.99,82775,6.22,7.69,6,L. Ramon,Lucas Ramon Batista Silva,lucas-ramon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,Lucas Ramon,,MIR,2305,7,1.0,11.0,4.0,,1.0,6.0,1.0,,1.0,,,,,,,,,,,
119,3,0,0.0,0.0,83048,0.0,5.0,6,R. Thyere,Rafael Thyere de Albuquerque Marques,rafael-thyere,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,Rafael Thyere,,SPT,292,5,,,,,,,,,,,,,,,,,,,,
120,4,0,0.0,0.0,83252,0.0,3.0,6,Recalde,Jorge Eduardo Recalde Ramírez,recalde,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,Recalde,,CEA,354,6,,,,,,,,,,,,,,,,,,,,
121,5,4,0.0,0.0,83257,2.55,7.11,6,Gabriel,Gabriel Barbosa Almeida,gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,Gabriel,,CRU,283,6,,,1.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,
122,5,0,0.0,0.0,83276,0.0,4.0,6,J. Furch,Julio César Furch,julio-furch,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,Julio Furch,,SAN,277,6,,,,,,,,,,,,,,,,,,,,
123,3,6,5.5,-0.04,83528,5.07,9.66,6,L. Pereira,Leonardo Pereira,leo-pereira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,Léo Pereira,,FLA,262,7,,1.0,3.0,,1.0,2.0,1.0,,,,,,,4.0,,,,,,
124,3,1,0.0,0.0,83786,1.1,4.47,6,Neris,Hueglo dos Santos Neris,neris,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,Neris,,VIT,287,6,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,
125,5,5,0.0,0.0,83817,1.96,5.78,6,Clayson,Clayson Henrique da Silva Vieira,clayson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,Clayson,,MIR,2305,6,1.0,1.0,4.0,2.0,1.0,7.0,,2.0,2.0,,,,,,,,,,,
126,5,6,1.7,-1.33,84042,4.0,9.07,6,T. Soares,Francisco das Chagas Soares dos Santos Meireles,tiquinho-soares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,Tiquinho Soares,,SAN,277,7,1.0,4.0,13.0,1.0,6.0,10.0,1.0,1.0,2.0,,,,,,,,,,,
127,1,0,0.0,0.0,84094,0.0,1.0,6,R. Carneiro,Eudes Ruan de Souza Carneiro,ruan-carneiro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,Ruan Carneiro,,JUV,286,6,,,,,,,,,,,,,,,,,,,,
128,3,6,8.2,1.17,84263,3.38,5.87,6,Jemerson,Jemerson de Jesus Nascimento,jemerson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,Jemerson,,GRE,284,7,,8.0,10.0,,1.0,3.0,1.0,,2.0,,,,,,1.0,,,,,
129,4,5,4.0,0.18,84428,2.7,5.56,6,F. Sobral,Fernando Pereira do Nascimento,fernando-sobral,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,Fernando Sobral,,CEA,354,7,,9.0,6.0,,1.0,6.0,,,2.0,,,,,,,,,,,
130,5,1,0.0,0.0,84523,0.0,3.47,6,Romarinho,José Romário Silva de Souza,romarinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,Romarinho,,SPT,292,6,,,,,,,,,,,,,,,,,,,,
131,4,6,7.2,0.57,84558,5.2,8.13,6,L. Romero,Lucas Daniel Romero,lucas-romero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,Lucas Romero,,CRU,283,7,,15.0,6.0,,2.0,6.0,1.0,1.0,2.0,,,,,,,,,,,
132,4,3,0.0,-0.52,84674,2.1,6.89,6,L. Evangelista,Lucas Evangelista Santana de Oliveira,lucas-evangelista,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,Lucas Evangelista,,PAL,275,6,,2.0,3.0,1.0,,6.0,,,,,,,,,,,,,,
133,2,1,0.0,0.0,84816,6.5,6.96,6,Varela,Guillermo Varela Olivera,varela,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,Varela,,FLA,262,6,,1.0,,,,,,,,,,,,1.0,,,,,,
134,3,0,0.0,0.0,84847,0.0,6.0,6,L. Peres,Luan Peres Petroni,luan-peres,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,Luan Peres,,SAN,277,6,,,,,,,,,,,,,,,,,,,,
135,1,3,6.3,0.37,85004,4.93,7.49,6,M. Felipe,Marcos Felipe de Freitas Monteiro,marcos-felipe,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,Marcos Felipe,,BAH,265,7,,,,,,,,,,6.0,3.0,,,2.0,,,,,,
136,4,4,1.3,-0.23,85034,2.73,6.05,6,Ã. Romero,Óscar David Romero Villamayor,oscar-romero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,Óscar Romero,,INT,285,6,1.0,1.0,1.0,,4.0,3.0,,,,,,,,,,,,,,
137,5,5,0.5,-3.81,85048,8.56,15.84,6,M. Depay,Memphis Depay,memphis-depay,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,Memphis Depay,,COR,264,2,1.0,4.0,1.0,2.0,4.0,7.0,3.0,,1.0,,,,,,,,,,,
138,4,6,0.6,-0.52,85403,4.18,5.39,6,Danielzinho,Daniel de Oliveira Sertanejo,danielzinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,Danielzinho,,MIR,2305,7,1.0,7.0,9.0,1.0,2.0,11.0,,,,,,,,,1.0,1.0,,,,
139,1,0,0.0,0.0,85425,-1.0,6.19,6,J. Paulo,João Paulo Silva Martins,joao-paulo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,João Paulo,,SAN,277,6,,,,,,,,,1.0,,,,,,,,,,,
140,4,2,0.0,0.0,85465,0.6,4.9,6,A. Santana,Alex Paulo Menezes Santana,alex-santana,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,Alex Santana,,COR,264,6,,,2.0,,1.0,2.0,,,,,,,,,,,,,,
141,4,6,0.0,-0.31,85856,1.4,2.87,6,R. Ryller,Ricardo Ryller Ribeiro Lino Silva,ricardo-ryller,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,Ricardo Ryller,,VIT,287,6,,6.0,6.0,1.0,,2.0,,,1.0,,,,,,,,,,,
142,5,4,0.0,0.0,85930,4.05,4.89,6,Aylon,Aylon Darwin Tavella,aylon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,Aylon,,CEA,354,5,,4.0,6.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,
143,4,0,0.0,0.0,85931,0.0,5.0,6,Hyoran,Hyoran Kaue Dalmoro,hyoran,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,Hyoran,,SPT,292,6,,,,,,,,,,,,,,,,,,,,
144,5,2,0.5,-0.27,86292,0.1,5.35,6,Bolasie,Yannick Bolasie,bolasie,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,Bolasie,,CRU,283,6,,,1.0,,,1.0,,,,,,,,,,,,,,
145,2,1,1.7,0.24,86410,1.7,4.24,6,V. Luis,Victor Luis Chuab Zamblauskas,victor-luis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,Victor Luis,,VAS,267,6,,,,1.0,,1.0,,,,,,,,,,,,,,
146,5,3,0.0,0.0,86485,2.6,6.81,6,Keno,Marcos da Silva França,keno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,Keno,,FLU,266,6,,1.0,2.0,1.0,4.0,5.0,,,,,,,,,,,,,,
147,1,0,0.0,0.0,86508,0.0,5.0,6,Jandrei,Jandrei Chitolina Carniel,jandrei,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,Jandrei,,SAO,276,6,,,,,,,,,,,,,,,,,,,,
148,4,0,0.0,0.0,86536,0.0,4.0,6,Richardson,Richardson Fernandes dos Santos,richardson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,Richardson,,CEA,354,5,,,,,,,,,,,,,,,,,,,,
149,4,3,0.0,0.0,86686,1.17,5.23,6,T. Tchê,Danilo das Neves Pinheiro,tche-tche,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,Tchê Tchê,,VAS,267,6,,1.0,,,,4.0,,,,,,,,,,,,,,
150,5,6,11.5,1.68,86757,4.33,10.18,6,Everton,Everton Sousa Soares,everton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,Everton,,FLA,262,7,1.0,5.0,3.0,2.0,5.0,,1.0,,,,,,,,,,,,,
151,4,4,-0.3,-0.7,86766,1.67,4.27,6,M. Rossetto,Matheus Rossetto,matheus-rossetto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,Matheus Rossetto,,FOR,356,6,,4.0,1.0,,,2.0,,,,,,,,,,,,,,
152,4,1,0.0,0.0,86777,-1.3,4.87,6,D. Barbosa,Danilo Barbosa da Silva,danilo-barbosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,Danilo Barbosa,,BOT,263,7,,,1.0,,,,,,1.0,,,,,,,,,,,
153,2,2,0.0,0.0,86820,2.5,3.68,6,Reginaldo,Reginaldo Lopes de Jesus,reginaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,Reginaldo,,JUV,286,6,,,,,,,,,,,,,,1.0,,,,,,
154,4,5,0.5,-0.36,86859,0.68,3.44,6,J. Welison,José Welison da Silva,jose-welison,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,José Welison,,FOR,356,6,,2.0,2.0,,,2.0,,,,,,,,,,,,,,
155,3,0,0.0,0.0,86863,0.0,4.0,6,L. Otávio,Luiz Otávio da Silva Santos,luiz-otavio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,Luiz Otávio,,MIR,2305,5,,,,,,,,,,,,,,,,,,,,
156,1,5,2.9,-1.77,87008,3.18,8.04,6,L. Jardim,Leonardo César Jardim,leo-jardim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,Léo Jardim,,VAS,267,7,,,,,,,,,,13.0,6.0,,,1.0,,,,,,
157,4,1,3.2,0.82,87009,3.2,4.82,6,Nathan,Nathan Allan de Souza,nathan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,Nathan,,GRE,284,6,,1.0,,1.0,,1.0,,,,,,,,,,,,,,
158,3,6,2.5,-0.47,87225,5.8,8.48,6,P. Henrique,Pedro Henrique Ribeiro Gonçalves,pedro-henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,Pedro Henrique,,RBB,280,7,,11.0,4.0,1.0,1.0,5.0,,,,,,,,3.0,,,,,,
