,atletas.posicao_id,atletas.jogos_num,atletas.pontos_num,atletas.variacao_num,atletas.atleta_id,atletas.media_num,atletas.preco_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.nome,atletas.slug,atletas.foto,atletas.entrou_em_campo,atletas.apelido,atletas.minimo_para_valorizar,atletas.clube.id.full.name,atletas.clube_id,atletas.status_id,A,DS,FC,FD,FF,FS,G,I,CA,DE,GS,V,DP,SG,FT,PS,PC,CV,PP,GC
238,5,6,3.0,-1.13,94207,6.78,8.68,6,Guilherme,Guilherme Augusto Vieira dos Santos,guilherme,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,Guilherme,,SAN,277,7,,16.0,3.0,4.0,8.0,13.0,,1.0,,,,,,,,,,,,
239,5,3,0.0,0.0,94444,3.23,4.5,6,M. Babi,Matheus Barcelos da Silva,matheus-babi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,Matheus Babi,,JUV,286,5,,1.0,2.0,,,2.0,1.0,2.0,,,,,,,,,,,,
240,4,2,0.0,0.0,94509,4.15,17.12,6,R. Veiga,Raphael Cavalcante Veiga,raphael-veiga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,Raphael Veiga,,PAL,275,5,,2.0,3.0,2.0,1.0,4.0,,,,,,,,,,1.0,,,,
241,3,0,0.0,0.0,94514,0.0,4.0,6,L. Oliveira,Lucas da Cruz Oliveira,lucas-oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,Lucas Oliveira,,VAS,267,6,,,,,,,,,,,,,,,,,,,,
242,5,3,26.0,4.33,94583,14.87,24.79,6,Pedro,Pedro Guilherme Abreu dos Santos,pedro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,Pedro,,FLA,262,7,1.0,1.0,,4.0,1.0,1.0,4.0,,,,,,,,1.0,1.0,,,1.0,
243,2,6,5.5,-0.6,94968,10.48,11.91,6,J. Capixaba,Luis Antônio da Rocha Júnior,juninho-capixaba,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,Juninho Capixaba,,RBB,280,7,,21.0,7.0,2.0,4.0,12.0,1.0,1.0,1.0,,,,,3.0,,,,,,
244,2,2,2.3,0.07,95127,4.4,5.73,6,Nicolas,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,nicolas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,Nicolas,,CEA,354,6,,2.0,,,1.0,,,,,,,,,1.0,,,,,,
245,5,4,0.0,0.0,95131,8.27,10.44,6,G. Taliari,Gabriel Pereira Taliari,gabriel-taliari,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,Gabriel Taliari,,JUV,286,6,1.0,2.0,6.0,3.0,2.0,6.0,2.0,3.0,,,,,,,1.0,,,,,
246,4,0,0.0,0.0,95288,0.0,4.0,6,B. Xavier,Bruno César Xavier Sislo,bruno-xavier,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,Bruno Xavier,,VIT,287,6,,,,,,,,,,,,,,,,,,,,
247,4,5,0.2,-0.48,95354,0.78,2.59,6,Giraldo,Daniel Eduardo Giraldo Cárdenas,giraldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,Giraldo,,JUV,286,7,,3.0,9.0,,2.0,3.0,,,1.0,,,,,,,,,,,
248,4,5,0.0,0.0,95357,3.82,5.1,6,Rivera,Christian Hernando Rivera Cuéllar,rivera,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,Rivera,,SPT,292,7,,15.0,13.0,,,7.0,,,3.0,,,,,,,,,,,
249,4,6,4.5,0.2,95464,3.17,6.96,6,Gregore,Gregore de Magalhães da Silva,gregore,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,Gregore,,BOT,263,3,,16.0,26.0,1.0,2.0,6.0,,,3.0,,,,,,,,,,,
250,2,3,5.0,0.55,95466,3.9,7.88,6,I. Vinícius,Igor Vinícius de Souza,igor-vinicius,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,Igor Vinícius,,SAO,276,6,,3.0,2.0,1.0,2.0,2.0,,,1.0,,,,,1.0,,,,,,
251,4,5,2.5,-0.21,95556,3.4,5.78,6,Raniele,Raniele Almeida Melo,raniele,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,Raniele,,COR,264,7,,9.0,5.0,,,12.0,,,1.0,,,,,,,,,,,
252,5,6,-0.1,-1.18,95799,4.12,8.53,6,Artur,Artur Victor Guimarães,artur,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,Artur,,BOT,263,7,2.0,5.0,6.0,1.0,3.0,7.0,,1.0,1.0,,,,,,1.0,,,,,
253,1,0,0.0,0.0,95936,0.0,3.0,6,D. Fuzato,Daniel Cerântula Fuzato,daniel-fuzato,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,Daniel Fuzato,,VAS,267,6,,,,,,,,,,,,,,,,,,,,
254,4,5,0.2,-0.46,96340,3.14,5.7,6,Lima,Vinicius Moreira de Lima,lima,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,Lima,,FLU,266,6,,1.0,2.0,1.0,2.0,8.0,1.0,,,,,,,,,,,,,
255,4,1,0.0,0.0,96342,1.5,4.61,6,Charles,Charles Rigon Mattos,charles,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,Charles,,COR,264,6,,1.0,,,,,,,,,,,,,,,,,,
256,4,5,9.6,-0.28,96610,6.14,14.77,6,M. Pereira,Matheus Fellipe Costa Pereira,matheus-pereira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,Matheus Pereira,,CRU,283,7,,12.0,8.0,3.0,4.0,21.0,,2.0,2.0,,,,,,,,,,,
257,4,4,0.0,-0.36,96652,-0.15,2.2,6,Allan,Allan Rodrigues de Souza,allan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,Allan,,FLA,262,6,,,2.0,,,,,,,,,,,,,,,,,
258,2,4,0.0,-1.03,96725,3.15,5.65,6,Saravia,Renzo Saravia,saravia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,Saravia,,CAM,282,6,,1.0,5.0,,2.0,2.0,,,,,,,,2.0,,,,,,
259,5,1,6.3,2.01,96831,6.3,6.01,6,Carlinhos,Carlos Moisés de Lima,carlinhos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,Carlinhos,,VIT,287,6,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,
260,4,6,-0.3,-1.66,97145,4.62,10.17,6,Villasanti,Mathías Adalberto Villasanti Rolón,villasanti,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,Villasanti,,GRE,284,3,,21.0,12.0,,1.0,4.0,,,3.0,,,,,,,,,,,
261,2,0,0.0,0.0,97173,0.0,3.0,6,Dalbert,Dalbert Henrique Chagas Estevão,dalbert,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,Dalbert,,SPT,292,5,,,,,,,,,,,,,,,,,,,,
262,6,6,6.99,0.21,97341,5.27,8.82,6,R. Ceni,Rogério Mücke Ceni,rogerio-ceni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,Rogério Ceni,,BAH,265,7,,,,,,,,,,,,2.0,,,,,,,,
263,5,5,0.5,-0.46,97450,2.04,4.42,6,G. Mosquito,Gustavo Henric da Silva,gustavo-mosquito,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,Gustavo Mosquito,,VIT,287,7,1.0,1.0,6.0,3.0,2.0,1.0,,2.0,,,,,,,,,,,,
264,3,6,0.9,0.01,97460,0.77,1.71,6,J. Victor,João Victor Carroll Santana,joao-victor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,João Victor,,MIR,2305,7,,3.0,6.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,
265,6,0,0.0,0.0,97466,0.0,8.36,6,F. Loureiro,Felipe Jorge Loureiro,felipe-loureiro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,Felipe Loureiro,,VAS,267,7,,,,,,,,,,,,,,,,,,,,
266,2,0,0.0,0.0,97468,0.0,5.0,6,Marçal,Fernando Marçal de Oliveira,marcal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,Marçal,,BOT,263,6,,,,,,,,,,,,,,,,,,,,
267,3,3,0.0,0.0,97642,4.83,7.15,6,F. Torres,Félix Eduardo Torres Caicedo,felix-torres,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,Félix Torres,,COR,264,7,,7.0,7.0,,2.0,1.0,,,1.0,,,,,1.0,,,,,,
268,1,0,0.0,0.0,97645,0.0,3.0,6,T. Couto,Thiago Couto Wenceslau,thiago-couto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,Thiago Couto,,SPT,292,6,,,,,,,,,,,,,,,,,,,,
269,3,2,0.0,0.0,97653,1.15,7.71,6,Murilo,Murilo Cerqueira Paim,murilo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,Murilo,,PAL,275,5,,,4.0,,,1.0,,,2.0,,,,,1.0,,,,,,
270,5,6,1.5,-0.33,97810,3.88,5.78,6,Erick,Erick de Arruda Serafim,erick,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,Erick,,VIT,287,7,2.0,3.0,1.0,,2.0,15.0,,,,,,,,,,,,,,
271,3,5,8.2,0.93,97867,4.1,6.11,6,L. Ortiz,Leonardo Rech Ortiz,leo-ortiz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,Léo Ortiz,,FLA,262,7,,5.0,6.0,,1.0,,,,1.0,,,,,3.0,,,,,,
272,2,3,0.0,0.0,97868,2.53,5.15,6,Iago,Iago Amaral Borduchi,iago,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,Iago,,BAH,265,6,,,1.0,1.0,1.0,2.0,,1.0,,,,,,1.0,,,,,,
273,2,3,13.5,2.5,97899,7.43,8.37,6,M. Bahia,Matheus Bahia Santos,matheus-bahia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,Matheus Bahia,,CEA,354,7,1.0,8.0,4.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,
274,3,6,1.2,-0.07,97900,3.63,7.96,6,Vitão,Vitor Eduardo da Silva Matos,vitao,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,Vitão,,INT,285,7,,10.0,4.0,,,,,,2.0,,,,,2.0,,,,,,
275,4,6,-0.1,-0.61,98022,3.73,8.23,6,Erick,Erick Luis Conrado de Carvalho,erick,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,Erick,,BAH,265,6,,9.0,10.0,,2.0,3.0,1.0,2.0,2.0,,,,,,1.0,,,,,
276,5,5,2.9,-0.68,98225,6.14,9.51,6,P. Raul,Pedro Raul Garay da Silva,pedro-raul,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,Pedro Raul,,CEA,354,7,,2.0,8.0,2.0,7.0,11.0,2.0,4.0,2.0,,,,,,1.0,,,,,
277,3,0,0.0,0.0,98280,0.0,11.0,6,Bastos,Bartolomeu Jacinto Quissanga,bastos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,Bastos,,BOT,263,5,,,,,,,,,,,,,,,,,,,,
278,4,0,0.0,0.0,98306,0.0,3.0,6,V. Soares,Valdemir de Oliveira Soares,val-soares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,Val Soares,,VIT,287,5,,,,,,,,,,,,,,,,,,,,
279,5,3,1.4,-0.42,98384,2.03,3.23,6,Negueba,Luiz Henrique Soares Firmino,negueba,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,Negueba,,MIR,2305,7,,2.0,3.0,,2.0,7.0,,1.0,1.0,,,,,,,,,,,
280,3,2,0.0,0.0,98484,2.85,4.58,6,Kanu,Victor Hugo Soares dos Santos,kanu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,Kanu,,BAH,265,5,,4.0,1.0,,,,,,,,,,,,,,,,,
281,4,5,1.0,-0.51,98517,2.76,5.4,6,J. Lucas,Jean Lucas de Souza Oliveira,jean-lucas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,Jean Lucas,,BAH,265,7,,6.0,4.0,,5.0,6.0,,,1.0,,,,,,,,,,,
282,2,0,0.0,0.0,98605,0.0,4.0,6,D. Placido,Leonel Di Placido,di-placido,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,Di Placido,,SPT,292,6,,,,,,,,,,,,,,,,,,,,
283,3,6,8.5,1.53,98619,4.03,7.23,6,Kuscevic,Benjamín Kuščević Jaramillo,kuscevic,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,Kuscevic,,FOR,356,6,,7.0,6.0,,,1.0,,,,,,,,3.0,,,,,,
284,4,6,8.3,1.04,98672,6.17,11.64,6,Savarino,Jefferson David Savarino Quintero,savarino,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,Savarino,,BOT,263,7,1.0,3.0,2.0,5.0,7.0,3.0,2.0,,1.0,,,,,,,,,,,
285,2,4,2.1,-0.07,98720,2.27,4.65,6,Angileri,Fabrizio Germán Angileri - Fabricio,angileri,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,Angileri,,COR,264,7,,6.0,4.0,,1.0,1.0,,,,,,,,,,,,,,
286,4,3,1.7,-0.3,98738,2.53,6.17,6,T. Ortíz,Christian Jonatan Ortíz - Cristian,titi-ortiz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,Titi Ortíz,,SPT,292,6,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,1.0,,,,,
287,5,6,3.8,-0.72,98909,4.25,8.22,6,Cuello,Tomás Esteban Cuello,cuello,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,Cuello,,CAM,282,7,,3.0,9.0,4.0,8.0,13.0,1.0,,2.0,,,,,,,,,,,
288,2,0,0.0,0.0,98974,0.0,8.0,6,Viña,Matías Nicolás Viña Susperreguy,vina,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,Viña,,FLA,262,5,,,,,,,,,,,,,,,,,,,,
289,3,4,0.0,0.0,98975,4.05,6.46,6,Rogel,Agustín Maximiliano Rogel Paita,rogel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,Rogel,,INT,285,6,,5.0,6.0,,,1.0,,,,,,,,2.0,,,,,,
290,4,4,-0.3,-0.72,99032,1.63,4.0,6,Lourenço,João Paulo Ferreira Lourenço,lourenco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,Lourenço,,CEA,354,6,,3.0,2.0,,2.0,2.0,,,,,,,,,,,,,,
291,5,2,0.0,-1.06,99119,4.25,6.67,6,L. Braga,Lucas Braga Ribeiro,lucas-braga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,Lucas Braga,,VIT,287,6,,,,,,1.0,1.0,,,,,,,,,,,,,
292,5,5,1.0,-1.47,99198,7.48,15.44,6,Vegetti,Pablo Vegetti,vegetti,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,Vegetti,,VAS,267,7,1.0,2.0,7.0,1.0,3.0,4.0,3.0,1.0,1.0,,,,,,1.0,,,,,
293,2,2,0.0,-0.47,99213,1.25,4.59,6,P. Rodríguez,José Luis Rodríguez Bebanz,puma-rodriguez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,Puma Rodríguez,,VAS,267,6,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
294,4,5,2.9,-0.73,99228,3.06,9.56,6,D. Cruz,Diego Nicolás de la Cruz Arcosa,de-la-cruz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,De la Cruz,,FLA,262,7,,9.0,7.0,2.0,,7.0,,,2.0,,,,,,,,,,,
295,3,6,7.0,0.91,99253,4.5,6.86,6,Chico,Francisco Alves da Silva Neto - Melo,chico,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,Chico,,SPT,292,7,,11.0,3.0,,3.0,2.0,,,1.0,,,,,2.0,,,1.0,,,
296,4,1,0.0,0.0,99267,0.0,9.0,6,Pochettino,Tomás Pochettino,pochettino,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,Pochettino,,FOR,356,5,,,,,,,,,,,,,,,,,,,,
297,3,5,7.9,0.59,99274,6.08,10.64,6,A. Barboza,Alexander Nahuel Barboza Ullúa,alexander-barboza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,Alexander Barboza,,BOT,263,3,,13.0,9.0,,2.0,,,,3.0,,,,,3.0,,,,,,
298,5,1,0.0,0.0,99316,0.5,6.45,6,Dinenno,Juan Ignacio Dinenno de Cara,dinenno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,Dinenno,,CRU,283,6,,,,,,1.0,,,,,,,,,,,,,,
299,6,6,2.82,-0.48,99366,4.9,8.08,6,L. Zubeldía,Luis Francisco Zubeldía,luis-zubeldia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,Luis Zubeldía,,SAO,276,6,,,,,,,,,,,,1.0,,,,,,,,
300,5,5,0.0,0.0,99392,3.58,7.28,6,Michael,Michael Richard Delgado de Oliveira,michael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,Michael,,FLA,262,6,2.0,2.0,1.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,,
301,4,5,-0.6,-0.75,99440,1.98,5.11,6,Baralhas,Gabriel Baralhas dos Santos,baralhas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,Baralhas,,VIT,287,7,,6.0,7.0,1.0,1.0,4.0,,,1.0,,,,,,,,,,,
302,1,6,7.6,0.5,99552,4.95,8.42,6,Rossi,Agustín Daniel Rossi,rossi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,Rossi,,FLA,262,7,,,,,,,,,,9.0,2.0,,,4.0,,,,,,
303,4,6,3.9,-0.62,99815,6.0,13.99,6,Arias,Jhon Adolfo Arias Andrade,arias,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,Arias,,FLU,266,7,1.0,6.0,7.0,2.0,4.0,17.0,1.0,,1.0,,,,,,1.0,,,,,
304,5,3,1.5,-0.37,99818,1.07,6.9,6,Paulinho,Paulo Henrique Sampaio Filho,paulinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,Paulinho,,PAL,275,6,,1.0,,,1.0,2.0,,1.0,,,,,,,,,,,,
305,3,5,0.0,-0.6,99889,2.8,6.5,6,A. Franco,Alan Javier Franco,alan-franco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,Alan Franco,,SAO,276,6,,3.0,3.0,,,3.0,,1.0,1.0,,,,,2.0,,,,,,
306,4,4,0.0,0.0,100084,2.75,5.55,6,I. Gomes,Igor Silveira Gomes,igor-gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,Igor Gomes,,CAM,282,6,,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,
307,4,0,0.0,0.0,100085,0.0,3.0,6,P. Augusto,Pedro Augusto Borges da Costa,pedro-augusto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,Pedro Augusto,,FOR,356,6,,,,,,,,,,,,,,,,,,,,
308,5,6,-0.3,-1.37,100652,4.08,11.0,6,Y. Alberto,Yuri Alberto Monteiro da Silva,yuri-alberto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,Yuri Alberto,,COR,264,7,1.0,1.0,6.0,3.0,8.0,6.0,1.0,2.0,1.0,,,,,,,,,,,
309,5,0,0.0,0.0,100695,0.0,5.0,6,Fernando,Fernando dos Santos Pedro,fernando,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,Fernando,,RBB,280,5,,,,,,,,,,,,,,,,,,,,
310,4,2,0.0,0.0,100742,1.55,8.54,6,M. Henrique,Matheus Henrique de Souza,matheus-henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,Matheus Henrique,,CRU,283,5,,2.0,3.0,,,4.0,,,1.0,,,,,,,,,,,
311,4,0,0.0,0.0,100761,0.0,5.0,6,Liziero,Igor Matheus Liziero Pereira,liziero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,Liziero,,SAO,276,6,,,,,,,,,,,,,,,,,,,,
312,1,0,0.0,0.0,100830,-3.0,3.71,6,Brenno,Brenno Oliveira Fraga Costa,brenno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,Brenno,,FOR,356,6,,,,,,,,,,,,,,,,,,1.0,,
313,3,3,0.0,0.0,100842,2.63,6.05,6,Ruan,Ruan Tressoldi Netto,ruan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,Ruan,,SAO,276,6,,2.0,2.0,,,1.0,,,,,,,,1.0,,,,,,
314,2,4,0.0,0.0,100846,2.05,5.64,6,L. Esteves,Lucas Esteves de Souza,lucas-esteves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,Lucas Esteves,,GRE,284,7,,5.0,4.0,,3.0,1.0,,,,,,,,,,,1.0,,,
315,2,0,0.0,0.0,100848,0.0,7.0,6,L. Cândido,Luan Cândido de Almeida,luan-candido,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,Luan Cândido,,GRE,284,6,,,,,,,,,,,,,,,,,,,,
316,2,6,15.1,2.62,100898,6.13,10.51,6,Vitinho,Victor Alexander da Silva,vitinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,Vitinho,,BOT,263,2,,10.0,4.0,,,,1.0,,,,,,,3.0,,,,,,
317,4,4,1.5,-0.23,100969,0.5,3.12,6,R. Lopes,Ronald dos Santos Lopes,ronald-lopes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,Ronald Lopes,,VIT,287,7,,2.0,7.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,
