,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.pontos_num,atletas.atleta_id,atletas.foto,atletas.clube_id,atletas.preco_num,atletas.status_id,atletas.variacao_num,atletas.media_num,atletas.posicao_id,atletas.apelido_abreviado,atletas.rodada_id,atletas.nome,atletas.entrou_em_campo,atletas.slug,atletas.jogos_num,atletas.apelido,A,DS,FC,FD,FF,FS,G,I,CA,DE,GS,DP,SG,V,FT,PS,PC,CV,PP,GC
75,MIR,,0.0,73318,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,4.11,6,0.0,4.58,2,D. Borges,7,Daniel Fortunato Borges,False,daniel-borges,4,Daniel Borges,,3.0,5.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,,
76,FLU,,4.5,73384,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,9.4,7,0.23,5.03,2,S. Xavier,7,Samuel Xavier Brito,True,samuel-xavier,6,Samuel Xavier,,5.0,6.0,1.0,1.0,9.0,1.0,,,,,,2.0,,,,,,,
77,MIR,,1.3,73515,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,5.52,6,-0.25,3.08,4,Gabriel,7,Gabriel Santana Pinto,True,gabriel,5,Gabriel,,2.0,,1.0,1.0,3.0,1.0,1.0,,,,,,,,1.0,,,,
78,SAN,,-1.9,74187,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,4.06,2,-1.13,0.2,4,Rincón,7,Tomás Eduardo Rincón Hernández,True,rincon,2,Rincón,,1.0,3.0,,1.0,,,,1.0,,,,,,,,,,,
79,COR,,0.9,77485,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,6.05,7,-0.88,2.55,4,Carrillo,7,André Martín Carrillo Díaz,True,carrillo,6,Carrillo,,9.0,11.0,1.0,2.0,5.0,,2.0,,,,,,,,,,,,
80,SAO,,0.0,77656,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,7.09,2,0.0,3.06,2,C. Soares,7,Cédric Ricardo Alves Soares,False,cedric-soares,5,Cédric Soares,1.0,4.0,4.0,,,3.0,,,1.0,,,,1.0,,,,,,,
81,SPT,,0.0,77664,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,10.46,2,0.0,7.17,4,S. Oliveira,7,Sérgio Miguel Relvas de Oliveira,False,sergio-oliveira,4,Sérgio Oliveira,,10.0,8.0,1.0,3.0,5.0,1.0,,1.0,,,,,,1.0,,,,,
82,SAN,,6.3,77777,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,5.97,7,0.46,3.23,4,J. Schmidt,7,João Felipe Schmidt Urbano,True,joao-schmidt,7,João Schmidt,,15.0,14.0,1.0,4.0,4.0,,1.0,2.0,,,,,,,,,,,
83,FLU,,12.2,78117,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,5.05,7,2.31,1.91,5,Everaldo,7,Everaldo Stum,True,everaldo,7,Everaldo,,2.0,7.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,
84,COR,,0.0,78248,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,7.25,5,0.0,3.33,3,G. Henrique,7,Gustavo Henrique Vernes,False,gustavo-henrique,3,Gustavo Henrique,,6.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
85,FLU,,0.0,78445,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,9.69,6,0.0,7.42,2,Renê,7,Renê Rodrigues Martins,False,rene,6,Renê,,17.0,6.0,,1.0,4.0,1.0,,,,,,2.0,,,,,,,
86,SAN,,3.55,78479,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,10.82,7,0.26,3.55,6,C. Xavier,7,Cleber Marcio Serpa Xavier,True,cleber-xavier,1,Cleber Xavier,,,,,,,,,,,,,,,,,,,,
87,RBB,,6.0,78605,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,280,6.51,7,0.31,4.38,4,Gabriel,7,Gabriel Girotto Franco,True,gabriel,6,Gabriel,,17.0,11.0,,2.0,7.0,,,1.0,,,,,,,,,,,
88,MIR,,0.0,78850,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,7.46,7,-1.75,5.49,2,Reinaldo,7,Reinaldo Manoel da Silva,True,reinaldo,7,Reinaldo,,6.0,4.0,3.0,,2.0,4.0,,2.0,,,,,,,,,,1.0,
89,CEA,,0.0,78851,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,5.0,6,0.0,0.0,1,Richard,7,Richard de Oliveira Costa,False,richard,0,Richard,,,,,,,,,,,,,,,,,,,,
90,FLU,,0.0,78855,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,5.93,6,0.0,3.4,3,T. Santos,7,Thiago dos Santos,False,thiago-santos,3,Thiago Santos,,,1.0,,,1.0,,,,,,,2.0,,,,,,,
91,MIR,,0.0,79066,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,3.34,2,0.0,2.37,1,A. Muralha,7,Alex Roberto Santana Rafael,False,alex-muralha,6,Alex Muralha,,,,,,1.0,,,2.0,19.0,9.0,,,,,,,,,
92,CEA,,0.0,79266,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,5.49,5,0.0,4.4,1,B. Ferreira,7,Bruno Ferreira Ventura Diniz - de Lins,False,bruno-ferreira,3,Bruno Ferreira,,,1.0,,,1.0,,,1.0,10.0,4.0,,1.0,,,,,,,
93,INT,,4.58,79437,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,285,9.93,7,-0.44,5.51,6,R. Machado,7,Roger Machado Marques,True,roger-machado,7,Roger Machado,,,,,,,,,,,,,,2.0,,,,,,
94,FLU,,0.0,79631,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,8.41,5,0.0,3.17,5,Cano,7,Germán Ezequiel Cano,False,cano,6,Cano,,1.0,4.0,1.0,9.0,7.0,1.0,2.0,1.0,,,,,,,,,,,
95,CRU,,-0.4,79701,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,283,4.78,7,-0.4,2.32,4,L. Silva,7,Lucas Silva Borges,True,lucas-silva,6,Lucas Silva,2.0,3.0,13.0,1.0,2.0,3.0,,,1.0,,,,,,,,,,,
96,SPT,,0.0,79702,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,4.0,6,0.0,0.0,3,A. Carlos,7,Antônio Carlos Cunha Capocasali Júnior,False,antonio-carlos,0,Antônio Carlos,,,,,,,,,,,,,,,,,,,,
97,SPT,,0.0,80076,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,6.0,6,0.0,0.0,5,Z. Roberto,7,José Roberto Assunção de Araújo Filho,False,ze-roberto,0,Zé Roberto,,,,,,,,,,,,,,,,,,,,
98,JUV,,5.4,80129,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,286,6.68,7,0.73,4.39,4,Jadson,7,Jadson Alves dos Santos,True,jadson,7,Jadson,1.0,15.0,8.0,2.0,1.0,11.0,,1.0,2.0,,,,,,,,1.0,,,
99,FOR,,0.0,80196,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,6.12,7,0.0,2.38,4,Y. Pikachu,7,Glaybson Yago Souza Lisboa,False,yago-pikachu,6,Yago Pikachu,,5.0,2.0,2.0,1.0,3.0,,3.0,,,,,,,1.0,,,,,
100,MIR,,0.0,80225,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,4.0,3,0.0,0.0,5,R. Silva,7,Rafael da Silva,False,rafa-silva,0,Rafa Silva,,,,,,,,,,,,,,,,,,,,
101,SAO,,0.0,80287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,7.33,6,0.0,1.72,5,Luciano,7,Luciano da Rocha Neves,False,luciano,5,Luciano,,1.0,5.0,2.0,4.0,4.0,,,,,,,,,,1.0,,,,
102,BAH,,0.0,80313,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,265,8.44,2,0.0,5.18,2,Gilberto,7,Gilberto Moraes Júnior,False,gilberto,6,Gilberto,,8.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,2.0,,,,,,,
103,FOR,,0.0,80544,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,6.95,6,0.0,3.05,4,P. Fernández,7,Guillermo Matías Fernández,False,pol-fernandez,4,Pol Fernández,2.0,2.0,5.0,1.0,,1.0,,,1.0,,,,,,,,,,,
104,SAO,,0.0,80570,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,9.7,6,0.0,4.2,2,Wendell,7,Wendell Nascimento Borges,False,wendell,4,Wendell,,3.0,4.0,,,7.0,,,,,,,2.0,,,,,,,
105,SPT,,6.6,80583,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,6.35,3,0.78,3.17,4,L. Lima,7,Lucas Rafael Araújo Lima,True,lucas-lima,7,Lucas Lima,2.0,4.0,13.0,6.0,1.0,11.0,,4.0,3.0,,,,,,,,,,,
106,VAS,,0.0,81091,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,267,5.5,7,0.0,2.32,4,Jair,7,Jair Rodrigues Júnior,False,jair,5,Jair,,8.0,8.0,,,8.0,,,2.0,,,,,,,,,,,
107,CEA,,11.2,81121,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,8.28,7,1.49,5.7,4,L. Mugni,7,Lucas Andrés Mugni,True,lucas-mugni,5,Lucas Mugni,2.0,11.0,8.0,,3.0,6.0,,,1.0,,,,,,,,,,,
108,PAL,,0.0,81150,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,275,9.38,6,0.0,8.1,2,Mayke,7,Mayke Rocha de Oliveira,False,mayke,1,Mayke,,3.0,3.0,,,1.0,,,1.0,,,,1.0,,,,,,,
109,SPT,,0.0,81401,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,7.13,6,0.0,1.3,5,G. Paciência,7,Gonçalo Mendes Paciência,False,goncalo-paciencia,2,Gonçalo Paciência,,,1.0,,3.0,1.0,,,,,,,,,,,,,,
110,SAO,,0.0,81845,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,4.83,7,0.0,1.12,4,Alisson,7,Alisson Euler de Freitas Castro,False,alisson,6,Alisson,,3.0,7.0,1.0,2.0,7.0,,,2.0,,,,,,,,,,,
111,FOR,,0.0,81881,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,12.23,7,0.0,6.43,1,J. Ricardo,7,João Ricardo Riedi,False,joao-ricardo,6,João Ricardo,,,,,,,,,,22.0,5.0,,3.0,,,,,,,
112,VIT,,0.0,81952,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,3.73,5,0.0,1.07,4,W. Oliveira,7,Willian Osmar de Oliveira Silva,False,willian-oliveira,3,Willian Oliveira,,1.0,2.0,,1.0,5.0,,,1.0,,,,,,,,,,,
113,MIR,,0.0,82407,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,5.34,6,0.0,5.9,4,C. Kim,7,Francisco Hyun-Sol Kim,False,chico-kim,1,Chico Kim,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
114,SAN,,0.0,82455,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,8.0,6,0.0,0.0,4,Z. Rafael,7,José Rafael Vivian,False,ze-rafael,0,Zé Rafael,,,,,,,,,,,,,,,,,,,,
115,FLU,,0.0,82463,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,7.0,5,0.0,0.0,4,Otávio,7,Otávio Henrique Passos Santos,False,otavio,0,Otávio,,,,,,,,,,,,,,,,,,,,
116,FLA,,0.0,82627,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,7.37,2,-0.67,3.27,5,L. Araújo,7,Luiz de Araújo Guimarães Neto,True,luiz-araujo,6,Luiz Araújo,1.0,6.0,1.0,1.0,4.0,3.0,,,,,,,,,,,,,,
117,FOR,,0.0,82628,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,10.29,5,0.0,7.57,2,Tinga,7,Guilherme de Jesus da Silva,False,tinga,3,Tinga,,3.0,1.0,,,1.0,1.0,,,,,,2.0,,,,,,,
118,VIT,,2.6,82766,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,7.69,6,-0.37,3.87,4,W. Rato,7,Wellington Soares da Silva,True,wellington-rato,3,Wellington Rato,,,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
119,MIR,,2.2,82775,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,7.82,7,0.13,5.55,2,L. Ramon,7,Lucas Ramon Batista Silva,True,lucas-ramon,6,Lucas Ramon,1.0,12.0,5.0,,1.0,8.0,1.0,,1.0,,,,,,,,,,,
120,SPT,,0.0,83048,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,5.0,5,0.0,0.0,3,R. Thyere,7,Rafael Thyere de Albuquerque Marques,False,rafael-thyere,0,Rafael Thyere,,,,,,,,,,,,,,,,,,,,
121,CEA,,0.0,83252,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,3.0,6,0.0,0.0,4,Recalde,7,Jorge Eduardo Recalde Ramírez,False,recalde,0,Recalde,,,,,,,,,,,,,,,,,,,,
122,CRU,,5.1,83257,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,283,7.43,6,0.32,3.06,5,Gabriel,7,Gabriel Barbosa Almeida,True,gabriel,5,Gabriel,,,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,1.0,
123,SAN,,0.0,83276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,4.0,6,0.0,0.0,5,J. Furch,7,Julio César Furch,False,julio-furch,0,Julio Furch,,,,,,,,,,,,,,,,,,,,
124,FLA,,0.2,83528,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,8.58,7,-1.08,4.37,3,L. Pereira,7,Leonardo Pereira,True,leo-pereira,7,Léo Pereira,,2.0,4.0,,1.0,2.0,1.0,,,,,,4.0,,,,1.0,,,
125,VIT,,-1.1,83786,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,3.8,6,-0.67,0.0,3,Neris,7,Hueglo dos Santos Neris,True,neris,2,Neris,,1.0,7.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,
126,MIR,,0.5,83817,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,5.42,6,-0.36,1.72,5,Clayson,7,Clayson Henrique da Silva Vieira,True,clayson,6,Clayson,1.0,1.0,4.0,2.0,1.0,8.0,,2.0,2.0,,,,,,,,,,,
127,SAN,,0.9,84042,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,8.59,7,-0.48,3.56,5,T. Soares,7,Francisco das Chagas Soares dos Santos Meireles,True,tiquinho-soares,7,Tiquinho Soares,1.0,4.0,14.0,2.0,6.0,10.0,1.0,1.0,2.0,,,,,,,,,,,
128,JUV,,0.0,84094,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,286,1.0,6,0.0,0.0,1,R. Carneiro,7,Eudes Ruan de Souza Carneiro,False,ruan-carneiro,0,Ruan Carneiro,,,,,,,,,,,,,,,,,,,,
129,GRE,,8.0,84263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,6.26,7,0.39,4.04,3,Jemerson,7,Jemerson de Jesus Nascimento,True,jemerson,7,Jemerson,,10.0,10.0,,1.0,3.0,1.0,,2.0,,,,1.0,,1.0,,,,,
130,CEA,,2.2,84428,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,5.26,7,-0.3,2.62,4,F. Sobral,7,Fernando Pereira do Nascimento,True,fernando-sobral,6,Fernando Sobral,,10.0,7.0,,1.0,8.0,,,2.0,,,,,,,,,,,
131,SPT,,0.0,84523,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,3.47,6,0.0,0.0,5,Romarinho,7,José Romário Silva de Souza,False,romarinho,1,Romarinho,,,,,,,,,,,,,,,,,,,,
132,CRU,,6.9,84558,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,283,8.3,3,0.17,5.44,4,L. Romero,7,Lucas Daniel Romero,True,lucas-romero,7,Lucas Romero,1.0,17.0,8.0,,2.0,7.0,1.0,1.0,3.0,,,,,,,,,,,
133,PAL,,0.0,84674,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,275,6.09,6,-0.8,1.57,4,L. Evangelista,7,Lucas Evangelista Santana de Oliveira,True,lucas-evangelista,4,Lucas Evangelista,,2.0,3.0,1.0,,6.0,,,,,,,,,,,,,,
134,FLA,,0.0,84816,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,6.01,6,-0.95,3.25,2,Varela,7,Guillermo Varela Olivera,True,varela,2,Varela,,1.0,,,,,,,,,,,1.0,,,,,,,
135,SAN,,0.1,84847,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,5.41,6,-0.59,0.1,3,L. Peres,7,Luan Peres Petroni,True,luan-peres,1,Luan Peres,,1.0,3.0,,,1.0,,,1.0,,,,,,,,,,,
136,BAH,,10.2,85004,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,265,8.7,7,1.21,6.25,1,M. Felipe,7,Marcos Felipe de Freitas Monteiro,True,marcos-felipe,4,Marcos Felipe,,,,,,,,,,10.0,3.0,,3.0,,,,,,,
137,INT,,0.5,85034,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,285,5.39,6,-0.66,2.28,4,Ã. Romero,7,Óscar David Romero Villamayor,True,oscar-romero,5,Óscar Romero,1.0,2.0,1.0,,4.0,5.0,,,1.0,,,,,,,,1.0,,,
138,COR,,13.7,85048,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,17.73,7,1.89,9.42,5,M. Depay,7,Memphis Depay,True,memphis-depay,6,Memphis Depay,2.0,4.0,2.0,3.0,5.0,9.0,3.0,,1.0,,,,,,2.0,,,,,
139,MIR,,2.7,85403,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,5.58,7,0.19,3.97,4,Danielzinho,7,Daniel de Oliveira Sertanejo,True,danielzinho,7,Danielzinho,1.0,9.0,10.0,1.0,2.0,11.0,,,,,,,,,1.0,1.0,,,,
140,SAN,,0.0,85425,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,6.19,6,0.0,-1.0,1,J. Paulo,7,João Paulo Silva Martins,False,joao-paulo,0,João Paulo,,,,,,,,,1.0,,,,,,,,,,,
141,COR,,0.0,85465,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,4.9,6,0.0,0.6,4,A. Santana,7,Alex Paulo Menezes Santana,False,alex-santana,2,Alex Santana,,,2.0,,1.0,2.0,,,,,,,,,,,,,,
142,VIT,,-2.1,85856,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,2.3,6,-0.57,0.9,4,R. Ryller,7,Ricardo Ryller Ribeiro Lino Silva,True,ricardo-ryller,7,Ricardo Ryller,,6.0,13.0,1.0,,2.0,,,1.0,,,,,,,,,,,
143,CEA,,0.0,85930,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,4.89,5,0.0,4.05,5,Aylon,7,Aylon Darwin Tavella,False,aylon,4,Aylon,,4.0,6.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,
144,SPT,,0.0,85931,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,5.0,6,0.0,0.0,4,Hyoran,7,Hyoran Kaue Dalmoro,False,hyoran,0,Hyoran,,,,,,,,,,,,,,,,,,,,
145,CRU,,0.0,86292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,283,4.62,6,-0.73,0.07,5,Bolasie,7,Yannick Bolasie,True,bolasie,3,Bolasie,,,1.0,,,1.0,,,,,,,,,,,,,,
146,VAS,,0.0,86410,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,267,4.24,6,0.0,1.7,2,V. Luis,7,Victor Luis Chuab Zamblauskas,False,victor-luis,1,Victor Luis,,,,1.0,,1.0,,,,,,,,,,,,,,
147,FLU,,0.0,86485,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,6.81,7,0.0,2.6,5,Keno,7,Marcos da Silva França,False,keno,3,Keno,,1.0,2.0,1.0,4.0,5.0,,,,,,,,,,,,,,
148,SAO,,0.0,86508,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,5.0,6,0.0,0.0,1,Jandrei,7,Jandrei Chitolina Carniel,False,jandrei,0,Jandrei,,,,,,,,,,,,,,,,,,,,
149,CEA,,0.0,86536,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,4.0,5,0.0,0.0,4,Richardson,7,Richardson Fernandes dos Santos,False,richardson,0,Richardson,,,,,,,,,,,,,,,,,,,,
150,VAS,,0.5,86686,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,267,4.62,6,-0.61,1.0,4,T. Tchê,7,Danilo das Neves Pinheiro,True,tche-tche,4,Tchê Tchê,,1.0,,,,5.0,,,,,,,,,,,,,,
151,FLA,,3.8,86757,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,9.14,5,-1.04,4.25,5,Everton,7,Everton Sousa Soares,True,everton,7,Everton,1.0,7.0,3.0,2.0,6.0,,1.0,,,,,,,,,,,,,
152,FOR,,0.0,86766,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,4.27,7,0.0,1.67,4,M. Rossetto,7,Matheus Rossetto,False,matheus-rossetto,4,Matheus Rossetto,,4.0,1.0,,,2.0,,,,,,,,,,,,,,
153,BOT,,0.0,86777,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,263,4.87,6,0.0,-1.3,4,D. Barbosa,7,Danilo Barbosa da Silva,False,danilo-barbosa,1,Danilo Barbosa,,,1.0,,,,,,1.0,,,,,,,,,,,
