,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.pontos_num,atletas.atleta_id,atletas.foto,atletas.clube_id,atletas.preco_num,atletas.status_id,atletas.variacao_num,atletas.media_num,atletas.posicao_id,atletas.apelido_abreviado,atletas.rodada_id,atletas.nome,atletas.entrou_em_campo,atletas.slug,atletas.jogos_num,atletas.apelido,A,DS,FC,FD,FF,FS,G,I,CA,DE,GS,DP,SG,V,FT,PS,PC,CV,PP,GC
312,SAO,,0.0,100761,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,5.0,6,0.0,0.0,4,Liziero,7,Igor Matheus Liziero Pereira,False,liziero,0,Liziero,,,,,,,,,,,,,,,,,,,,
313,FOR,,0.0,100830,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,3.71,6,0.0,-3.0,1,Brenno,7,Brenno Oliveira Fraga Costa,False,brenno,0,Brenno,,,,,,,,,,,,,,,,,,1.0,,
314,SAO,,0.0,100842,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,6.05,2,0.0,2.63,3,Ruan,7,Ruan Tressoldi Netto,False,ruan,3,Ruan,,2.0,2.0,,,1.0,,,,,,,1.0,,,,,,,
315,GRE,,0.0,100846,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,5.64,6,0.0,2.05,2,L. Esteves,7,Lucas Esteves de Souza,False,lucas-esteves,4,Lucas Esteves,,5.0,4.0,,3.0,1.0,,,,,,,,,,,1.0,,,
316,GRE,,0.0,100848,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,7.0,6,0.0,0.0,2,L. Cândido,7,Luan Cândido de Almeida,False,luan-candido,0,Luan Cândido,,,,,,,,,,,,,,,,,,,,
317,BOT,,1.2,100898,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,263,8.53,7,-1.98,5.43,2,Vitinho,7,Victor Alexander da Silva,True,vitinho,7,Vitinho,,11.0,5.0,,,,1.0,,,,,,3.0,,,,,,,
318,VIT,,1.6,100969,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,2.94,7,-0.18,0.72,4,R. Lopes,7,Ronald dos Santos Lopes,True,ronald-lopes,5,Ronald Lopes,,3.0,11.0,1.0,1.0,3.0,,1.0,1.0,,,,,,,,,,,
319,FLU,,6.3,100987,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,5.91,6,0.72,2.62,4,Nonato,7,Gustavo Nonato Santana,True,nonato,4,Nonato,,6.0,1.0,,1.0,4.0,,,1.0,,,,,,,,,,,
320,CAM,,0.0,101002,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,282,7.98,6,0.0,1.7,5,J. Santos,7,José Antonio dos Santos Júnior,False,junior-santos,2,Júnior Santos,,,,2.0,,2.0,,,,,,,,,,,,,,
321,CEA,,7.7,101027,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,10.13,7,0.69,7.03,2,Diego,7,Jackson Diego Ibraim Fagundes - Ibrahim,True,diego,6,Diego,1.0,11.0,2.0,,1.0,21.0,,,,,,,2.0,,,,,,,
322,SAO,,0.0,101290,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,10.96,7,0.0,8.87,5,Ferreira,7,Aldemir dos Santos Ferreira,False,ferreira,6,Ferreira,2.0,8.0,4.0,,5.0,13.0,3.0,1.0,2.0,,,,,,,,,,,
323,BAH,,2.0,101314,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,265,4.54,2,-0.06,2.19,5,Ademir,7,Ademir da Silva Santos Júnior,True,ademir,7,Ademir,,6.0,5.0,1.0,2.0,14.0,,,2.0,,,,,,,,,,,
324,FLU,,0.5,101319,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,6.55,6,-0.7,3.0,2,Guga,7,Cláudio Rodrigues Gomes,True,guga,3,Guga,,5.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
325,JUV,,0.0,101431,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,286,4.0,6,0.0,0.0,3,D. Boza,7,Danilo Boza Júnior,False,danilo-boza,0,Danilo Boza,,,,,,,,,,,,,,,,,,,,
326,FLU,,0.0,101478,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,3.0,5,0.0,0.0,1,M. Pitaluga,7,Marcelo de Araújo Pitaluga Filho,False,marcelo-pitaluga,0,Marcelo Pitaluga,,,,,,,,,,,,,,,,,,,,
327,VIT,,0.0,101573,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,5.68,7,0.0,2.35,4,Pepê,7,João Pedro Vilardi Pinto,False,pepe,4,Pepê,,6.0,7.0,,,7.0,,,1.0,,,,,,,,,,,
328,COR,,0.6,101574,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,9.19,7,-1.04,-0.4,1,H. Souza,7,Hugo de Souza Nogueira,True,hugo-souza,2,Hugo Souza,,,,,,,,,,4.0,6.0,,,,,,,,,
329,VAS,,2.7,101594,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,267,5.89,7,-0.6,3.5,4,H. Moura,7,Hugo Moura Arruda da Silva,True,hugo-moura,6,Hugo Moura,,15.0,11.0,1.0,2.0,6.0,,,1.0,,,,,,,,,,,1.0
330,INT,,0.0,101597,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,285,6.24,6,0.0,3.85,2,Ramon,7,Ramon Ramos Lima,False,ramon,2,Ramon,,2.0,1.0,,,2.0,,,1.0,,,,1.0,,,,,,,
331,JUV,,0.0,101651,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,286,3.0,6,0.0,0.0,4,Peixoto,7,Daniel Nascimento Peixoto dos Santos,False,peixoto,0,Peixoto,,,,,,,,,,,,,,,,,,,,
332,FOR,,0.0,101708,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,6.0,6,0.0,0.0,2,F. Jonatan,7,Felipe Jonatan Rocha Andrade,False,felipe-jonatan,0,Felipe Jonatan,,,,,,,,,,,,,,,,,,,,
333,COR,,3.4,101727,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,10.21,7,-1.09,6.1,2,Matheuzinho,7,Matheus França Silva,True,matheuzinho,5,Matheuzinho,,18.0,6.0,1.0,2.0,3.0,,,4.0,,,,1.0,,,,,,,
334,VIT,,-1.1,101752,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,4.12,3,-0.87,1.4,2,Claudinho,7,Claudio Coelho Salvático,True,claudinho,7,Claudinho,,8.0,5.0,,1.0,3.0,,,3.0,,,,,,,,,,,
335,VAS,,0.0,101768,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,267,3.0,6,0.0,0.0,4,J. David,7,Jean David Meneses Villarroel,False,jean-david,0,Jean David,,,,,,,,,,,,,,,,,,,,
336,GRE,,0.0,101820,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,2.0,6,0.0,0.0,2,Mayk,7,Mayksilvan da Silva Ferreira,False,mayk,0,Mayk,,,,,,,,,,,,,,,,,,,,
337,CEA,,6.3,101908,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,4.28,7,1.08,2.78,3,W. Machado,7,Willian Estefani Machado,True,willian-machado,6,Willian Machado,,4.0,2.0,,1.0,3.0,,,1.0,,,,2.0,,,,,,,
338,INT,,0.0,101960,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,285,5.03,5,0.0,1.82,5,Vitinho,7,Vitor Hugo Naum dos Santos,False,vitinho,6,Vitinho,,7.0,11.0,1.0,2.0,6.0,,1.0,2.0,,,,,,,,,,,
339,FOR,,0.0,101995,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,7.0,5,0.0,0.0,3,Brítez,7,Emanuel Fermín Brítez,False,britez,0,Brítez,,,,,,,,,,,,,,,,,,,,
340,PAL,,10.4,102130,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,275,13.3,7,1.46,7.49,2,Piquerez,7,Joaquín Piquerez Moreira,True,piquerez,7,Piquerez,,6.0,3.0,1.0,7.0,3.0,2.0,,,,,,4.0,,,,,,,
341,FLU,,0.0,102137,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,2.0,6,0.0,0.0,1,V. Eudes,7,Vitor Eudes de Souza Costa,False,vitor-eudes,0,Vitor Eudes,,,,,,,,,,,,,,,,,,,,
342,VIT,,0.5,102253,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,3.06,7,-0.51,1.73,3,L. Halter,7,Lucas Halter,True,lucas-halter,7,Lucas Halter,,4.0,2.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,
343,SAN,,-0.6,102256,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,5.87,7,-0.38,0.77,4,Rollheiser,7,Benjamín Rollheiser,True,rollheiser,7,Rollheiser,,4.0,6.0,,1.0,5.0,,1.0,2.0,,,,,,,,,,,
344,CAM,,6.9,102318,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,282,7.63,6,0.39,4.4,2,C. Paulista,7,Caio Fernando de Oliveira,True,caio-paulista,4,Caio Paulista,,4.0,4.0,1.0,2.0,2.0,,,1.0,,,,2.0,,,,,,,
345,COR,,0.0,102340,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,4.74,7,-0.74,1.3,3,Cacá,7,Carlos de Menezes Júnior,True,caca,3,Cacá,,2.0,2.0,,,3.0,,,,,,,,,,,,,,
346,BOT,,4.0,102561,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,263,5.19,6,0.15,1.34,5,Mastriani,7,Gonzalo Mathías Mastriani Borges,True,mastriani,5,Mastriani,,2.0,3.0,1.0,4.0,1.0,,3.0,,,,,,,,,,,,
347,VIT,,0.0,102599,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,3.0,6,0.0,0.0,4,Thiaguinho,7,Thiago Beserra dos Santos Conti,False,thiaguinho,0,Thiaguinho,,,,,,,,,,,,,,,,,,,,
348,SAO,,0.0,102909,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,5.0,6,0.0,0.0,4,L. Vinícius,7,Luan Vinícius da Silva Santos,False,luan-vinicius,0,Luan Vinícius,,,,,,,,,,,,,,,,,,,,
349,FLU,,6.3,102928,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,6.8,6,0.65,2.76,5,Canobbio,7,Agustín Canobbio Graviz,True,canobbio,7,Canobbio,,10.0,10.0,2.0,2.0,9.0,,2.0,1.0,,,,,,,,,,,
350,PAL,,0.5,102950,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,275,10.48,7,-0.45,5.51,5,F. Torres,7,Facundo Daniel Torres Pérez,True,facundo-torres,7,Facundo Torres,1.0,7.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,,,,,,1.0,,,,,
351,SAN,,6.7,102975,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,10.99,7,-0.33,9.19,2,Escobar,7,Gonzalo Daniel Escobar,True,escobar,7,Escobar,,38.0,11.0,,2.0,8.0,,,,,,,1.0,,,,,,,
352,RBB,,0.0,103014,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,280,5.3,6,-1.14,4.73,5,Laquintana,7,Ignacio Jesús Laquintana Marsico - Nacho,True,laquintana,4,Laquintana,,1.0,,,2.0,,2.0,2.0,,,,,,,,,,,,
353,SAN,,1.6,103056,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,4.81,7,-0.41,2.99,1,G. Brazão,7,Gabriel Nascimento Rezende Brazão - Resende,True,gabriel-brazao,7,Gabriel Brazão,,1.0,,,,2.0,,,,18.0,10.0,,1.0,,,,,,,
354,RBB,,2.0,103295,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,280,6.15,7,0.06,3.54,4,E. Ramires,7,Eric dos Santos Rodrigues,True,eric-ramires,7,Eric Ramires,,9.0,5.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,
355,SPT,,0.0,103347,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,4.91,6,0.0,2.1,2,M. Alexandre,7,Matheus Alexandre Anastácio de Souza,False,matheus-alexandre,3,Matheus Alexandre,,4.0,4.0,,,1.0,,,3.0,,,,1.0,,,,1.0,,,
356,FOR,,0.0,103388,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,6.14,7,0.0,3.83,4,E. Martínez,7,Leandro Emmanuel Martínez,False,emmanuel-martinez,4,Emmanuel Martínez,,5.0,7.0,2.0,,5.0,1.0,,3.0,,,,,,,,,,,
357,CRU,,13.5,103445,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,283,14.68,7,1.09,10.65,5,K. Jorge,7,Kaio Jorge Pinto Ramos,True,kaio-jorge,6,Kaio Jorge,1.0,12.0,5.0,2.0,7.0,9.0,4.0,1.0,2.0,,,,,,1.0,1.0,,,1.0,
358,SPT,,0.0,103448,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,6.74,7,0.0,0.0,6,C. Lucena,7,César Ricardo de Lucena,False,cesar-lucena,0,César Lucena,,,,,,,,,,,,,,,,,,,,
359,FLU,,4.7,103523,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,7.5,7,0.36,4.27,3,Ignácio,7,Ignácio da Silva Oliveira,True,ignacio,4,Ignácio,,6.0,7.0,2.0,1.0,4.0,,,,,,,1.0,,,,,,,
360,BAH,,0.0,103662,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,265,3.0,6,0.0,0.0,1,D. Júnior,7,Dênis de Oliveira Aguiar Júnior,False,denis-junior,0,Dênis Júnior,,,,,,,,,,,,,,,,,,,,
361,FLU,,7.5,103672,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,8.25,7,2.25,7.5,2,G. Fuentes,7,Gabriel Rafael Fuentes Gómez,True,gabriel-fuentes,1,Gabriel Fuentes,,5.0,,,,,,,,,,,,,,,,,,
362,INT,,0.0,103684,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,285,5.0,6,0.0,0.0,3,K. Rocha,7,Kaíque Rocha Lima,False,kaique-rocha,0,Kaíque Rocha,,,,,,,,,,,,,,,,,,,,
363,SAN,,0.0,103764,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,4.6,6,0.0,1.52,5,G. Veron,7,Gabriel Veron Fonseca de Souza,False,gabriel-veron,5,Gabriel Veron,,3.0,1.0,1.0,1.0,3.0,,1.0,,,,,,,,,,,,
364,CAM,,0.0,103767,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,282,6.31,5,0.0,2.38,4,G. Menino,7,Gabriel Vinícius Menino,False,gabriel-menino,5,Gabriel Menino,1.0,1.0,1.0,2.0,1.0,5.0,,,,,,,,,,,,,,
365,MIR,,3.45,104027,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,5.66,7,-0.09,4.41,6,R. Guanaes,7,Rafael Silva Guanaes,True,rafael-guanaes,7,Rafael Guanaes,,,,,,,,,,,,,,1.0,,,,,,
366,SAO,,0.0,104075,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,5.41,6,0.0,2.3,3,Sabino,7,José Sabino Chagas Monteiro,False,sabino,3,Sabino,,,5.0,2.0,,4.0,,,1.0,,,,1.0,,,,,,,
367,PAL,,10.3,104085,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,275,8.05,7,1.38,5.12,3,B. Fuchs,7,Bruno de Lara Fuchs,True,bruno-fuchs,5,Bruno Fuchs,,5.0,4.0,,1.0,1.0,,,2.0,,,,4.0,,,,,,,
368,VIT,,8.6,104118,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,8.77,7,0.91,5.68,1,L. Arcanjo,7,Lucas Willians Assis Arcanjo,True,lucas-arcanjo,6,Lucas Arcanjo,,,,,,1.0,,,,32.0,8.0,,,,,,,,,
369,VIT,,0.5,104134,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,4.22,6,-0.6,2.93,5,Fabri,7,Fabrício do Rosário dos Santos,True,fabri,6,Fabri,1.0,5.0,7.0,1.0,5.0,4.0,,,,,,,,,,,,,,
370,BOT,,0.0,104191,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,263,2.0,6,0.0,0.0,1,Raul,7,Raul Jonas Steffens,False,raul,0,Raul,,,,,,,,,,,,,,,,,,,,
371,MIR,,6.0,104204,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,7.0,7,-0.17,5.58,5,E. Carioca,7,Edson Guilherme Mendes dos Santos,True,edson-carioca,6,Edson Carioca,2.0,5.0,7.0,2.0,9.0,3.0,1.0,,1.0,,,,,,,,,,,
372,VAS,,4.9,104250,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,267,6.25,7,0.64,3.23,3,J. Victor,7,João Victor da Silva Marcelino,True,joao-victor,6,João Victor,,8.0,3.0,2.0,3.0,5.0,,,1.0,,,,1.0,,,,,,,1.0
373,JUV,,0.0,104253,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,286,5.51,7,0.0,2.22,3,A. Martins,7,Adriano Martins da Fonseca,False,adriano-martins,5,Adriano Martins,,4.0,3.0,,2.0,1.0,,1.0,1.0,,,,1.0,,,,,,,
374,GRE,,0.0,104257,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,5.14,6,0.0,3.0,2,J. Lucas,7,João Lucas de Almeida Carvalho,False,joao-lucas,1,João Lucas,,2.0,,,,,,,,,,,,,,,,,,
375,SPT,,2.5,104271,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,6.48,7,-1.39,5.9,2,Hereda,7,Diogo Hereda da Silva,True,hereda,7,Hereda,1.0,13.0,7.0,2.0,4.0,9.0,,2.0,1.0,,,,2.0,,,,,,,
376,CRU,,1.0,104502,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,283,6.7,7,-1.38,4.42,4,Christian,7,Christian Roberto Alves Cardoso,True,christian,5,Christian,1.0,6.0,12.0,2.0,1.0,5.0,1.0,,2.0,,,,,,,,,,,
377,GRE,,1.2,104519,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,3.7,6,-0.09,1.9,4,Camilo,7,Camilo Reijers de Oliveira,True,camilo,6,Camilo,,8.0,9.0,,2.0,1.0,,,,,,,,,,,,,,
378,BOT,,3.7,104528,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,263,13.4,7,-1.51,8.05,5,I. Jesus,7,Igor Jesus Maciel da Cruz,True,igor-jesus,7,Igor Jesus,1.0,1.0,6.0,10.0,9.0,21.0,2.0,1.0,,,,,,,2.0,,,,,
379,RBB,,0.0,104588,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,280,2.0,6,0.0,0.0,1,Fabrício,7,Fabrício Oliveira de Souza,False,fabricio,0,Fabrício,,,,,,,,,,,,,,,,,,,,
380,MIR,,0.0,104640,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,5.0,6,0.0,0.0,4,M. Bianqui,7,Matheus Henrique Bianqui,False,matheus-bianqui,0,Matheus Bianqui,,,,,,,,,,,,,,,,,,,,
381,FOR,,0.0,104666,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,11.49,5,0.0,3.53,5,Moisés,7,Moisés Vieira da Veiga,False,moises,3,Moisés,1.0,2.0,1.0,1.0,3.0,1.0,,2.0,1.0,,,,,,,,,,,
382,BOT,,-1.0,104693,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,263,2.56,6,-0.58,0.07,4,Newton,7,Newton Araújo da Costa Júnior,True,newton,3,Newton,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
383,FOR,,0.0,104754,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,10.62,7,0.0,5.29,6,J. Vojvoda,7,Juan Pablo Vojvoda Rizzo,False,juan-vojvoda,6,Juan Vojvoda,,,,,,,,,,,,,,1.0,,,,,,
384,SAO,,0.0,104758,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,7.34,7,0.0,3.85,2,E. Díaz,7,Enzo Hernán Díaz,False,enzo-diaz,6,Enzo Díaz,,11.0,9.0,,3.0,2.0,,1.0,3.0,,,,2.0,,,,1.0,,,
385,SAN,,0.0,104759,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,5.38,6,0.0,4.0,2,L. Godoy,7,Leonardo Ezequiel Godoy,False,leo-godoy,3,Leo Godoy,,5.0,5.0,,,4.0,,,1.0,,,,1.0,,,,,,,
386,BAH,,0.0,104783,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,265,4.11,7,-0.48,1.6,4,Acevedo,7,Nicolás Brian Acevedo Tabárez,True,acevedo,4,Acevedo,,4.0,2.0,,,2.0,,,,,,,,,,,,,,
387,GRE,,-0.3,104849,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,5.76,6,-0.89,3.9,5,Arezo,7,Douglas Matías Arezo Martínez,True,arezo,4,Arezo,1.0,,2.0,3.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,
388,GRE,,0.0,104933,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,2.0,6,0.0,0.0,1,J. Meurer,7,Jorge Meurer Bartholdy,False,jorge-meurer,0,Jorge Meurer,,,,,,,,,,,,,,,,,,,,
389,GRE,,9.0,104994,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,7.54,7,0.81,3.4,3,W. Leonardo,7,Wagner Leonardo Calvelo de Souza,True,wagner-leonardo,7,Wagner Leonardo,1.0,10.0,8.0,1.0,,2.0,,,1.0,,,,1.0,,,,,,,
390,CRU,,0.0,105047,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,283,7.0,5,0.0,0.0,3,J. Marcelo,7,João Marcelo Messias Ferreira,False,joao-marcelo,0,João Marcelo,,,,,,,,,,,,,,,,,,,,
