,atletas.posicao_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.foto,atletas.atleta_id,atletas.status_id,atletas.clube_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.pontos_num,atletas.apelido_abreviado,atletas.entrou_em_campo,atletas.apelido,atletas.rodada_id,atletas.preco_num,atletas.slug,atletas.variacao_num,atletas.nome,CA,DS,FC,FS,SG,FD,FF,I,CV,A,FT,G,DE,DP,GS,PS,PC,V,PP,GC
76,4,2.89,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,73515,6,2305,MIR,9,1.0,Gabriel,True,Gabriel,11,5.4,gabriel,-0.09,Gabriel Santana Pinto,1.0,3.0,1.0,7.0,,1.0,2.0,5.0,,,,2.0,,,,1.0,,,,
77,4,1.63,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,74187,7,277,SAN,6,1.2,Rincón,True,Rincón,11,3.92,rincon,0.04,Tomás Eduardo Rincón Hernández,2.0,7.0,13.0,4.0,,,4.0,,,,,,,,,,,,,
78,4,3.07,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,77485,7,264,COR,9,0.0,Carrillo,False,Carrillo,11,6.93,carrillo,0.0,André Martín Carrillo Díaz,,16.0,12.0,6.0,,1.0,4.0,2.0,,,,,,,,,,,,
79,2,2.03,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,77656,7,276,SAO,9,1.5,C. Soares,True,Cédric Soares,11,6.36,cedric-soares,-0.05,Cédric Ricardo Alves Soares,1.0,6.0,4.0,3.0,1.0,,,,,1.0,,,,,,,,,,
80,4,4.83,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,77664,6,292,SPT,7,0.0,S. Oliveira,False,Sérgio Oliveira,11,8.73,sergio-oliveira,0.0,Sérgio Miguel Relvas de Oliveira,3.0,13.0,10.0,5.0,,3.0,4.0,,,,1.0,1.0,,,,,,,,
81,4,2.83,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,77777,6,277,SAN,8,0.0,J. Schmidt,True,João Schmidt,11,5.01,joao-schmidt,-0.96,João Felipe Schmidt Urbano,2.0,15.0,14.0,4.0,,1.0,4.0,1.0,,,,,,,,,,,,
82,5,1.65,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,78117,6,266,FLU,11,0.4,Everaldo,True,Everaldo,11,3.45,everaldo,-0.17,Everaldo Stum,1.0,2.0,12.0,6.0,,4.0,5.0,,,,,1.0,,,,,,,,
83,3,3.33,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,78248,5,264,COR,3,0.0,G. Henrique,False,Gustavo Henrique,11,7.25,gustavo-henrique,0.0,Gustavo Henrique Vernes,,6.0,1.0,1.0,,,1.0,,,,,,,,,,,,,
84,2,7.71,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,78445,6,266,FLU,8,15.0,Renê,True,Renê,11,11.04,rene,2.14,Renê Rodrigues Martins,,24.0,8.0,7.0,3.0,,2.0,,,,,1.0,,,,,,,,
85,6,3.45,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,78450,6,286,JUV,3,3.97,C. Tencati,True,Cláudio Tencati,11,6.93,claudio-tencati,0.06,Cláudio Tencati,,,,,,,,,,,,,,,,,,,,
86,6,4.78,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,78479,7,277,SAN,5,3.15,C. Xavier,True,Cleber Xavier,11,9.78,cleber-xavier,-1.33,Cleber Marcio Serpa Xavier,,,,,,,,,,,,,,,,,,1.0,,
87,4,4.21,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,78605,7,280,RBB,10,4.7,Gabriel,True,Gabriel,11,6.49,gabriel,0.36,Gabriel Girotto Franco,2.0,22.0,16.0,11.0,,,3.0,,,,,1.0,,,,,,,,
88,2,7.83,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,78850,6,2305,MIR,11,16.0,Reinaldo,True,Reinaldo,11,11.09,reinaldo,0.18,Reinaldo Manoel da Silva,2.0,10.0,8.0,7.0,2.0,4.0,4.0,,,2.0,,6.0,,,,,,,1.0,
89,1,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,78851,6,354,CEA,0,0.0,Richard,False,Richard,11,5.0,richard,0.0,Richard de Oliveira Costa,,,,,,,,,,,,,,,,,,,,
90,3,5.15,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,78855,6,266,FLU,4,10.4,T. Santos,True,Thiago Santos,11,7.89,thiago-santos,1.96,Thiago dos Santos,,4.0,3.0,1.0,3.0,,,,,,,,,,,,,,,
91,1,2.37,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,79066,6,2305,MIR,6,0.0,A. Muralha,False,Alex Muralha,11,3.34,alex-muralha,0.0,Alex Roberto Santana Rafael,2.0,,,1.0,,,,,,,,,19.0,,9.0,,,,,
92,1,4.4,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,79266,6,354,CEA,3,0.0,B. Ferreira,False,Bruno Ferreira,11,5.49,bruno-ferreira,0.0,Bruno Ferreira Ventura Diniz - de Lins,1.0,,1.0,1.0,1.0,,,,,,,,10.0,,4.0,,,,,
93,6,4.96,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,79437,7,285,INT,11,3.43,R. Machado,True,Roger Machado,11,9.43,roger-machado,-0.27,Roger Machado Marques,,,,,,,,,,,,,,,,,,2.0,,
94,5,3.17,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,79631,5,266,FLU,6,0.0,Cano,False,Cano,11,8.41,cano,0.0,Germán Ezequiel Cano,1.0,1.0,4.0,7.0,,1.0,9.0,2.0,,,,1.0,,,,,,,,
95,4,3.09,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,79701,7,283,CRU,10,2.0,L. Silva,True,Lucas Silva,11,5.41,lucas-silva,-1.01,Lucas Silva Borges,1.0,6.0,19.0,8.0,,1.0,3.0,,,2.0,1.0,1.0,,,,,,,,
96,3,1.37,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,79702,6,292,SPT,3,5.0,A. Carlos,True,Antônio Carlos,11,3.81,antonio-carlos,0.88,Antônio Carlos Cunha Capocasali Júnior,,3.0,3.0,1.0,,,,,,,,,,,,,,,,
97,5,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,80076,6,292,SPT,0,0.0,Z. Roberto,False,Zé Roberto,11,6.0,ze-roberto,0.0,José Roberto Assunção de Araújo Filho,,,,,,,,,,,,,,,,,,,,
98,4,3.47,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,80129,6,286,JUV,10,0.0,Jadson,False,Jadson,11,5.81,jadson,0.0,Jadson Alves dos Santos,3.0,18.0,15.0,14.0,,3.0,1.0,2.0,,1.0,,,,,,,1.0,,,
99,4,2.14,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,80196,2,356,FOR,10,0.8,Y. Pikachu,True,Yago Pikachu,11,5.29,yago-pikachu,-0.3,Glaybson Yago Souza Lisboa,,6.0,4.0,10.0,,3.0,3.0,3.0,,,1.0,,,,,,,,,
100,5,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,80225,6,2305,MIR,0,0.0,R. Silva,False,Rafa Silva,11,4.0,rafa-silva,0.0,Rafael da Silva,,,,,,,,,,,,,,,,,,,,
101,5,3.88,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,80287,7,276,SAO,9,11.1,Luciano,True,Luciano,11,9.06,luciano,0.67,Luciano da Rocha Neves,2.0,8.0,6.0,8.0,,6.0,7.0,1.0,,,,1.0,,,,2.0,,,,
102,2,3.87,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,80313,7,265,BAH,9,0.0,Gilberto,True,Gilberto,11,7.02,gilberto,-0.38,Gilberto Moraes Júnior,2.0,11.0,7.0,5.0,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,,
103,4,2.1,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,80544,6,356,FOR,7,0.0,P. Fernández,False,Pol Fernández,11,5.9,pol-fernandez,0.0,Guillermo Matías Fernández,1.0,3.0,6.0,2.0,,1.0,1.0,,,2.0,,,,,,,,,,
104,2,3.57,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,80570,6,276,SAO,6,2.9,Wendell,True,Wendell,11,9.02,wendell,-0.03,Wendell Nascimento Borges,,6.0,7.0,9.0,2.0,,,,,,,,,,,,,,,
105,4,2.52,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,80583,6,292,SPT,10,-1.3,L. Lima,True,Lucas Lima,11,5.01,lucas-lima,-0.46,Lucas Rafael Araújo Lima,4.0,6.0,15.0,12.0,,7.0,1.0,5.0,,2.0,,,,,,,,,,
106,4,2.02,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,81091,6,267,VAS,6,0.5,Jair,True,Jair,11,4.89,jair,-0.61,Jair Rodrigues Júnior,2.0,8.0,9.0,8.0,,,1.0,,,,,,,,,,,,,
107,4,5.23,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,81121,6,354,CEA,8,1.7,L. Mugni,True,Lucas Mugni,11,7.24,lucas-mugni,-1.5,Lucas Andrés Mugni,2.0,15.0,14.0,8.0,,1.0,3.0,1.0,,2.0,,1.0,,,,,,,,
108,2,4.5,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,81150,6,275,PAL,2,0.0,Mayke,False,Mayke,11,8.92,mayke,0.0,Mayke Rocha de Oliveira,1.0,3.0,4.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,
109,5,1.3,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,81401,5,292,SPT,2,0.0,G. Paciência,False,Gonçalo Paciência,11,7.13,goncalo-paciencia,0.0,Gonçalo Mendes Paciência,,,1.0,1.0,,,3.0,,,,,,,,,,,,,
110,4,1.2,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,81845,6,276,SAO,9,0.0,Alisson,False,Alisson,11,4.33,alisson,0.0,Alisson Euler de Freitas Castro,3.0,4.0,9.0,9.0,,3.0,3.0,,,,,,,,,,,,,
111,1,5.69,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,81881,7,356,FOR,10,4.1,J. Ricardo,True,João Ricardo,11,10.37,joao-ricardo,-0.45,João Ricardo Riedi,,,,,4.0,,,,,,,,40.0,,15.0,,,,,
112,4,1.07,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,81952,6,287,VIT,3,0.0,W. Oliveira,False,Willian Oliveira,11,3.73,willian-oliveira,0.0,Willian Osmar de Oliveira Silva,1.0,1.0,2.0,5.0,,,1.0,,,,,,,,,,,,,
113,4,4.13,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,82407,6,2305,MIR,3,2.0,C. Kim,True,Chico Kim,11,5.84,chico-kim,-0.38,Francisco Hyun-Sol Kim,,6.0,1.0,3.0,,1.0,,,,,,,,,,1.0,,,,
114,4,4.22,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,82455,7,277,SAN,4,6.3,Z. Rafael,True,Zé Rafael,11,8.17,ze-rafael,0.11,José Rafael Vivian,1.0,10.0,3.0,6.0,,,1.0,,,,,,,,,,,,,
115,4,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,82463,5,266,FLU,0,0.0,Otávio,False,Otávio,11,7.0,otavio,0.0,Otávio Henrique Passos Santos,,,,,,,,,,,,,,,,,,,,
116,5,5.71,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,82627,6,262,FLA,10,20.7,L. Araújo,True,Luiz Araújo,11,11.11,luiz-araujo,2.92,Luiz de Araújo Guimarães Neto,,16.0,6.0,5.0,,3.0,6.0,1.0,,1.0,1.0,2.0,,,,,,,,
117,2,4.9,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,82628,6,356,FOR,6,0.5,Tinga,True,Tinga,11,8.39,tinga,-0.82,Guilherme de Jesus da Silva,1.0,4.0,4.0,2.0,3.0,,2.0,,,,,1.0,,,,,,,,
118,4,2.66,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,82766,6,287,VIT,5,0.0,W. Rato,False,Wellington Rato,11,6.2,wellington-rato,0.0,Wellington Soares da Silva,,1.0,3.0,3.0,,2.0,1.0,,,,,1.0,,,,,,,,
119,2,6.23,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,82775,6,2305,MIR,10,9.6,L. Ramon,True,Lucas Ramon,11,9.38,lucas-ramon,-0.17,Lucas Ramon Batista Silva,2.0,22.0,11.0,15.0,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,
120,3,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,83048,6,292,SPT,0,0.0,R. Thyere,False,Rafael Thyere,11,5.0,rafael-thyere,0.0,Rafael Thyere de Albuquerque Marques,,,,,,,,,,,,,,,,,,,,
121,4,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,83252,6,354,CEA,0,0.0,Recalde,False,Recalde,11,3.0,recalde,0.0,Jorge Eduardo Recalde Ramírez,,,,,,,,,,,,,,,,,,,,
122,5,3.53,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,83257,6,283,CRU,9,0.0,Gabriel,True,Gabriel,11,6.83,gabriel,-2.04,Gabriel Barbosa Almeida,,1.0,1.0,3.0,,4.0,3.0,2.0,,2.0,,2.0,,,,,,,1.0,
123,5,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,83276,6,277,SAN,0,0.0,J. Furch,False,Julio Furch,11,4.0,julio-furch,0.0,Julio César Furch,,,,,,,,,,,,,,,,,,,,
124,3,5.01,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,83528,6,262,FLA,10,0.0,L. Pereira,False,Léo Pereira,11,10.08,leo-pereira,0.0,Leonardo Pereira,,5.0,4.0,2.0,7.0,,1.0,,,,,1.0,,,,,1.0,,,
125,3,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,83786,5,287,VIT,3,0.0,Neris,False,Neris,11,3.37,neris,0.0,Hueglo dos Santos Neris,1.0,1.0,7.0,1.0,,1.0,,1.0,,,,,,,,,,,,
126,5,3.08,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,84042,6,277,SAN,10,0.0,T. Soares,True,Tiquinho Soares,11,7.9,tiquinho-soares,-0.64,Francisco das Chagas Soares dos Santos Meireles,2.0,6.0,16.0,13.0,,3.0,7.0,1.0,,1.0,,1.0,,,,,,,,
127,1,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,84094,6,286,JUV,0,0.0,R. Carneiro,False,Ruan Carneiro,11,1.0,ruan-carneiro,0.0,Eudes Ruan de Souza Carneiro,,,,,,,,,,,,,,,,,,,,
128,3,3.2,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,84263,6,284,GRE,9,0.0,Jemerson,False,Jemerson,11,4.77,jemerson,0.0,Jemerson de Jesus Nascimento,3.0,11.0,14.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,
129,4,1.95,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,84428,6,354,CEA,8,1.2,F. Sobral,True,Fernando Sobral,11,4.67,fernando-sobral,0.21,Fernando Pereira do Nascimento,3.0,11.0,9.0,8.0,,,1.0,,,,,,,,,,,,,
130,5,0.73,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,84523,6,292,SPT,4,0.0,Romarinho,False,Romarinho,11,2.96,romarinho,0.0,José Romário Silva de Souza,,,,1.0,,2.0,,,,,,,,,,,,,,
131,4,5.07,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,84558,7,283,CRU,10,2.1,L. Romero,True,Lucas Romero,11,7.72,lucas-romero,-0.45,Lucas Daniel Romero,3.0,23.0,12.0,15.0,,,3.0,1.0,,1.0,,1.0,,,,,,,,
132,4,2.48,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,84674,6,275,PAL,8,6.3,L. Evangelista,True,Lucas Evangelista,11,6.43,lucas-evangelista,0.73,Lucas Evangelista Santana de Oliveira,,6.0,5.0,9.0,,1.0,2.0,,,1.0,,,,,,,,,,
133,2,7.22,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,84816,6,262,FLA,6,16.7,Varela,True,Varela,11,10.24,varela,2.4,Guillermo Varela Olivera,,5.0,1.0,2.0,5.0,1.0,,1.0,,2.0,,,,,,,1.0,,,
134,3,2.57,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,84847,6,277,SAN,4,0.0,L. Peres,False,Luan Peres,11,5.77,luan-peres,0.0,Luan Peres Petroni,3.0,2.0,8.0,3.0,2.0,1.0,,,,,,,,,,,,,,
135,1,4.77,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,85004,7,265,BAH,8,2.9,M. Felipe,True,Marcos Felipe,11,7.51,marcos-felipe,0.23,Marcos Felipe de Freitas Monteiro,,,,,3.0,,,,,,,,24.0,,7.0,,1.0,,,
136,4,1.57,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,85034,7,285,INT,8,0.0,Ã. Romero,False,Óscar Romero,11,4.71,oscar-romero,0.0,Óscar David Romero Villamayor,1.0,2.0,1.0,5.0,,1.0,4.0,,,1.0,,,,,,,1.0,,,
137,5,7.69,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,85048,7,264,COR,8,2.6,M. Depay,True,Memphis Depay,11,15.35,memphis-depay,-0.34,Memphis Depay,2.0,4.0,5.0,12.0,,6.0,6.0,,,3.0,2.0,3.0,,,,,,,1.0,
138,4,3.54,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,85403,6,2305,MIR,11,3.2,Danielzinho,True,Danielzinho,11,5.55,danielzinho,-0.09,Daniel de Oliveira Sertanejo,1.0,13.0,14.0,20.0,,2.0,4.0,,,1.0,1.0,,,,,1.0,,,,
139,1,-1.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,85425,7,277,SAN,0,0.0,J. Paulo,False,João Paulo,11,6.45,joao-paulo,0.0,João Paulo Silva Martins,2.0,,,,,,,,,,,,,,,,,,,
140,4,0.4,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,85465,6,264,COR,3,0.0,A. Santana,False,Alex Santana,11,4.28,alex-santana,0.0,Alex Paulo Menezes Santana,,,2.0,2.0,,,1.0,,,,,,,,,,,,,
141,4,1.35,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,85856,3,287,VIT,11,1.7,R. Ryller,True,Ricardo Ryller,11,2.88,ricardo-ryller,-0.38,Ricardo Ryller Ribeiro Lino Silva,3.0,12.0,21.0,5.0,,3.0,,,,,,,,,,,,,,
142,5,3.48,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,85930,6,354,CEA,5,1.2,Aylon,True,Aylon,11,4.62,aylon,-0.27,Aylon Darwin Tavella,,4.0,8.0,6.0,,1.0,2.0,,,,,1.0,,,,,,,,
143,4,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,85931,6,292,SPT,0,0.0,Hyoran,False,Hyoran,11,5.0,hyoran,0.0,Hyoran Kaue Dalmoro,,,,,,,,,,,,,,,,,,,,
144,5,0.46,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,86292,6,283,CRU,5,0.0,Bolasie,False,Bolasie,11,3.85,bolasie,0.0,Yannick Bolasie,,2.0,4.0,1.0,,,,,,,,,,,,,,,,
145,2,1.7,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,86410,6,267,VAS,1,0.0,V. Luis,False,Victor Luis,11,4.24,victor-luis,0.0,Victor Luis Chuab Zamblauskas,,,,1.0,,1.0,,,,,,,,,,,,,,
146,5,1.95,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,86485,6,266,FLU,4,0.0,Keno,False,Keno,11,6.01,keno,0.0,Marcos da Silva França,,1.0,2.0,5.0,,1.0,4.0,,,,,,,,,,,,,
147,1,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,86508,6,276,SAO,0,0.0,Jandrei,False,Jandrei,11,5.0,jandrei,0.0,Jandrei Chitolina Carniel,,,,,,,,,,,,,,,,,,,,
148,4,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,86536,5,354,CEA,0,0.0,Richardson,False,Richardson,11,4.0,richardson,0.0,Richardson Fernandes dos Santos,,,,,,,,,,,,,,,,,,,,
149,4,0.92,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,86686,7,267,VAS,8,1.7,T. Tchê,True,Tchê Tchê,11,3.88,tche-tche,0.03,Danilo das Neves Pinheiro,,1.0,2.0,9.0,,1.0,1.0,,,,,,,,,,,,,
150,5,2.97,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,86757,6,262,FLA,11,0.5,Everton,True,Everton,11,7.7,everton,-0.38,Everton Sousa Soares,,7.0,6.0,,,4.0,8.0,1.0,,1.0,,1.0,,,,,,,,
151,4,1.27,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,86766,2,356,FOR,6,0.0,M. Rossetto,False,Matheus Rossetto,11,3.71,matheus-rossetto,0.0,Matheus Rossetto,,5.0,3.0,2.0,,,,,,,,,,,,,,,,
152,4,-0.65,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,86777,6,263,BOT,2,0.0,D. Barbosa,False,Danilo Barbosa,11,4.35,danilo-barbosa,0.0,Danilo Barbosa da Silva,1.0,,1.0,,,,,,,,,,,,,,,,,
153,2,1.13,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,86820,6,286,JUV,4,0.0,Reginaldo,False,Reginaldo,11,2.98,reginaldo,0.0,Reginaldo Lopes de Jesus,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
