,atletas.foto,atletas.clube.id.full.name,atletas.variacao_num,atletas.rodada_id,atletas.entrou_em_campo,atletas.pontos_num,atletas.slug,atletas.apelido_abreviado,atletas.posicao_id,atletas.nome,atletas.apelido,atletas.atleta_id,atletas.clube_id,atletas.status_id,atletas.preco_num,atletas.media_num,atletas.jogos_num,DE,GS,A,CA,DS,FC,FD,FF,FS,FT,G,I,PS,SG,V,CV,DP,PP,PC,GC
193,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,0.0,28,False,0.0,fabricio-bruno,F. Bruno,3,Fabrício Bruno Soares de Faria,Fabrício Bruno,90768,283,7,8.79,4.6,25,,,,6.0,27.0,16.0,2.0,5.0,16.0,,2.0,,,11.0,,,,,,
194,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,-0.69,28,True,0.8,carlos-eduardo,C. Eduardo,5,Carlos Eduardo Ferreira de Souza,Carlos Eduardo,90917,2305,7,4.08,2.39,15,,,3.0,1.0,6.0,10.0,4.0,4.0,16.0,,,2.0,,,,,,,,
195,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.23,28,True,1.2,ze-marcos,Z. Marcos,3,José Marcos Alves Luis,Zé Marcos,90943,287,7,3.6,2.21,21,,,,5.0,11.0,18.0,,1.0,13.0,,1.0,1.0,,5.0,,,,,,
196,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,-0.53,28,True,3.7,ronaldo,Ronaldo,1,Ronaldo de Oliveira Strada,Ronaldo,91101,265,7,7.17,5.37,16,47.0,20.0,1.0,,,,,,4.0,,,,,5.0,,,2.0,,1.0,
197,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,1.37,28,True,9.4,fernandinho,Fernandinho,5,Fernando José Marques Maciel,Fernandinho,91130,354,6,6.62,3.48,10,,,1.0,2.0,14.0,9.0,3.0,4.0,14.0,,,3.0,,,,,,,,
198,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.0,28,False,0.0,kaio,Kaio,3,Kaio Fernando da Silva Pantaleão,Kaio,91158,263,5,8.62,4.88,9,,,,,10.0,8.0,2.0,5.0,10.0,,,1.0,,4.0,,,,,,
199,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.0,28,False,0.0,eder,Éder,3,Éder Ferreira Graminho,Éder,91203,354,6,2.82,0.8,2,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,
200,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.17,28,True,1.5,erick-pulgar,E. Pulgar,4,Erick Antonio Pulgar Farfán,Erick Pulgar,91473,262,2,6.51,2.75,10,,,,2.0,13.0,13.0,2.0,,7.0,,1.0,,,,,,,,,
201,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,rodrigo-sam,R. Sam,3,Rodrigo Eduardo da Silva,Rodrigo Sam,91509,286,7,3.81,1.78,7,,,,2.0,8.0,13.0,1.0,2.0,6.0,,,4.0,1.0,,,,,,,
202,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,-0.39,28,True,3.5,arboleda,Arboleda,3,Robert Abel Arboleda Escobar,Arboleda,91573,276,7,9.06,5.5,17,,,,3.0,28.0,12.0,,7.0,7.0,,3.0,2.0,,5.0,,,,,,
203,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,0.3,28,True,4.1,rony,Rony,5,Ronielson da Silva Barbosa,Rony,91607,282,7,10.03,4.15,24,,,1.0,3.0,20.0,38.0,17.0,14.0,42.0,1.0,3.0,16.0,1.0,,,,,,,
204,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,dudu-vieira,D. Vieira,4,Carlos Eduardo de Souza Vieira,Dudu Vieira,91627,286,6,3.0,0.0,0,,,,,,,,,,,,,,,,,,,,
205,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,1.24,28,True,8.6,igor-carius,I. Cariús,2,Igor Aquino da Silva,Igor Cariús,91639,292,6,8.82,4.95,18,,,,2.0,32.0,21.0,6.0,4.0,21.0,,1.0,5.0,,5.0,,,,,1.0,1.0
206,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,marlon,Marlon,2,Marlon Rodrigues Xavier,Marlon,91706,284,7,7.68,5.07,20,,,2.0,5.0,45.0,17.0,2.0,2.0,22.0,,,,,4.0,,,,,1.0,
207,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,-0.23,28,True,2.0,david-duarte,D. Duarte,3,David de Duarte Macedo,David Duarte,91772,265,7,5.13,3.04,19,,,,3.0,8.0,14.0,3.0,7.0,8.0,,,1.0,,8.0,,,,,,
208,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.0,28,False,0.0,caique-franca,C. França,1,Caíque França Godoy,Caíque França,91808,292,6,6.53,3.52,12,39.0,20.0,,2.0,2.0,,,,1.0,,,,,2.0,,,,,,
209,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.0,28,False,0.0,ze-ivaldo,Z. Ivaldo,3,José Ivaldo Almeida Silva,Zé Ivaldo,91866,277,6,5.92,3.88,14,,,,4.0,20.0,14.0,,11.0,10.0,,1.0,3.0,,3.0,,1.0,,,1.0,
210,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.34,28,True,3.7,pavon,Pavón,5,Cristian David Pavón,Pavón,91908,284,7,5.28,2.68,17,,,2.0,4.0,15.0,9.0,6.0,10.0,10.0,,,2.0,,,,,,,,
211,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,-0.8,28,True,3.42,ramon-diaz,R. Díaz,6,Ramón Ángel Díaz,Ramón Díaz,92075,285,7,8.98,5.04,8,,,,,,,,,,,,,,,2.0,,,,,
212,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.43,28,True,2.8,giovanny,Giovanny,5,Giovanny Bariani Marques,Giovanny,92085,286,6,3.63,1.82,11,,,1.0,1.0,3.0,4.0,,6.0,10.0,1.0,,1.0,,,,,,,,
213,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,0.0,28,False,0.0,lyanco,Lyanco,3,Lyanco Evangelista Silveira Neves Vojnovic,Lyanco,92087,282,5,8.87,5.08,15,,,,5.0,32.0,25.0,3.0,6.0,19.0,,,2.0,,6.0,,2.0,,,1.0,
214,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.25,28,True,3.2,arthur-cabral,A. Cabral,5,Arthur Mendonça Cabral,Arthur Cabral,92171,263,7,11.9,5.3,12,,,1.0,,6.0,19.0,8.0,10.0,20.0,1.0,3.0,3.0,1.0,,,,,,,
215,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,-0.25,28,True,4.21,jair-ventura,J. Ventura,6,Jair Ventura,Jair Ventura,92180,287,7,9.86,4.73,4,,,,,,,,,,,,,,,2.0,,,,,
216,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,0.0,28,False,0.0,juninho,Juninho,3,José Carlos Ferreira Júnior,Juninho,92182,285,5,5.34,2.84,13,,,,3.0,18.0,9.0,2.0,6.0,7.0,,,,,1.0,,,,,,
217,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,rodrigo-ely,R. Ely,3,Rodrigo Ely,Rodrigo Ely,92237,284,5,4.75,0.6,2,,,,,1.0,1.0,,,,,,,,,,,,,,
218,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,0.0,28,False,0.0,andre-ramalho,A. Ramalho,3,André Ramalho Silva,André Ramalho,92440,264,6,6.21,3.6,18,,,,4.0,23.0,19.0,1.0,7.0,8.0,,,,,6.0,,,,,1.0,
219,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.94,28,True,7.7,renato-kayzer,R. Kayzer,5,Renato Kayzer de Souza,Renato Kayzer,92696,287,3,9.83,4.77,21,,,,3.0,8.0,30.0,6.0,11.0,37.0,1.0,8.0,14.0,,,,,,,,
220,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.08,28,True,4.38,daniel-paulista,D. Paulista,6,Daniel Pollo Barioni,Daniel Paulista,92702,292,7,8.28,4.91,15,,,,,,,,,,,,,,,2.0,,,,,
221,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,-0.56,28,True,-0.8,deyverson,Deyverson,5,Deyverson Brum Silva,Deyverson,92708,356,3,5.32,2.84,18,,,,2.0,6.0,13.0,4.0,13.0,22.0,2.0,2.0,3.0,,,,,,,,
222,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.0,28,False,0.0,bruno-rodrigues,B. Rodrigues,5,Bruno Rafael Rodrigues do Nascimento,Bruno Rodrigues,92811,275,6,5.19,0.6,2,,,,,,,1.0,,,,,,,,,,,,,
223,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,0.0,28,False,0.0,borre,Borré,5,Rafael Santos Borré Maury,Borré,92854,285,6,9.85,3.52,20,,,1.0,2.0,15.0,29.0,5.0,13.0,12.0,1.0,4.0,5.0,,,,1.0,,,,
224,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,0.0,28,False,0.0,ronaldo,Ronaldo,4,Ronaldo da Silva Souza Guerrero,Ronaldo,92981,285,6,3.7,1.88,13,,,,3.0,21.0,20.0,2.0,2.0,2.0,,,2.0,,,,1.0,,,,
225,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,-1.09,28,True,0.0,rafael-ramos,R. Ramos,2,Rafael António Figueiredo Ramos,Rafael Ramos,93236,354,6,4.97,3.69,15,,,,2.0,21.0,17.0,1.0,4.0,3.0,,,,,5.0,,,,,,
226,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.0,28,False,0.0,joao-basso,J. Basso,3,João Othávio Basso,João Basso,93372,277,6,7.74,4.42,6,,,,2.0,7.0,10.0,,,6.0,,1.0,,,2.0,,,,,,
227,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,-1.36,28,True,2.7,cantalapiedra,Cantalapiedra,5,Aitor Cantalapiedra Fernández,Cantalapiedra,93411,287,7,7.15,5.28,9,,,2.0,1.0,8.0,4.0,5.0,3.0,7.0,,2.0,2.0,,,,,,,,
228,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,-0.08,28,True,-0.3,wanderson,Wanderson,5,Wanderson Maciel Sousa Campos,Wanderson,93478,283,2,4.68,1.93,25,,,2.0,2.0,10.0,26.0,9.0,16.0,14.0,1.0,,6.0,,,,,,,,
229,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.0,28,False,0.0,paulo-henrique,P. Henrique,2,Paulo Henrique de Oliveira Alves,Paulo Henrique,93716,267,7,13.36,8.07,19,,,5.0,7.0,63.0,41.0,6.0,4.0,18.0,2.0,1.0,1.0,,4.0,,,,,,
230,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.69,28,True,5.4,marlon-freitas,M. Freitas,4,Marlon Rodrigues Freitas,Marlon Freitas,93790,263,3,5.8,2.33,23,,,3.0,5.0,23.0,25.0,4.0,10.0,8.0,,,,,,,,,,,
231,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.0,28,False,0.0,keiller,Keiller,1,Keiller da Silva Nunes,Keiller,93834,354,6,3.0,0.0,0,,,,,,,,,,,,,,,,,,,,
232,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,cleiton,Cleiton,1,Cleiton Schwengber,Cleiton,93882,280,7,8.02,4.32,24,84.0,34.0,,5.0,,,,,7.0,,,,,6.0,,,,,,
233,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,-0.76,28,True,0.2,matheusinho,Matheusinho,4,Matheus Leonardo Sales Cardoso,Matheusinho,93886,292,7,7.39,4.82,14,,,3.0,1.0,13.0,8.0,4.0,8.0,18.0,,2.0,1.0,,,,,,,,
234,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.61,28,True,8.6,breno-lopes,B. Lopes,5,Breno Henrique Vasconcelos Lopes,Breno Lopes,93988,356,7,7.83,4.1,19,,,,2.0,9.0,8.0,6.0,15.0,31.0,1.0,4.0,10.0,,,,,,,,
235,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,matheus-fernandes,M. Fernandes,4,Matheus Fernandes Siqueira,Matheus Fernandes,94067,280,6,4.33,1.64,13,,,,2.0,15.0,13.0,1.0,3.0,2.0,,,,,,,,,,,
236,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,-1.32,28,True,-1.3,maycon,Maycon,4,Maycon de Andrade Barberan,Maycon,94154,264,7,3.56,2.0,19,,,,2.0,15.0,12.0,,4.0,4.0,,2.0,,,,,,,,,
237,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.05,28,True,1.7,guilherme,Guilherme,5,Guilherme Augusto Vieira dos Santos,Guilherme,94207,277,7,9.63,6.39,21,,,2.0,,31.0,11.0,11.0,22.0,38.0,,4.0,10.0,,,,,,,,
238,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,matheus-babi,M. Babi,5,Matheus Barcelos da Silva,Matheus Babi,94444,286,6,3.87,1.86,14,,,,4.0,7.0,14.0,,4.0,10.0,,2.0,4.0,,,,,,,,
239,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.7,28,True,4.4,raphael-veiga,R. Veiga,4,Raphael Cavalcante Veiga,Raphael Veiga,94509,275,7,11.11,2.96,15,,,1.0,1.0,9.0,12.0,4.0,4.0,27.0,,1.0,,1.0,,,,,,,
240,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.0,28,False,0.0,lucas-oliveira,L. Oliveira,3,Lucas da Cruz Oliveira,Lucas Oliveira,94514,267,6,4.15,1.85,6,,,,1.0,2.0,3.0,,,,,,,,2.0,,,,,,
241,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,2.26,28,True,14.4,pedro,Pedro,5,Pedro Guilherme Abreu dos Santos,Pedro,94583,262,7,17.51,7.26,20,,,5.0,3.0,8.0,12.0,14.0,4.0,14.0,1.0,11.0,1.0,1.0,,,,,1.0,,
242,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,lucas-fernandes,L. Fernandes,4,Lucas Fernandes da Silva,Lucas Fernandes,94931,286,6,4.58,2.04,5,,,,,5.0,5.0,1.0,2.0,3.0,,,1.0,,,,,,,,
243,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,-0.62,28,True,3.0,juninho-capixaba,J. Capixaba,2,Luis Antônio da Rocha Júnior,Juninho Capixaba,94968,280,7,11.27,7.41,15,,,,1.0,32.0,18.0,4.0,8.0,31.0,,1.0,1.0,,7.0,,,,,,
244,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.0,28,False,0.0,gabriel-bahia,G. Bahia,3,Gabriel Henrique Feitosa da Silva,Gabriel Bahia,95106,263,6,3.56,1.73,3,,,,,3.0,2.0,,1.0,1.0,,,,,,,,,,,
245,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.0,28,False,0.0,nicolas,Nicolas,2,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,Nicolas,95127,354,6,6.33,3.48,10,,,,1.0,11.0,9.0,1.0,3.0,7.0,,,,,3.0,,,,,,
246,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,-0.64,28,True,-0.4,gabriel-taliari,G. Taliari,5,Gabriel Pereira Taliari,Gabriel Taliari,95131,286,7,7.53,3.79,23,,,2.0,4.0,18.0,32.0,6.0,12.0,35.0,2.0,3.0,4.0,,,,,,,,
247,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,giraldo,Giraldo,4,Daniel Eduardo Giraldo Cárdenas,Giraldo,95354,286,6,1.83,0.3,13,,,,3.0,6.0,17.0,,2.0,3.0,,,1.0,,,,,,,,
248,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.0,28,False,0.0,rivera,Rivera,4,Christian Hernando Rivera Cuéllar,Rivera,95357,292,7,5.02,2.84,23,,,,5.0,49.0,55.0,,,27.0,,,3.0,,,,,,,,
249,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.51,28,True,5.4,igor-vinicius,I. Vinícius,2,Igor Vinícius de Souza,Igor Vinícius,95466,277,7,6.71,2.91,14,,,,5.0,20.0,18.0,3.0,3.0,10.0,,,,,2.0,,,,,,
250,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,1.35,28,True,13.7,raniele,Raniele,4,Raniele Almeida Melo,Raniele,95556,264,7,7.75,4.07,23,,,1.0,5.0,44.0,30.0,4.0,6.0,38.0,,1.0,,,,,,,,,
251,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,marcelo-benevenuto,M. Benevenuto,3,Marcelo da Conceição Benevenuto Malaquias,Marcelo Benevenuto,95638,356,6,5.0,0.0,0,,,,,,,,,,,,,,,,,,,,
252,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.0,28,False,0.0,lucas-kal,L. Kal,4,Lucas Kal Schenfeld Prigioli,Lucas Kal,95662,292,6,3.36,-0.2,3,,,,,,2.0,,,,,,,,,,,,,,
253,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.11,28,True,1.0,artur,Artur,5,Artur Victor Guimarães,Artur,95799,263,7,8.49,4.07,18,,,4.0,1.0,9.0,12.0,6.0,12.0,17.0,1.0,2.0,1.0,,,,,,,,
254,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.0,28,False,0.0,daniel-fuzato,D. Fuzato,1,Daniel Cerântula Fuzato,Daniel Fuzato,95936,267,6,2.04,-0.7,2,2.0,4.0,,,,,,,,,,,,,,,,,,
255,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,-0.65,28,True,0.2,lima,Lima,4,Vinícius Moreira de Lima,Lima,96340,266,2,4.86,2.36,20,,,1.0,2.0,5.0,14.0,4.0,7.0,23.0,1.0,2.0,1.0,,,,,,,,
256,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,0.0,28,False,0.0,charles,Charles,4,Charles Rigon Mattos,Charles,96342,264,6,2.96,1.49,11,,,,2.0,15.0,17.0,1.0,,2.0,,,2.0,,,,,,,1.0,
257,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,-0.03,28,True,1.5,joaquin-correa,J. Correa,5,Carlos Joaquín Correa,Joaquín Correa,96353,263,6,7.53,1.75,12,,,,1.0,5.0,6.0,5.0,5.0,13.0,,,2.0,,,,,,,,
258,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,0.11,28,True,10.2,matheus-pereira,M. Pereira,4,Matheus Fellipe Costa Pereira,Matheus Pereira,96610,283,7,15.51,7.76,26,,,7.0,5.0,35.0,29.0,16.0,18.0,82.0,2.0,6.0,6.0,,,,,,,,
259,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.0,28,False,0.0,allan,Allan,4,Allan Rodrigues de Souza,Allan,96652,262,6,2.22,0.56,13,,,,2.0,5.0,19.0,2.0,2.0,7.0,,,,,,,,,,,
260,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,-0.67,28,True,0.0,rigoni,Rigoni,5,Emiliano Ariel Rigoni,Rigoni,96684,276,6,4.58,1.48,4,,,1.0,1.0,,5.0,2.0,1.0,1.0,1.0,,3.0,,,,1.0,,,,
261,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,-0.02,28,True,2.0,saravia,Saravia,2,Renzo Saravia,Saravia,96725,282,7,6.0,3.32,9,,,,1.0,7.0,11.0,,2.0,4.0,,,,,4.0,,,,,,
262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,-0.23,28,True,1.1,camutanga,Camutanga,3,Cleidson Andrade da Souza Silva,Camutanga,96793,287,3,4.9,2.64,7,,,,3.0,6.0,8.0,2.0,2.0,2.0,,,1.0,,2.0,,,,,,
263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.0,28,False,0.0,carlinhos,Carlinhos,5,Carlos Moisés de Lima,Carlinhos,96831,287,6,4.3,1.27,4,,,,2.0,1.0,8.0,,4.0,,,1.0,2.0,,,,1.0,,,,
264,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,-0.57,28,True,3.9,emerson-royal,E. Royal,2,Emerson Aparecido Leite de Souza Júnior,Emerson Royal,96870,262,2,10.47,5.97,8,,,,1.0,17.0,10.0,,1.0,15.0,,1.0,,,2.0,,,,,,
265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,guruceaga,Guruceaga,1,Gastón Guruceaga Fagúndez,Guruceaga,96874,286,7,4.0,0.0,0,,,,,,,,,,,,,,,,,,,,
266,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.44,28,True,8.0,carlos-cuesta,C. Cuesta,3,Carlos Eccehomo Cuesta Figueroa,Carlos Cuesta,97095,267,7,11.16,6.63,4,,,,1.0,6.0,4.0,1.0,,1.0,,1.0,,,2.0,,,,,,
267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,villasanti,Villasanti,4,Mathías Adalberto Villasanti Rolón,Villasanti,97145,284,5,9.45,3.93,15,,,,5.0,42.0,24.0,,4.0,10.0,,,,,,,,,,,
268,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,0.5,28,True,3.0,alesson,Alesson,5,Alesson dos Santos Batista,Alesson,97321,2305,7,6.38,4.02,14,,,3.0,1.0,10.0,16.0,,5.0,10.0,,3.0,7.0,,,,,,,,
