,atletas.slug,atletas.preco_num,atletas.foto,atletas.jogos_num,atletas.rodada_id,atletas.pontos_num,atletas.apelido,atletas.entrou_em_campo,atletas.clube_id,atletas.posicao_id,atletas.nome,atletas.clube.id.full.name,atletas.media_num,atletas.apelido_abreviado,atletas.status_id,atletas.atleta_id,atletas.variacao_num,CA,DS,FC,FD,FS,CV,FF,FT,I,PC,G,SG,DE,GS,A,PS,V,DP,GC,PP
383,fabricio-daniel,2.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,8,14,0.0,Fabrício Daniel,False,2305,5,Fabrício Daniel de Souza,MIR,1.03,F. Daniel,6,105171,0.0,,,5.0,2.0,5.0,,6.0,,,,,,,,,,,,,
384,sant-anna,5.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,14,0.0,Sant'Anna,True,280,2,Ariel Agustín Sant'Anna Quintero,RBB,3.22,Sant'Anna,2,105213,-0.28,2.0,7.0,3.0,,1.0,,4.0,1.0,,,,1.0,,,,,,,,
385,santiago-rodriguez,4.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,7,14,0.8,Santiago Rodríguez,True,263,4,Santiago Mariano Rodríguez Molina,BOT,1.55,S. Rodríguez,6,105214,-0.08,1.0,3.0,2.0,3.0,4.0,,3.0,,,,,,,,,,,,,
386,gaston-avila,9.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4,14,0.0,Gastón Ávila,False,356,3,Gastón Luciano Ávila,FOR,5.42,G. Ávila,6,105258,0.0,,9.0,1.0,1.0,3.0,,1.0,,,,,1.0,,,,,,,,
387,ferraresi,7.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,9,14,9.0,Ferraresi,True,276,3,Nahuel Adolfo Ferraresi Hernández,SAO,3.12,Ferraresi,7,105300,1.6,2.0,19.0,10.0,,4.0,,1.0,,1.0,,,1.0,,,,,,,1.0,
388,lucas-lima,2.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3,14,0.0,Lucas Lima,False,354,4,Lucas Eduardo Lima da Silva,CEA,0.17,L. Lima,6,105337,0.0,,,,,1.0,,,,,,,,,,,,,,,
389,gabriel-xavier,5.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3,14,0.0,Gabriel Xavier,False,265,3,Gabriel Lheman Xavier - Lhman,BAH,1.53,G. Xavier,7,105373,0.0,1.0,1.0,3.0,,,,,,,,,1.0,,,,,,,,
390,matheus-bidu,11.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7,14,12.5,Matheus Bidu,True,264,2,Matheus Lima Beltrão Oliveira Valin,COR,7.94,M. Bidu,7,105531,1.64,1.0,13.0,5.0,1.0,18.0,,3.0,,,,,4.0,,,1.0,1.0,,,,
391,lucero,7.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,12,14,0.0,Lucero,False,356,5,Juan Martín Lucero,FOR,3.41,Lucero,7,105568,0.0,2.0,6.0,13.0,4.0,6.0,,3.0,1.0,4.0,,3.0,,,,1.0,,,,,1.0
392,lucas-piton,7.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,11,14,0.0,Lucas Piton,False,267,2,Lucas Piton Crivellaro,VAS,3.74,L. Piton,7,105584,0.0,2.0,13.0,18.0,,5.0,,2.0,,1.0,,,2.0,,,3.0,,,,,
393,roni,1.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4,14,0.0,Roni,False,2305,4,Roni Medeiros de Moura,MIR,0.13,Roni,6,105585,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,
394,mauricio,8.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,8,14,0.8,Maurício,True,275,4,Maurício Magalhães Prado,PAL,2.23,Maurício,6,105647,-0.37,,2.0,5.0,2.0,4.0,,5.0,,1.0,,1.0,,,,,,,,,
395,talles-magno,7.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,11,14,9.4,Talles Magno,True,264,5,Talles Magno Bacelar Martins,COR,3.33,T. Magno,6,105786,1.3,1.0,7.0,12.0,2.0,15.0,,7.0,1.0,8.0,,1.0,,,,1.0,,,,,
396,wesley,11.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,11,14,0.0,Wesley,False,285,5,Wesley Ribeiro Silva,INT,5.53,Wesley,7,105811,0.0,1.0,19.0,14.0,5.0,25.0,,8.0,1.0,4.0,,,,,,2.0,,,,,
397,edu,5.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,7,14,4.4,Edu,True,287,3,Lucas Eduardo Ribeiro de Souza,VIT,4.51,Edu,6,105842,0.03,,9.0,5.0,1.0,2.0,,3.0,,,,,3.0,,,,,,,,
398,matheus-araujo,5.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,14,0.0,Matheus Araújo,True,354,4,Matheus de Araújo Andrade,CEA,2.83,M. Araújo,6,105845,-0.27,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,
399,allanzinho,3.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4,14,0.0,Allanzinho,False,356,5,Allan Victor Oliveira Mota,FOR,2.07,Allanzinho,6,105900,0.0,1.0,1.0,4.0,,5.0,,2.0,,1.0,,,,,,1.0,,,,,
400,jose-aldo,3.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,10,14,2.0,José Aldo,True,2305,4,José Aldo Soares de Oliveira Filho,MIR,2.47,J. Aldo,6,105903,-0.03,2.0,14.0,8.0,1.0,6.0,,5.0,,1.0,,,,,,,,,,,
401,rochet,11.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2,14,0.0,Rochet,False,285,1,Sergio Ramón Rochet Álvarez,INT,6.65,Rochet,7,105949,0.0,,,,,1.0,,,,,,,1.0,6.0,,,,,,,
402,santiago-mingo,4.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,13,14,0.0,Santiago Mingo,False,265,3,Santiago Martín Ramos Mingo,BAH,2.71,S. Mingo,7,105990,0.0,2.0,10.0,16.0,,8.0,,4.0,,2.0,,,4.0,,,,,,,,
403,ewerthon,6.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,11,14,0.0,Ewerthon,False,286,2,Ewerthon Diógenes da Silva,JUV,3.64,Ewerthon,6,106082,0.0,2.0,20.0,7.0,2.0,7.0,,4.0,,,,,1.0,,,,,,,,
404,lucao,7.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2,14,0.0,Lucão,False,280,1,Lucas Alexandre Galdino de Azevedo,RBB,7.6,Lucão,6,106160,0.0,1.0,,,,1.0,,,,,,,1.0,9.0,1.0,,,,,,
405,bruno-gomes,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0,14,0.0,Bruno Gomes,False,285,2,Bruno Gomes da Silva Clevelário,INT,0.0,B. Gomes,5,106202,0.0,,,,,,,,,,,,,,,,,,,,
406,marcos-antonio,3.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,10,14,2.7,Marcos Antônio,True,276,4,Marcos Antônio Silva Santos,SAO,1.54,M. Antônio,7,106294,0.23,3.0,9.0,8.0,1.0,9.0,,2.0,,,,,,,,,,,,,
407,caio-alexandre,5.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,11,14,0.0,Caio Alexandre,False,265,4,Caio Alexandre Souza e Silva,BAH,2.51,C. Alexandre,7,106323,0.0,4.0,17.0,22.0,,9.0,,4.0,,,,,,,,1.0,,,,,
408,eduardo-santos,8.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5,14,0.0,Eduardo Santos,False,280,3,Eduardo Gonzaga Mendes Santos,RBB,6.1,E. Santos,6,106434,0.0,,7.0,,,,,,,,,,4.0,,,,,,,,
409,villalba,8.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,11,14,5.9,Villalba,True,283,3,Lucas Hernán Villalba,CRU,7.09,Villalba,7,106593,-0.67,3.0,17.0,7.0,1.0,4.0,,3.0,3.0,,,1.0,7.0,,,,,,,,
410,leo-pereira,3.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,14,0.0,Léo Pereira,False,287,5,Leonardo Augusto dos Santos Pereira,VIT,1.68,L. Pereira,6,106681,0.0,,4.0,5.0,1.0,9.0,,,,1.0,,,,,,,,,,,
411,rodrigo-nestor,6.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5,14,0.0,Rodrigo Nestor,False,265,4,Rodrigo Nestor Bertalia,BAH,3.32,R. Nestor,6,106822,0.0,,9.0,4.0,1.0,3.0,,2.0,,,,,,,,,,,,,
412,patryck,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,14,0.0,Patryck,False,276,2,Patryck Lanza dos Reis,SAO,0.0,Patryck,6,106829,0.0,,,,,,,,,,,,,,,,,,,,
413,paulo-baya,5.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4,14,0.0,Paulo Baya,False,266,5,Paulo Henrique Silva Ribeiro,FLU,3.55,P. Baya,6,106918,0.0,,,,1.0,,,,,,,1.0,,,,1.0,,,,,
414,luciano-juba,10.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,13,14,0.0,Luciano Juba,False,265,2,Luciano Batista da Silva Júnior,BAH,6.44,L. Juba,7,107093,0.0,1.0,14.0,10.0,2.0,3.0,,5.0,,1.0,,3.0,4.0,,,3.0,,,,,
415,richard-rios,9.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,10,14,4.2,Richard Ríos,True,275,4,Richard Ríos Montoya,PAL,5.01,R. Ríos,7,107111,0.66,4.0,20.0,23.0,2.0,23.0,,9.0,,1.0,,,,,,2.0,,,,,
416,jeffinho,4.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3,14,0.0,Jeffinho,False,263,5,Jefferson Ruan Pereira dos Santos,BOT,2.33,Jeffinho,5,107170,0.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,
417,patrick-de-paula,3.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,14,0.0,Patrick de Paula,False,263,4,Patrick de Paula Carreiro,BOT,1.63,P. Paula,6,107172,0.0,,3.0,4.0,,5.0,,5.0,,,,,,,,,,,,,
418,michel-araujo,7.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,14,0.0,Michel Araújo,False,265,4,Michel Daryl Araújo Villar,BAH,4.72,M. Araújo,6,107173,0.0,1.0,4.0,5.0,,,,1.0,,,,3.0,,,,,,,,,
419,bruno-tabata,6.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,10,14,0.0,Bruno Tabata,False,285,4,Bruno Vinícius Souza Ramos,INT,3.86,B. Tabata,6,107174,0.0,2.0,10.0,5.0,6.0,13.0,,3.0,1.0,,,1.0,,,,,,,,,
420,matheus-donelli,4.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5,14,0.0,Matheus Donelli,False,264,1,Matheus Planelles Donelli,COR,3.08,M. Donelli,6,107179,0.0,1.0,,,,1.0,,,,,,,1.0,13.0,6.0,,,,,,
421,leo-linck,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,14,0.0,Léo Linck,False,263,1,Leonardo Matias Baiersdorf Linck,BOT,0.0,L. Linck,6,107183,0.0,,,,,,,,,,,,,,,,,,,,
422,magrao,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0,14,0.0,Magrão,False,356,1,Audenirton Soares da Silva,FOR,0.0,Magrão,2,107221,0.0,,,,,,,,,,,,,,,,,,,,
423,vanderlan,3.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1,14,0.0,Vanderlan,False,275,2,Vanderlan Barbosa da Silva,PAL,1.2,Vanderlan,6,107236,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,
424,enio,4.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,8,14,0.0,Ênio,False,286,5,Sebastião Ênio Santos de Almeida,JUV,3.02,Ênio,6,107516,0.0,2.0,4.0,4.0,3.0,15.0,,3.0,,2.0,,1.0,,,,,,,,,
425,natanael,8.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,13,14,0.0,Natanael,False,282,2,Natanael Moreira Milouski,CAM,6.27,Natanael,7,107554,0.0,1.0,29.0,16.0,3.0,6.0,,3.0,,2.0,,,7.0,,,,,,,,
426,adriano,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,14,0.0,Adriano,False,292,1,Antônio Adriano Nascimento de Sousa,SPT,0.0,Adriano,6,107698,0.0,,,,,,,,,,,,,,,,,,,,
427,chrystian-barletta,6.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,12,14,0.0,Chrystian Barletta,False,292,5,Chrystian Amaral Barletta de Almeida,SPT,4.82,C. Barletta,7,107726,0.0,,5.0,7.0,13.0,14.0,,10.0,2.0,3.0,,2.0,,,,,,,,,
428,praxedes,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,14,0.0,Praxedes,False,280,4,Bruno Conceição Praxedes,RBB,0.0,Praxedes,6,107744,0.0,,,,,,,,,,,,,,,,,,,,
429,adriel,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,14,0.0,Adriel,False,284,1,Adriel Vasconcelos Ramos,GRE,0.0,Adriel,6,107748,0.0,,,,,,,,,,,,,,,,,,,,
430,elias-manoel,5.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2,14,0.0,Elias Manoel,False,263,5,Elias Manoel Alves de Paula,BOT,0.6,E. Manoel,6,107795,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,
431,diego-rosa,3.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5,14,0.0,Diego Rosa,False,285,4,Diego Gabriel Silva Rosa,INT,1.32,D. Rosa,6,107796,0.0,,4.0,4.0,,2.0,,1.0,,,,,,,,,,,,,
432,nata,2.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1,14,0.0,Natã,False,286,3,Natã Felipe de Amorim Santos,JUV,1.5,Natã,6,107801,0.0,,1.0,,,,,,,,,,,,,,,,,,
433,fintelman,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,14,0.0,Fintelman,False,287,1,Alexandre Fintelman de Mello Ribeiro da Silva,VIT,0.0,Fintelman,6,107859,0.0,,,,,,,,,,,,,,,,,,,,
434,bobadilla,5.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,9,14,7.9,Bobadilla,True,276,4,Damián Josué Bobadilla Benítez,SAO,2.02,Bobadilla,6,107873,1.36,1.0,11.0,10.0,2.0,5.0,,1.0,,,,,,,,,,,,,
435,hugo,5.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3,14,0.0,Hugo,False,264,2,Hugo Ferreira de Farias,COR,2.23,Hugo,6,107908,0.0,,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
436,fausto-vera,6.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7,14,0.0,Fausto Vera,False,282,4,Fausto Mariano Vera,CAM,3.23,F. Vera,6,107950,0.0,1.0,9.0,6.0,,3.0,,3.0,,,,1.0,,,,,,,,,
437,carbonero,4.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4,14,0.0,Carbonero,False,285,5,Johan Stiven Carbonero Balanta,INT,1.92,Carbonero,7,107989,0.0,,1.0,5.0,,11.0,,3.0,,2.0,,,,,,,,,,,
438,isidro-pitta,6.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,11,14,0.0,Isidro Pitta,False,280,5,Isidro Miguel Pitta Saldívar,RBB,3.57,I. Pitta,7,108133,0.0,3.0,1.0,9.0,3.0,5.0,,1.0,,4.0,,4.0,,,,1.0,,,,,
439,gabriel-lacerda,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0,14,0.0,Gabriel Lacerda,False,354,3,Gabriel Santos Cordeiro Lacerda,CEA,0.0,G. Lacerda,6,108176,0.0,,,,,,,,,,,,,,,,,,,,
440,david-ricardo,4.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5,14,0.0,David Ricardo,False,263,3,David Ricardo Loiola da Silva,BOT,2.8,D. Ricardo,6,108274,0.0,,2.0,6.0,,,1.0,1.0,,,,,3.0,,,,,,,,
441,aravena,3.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7,14,0.0,Aravena,False,284,5,Alexander Ernesto Aravena Guzmán,GRE,2.16,Aravena,5,108548,0.0,1.0,2.0,2.0,,4.0,,1.0,1.0,1.0,,1.0,,,,,,,,,
442,garre,1.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,14,0.0,Garré,False,267,5,Benjamín Antonio Garré,VAS,0.0,Garré,6,108671,0.0,1.0,1.0,5.0,,2.0,,,,,,,,,,,,,,,
443,emiliano-martinez,6.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,10,14,0.0,Emiliano Martínez,False,275,4,Emiliano Martínez Toranza,PAL,4.65,E. Martínez,2,108683,0.0,1.0,24.0,12.0,2.0,6.0,,2.0,,,,1.0,,,,,,,,,
444,galeano,5.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,11,14,1.2,Galeano,True,354,5,Antonio Javier Galeano Ferreira,CEA,4.26,Galeano,7,108713,-1.13,1.0,10.0,6.0,4.0,22.0,,4.0,,3.0,,2.0,,,,,,,,,
445,plata,6.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,8,14,3.3,Plata,True,262,5,Gonzalo Jordy Plata Jiménez,FLA,3.41,Plata,7,109096,-0.21,,9.0,6.0,2.0,4.0,,4.0,,,,1.0,,,,,,,,,
446,erick-pulga,9.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,13,14,0.0,Erick Pulga,False,265,5,Erick da Costa Farias,BAH,7.13,E. Pulga,7,109401,0.0,1.0,23.0,10.0,4.0,28.0,,16.0,,3.0,,2.0,,,,3.0,,,,,
447,weverson,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0,14,0.0,Weverson,False,356,2,Weverson Moreira da Costa,FOR,0.0,Weverson,6,109426,0.0,,,,,,,,,,,,,,,,,,,,
448,calebe,4.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,14,0.0,Calebe,False,356,4,Calebe Gonçalves Ferreira da Silva,FOR,2.27,Calebe,6,109461,0.0,2.0,3.0,2.0,1.0,5.0,,3.0,,1.0,,1.0,,,,,,,,,
449,martinelli,6.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,12,14,-1.1,Martinelli,True,266,4,Matheus Martinelli Lima,FLU,3.39,Martinelli,7,109573,-0.57,1.0,12.0,14.0,2.0,16.0,,2.0,1.0,1.0,,1.0,,,,1.0,,,,,
450,batalla,6.76,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,12,14,0.0,Batalla,False,286,5,Emerson Geovanny Batalla Martínez - Enmerson,JUV,4.88,Batalla,7,109899,0.0,2.0,11.0,10.0,5.0,18.0,,4.0,,1.0,,3.0,,,,1.0,,,,,
451,monsalve,3.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,8,14,0.0,Monsalve,False,284,4,Miguel Ángel Monsalve Gonzáles - González,GRE,1.41,Monsalve,6,109966,0.0,2.0,3.0,9.0,1.0,9.0,,1.0,,,,,,,,1.0,,,,,
452,palacios,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0,14,0.0,Palacios,False,264,2,Diego José Palacios Espinoza,COR,0.0,Palacios,6,110260,0.0,,,,,,,,,,,,,,,,,,,,
453,jose-martinez,4.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,10,14,7.0,José Martínez,True,264,4,José Andrés Martínez Torres,COR,2.8,J. Martínez,7,110311,0.69,5.0,12.0,9.0,2.0,18.0,,3.0,,1.0,1.0,,,,,1.0,,,,,
454,bernabei,13.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,8,14,0.0,Bernabéi,False,285,2,Alexandro Ezequiel Bernabéi,INT,6.38,Bernabéi,6,110426,0.0,1.0,20.0,14.0,2.0,8.0,,6.0,,,,,1.0,,,2.0,,,,,
455,abel-ferreira,12.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,12,14,4.45,Abel Ferreira,True,275,6,Abel Fernando Moreira Ferreira,PAL,6.26,A. Ferreira,7,110506,0.17,,,,,,,,,,,,,,,,,7.0,,,
456,aguirre,8.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,12,14,0.0,Aguirre,False,285,2,Braian Aguirre Nahuel,INT,5.28,Aguirre,7,110510,0.0,2.0,28.0,12.0,,2.0,,4.0,,2.0,,1.0,3.0,,,,,,,,
457,mateus,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0,14,0.0,Mateus,False,275,1,Mateus Oliveira Mendes,PAL,0.0,Mateus,6,110624,0.0,,,,,,,,,,,,,,,,,,,,
458,luiz-filipe,2.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1,14,0.0,Luiz Filipe,False,2305,5,Luiz Filipe dos Reis Silva,MIR,-0.6,L. Filipe,6,110632,0.0,,,2.0,,,,,,,,,,,,,,,,,
459,andres-hurtado,8.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,12,14,12.0,Andrés Hurtado,True,280,2,José Andrés Hurtado Cheme,RBB,5.7,A. Hurtado,2,110715,2.38,2.0,23.0,18.0,1.0,4.0,1.0,4.0,,,,1.0,6.0,,,,,,,,
460,rubens,8.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,13,14,0.0,Rubens,False,282,4,Rubens Antônio Dias,CAM,6.26,Rubens,6,110727,0.0,2.0,42.0,18.0,4.0,10.0,,10.0,,,,1.0,,,,,,,,,
