,atletas.slug,atletas.preco_num,atletas.foto,atletas.jogos_num,atletas.rodada_id,atletas.pontos_num,atletas.apelido,atletas.entrou_em_campo,atletas.clube_id,atletas.posicao_id,atletas.nome,atletas.clube.id.full.name,atletas.media_num,atletas.apelido_abreviado,atletas.status_id,atletas.atleta_id,atletas.variacao_num,CA,DS,FC,FD,FS,CV,FF,FT,I,PC,G,SG,DE,GS,A,PS,V,DP,GC,PP
149,tche-tche,4.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,10,14,0.0,Tchê Tchê,False,267,4,Danilo das Neves Pinheiro,VAS,1.36,T. Tchê,7,86686,0.0,,2.0,2.0,1.0,17.0,,2.0,,1.0,,,,,,,,,,,
150,richard,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0,14,0.0,Richard,False,285,4,Richard Cândido Coelho,INT,0.0,Richard,6,86711,0.0,,,,,,,,,,,,,,,,,,,,
151,everton,7.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,13,14,0.2,Everton,True,262,5,Everton Sousa Soares,FLA,2.53,Everton,2,86757,-0.1,,7.0,7.0,4.0,1.0,,8.0,,1.0,,1.0,,,,1.0,,,,,
152,matheus-rossetto,3.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,14,0.0,Matheus Rossetto,False,356,4,Matheus Rossetto,FOR,1.27,M. Rossetto,6,86766,0.0,,5.0,3.0,,2.0,,,,,,,,,,,,,,,
153,danilo-barbosa,4.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2,14,0.0,Danilo Barbosa,False,263,4,Danilo Barbosa da Silva,BOT,-0.65,D. Barbosa,6,86777,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,
154,reginaldo,5.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5,14,0.0,Reginaldo,False,286,2,Reginaldo Lopes de Jesus,JUV,3.28,Reginaldo,7,86820,0.0,1.0,1.0,,,2.0,,,,1.0,,,2.0,,,1.0,,,,,
155,jose-welison,4.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,8,14,0.0,José Welison,False,356,4,José Welison da Silva,FOR,2.19,J. Welison,6,86859,0.0,2.0,12.0,6.0,,5.0,,1.0,,,,,,,,,,,,,
156,luiz-otavio,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,14,0.0,Luiz Otávio,False,2305,3,Luiz Otávio da Silva Santos,MIR,0.0,L. Otávio,6,86863,0.0,,,,,,,,,,,,,,,,,,,,
157,leo-jardim,7.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,12,14,0.0,Léo Jardim,False,267,1,Leonardo César Jardim,VAS,2.82,L. Jardim,7,87008,0.0,,,,,2.0,,,,,,,2.0,30.0,16.0,,,,,,
158,nathan,4.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2,14,0.0,Nathan,False,284,4,Nathan Allan de Souza,GRE,2.45,Nathan,6,87009,0.0,,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,
159,pedro-henrique,8.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,13,14,1.2,Pedro Henrique,True,280,3,Pedro Henrique Ribeiro Gonçalves,RBB,5.04,P. Henrique,7,87225,-1.01,2.0,18.0,8.0,1.0,11.0,,4.0,1.0,,,,5.0,,,1.0,,,,,
160,guilherme-arana,10.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5,14,0.0,Guilherme Arana,False,282,2,Guilherme Antonio Arana Lopes,CAM,5.02,G. Arana,7,87228,0.0,2.0,7.0,5.0,1.0,3.0,,3.0,1.0,,,,2.0,,,,,,,,
161,soteldo,8.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,14,1.3,Soteldo,True,266,5,Yeferson Julio Soteldo Martínez,FLU,1.65,Soteldo,7,87258,-0.3,1.0,3.0,2.0,1.0,7.0,,3.0,,1.0,,,,,,,,,,,
162,kannemann,5.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5,14,0.0,Kannemann,False,284,3,Walter Kannemann,GRE,3.56,Kannemann,7,87342,0.0,2.0,4.0,5.0,,1.0,,1.0,1.0,,,,2.0,,,,1.0,,,,
163,thaciano,5.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,10,14,0.0,Thaciano,False,277,4,Thaciano Mickael da Silva,SAN,2.37,Thaciano,6,87470,0.0,,7.0,1.0,1.0,5.0,,3.0,,6.0,,1.0,,,,,,,,,
164,neto-moura,3.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,10,14,1.7,Neto Moura,True,2305,4,Antônio Francisco Moura Neto,MIR,2.24,N. Moura,7,87742,-0.23,4.0,19.0,13.0,,4.0,,1.0,,,1.0,,,,,,,,,,
165,yago-felipe,4.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,9,14,0.9,Yago Felipe,True,2305,4,Yago Felipe da Costa Rocha,MIR,2.03,Y. Felipe,7,87747,-0.78,1.0,8.0,6.0,,15.0,,2.0,,,,,,,,,,,,,
166,philipe-sampaio,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,14,0.0,Philipe Sampaio,False,263,3,Philipe Sampaio Azevedo,BOT,0.0,P. Sampaio,6,87808,0.0,,,,,,,,,,,,,,,,,,,,
167,mauricio-lemos,6.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2,14,0.0,Mauricio Lemos,False,267,3,Paolo Mauricio Lemos Merladett,VAS,4.0,M. Lemos,6,87853,0.0,,2.0,,,,,,,,,,1.0,,,,,,,,
168,arrascaeta,18.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,11,14,-0.8,Arrascaeta,True,262,4,Giorgian Daniel de Arrascaeta Benedetti,FLA,10.55,Arrascaeta,7,87863,-0.88,1.0,6.0,6.0,2.0,15.0,,4.0,1.0,2.0,,9.0,,,,4.0,2.0,,,,
169,gustavo-scarpa,9.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,13,14,0.0,Gustavo Scarpa,False,282,4,Gustavo Henrique Furtado Scarpa,CAM,3.41,G. Scarpa,7,87999,0.0,2.0,8.0,12.0,5.0,19.0,,12.0,,2.0,,1.0,,,,1.0,,,,,
170,ramon-menezes,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,14,0.0,Ramon Menezes,False,292,3,Ramon Menezes Roma,SPT,0.0,R. Menezes,6,88087,0.0,,,,,,,,,,,,,,,,,,,,
171,ivan,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0,14,0.0,Ivan,False,285,1,Ivan Quaresma da Silva,INT,0.0,Ivan,6,88136,0.0,,,,,,,,,,,,,,,,,,,,
172,junior-alonso,6.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,13,14,0.0,Junior Alonso,False,282,3,Júnior Osmar Ignacio Alonso Mujica,CAM,4.23,J. Alonso,7,88312,0.0,2.0,9.0,11.0,1.0,5.0,,4.0,,,,,7.0,,,1.0,,,,,
173,angel-romero,6.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,13,14,0.0,Ángel Romero,False,264,5,Ángel Rodrigo Romero Villamayor,COR,2.8,A. Romero,7,88323,0.0,3.0,11.0,9.0,3.0,18.0,,7.0,1.0,6.0,,,,,,1.0,,,,,
174,ayrton-lucas,10.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,14,0.0,Ayrton Lucas,False,262,2,Ayrton Lucas Dantas de Medeiros,FLA,7.42,A. Lucas,6,88393,0.0,1.0,7.0,5.0,1.0,3.0,,1.0,,,,1.0,5.0,,,,,,,,
175,aderlan,6.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2,14,0.0,Aderlan,False,277,2,Aderlan de Lima Silva,SAN,4.7,Aderlan,6,88423,0.0,,2.0,1.0,,2.0,,1.0,,1.0,,,1.0,,,,,,,,
176,walace,2.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6,14,0.0,Walace,False,283,4,Walace Souza Silva,CRU,0.03,Walace,6,88479,0.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,
177,leonardo-jardim,11.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,14,14,9.15,Leonardo Jardim,True,283,6,José Leonardo Nunes Alves Sousa Jardim,CRU,7.12,L. Jardim,7,88963,0.35,,,,,,,,,,,,,,,,,9.0,,,
178,hector-hernandez,4.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,9,14,0.0,Héctor Hernández,False,264,5,Héctor José Hernández Marrero,COR,2.18,H. Hernández,6,89048,0.0,,5.0,4.0,2.0,3.0,,2.0,,2.0,,1.0,,,,,,,,,
179,joao-pedro,5.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,14,0.0,João Pedro,False,284,2,João Pedro Maturano dos Santos,GRE,2.43,J. Pedro,5,89273,0.0,,7.0,5.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,
180,william,15.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,10,14,5.7,William,True,283,2,Willian de Asevedo Furtado,CRU,8.5,William,6,89275,0.65,1.0,27.0,13.0,2.0,8.0,,4.0,,2.0,,,6.0,,,2.0,,,,,
181,matheus-sales,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,14,0.0,Matheus Sales,False,2305,4,Matheus de Sales Cabral,MIR,0.0,M. Sales,6,89285,0.0,,,,,,,,,,,,,,,,,,,,
182,braithwaite,14.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,10,14,0.0,Braithwaite,False,284,5,Martin Christensen Braithwaite,GRE,6.12,Braithwaite,7,89368,0.0,2.0,8.0,11.0,5.0,12.0,,6.0,,2.0,,4.0,,,,1.0,1.0,,,,
183,igor-rabello,5.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3,14,0.0,Igor Rabello,False,282,3,Igor Rabello da Costa,CAM,3.53,I. Rabello,6,89493,0.0,,1.0,3.0,,,,,,,,,2.0,,,,,,,,
184,thiago-maia,5.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,10,14,0.0,Thiago Maia,False,285,4,Thiago Maia Alencar,INT,3.62,T. Maia,7,89637,0.0,1.0,15.0,8.0,,5.0,,2.0,,,,1.0,,,,1.0,,,,,
185,calleri,5.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3,14,0.0,Calleri,False,276,5,Jonathan Calleri,SAO,-0.77,Calleri,5,89840,0.0,,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,1.0
186,cristaldo,6.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,10,14,0.0,Cristaldo,False,284,4,Franco Cristaldo,GRE,2.47,Cristaldo,7,89846,0.0,1.0,5.0,4.0,3.0,17.0,,3.0,,1.0,,,,,,1.0,,,,,
187,dodi,4.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,10,14,0.0,Dodi,False,284,4,Douglas Moreira Fagundes,GRE,2.79,Dodi,6,89883,0.0,3.0,15.0,10.0,,18.0,,3.0,,,,,,,,,,,,,
188,bruno-pacheco,7.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2,14,0.0,Bruno Pacheco,False,356,2,Bruno de Jesus Pacheco,FOR,3.1,B. Pacheco,5,90061,0.0,1.0,4.0,1.0,,3.0,,,,,,,,,,,,,,,
189,bruno-henrique,6.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,13,14,2.2,Bruno Henrique,True,262,5,Bruno Henrique Pinto,FLA,2.28,B. Henrique,3,90285,0.05,3.0,7.0,13.0,6.0,12.0,,7.0,,6.0,,1.0,,,,,,,,,
190,juninho,4.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7,14,0.0,Juninho,True,262,5,Olávio Vieira dos Santos Júnior,FLA,1.82,Juninho,6,90307,-0.16,,2.0,4.0,2.0,2.0,,2.0,2.0,1.0,,,,,,,,,,,
191,david,5.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1,14,0.0,David,False,267,5,David Correa da Fonseca,VAS,0.0,David,6,90309,0.0,,,,,,,,,,,,,,,,,,,,
192,matheus-pereira,5.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1,14,0.0,Matheus Pereira,False,356,4,Matheus Pereira da Silva,FOR,0.0,M. Pereira,7,90370,0.0,,,,,,,,,,,,,,,,,,,,
193,rezende,4.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1,14,0.0,Rezende,False,265,4,Júlio César de Rezende Miranda,BAH,3.9,Rezende,6,90449,0.0,,2.0,2.0,,3.0,,,,,,,,,,,,,,,
194,caique,4.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,14,0.0,Caíque,False,286,4,Caique de Jesus Gonçalves,JUV,2.73,Caíque,6,90588,0.0,1.0,11.0,8.0,,5.0,,1.0,,,,,,,,,,,,,
195,chico-da-costa,6.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1,14,8.2,Chico da Costa,True,2305,5,Francisco da Costa Aragão,MIR,8.2,C. Costa,6,90608,2.87,,,1.0,,1.0,,,,,,1.0,,,,,,,,,
196,matheuzinho,10.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,11,14,3.2,Matheuzinho,True,287,4,Matheus Martins Fogaça de Paulo,VIT,4.86,Matheuzinho,7,90703,-0.56,3.0,14.0,10.0,7.0,33.0,1.0,1.0,,1.0,,2.0,,,,,,,,,
197,fabricio-bruno,9.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,13,14,13.0,Fabrício Bruno,True,283,3,Fabrício Bruno Soares de Faria,CRU,4.53,F. Bruno,7,90768,1.85,3.0,15.0,8.0,1.0,5.0,,,,,,1.0,6.0,,,,,,,,
198,carlos-eduardo,3.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2,14,0.0,Carlos Eduardo,False,2305,5,Carlos Eduardo Ferreira de Souza,MIR,1.0,C. Eduardo,6,90917,0.0,,1.0,,,1.0,,,,,,,,,,,,,,,
199,ze-marcos,4.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,11,14,5.9,Zé Marcos,True,287,3,José Marcos Alves Luis,VIT,2.18,Z. Marcos,7,90943,0.68,1.0,6.0,8.0,,7.0,,,,1.0,,,3.0,,,,,,,,
200,ronaldo,5.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4,14,0.0,Ronaldo,False,265,1,Ronaldo de Oliveira Strada,BAH,3.68,Ronaldo,6,91101,0.0,,,,,2.0,,,,,1.0,,,9.0,4.0,,,,1.0,,
201,fernandinho,5.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4,14,3.8,Fernandinho,True,354,5,Fernando José Marques Maciel,CEA,3.03,Fernandinho,6,91130,0.51,1.0,6.0,3.0,1.0,3.0,,3.0,,1.0,,,,,,,,,,,
202,kaio,10.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2,14,7.9,Kaio,True,263,3,Kaio Fernando da Silva Pantaleão,BOT,8.45,Kaio,7,91158,1.2,,1.0,2.0,2.0,4.0,,2.0,,,,,2.0,,,,,,,,
203,eder,2.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1,14,0.0,Éder,False,354,3,Éder Ferreira Graminho,CEA,0.8,Éder,6,91203,0.0,,,,,,,1.0,,,,,,,,,,,,,
204,carballo,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,14,0.0,Carballo,False,284,4,Felipe Ignacio Carballo Ares,GRE,0.0,Carballo,6,91254,0.0,,,,,,,,,,,,,,,,,,,,
205,erick-pulgar,6.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,9,14,0.0,Erick Pulgar,False,262,4,Erick Antonio Pulgar Farfán,FLA,2.89,E. Pulgar,5,91473,0.0,2.0,12.0,13.0,2.0,7.0,,,,,,1.0,,,,,,,,,
206,rodrigo-sam,4.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5,14,0.0,Rodrigo Sam,False,286,3,Rodrigo Eduardo da Silva,JUV,2.04,R. Sam,6,91509,0.0,2.0,8.0,8.0,,4.0,,1.0,,2.0,,,,,,,,,,,
207,arboleda,8.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,9,14,6.0,Arboleda,True,276,3,Robert Abel Arboleda Escobar,SAO,4.0,Arboleda,7,91573,0.56,2.0,12.0,9.0,,5.0,,3.0,,2.0,,1.0,2.0,,,,,,,,
208,rony,11.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,12,14,0.0,Rony,False,282,5,Ronielson da Silva Barbosa,CAM,5.6,Rony,7,91607,0.0,3.0,14.0,23.0,13.0,18.0,,6.0,1.0,12.0,,3.0,,,,,1.0,,,,
209,dudu-vieira,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0,14,0.0,Dudu Vieira,False,286,4,Carlos Eduardo de Souza Vieira,JUV,0.0,D. Vieira,6,91627,0.0,,,,,,,,,,,,,,,,,,,,
210,igor-carius,7.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,9,14,0.0,Igor Cariús,False,292,2,Igor Aquino da Silva,SPT,4.86,I. Cariús,7,91639,0.0,1.0,20.0,8.0,3.0,14.0,,1.0,,3.0,1.0,,2.0,,,,,,,1.0,
211,marlon,6.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,9,14,0.0,Marlon,False,284,2,Marlon Rodrigues Xavier,GRE,4.0,Marlon,6,91706,0.0,2.0,15.0,9.0,1.0,4.0,,,,,,,3.0,,,,,,,,
212,david-duarte,4.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,10,14,0.0,David Duarte,False,265,3,David de Duarte Macedo,BAH,2.64,D. Duarte,6,91772,0.0,1.0,3.0,8.0,,6.0,,3.0,,1.0,,,4.0,,,,,,,,
213,caique-franca,5.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,11,14,0.0,Caíque França,False,292,1,Caíque França Godoy,SPT,3.19,C. França,6,91808,0.0,2.0,2.0,,,1.0,,,,,,,2.0,32.0,18.0,,,,,,
214,ze-ivaldo,6.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,11,14,0.0,Zé Ivaldo,False,277,3,José Ivaldo Almeida Silva,SAN,4.18,Z. Ivaldo,6,91866,0.0,4.0,18.0,13.0,,6.0,,9.0,,3.0,1.0,1.0,2.0,,,,,,,,
215,pavon,4.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7,14,0.0,Pavón,False,284,5,Cristian David Pavón,GRE,1.81,Pavón,6,91908,0.0,3.0,5.0,5.0,4.0,5.0,,3.0,,,,,,,,,,,,,
216,giovanny,3.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,10,14,0.0,Giovanny,False,286,5,Giovanny Bariani Marques,JUV,1.72,Giovanny,6,92085,0.0,,3.0,4.0,,10.0,,5.0,,1.0,,,,,,1.0,,,,,
217,lyanco,8.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,9,14,0.0,Lyanco,False,282,3,Lyanco Evangelista Silveira Neves Vojnovic,CAM,6.02,Lyanco,7,92087,0.0,2.0,20.0,17.0,3.0,13.0,2.0,3.0,,2.0,,,5.0,,,,,,,,
218,arthur-cabral,15.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2,14,7.3,Arthur Cabral,True,263,5,Arthur Mendonça Cabral,BOT,9.0,A. Cabral,7,92171,0.35,,,1.0,2.0,5.0,,3.0,1.0,,,1.0,,,,,,,,,
219,juninho,4.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5,14,0.0,Juninho,False,285,3,José Carlos Ferreira Júnior,INT,2.12,Juninho,6,92182,0.0,1.0,4.0,1.0,1.0,3.0,,4.0,,,,,,,,,,,,,
220,rodrigo-ely,4.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2,14,0.0,Rodrigo Ely,False,284,3,Rodrigo Ely,GRE,0.6,R. Ely,5,92237,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,
221,andre-ramalho,6.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,9,14,7.7,André Ramalho,True,264,3,André Ramalho Silva,COR,3.32,A. Ramalho,7,92440,1.54,3.0,10.0,13.0,,2.0,,1.0,,,,,4.0,,,,,,,,
222,renato-kayzer,9.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,7,14,0.9,Renato Kayzer,True,287,5,Renato Kayzer de Souza,VIT,5.64,R. Kayzer,7,92696,-0.35,,4.0,8.0,3.0,11.0,,4.0,,4.0,,3.0,,,,,,,,,
223,daniel-paulista,6.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1,14,0.0,Daniel Paulista,False,292,6,Daniel Pollo Barioni,SPT,3.09,D. Paulista,7,92702,0.0,,,,,,,,,,,,,,,,,,,,
224,deyverson,5.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,10,14,0.0,Deyverson,False,356,5,Deyverson Brum Silva Acosta,FOR,3.04,Deyverson,6,92708,0.0,1.0,3.0,9.0,3.0,10.0,,9.0,2.0,2.0,,1.0,,,,,,,,,
225,bruno-rodrigues,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0,14,0.0,Bruno Rodrigues,False,275,5,Bruno Rafael Rodrigues do Nascimento,PAL,0.0,B. Rodrigues,6,92811,0.0,,,,,,,,,,,,,,,,,,,,
226,borre,10.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,9,14,0.0,Borré,False,285,5,Rafael Santos Borré Maury,INT,3.06,Borré,7,92854,0.0,,3.0,3.0,1.0,2.0,,4.0,1.0,4.0,,2.0,,,,,,,,,
