,atletas.jogos_num,atletas.foto,atletas.media_num,atletas.nome,atletas.status_id,atletas.atleta_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.variacao_num,atletas.entrou_em_campo,atletas.rodada_id,atletas.preco_num,atletas.clube_id,atletas.posicao_id,atletas.apelido,atletas.slug,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,DE,GS,FT,V,CV,DP,PP,PC,GC
256,13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.03,Charles Rigon Mattos,7,96342,Charles,COR,1.59,True,30,4.54,264,4,Charles,charles,10.0,,2.0,16.0,17.0,1.0,,3.0,1.0,2.0,,,,,,,,,,1.0,
257,14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.72,Carlos Joaquín Correa,7,96353,J. Correa,BOT,2.55,True,30,9.68,263,5,Joaquín Correa,joaquin-correa,16.9,,1.0,5.0,8.0,6.0,5.0,14.0,2.0,2.0,,,,,,,,,,,
258,28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7.42,Matheus Fellipe Costa Pereira,7,96610,M. Pereira,CRU,0.08,True,30,14.29,283,4,Matheus Pereira,matheus-pereira,4.0,7.0,5.0,35.0,30.0,16.0,19.0,93.0,6.0,6.0,,,,,2.0,,,,,,
259,13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.56,Allan Rodrigues de Souza,6,96652,Allan,FLA,0.0,False,30,2.22,262,4,Allan,allan,0.0,,2.0,5.0,19.0,2.0,2.0,7.0,,,,,,,,,,,,,
260,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.14,Emiliano Ariel Rigoni,6,96684,Rigoni,SAO,0.0,False,30,3.98,276,5,Rigoni,rigoni,0.0,1.0,1.0,,5.0,2.0,1.0,1.0,,5.0,,,,,1.0,,1.0,,,,
261,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.83,Renzo Saravia,6,96725,Saravia,CAM,0.0,False,30,5.22,282,2,Saravia,saravia,0.0,,2.0,7.0,13.0,,2.0,4.0,,,,4.0,,,,,,,,,
262,8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.4,Cleidson Andrade da Souza Silva,7,96793,Camutanga,VIT,-0.27,True,30,4.63,287,3,Camutanga,camutanga,0.7,,4.0,7.0,10.0,2.0,3.0,2.0,,1.0,,2.0,,,,,,,,,
263,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.92,Carlos Moisés de Lima,6,96831,Carlinhos,VIT,-0.32,True,30,3.51,287,5,Carlinhos,carlinhos,-0.1,,2.0,1.0,8.0,,4.0,1.0,1.0,3.0,,,,,,,1.0,,,,
264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.64,Emerson Aparecido Leite de Souza Júnior,6,96870,E. Royal,FLA,-0.88,True,30,9.91,262,2,Emerson Royal,emerson-royal,1.9,,1.0,20.0,11.0,2.0,1.0,19.0,1.0,,,2.0,,,,,,,,,
265,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,Gastón Guruceaga Fagúndez,6,96874,Guruceaga,JUV,0.0,False,30,4.0,286,1,Guruceaga,guruceaga,0.0,,,,,,,,,,,,,,,,,,,,
266,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6.23,Carlos Eccehomo Cuesta Figueroa,7,97095,C. Cuesta,VAS,-0.25,True,30,10.43,267,3,Carlos Cuesta,carlos-cuesta,5.0,,1.0,7.0,6.0,1.0,,1.0,1.0,,,4.0,,,,,,,,,
267,15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.93,Mathías Adalberto Villasanti Rolón,5,97145,Villasanti,GRE,0.0,False,30,9.45,284,4,Villasanti,villasanti,0.0,,5.0,42.0,24.0,,4.0,10.0,,,,,,,,,,,,,
268,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.46,Alesson dos Santos Batista,7,97321,Alesson,MIR,-1.07,True,30,6.66,2305,5,Alesson,alesson,3.4,3.0,1.0,13.0,22.0,2.0,5.0,14.0,4.0,8.0,,,,,,,,,,,
269,28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.6,Rogério Mücke Ceni,7,97341,R. Ceni,BAH,-1.06,True,30,9.09,265,6,Rogério Ceni,rogerio-ceni,3.53,,,,,,,,,,,,,,,13.0,,,,,
270,24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.88,João Victor Carroll Santana,7,97460,J. Victor,MIR,-0.85,True,30,3.15,2305,3,João Victor,joao-victor,-1.0,1.0,6.0,17.0,16.0,1.0,5.0,12.0,1.0,1.0,,6.0,,,1.0,,1.0,,,,
271,11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.59,Fernando Marçal de Oliveira,6,97468,Marçal,BOT,0.0,False,30,9.39,263,2,Marçal,marcal,0.0,,5.0,17.0,16.0,,1.0,6.0,2.0,,,5.0,,,,,,,,,
272,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.62,Shaylon Kallyson Cardozo - Cardoso,6,97520,Shaylon,MIR,0.03,True,30,3.73,2305,4,Shaylon,shaylon,1.1,,,1.0,3.0,2.0,1.0,,,1.0,,,,,,,,,,,
273,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.72,Félix Eduardo Torres Caicedo,6,97642,F. Torres,COR,0.0,False,30,6.74,264,3,Félix Torres,felix-torres,0.0,,1.0,14.0,12.0,,2.0,1.0,,,,3.0,,,,,,,,,
274,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.2,Thiago Couto Wenceslau,7,97645,T. Couto,VIT,1.33,True,30,4.33,287,1,Thiago Couto,thiago-couto,4.2,,,,,,,,,,,,4.0,1.0,,,,,,,
275,13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.88,Murilo Cerqueira Paim,7,97653,Murilo,PAL,0.58,True,30,8.38,275,3,Murilo,murilo,7.9,,5.0,15.0,18.0,1.0,4.0,4.0,1.0,,,5.0,,,,,,,,1.0,
276,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.79,Erick de Arruda Serafim,2,97810,Erick,VIT,0.37,True,30,7.06,287,5,Erick,erick,3.5,4.0,6.0,17.0,19.0,6.0,14.0,57.0,3.0,1.0,,,,,2.0,,,,,,
277,26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.77,Leonardo Rech Ortiz,7,97867,L. Ortiz,FLA,0.0,False,30,7.09,262,3,Léo Ortiz,leo-ortiz,0.0,2.0,4.0,20.0,19.0,4.0,9.0,5.0,1.0,1.0,,13.0,,,2.0,,,,,,
278,11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.52,Iago Amaral Borduchi,6,97868,Iago,BAH,-1.05,True,30,5.35,265,2,Iago,iago,3.2,,1.0,5.0,4.0,2.0,2.0,3.0,1.0,1.0,,4.0,,,,,,,,,
279,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.9,Maílton dos Santos de Sá,6,97898,Maílton,SAO,1.08,True,30,5.54,276,2,Maílton,mailton,6.2,,1.0,3.0,7.0,1.0,1.0,8.0,,,,2.0,,,,,,,,,
280,19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4.81,Matheus Bahia Santos,7,97899,M. Bahia,CEA,0.14,True,30,8.12,354,2,Matheus Bahia,matheus-bahia,2.5,1.0,3.0,26.0,16.0,2.0,3.0,25.0,,,,7.0,,,1.0,,,,,,
281,22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.93,Vitor Eduardo da Silva Matos,5,97900,Vitão,INT,0.0,False,30,7.28,285,3,Vitão,vitao,0.0,1.0,4.0,20.0,15.0,3.0,4.0,2.0,,,,6.0,,,1.0,,,,,,1.0
282,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.6,Erick Luis Conrado de Carvalho,6,98022,Erick,BAH,0.1,True,30,8.42,265,4,Erick,erick,4.2,,3.0,17.0,13.0,,2.0,3.0,1.0,2.0,,,,,1.0,,,,,,
283,25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.61,Pedro Raul Garay da Silva,7,98225,P. Raul,CEA,0.16,True,30,7.63,354,5,Pedro Raul,pedro-raul,3.1,,4.0,6.0,44.0,22.0,25.0,34.0,4.0,30.0,,,,,2.0,,,,,,
284,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,Bartolomeu Jacinto Quissanga,5,98280,Bastos,BOT,0.0,False,30,11.0,263,3,Bastos,bastos,0.0,,,,,,,,,,,,,,,,,,,,
285,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,Valdemir de Oliveira Soares,5,98306,V. Soares,VIT,0.0,False,30,3.0,287,4,Val Soares,val-soares,0.0,,,,,,,,,,,,,,,,,,,,
286,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.36,Luiz Henrique Soares Firmino,6,98384,Negueba,MIR,-0.1,True,30,6.23,2305,5,Negueba,negueba,9.7,2.0,3.0,16.0,14.0,7.0,9.0,36.0,5.0,3.0,,,,,,,,,,,
287,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.85,Victor Hugo Soares dos Santos,6,98484,Kanu,BAH,0.0,False,30,4.58,265,3,Kanu,kanu,0.0,,,4.0,1.0,,,,,,,,,,,,,,,,
288,25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.19,Jean Lucas de Souza Oliveira,7,98517,J. Lucas,BAH,0.48,True,30,6.97,265,4,Jean Lucas,jean-lucas,6.7,1.0,2.0,37.0,29.0,9.0,11.0,25.0,3.0,1.0,,,,,1.0,,1.0,,,1.0,
289,18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.69,Benjamín Kuščević Jaramillo,6,98619,Kuscevic,FOR,0.0,False,30,6.41,356,3,Kuscevic,kuscevic,0.0,,3.0,26.0,17.0,1.0,3.0,4.0,1.0,1.0,,5.0,,,,,1.0,,,,
290,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.71,Jefferson David Savarino Quintero,6,98672,Savarino,BOT,-0.13,True,30,8.74,263,4,Savarino,savarino,0.9,2.0,1.0,7.0,8.0,13.0,13.0,17.0,3.0,6.0,,,,,1.0,,,,,,
291,22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.08,Fabrizio Germán Angileri - Fabricio,6,98720,Angileri,COR,0.03,True,30,5.34,264,2,Angileri,angileri,5.0,,3.0,23.0,12.0,1.0,4.0,5.0,,1.0,,6.0,,,1.0,,,,,,
292,13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.97,Samuel Dias Lino,6,98873,S. Lino,FLA,-0.16,True,30,13.66,262,5,Samuel Lino,samuel-lino,2.8,4.0,,14.0,9.0,5.0,13.0,14.0,2.0,1.0,,,,,,,,,,,
293,15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,4.43,Tomás Esteban Cuello,5,98909,Cuello,CAM,0.0,False,30,8.28,282,5,Cuello,cuello,0.0,1.0,3.0,13.0,17.0,11.0,13.0,27.0,1.0,2.0,,,,,3.0,,1.0,,,1.0,
294,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.57,Matías Nicolás Viña Susperreguy,6,98974,Viña,FLA,0.0,False,30,7.71,262,2,Viña,vina,0.0,,1.0,4.0,5.0,,,3.0,,,,4.0,,,,,,,,,
295,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.17,João Paulo Ferreira Lourenço,7,99032,Lourenço,CEA,0.0,False,30,4.73,354,4,Lourenço,lourenco,0.0,1.0,3.0,27.0,27.0,9.0,8.0,19.0,2.0,,,,,,,,,,1.0,,
296,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.28,Lucas Braga Ribeiro,6,99119,L. Braga,VIT,0.0,False,30,5.22,287,5,Lucas Braga,lucas-braga,0.0,,1.0,10.0,12.0,2.0,4.0,20.0,1.0,3.0,,,,,1.0,,,,,,
297,24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6.87,Pablo Vegetti,7,99198,Vegetti,VAS,2.49,True,30,16.17,267,5,Vegetti,vegetti,18.5,1.0,2.0,12.0,25.0,7.0,25.0,33.0,13.0,5.0,,,,,2.0,,,,,,1.0
298,17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4.01,José Luis Rodríguez Bebanz,6,99213,P. Rodríguez,VAS,-0.09,True,30,6.15,267,2,Puma Rodríguez,puma-rodriguez,5.0,2.0,,11.0,8.0,2.0,7.0,4.0,1.0,,,4.0,,,2.0,,,,,,
299,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.82,Juan Ignacio Ramírez Polero,6,99221,I. Ramírez,SPT,0.0,False,30,2.32,292,5,Ignacio Ramírez,ignacio-ramirez,0.0,,1.0,1.0,6.0,3.0,3.0,2.0,,,,,,,,,,,,,
300,14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.3,Diego Nicolás de la Cruz Arcosa,6,99228,D. Cruz,FLA,0.0,False,30,7.48,262,4,De la Cruz,de-la-cruz,0.0,,4.0,13.0,14.0,3.0,6.0,25.0,,,,,,,,,,,,,
301,12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.57,Adam Fernando Bareiro Gamarra,6,99248,Bareiro,FOR,0.56,True,30,4.47,356,5,Bareiro,bareiro,3.4,,2.0,4.0,15.0,8.0,2.0,8.0,1.0,,,,,,1.0,,1.0,,1.0,,
302,18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.05,Tomás Pochettino,7,99267,Pochettino,FOR,-0.53,True,30,9.7,356,4,Pochettino,pochettino,1.7,2.0,2.0,23.0,8.0,10.0,10.0,10.0,1.0,3.0,,,,,,,,,,,
303,17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.59,Alexander Nahuel Barboza Ullúa,7,99274,A. Barboza,BOT,-0.88,True,30,9.03,263,3,Alexander Barboza,alexander-barboza,0.2,,11.0,35.0,31.0,5.0,5.0,2.0,,1.0,,7.0,,,,,,,,,
304,8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.56,Juan Ignacio Dinenno de Cara,5,99316,Dinenno,SAO,0.0,False,30,4.18,276,5,Dinenno,dinenno,0.0,,2.0,1.0,6.0,2.0,3.0,4.0,1.0,,,,,,,,,,,,
305,17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5.2,Luis Francisco Zubeldía,7,99366,L. Zubeldía,FLU,0.7,True,30,9.05,266,6,Luis Zubeldía,luis-zubeldia,8.21,,,,,,,,,,,,,,,6.0,,,,,
306,12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.35,Michael Richard Delgado de Oliveira,6,99392,Michael,FLA,-0.44,True,30,6.55,262,5,Michael,michael,0.0,3.0,,7.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,
307,22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.5,Gabriel Baralhas dos Santos,7,99440,Baralhas,VIT,0.0,False,30,6.25,287,4,Baralhas,baralhas,0.0,1.0,8.0,39.0,35.0,4.0,10.0,18.0,1.0,,,,,,1.0,,,,,1.0,
308,29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6.05,Agustín Daniel Rossi,7,99552,Rossi,FLA,-1.11,True,30,9.09,262,1,Rossi,rossi,-1.0,,1.0,,,,,9.0,,,,15.0,71.0,16.0,,,,3.0,,,
309,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.03,Paulo Henrique Sampaio Filho,5,99818,Paulinho,PAL,0.0,False,30,5.0,275,5,Paulinho,paulinho,0.0,,,2.0,1.0,1.0,3.0,2.0,,1.0,,,,,,,,,,,
310,22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.7,Alan Javier Franco,7,99889,A. Franco,SAO,1.28,True,30,6.74,276,3,Alan Franco,alan-franco,9.6,,5.0,21.0,20.0,,1.0,8.0,,2.0,,7.0,,,,,,,,1.0,
311,24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.69,Igor Silveira Gomes,7,100084,I. Gomes,CAM,-0.11,True,30,5.16,282,4,Igor Gomes,igor-gomes,1.2,1.0,2.0,13.0,14.0,2.0,6.0,14.0,4.0,1.0,,,,,,,,,,,
312,11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.03,Pedro Augusto Borges da Costa,6,100085,P. Augusto,SPT,0.4,True,30,3.28,292,4,Pedro Augusto,pedro-augusto,7.5,,3.0,17.0,9.0,1.0,1.0,7.0,,,,,,,,,1.0,,,,
313,20,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.39,Yuri Alberto Monteiro da Silva,7,100652,Y. Alberto,COR,0.07,True,30,11.61,264,5,Yuri Alberto,yuri-alberto,5.0,2.0,3.0,2.0,17.0,9.0,27.0,31.0,7.0,7.0,1.0,,,,1.0,,,,1.0,,
314,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.02,Fernando dos Santos Pedro,6,100695,Fernando,RBB,-0.18,True,30,3.18,280,5,Fernando,fernando,0.0,,,1.0,2.0,3.0,4.0,3.0,,,,,,,,,,,,,
315,13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.18,Matheus Henrique de Souza,5,100742,M. Henrique,CRU,0.0,False,30,5.9,283,4,Matheus Henrique,matheus-henrique,0.0,,2.0,16.0,10.0,2.0,2.0,11.0,,,,,,,,,,,,,
316,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.03,Brenno Oliveira Fraga Costa,7,100830,Brenno,FOR,1.25,True,30,6.57,356,1,Brenno,brenno,8.9,,,,,,,2.0,,,,1.0,14.0,7.0,,,1.0,1.0,,,
317,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3.93,Ruan Tressoldi Netto,6,100842,Ruan,CAM,0.0,False,30,6.67,282,3,Ruan,ruan,0.0,,1.0,8.0,8.0,,,4.0,1.0,,,1.0,,,,,,,,,
318,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.21,Lucas Esteves Souza,6,100846,L. Esteves,GRE,0.0,False,30,7.01,284,2,Lucas Esteves,lucas-esteves,0.0,,1.0,11.0,8.0,1.0,4.0,2.0,,,,1.0,,,,,,,,1.0,
319,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4.29,Luan Cândido de Almeida,7,100848,L. Cândido,SPT,-0.58,True,30,8.05,292,2,Luan Cândido,luan-candido,0.0,,1.0,10.0,8.0,4.0,1.0,2.0,1.0,2.0,,1.0,,,,,,,,1.0,
320,26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.62,Victor Alexander da Silva,7,100898,Vitinho,BOT,-0.15,True,30,9.7,263,2,Vitinho,vitinho,4.2,1.0,1.0,45.0,20.0,2.0,7.0,13.0,1.0,4.0,,12.0,,,,,,,,1.0,
321,26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.32,Ronald dos Santos Lopes,3,100969,R. Lopes,VIT,0.31,True,30,3.89,287,4,Ronald Lopes,ronald-lopes,2.8,2.0,6.0,31.0,34.0,5.0,4.0,22.0,,3.0,,,,,,,,,,,
322,12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.59,Gustavo Nonato Santana,6,100987,Nonato,FLU,0.0,False,30,4.95,266,4,Nonato,nonato,0.0,,3.0,13.0,10.0,1.0,3.0,12.0,1.0,,,,,,,,,,,,
323,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.97,José Antonio dos Santos Júnior,5,101002,J. Santos,CAM,0.0,False,30,5.89,282,5,Júnior Santos,junior-santos,0.0,,1.0,4.0,9.0,2.0,5.0,14.0,2.0,3.0,,,,,,,,,,,
324,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5.85,Jackson Diego Ibraim Fagundes - Ibrahim,6,101027,Diego,CEA,0.0,False,30,10.57,354,2,Diego,diego,0.0,2.0,3.0,34.0,20.0,3.0,6.0,52.0,,,,9.0,,,1.0,,,,,,
325,20,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.46,Aldemir dos Santos Ferreira,6,101290,Ferreira,SAO,-0.52,True,30,8.33,276,5,Ferreira,ferreira,1.5,2.0,3.0,13.0,10.0,4.0,10.0,30.0,4.0,2.0,,,,,2.0,,,,,,
326,22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.86,Ademir da Silva Santos Júnior,3,101314,Ademir,BAH,-0.05,True,30,6.15,265,5,Ademir,ademir,5.7,2.0,6.0,27.0,21.0,10.0,11.0,37.0,1.0,5.0,,,,,,,,,,,
327,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5.5,Cláudio Rodrigues Gomes,6,101319,Guga,FLU,0.82,True,30,8.96,266,2,Guga,guga,6.5,1.0,1.0,26.0,6.0,1.0,2.0,12.0,1.0,,,6.0,,,,,,,,,
328,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,-1.0,Marcelo de Araújo Pitaluga Filho,6,101478,M. Pitaluga,FLU,0.0,False,30,2.53,266,1,Marcelo Pitaluga,marcelo-pitaluga,0.0,,1.0,,,,,,,,,,,,,,,,,,
329,13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.26,João Pedro Vilardi Pinto,2,101573,Pepê,VIT,0.0,False,30,4.5,287,4,Pepê,pepe,0.0,,3.0,20.0,22.0,1.0,1.0,20.0,,,,,,,,,1.0,,,,
330,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.58,Hugo de Souza Nogueira,7,101574,H. Souza,COR,0.0,False,30,8.3,264,1,Hugo Souza,hugo-souza,0.0,,3.0,,,,,2.0,,,,8.0,54.0,26.0,,,,,,,
331,24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2.15,Hugo Moura Arruda da Silva,6,101594,H. Moura,VAS,0.15,True,30,4.6,267,4,Hugo Moura,hugo-moura,0.0,1.0,5.0,35.0,34.0,5.0,5.0,11.0,,,,,,,,,1.0,,,,1.0
