,atletas.jogos_num,atletas.foto,atletas.media_num,atletas.nome,atletas.status_id,atletas.atleta_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.variacao_num,atletas.entrou_em_campo,atletas.rodada_id,atletas.preco_num,atletas.clube_id,atletas.posicao_id,atletas.apelido,atletas.slug,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,DE,GS,FT,V,CV,DP,PP,PC,GC
180,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,-0.77,Jonathan Calleri,6,89840,Calleri,SAO,0.0,False,30,5.78,276,5,Calleri,calleri,0.0,,,1.0,2.0,1.0,2.0,2.0,,,,,,,,,1.0,,1.0,,
181,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.35,Franco Cristaldo,6,89846,Cristaldo,GRE,0.07,True,30,6.06,284,4,Cristaldo,cristaldo,2.0,2.0,1.0,13.0,4.0,4.0,6.0,25.0,,1.0,,,,,,,,,,,
182,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.0,Douglas Moreira Fagundes,7,89883,Dodi,GRE,0.51,True,30,4.52,284,4,Dodi,dodi,4.4,,6.0,31.0,31.0,,3.0,33.0,,,,,,,,,1.0,,,1.0,
183,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5.79,Bruno de Jesus Pacheco,7,90061,B. Pacheco,FOR,1.08,True,30,9.55,356,2,Bruno Pacheco,bruno-pacheco,8.5,1.0,2.0,12.0,7.0,,1.0,13.0,1.0,1.0,,3.0,,,1.0,,,,,,
184,25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.2,Bruno Henrique Pinto,6,90285,B. Henrique,FLA,-0.18,True,30,5.2,262,5,Bruno Henrique,bruno-henrique,-0.9,,5.0,13.0,36.0,11.0,12.0,27.0,2.0,10.0,,,,,,,,,,,
185,12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1.5,Olávio Vieira dos Santos Júnior,6,90307,Juninho,FLA,-0.09,True,30,4.15,262,5,Juninho,juninho,0.8,,,5.0,7.0,2.0,3.0,4.0,,2.0,,,,,2.0,,,,,,
186,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2.65,David Correa da Fonseca,6,90309,David,VAS,-0.15,True,30,5.48,267,5,David,david,0.0,3.0,1.0,6.0,9.0,2.0,3.0,3.0,2.0,2.0,,,,,,,,,,,
187,12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.57,Matheus Pereira da Silva,5,90370,M. Pereira,FOR,0.0,False,30,5.09,356,4,Matheus Pereira,matheus-pereira,0.0,3.0,3.0,11.0,14.0,2.0,2.0,5.0,,,,,,,,,,,,,
188,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.48,Júlio César de Rezende Miranda,6,90449,Rezende,BAH,0.0,False,30,3.57,265,4,Rezende,rezende,0.0,,,8.0,9.0,,,8.0,,,,,,,,,,,,,
189,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.73,Arthur Henrique Ramos de Oliveira Melo,7,90532,A. Melo,GRE,0.73,True,30,9.14,284,4,Arthur Melo,arthur-melo,7.7,,1.0,14.0,10.0,1.0,,22.0,,1.0,,,,,,,1.0,,,,
190,19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.13,Caique de Jesus Gonçalves,7,90588,Caíque,JUV,0.4,True,30,4.24,286,4,Caíque,caique,2.9,,6.0,29.0,36.0,,1.0,28.0,,,,,,,,,,,,1.0,
191,13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,3.85,Francisco da Costa Aragão,2,90608,C. Costa,MIR,-0.11,True,30,7.19,2305,5,Chico da Costa,chico-da-costa,0.4,,1.0,2.0,9.0,1.0,7.0,9.0,5.0,6.0,,,,,,,,,,,
192,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.79,Matheus Martins Fogaça de Paulo,7,90703,Matheuzinho,VIT,-1.79,True,30,8.62,287,4,Matheuzinho,matheuzinho,-1.6,,4.0,20.0,14.0,10.0,4.0,44.0,3.0,2.0,,,,,,,1.0,,,,
193,27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4.59,Fabrício Bruno Soares de Faria,3,90768,F. Bruno,CRU,-0.57,True,30,8.22,283,3,Fabrício Bruno,fabricio-bruno,2.6,,6.0,28.0,19.0,2.0,6.0,17.0,2.0,,,13.0,,,,,1.0,,,,
194,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,3.14,Carlos Eduardo Ferreira de Souza,7,90917,C. Eduardo,MIR,0.0,False,30,6.19,2305,5,Carlos Eduardo,carlos-eduardo,0.0,3.0,2.0,9.0,11.0,5.0,4.0,18.0,1.0,2.0,1.0,,,,,,,,,,
195,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.29,José Marcos Alves Luis,7,90943,Z. Marcos,VIT,-1.04,True,30,3.39,287,3,Zé Marcos,ze-marcos,-0.6,,5.0,12.0,22.0,,1.0,15.0,1.0,1.0,,6.0,,,,,,,,,
196,18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.3,Ronaldo de Oliveira Strada,7,91101,Ronaldo,BAH,-0.82,True,30,6.91,265,1,Ronaldo,ronaldo,1.9,1.0,,,,,,4.0,,,,6.0,52.0,22.0,,,,2.0,,1.0,
197,12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.31,Fernando José Marques Maciel,6,91130,Fernandinho,CEA,0.38,True,30,5.81,354,5,Fernandinho,fernandinho,4.0,1.0,2.0,16.0,11.0,3.0,6.0,16.0,,3.0,,,,,,,,,,,
198,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.88,Kaio Fernando da Silva Pantaleão,5,91158,Kaio,BOT,0.0,False,30,8.62,263,3,Kaio,kaio,0.0,,,10.0,8.0,2.0,5.0,10.0,,1.0,,4.0,,,,,,,,,
199,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.8,Éder Ferreira Graminho,6,91203,Éder,CEA,0.0,False,30,2.82,354,3,Éder,eder,0.0,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
200,11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.38,Erick Antonio Pulgar Farfán,7,91473,E. Pulgar,FLA,0.0,False,30,5.84,262,4,Erick Pulgar,erick-pulgar,0.0,,3.0,13.0,14.0,2.0,,7.0,1.0,,,,,,,,,,,,
201,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.78,Rodrigo Eduardo da Silva,7,91509,R. Sam,JUV,-0.01,True,30,4.74,286,3,Rodrigo Sam,rodrigo-sam,5.5,,3.0,13.0,16.0,1.0,2.0,10.0,,4.0,1.0,1.0,,,,,,,,,
202,19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5.68,Robert Abel Arboleda Escobar,7,91573,Arboleda,SAO,1.46,True,30,10.16,276,3,Arboleda,arboleda,12.3,,4.0,34.0,15.0,,8.0,10.0,3.0,3.0,,6.0,,,,,,,,,
203,25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3.95,Ronielson da Silva Barbosa,6,91607,Rony,CAM,-0.92,True,30,9.11,282,5,Rony,rony,-0.9,1.0,4.0,20.0,39.0,17.0,14.0,43.0,3.0,17.0,1.0,,,,1.0,,,,,,
204,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,Carlos Eduardo de Souza Vieira,6,91627,D. Vieira,JUV,0.0,False,30,3.0,286,4,Dudu Vieira,dudu-vieira,0.0,,,,,,,,,,,,,,,,,,,,
205,20,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4.66,Igor Aquino da Silva,6,91639,I. Cariús,SPT,0.5,True,30,8.02,292,2,Igor Cariús,igor-carius,4.3,,2.0,34.0,23.0,6.0,5.0,23.0,1.0,5.0,,5.0,,,,,,,,1.0,1.0
206,22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5.04,Marlon Rodrigues Xavier,7,91706,Marlon,GRE,-0.1,True,30,7.86,284,2,Marlon,marlon,4.5,2.0,5.0,49.0,18.0,3.0,4.0,24.0,,,,4.0,,,,,,,,1.0,
207,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.42,David de Duarte Macedo,7,91772,D. Duarte,BAH,-1.91,True,30,5.05,265,3,David Duarte,david-duarte,-0.1,,4.0,10.0,17.0,3.0,7.0,8.0,1.0,1.0,,9.0,,,,,,,,,
208,12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.52,Caíque França Godoy,6,91808,C. França,SPT,0.0,False,30,6.53,292,1,Caíque França,caique-franca,0.0,,2.0,2.0,,,,1.0,,,,2.0,39.0,20.0,,,,,,,
209,14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3.88,José Ivaldo Almeida Silva,6,91866,Z. Ivaldo,SAN,0.0,False,30,5.92,277,3,Zé Ivaldo,ze-ivaldo,0.0,,4.0,20.0,14.0,,11.0,10.0,1.0,3.0,,3.0,,,,,1.0,,,1.0,
210,19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.46,Cristian David Pavón,6,91908,Pavón,GRE,-0.35,True,30,4.57,284,5,Pavón,pavon,-0.3,2.0,4.0,16.0,10.0,6.0,10.0,10.0,,2.0,,,,,,,,,,,
211,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.43,Ramón Ángel Díaz,7,92075,R. Díaz,INT,-0.98,True,30,9.13,285,6,Ramón Díaz,ramon-diaz,3.52,,,,,,,,,,,,,,,3.0,,,,,
212,12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.68,Giovanny Bariani Marques,6,92085,Giovanny,JUV,-0.47,True,30,3.16,286,5,Giovanny,giovanny,0.1,1.0,2.0,3.0,7.0,1.0,7.0,10.0,,1.0,,,,,1.0,,,,,,
213,15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5.08,Lyanco Evangelista Silveira Neves Vojnovic,5,92087,Lyanco,CAM,0.0,False,30,8.87,282,3,Lyanco,lyanco,0.0,,5.0,32.0,25.0,3.0,6.0,19.0,,2.0,,6.0,,,,,2.0,,,1.0,
214,13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.89,Arthur Mendonça Cabral,6,92171,A. Cabral,BOT,-0.87,True,30,11.03,263,5,Arthur Cabral,arthur-cabral,0.0,1.0,,6.0,19.0,8.0,10.0,20.0,3.0,3.0,1.0,,,,1.0,,,,,,
215,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.94,Jair Ventura,7,92180,J. Ventura,VIT,-0.86,True,30,9.35,287,6,Jair Ventura,jair-ventura,2.94,,,,,,,,,,,,,,,3.0,,,,,
216,15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.89,José Carlos Ferreira Júnior,6,92182,Juninho,INT,-0.93,True,30,4.38,285,3,Juninho,juninho,0.0,,4.0,19.0,9.0,2.0,6.0,9.0,,,,2.0,,,,,,,,,
217,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.6,Rodrigo Ely,5,92237,R. Ely,GRE,0.0,False,30,4.75,284,3,Rodrigo Ely,rodrigo-ely,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,
218,19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.67,André Ramalho Silva,6,92440,A. Ramalho,COR,0.27,True,30,6.48,264,3,André Ramalho,andre-ramalho,5.0,,4.0,23.0,19.0,1.0,7.0,8.0,,,,7.0,,,,,,,,1.0,
219,22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.61,Renato Kayzer de Souza,7,92696,R. Kayzer,VIT,-1.06,True,30,8.77,287,5,Renato Kayzer,renato-kayzer,1.2,,3.0,8.0,32.0,6.0,12.0,39.0,8.0,14.0,,,,,1.0,,,,,,
220,17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4.67,Daniel Pollo Barioni,7,92702,D. Paulista,SPT,0.26,True,30,8.02,292,6,Daniel Paulista,daniel-paulista,4.12,,,,,,,,,,,,,,,2.0,,,,,
221,18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.84,Deyverson Brum Silva,6,92708,Deyverson,FOR,0.0,False,30,5.32,356,5,Deyverson,deyverson,0.0,,2.0,6.0,13.0,4.0,13.0,22.0,2.0,3.0,,,,,2.0,,,,,,
222,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.37,Bruno Rafael Rodrigues do Nascimento,6,92811,B. Rodrigues,PAL,-0.67,True,30,4.52,275,5,Bruno Rodrigues,bruno-rodrigues,-0.1,,,,2.0,1.0,,1.0,,,,,,,,,,,,,
223,22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,3.75,Rafael Santos Borré Maury,7,92854,Borré,INT,-1.51,True,30,9.61,285,5,Borré,borre,0.8,1.0,2.0,17.0,30.0,5.0,15.0,12.0,5.0,7.0,,,,,1.0,,1.0,,,,
224,15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.78,Ronaldo da Silva Souza Guerrero,6,92981,Ronaldo,INT,0.06,True,30,3.64,285,4,Ronaldo,ronaldo,1.5,,4.0,23.0,21.0,2.0,2.0,3.0,,2.0,,,,,,,1.0,,,,
225,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.52,Rafael António Figueiredo Ramos,6,93236,R. Ramos,CEA,0.0,False,30,4.98,354,2,Rafael Ramos,rafael-ramos,0.0,,2.0,21.0,18.0,1.0,5.0,4.0,,,,5.0,,,,,,,,,
226,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.42,João Othávio Basso,6,93372,J. Basso,SAN,0.0,False,30,7.74,277,3,João Basso,joao-basso,0.0,,2.0,7.0,10.0,,,6.0,1.0,,,2.0,,,,,,,,,
227,11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.86,Aitor Cantalapiedra Fernández,2,93411,Cantalapiedra,VIT,0.42,True,30,7.19,287,5,Cantalapiedra,cantalapiedra,4.7,2.0,1.0,9.0,4.0,7.0,5.0,8.0,2.0,2.0,,,,,,,,,,,
228,27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1.91,Wanderson Maciel Sousa Campos,5,93478,Wanderson,CRU,-0.36,True,30,4.66,283,5,Wanderson,wanderson,0.5,2.0,2.0,11.0,26.0,10.0,16.0,15.0,,6.0,,,,,1.0,,,,,,
229,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,8.59,Paulo Henrique de Oliveira Alves,7,93716,P. Henrique,VAS,0.29,True,30,14.45,267,2,Paulo Henrique,paulo-henrique,14.2,6.0,7.0,69.0,41.0,7.0,5.0,20.0,1.0,1.0,,6.0,,,2.0,,,,,,
230,24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.15,Marlon Rodrigues Freitas,7,93790,M. Freitas,BOT,-1.12,True,30,4.68,263,4,Marlon Freitas,marlon-freitas,-1.9,3.0,6.0,23.0,28.0,4.0,10.0,8.0,,,,,,,,,,,,,
231,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,Keiller da Silva Nunes,6,93834,Keiller,CEA,0.0,False,30,3.0,354,1,Keiller,keiller,0.0,,,,,,,,,,,,,,,,,,,,
232,26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,4.05,Cleiton Schwengber,7,93882,Cleiton,RBB,-0.47,True,30,6.88,280,1,Cleiton,cleiton,-0.4,,5.0,,,,,8.0,,,,6.0,88.0,38.0,,,,,,,
233,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4.19,Matheus Leonardo Sales Cardoso,3,93886,Matheusinho,SPT,-0.95,True,30,6.58,292,4,Matheusinho,matheusinho,-2.8,3.0,1.0,15.0,11.0,4.0,8.0,19.0,2.0,1.0,,,,,,,1.0,,,,
234,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.23,Breno Henrique Vasconcelos Lopes,7,93988,B. Lopes,FOR,0.93,True,30,7.84,356,5,Breno Lopes,breno-lopes,8.9,,3.0,10.0,10.0,7.0,16.0,34.0,5.0,13.0,,,,,1.0,,,,,,
235,15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.93,Matheus Fernandes Siqueira,7,94067,M. Fernandes,RBB,1.3,True,30,5.18,280,4,Matheus Fernandes,matheus-fernandes,8.2,,2.0,20.0,16.0,1.0,3.0,4.0,,,,,,,,,,,,,
236,20,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.45,Maycon de Andrade Barberan,7,94154,Maycon,COR,0.0,False,30,5.34,264,4,Maycon,maycon,0.0,,3.0,17.0,13.0,,5.0,5.0,3.0,,,,,,,,,,,,
237,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6.13,Guilherme Augusto Vieira dos Santos,7,94207,Guilherme,SAN,0.39,True,30,9.82,277,5,Guilherme,guilherme,5.2,2.0,,33.0,11.0,13.0,22.0,41.0,4.0,11.0,,,,,,,,,,,
238,15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.8,Matheus Barcelos da Silva,6,94444,M. Babi,JUV,0.0,False,30,3.63,286,5,Matheus Babi,matheus-babi,0.0,,4.0,7.0,14.0,,4.0,12.0,2.0,4.0,,,,,,,,,,,
239,17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2.78,Raphael Cavalcante Veiga,6,94509,R. Veiga,PAL,0.01,True,30,10.35,275,4,Raphael Veiga,raphael-veiga,2.3,1.0,1.0,10.0,14.0,5.0,5.0,27.0,1.0,,1.0,,,,,,,,,,
240,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.85,Lucas da Cruz Oliveira,6,94514,L. Oliveira,VAS,0.0,False,30,4.15,267,3,Lucas Oliveira,lucas-oliveira,0.0,,1.0,2.0,3.0,,,,,,,2.0,,,,,,,,,
241,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7.74,Pedro Guilherme Abreu dos Santos,5,94583,Pedro,FLA,0.0,False,30,17.97,262,5,Pedro,pedro,0.0,6.0,3.0,10.0,14.0,14.0,4.0,16.0,12.0,2.0,2.0,,,,1.0,,,,1.0,,
242,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.04,Lucas Fernandes da Silva,6,94931,L. Fernandes,JUV,0.0,False,30,4.58,286,4,Lucas Fernandes,lucas-fernandes,0.0,,,5.0,5.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,
243,17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,7.04,Luis Antônio da Rocha Júnior,7,94968,J. Capixaba,RBB,0.83,True,30,11.55,280,2,Juninho Capixaba,juninho-capixaba,7.7,,2.0,37.0,24.0,5.0,9.0,35.0,1.0,2.0,,7.0,,,,,,,,,
244,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1.73,Gabriel Henrique Feitosa da Silva,6,95106,G. Bahia,BOT,0.0,False,30,3.56,263,3,Gabriel Bahia,gabriel-bahia,0.0,,,3.0,2.0,,1.0,1.0,,,,,,,,,,,,,
245,11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.3,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,6,95127,Nicolas,CEA,-0.92,True,30,5.41,354,2,Nicolas,nicolas,1.5,,1.0,12.0,9.0,1.0,3.0,7.0,,,,3.0,,,,,,,,,
246,25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.66,Gabriel Pereira Taliari,3,95131,G. Taliari,JUV,-0.39,True,30,7.51,286,5,Gabriel Taliari,gabriel-taliari,1.1,2.0,6.0,21.0,38.0,6.0,14.0,39.0,3.0,4.0,,,,,2.0,,,,,,
247,13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.3,Daniel Eduardo Giraldo Cárdenas,6,95354,Giraldo,JUV,0.0,False,30,1.83,286,4,Giraldo,giraldo,0.0,,3.0,6.0,17.0,,2.0,3.0,,1.0,,,,,,,,,,,
248,24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.78,Christian Hernando Rivera Cuéllar,6,95357,Rivera,SPT,0.0,False,30,4.71,292,4,Rivera,rivera,0.0,,5.0,49.0,55.0,,1.0,28.0,,3.0,,,,,,,,,,,
249,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3.46,Igor Vinícius de Souza,7,95466,I. Vinícius,SAN,0.46,True,30,7.29,277,2,Igor Vinícius,igor-vinicius,8.5,,5.0,29.0,18.0,3.0,3.0,12.0,,,,2.0,,,,,,,,,
250,25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,4.3,Raniele Almeida Melo,3,95556,Raniele,COR,-0.39,True,30,6.77,264,4,Raniele,raniele,5.4,1.0,6.0,52.0,32.0,4.0,6.0,45.0,1.0,,,,,,,,,,,,
251,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,Marcelo da Conceição Benevenuto Malaquias,5,95638,M. Benevenuto,FOR,0.0,False,30,5.0,356,3,Marcelo Benevenuto,marcelo-benevenuto,0.0,,,,,,,,,,,,,,,,,,,,
252,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.15,Lucas Kal Schenfeld Prigioli,6,95662,L. Kal,SPT,-0.17,True,30,3.19,292,4,Lucas Kal,lucas-kal,1.2,,,1.0,3.0,,,,,,,,,,,,,,,,
253,19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.86,Artur Victor Guimarães,6,95799,Artur,BOT,0.0,False,30,8.15,263,5,Artur,artur,0.0,4.0,1.0,9.0,12.0,6.0,12.0,17.0,2.0,1.0,,,,,1.0,,,,,,
254,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,-0.7,Daniel Cerântula Fuzato,6,95936,D. Fuzato,VAS,0.0,False,30,2.04,267,1,Daniel Fuzato,daniel-fuzato,0.0,,,,,,,,,,,,2.0,4.0,,,,,,,
255,22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.19,Vinícius Moreira de Lima,6,96340,Lima,FLU,-0.09,True,30,4.7,266,4,Lima,lima,0.5,1.0,2.0,5.0,15.0,4.0,8.0,24.0,2.0,1.0,,,,,1.0,,,,,,
