,atletas.atleta_id,atletas.posicao_id,atletas.slug,atletas.clube.id.full.name,atletas.pontos_num,atletas.preco_num,atletas.foto,atletas.entrou_em_campo,atletas.apelido_abreviado,atletas.media_num,atletas.variacao_num,atletas.apelido,atletas.status_id,atletas.jogos_num,atletas.clube_id,atletas.rodada_id,atletas.nome,FS,DE,GS,SG,A,CA,DS,FC,FD,FF,FT,G,I,PS,V,CV,DP,PP,PC,GC
592,124239,5,henry-mosquera,RBB,0.0,3.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,H. Mosquera,1.65,0.0,Henry Mosquera,6,17,280,32,Henry David Mosquera Sánchez,8.0,,,,,,10.0,13.0,9.0,3.0,,,3.0,,,,,,,
593,124247,5,isaac,CAM,0.0,1.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,Isaac,0.5,0.0,Isaac,6,1,282,32,Isaac Aguiar Tomich,1.0,,,,,,,,,,,,,,,,,,,
594,124264,1,kauan,INT,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,Kauan,0.0,0.0,Kauan,6,0,285,32,Kauan Jesus Santos Oliveira,,,,,,,,,,,,,,,,,,,,
595,124270,4,allex,INT,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,Allex,0.0,0.0,Allex,6,0,285,32,Allex Rodrigues Pereira da Silva,,,,,,,,,,,,,,,,,,,,
596,124271,4,gustavo-prado,INT,2.8,4.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,G. Prado,2.45,0.39,Gustavo Prado,6,15,285,32,Gustavo Prado Alves,12.0,,,,,2.0,7.0,5.0,8.0,8.0,,1.0,2.0,,,,,,,
597,124280,5,ricardo-mathias,INT,1.2,4.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,R. Mathias,2.43,-0.11,Ricardo Mathias,6,17,285,32,Ricardo Mathias da Silva,10.0,,,,,1.0,2.0,16.0,7.0,5.0,1.0,3.0,2.0,,,,,,,
598,124369,1,leo-aragao,CRU,0.0,6.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,L. Aragão,6.73,0.0,Léo Aragão,6,3,283,32,Leonardo de Aragão Carvalho,1.0,9.0,1.0,2.0,,1.0,,,,,,,,,,,,,,
599,124481,2,mateo-ponte,BOT,0.0,6.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,M. Ponte,3.05,0.0,Mateo Ponte,6,16,263,32,Mateo Ponte Costa,3.0,,,5.0,,2.0,10.0,11.0,,6.0,,1.0,2.0,,,,,,,
600,124526,2,giay,PAL,5.8,9.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,Giay,5.15,0.29,Giay,6,24,275,32,Agustín Giay,28.0,,,11.0,,1.0,41.0,30.0,,4.0,,,1.0,,,,,,,
601,124661,3,ivan-roman,CAM,5.0,4.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,I. Román,3.49,-0.02,Iván Román,6,9,282,32,Ivan Ramiro Román Hurtado,9.0,,,3.0,,3.0,10.0,7.0,1.0,1.0,,,,,,,,,,
602,124674,4,felipe-negrucci,SAO,0.0,2.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,F. Negrucci,0.8,0.0,Felipe Negrucci,6,3,276,32,Felipe Negrucci Berdague,2.0,,,,,,1.0,3.0,,1.0,,,,,,,,,,
603,124701,1,leandro,SAO,0.0,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,Leandro,0.0,0.0,Leandro,6,0,276,32,Leandro Mathias Silva Bueno,,,,,,,,,,,,,,,,,,,,
604,124757,5,nathan-fernandes,BOT,0.0,5.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,N. Fernandes,3.14,0.0,Nathan Fernandes,5,9,263,32,Nathan Ribeiro Fernandes,5.0,,,,2.0,,3.0,3.0,3.0,1.0,,1.0,2.0,,,,,,,
605,124912,3,jonathan-jesus,CRU,0.0,4.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,J. Jesus,2.71,0.0,Jonathan Jesus,6,12,283,32,Jonathan de Jesus Alves,3.0,,,4.0,,1.0,13.0,14.0,,,,,1.0,,,1.0,,,,
606,125467,3,viery,GRE,0.0,2.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,Viery,2.35,0.0,Viery,6,2,284,32,Viery Fernandes Santos Lopes,,,,1.0,,,,1.0,,,,,,,,,,,,
607,125469,4,alisson,CAM,0.0,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,Alisson,0.0,0.0,Alisson,6,0,282,32,Alisson Santana Lopes da Fonseca,,,,,,,,,,,,,,,,,,,,
608,125488,3,joao-pedro,COR,3.5,6.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,J. Pedro,4.58,-0.57,João Pedro,7,12,264,32,João Pedro de Sousa Rodrigues,4.0,,,6.0,1.0,4.0,15.0,15.0,2.0,2.0,,,,,,,,,,
609,126120,4,marcelinho,RBB,0.0,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,Marcelinho,0.0,0.0,Marcelinho,6,0,280,32,Marcelo Braz da Silva,,,,,,,,,,,,,,,,,,,,
610,126182,4,paulinho,VAS,0.0,3.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,Paulinho,0.53,0.0,Paulinho,6,8,267,32,Paulo Lucas Santos de Paula,5.0,,,,,1.0,4.0,11.0,,,,,,,,,,,,
611,126471,4,barreal,SAN,4.1,10.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,Barreal,6.1,0.28,Barreal,7,27,277,32,Álvaro Martín Barreal,18.0,,,,1.0,2.0,45.0,23.0,9.0,15.0,2.0,8.0,4.0,,,,,,,
612,127242,4,bahia,COR,0.0,2.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,Bahia,2.9,0.0,Bahia,6,2,264,32,Luiz Gustavo Lemos Carvalho,1.0,,,,,,3.0,,,1.0,,,,,,,,,,
613,127932,2,julio-fidelis,FLU,0.0,7.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,J. Fidélis,7.6,0.0,Julio Fidélis,6,3,266,32,Julio Cesar Lima Fidelis,7.0,,,1.0,1.0,,5.0,2.0,,3.0,,,,,,,,,,
614,128590,4,rayan-lucas,FLA,0.0,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,R. Lucas,0.0,0.0,Rayan Lucas,6,0,262,32,Rayan Lucas Marques de Souza,,,,,,,,,,,,,,,,,,,,
615,129317,4,felipe-cardoso,VIT,0.0,2.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,F. Cardoso,0.97,0.0,Felipe Cardoso,6,3,287,32,Felipe Cardoso,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,
616,129663,5,ruan-pablo,BAH,0.0,0.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,R. Pablo,0.13,0.0,Ruan Pablo,6,3,265,32,Ruan Pablo Barbosa Sousa,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,
617,129665,1,pablo,VAS,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,Pablo,0.0,0.0,Pablo,6,0,267,32,Pablo de Paula Cardoso,,,,,,,,,,,,,,,,,,,,
618,129666,4,jp,VAS,0.0,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,JP,0.0,0.0,JP,6,0,267,32,João Pedro Murilo de Paula Morais,,,,,,,,,,,,,,,,,,,,
619,129930,1,cristhian-loor,BOT,0.0,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,C. Loor,0.0,0.0,Cristhian Loor,6,0,263,32,Cristhian Joel Loor Santamaría - Christian,,,,,,,,,,,,,,,,,,,,
620,130048,4,noriega,GRE,2.2,4.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,Noriega,1.95,0.05,Noriega,7,11,284,32,Erick Carlos Noriega Loret de Mola,9.0,,,,,1.0,13.0,12.0,,5.0,,,,,,,,,2.0,
621,130189,1,leo-nannetti,FLA,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,L. Nannetti,0.0,0.0,Léo Nannetti,6,0,262,32,Leonardo Nannetti Lopes,,,,,,,,,,,,,,,,,,,,
622,130190,2,carbone,FLA,0.0,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,Carbone,0.0,0.0,Carbone,6,0,262,32,João Victor Schlickmann Carbone,,,,,,,,,,,,,,,,,,,,
623,130252,4,euder,VAS,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,Euder,0.0,0.0,Euder,6,0,267,32,Euder Galdino da Silva,,,,,,,,,,,,,,,,,,,,
624,130254,2,leandrinho,VAS,0.0,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,Leandrinho,0.0,0.0,Leandrinho,6,0,267,32,Leandro Viana da Silva Gama,,,,,,,,,,,,,,,,,,,,
625,130255,4,guilherme-estrella,VAS,0.0,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,G. Estrella,0.0,0.0,Guilherme Estrella,6,0,267,32,Guilherme Estrella de Paiva,,,,,,,,,,,,,,,,,,,,
626,130279,4,lukas-zuccarello,VAS,0.0,1.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,L. Zuccarello,0.6,0.0,Lukas Zuccarello,6,2,267,32,Lukas Rocha Zuccarello,,,,,,,1.0,1.0,,,,,,,,,,,,
627,130280,1,phillipe-gabriel,VAS,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,P. Gabriel,0.0,0.0,Phillipe Gabriel,6,0,267,32,Phillipe Gabriel Pires de Oliveira,,,,,,,,,,,,,,,,,,,,
628,130305,1,rhyan,BOT,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,Rhyan,0.0,0.0,Rhyan,6,0,263,32,Rhyan Luca Carvalho de Arruda,,,,,,,,,,,,,,,,,,,,
629,130316,5,rafael-pinna,JUV,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,R. Pinna,0.0,0.0,Rafael Pinna,6,0,286,32,Rafael Oliveira Pinna,,,,,,,,,,,,,,,,,,,,
630,130319,2,maykon,VIT,9.0,5.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,Maykon,4.25,0.88,Maykon,7,9,287,32,Maykon Kesley de Jesus Ramalho,8.0,,,4.0,,1.0,11.0,16.0,1.0,3.0,,,,,,,,,,
631,130382,4,guilherme-gomes,FLA,0.0,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,G. Gomes,0.0,0.0,Guilherme Gomes,6,0,262,32,Guilherme Henrique Bernardineli Gomes,,,,,,,,,,,,,,,,,,,,
632,130386,5,maceio,MIR,0.0,2.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,Maceió,0.78,0.0,Maceió,6,6,2305,32,Everton Leandro de Oliveira Santos,3.0,,,,,1.0,1.0,2.0,1.0,4.0,,,1.0,,,,,,1.0,
633,130393,3,luiz-gustavo,BAH,0.0,1.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,L. Gustavo,1.56,0.0,Luiz Gustavo,6,5,265,32,Luiz Gustavo Marinho Ribeiro dos Santos,2.0,,,1.0,,3.0,4.0,4.0,,,,,,,,,,,,
634,130507,5,marlon,JUV,0.0,1.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,Marlon,0.5,0.0,Marlon,6,1,286,32,Marlon Santos Teodoro,,,,,,,,1.0,,1.0,,,,,,,,,,
635,130608,5,riquelme-fillipi,PAL,0.0,0.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,R. Fillipi,0.0,0.0,Riquelme Fillipi,6,1,275,32,Riquelme Fillipi Marinho de Souza,,,,,,,,,,,,,,,,,,,,
636,130612,5,luighi,PAL,0.0,2.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,Luighi,1.05,0.0,Luighi,6,6,275,32,Luighi Hanri Sousa Santos,4.0,,,,,,4.0,5.0,,,,,2.0,,,,,,,
637,130620,4,edenilson,VIT,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,Edenílson,0.0,0.0,Edenílson,6,0,287,32,Edenílson Santos Nascimento Filho,,,,,,,,,,,,,,,,,,,,
638,130650,4,bernal,FLU,0.5,3.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,Bernal,2.13,-0.03,Bernal,7,16,266,32,Facundo Bernal Cruz,12.0,,,,,5.0,21.0,14.0,4.0,5.0,,,,,,,,,,1.0
639,130711,3,boateng,RBB,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,Boateng,0.0,0.0,Boateng,6,0,280,32,Stanley Boateng Osei,,,,,,,,,,,,,,,,,,,,
640,130811,2,souza,SAN,4.0,7.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,Souza,4.53,-0.66,Souza,7,17,277,32,João Victor de Souza Menezes,13.0,,,2.0,2.0,3.0,27.0,15.0,4.0,6.0,,1.0,1.0,1.0,,,,,1.0,
641,130869,3,andrei,VIT,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,Andrei,0.0,0.0,Andrei,6,0,287,32,Andrei Gabriel dos Santos Ferreira,,,,,,,,,,,,,,,,,,,,
642,130889,4,riquelme,GRE,0.0,2.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,Riquelme,1.86,0.0,Riquelme,5,9,284,32,Riquelme Freitas dos Santos,11.0,,,,,,6.0,2.0,1.0,2.0,,,,,,,,,,
643,131116,1,felipe-preis,SAO,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,F. Preis,0.0,0.0,Felipe Preis,6,0,276,32,Felipe Gabriel Preis,,,,,,,,,,,,,,,,,,,,
644,131455,5,jardiel,GRE,0.0,0.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,Jardiel,0.17,0.0,Jardiel,6,3,284,32,Jardiel Maciel Libertino da Silva,1.0,,,,,,,,,,,,,,,,,,,
645,131515,4,hyan,SAN,0.0,1.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,Hyan,0.7,0.0,Hyan,6,2,277,32,Hyan Carvalho Machado Silva,1.0,,,,,,1.0,2.0,,,,,,,,,,,,
646,131516,2,jp-chermont,SAN,0.0,6.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,J. Chermont,4.28,0.0,JP Chermont,6,5,277,32,João Pedro Chermont Crema,1.0,,,1.0,,3.0,14.0,9.0,,1.0,,,2.0,,,,,,,
647,131617,5,andre-silva,SAO,0.0,6.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,A. Silva,4.32,0.0,André Silva,5,19,276,32,André Oliveira e Silva,20.0,,,,2.0,5.0,11.0,20.0,5.0,10.0,1.0,5.0,5.0,,,,,,,
648,131753,1,felipe-longo,COR,3.2,3.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,F. Longo,3.63,0.05,Felipe Longo,2,3,264,32,Felipe Longo Fernandes da Silva,1.0,8.0,5.0,1.0,,,,,,,,,,,,,,,,
649,131762,3,isac,SAO,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,Isac,0.0,0.0,Isac,6,0,276,32,Isac Silvestre da Silva,,,,,,,,,,,,,,,,,,,,
650,131765,3,kevyn,RBB,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,Kevyn,0.0,0.0,Kevyn,6,0,280,32,Kevyn Henrique Monteiro de Souza,,,,,,,,,,,,,,,,,,,,
651,132071,5,serna,FLU,8.5,7.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,Serna,4.46,1.07,Serna,7,26,266,32,Kevin Steven Serna Jaramillo,27.0,,,,3.0,3.0,25.0,17.0,10.0,6.0,,5.0,3.0,1.0,,,,,,
652,132264,5,arroyo,CRU,2.6,6.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,Arroyo,4.67,-1.12,Arroyo,7,8,283,32,Keny Alexander Arroyo Alvarado,12.0,,,,1.0,2.0,6.0,5.0,8.0,4.0,,1.0,,,,,,,,
653,132553,3,jemmes,MIR,4.2,5.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,Jemmes,4.6,-0.08,Jemmes,7,30,2305,32,Jemmes Bruno Ribeiro da Silva,9.0,,,9.0,,2.0,56.0,30.0,1.0,8.0,,1.0,1.0,,,,,,,
654,132560,1,davi-barbosa,VIT,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,D. Barbosa,0.0,0.0,Davi Barbosa,6,0,287,32,Davi Barbosa da Silva Novaes,,,,,,,,,,,,,,,,,,,,
655,132580,5,vinicinho,RBB,0.0,5.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,Vinicinho,3.01,0.0,Vinicinho,5,21,280,32,Vinicius Mendonça Pereira,35.0,,,,2.0,2.0,20.0,16.0,6.0,6.0,,,4.0,1.0,,,,,,
656,133543,5,gui-negao,COR,0.0,3.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,G. Negão,2.74,-0.05,Gui Negão,2,17,264,32,Guilherme William Silva Inácio,21.0,,,,1.0,3.0,11.0,26.0,,2.0,,3.0,3.0,,,,,,,
657,133623,3,igao,SAO,0.0,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,Igão,0.0,0.0,Igão,6,0,276,32,Igor Odoni Gomes,,,,,,,,,,,,,,,,,,,,
658,133669,5,alysson,GRE,7.4,6.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,Alysson,4.87,0.41,Alysson,7,23,284,32,Alysson Edward Franco da Rocha dos Santos,43.0,,,,2.0,3.0,40.0,18.0,7.0,11.0,1.0,1.0,3.0,1.0,,,,,,
659,133671,1,gustavo-reis,RBB,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,G. Reis,0.0,0.0,Gustavo Reis,6,0,280,32,Gustavo Reis de Alcântara,,,,,,,,,,,,,,,,,,,,
660,133673,4,mateus-xavier,SAN,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,M. Xavier,0.5,0.0,Mateus Xavier,6,3,277,32,Mateus Xavier de Sousa,,,,,,,1.0,,,,,,,,,,,,,
661,133679,3,benedetti,PAL,0.0,2.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,Benedetti,1.6,0.0,Benedetti,6,2,275,32,Luiz Gustavo Roncholeta Benedetti,,,,,,,2.0,2.0,,1.0,,,,,,,,,,
662,133696,4,wallace-davi,FLU,0.0,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,W. Davi,0.0,0.0,Wallace Davi,6,0,266,32,Wallace Davi Nunes da Silva Dias,,,,,,,,,,,,,,,,,,,,
663,134246,4,yago-noal,INT,0.0,1.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,Y. Noal,0.6,0.0,Yago Noal,6,2,285,32,Yago Eduardo Noal Lopes,,,,,,,1.0,1.0,,,,,,,,,,,,
664,136156,4,larson,PAL,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,Larson,0.0,0.0,Larson,6,0,275,32,Larson Torna Ferreira dos Santos,,,,,,,,,,,,,,,,,,,,
665,136306,4,luis-otavio,INT,0.5,2.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,L. Otávio,1.96,-0.24,Luis Otávio,6,16,285,32,Luis Otávio Costa de Aquino,12.0,,,,,1.0,16.0,5.0,2.0,2.0,,,1.0,,,,,,,
666,136955,5,sanabria,BAH,0.0,4.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,Sanabria,1.6,0.0,Sanabria,5,8,265,32,Mateo Naín Sanabria Doracio,18.0,,,,,,3.0,5.0,2.0,2.0,,,2.0,,,1.0,,,,
667,137375,5,micael,SPT,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,Micael,0.0,0.0,Micael,6,0,292,32,Micael de Barros Viturino,,,,,,,,,,,,,,,,,,,,
668,137542,5,kaique-kenji,CRU,0.0,1.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,K. Kenji,0.5,0.0,Kaique Kenji,6,2,283,32,Kaique Kenji Takamura Correa,2.0,,,,,,,,,,,,,,,,,,,
669,137618,3,clayton-sampaio,INT,1.4,4.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,C. Sampaio,2.59,-0.09,Clayton Sampaio,6,10,285,32,Clayton Sampaio Pereira,1.0,,,2.0,,2.0,9.0,13.0,2.0,3.0,1.0,,,,,,,,,
670,138021,3,palacios,RBB,0.0,1.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,Palacios,1.3,0.0,Palacios,6,2,280,32,Sergio Stevan Palacios Zapata,1.0,,,1.0,,2.0,,3.0,,,,,,,,,,,,
671,139001,4,figueiredo,PAL,0.0,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,Figueiredo,0.0,0.0,Figueiredo,5,0,275,32,Vitor dos Santos Figueiredo,,,,,,,,,,,,,,,,,,,,
672,139076,6,filipe-luis,FLA,3.42,12.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,F. Luís,6.93,-0.74,Filipe Luís,7,31,262,32,Filipe Luís Kasmirski,,,,,,,,,,,,,,,19.0,,,,,
