,atletas.clube_id,atletas.clube.id.full.name,atletas.posicao_id,atletas.nome,atletas.slug,atletas.apelido_abreviado,atletas.foto,atletas.apelido,atletas.jogos_num,atletas.media_num,atletas.pontos_num,atletas.variacao_num,atletas.entrou_em_campo,atletas.status_id,atletas.preco_num,atletas.rodada_id,atletas.atleta_id,CA,DS,FC,FD,FF,FS,G,I,SG,A,PS,DE,GS,V,FT,CV,DP,PC,PP,GC
303,263,BOT,3,Alexander Nahuel Barboza Ullúa,alexander-barboza,A. Barboza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Alexander Barboza,21,5.1,2.4,-0.99,True,7,9.64,35,99274,12.0,44.0,42.0,5.0,7.0,3.0,,1.0,10.0,,,,,,1.0,,,,,
304,276,SAO,5,Juan Ignacio Dinenno de Cara,dinenno,Dinenno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Dinenno,8,1.56,0.0,0.0,False,5,4.18,35,99316,2.0,1.0,6.0,2.0,3.0,4.0,1.0,,,,,,,,,,,,,
305,266,FLU,6,Luis Francisco Zubeldía,luis-zubeldia,L. Zubeldía,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Luis Zubeldía,22,5.17,6.29,0.05,True,7,8.95,35,99366,,,,,,,,,,,,,,8.0,,,,,,
306,262,FLA,5,Michael Richard Delgado de Oliveira,michael,Michael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Michael,13,3.13,0.0,0.0,False,6,6.49,35,99392,,7.0,1.0,3.0,3.0,3.0,1.0,1.0,,3.0,,,,,,,,,,
307,287,VIT,4,Gabriel Baralhas dos Santos,baralhas,Baralhas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Baralhas,24,3.47,4.4,0.37,True,7,6.26,35,99440,9.0,42.0,39.0,6.0,10.0,21.0,1.0,,,1.0,,,,,1.0,,,1.0,,
308,262,FLA,1,Agustín Daniel Rossi,rossi,Rossi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Rossi,34,5.59,7.6,1.07,True,7,10.05,35,99552,2.0,,,,,9.0,,,17.0,,,80.0,22.0,,,,3.0,,,
309,275,PAL,5,Paulo Henrique Sampaio Filho,paulinho,Paulinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Paulinho,7,1.03,0.0,0.0,False,6,5.0,35,99818,,2.0,1.0,1.0,3.0,2.0,,1.0,,,,,,,,,,,,
310,276,SAO,3,Alan Javier Franco,alan-franco,A. Franco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Alan Franco,26,2.72,1.5,0.13,True,7,5.75,35,99889,6.0,26.0,24.0,,2.0,9.0,,2.0,8.0,,,,,,,,,1.0,,
311,282,CAM,4,Igor Silveira Gomes,igor-gomes,I. Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Igor Gomes,27,2.88,0.0,0.0,False,6,5.72,35,100084,2.0,14.0,15.0,3.0,7.0,18.0,5.0,1.0,,1.0,,,,,,,,,,
312,292,SPT,4,Pedro Augusto Borges da Costa,pedro-augusto,P. Augusto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Pedro Augusto,12,1.73,0.0,0.0,False,6,2.03,35,100085,4.0,17.0,11.0,1.0,1.0,7.0,,,,,,,,,,1.0,,,,
313,264,COR,5,Yuri Alberto Monteiro da Silva,yuri-alberto,Y. Alberto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Yuri Alberto,25,5.87,7.5,-1.33,True,7,12.2,35,100652,3.0,6.0,23.0,11.0,30.0,43.0,10.0,10.0,,2.0,1.0,,,,1.0,,,,1.0,
314,280,RBB,5,Fernando dos Santos Pedro,fernando,Fernando,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Fernando,11,0.92,0.0,-0.19,True,6,3.05,35,100695,,2.0,4.0,3.0,4.0,3.0,,,,,,,,,,,,,,
315,283,CRU,4,Matheus Henrique de Souza,matheus-henrique,M. Henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Matheus Henrique,14,2.12,0.0,0.0,False,3,5.84,35,100742,3.0,18.0,12.0,2.0,2.0,11.0,,,,,,,,,,,,,,
316,356,FOR,1,Brenno Oliveira Fraga Costa,brenno,Brenno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Brenno,10,4.06,0.0,0.0,False,6,6.57,35,100830,1.0,,,,,2.0,,,1.0,,,32.0,13.0,,,1.0,1.0,,,
317,282,CAM,3,Ruan Tressoldi Netto,ruan,Ruan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Ruan,8,4.18,0.0,0.0,False,6,7.06,35,100842,3.0,9.0,10.0,,,6.0,1.0,,3.0,,,,,,,,,,,
318,284,GRE,2,Lucas Esteves Souza,lucas-esteves,L. Esteves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Lucas Esteves,9,3.1,0.5,-0.75,True,7,5.61,35,100846,1.0,11.0,8.0,1.0,4.0,3.0,,,2.0,,,,,,,,,1.0,,
319,292,SPT,2,Luan Cândido de Almeida,luan-candido,L. Cândido,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Luan Cândido,10,3.19,-0.5,-0.52,True,7,7.27,35,100848,1.0,12.0,13.0,4.0,4.0,4.0,1.0,2.0,1.0,,,,,,,,,1.0,,1.0
320,263,BOT,2,Victor Alexander da Silva,vitinho,Vitinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Vitinho,30,5.45,-0.1,-0.66,True,7,9.16,35,100898,3.0,48.0,25.0,3.0,7.0,13.0,1.0,4.0,15.0,1.0,,,,,,,,1.0,,
321,287,VIT,4,Ronald dos Santos Lopes,ronald-lopes,R. Lopes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Ronald Lopes,28,2.38,7.4,1.23,True,7,4.56,35,100969,6.0,33.0,39.0,6.0,4.0,23.0,,3.0,,2.0,,,,,1.0,,,,,
322,266,FLU,4,Gustavo Nonato Santana,nonato,Nonato,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Nonato,17,2.08,2.0,0.03,True,7,4.67,35,100987,3.0,15.0,16.0,1.0,5.0,15.0,1.0,,,,,,,,,,,,,
323,282,CAM,5,José Antonio dos Santos Júnior,junior-santos,J. Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Júnior Santos,16,1.97,0.0,0.0,False,5,5.89,35,101002,1.0,4.0,9.0,2.0,5.0,14.0,2.0,3.0,,,,,,,,,,,,
324,354,CEA,2,Jackson Diego Ibraim Fagundes - Ibrahim,diego,Diego,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Diego,27,5.39,2.5,0.07,True,6,9.46,35,101027,5.0,37.0,24.0,4.0,7.0,57.0,,,10.0,2.0,,,,,1.0,,,,,
325,276,SAO,5,Aldemir dos Santos Ferreira,ferreira,Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Ferreira,25,4.52,0.5,-0.1,True,7,8.31,35,101290,3.0,15.0,12.0,5.0,13.0,42.0,5.0,3.0,,3.0,,,,,2.0,,,1.0,,
326,265,BAH,5,Ademir da Silva Santos Júnior,ademir,Ademir,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Ademir,26,4.15,9.3,0.45,True,7,6.91,35,101314,7.0,28.0,25.0,13.0,13.0,42.0,1.0,6.0,,5.0,1.0,,,,,,,,,
327,266,FLU,2,Cláudio Rodrigues Gomes,guga,Guga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Guga,17,5.26,0.0,0.0,False,6,8.25,35,101319,1.0,27.0,6.0,1.0,2.0,12.0,1.0,,6.0,1.0,,,,,,,,,,
328,266,FLU,1,Marcelo de Araújo Pitaluga Filho,marcelo-pitaluga,M. Pitaluga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Marcelo Pitaluga,0,-1.0,0.0,0.0,False,6,2.53,35,101478,1.0,,,,,,,,,,,,,,,,,,,
329,287,VIT,4,João Pedro Vilardi Pinto,pepe,Pepê,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Pepê,14,2.21,0.0,0.0,False,6,4.7,35,101573,3.0,21.0,22.0,1.0,1.0,20.0,,,,,,,,,,1.0,,,,
330,264,COR,1,Hugo de Souza Nogueira,hugo-souza,H. Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Hugo Souza,24,3.8,0.0,0.0,False,6,8.66,35,101574,3.0,,,,,2.0,,,9.0,,,57.0,26.0,,,,,,,
331,267,VAS,4,Hugo Moura Arruda da Silva,hugo-moura,H. Moura,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Hugo Moura,28,2.0,2.9,0.2,True,7,4.87,35,101594,5.0,38.0,39.0,5.0,5.0,14.0,,,,1.0,,,,,,1.0,,,,1.0
332,287,VIT,2,Ramon Ramos Lima,ramon,Ramon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Ramon,19,3.79,0.2,-0.78,True,7,6.04,35,101597,5.0,33.0,29.0,1.0,5.0,15.0,,3.0,5.0,,,,,,,,,1.0,,
333,286,JUV,4,Daniel Nascimento Peixoto dos Santos,peixoto,Peixoto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Peixoto,9,3.56,0.0,0.0,False,6,4.53,35,101651,1.0,11.0,13.0,2.0,5.0,6.0,1.0,,,,,,,,1.0,,,,,
334,2305,MIR,2,Felipe Jonatan Rocha Andrade,felipe-jonatan,F. Jonatan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Felipe Jonatan,4,0.87,0.0,0.0,False,6,4.47,35,101708,,,5.0,,,,,,1.0,,,,,,,,,,,
335,264,COR,2,Matheus França Silva,matheuzinho,Matheuzinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Matheuzinho,29,5.77,0.4,-0.95,True,7,9.87,35,101727,11.0,60.0,26.0,1.0,9.0,24.0,2.0,1.0,9.0,3.0,,,,,,,,1.0,,
336,356,FOR,4,Pablo Roberto dos Santos Barbosa,pablo-roberto,P. Roberto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Pablo Roberto,5,-0.2,0.0,0.0,False,6,2.62,35,101733,,2.0,6.0,,1.0,,,,,,,,,,,1.0,,,,
337,287,VIT,2,Claudio Coelho Salvático,claudinho,Claudinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Claudinho,15,2.08,0.0,0.0,False,6,4.35,35,101752,5.0,11.0,10.0,1.0,3.0,8.0,,,3.0,,,,,,,,,,,
338,267,VAS,4,Jean David Meneses Villarroel,jean-david,J. David,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Jean David,0,0.0,0.0,0.0,False,6,3.0,35,101768,,,,,,,,,,,,,,,,,,,,
339,354,CEA,3,Willian Estefani Machado,willian-machado,W. Machado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Willian Machado,31,3.87,0.2,-0.31,True,7,5.26,35,101908,4.0,34.0,16.0,6.0,8.0,15.0,,,11.0,,,,,,1.0,,,1.0,,
340,285,INT,5,Vitor Hugo Naum dos Santos,vitinho,Vitinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Vitinho,23,4.8,7.6,-0.19,True,7,7.29,35,101960,4.0,29.0,34.0,3.0,17.0,27.0,5.0,5.0,,1.0,,,,,2.0,,,,,
341,356,FOR,3,Emanuel Fermín Brítez,britez,Brítez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Brítez,15,2.62,0.0,0.0,False,6,4.83,35,101995,9.0,19.0,18.0,1.0,3.0,15.0,,,2.0,1.0,,,,,,,,1.0,,
342,275,PAL,2,Joaquín Piquerez Moreira,piquerez,Piquerez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Piquerez,28,5.65,10.3,0.76,True,7,12.12,35,102130,2.0,40.0,9.0,7.0,16.0,16.0,3.0,,11.0,1.0,,,,,,1.0,,,1.0,1.0
343,266,FLU,1,Vitor Eudes de Souza Costa,vitor-eudes,V. Eudes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Vitor Eudes,0,0.0,0.0,0.0,False,6,2.0,35,102137,,,,,,,,,,,,,,,,,,,,
344,287,VIT,3,Lucas Halter,lucas-halter,L. Halter,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Lucas Halter,30,3.69,1.5,-0.86,True,7,4.73,35,102253,6.0,29.0,19.0,2.0,10.0,9.0,3.0,1.0,7.0,1.0,,,,,1.0,1.0,,,,
345,277,SAN,4,Benjamín Rollheiser,rollheiser,Rollheiser,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Rollheiser,32,2.93,0.4,-0.2,True,7,6.04,35,102256,7.0,22.0,35.0,13.0,16.0,36.0,1.0,3.0,,3.0,,,,,3.0,,,,,
346,282,CAM,2,Caio Fernando de Oliveira,caio-paulista,C. Paulista,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Caio Paulista,16,3.24,0.0,0.0,False,6,6.27,35,102318,2.0,12.0,9.0,2.0,4.0,6.0,,1.0,6.0,,,,,,,,,,,
347,264,COR,3,Carlos de Menezes Júnior,caca,Cacá,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Cacá,17,3.75,0.0,0.0,False,6,6.82,35,102340,4.0,15.0,17.0,2.0,2.0,15.0,2.0,,5.0,,,,,,,,,2.0,,
348,263,BOT,5,Gonzalo Mathías Mastriani Borges,mastriani,Mastriani,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Mastriani,10,0.76,0.0,0.0,False,6,3.97,35,102561,1.0,3.0,5.0,1.0,4.0,3.0,,3.0,,,,,,,,,,,,
349,276,SAO,4,Luan Vinícius da Silva Santos,luan-vinicius,L. Vinícius,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Luan Vinícius,6,0.78,0.0,0.0,False,5,3.04,35,102909,,2.0,6.0,1.0,1.0,3.0,,,,,,,,,,,,,,
350,266,FLU,5,Agustín Canobbio Graviz,canobbio,Canobbio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Canobbio,26,4.63,9.0,-0.31,True,7,8.29,35,102928,4.0,44.0,38.0,9.0,12.0,44.0,2.0,7.0,,1.0,1.0,,,,2.0,,,,,
351,275,PAL,5,Facundo Daniel Torres Pérez,facundo-torres,F. Torres,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Facundo Torres,26,3.7,0.0,-0.1,True,6,8.76,35,102950,2.0,14.0,13.0,8.0,7.0,33.0,4.0,1.0,,3.0,1.0,,,,1.0,,,1.0,,
352,277,SAN,2,Gonzalo Daniel Escobar,escobar,Escobar,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Escobar,29,4.43,3.5,0.46,True,7,8.65,35,102975,5.0,71.0,35.0,3.0,6.0,19.0,,1.0,5.0,,,,,,,1.0,,2.0,,
353,280,RBB,5,Ignacio Jesús Laquintana Marsico - Nacho,laquintana,Laquintana,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Laquintana,22,3.69,0.0,-0.25,True,6,5.61,35,103014,1.0,14.0,8.0,5.0,8.0,10.0,4.0,8.0,,3.0,,,,,,,,,,
354,277,SAN,1,Gabriel Nascimento Rezende Brazão - Resende,gabriel-brazao,G. Brazão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Gabriel Brazão,34,3.92,2.9,0.3,True,7,6.5,35,103056,2.0,1.0,,,,11.0,,,6.0,,,115.0,50.0,,,,,1.0,,
355,263,BOT,5,Christopher Ramos de la Flor,chris-ramos,C. Ramos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Chris Ramos,11,3.81,0.0,0.0,False,6,7.67,35,103179,1.0,6.0,15.0,3.0,5.0,14.0,3.0,2.0,,,,,,,1.0,1.0,,,,
356,280,RBB,4,Eric dos Santos Rodrigues,eric-ramires,E. Ramires,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Eric Ramires,29,2.62,0.0,0.0,False,5,5.25,35,103295,3.0,25.0,31.0,3.0,8.0,34.0,2.0,,,1.0,,,,,1.0,,,,,
357,292,SPT,2,Matheus Alexandre Anastácio de Souza,matheus-alexandre,M. Alexandre,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Matheus Alexandre,21,4.1,-0.3,-0.7,True,7,5.63,35,103347,7.0,41.0,24.0,3.0,5.0,12.0,,,4.0,1.0,1.0,,,,,,,1.0,,
358,356,FOR,4,Leandro Emmanuel Martínez,emmanuel-martinez,E. Martínez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Emmanuel Martínez,12,2.06,0.0,0.0,False,6,4.9,35,103388,6.0,9.0,17.0,3.0,1.0,10.0,1.0,1.0,,1.0,,,,,,,,,,
359,283,CRU,5,Kaio Jorge Pinto Ramos,kaio-jorge,K. Jorge,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Kaio Jorge,32,9.53,23.7,1.01,True,7,17.78,35,103445,4.0,22.0,36.0,20.0,28.0,43.0,21.0,7.0,,8.0,3.0,,,,5.0,1.0,,,1.0,
360,292,SPT,6,César Ricardo de Lucena,cesar-lucena,C. Lucena,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,César Lucena,4,2.98,2.66,-0.37,True,7,6.7,35,103448,,,,,,,,,,,,,,,,,,,,
361,266,FLU,3,Ignácio da Silva Oliveira,ignacio,Ignácio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Ignácio,17,3.31,5.5,0.74,True,7,6.87,35,103523,2.0,17.0,25.0,3.0,2.0,14.0,,,6.0,,1.0,,,,,1.0,,,,
362,286,JUV,5,Rafael Bilu Mudesto,rafael-bilu,R. Bilu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Rafael Bilu,11,2.21,0.0,0.0,False,6,4.19,35,103576,1.0,4.0,18.0,2.0,2.0,20.0,1.0,2.0,,,,,,,1.0,,,,,
363,265,BAH,1,Dênis de Oliveira Aguiar Júnior,denis-junior,D. Júnior,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Dênis Júnior,0,0.0,0.0,0.0,False,6,3.0,35,103662,,,,,,,,,,,,,,,,,,,,
364,266,FLU,2,Gabriel Rafael Fuentes Gómez,gabriel-fuentes,G. Fuentes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Gabriel Fuentes,11,3.22,6.4,0.99,True,6,7.04,35,103672,3.0,14.0,15.0,3.0,1.0,5.0,,,3.0,,,,,,,,,,,
