,atletas.clube_id,atletas.clube.id.full.name,atletas.posicao_id,atletas.nome,atletas.slug,atletas.apelido_abreviado,atletas.foto,atletas.apelido,atletas.jogos_num,atletas.media_num,atletas.pontos_num,atletas.variacao_num,atletas.entrou_em_campo,atletas.status_id,atletas.preco_num,atletas.rodada_id,atletas.atleta_id,CA,DS,FC,FD,FF,FS,G,I,SG,A,PS,DE,GS,V,FT,CV,DP,PC,PP,GC
228,283,CRU,5,Wanderson Maciel Sousa Campos,wanderson,Wanderson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Wanderson,27,1.91,0.0,0.0,False,6,4.66,35,93478,2.0,11.0,26.0,10.0,16.0,15.0,,6.0,,2.0,,,,,1.0,,,,,
229,267,VAS,2,Paulo Henrique de Oliveira Alves,paulo-henrique,P. Henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Paulo Henrique,24,7.52,3.8,0.74,True,7,12.7,35,93716,8.0,72.0,45.0,7.0,6.0,22.0,1.0,1.0,6.0,6.0,,,,,2.0,1.0,,1.0,,
230,263,BOT,4,Marlon Rodrigues Freitas,marlon-freitas,M. Freitas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Marlon Freitas,28,2.03,2.9,0.06,True,7,5.2,35,93790,7.0,25.0,30.0,6.0,12.0,8.0,,,,3.0,,,,,,,,,,
231,354,CEA,1,Keiller da Silva Nunes,keiller,Keiller,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Keiller,0,0.0,0.0,0.0,False,6,3.0,35,93834,,,,,,,,,,,,,,,,,,,,
232,280,RBB,1,Cleiton Schwengber,cleiton,Cleiton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Cleiton,30,4.19,4.8,-0.62,True,7,7.7,35,93882,5.0,,,,,9.0,,,7.0,,,104.0,44.0,,,,,,,
233,292,SPT,4,Matheus Leonardo Sales Cardoso,matheusinho,Matheusinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Matheusinho,19,4.05,6.4,0.71,True,7,7.72,35,93886,1.0,18.0,16.0,4.0,8.0,23.0,2.0,2.0,,4.0,,,,,,1.0,,,,
234,356,FOR,5,Breno Henrique Vasconcelos Lopes,breno-lopes,B. Lopes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Breno Lopes,25,4.71,0.0,0.0,False,6,8.11,35,93988,4.0,13.0,11.0,11.0,18.0,43.0,5.0,16.0,,3.0,,,,,1.0,,,,,
235,280,RBB,4,Matheus Fernandes Siqueira,matheus-fernandes,M. Fernandes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Matheus Fernandes,17,2.3,1.5,-0.9,True,5,4.59,35,94067,3.0,22.0,18.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,,
236,264,COR,4,Maycon de Andrade Barberan,maycon,Maycon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Maycon,23,2.35,0.0,0.0,False,6,4.38,35,94154,3.0,20.0,14.0,,6.0,5.0,3.0,,,,,,,,,,,,,
237,277,SAN,5,Guilherme Augusto Vieira dos Santos,guilherme,Guilherme,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Guilherme,28,5.48,6.9,0.7,True,6,9.81,35,94207,,34.0,13.0,13.0,24.0,51.0,4.0,13.0,,3.0,,,,,,,,,,
238,286,JUV,5,Matheus Barcelos da Silva,matheus-babi,M. Babi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Matheus Babi,16,1.77,1.3,0.03,True,6,3.66,35,94444,4.0,7.0,14.0,,5.0,13.0,2.0,4.0,,,,,,,,,,,,
239,275,PAL,4,Raphael Cavalcante Veiga,raphael-veiga,R. Veiga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Raphael Veiga,21,2.62,-0.5,-0.25,True,6,9.63,35,94509,2.0,12.0,19.0,5.0,8.0,27.0,1.0,,,2.0,1.0,,,,,,,,,
240,267,VAS,3,Lucas da Cruz Oliveira,lucas-oliveira,L. Oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Lucas Oliveira,6,1.85,0.0,0.0,False,6,4.15,35,94514,1.0,2.0,3.0,,,,,,2.0,,,,,,,,,,,
241,262,FLA,5,Pedro Guilherme Abreu dos Santos,pedro,Pedro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Pedro,21,7.74,0.0,0.0,False,5,17.97,35,94583,3.0,10.0,14.0,14.0,4.0,16.0,12.0,2.0,,6.0,2.0,,,,1.0,,,,1.0,
242,286,JUV,4,Lucas Fernandes da Silva,lucas-fernandes,L. Fernandes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Lucas Fernandes,6,2.15,2.7,0.25,True,6,4.83,35,94931,,6.0,5.0,2.0,2.0,3.0,,1.0,,,,,,,,,,,,
243,280,RBB,2,Luis Antônio da Rocha Júnior,juninho-capixaba,J. Capixaba,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Juninho Capixaba,20,6.18,1.1,0.0,True,7,10.38,35,94968,3.0,39.0,29.0,6.0,10.0,38.0,1.0,2.0,7.0,,,,,,,,,,,
244,263,BOT,3,Gabriel Henrique Feitosa da Silva,gabriel-bahia,G. Bahia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Gabriel Bahia,3,1.73,0.0,0.0,False,6,3.56,35,95106,,3.0,2.0,,1.0,1.0,,,,,,,,,,,,,,
245,354,CEA,2,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,nicolas,Nicolas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Nicolas,12,3.44,0.0,0.0,False,6,5.96,35,95127,1.0,12.0,9.0,1.0,3.0,7.0,,,4.0,,,,,,,,,,,
246,286,JUV,5,Gabriel Pereira Taliari,gabriel-taliari,G. Taliari,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Gabriel Taliari,29,4.68,0.9,-3.21,True,7,8.14,35,95131,7.0,22.0,51.0,8.0,17.0,56.0,6.0,6.0,,4.0,,,,,2.0,,,,,
247,286,JUV,4,Daniel Eduardo Giraldo Cárdenas,giraldo,Giraldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Giraldo,14,0.28,0.0,0.04,True,6,1.87,35,95354,3.0,6.0,17.0,,2.0,3.0,,1.0,,,,,,,,,,,,
248,292,SPT,4,Christian Hernando Rivera Cuéllar,rivera,Rivera,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Rivera,28,2.62,-1.1,-0.87,True,7,4.34,35,95357,7.0,56.0,66.0,,1.0,31.0,,3.0,,,,,,,,,,,,
249,277,SAN,2,Igor Vinícius de Souza,igor-vinicius,I. Vinícius,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Igor Vinícius,19,3.35,0.0,0.0,False,6,6.6,35,95466,5.0,35.0,25.0,3.0,3.0,15.0,,,2.0,,,,,,,,,,,
250,264,COR,4,Raniele Almeida Melo,raniele,Raniele,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Raniele,27,4.07,2.2,0.24,True,7,6.33,35,95556,6.0,53.0,34.0,4.0,6.0,48.0,1.0,,,1.0,,,,,,,,,,
251,356,FOR,3,Marcelo da Conceição Benevenuto Malaquias,marcelo-benevenuto,M. Benevenuto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Marcelo Benevenuto,0,0.0,0.0,0.0,False,6,5.0,35,95638,,,,,,,,,,,,,,,,,,,,
252,292,SPT,4,Lucas Kal Schenfeld Prigioli,lucas-kal,L. Kal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Lucas Kal,8,0.32,1.5,0.27,True,7,2.61,35,95662,,3.0,8.0,,,1.0,,,,,,,,,,,,,,
253,263,BOT,5,Artur Victor Guimarães,artur,Artur,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Artur,22,4.35,11.1,0.55,True,7,9.81,35,95799,3.0,11.0,13.0,7.0,14.0,23.0,4.0,2.0,,4.0,,,,,1.0,,,,,
254,267,VAS,1,Daniel Cerântula Fuzato,daniel-fuzato,D. Fuzato,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Daniel Fuzato,2,-0.7,0.0,0.0,False,6,2.04,35,95936,,,,,,,,,,,,2.0,4.0,,,,,,,
255,266,FLU,4,Vinícius Moreira de Lima,lima,Lima,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Lima,25,2.07,1.5,0.23,True,7,4.76,35,96340,2.0,6.0,18.0,4.0,9.0,28.0,2.0,1.0,,1.0,,,,,1.0,,,,,
256,264,COR,4,Charles Rigon Mattos,charles,Charles,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Charles,16,1.48,0.0,0.0,False,6,3.08,35,96342,2.0,16.0,17.0,1.0,,4.0,1.0,2.0,,,,,,,,1.0,,1.0,,
257,263,BOT,5,Carlos Joaquín Correa,joaquin-correa,J. Correa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Joaquín Correa,17,3.0,0.2,-0.73,True,7,7.7,35,96353,2.0,9.0,11.0,7.0,6.0,20.0,2.0,2.0,,,1.0,,,,1.0,,,,,
258,283,CRU,4,Matheus Fellipe Costa Pereira,matheus-pereira,M. Pereira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Matheus Pereira,32,6.98,4.7,-0.15,True,7,14.19,35,96610,6.0,40.0,34.0,20.0,20.0,103.0,6.0,7.0,,7.0,,,,,2.0,,,,,
259,262,FLA,4,Allan Rodrigues de Souza,allan,Allan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Allan,13,0.56,0.0,0.0,False,6,2.22,35,96652,2.0,5.0,19.0,2.0,2.0,7.0,,,,,,,,,,,,,,
260,276,SAO,5,Emiliano Ariel Rigoni,rigoni,Rigoni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Rigoni,8,2.26,9.5,1.61,True,6,5.54,35,96684,1.0,1.0,5.0,2.0,4.0,2.0,1.0,5.0,,1.0,,,,,1.0,1.0,,,,
261,282,CAM,2,Renzo Saravia,saravia,Saravia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Saravia,12,3.31,0.0,0.0,False,6,6.27,35,96725,2.0,8.0,15.0,,2.0,5.0,,,6.0,,,,,,,,,,,
262,287,VIT,3,Cleidson Andrade da Souza Silva,camutanga,Camutanga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Camutanga,11,3.19,0.5,-0.94,True,7,5.14,35,96793,6.0,15.0,14.0,2.0,5.0,3.0,,1.0,3.0,,,,,,,,,,,
263,287,VIT,5,Carlos Moisés de Lima,carlinhos,Carlinhos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Carlinhos,6,0.92,0.0,0.0,False,6,3.51,35,96831,2.0,1.0,8.0,,4.0,1.0,1.0,3.0,,,,,,,,1.0,,,,
264,262,FLA,2,Emerson Aparecido Leite de Souza Júnior,emerson-royal,E. Royal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Emerson Royal,13,5.78,0.0,0.0,False,6,10.19,35,96870,1.0,23.0,16.0,4.0,2.0,24.0,1.0,,3.0,1.0,,,,,,,,,,
265,286,JUV,1,Gastón Guruceaga Fagúndez,guruceaga,Guruceaga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Guruceaga,0,0.0,0.0,0.0,False,6,4.0,35,96874,,,,,,,,,,,,,,,,,,,,
266,267,VAS,3,Carlos Eccehomo Cuesta Figueroa,carlos-cuesta,C. Cuesta,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Carlos Cuesta,10,4.05,-0.3,-0.21,True,7,8.58,35,97095,2.0,10.0,12.0,2.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,1.0,,
267,284,GRE,4,Mathías Adalberto Villasanti Rolón,villasanti,Villasanti,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Villasanti,15,3.93,0.0,0.0,False,5,9.45,35,97145,5.0,42.0,24.0,,4.0,10.0,,,,,,,,,,,,,,
268,2305,MIR,5,Alesson dos Santos Batista,alesson,Alesson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Alesson,21,4.27,9.2,1.01,True,6,7.44,35,97321,1.0,16.0,25.0,4.0,8.0,18.0,5.0,9.0,,3.0,,,,,,,,,,
269,265,BAH,6,Rogério Mücke Ceni,rogerio-ceni,R. Ceni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Rogério Ceni,33,5.55,7.67,0.39,True,7,9.73,35,97341,,,,,,,,,,,,,,15.0,,,,,,
270,2305,MIR,3,João Victor Carroll Santana,joao-victor,J. Victor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,João Victor,29,3.24,8.2,0.8,True,7,4.68,35,97460,7.0,21.0,21.0,1.0,6.0,17.0,2.0,2.0,8.0,1.0,,,,,1.0,1.0,,,,
271,263,BOT,2,Fernando Marçal de Oliveira,marcal,Marçal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Marçal,12,5.79,8.0,0.25,True,6,9.64,35,97468,5.0,17.0,16.0,,1.0,6.0,3.0,,5.0,,,,,,,,,,,
272,2305,MIR,4,Shaylon Kallyson Cardozo - Cardoso,shaylon,Shaylon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Shaylon,10,1.49,0.0,0.0,False,6,4.13,35,97520,1.0,7.0,5.0,2.0,5.0,1.0,,1.0,,,,,,,,,,,,
273,264,COR,3,Félix Eduardo Torres Caicedo,felix-torres,F. Torres,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Félix Torres,9,3.72,0.0,0.0,False,6,6.74,35,97642,1.0,14.0,12.0,,2.0,1.0,,,3.0,,,,,,,,,,,
274,287,VIT,1,Thiago Couto Wenceslau,thiago-couto,T. Couto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Thiago Couto,5,5.22,-1.0,-1.55,True,7,6.06,35,97645,,,,,,,,,2.0,,,17.0,5.0,,,,,1.0,,
275,275,PAL,3,Murilo Cerqueira Paim,murilo,Murilo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Murilo,16,4.01,5.7,0.66,True,7,8.22,35,97653,6.0,19.0,24.0,1.0,4.0,5.0,1.0,,7.0,,,,,,,,,1.0,,
276,287,VIT,5,Erick de Arruda Serafim,erick,Erick,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Erick,27,4.85,8.7,1.02,True,7,7.91,35,97810,7.0,23.0,22.0,7.0,18.0,66.0,3.0,1.0,,5.0,,,,,2.0,,,,,
277,262,FLA,3,Leonardo Rech Ortiz,leo-ortiz,L. Ortiz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Léo Ortiz,26,4.77,0.0,0.0,False,6,7.09,35,97867,4.0,20.0,19.0,4.0,9.0,5.0,1.0,1.0,13.0,2.0,,,,,2.0,,,,,
278,265,BAH,2,Iago Amaral Borduchi,iago,Iago,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Iago,13,2.93,0.0,0.0,False,6,4.45,35,97868,2.0,6.0,8.0,2.0,2.0,3.0,1.0,1.0,4.0,,,,,,,,,,,
279,276,SAO,2,Maílton dos Santos de Sá,mailton,Maílton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Maílton,8,3.19,0.0,0.0,False,6,5.36,35,97898,1.0,4.0,9.0,2.0,1.0,10.0,,,3.0,,,,,,,,,,,
280,354,CEA,2,Matheus Bahia Santos,matheus-bahia,M. Bahia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Matheus Bahia,24,4.64,1.7,-0.12,True,7,8.03,35,97899,4.0,32.0,21.0,2.0,5.0,29.0,,,9.0,1.0,,,,,1.0,,,,,
281,285,INT,3,Vitor Eduardo da Silva Matos,vitao,Vitão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Vitão,27,2.78,0.8,-0.01,True,7,6.59,35,97900,4.0,22.0,20.0,5.0,6.0,2.0,,,7.0,1.0,,,,,1.0,,,,,1.0
282,265,BAH,4,Erick Luis Conrado de Carvalho,erick,Erick,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Erick,13,2.79,0.0,0.0,False,6,7.25,35,98022,3.0,19.0,13.0,,2.0,5.0,1.0,3.0,,,,,,,1.0,,,,,
283,354,CEA,5,Pedro Raul Garay da Silva,pedro-raul,P. Raul,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Pedro Raul,28,3.85,0.0,0.0,False,3,7.47,35,98225,6.0,7.0,51.0,23.0,27.0,37.0,6.0,33.0,,,,,,,2.0,,,,,
284,263,BOT,3,Bartolomeu Jacinto Quissanga,bastos,Bastos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Bastos,0,0.0,0.0,0.0,False,5,11.0,35,98280,,,,,,,,,,,,,,,,,,,,
285,287,VIT,4,Valdemir de Oliveira Soares,val-soares,V. Soares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Val Soares,0,0.0,0.0,0.0,False,6,3.0,35,98306,,,,,,,,,,,,,,,,,,,,
286,2305,MIR,5,Luiz Henrique Soares Firmino,negueba,Negueba,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Negueba,28,4.55,13.0,1.08,True,7,6.99,35,98384,3.0,25.0,17.0,8.0,12.0,42.0,6.0,5.0,,2.0,,,,,,,,,,
287,265,BAH,3,Victor Hugo Soares dos Santos,kanu,Kanu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Kanu,4,2.97,8.0,1.72,True,7,5.45,35,98484,,6.0,2.0,,,3.0,,,1.0,,,,,,,1.0,,,,
288,265,BAH,4,Jean Lucas de Souza Oliveira,jean-lucas,J. Lucas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Jean Lucas,30,4.17,2.0,-0.34,True,7,6.49,35,98517,2.0,48.0,38.0,10.0,16.0,27.0,3.0,2.0,,1.0,,,,,1.0,1.0,,1.0,,
289,356,FOR,3,Benjamín Kuščević Jaramillo,kuscevic,Kuscevic,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Kuscevic,18,3.69,0.0,0.0,False,6,6.41,35,98619,3.0,26.0,17.0,1.0,3.0,4.0,1.0,1.0,5.0,,,,,,,1.0,,,,
290,263,BOT,4,Jefferson David Savarino Quintero,savarino,Savarino,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Savarino,24,3.87,5.4,0.49,True,7,9.39,35,98672,1.0,10.0,10.0,14.0,15.0,18.0,3.0,9.0,,3.0,,,,,2.0,,,,,
291,264,COR,2,Fabrizio Germán Angileri - Fabricio,angileri,Angileri,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Angileri,26,2.9,0.0,-0.15,True,7,4.69,35,98720,4.0,27.0,16.0,1.0,4.0,5.0,,1.0,7.0,,,,,,1.0,,,1.0,,
292,262,FLA,5,Samuel Dias Lino,samuel-lino,S. Lino,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Samuel Lino,18,5.7,0.0,-0.49,True,6,12.97,35,98873,1.0,18.0,13.0,8.0,16.0,18.0,3.0,2.0,,5.0,,,,,,,,,,
293,282,CAM,5,Tomás Esteban Cuello,cuello,Cuello,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Cuello,15,4.43,0.0,0.0,False,6,8.28,35,98909,3.0,13.0,17.0,11.0,13.0,27.0,1.0,2.0,,1.0,,,,,3.0,1.0,,1.0,,
294,262,FLA,2,Matías Nicolás Viña Susperreguy,vina,Viña,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Viña,8,3.12,0.0,0.0,False,6,7.09,35,98974,1.0,4.0,5.0,,,3.0,,,4.0,,,,,,,,,,,
295,354,CEA,4,João Paulo Ferreira Lourenço,lourenco,Lourenço,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Lourenço,28,2.61,0.0,-0.06,True,6,4.34,35,99032,4.0,28.0,31.0,9.0,8.0,21.0,2.0,1.0,,1.0,,,,,,,,,1.0,
296,287,VIT,5,Lucas Braga Ribeiro,lucas-braga,L. Braga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Lucas Braga,19,2.17,0.5,-0.24,True,6,4.71,35,99119,1.0,11.0,12.0,3.0,4.0,24.0,1.0,3.0,,,,,,,1.0,,,,,
297,267,VAS,5,Pablo Vegetti,vegetti,Vegetti,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Vegetti,29,5.82,0.5,-0.35,True,6,13.26,35,99198,2.0,12.0,26.0,8.0,26.0,38.0,13.0,6.0,,1.0,,,,,2.0,,,,,1.0
298,267,VAS,2,José Luis Rodríguez Bebanz,puma-rodriguez,P. Rodríguez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Puma Rodríguez,20,3.71,0.0,0.0,False,6,5.71,35,99213,,12.0,8.0,3.0,10.0,6.0,1.0,,4.0,2.0,,,,,2.0,,,,,
299,292,SPT,5,Juan Ignacio Ramírez Polero,ignacio-ramirez,I. Ramírez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Ignacio Ramírez,8,0.68,0.0,0.0,False,6,2.17,35,99221,1.0,1.0,7.0,3.0,3.0,2.0,,,,,,,,,,,,,,
300,262,FLA,4,Diego Nicolás de la Cruz Arcosa,de-la-cruz,D. Cruz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,De la Cruz,18,2.7,5.7,0.52,True,6,8.16,35,99228,4.0,19.0,16.0,4.0,10.0,32.0,,,,,,,,,,,,,,
301,356,FOR,5,Adam Fernando Bareiro Gamarra,bareiro,Bareiro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Bareiro,16,3.85,0.0,0.0,False,6,7.04,35,99248,4.0,8.0,27.0,10.0,4.0,15.0,5.0,3.0,,,,,,,2.0,1.0,,,1.0,
302,356,FOR,4,Tomás Pochettino,pochettino,Pochettino,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Pochettino,21,4.28,0.0,0.0,False,6,11.04,35,99267,3.0,28.0,9.0,10.0,11.0,12.0,1.0,3.0,,4.0,,,,,,,,1.0,,
