,atletas.posicao_id,atletas.jogos_num,atletas.variacao_num,atletas.rodada_id,atletas.slug,atletas.preco_num,atletas.entrou_em_campo,atletas.nome,atletas.apelido_abreviado,atletas.media_num,atletas.foto,atletas.pontos_num,atletas.clube.id.full.name,atletas.atleta_id,atletas.clube_id,atletas.apelido,atletas.status_id,CA,DS,FC,FF,FS,I,SG,DE,GS,A,FD,G,PS,FT,V,CV,DP,PP,PC,GC
395,2,11,0.0,37,sant-anna,6.13,False,Ariel Agustín Sant'Anna Quintero,Sant'Anna,2.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,RBB,105213,280,Sant'Anna,5,3.0,10.0,11.0,8.0,2.0,2.0,2.0,,,,1.0,,,1.0,,,,,,
396,4,23,0.0,37,santiago-rodriguez,5.74,False,Santiago Mariano Rodríguez Molina,S. Rodríguez,3.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,BOT,105214,263,Santiago Rodríguez,3,5.0,24.0,15.0,10.0,31.0,1.0,,,,3.0,8.0,2.0,,,,,,,,
397,3,22,-0.4,37,gaston-avila,8.09,True,Gastón Luciano Ávila,G. Ávila,4.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.9,FOR,105258,356,Gastón Ávila,7,4.0,42.0,19.0,8.0,21.0,1.0,4.0,,,,5.0,,,,,,,,1.0,
398,3,23,0.0,37,ferraresi,8.76,False,Nahuel Adolfo Ferraresi Hernández,Ferraresi,5.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,SAO,105300,276,Ferraresi,6,3.0,63.0,31.0,4.0,27.0,1.0,6.0,,,3.0,,,,,,,,,,2.0
399,4,10,0.0,37,lucas-lima,2.56,False,Lucas Eduardo Lima da Silva,L. Lima,0.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,CEA,105337,354,Lucas Lima,6,,5.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
400,3,11,0.0,37,gabriel-xavier,4.51,False,Gabriel Lheman Xavier - Lhman,G. Xavier,2.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,BAH,105373,265,Gabriel Xavier,6,4.0,6.0,21.0,2.0,5.0,1.0,4.0,,,,,,,,,,,,,
401,4,15,1.01,37,carrascal,9.91,True,Jorge Andrés Carrascal Guardo,Carrascal,5.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,10.6,FLA,105436,262,Carrascal,7,4.0,19.0,21.0,12.0,20.0,,,,,5.0,1.0,2.0,,,,,,,,
402,2,26,-0.31,37,matheus-bidu,9.61,True,Matheus Lima Beltrão Oliveira Valin,M. Bidu,5.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.7,COR,105531,264,Matheus Bidu,7,8.0,34.0,22.0,8.0,65.0,7.0,10.0,,,2.0,5.0,,1.0,,,,,,,
403,5,12,0.0,37,carlos-vinicius,11.26,False,Carlos Vinícius Alves Morais,C. Vinícius,7.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,GRE,105563,284,Carlos Vinícius,3,2.0,1.0,16.0,6.0,23.0,8.0,,,,1.0,3.0,9.0,,,,1.0,,,,
404,5,24,0.0,37,lucero,6.86,False,Juan Martín Lucero,Lucero,2.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,FOR,105568,356,Lucero,6,6.0,17.0,35.0,9.0,14.0,8.0,,,,1.0,8.0,3.0,,1.0,,,,1.0,,
405,2,28,0.18,37,lucas-piton,7.87,True,Lucas Piton Crivellaro,L. Piton,4.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4.2,VAS,105584,267,Lucas Piton,7,5.0,33.0,43.0,6.0,10.0,2.0,6.0,,,8.0,1.0,1.0,,,,,,,,
406,4,8,0.0,37,roni,1.74,False,Roni Medeiros de Moura,Roni,0.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,MIR,105585,2305,Roni,6,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
407,4,24,0.0,37,mauricio,8.49,False,Maurício Magalhães Prado,Maurício,4.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,PAL,105647,275,Maurício,6,1.0,15.0,14.0,12.0,17.0,6.0,,,,6.0,7.0,3.0,,,,,,,,
408,5,23,0.02,37,talles-magno,5.58,True,Talles Magno Bacelar Martins,T. Magno,2.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.9,COR,105786,264,Talles Magno,6,2.0,15.0,23.0,10.0,31.0,9.0,,,,1.0,6.0,1.0,,1.0,,,,,,
409,3,13,-1.03,37,luan-freitas,5.94,True,Luan de Freitas Molarinho Chagas,L. Freitas,4.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,-0.3,JUV,105807,286,Luan Freitas,7,,23.0,13.0,4.0,3.0,,2.0,,,1.0,,,,1.0,,,,,,
410,3,19,0.0,37,edu,5.34,False,Lucas Eduardo Ribeiro de Souza,Edu,3.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,VIT,105842,287,Edu,6,2.0,18.0,10.0,3.0,6.0,,8.0,,,,1.0,,,,,,,,,
411,4,9,0.0,37,matheus-araujo,4.89,False,Matheus de Araújo Andrade,M. Araújo,2.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,CEA,105845,354,Matheus Araújo,6,,2.0,2.0,1.0,3.0,,,,,1.0,1.0,1.0,,,,,,,,
412,5,8,0.0,37,allanzinho,3.94,False,Allan Victor Oliveira Mota,Allanzinho,2.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,FOR,105900,356,Allanzinho,6,1.0,2.0,5.0,3.0,10.0,1.0,,,,2.0,,,1.0,,,,,,,
413,4,28,0.0,37,jose-aldo,3.86,False,José Aldo Soares de Oliveira Filho,J. Aldo,2.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,MIR,105903,2305,José Aldo,6,5.0,33.0,31.0,8.0,14.0,1.0,,,,,7.0,,,,,,,,,
414,1,14,0.18,37,rochet,8.58,True,Sergio Ramón Rochet Álvarez,Rochet,3.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.7,INT,105949,285,Rochet,7,,,,,3.0,,2.0,46.0,24.0,,,,,,,,,,,
415,3,30,0.08,37,santiago-mingo,5.03,True,Santiago Martín Ramos Mingo,S. Mingo,3.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.4,BAH,105990,265,Santiago Mingo,7,7.0,25.0,31.0,10.0,21.0,2.0,10.0,,,,4.0,,,,,1.0,,,,
416,2,17,0.0,37,ewerthon,5.98,False,Ewerthon Diógenes da Silva,Ewerthon,3.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,JUV,106082,286,Ewerthon,6,2.0,22.0,8.0,7.0,9.0,3.0,1.0,,,,2.0,1.0,,,,,,,,
417,6,30,-0.15,37,thiago-carpini,6.97,True,Thiago Carpini Barbosa,T. Carpini,4.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.1,JUV,106147,286,Thiago Carpini,7,,,,,,,,,,,,,,,7.0,,,,,
418,1,4,0.0,37,lucao,7.34,False,Lucas Alexandre Galdino de Azevedo,Lucão,5.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,RBB,106160,280,Lucão,6,1.0,,,,1.0,,1.0,21.0,9.0,,,,,,,,,,,
419,2,12,0.21,37,bruno-gomes,8.39,True,Bruno Gomes da Silva Clevelário,B. Gomes,5.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6.1,INT,106202,285,Bruno Gomes,7,2.0,20.0,16.0,3.0,12.0,,3.0,,,2.0,5.0,,,,,,,,,
420,4,27,0.46,37,marcos-antonio,4.22,True,Marcos Antônio Silva Santos,M. Antônio,1.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5.3,SAO,106294,276,Marcos Antônio,7,4.0,15.0,26.0,7.0,27.0,2.0,,,,4.0,2.0,,,,,,,,,
421,4,20,-0.32,37,caio-alexandre,4.6,True,Caio Alexandre Souza e Silva,C. Alexandre,2.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,-0.6,BAH,106323,265,Caio Alexandre,6,4.0,19.0,31.0,6.0,31.0,,,,,1.0,1.0,,,,,,,,,
422,3,7,0.0,37,eduardo-santos,8.19,False,Eduardo Gonzaga Mendes Santos,E. Santos,5.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,RBB,106434,280,Eduardo Santos,6,,10.0,1.0,,2.0,,4.0,,,,,,,,,,,,,
423,3,32,0.24,37,villalba,8.29,True,Lucas Hernán Villalba,Villalba,5.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4.7,CRU,106593,283,Villalba,7,10.0,41.0,28.0,8.0,22.0,1.0,17.0,,,,4.0,1.0,,3.0,,,,,,
424,5,19,0.0,37,leo-pereira,5.12,False,Leonardo Augusto dos Santos Pereira,L. Pereira,3.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,SPT,106681,292,Léo Pereira,6,,15.0,20.0,12.0,31.0,9.0,,,,1.0,8.0,2.0,,,,,,,1.0,
425,2,15,1.23,37,igor-formiga,10.93,True,Igor Marques Paciência Cardoso,I. Formiga,7.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,11.5,JUV,106708,286,Igor Formiga,7,1.0,46.0,19.0,5.0,11.0,,3.0,,,2.0,3.0,2.0,,,,1.0,,,,
426,4,19,1.97,37,rodrigo-nestor,8.35,True,Rodrigo Nestor Bertalia,R. Nestor,4.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,14.6,BAH,106822,265,Rodrigo Nestor,7,4.0,19.0,14.0,6.0,15.0,2.0,,,,,5.0,5.0,,1.0,,,,,,
427,2,5,0.0,37,patryck,4.86,False,Patryck Lanza dos Reis,Patryck,2.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,SAO,106829,276,Patryck,6,1.0,2.0,4.0,5.0,2.0,,1.0,,,,1.0,,,,,,,,,
428,5,18,0.04,37,paulo-baya,3.76,True,Paulo Henrique Silva Ribeiro,P. Baya,1.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.5,CEA,106918,354,Paulo Baya,7,,5.0,3.0,7.0,4.0,1.0,,,,1.0,6.0,1.0,,,,,,,,
429,1,0,0.0,37,yuri-sena,1.0,False,Yuri Sena dos Reis Batista,Y. Sena,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,VIT,107075,287,Yuri Sena,6,,,,,,,,,,,,,,,,,,,,
430,2,32,1.29,37,luciano-juba,10.47,True,Luciano Batista da Silva Júnior,L. Juba,5.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,13.2,BAH,107093,265,Luciano Juba,7,3.0,32.0,20.0,11.0,13.0,1.0,10.0,,,4.0,5.0,6.0,,,,,,,,
431,5,14,0.0,37,jeffinho,4.86,False,Jefferson Ruan Pereira dos Santos,Jeffinho,4.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,BOT,107170,263,Jeffinho,3,,12.0,10.0,3.0,8.0,1.0,,,,4.0,3.0,2.0,,,,1.0,,,,
432,4,22,0.0,37,michel-araujo,5.79,False,Michel Daryl Araújo Villar,M. Araújo,3.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,BAH,107173,265,Michel Araújo,5,3.0,19.0,15.0,9.0,12.0,1.0,,,,,2.0,4.0,,,,,,,,
433,4,24,0.36,37,bruno-tabata,5.88,True,Bruno Vinícius Souza Ramos,B. Tabata,3.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.2,INT,107174,285,Bruno Tabata,6,4.0,21.0,20.0,12.0,21.0,2.0,,,,1.0,10.0,3.0,,1.0,,1.0,,,,
434,1,5,0.0,37,matheus-donelli,4.42,False,Matheus Planelles Donelli,M. Donelli,3.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,COR,107179,264,Matheus Donelli,6,1.0,,,,1.0,,1.0,13.0,6.0,,,,,,,,,,,
435,1,14,0.0,37,leo-linck,6.56,False,Leonardo Matias Baiersdorf Linck,L. Linck,3.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,BOT,107183,263,Léo Linck,6,1.0,,,,1.0,,6.0,30.0,14.0,,,,,,,,,,,
436,1,2,0.0,37,magrao,3.44,False,Audenirton Soares da Silva,Magrão,2.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,FOR,107221,356,Magrão,6,,,,,,,,6.0,2.0,,,,,,,,,,,
437,4,11,0.0,37,danilo,8.25,False,Danilo dos Santos de Oliveira,Danilo,3.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,BOT,107231,263,Danilo,5,1.0,11.0,4.0,6.0,3.0,2.0,,,,1.0,2.0,1.0,,,,,,,,
438,2,17,0.0,37,vanderlan,5.87,False,Vanderlan Barbosa da Silva,Vanderlan,3.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,RBB,107236,280,Vanderlan,6,3.0,27.0,25.0,3.0,11.0,1.0,2.0,,,1.0,1.0,,,,,,,,,
439,5,23,-0.33,37,enio,4.28,True,Sebastião Ênio Santos de Almeida,Ênio,2.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,JUV,107516,286,Ênio,6,3.0,7.0,7.0,10.0,31.0,5.0,,,,,6.0,3.0,,1.0,,,,,,
440,2,30,0.0,37,natanael,8.7,False,Natanael Moreira Milouski,Natanael,5.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,CAM,107554,282,Natanael,6,1.0,49.0,23.0,9.0,22.0,4.0,11.0,,,,5.0,1.0,,1.0,,,,,,
441,1,0,0.0,37,adriano,1.0,False,Antônio Adriano Nascimento de Sousa,Adriano,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,SPT,107698,292,Adriano,6,,,,,,,,,,,,,,,,,,,,
442,5,32,0.63,37,chrystian-barletta,6.02,True,Chrystian Amaral Barletta de Almeida,C. Barletta,2.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5.2,SPT,107726,292,Chrystian Barletta,6,2.0,18.0,15.0,18.0,32.0,5.0,,,,,19.0,2.0,,2.0,,,,,,
443,4,14,0.0,37,praxedes,3.35,False,Bruno Conceição Praxedes,Praxedes,1.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,RBB,107744,280,Praxedes,6,3.0,5.0,11.0,7.0,13.0,,,,,,2.0,,,,,,,,,
444,1,0,0.0,37,adriel,3.0,False,Adriel Vasconcelos Ramos,Adriel,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,GRE,107748,284,Adriel,6,,,,,,,,,,,,,,,,,,,,
445,3,2,0.0,37,nata,2.43,False,Natã Felipe de Amorim Santos,Natã,1.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,JUV,107801,286,Natã,6,,2.0,1.0,,,,,,,,,,,,,,,,,
446,4,9,-0.32,37,pierre,3.45,True,Pierre Wagner Oliveira dos Santos,Pierre,1.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,FOR,107812,356,Pierre,6,2.0,12.0,13.0,2.0,6.0,,,,,,1.0,,,,,,,,,
447,1,0,0.0,37,fintelman,2.0,False,Alexandre Fintelman de Mello Ribeiro da Silva,Fintelman,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,VIT,107859,287,Fintelman,6,,,,,,,,,,,,,,,,,,,,
448,4,30,1.54,37,bobadilla,7.19,True,Damián Josué Bobadilla Benítez,Bobadilla,4.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,11.1,SAO,107873,276,Bobadilla,7,5.0,52.0,35.0,7.0,12.0,1.0,,,,2.0,8.0,4.0,,,,,,,,
449,2,9,0.0,37,hugo,5.3,False,Hugo Ferreira de Farias,Hugo,2.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,COR,107908,264,Hugo,6,1.0,8.0,4.0,1.0,8.0,1.0,2.0,,,,1.0,,,,,,,,,
450,4,15,0.0,37,fausto-vera,5.9,False,Fausto Mariano Vera,F. Vera,2.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,CAM,107950,282,Fausto Vera,6,3.0,19.0,23.0,5.0,5.0,,,,,,,1.0,,,,,,,,
451,5,22,0.0,37,carbonero,7.39,False,Johan Stiven Carbonero Balanta,Carbonero,4.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,INT,107989,285,Carbonero,6,6.0,13.0,32.0,11.0,58.0,15.0,,,,2.0,11.0,4.0,2.0,1.0,,1.0,,,,
452,5,20,0.0,37,isidro-pitta,6.43,False,Isidro Miguel Pitta Saldívar,I. Pitta,3.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,RBB,108133,280,Isidro Pitta,6,5.0,1.0,16.0,6.0,10.0,7.0,,,,1.0,3.0,7.0,,,,,,,,
453,3,0,0.0,37,gabriel-lacerda,4.0,False,Gabriel Santos Cordeiro Lacerda,G. Lacerda,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,CEA,108176,354,Gabriel Lacerda,6,,,,,,,,,,,,,,,,,,,,
454,3,20,-1.03,37,david-ricardo,4.67,True,David Ricardo Loiola da Silva,D. Ricardo,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,-1.8,BOT,108274,263,David Ricardo,7,3.0,16.0,23.0,3.0,15.0,1.0,8.0,,,1.0,1.0,2.0,,,,2.0,,,,
455,3,11,0.12,37,adonis-frias,7.13,True,Adonis Uriel Frías,A. Frías,4.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,9.2,SAN,108469,277,Adonis Frías,7,2.0,16.0,15.0,2.0,6.0,,3.0,,,,2.0,1.0,,,,,,,,
456,5,4,0.0,37,santi-moreno,5.64,False,Santiago Moreno,S. Moreno,1.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,FLU,108474,266,Santi Moreno,6,1.0,6.0,5.0,,2.0,,,,,,,,,,,,,,,
457,5,22,-0.04,37,aravena,3.74,True,Alexander Ernesto Aravena Guzmán,Aravena,2.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.8,GRE,108548,284,Aravena,6,1.0,7.0,6.0,8.0,10.0,1.0,,,,,3.0,3.0,,1.0,,,,,,
458,5,19,0.81,37,tapia,7.45,True,Gonzalo Andrés Tapia Dubournais,Tapia,4.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7.1,SAO,108588,276,Tapia,7,4.0,8.0,21.0,15.0,35.0,5.0,,,,,9.0,5.0,,,,,,,,
459,5,8,0.0,37,garre,1.83,False,Benjamín Antonio Garré,Garré,0.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,VAS,108671,267,Garré,6,1.0,1.0,6.0,,3.0,,,,,,,,,,,,,,,
460,4,23,0.0,37,emiliano-martinez,5.51,False,Emiliano Martínez Toranza,E. Martínez,2.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,PAL,108683,275,Emiliano Martínez,6,3.0,34.0,22.0,5.0,9.0,,,,,,5.0,1.0,,,,,,,,
461,5,34,-0.46,37,galeano,6.48,True,Antonio Javier Galeano Ferreira,Galeano,4.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.7,CEA,108713,354,Galeano,7,1.0,27.0,25.0,11.0,61.0,17.0,,,,3.0,14.0,7.0,,1.0,,,,,,
462,5,27,0.09,37,plata,6.27,True,Gonzalo Jordy Plata Jiménez,Plata,3.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.0,FLA,109096,262,Plata,6,,26.0,20.0,5.0,17.0,2.0,,,,1.0,7.0,4.0,,,,1.0,,,,
463,5,2,0.0,37,kike-saverio,4.56,False,Javier Enrique Delgado Saverio,K. Saverio,0.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,VIT,109138,287,Kike Saverio,6,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
464,5,23,1.1,37,erick-pulga,9.88,True,Erick da Costa Farias,E. Pulga,5.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,9.7,BAH,109401,265,Erick Pulga,7,3.0,30.0,16.0,23.0,47.0,6.0,,,,3.0,12.0,3.0,,1.0,,,,,,
465,2,3,0.0,37,weverson,2.29,False,Weverson Moreira da Costa,Weverson,0.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,FOR,109426,356,Weverson,6,,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,
466,4,30,-1.7,37,martinelli,5.86,True,Matheus Martinelli Lima,Martinelli,2.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,-0.3,FLU,109573,266,Martinelli,7,5.0,32.0,48.0,6.0,35.0,1.0,,,,2.0,2.0,2.0,,1.0,,,,,1.0,
467,5,21,0.0,37,batalla,6.5,False,Emerson Geovanny Batalla Martínez - Enmerson,Batalla,4.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,JUV,109899,286,Batalla,6,4.0,17.0,15.0,8.0,29.0,1.0,,,,1.0,8.0,4.0,,,,,,,,
468,4,9,0.0,37,monsalve,3.43,False,Miguel Ángel Monsalve Gonzáles - González,Monsalve,1.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,GRE,109966,284,Monsalve,6,2.0,3.0,9.0,1.0,9.0,,,,,1.0,1.0,,,,,,,,,
469,4,0,0.0,37,joao-neto,1.0,False,João Roberto Rota Neto,J. Neto,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,RBB,110062,280,João Neto,6,,,,,,,,,,,,,,,,,,,,
470,4,23,0.29,37,jose-martinez,3.3,True,José Andrés Martínez Torres,J. Martínez,1.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,COR,110311,264,José Martínez,6,9.0,21.0,20.0,5.0,29.0,1.0,,,,1.0,3.0,,,,,2.0,,,1.0,
