atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PS,SG,V
Christian,Christian,104502,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,2,2.0,Christian Roberto Alves Cardoso,2.8,4,7.54,2,christian,7,-0.24,,,,,1.0,2.0,,2.0,3.0,,,,,,,,,
Camilo,Camilo,104519,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,2.55,Camilo Reijers de Oliveira,0.7,4,4.32,2,camilo,7,-0.5,,1.0,,,4.0,3.0,,,2.0,,,,,,,,,
Fabrício,Fabrício,104588,RBB,280,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,Fabrício Oliveira de Souza,0.0,1,2.0,2,fabricio,6,0.0,,,,,,,,,,,,,,,,,,
Newton,Newton,104693,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,2,3.2,Newton Araújo da Costa Júnior,4.4,4,5.35,2,newton,2,0.56,,,,,4.0,2.0,,,2.0,,,,,,,,,
Juan Vojvoda,J. Vojvoda,104754,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,2,4.15,Juan Pablo Vojvoda Rizzo,3.09,6,8.06,2,juan-vojvoda,7,-0.31,,,,,,,,,,,,,,,,,,
Enzo Díaz,E. Díaz,104758,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,6.4,Enzo Hernán Díaz,3.6,2,9.36,2,enzo-diaz,7,-0.41,1.0,,,,5.0,4.0,,,3.0,,,,,,,,,
Acevedo,Acevedo,104783,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,5.55,Nicolás Brian Acevedo Tabárez,9.2,4,6.63,2,acevedo,6,1.87,,1.0,,,6.0,4.0,,1.0,1.0,1.0,,,,,,,,
Sebastián Gómez,S. Gómez,104811,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,2,1.6,Sebastián Gómez Londoño,1.2,4,3.76,2,sebastian-gomez,2,-0.21,,,,,1.0,1.0,,,4.0,,,,,,,,,
Wagner Leonardo,W. Leonardo,104994,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,2,4.45,Wagner Leonardo Calvelo de Souza,5.0,3,6.78,2,wagner-leonardo,7,0.5,,,,,6.0,3.0,,1.0,,,,,,,,,,
João Marcelo,J. Marcelo,105047,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,2,-0.15,João Marcelo Messias Ferreira,0.0,3,3.49,2,joao-marcelo,6,-0.5,,,,,,1.0,,,,,,,,,,,,
Reinier,Reinier,105068,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,1.25,Reinier Jesus Carvalho,0.8,4,3.57,2,reinier,6,-0.3,,,,,,,1.0,1.0,1.0,,,,,,,,,
Tetê,Tetê,105089,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,2,7.3,Mateus Cardoso Lemos Martins,11.3,5,12.61,2,tete,7,1.63,,,,,2.0,1.0,,3.0,3.0,,1.0,,,,,,,
Alexis Duarte,A. Duarte,105114,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1,-1.3,Alexis David Duarte Pereira,0.0,3,3.64,2,alexis-duarte,6,0.0,,1.0,,,,1.0,,,,,,,,,,,,
Villagra,Villagra,105157,INT,285,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,1,0.0,Rodrigo Román Villagra,0.0,4,6.55,2,villagra,6,0.0,,,,,,,,,,,,,,,,,,
Khellven,Khellven,105175,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,2,1.4,Khellven Douglas Silva Oliveira,2.6,2,5.77,2,khellven,7,-0.03,,,,,4.0,4.0,,,2.0,,,1.0,,,,,,
Sant Anna,S. Anna,105213,RBB,280,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,1,6.2,Ariel Agustín Sant'Anna Quintero,0.0,2,5.45,2,sant-anna,6,0.0,,,,,,,1.0,,,,,,,,,,1.0,
Santiago Rodríguez,S. Rodríguez,105214,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,2,2.85,Santiago Mariano Rodríguez Molina,0.0,4,7.36,2,santiago-rodriguez,6,-1.18,,,,,3.0,1.0,,,3.0,,,,,,,,,
Ferraresi,Ferraresi,105300,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,-0.3,Nahuel Adolfo Ferraresi Hernández,-0.3,3,6.67,2,ferraresi,6,-1.33,,,,,,1.0,,,,,,,,,,,,
Gabriel Xavier,G. Xavier,105373,BAH,265,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,0,0.0,Gabriel Lheman Xavier - Lhman,0.0,3,5.0,2,gabriel-xavier,6,0.0,,,,,,,,,,,,,,,,,,
Carrascal,Carrascal,105436,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,2,2.95,Jorge Andrés Carrascal Guardo,2.7,4,10.95,2,carrascal,6,-0.81,,,,,1.0,1.0,2.0,1.0,3.0,,,,,,,,,
Renan Peixoto,R. Peixoto,105518,CAP,293,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,0.0,Renan Peixoto Nepomuceno,0.0,5,4.0,2,renan-peixoto,6,0.0,,,,,,,,,,,,,,,,,,
Matheus Bidu,M. Bidu,105531,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,5.1,Matheus Lima Beltrão Oliveira Valin,0.0,2,9.15,2,matheus-bidu,7,0.0,,,,,2.0,,1.0,,2.0,,,,,1.0,,,,
Carlos Vinícius,C. Vinícius,105563,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,2,18.05,Carlos Vinícius Alves Morais,24.1,5,22.18,2,carlos-vinicius,7,4.06,,,,,2.0,2.0,,1.0,2.0,,4.0,,,1.0,,,,
Lucas Piton,L. Piton,105584,VAS,267,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,2,2.0,Lucas Piton Crivellaro,4.3,2,7.52,2,lucas-piton,7,0.26,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,
Maurício,Maurício,105647,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,2,5.45,Maurício Magalhães Prado,11.7,4,8.67,2,mauricio,7,2.4,,1.0,,,2.0,4.0,1.0,,2.0,,1.0,,,1.0,,,,
Walter Clar,W. Clar,105664,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,4.75,Walter David Clar Fritz,0.0,2,5.6,2,walter-clar,7,-1.0,,,,,1.0,,,,,,1.0,,,,,,,
Luan Freitas,L. Freitas,105807,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,Luan de Freitas Molarinho Chagas,0.0,3,3.0,2,luan-freitas,6,0.0,,,,,,,,,,,,,,,,,,
Edu,Edu,105842,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Lucas Eduardo Ribeiro de Souza,0.0,3,4.0,2,edu,5,0.0,,,,,,,,,,,,,,,,,,
Belezi,Belezi,105844,CAP,293,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,0.0,Lucas Belezi Barbosa,0.0,3,3.0,2,belezi,6,0.0,,,,,,,,,,,,,,,,,,
Aldo Filho,A. Filho,105903,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,2,1.55,José Aldo Soares de Oliveira Filho,3.7,4,4.41,2,aldo-filho,7,0.53,1.0,1.0,,,,3.0,,,,,,,,,,,,
Rochet,Rochet,105949,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,2.35,Sergio Ramón Rochet Álvarez,2.9,1,7.03,2,rochet,7,-0.15,,,,4.0,1.0,,,,,,,,2.0,,,,,
Santiago Mingo,S. Mingo,105990,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,0.35,Santiago Martín Ramos Mingo,0.2,3,4.49,2,santiago-mingo,7,-0.59,,,,,,1.0,,,2.0,,,,,,,,,
Coronel,Coronel,106028,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0,0.0,Carlos Miguel Coronel,0.0,1,5.0,2,coronel,6,0.0,,,,,,,,,,,,,,,,,,
Enamorado,Enamorado,106104,GRE,284,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,1,1.2,José David Enamorado Gómez,0.0,5,7.78,2,enamorado,6,0.0,,,,,,,1.0,,,,,,,,,,,
Lucão,Lucão,106160,RBB,280,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,Lucas Alexandre Galdino de Azevedo,0.0,1,4.0,2,lucao,6,0.0,,,,,,,,,,,,,,,,,,
Bruno Gomes,B. Gomes,106202,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,4.25,Bruno Gomes da Silva Clevelário,3.4,4,6.69,2,bruno-gomes,7,-0.01,,,,,4.0,2.0,,2.0,3.0,,,,,,,,,
Marcos Antônio,M. Antônio,106294,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,3.75,Marcos Antônio Silva Santos,0.0,4,7.89,2,marcos-antonio,7,-1.29,,,,,5.0,,,,,,,,,,,,,
Preciado,Preciado,106302,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,1,2.2,Ángelo Smit Preciado Quiñónez,2.2,2,7.57,2,preciado,7,-0.43,,,,,1.0,1.0,,,2.0,,,,,,,,,
Caio Alexandre,C. Alexandre,106323,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,1,0.5,Caio Alexandre Souza e Silva,0.5,4,6.11,2,caio-alexandre,6,-0.89,,,,,,,,,1.0,,,,,,,,,
Eduardo Santos,E. Santos,106434,RBB,280,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,Eduardo Gonzaga Mendes Santos,0.0,3,5.0,2,eduardo-santos,6,0.0,,,,,,,,,,,,,,,,,,
Villalba,Villalba,106593,CRU,283,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,0.0,Lucas Hernán Villalba,0.0,3,10.0,2,villalba,7,0.0,,,,,,,,,,,,,,,,,,
Igor Formiga,I. Formiga,106708,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,2,5.85,Igor Marques Paciência Cardoso,7.7,2,7.54,2,igor-formiga,7,1.23,,,,,2.0,2.0,,1.0,1.0,,1.0,,,,,,,
Rodrigo Nestor,R. Nestor,106822,BAH,265,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,1,0.0,Rodrigo Nestor Bertalia,0.0,4,5.73,2,rodrigo-nestor,6,0.0,,,,,,,,,,,,,,,,,,
Yuri Sena,Y. Sena,107075,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Yuri Sena dos Reis Batista,0.0,1,1.0,2,yuri-sena,6,0.0,,,,,,,,,,,,,,,,,,
Luciano Juba,L. Juba,107093,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,6.0,Luciano Batista da Silva Júnior,5.8,2,8.37,2,luciano-juba,7,0.47,,,,,5.0,1.0,1.0,2.0,4.0,,,,,,,,,
Jeffinho,Jeffinho,107170,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,Jefferson Ruan Pereira dos Santos,0.0,5,5.0,2,jeffinho,6,0.0,,,,,,,,,,,,,,,,,,
Patrick de Paula,P. Paula,107172,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,2,3.2,Patrick de Paula Carreiro,4.6,4,5.35,2,patrick-de-paula,7,0.63,,1.0,,,2.0,2.0,,5.0,2.0,,,,,,,,,
Michel Araújo,M. Araújo,107173,BAH,265,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,1,-3.1,Michel Daryl Araújo Villar,0.0,4,3.82,2,michel-araujo,6,0.0,,,1.0,,,2.0,,,1.0,,,,,,,,,
Bruno Tabata,B. Tabata,107174,INT,285,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,1,0.5,Bruno Vinícius Souza Ramos,0.0,4,4.27,2,bruno-tabata,6,0.0,,,,,,1.0,,1.0,,,,,,,,,,
Matheus Donelli,M. Donelli,107179,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,0.0,Matheus Planelles Donelli,0.0,1,3.0,2,matheus-donelli,2,0.0,,,,,,,,,,,,,,,,,,
Léo Linck,L. Linck,107183,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,Leonardo Matias Baiersdorf Linck,0.0,1,6.0,2,leo-linck,7,0.0,,,,,,,,,,,,,,,,,,
Danilo,Danilo,107231,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,2,16.85,Danilo dos Santos de Oliveira,16.5,4,16.61,2,danilo,7,2.4,,,,,1.0,1.0,,,1.0,,4.0,,,,,,,
Vanderlan,Vanderlan,107236,RBB,280,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,Vanderlan Barbosa da Silva,0.0,2,5.0,2,vanderlan,5,0.0,,,,,,,,,,,,,,,,,,
João Paulo,J. Paulo,107453,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,1,7.0,João Paulo Silveira dos Santos,0.0,3,4.91,2,joao-paulo,7,0.0,1.0,,,,1.0,,,,1.0,,,,,,,,,
Ênio,Ênio,107516,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,0.0,Sebastião Ênio Santos de Almeida,0.0,5,4.0,2,enio,6,0.0,,,,,,,,,,,,,,,,,,
Natanael,Natanael,107554,CAM,282,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,0.0,Natanael Moreira Milouski,0.0,2,7.0,2,natanael,6,0.0,,,,,,,,,,,,,,,,,,
Eduardo Melo,E. Melo,107700,REM,364,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,1,1.4,Eduardo de Queiroz Melo,0.0,5,2.13,2,eduardo-melo,6,0.0,,,,,1.0,,,,,,,,,1.0,,,,
Praxedes,Praxedes,107744,RBB,280,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,Bruno Conceição Praxedes,0.0,4,4.0,2,praxedes,6,0.0,,,,,,,,,,,,,,,,,,
Fintelman,Fintelman,107859,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Alexandre Fintelman de Mello Ribeiro da Silva,0.0,1,2.0,2,fintelman,5,0.0,,,,,,,,,,,,,,,,,,
Bobadilla,Bobadilla,107873,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,5.65,Damián Josué Bobadilla Benítez,5.1,4,10.33,2,bobadilla,7,-0.03,,,,,7.0,5.0,2.0,,,,,,,1.0,,,,
Hugo,Hugo,107908,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,0.0,Hugo Ferreira de Farias,0.0,2,4.0,2,hugo,5,0.0,,,,,,,,,,,,,,,,,,
Terán,Terán,107985,CAP,293,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,1,7.7,Carlos Terán Díaz,0.0,3,5.97,2,teran,6,0.0,,,,,2.0,1.0,,,,,,,,,,,1.0,
Carbonero,Carbonero,107989,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,5.45,Johan Stiven Carbonero Balanta,10.4,5,9.41,2,carbonero,7,1.87,1.0,,,,1.0,1.0,2.0,1.0,3.0,,,,,,,,,
Garcez,Garcez,108131,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,1,1.5,Maurício Garcez de Jesus,1.5,5,3.93,2,garcez,6,-0.07,,,,,,2.0,,2.0,1.0,,,,,,,,,
Isidro Pitta,I. Pitta,108133,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,1,-0.6,Isidro Miguel Pitta Saldívar,-0.6,5,5.71,2,isidro-pitta,6,-1.29,,,,,,2.0,,,,,,,,,,,,
Nardoni,Nardoni,108162,GRE,284,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,0.0,Juan Ignacio Martín Nardoni,0.0,4,10.0,2,nardoni,6,0.0,,,,,,,,,,,,,,,,,,
David Ricardo,D. Ricardo,108274,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,David Ricardo Loiola da Silva,0.0,3,7.0,2,david-ricardo,6,0.0,,,,,,,,,,,,,,,,,,
Adonis Frías,A. Frías,108469,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1,-0.1,Adonis Uriel Frías,-0.1,3,5.04,2,adonis-frias,5,-0.96,,1.0,,,,1.0,1.0,,,,,,,,,,,
Santi Moreno,S. Moreno,108474,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,-0.15,Santiago Moreno,0.0,5,2.77,2,santi-moreno,6,-0.4,,,,,,1.0,,,,,,,,,,,,
Aravena,Aravena,108548,GRE,284,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,0.0,Alexander Ernesto Aravena Guzmán,0.0,5,4.0,2,aravena,6,0.0,,,,,,,,,,,,,,,,,,
Tapia,Tapia,108588,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,2.1,Gonzalo Andrés Tapia Dubournais,2.7,5,5.46,2,tapia,6,0.02,,,,,2.0,3.0,,2.0,1.0,,,,,,,,,
Emiliano Martínez,E. Martínez,108683,PAL,275,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,Emiliano Martínez Toranza,0.0,4,5.0,2,emiliano-martinez,6,0.0,,,,,,,,,,,,,,,,,,
Galeano,Galeano,108713,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,2,1.2,Antonio Javier Galeano Ferreira,1.2,5,6.39,2,galeano,6,-0.58,,,,,,,2.0,,,,,,,,,,,
Plata,Plata,109096,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,1,10.6,Gonzalo Jordy Plata Jiménez,0.0,5,9.44,2,plata,6,0.0,,,,,,1.0,2.0,,1.0,,1.0,,,,,,,
Tiago Cóser,T. Cóser,109127,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,2,0.75,Tiago Cóser,0.0,3,1.86,2,tiago-coser,7,-0.3,,,,,1.0,,,,,,,,,,,,,
Kike Saverio,K. Saverio,109138,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Javier Enrique Delgado Saverio,0.0,5,5.0,2,kike-saverio,6,0.0,,,,,,,,,,,,,,,,,,
Rafael Carvalheira,R. Carvalheira,109336,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,5.3,Rafael dos Santos Carvalheira Natividade,1.4,4,5.9,2,rafael-carvalheira,7,-0.6,,,,,2.0,4.0,,1.0,,,1.0,,,,,,,
Erick Pulga,E. Pulga,109401,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,2.15,Erick da Costa Farias,0.9,5,8.37,2,erick-pulga,7,-1.0,,1.0,,,1.0,3.0,2.0,1.0,3.0,,,,,,,,,
Martinelli,Martinelli,109573,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,1.8,Matheus Martinelli Lima,1.9,4,7.44,2,martinelli,7,-0.52,,,,,1.0,3.0,1.0,1.0,2.0,,,,,,,,,
Monsalve,Monsalve,109966,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,1,0.4,Miguel Ángel Monsalve Gonzáles - González,0.4,4,4.38,2,monsalve,5,-0.62,,,,,,2.0,,,2.0,,,,,,,,,
José Martínez,J. Martínez,110311,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,0.0,José Andrés Martínez Torres,0.0,4,6.0,2,jose-martinez,6,0.0,,,,,,,,,,,,,,,,,,
Bernabéi,Bernabéi,110426,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,0.8,Alexandro Ezequiel Bernabéi,0.6,2,8.31,2,bernabei,7,-1.04,,1.0,,,2.0,3.0,1.0,,1.0,,,,,2.0,1.0,,,
Abel Ferreira,A. Ferreira,110506,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,2,7.05,Abel Fernando Moreira Ferreira,10.45,6,12.48,2,abel-ferreira,7,1.38,,,,,,,,,,,,,,,,,,1.0
Aguirre,Aguirre,110510,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,1.75,Braian Aguirre Nahuel,0.8,2,4.57,2,aguirre,6,-0.47,,,,,2.0,1.0,,1.0,,,,,,,,,,
