atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PS,SG,V
Rezende,Rezende,90449,BAH,265,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,0,0.0,Júlio César de Rezende Miranda,0.0,4,3.0,2,rezende,6,0.0,,,,,,,,,,,,,,,,,,
Arthur Melo,A. Melo,90532,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,2,5.85,Arthur Henrique Ramos de Oliveira Melo,6.0,4,10.43,2,arthur-melo,7,0.25,,,,,6.0,1.0,,,6.0,,,,,,,,,
Caíque,Caíque,90588,VIT,287,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,1.3,Caique de Jesus Gonçalves,2.2,4,5.0,2,caique,6,-0.05,,,,,1.0,4.0,,1.0,3.0,,,,,,,,,
Chico da Costa,C. Costa,90608,CRU,283,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,0.0,Francisco da Costa Aragão,0.0,5,5.0,2,chico-da-costa,5,0.0,,,,,,,,,,,,,,,,,,
Matheuzinho,Matheuzinho,90703,VIT,287,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,2.0,Matheus Martins Fogaça de Paulo,0.0,4,5.44,2,matheuzinho,6,-0.87,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,
Luiz Fernando,L. Fernando,90715,CAP,293,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,1,-0.3,Luiz Fernando Moraes dos Santos,0.0,5,3.99,2,luiz-fernando,6,0.0,,,,,,1.0,,,,,,,,,,,,
Fabrício Bruno,F. Bruno,90768,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,2,2.65,Fabrício Bruno Soares de Faria,4.8,3,10.03,2,fabricio-bruno,7,0.04,,1.0,,,3.0,,,1.0,2.0,,,,,,,,,
Klaus,Klaus,90846,REM,364,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0,0.0,William Klaus - Willian,0.0,3,4.0,2,klaus,6,0.0,,,,,,,,,,,,,,,,,,
Carlos Eduardo,C. Eduardo,90917,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,0.8,Carlos Eduardo Ferreira de Souza,0.8,5,4.52,2,carlos-eduardo,6,-0.48,,,,,,,,,2.0,,,,,2.0,,,,
Zé Marcos,Z. Marcos,90943,VIT,287,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,2.75,José Marcos Alves Luis,1.4,3,5.14,2,ze-marcos,6,-0.39,,,,,1.0,5.0,,,1.0,,,,,,,,1.0,
Ronaldo,Ronaldo,91101,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,3.55,Ronaldo de Oliveira Strada,2.9,1,6.29,2,ronaldo,7,-0.09,,,,7.0,,,,,,,,,2.0,,,,,
Kaio,Kaio,91158,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,Kaio Fernando da Silva Pantaleão,0.0,3,7.0,2,kaio,6,0.0,,,,,,,,,,,,,,,,,,
Rodrigues,Rodrigues,91251,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,2.0,Antônio Josenildo Rodrigues de Oliveira,2.0,3,4.11,2,rodrigues,6,0.11,,,,,1.0,,,,1.0,,,,,,,,,
Erick Pulgar,E. Pulgar,91473,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,2,1.55,Erick Antonio Pulgar Farfán,-0.4,4,8.05,2,erick-pulgar,6,-1.36,,,,,2.0,3.0,,,2.0,,,,,,,,,
Arboleda,Arboleda,91573,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,5.55,Robert Abel Arboleda Escobar,3.6,3,10.29,2,arboleda,7,-0.52,,,,,8.0,3.0,,,,,,,,,,,,
Rony,Rony,91607,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1,0.2,Ronielson da Silva Barbosa,0.2,5,6.85,2,rony,7,-1.15,,1.0,,,,1.0,,,3.0,,,,,,,,,
Igor Cariús,I. Cariús,91639,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Igor Aquino da Silva,0.0,2,3.0,2,igor-carius,7,0.0,,,,,,,,,,,,,,,,,,
Marlon,Marlon,91706,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,2,4.5,Marlon Rodrigues Xavier,4.4,2,8.25,2,marlon,7,0.09,,,,,6.0,3.0,,,2.0,,,,,1.0,,,,
David Duarte,D. Duarte,91772,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,2.6,David de Duarte Macedo,4.3,3,5.01,2,david-duarte,7,0.6,,,,,4.0,2.0,,,,,,,,2.0,,,,
Zé Ivaldo,Z. Ivaldo,91866,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,0.0,José Ivaldo Almeida Silva,0.0,3,6.0,2,ze-ivaldo,6,0.0,,,,,,,,,,,,,,,,,,
Pavón,Pavón,91908,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,2,1.45,Cristian David Pavón,0.0,5,5.13,2,pavon,6,-0.8,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,
Lyanco,Lyanco,92087,CAM,282,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,0.0,Lyanco Evangelista Silveira Neves Vojnovic,0.0,3,9.0,2,lyanco,5,0.0,,,,,,,,,,,,,,,,,,
Arthur Cabral,A. Cabral,92171,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,2,8.0,Arthur Mendonça Cabral,8.9,5,10.19,2,arthur-cabral,7,1.15,1.0,,,,,3.0,,3.0,3.0,,1.0,,,,,,,
Jair Ventura,J. Ventura,92180,VIT,287,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,6.33,Jair Ventura,3.41,6,7.18,2,jair-ventura,6,-0.16,,,,,,,,,,,,,,,,,,1.0
Juninho,Juninho,92182,INT,285,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,0,0.0,José Carlos Ferreira Júnior,0.0,3,5.0,2,juninho,6,0.0,,,,,,,,,,,,,,,,,,
Odair Hellmann,O. Hellmann,92273,CAP,293,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,1,8.09,Odair Hellmann,0.0,6,6.93,2,odair-hellmann,7,0.0,,,,,,,,,,,,,,,,,,1.0
André Ramalho,A. Ramalho,92440,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,0.0,André Ramalho Silva,0.0,3,6.0,2,andre-ramalho,6,0.0,,,,,,,,,,,,,,,,,,
Raul,Raul,92496,CAP,293,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,0.0,Raul Lô Gonçalves,0.0,4,4.0,2,raul,6,0.0,,,,,,,,,,,,,,,,,,
Renato Kayzer,R. Kayzer,92696,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,1,10.4,Renato Kayzer de Souza,0.0,5,8.56,2,renato-kayzer,5,0.0,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,
Bruno Rodrigues,B. Rodrigues,92811,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,1,0.0,Bruno Rafael Rodrigues do Nascimento,0.0,5,3.39,2,bruno-rodrigues,6,-0.61,,,,,,,,,,,,,,,,,,
Borré,Borré,92854,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,5.55,Rafael Santos Borré Maury,8.7,5,8.78,2,borre,6,1.39,,,,,,3.0,2.0,1.0,2.0,,1.0,,,2.0,,,,
Ronaldo,Ronaldo,92981,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,0.45,Ronaldo da Silva Souza Guerrero,0.7,4,2.39,2,ronaldo,7,-0.13,,1.0,,,1.0,4.0,,2.0,,,,,,,,,,
João Basso,J. Basso,93372,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1,2.3,João Othávio Basso,2.3,3,4.22,2,joao-basso,7,0.22,,,,,1.0,,,1.0,,,,,,,,,,
Cantalapiedra,Cantalapiedra,93411,VIT,287,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,2.5,Aitor Cantalapiedra Fernández,4.5,4,6.37,2,cantalapiedra,6,0.47,,,,,2.0,3.0,1.0,1.0,2.0,,,,,1.0,,,,
Wanderson,Wanderson,93478,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,2,1.35,Wanderson Maciel Sousa Campos,1.8,5,5.04,2,wanderson,6,-0.18,,,,,,3.0,,4.0,1.0,,,,,1.0,,,,
Paulo Henrique,P. Henrique,93716,VAS,267,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,0.0,Paulo Henrique de Oliveira Alves,0.0,2,10.0,2,paulo-henrique,6,0.0,,,,,,,,,,,,,,,,,,
Marlon Freitas,M. Freitas,93790,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,2,1.3,Marlon Rodrigues Freitas,1.2,4,7.16,2,marlon-freitas,7,-0.69,,,,,2.0,1.0,,,,,,,,1.0,,,,
Cleiton,Cleiton,93882,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,2,6.95,Cleiton Schwengber,6.3,1,8.91,2,cleiton,7,0.52,,,,3.0,,,,,,,,,,,,,2.0,
Breno Lopes,B. Lopes,93988,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,2,6.15,Breno Henrique Vasconcelos Lopes,11.2,5,9.08,2,breno-lopes,7,2.15,,,,,1.0,,1.0,1.0,2.0,,1.0,,,2.0,,,,
Matheus Fernandes,M. Fernandes,94067,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,2,1.55,Matheus Fernandes Siqueira,2.8,4,4.42,2,matheus-fernandes,6,0.22,,1.0,,,1.0,2.0,,4.0,,,,,,,,,,
Maycon,Maycon,94154,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,2.6,Maycon de Andrade Barberan,2.7,4,6.46,2,maycon,7,-0.14,,,,,3.0,2.0,,1.0,1.0,,,,,,,,,
Perotti,Perotti,94286,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,0.0,Pedro Henrique Perotti,0.0,5,4.0,2,perotti,6,0.0,,,,,,,,,,,,,,,,,,
Lucas Oliveira,L. Oliveira,94514,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Lucas da Cruz Oliveira,0.0,3,4.0,2,lucas-oliveira,6,0.0,,,,,,,,,,,,,,,,,,
Pedro,Pedro,94583,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,2,3.3,Pedro Guilherme Abreu dos Santos,0.2,5,16.2,2,pedro,6,-2.41,1.0,,,,1.0,3.0,,,2.0,,,,,,,,,
Lucas Paquetá,L. Paquetá,94930,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,1,5.6,Lucas Tolentino Coelho de Lima,5.6,4,17.27,2,lucas-paqueta,6,-0.73,,1.0,,,3.0,3.0,1.0,1.0,2.0,,,,,,,,,
Juninho Capixaba,J. Capixaba,94968,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,2,12.55,Luis Antônio da Rocha Júnior,8.9,2,13.54,2,juninho-capixaba,7,0.5,,,,,3.0,4.0,,1.0,,1.0,1.0,,,,,,2.0,
Marcinho,Marcinho,95332,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,1.7,Márcio Antônio de Sousa Júnior,1.8,5,3.1,2,marcinho,7,0.08,,,,,1.0,1.0,,1.0,3.0,,,,,1.0,,,,
Cassierra,Cassierra,95362,CAM,282,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,0.0,Zander Mateo Casierra Cabezas,0.0,5,10.0,2,cassierra,6,0.0,,,,,,,,,,,,,,,,,,
Igor Vinícius,I. Vinícius,95466,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1,5.5,Igor Vinícius de Souza,0.0,2,7.66,2,igor-vinicius,7,0.0,1.0,,,,,,,,1.0,,,,,,,,,
Pedro Henrique,P. Henrique,95550,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Pedro Henrique Alves de Almeida,0.0,5,3.0,2,pedro-henrique,6,0.0,,,,,,,,,,,,,,,,,,
Sávio,Sávio,95555,REM,364,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0,0.0,Sávio Antônio Alves,0.0,2,4.0,2,savio,5,0.0,,,,,,,,,,,,,,,,,,
Raniele,Raniele,95556,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,11.4,Raniele Almeida Melo,0.0,4,9.72,2,raniele,7,0.0,,1.0,,,8.0,3.0,,1.0,1.0,,,,,,,,,
Bruno Leonardo,B. Leonardo,95620,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,1,0.5,Bruno Leonardo dos Santos Covas,0.5,3,2.72,2,bruno-leonardo,6,-0.28,,,,,,,,,1.0,,,,,,,,,
Artur,Artur,95799,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,2,5.0,Artur Victor Guimarães,2.0,5,8.57,2,artur,7,-0.78,,,,,,1.0,,1.0,3.0,,1.0,,,,,,,
Daniel Fuzato,D. Fuzato,95936,VAS,267,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,0.0,Daniel Cerântula Fuzato,0.0,1,2.0,2,daniel-fuzato,6,0.0,,,,,,,,,,,,,,,,,,
Lima,Lima,96340,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,1,-1.3,Vinícius Moreira de Lima,-1.3,4,4.61,2,lima,6,-1.39,,1.0,,,,1.0,,,,,,,,,,,,
Charles,Charles,96342,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,0.0,Charles Rigon Mattos,0.0,4,4.0,2,charles,6,0.0,,,,,,,,,,,,,,,,,,
Joaquín Correa,J. Correa,96353,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,Carlos Joaquín Correa,0.0,5,8.0,2,joaquin-correa,5,0.0,,,,,,,,,,,,,,,,,,
Renan Lodi,R. Lodi,96591,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,6.95,Renan Augusto Lodi dos Santos,2.7,2,11.84,2,renan-lodi,7,-1.09,1.0,2.0,,,6.0,5.0,,1.0,6.0,,,,,4.0,,,,
Matheus Pereira,M. Pereira,96610,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,2,8.2,Matheus Fellipe Costa Pereira,12.7,4,18.82,2,matheus-pereira,7,1.16,,1.0,,,2.0,2.0,2.0,2.0,6.0,,1.0,,,,,,,
Allan,Allan,96652,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,Allan Rodrigues de Souza,0.0,4,5.0,2,allan,6,0.0,,,,,,,,,,,,,,,,,,
Camutanga,Camutanga,96793,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,1,9.5,Cleidson Andrade da Souza Silva,0.0,3,7.42,2,camutanga,6,0.0,,,,,1.0,,1.0,1.0,2.0,,,,,,,,1.0,
Carlinhos,Carlinhos,96831,REM,364,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0,0.0,Carlos Moisés de Lima,0.0,5,4.0,2,carlinhos,7,0.0,,,,,,,,,,,,,,,,,,
Emerson Royal,E. Royal,96870,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,1,2.0,Emerson Aparecido Leite de Souza Júnior,2.0,2,4.96,2,emerson-royal,6,-0.04,,,,,1.0,,,,1.0,,,,,,,,,
Carlos Cuesta,C. Cuesta,97095,VAS,267,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,2,-0.1,Carlos Eccehomo Cuesta Figueroa,0.9,3,6.36,2,carlos-cuesta,7,-0.62,,,,,2.0,5.0,,1.0,1.0,,,1.0,,,,,,
Villasanti,Villasanti,97145,GRE,284,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,0.0,Mathías Adalberto Villasanti Rolón,0.0,4,7.0,2,villasanti,6,0.0,,,,,,,,,,,,,,,,,,
Alesson,Alesson,97321,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,2,7.1,Alesson dos Santos Batista,4.5,5,9.03,2,alesson,6,-0.1,1.0,,,,4.0,1.0,1.0,1.0,3.0,,,,,,,,,
Rogério Ceni,R. Ceni,97341,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,4.95,Rogério Mücke Ceni,4.72,6,10.65,2,rogerio-ceni,7,-0.17,,,,,,,,,,,,,,,,,,1.0
Victor Caetano,V. Caetano,97432,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,4.0,Victor Henrique Carvalho Caetano,5.0,3,4.37,2,victor-caetano,7,0.86,,,,,5.0,,,,1.0,,,,,,,,,
João Victor,J. Victor,97460,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,2,2.95,João Victor Carroll Santana,4.4,3,5.92,2,joao-victor,6,0.48,1.0,,,,1.0,2.0,,,,,,,,,,,,
Marçal,Marçal,97468,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,1,8.0,Fernando Marçal de Oliveira,0.0,2,7.71,2,marcal,5,0.0,,,,,2.0,,,,,,,,,,,,1.0,
Shaylon,Shaylon,97520,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Shaylon Kallyson Cardozo - Cardoso,0.0,4,5.0,2,shaylon,7,0.0,,,,,,,,,,,,,,,,,,
Félix Torres,F. Torres,97642,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,-0.05,Félix Eduardo Torres Caicedo,0.0,3,2.83,2,felix-torres,6,-0.41,,,,,,2.0,,,1.0,,,,,,,,,
Thiago Couto,T. Couto,97645,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Thiago Couto Wenceslau,0.0,1,3.0,2,thiago-couto,6,0.0,,,,,,,,,,,,,,,,,,
Murilo,Murilo,97653,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,2,7.55,Murilo Cerqueira Paim,16.0,3,9.1,2,murilo,7,3.69,1.0,,,,2.0,3.0,,,,,1.0,,,,,,,
Giovanni Pavani,G. Pavani,97735,REM,364,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,1,1.5,Giovanni Fernando Confreste Pavani - Cofreste,0.0,4,2.98,2,giovanni-pavani,6,0.0,,,,,1.0,,,,,,,,,,,,,
Marcelinho,Marcelinho,97795,REM,364,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,1,0.0,Marcelo Rodrigues Souza,0.0,2,2.45,2,marcelinho,6,0.0,,,,,,,,,,,,,,,,,,
Erick,Erick,97810,VIT,287,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,6.5,Erick de Arruda Serafim,0.5,5,8.75,2,erick,6,-1.36,2.0,,,,,,,2.0,3.0,,,,,1.0,,,,
Léo Ortiz,L. Ortiz,97867,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,2,1.2,Leonardo Rech Ortiz,2.7,3,9.22,2,leo-ortiz,6,-0.49,,,,,2.0,2.0,,,,,,,,,,,,
Iago,Iago,97868,BAH,265,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,0,0.0,Iago Amaral Borduchi,0.0,2,4.0,2,iago,6,0.0,,,,,,,,,,,,,,,,,,
Jacy,Jacy,97878,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,2,0.35,Jacy Maranhão Oliveira,-1.3,3,2.37,2,jacy,6,-0.79,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,
Vitão,Vitão,97900,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,Vitor Eduardo da Silva Matos,0.0,3,9.0,2,vitao,6,0.0,,,,,,,,,,,,,,,,,,
Riccieli,Riccieli,97906,VIT,287,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,3.5,Riccieli Eduardo da Silva Júnior,2.0,3,4.85,2,riccieli,6,-0.18,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,
Lucas Silva,L. Silva,97911,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Lucas Rodrigues da Silva,0.0,5,4.0,2,lucas-silva,6,0.0,,,,,,,,,,,,,,,,,,
Marcos Vinícius,M. Vinícius,97969,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,1,-1.3,Marcos Vinícius da Silva Santos,0.0,2,2.0,2,marcos-vinicius,7,0.0,,1.0,,,,1.0,,,,,,,,,,,,
