atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Neymar,Neymar,63007,SAN,277,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,9,10.02,Neymar da Silva Santos Júnior,0.0,4,21.85,22,neymar,7,0.0,1.0,6.0,,,,6.0,12.0,8.0,11.0,40.0,,6.0,,,7.0,,,,,
Rafael Tolói,R. Tolói,63008,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,6,4.1,Rafael Toloi,0.0,3,6.92,22,rafael-toloi,5,0.0,,3.0,,,,11.0,8.0,1.0,1.0,3.0,,,,,,,,,2.0,
Marcos Rocha,M. Rocha,63013,GRE,284,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,4,0.8,Marcos Luis Rocha Aquino,0.0,2,5.95,22,marcos-rocha,6,0.0,,,,,,2.0,1.0,,,1.0,,,,,,,,,,
Edenílson,Edenílson,63289,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,14,3.2,Edenílson Andrade dos Santos,0.0,4,6.15,22,edenilson,6,0.0,2.0,1.0,,,,6.0,10.0,2.0,2.0,4.0,,3.0,,,1.0,,,,,
Rodrigo Moledo,R. Moledo,63354,CFC,294,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,3,5.57,Rodrigo Modesto da Silva Moledo,1.2,3,6.53,22,rodrigo-moledo,2,-0.87,,,,,,2.0,1.0,,,2.0,,1.0,,,,,,,1.0,
Alan Patrick,A. Patrick,68685,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,17,3.86,Alan Patrick Lourenço,2.0,4,7.28,22,alan-patrick,7,-0.7,,1.0,,,,13.0,6.0,2.0,12.0,26.0,,3.0,,,,,,,,
Eduardo,Eduardo,68708,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,14,2.33,Carlos Eduardo de Oliveira Alves,0.8,4,5.41,22,eduardo,6,-0.09,,1.0,1.0,,,8.0,10.0,2.0,6.0,9.0,,2.0,,,,,,,,
Rafael Santos,R. Santos,68822,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,4,3.75,Rafael de Carvalho Santos,0.0,1,4.94,22,rafael-santos,6,0.0,,,,20.0,,,,,,,,,,11.0,,,,,,
Marcelo Lomba,M. Lomba,68872,PAL,275,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,1,8.9,Marcelo Lomba do Nascimento,0.0,1,7.08,22,marcelo-lomba,6,0.0,,,,3.0,,,,,,,,,,,,,,,1.0,
Dudu,Dudu,68920,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,13,2.57,Eduardo Pereira Rodrigues,0.0,5,6.16,22,dudu,6,0.0,,,,,,2.0,2.0,6.0,4.0,9.0,,2.0,,,,,,,,
Rafael,Rafael,68928,SAO,276,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,21,3.39,Rafael Pires Monteiro,1.9,1,7.39,22,rafael,7,-0.5,,1.0,,58.0,,,,,,3.0,,,,25.0,,,,,4.0,
Giovanni Augusto,G. Augusto,68938,CHA,315,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,13,1.88,Giovanni Augusto Oliveira Cardoso,2.3,4,3.81,22,giovanni-augusto,7,-0.45,1.0,1.0,,,,7.0,7.0,2.0,1.0,18.0,,,,,1.0,,,,,
Marinho,Marinho,68952,VIT,287,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,7,2.06,Mário Sérgio Santos Costa,3.9,5,5.27,22,marinho,6,0.54,,,,,,6.0,4.0,1.0,2.0,8.0,,,,,2.0,,,,,
Willian José,W. José,68996,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,20,2.45,Willian José da Silva,0.5,5,7.29,22,willian-jose,6,-0.07,2.0,,,,,3.0,12.0,5.0,7.0,5.0,1.0,3.0,,,,,1.0,1.0,,
Santos,Santos,69012,CAP,293,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,19,4.25,Aderbar Melo dos Santos Neto,0.0,1,9.22,22,santos,7,0.0,,2.0,,49.0,,,,,,2.0,,,,17.0,,,,,7.0,
Allan,Allan,69140,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,10,2.03,Allan Marques Loureiro,0.0,4,4.48,22,allan,5,0.0,,3.0,,,,15.0,11.0,,2.0,5.0,,,,,,,,,,
Gabriel Paulista,G. Paulista,69208,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,16,4.56,Gabriel Armando de Abreu,4.8,3,9.34,22,gabriel-paulista,7,0.37,,4.0,,,,16.0,13.0,1.0,10.0,9.0,,1.0,,,,,,,7.0,
Danilo,Danilo,69783,FLA,262,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,6,1.4,Danilo Luiz da Silva,0.0,3,5.3,22,danilo,6,0.0,,,1.0,,,4.0,3.0,,1.0,1.0,,,,,,,,,1.0,
Lucas Moura,L. Moura,70164,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,8,2.32,Lucas Rodrigues Moura da Silva,0.0,4,7.5,22,lucas-moura,5,0.0,1.0,,,,,,5.0,2.0,2.0,6.0,,1.0,,,,,,,,
Eduardo Sasha,E. Sasha,70360,RBB,280,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,16,1.02,Eduardo Colcenti Antunes,0.7,5,4.09,22,eduardo-sasha,7,-0.12,,,,,,5.0,2.0,6.0,5.0,13.0,,,,,3.0,,2.0,,,
Gabriel,Gabriel,70449,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,3,0.9,Gabriel Vasconcelos Ferreira,0.0,1,5.02,22,gabriel,6,0.0,,,,4.0,,,,,,1.0,,,,8.0,,,,,1.0,
Felipe Anderson,F. Anderson,70592,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,15,3.1,Felipe Anderson Pereira Gomes,0.8,4,6.25,22,felipe-anderson,6,-1.32,1.0,1.0,,,,14.0,8.0,1.0,5.0,5.0,,2.0,,,,,,,,
Marllon,Marllon,70666,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,21,2.83,Marllon Gonçalves Jerônimo Borges,6.0,3,5.82,22,marllon,7,1.2,1.0,3.0,,,,25.0,11.0,,2.0,13.0,,1.0,1.0,,,,,,2.0,
Bruno Henrique,B. Henrique,70944,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,19,1.73,Bruno Henrique Corsini,0.3,4,3.74,22,bruno-henrique,7,-0.06,1.0,,,,,13.0,24.0,4.0,10.0,6.0,,,,,1.0,,,,,
Léo Vieira,L. Vieira,71043,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,16,5.02,Leonardo da Silva Vieira,0.0,1,6.82,22,leo-vieira,5,0.0,,1.0,,71.0,,,,,,4.0,,,,23.0,,,,,2.0,
Thiago Mendes,T. Mendes,71123,VAS,267,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,17,4.17,Thiago Henrique Mendes Ribeiro,0.7,4,7.15,22,thiago-mendes,7,-0.68,1.0,7.0,,,,11.0,13.0,4.0,5.0,39.0,,4.0,,,1.0,,,,,
Maicon,Maicon,71227,CFC,294,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,14,1.93,Maicon Pereira Roque,0.0,3,3.86,22,maicon,6,-0.28,,,1.0,,,7.0,5.0,,,4.0,,,,,,1.0,,,4.0,
Luiz Gustavo,L. Gustavo,71536,CAP,293,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,14,3.72,Luiz Gustavo Dias,5.9,4,6.71,22,luiz-gustavo,7,0.28,,2.0,,,,14.0,15.0,5.0,3.0,20.0,1.0,2.0,,,,,,,,
Weverton,Weverton,71631,GRE,284,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,18,4.92,Weverton Pereira da Silva,5.5,1,8.19,22,weverton,7,0.52,1.0,1.0,,50.0,2.0,,,,,5.0,,,,21.0,,1.0,,,5.0,
Gustavo Gómez,G. Gómez,71684,PAL,275,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,19,4.71,Gustavo Raúl Gómez Portillo,0.0,3,10.56,22,gustavo-gomez,6,0.0,1.0,,,,,14.0,16.0,1.0,9.0,3.0,,3.0,,,6.0,,,,7.0,
Tiago Volpi,T. Volpi,72018,RBB,280,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,13,5.57,Tiago Luis Volpi,-0.7,1,9.14,22,tiago-volpi,7,-1.41,,,,34.0,,,,,,,,2.0,,13.0,,,,,5.0,
Thomazella,Thomazella,72279,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,2,-1.35,Carlos Eduardo Lecciolle Thomazella,-3.0,1,0.83,22,thomazella,6,-1.1,,,,1.0,,,,,,,,,,4.0,,,,,,
Everson,Everson,72294,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,21,4.31,Everson Felipe Marques Pires,1.6,1,8.86,22,everson,7,-0.68,1.0,,,68.0,,,,,,8.0,,,,27.0,,,,,4.0,
Fernando Diniz,F. Diniz,72391,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,15,5.74,Fernando Diniz Silva,8.0,6,9.61,22,fernando-diniz,7,0.45,,,,,,,,,,,,,,,,,,,,6.0
Bernard,Bernard,72460,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,18,3.28,Bernard Anício Caldeira Duarte,7.4,4,5.6,22,bernard,7,0.78,3.0,,,,,14.0,12.0,1.0,3.0,15.0,,2.0,,,3.0,,,,,
Alex Telles,A. Telles,72493,BOT,263,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,16,4.5,Alex Nicolao Telles,10.3,2,10.27,22,alex-telles,7,0.2,3.0,4.0,,,,17.0,19.0,,7.0,5.0,,3.0,,,,1.0,,,2.0,
Vitor Hugo,V. Hugo,72605,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,8,3.3,Vitor Hugo Franchescoli de Souza,-0.6,3,6.2,22,vitor-hugo,6,-0.47,,1.0,,,,5.0,4.0,,2.0,3.0,,1.0,,,,,,,2.0,
Mercado,Mercado,72951,INT,285,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,13,3.84,Gabriel Iván Mercado,0.0,3,6.38,22,mercado,7,0.0,,5.0,,,,20.0,14.0,1.0,2.0,7.0,,1.0,,,1.0,,,,3.0,
Daniel Borges,D. Borges,73318,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,5,4.04,Daniel Fortunato Borges,0.0,2,5.75,22,daniel-borges,6,0.0,,,,,,6.0,3.0,1.0,3.0,7.0,,,,,,,,,1.0,
Samuel Xavier,S. Xavier,73384,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,14,3.75,Samuel Xavier Brito,0.1,2,7.48,22,samuel-xavier,6,-1.73,,4.0,,,,21.0,18.0,2.0,2.0,23.0,,,,,1.0,,,,3.0,
Carrillo,Carrillo,77485,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,17,1.39,André Martín Carrillo Díaz,-0.4,4,4.04,22,carrillo,6,-0.57,1.0,4.0,,,,17.0,27.0,,3.0,6.0,,,,,1.0,,,,,
Cédric Soares,C. Soares,77656,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,8,0.94,Cédric Ricardo Alves Soares,0.0,2,3.73,22,cedric-soares,6,0.0,,1.0,,,,5.0,2.0,,2.0,,,,,,,,,,,
João Schmidt,J. Schmidt,77777,SAN,277,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,10,1.79,João Felipe Schmidt Urbano,4.2,4,4.72,22,joao-schmidt,7,0.11,,1.0,,,,13.0,14.0,,2.0,4.0,,,,,,,,,,
Everaldo,Everaldo,78117,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,15,4.04,Everaldo Stum,0.0,5,6.29,22,everaldo,6,0.0,,2.0,,,,10.0,13.0,3.0,6.0,16.0,1.0,4.0,,,1.0,,,,,
Gustavo Henrique,G. Henrique,78248,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,17,3.77,Gustavo Henrique Vernes,5.0,3,8.59,22,gustavo-henrique,7,0.18,,3.0,,,,15.0,17.0,4.0,9.0,7.0,,,,,,1.0,,,7.0,
Vitinho,Vitinho,78435,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,7,2.13,Victor Vinícius Coelho dos Santos,0.0,5,5.06,22,vitinho,5,0.0,,,,,,5.0,5.0,2.0,5.0,5.0,,,,,,,,,,
Renê,Renê,78445,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,14,5.84,Renê Rodrigues Martins,4.2,2,9.65,22,rene,6,-0.7,2.0,1.0,,,,33.0,10.0,3.0,2.0,12.0,,,,,,,,,3.0,
Willian Arão,W. Arão,78478,SAN,277,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,14,2.9,Willian Souza Arão da Silva,0.7,4,5.31,22,willian-arao,6,-1.0,,1.0,,,,25.0,5.0,,1.0,4.0,1.0,,,,1.0,,,,,
Gabriel,Gabriel,78605,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,16,3.17,Gabriel Girotto Franco,0.0,4,5.17,22,gabriel,6,0.0,,5.0,,,,22.0,13.0,5.0,2.0,8.0,,2.0,,,,1.0,,,,
Reinaldo,Reinaldo,78850,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,16,3.04,Reinaldo Manoel da Silva,8.0,2,8.98,22,reinaldo,7,0.23,3.0,5.0,,,,9.0,11.0,2.0,10.0,10.0,,1.0,,,,,,,1.0,
Thiago Santos,T. Santos,78855,CFC,294,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,15,3.16,Thiago dos Santos,2.3,3,4.36,22,thiago-santos,7,0.25,,5.0,,,,16.0,19.0,2.0,1.0,12.0,,,,,,,,,5.0,
Alex Muralha,A. Muralha,79066,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,-1.0,Alex Roberto Santana Rafael,0.0,1,2.64,22,alex-muralha,2,0.0,,1.0,,,,,,,,,,,,,,,,,,
Cano,Cano,79631,FLU,266,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,6,1.13,Germán Ezequiel Cano,0.0,5,4.07,22,cano,6,0.0,,,,,,,,3.0,4.0,,,,,,,,,,,
Lucas Silva,L. Silva,79701,CRU,283,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,15,0.41,Lucas Silva Borges,3.5,4,3.86,22,lucas-silva,6,0.64,,5.0,,,,7.0,8.0,,2.0,3.0,,,,,,,,,,
Saúl,Saúl,80061,FLA,262,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,6,2.43,Saúl Ñíguez Esclapez,0.0,4,6.28,22,saul,6,0.0,1.0,,,,,7.0,3.0,,,,,,,,,,,,,
Jadson,Jadson,80129,CAP,293,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,15,3.0,Jadson Alves dos Santos,2.1,4,4.93,22,jadson,7,-0.43,1.0,5.0,,,,28.0,20.0,,1.0,16.0,,,,,,,,,,
Yago Pikachu,Y. Pikachu,80196,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,21,2.15,Glaybson Yago Souza Lisboa,0.5,4,4.77,22,yago-pikachu,7,-0.02,1.0,1.0,1.0,,,8.0,8.0,5.0,4.0,17.0,,2.0,,,1.0,,,1.0,,
Luciano,Luciano,80287,SAO,276,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,17,4.89,Luciano da Rocha Neves,3.4,5,12.89,22,luciano,7,0.17,1.0,4.0,,,,10.0,20.0,6.0,10.0,27.0,,6.0,,,5.0,,1.0,1.0,,
Gilberto,Gilberto,80313,CAP,293,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,11,4.65,Gilberto Moraes Júnior,8.0,2,7.91,22,gilberto,7,0.28,1.0,,,,,17.0,5.0,1.0,2.0,3.0,1.0,,,,1.0,,,,3.0,
Wendell,Wendell,80570,SAO,276,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,15,4.13,Wendell Nascimento Borges,3.6,2,8.24,22,wendell,7,-0.05,3.0,4.0,,,,24.0,31.0,1.0,4.0,10.0,,,,,2.0,,,,3.0,
André Luis,A. Luis,81005,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,11,1.02,André Luis Silva de Aguiar,-0.1,5,3.05,22,andre-luis,6,-0.19,,2.0,,,,,6.0,,2.0,11.0,,1.0,,,1.0,,,,,
