atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Fagner,Fagner,42500,CRU,283,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,5,1.16,Fagner Conserva Lemos,0.0,2,4.23,6,fagner,6,0.0,,1.0,,,,5.0,4.0,,,1.0,,,,,,,,,,
Gabriel Leite,G. Leite,50742,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,Gabriel Christoni Leite,0.0,1,3.0,6,gabriel-leite,6,0.0,,,,,,,,,,,,,,,,,,,,
Walter,Walter,51413,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,4,3.05,Walter Leandro Capeloza Artune,2.9,1,5.63,6,walter,7,0.37,,,,14.0,,,,,,,,,,6.0,,,,,,
Everton Ribeiro,E. Ribeiro,51772,BAH,265,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,3,5.87,Everton Augusto de Barros Ribeiro,0.0,4,10.45,6,everton-ribeiro,5,0.0,1.0,,,,,5.0,3.0,1.0,1.0,8.0,,,,,,,,,,
Alex Sandro,A. Sandro,61987,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,4,5.4,Alex Sandro Lobo Silva,11.2,2,11.41,6,alex-sandro,7,1.27,,,,,,6.0,4.0,,1.0,6.0,,,,,,,,,2.0,
Ganso,Ganso,62977,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,5,0.68,Paulo Henrique Chagas de Lima,0.0,4,3.8,6,ganso,6,-0.73,,,,,,2.0,2.0,,,2.0,,,,,,,,,,
Neymar,Neymar,63007,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,2,11.45,Neymar da Silva Santos Júnior,3.7,4,22.31,6,neymar,7,-1.93,,1.0,,,,1.0,5.0,2.0,2.0,8.0,,2.0,,,1.0,,,,,
Rafael Tolói,R. Tolói,63008,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,10.6,Rafael Toloi,0.0,3,8.5,6,rafael-toloi,6,0.0,,1.0,,,,4.0,2.0,1.0,,,,,,,,,,,1.0,
Marcos Rocha,M. Rocha,63013,GRE,284,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,1,0.0,Marcos Luis Rocha Aquino,0.0,2,7.36,6,marcos-rocha,6,0.0,,,,,,,,,,,,,,,,,,,,
Edenílson,Edenílson,63289,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,4,2.92,Edenílson Andrade dos Santos,-0.3,4,6.33,6,edenilson,6,-0.58,,,,,,2.0,2.0,,1.0,1.0,,1.0,,,,,,,,
Rodrigo Moledo,R. Moledo,63354,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,Rodrigo Modesto da Silva Moledo,0.0,3,3.0,6,rodrigo-moledo,6,0.0,,,,,,,,,,,,,,,,,,,,
Alan Patrick,A. Patrick,68685,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,6,3.88,Alan Patrick Lourenço,2.5,4,7.22,6,alan-patrick,7,-0.03,,,,,,3.0,4.0,1.0,6.0,12.0,,1.0,,,,,,,,
Eduardo,Eduardo,68708,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,3,4.2,Carlos Eduardo de Oliveira Alves,0.0,4,6.9,6,eduardo,5,0.0,,,,,,1.0,6.0,2.0,,5.0,,1.0,,,,,,,,
Neto,Neto,68806,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,3,4.43,Norberto Murara Neto,0.0,1,8.62,6,neto,6,0.0,,,,11.0,,,,,,,,,,6.0,,,,,1.0,
Rafael Santos,R. Santos,68822,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,0.0,Rafael de Carvalho Santos,0.0,1,3.0,6,rafael-santos,6,0.0,,,,,,,,,,,,,,,,,,,,
Marcelo Lomba,M. Lomba,68872,PAL,275,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,Marcelo Lomba do Nascimento,0.0,1,4.0,6,marcelo-lomba,6,0.0,,,,,,,,,,,,,,,,,,,,
Dudu,Dudu,68920,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,6,2.87,Eduardo Pereira Rodrigues,0.5,5,6.8,6,dudu,6,-0.21,,,,,,2.0,1.0,2.0,2.0,5.0,,1.0,,,,,,,,
Rafael,Rafael,68928,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,6,4.82,Rafael Pires Monteiro,1.6,1,8.48,6,rafael,7,-0.76,,,,13.0,,,,,,,,,,3.0,,,,,3.0,
Giovanni Augusto,G. Augusto,68938,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,4,1.58,Giovanni Augusto Oliveira Cardoso,2.5,4,4.26,6,giovanni-augusto,6,0.07,,,,,,3.0,4.0,,,6.0,,,,,,,,,,
Marinho,Marinho,68952,VIT,287,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,1.8,Mário Sérgio Santos Costa,0.0,5,5.91,6,marinho,2,-0.8,,,,,,1.0,1.0,,2.0,2.0,,,,,2.0,,,,,
Willian José,W. José,68996,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,5,3.96,Willian José da Silva,7.4,5,10.31,6,willian-jose,7,0.42,1.0,,,,,1.0,4.0,1.0,1.0,1.0,,2.0,,,,,1.0,,,
Santos,Santos,69012,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,4,5.85,Aderbar Melo dos Santos Neto,6.1,1,10.29,6,santos,7,0.54,,,,18.0,,,,,,,,,,5.0,,,,,1.0,
Allan,Allan,69140,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,4,1.72,Allan Marques Loureiro,2.9,4,4.99,6,allan,3,0.15,,3.0,,,,5.0,4.0,,2.0,4.0,,,,,,,,,,
Gabriel Paulista,G. Paulista,69208,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,4,6.0,Gabriel Armando de Abreu,2.2,3,10.24,6,gabriel-paulista,7,-0.8,,,,,,5.0,4.0,,4.0,3.0,,1.0,,,,,,,1.0,
Danilo,Danilo,69783,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,Danilo Luiz da Silva,0.0,3,8.0,6,danilo,6,0.0,,,,,,,,,,,,,,,,,,,,
Lucas Moura,L. Moura,70164,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,6,3.05,Lucas Rodrigues Moura da Silva,1.6,4,8.27,6,lucas-moura,7,-0.24,1.0,,,,,,4.0,2.0,2.0,5.0,,1.0,,,,,,,,
Eduardo Sasha,E. Sasha,70360,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,5,1.96,Eduardo Colcenti Antunes,0.0,5,5.27,6,eduardo-sasha,7,-0.87,,,,,,1.0,,4.0,2.0,4.0,,,,,1.0,,,,,
Gabriel,Gabriel,70449,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,2.2,Gabriel Vasconcelos Ferreira,0.0,1,5.6,6,gabriel,6,0.0,,,,3.0,,,,,,1.0,,,,5.0,,,,,1.0,
Felipe Anderson,F. Anderson,70592,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,3,2.37,Felipe Anderson Pereira Gomes,1.7,4,7.74,6,felipe-anderson,6,-0.83,,,,,,4.0,2.0,1.0,,1.0,,,,,,,,,,
Marllon,Marllon,70666,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,6,3.3,Marllon Gonçalves Jerônimo Borges,0.5,3,5.38,6,marllon,7,-0.5,,1.0,,,,12.0,5.0,,1.0,7.0,,,,,,,,,,
Bruno Henrique,B. Henrique,70944,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,4,1.0,Bruno Henrique Corsini,0.4,4,4.37,6,bruno-henrique,6,-0.4,,,,,,1.0,4.0,1.0,2.0,2.0,,,,,1.0,,,,,
Jean Carlos,J. Carlos,70958,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,5,7.0,Jean Carlos Vicente,2.0,4,9.04,6,jean-carlos,7,-0.3,2.0,,,,,2.0,,2.0,2.0,4.0,,2.0,,,,,,,,
Léo Vieira,L. Vieira,71043,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,5,4.54,Leonardo da Silva Vieira,3.4,1,5.29,6,leo-vieira,7,0.09,,1.0,,24.0,,,,,,3.0,,,,9.0,,,,,,
Thiago Mendes,T. Mendes,71123,VAS,267,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,5,4.16,Thiago Henrique Mendes Ribeiro,0.0,4,7.86,6,thiago-mendes,7,0.0,,3.0,,,,7.0,5.0,,1.0,12.0,,1.0,,,,,,,,
Maicon,Maicon,71227,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,6,2.78,Maicon Pereira Roque,5.0,3,4.91,6,maicon,7,0.1,,,,,,4.0,1.0,,,2.0,,,,,,,,,2.0,
Luiz Gustavo,L. Gustavo,71536,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,3,4.8,Luiz Gustavo Dias,11.9,4,7.8,6,luiz-gustavo,7,2.44,,1.0,,,,4.0,2.0,,,4.0,,1.0,,,,,,,,
Weverton,Weverton,71631,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,6,1.98,Weverton Pereira da Silva,-1.0,1,5.71,6,weverton,7,-1.27,,1.0,,13.0,1.0,,,,,,,,,10.0,,1.0,,,,
Gustavo Gómez,G. Gómez,71684,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,6,5.52,Gustavo Raúl Gómez Portillo,5.8,3,11.39,6,gustavo-gomez,7,0.57,1.0,,,,,3.0,5.0,,4.0,2.0,,2.0,,,1.0,,,,1.0,
Gabriel Pires,G. Pires,71898,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,0.8,Gabriel Appelt Pires,0.8,4,4.83,6,gabriel-pires,6,-0.17,,,,,,,3.0,1.0,,1.0,,,,,,,,,,
Tiago Volpi,T. Volpi,72018,RBB,280,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,Tiago Luis Volpi,0.0,1,8.0,6,tiago-volpi,6,0.0,,,,,,,,,,,,,,,,,,,,
Thomazella,Thomazella,72279,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Carlos Eduardo Lecciolle Thomazella,0.0,1,2.0,6,thomazella,6,0.0,,,,,,,,,,,,,,,,,,,,
Everson,Everson,72294,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,6,5.8,Everson Felipe Marques Pires,0.6,1,9.79,6,everson,7,-2.12,1.0,,,26.0,,,,,,2.0,,,,10.0,,,,,1.0,
Bernard,Bernard,72460,CAM,282,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,3,0.8,Bernard Anício Caldeira Duarte,0.0,4,4.12,6,bernard,6,0.0,,,,,,2.0,2.0,,,,,,,,,,,,,
Alex Telles,A. Telles,72493,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,4,2.57,Alex Nicolao Telles,1.0,2,9.36,6,alex-telles,7,-0.63,,1.0,,,,5.0,5.0,,1.0,1.0,,,,,,1.0,,,1.0,
Vitor Hugo,V. Hugo,72605,CAM,282,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,3.0,Vitor Hugo Franchescoli de Souza,0.0,3,7.24,6,vitor-hugo,5,0.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,1.0,
Mercado,Mercado,72951,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,4,2.2,Gabriel Iván Mercado,3.5,3,4.9,6,mercado,7,0.32,,2.0,,,,6.0,4.0,1.0,1.0,2.0,,,,,,,,,,
Daniel Borges,D. Borges,73318,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Daniel Fortunato Borges,0.0,2,4.0,6,daniel-borges,6,0.0,,,,,,,,,,,,,,,,,,,,
Samuel Xavier,S. Xavier,73384,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,5,5.4,Samuel Xavier Brito,4.8,2,9.15,6,samuel-xavier,7,-0.6,,1.0,,,,9.0,4.0,,1.0,10.0,,,,,1.0,,,,2.0,
Gilmar Dal Pozzo,G. Pozzo,73481,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,5,4.74,Gilmar Dal Pozzo,3.85,6,6.29,6,gilmar-dal-pozzo,7,0.37,,,,,,,,,,,,,,,,,,,,1.0
Rincón,Rincón,74187,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,0.0,Tomás Eduardo Rincón Hernández,0.0,4,4.0,6,rincon,6,0.0,,,,,,,,,,,,,,,,,,,,
Carrillo,Carrillo,77485,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,5,1.74,André Martín Carrillo Díaz,3.3,4,5.47,6,carrillo,6,0.36,,2.0,,,,8.0,13.0,,2.0,2.0,,,,,,,,,,
Cédric Soares,C. Soares,77656,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,2.3,Cédric Ricardo Alves Soares,0.0,2,5.72,6,cedric-soares,6,0.0,,,,,,1.0,,,1.0,,,,,,,,,,,
João Schmidt,J. Schmidt,77777,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,4,1.85,João Felipe Schmidt Urbano,0.0,4,4.93,6,joao-schmidt,6,0.0,,1.0,,,,5.0,4.0,,2.0,1.0,,,,,,,,,,
Everaldo,Everaldo,78117,BAH,265,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,3,1.27,Everaldo Stum,0.0,5,4.07,6,everaldo,6,0.0,,,,,,2.0,2.0,,,3.0,,,,,1.0,,,,,
Gustavo Henrique,G. Henrique,78248,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,4,4.6,Gustavo Henrique Vernes,1.4,3,9.95,6,gustavo-henrique,7,-0.92,,2.0,,,,7.0,4.0,2.0,4.0,3.0,,,,,,1.0,,,1.0,
Vitinho,Vitinho,78435,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,4,1.63,Victor Vinícius Coelho dos Santos,0.0,5,4.75,6,vitinho,6,0.0,,,,,,2.0,4.0,2.0,1.0,3.0,,,,,,,,,,
Renê,Renê,78445,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,4,9.43,Renê Rodrigues Martins,0.0,2,11.38,6,rene,7,0.0,2.0,,,,,10.0,4.0,2.0,,3.0,,,,,,,,,2.0,
Willian Arão,W. Arão,78478,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,2,0.95,Willian Souza Arão da Silva,1.7,4,6.11,6,willian-arao,7,-0.2,,,,,,1.0,2.0,,,2.0,,,,,,,,,,
Gabriel,Gabriel,78605,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,5,1.54,Gabriel Girotto Franco,1.8,4,4.39,6,gabriel,7,-0.07,,4.0,,,,5.0,5.0,2.0,1.0,5.0,,,,,,,,,,
Reinaldo,Reinaldo,78850,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,4,0.23,Reinaldo Manoel da Silva,-0.9,2,9.75,6,reinaldo,7,-1.14,,2.0,,,,1.0,3.0,,1.0,3.0,,,,,,,,,,
Thiago Santos,T. Santos,78855,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,4,2.88,Thiago dos Santos,5.0,3,3.93,6,thiago-santos,6,0.35,,,,,,1.0,,,,,,,,,,,,,2.0,
Dória,Dória,78946,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0,0.0,Matheus Dória Macedo,0.0,3,7.0,6,doria,6,0.0,,,,,,,,,,,,,,,,,,,,
Alex Muralha,A. Muralha,79066,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Alex Roberto Santana Rafael,0.0,1,3.0,6,alex-muralha,6,0.0,,,,,,,,,,,,,,,,,,,,
Roger Machado,R. Machado,79437,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,7.42,Roger Machado Marques,4.96,6,12.4,6,roger-machado,7,-0.1,,,,,,,,,,,,,,,,,,,,2.0
Cano,Cano,79631,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,Germán Ezequiel Cano,0.0,5,6.0,6,cano,6,0.0,,,,,,,,,,,,,,,,,,,,
Lucas Silva,L. Silva,79701,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,6,0.62,Lucas Silva Borges,1.5,4,4.69,6,lucas-silva,7,0.06,,1.0,,,,3.0,1.0,,,1.0,,,,,,,,,,
Saúl,Saúl,80061,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,Saúl Ñíguez Esclapez,0.0,4,7.0,6,saul,5,0.0,,,,,,,,,,,,,,,,,,,,
Jadson,Jadson,80129,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,3,1.23,Jadson Alves dos Santos,1.2,4,4.79,6,jadson,6,-0.24,,1.0,,,,2.0,1.0,,,4.0,,,,,,,,,,
Yago Pikachu,Y. Pikachu,80196,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,6,2.42,Glaybson Yago Souza Lisboa,0.0,4,5.39,6,yago-pikachu,7,-0.59,,,,,,2.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,,
Luciano,Luciano,80287,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,5,6.82,Luciano da Rocha Neves,1.2,5,15.49,6,luciano,7,-2.29,1.0,2.0,,,,5.0,6.0,3.0,5.0,10.0,,2.0,,,2.0,,1.0,1.0,,
Gilberto,Gilberto,80313,BAH,265,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,4.1,Gilberto Moraes Júnior,0.0,2,7.31,6,gilberto,5,0.0,1.0,,,,,2.0,2.0,,1.0,,,,,,,,,,,
