atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Luiz Gustavo,L. Gustavo,71536,CAP,293,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,2,1.25,Luiz Gustavo Dias,0.0,4,5.36,5,luiz-gustavo,7,0.0,,,,,,1.0,,,,2.0,,,,,,,,,,
Weverton,Weverton,71631,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,5,2.58,Weverton Pereira da Silva,6.8,1,6.98,5,weverton,7,0.74,,1.0,,13.0,1.0,,,,,,,,,9.0,,1.0,,,,
Gustavo Gómez,G. Gómez,71684,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,5,5.46,Gustavo Raúl Gómez Portillo,1.7,3,10.82,5,gustavo-gomez,7,-1.02,1.0,,,,,3.0,5.0,,3.0,2.0,,2.0,,,1.0,,,,,
Gabriel Pires,G. Pires,71898,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Gabriel Appelt Pires,0.0,4,5.0,5,gabriel-pires,6,0.0,,,,,,,,,,,,,,,,,,,,
Tiago Volpi,T. Volpi,72018,RBB,280,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,Tiago Luis Volpi,0.0,1,8.0,5,tiago-volpi,6,0.0,,,,,,,,,,,,,,,,,,,,
Thomazella,Thomazella,72279,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Carlos Eduardo Lecciolle Thomazella,0.0,1,2.0,5,thomazella,6,0.0,,,,,,,,,,,,,,,,,,,,
Everson,Everson,72294,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,5,6.84,Everson Felipe Marques Pires,15.9,1,11.91,5,everson,7,1.63,1.0,,,24.0,,,,,,2.0,,,,8.0,,,,,1.0,
Bernard,Bernard,72460,CAM,282,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,3,0.8,Bernard Anício Caldeira Duarte,0.0,4,4.12,5,bernard,2,0.0,,,,,,2.0,2.0,,,,,,,,,,,,,
Alex Telles,A. Telles,72493,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,3,3.1,Alex Nicolao Telles,0.0,2,9.99,5,alex-telles,7,0.0,,,,,,4.0,4.0,,,1.0,,,,,,1.0,,,1.0,
Vitor Hugo,V. Hugo,72605,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,3.0,Vitor Hugo Franchescoli de Souza,4.0,3,7.24,5,vitor-hugo,7,0.24,,1.0,,,,1.0,,,,1.0,,,,,,,,,1.0,
Mercado,Mercado,72951,INT,285,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,3,1.77,Gabriel Iván Mercado,0.0,3,4.58,5,mercado,2,0.0,,2.0,,,,4.0,4.0,1.0,1.0,1.0,,,,,,,,,,
Daniel Borges,D. Borges,73318,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Daniel Fortunato Borges,0.0,2,4.0,5,daniel-borges,6,0.0,,,,,,,,,,,,,,,,,,,,
Samuel Xavier,S. Xavier,73384,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,4,5.55,Samuel Xavier Brito,9.6,2,9.75,5,samuel-xavier,2,1.16,,1.0,,,,7.0,4.0,,,8.0,,,,,1.0,,,,2.0,
Gilmar Dal Pozzo,G. Pozzo,73481,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,4,4.96,Gilmar Dal Pozzo,1.73,6,5.92,5,gilmar-dal-pozzo,7,-0.43,,,,,,,,,,,,,,,,,,,,1.0
Rincón,Rincón,74187,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,0.0,Tomás Eduardo Rincón Hernández,0.0,4,4.0,5,rincon,6,0.0,,,,,,,,,,,,,,,,,,,,
Carrillo,Carrillo,77485,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,4,1.35,André Martín Carrillo Díaz,-1.6,4,5.11,5,carrillo,6,-1.12,,2.0,,,,5.0,9.0,,2.0,2.0,,,,,,,,,,
Cédric Soares,C. Soares,77656,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,2.3,Cédric Ricardo Alves Soares,0.0,2,5.72,5,cedric-soares,6,0.0,,,,,,1.0,,,1.0,,,,,,,,,,,
João Schmidt,J. Schmidt,77777,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,4,1.85,João Felipe Schmidt Urbano,0.0,4,4.93,5,joao-schmidt,7,0.0,,1.0,,,,5.0,4.0,,2.0,1.0,,,,,,,,,,
Everaldo,Everaldo,78117,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,3,1.27,Everaldo Stum,0.2,5,4.07,5,everaldo,6,-0.55,,,,,,2.0,2.0,,,3.0,,,,,1.0,,,,,
Gustavo Henrique,G. Henrique,78248,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,3,5.67,Gustavo Henrique Vernes,3.6,3,10.87,5,gustavo-henrique,7,-0.2,,1.0,,,,6.0,3.0,1.0,4.0,3.0,,,,,,1.0,,,1.0,
Vitinho,Vitinho,78435,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,4,1.63,Victor Vinícius Coelho dos Santos,1.7,5,4.75,5,vitinho,6,-0.33,,,,,,2.0,4.0,2.0,1.0,3.0,,,,,,,,,,
Renê,Renê,78445,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,4,9.43,Renê Rodrigues Martins,12.9,2,11.38,5,rene,7,1.8,2.0,,,,,10.0,4.0,2.0,,3.0,,,,,,,,,2.0,
Willian Arão,W. Arão,78478,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1,0.2,Willian Souza Arão da Silva,0.0,4,6.31,5,willian-arao,7,0.0,,,,,,,1.0,,,1.0,,,,,,,,,,
Gabriel,Gabriel,78605,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,4,1.47,Gabriel Girotto Franco,0.2,4,4.46,5,gabriel,7,-0.46,,3.0,,,,4.0,5.0,2.0,,4.0,,,,,,,,,,
Reinaldo,Reinaldo,78850,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,3,0.6,Reinaldo Manoel da Silva,0.0,2,10.89,5,reinaldo,7,0.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,
Thiago Santos,T. Santos,78855,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,3,2.17,Thiago dos Santos,6.5,3,3.58,5,thiago-santos,6,1.44,,,,,,1.0,,,,,,,,,,,,,1.0,
Dória,Dória,78946,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0,0.0,Matheus Dória Macedo,0.0,3,7.0,5,doria,6,0.0,,,,,,,,,,,,,,,,,,,,
Alex Muralha,A. Muralha,79066,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Alex Roberto Santana Rafael,0.0,1,3.0,5,alex-muralha,6,0.0,,,,,,,,,,,,,,,,,,,,
Roger Machado,R. Machado,79437,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,9.87,Roger Machado Marques,9.87,6,12.5,5,roger-machado,7,2.67,,,,,,,,,,,,,,,,,,,,1.0
Cano,Cano,79631,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,Germán Ezequiel Cano,0.0,5,6.0,5,cano,6,0.0,,,,,,,,,,,,,,,,,,,,
Lucas Silva,L. Silva,79701,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,5,0.44,Lucas Silva Borges,0.5,4,4.63,5,lucas-silva,7,-0.62,,1.0,,,,2.0,1.0,,,1.0,,,,,,,,,,
Saúl,Saúl,80061,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,Saúl Ñíguez Esclapez,0.0,4,7.0,5,saul,5,0.0,,,,,,,,,,,,,,,,,,,,
Jadson,Jadson,80129,CAP,293,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,2,1.25,Jadson Alves dos Santos,0.0,4,5.03,5,jadson,6,0.0,,,,,,1.0,,,,2.0,,,,,,,,,,
Yago Pikachu,Y. Pikachu,80196,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,5,2.9,Glaybson Yago Souza Lisboa,3.0,4,5.98,5,yago-pikachu,7,0.05,,,,,,2.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,,
Luciano,Luciano,80287,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,4,8.22,Luciano da Rocha Neves,9.8,5,17.78,5,luciano,7,0.73,1.0,1.0,,,,4.0,5.0,3.0,5.0,8.0,,2.0,,,2.0,,1.0,1.0,,
