atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Cuca,Cuca,42411,SAN,277,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,11,5.62,Alexi Stival,0.0,6,10.35,19,cuca,7,0.0,,,,,,,,,,,,,,,,,,,,4.0
Fagner,Fagner,42500,CRU,283,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,13,3.3,Fagner Conserva Lemos,13.4,2,7.08,19,fagner,7,1.8,3.0,2.0,,,,15.0,17.0,,,5.0,,,,,,,,,2.0,
Gabriel Leite,G. Leite,50742,CFC,294,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,Gabriel Christoni Leite,0.0,1,3.0,19,gabriel-leite,6,0.0,,,,,,,,,,,,,,,,,,,,
Walter,Walter,51413,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,16,2.89,Walter Leandro Capeloza Artune,0.0,1,5.18,19,walter,6,0.0,,2.0,,51.0,,,,,,,,,,22.0,,1.0,,,1.0,
Everton Ribeiro,E. Ribeiro,51772,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,14,4.9,Everton Augusto de Barros Ribeiro,0.5,4,8.75,19,everton-ribeiro,6,-0.52,4.0,1.0,,,,20.0,10.0,4.0,5.0,28.0,,,,,,,,,,
Alex Sandro,A. Sandro,61987,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,13,3.91,Alex Sandro Lobo Silva,5.9,2,9.28,19,alex-sandro,2,0.48,,2.0,,,,14.0,17.0,,1.0,12.0,,,,,,,,,6.0,
Ganso,Ganso,62977,FLU,266,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,12,0.85,Paulo Henrique Chagas de Lima,0.0,4,3.27,19,ganso,6,0.0,,1.0,,,,4.0,5.0,1.0,,5.0,1.0,,,,,,,,,
Neymar,Neymar,63007,SAN,277,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,8,8.42,Neymar da Silva Santos Júnior,0.0,4,18.96,19,neymar,7,0.0,1.0,5.0,,,,5.0,12.0,5.0,10.0,36.0,,4.0,,,6.0,,,,,
Rafael Tolói,R. Tolói,63008,SAO,276,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,6,4.1,Rafael Toloi,0.5,3,6.92,19,rafael-toloi,5,-1.32,,3.0,,,,11.0,8.0,1.0,1.0,3.0,,,,,,,,,2.0,
Marcos Rocha,M. Rocha,63013,GRE,284,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,4,0.8,Marcos Luis Rocha Aquino,0.0,2,5.95,19,marcos-rocha,6,0.0,,,,,,2.0,1.0,,,1.0,,,,,,,,,,
Edenílson,Edenílson,63289,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,14,3.2,Edenílson Andrade dos Santos,0.0,4,6.15,19,edenilson,6,0.0,2.0,1.0,,,,6.0,10.0,2.0,2.0,4.0,,3.0,,,1.0,,,,,
Rodrigo Moledo,R. Moledo,63354,CFC,294,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,2,7.75,Rodrigo Modesto da Silva Moledo,0.0,3,7.4,19,rodrigo-moledo,6,0.0,,,,,,1.0,,,,2.0,,1.0,,,,,,,1.0,
Alan Patrick,A. Patrick,68685,INT,285,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,14,4.02,Alan Patrick Lourenço,0.0,4,7.43,19,alan-patrick,6,0.0,,1.0,,,,9.0,5.0,2.0,10.0,22.0,,3.0,,,,,,,,
Eduardo,Eduardo,68708,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,11,2.78,Carlos Eduardo de Oliveira Alves,0.0,4,5.57,19,eduardo,6,0.0,,1.0,1.0,,,8.0,9.0,2.0,3.0,9.0,,2.0,,,,,,,,
Rafael Santos,R. Santos,68822,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,4,3.75,Rafael de Carvalho Santos,0.0,1,4.94,19,rafael-santos,6,0.0,,,,20.0,,,,,,,,,,11.0,,,,,,
Marcelo Lomba,M. Lomba,68872,PAL,275,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,1,8.9,Marcelo Lomba do Nascimento,0.0,1,7.08,19,marcelo-lomba,6,0.0,,,,3.0,,,,,,,,,,,,,,,1.0,
Dudu,Dudu,68920,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,13,2.57,Eduardo Pereira Rodrigues,0.0,5,6.16,19,dudu,6,-0.42,,,,,,2.0,2.0,6.0,4.0,9.0,,2.0,,,,,,,,
Rafael,Rafael,68928,SAO,276,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,19,3.39,Rafael Pires Monteiro,0.6,1,7.3,19,rafael,7,-0.08,,1.0,,51.0,,,,,,2.0,,,,22.0,,,,,4.0,
Giovanni Augusto,G. Augusto,68938,CHA,315,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,11,1.49,Giovanni Augusto Oliveira Cardoso,4.4,4,3.87,19,giovanni-augusto,7,0.43,,1.0,,,,7.0,5.0,2.0,,12.0,,,,,,,,,,
Marinho,Marinho,68952,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,6,1.75,Mário Sérgio Santos Costa,0.0,5,4.73,19,marinho,6,0.0,,,,,,4.0,2.0,1.0,2.0,5.0,,,,,2.0,,,,,
Willian José,W. José,68996,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,17,2.85,Willian José da Silva,3.0,5,8.02,19,willian-jose,7,-0.02,2.0,,,,,3.0,12.0,5.0,7.0,4.0,1.0,3.0,,,,,1.0,1.0,,
Santos,Santos,69012,CAP,293,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,17,3.58,Aderbar Melo dos Santos Neto,1.6,1,7.84,19,santos,7,-1.01,,1.0,,41.0,,,,,,1.0,,,,17.0,,,,,5.0,
Allan,Allan,69140,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,10,2.03,Allan Marques Loureiro,0.0,4,4.48,19,allan,5,0.0,,3.0,,,,15.0,11.0,,2.0,5.0,,,,,,,,,,
Gabriel Paulista,G. Paulista,69208,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,14,4.79,Gabriel Armando de Abreu,5.2,3,9.6,19,gabriel-paulista,7,0.3,,3.0,,,,16.0,13.0,1.0,9.0,7.0,,1.0,,,,,,,6.0,
Danilo,Danilo,69783,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,5,1.38,Danilo Luiz da Silva,5.0,3,5.86,19,danilo,2,0.29,,,1.0,,,3.0,3.0,,1.0,1.0,,,,,,,,,1.0,
Lucas Moura,L. Moura,70164,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,8,2.32,Lucas Rodrigues Moura da Silva,0.0,4,7.5,19,lucas-moura,5,0.0,1.0,,,,,,5.0,2.0,2.0,6.0,,1.0,,,,,,,,
Eduardo Sasha,E. Sasha,70360,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,14,1.06,Eduardo Colcenti Antunes,0.0,5,4.14,19,eduardo-sasha,7,0.0,,,,,,5.0,1.0,6.0,4.0,11.0,,,,,3.0,,2.0,,,
Gabriel,Gabriel,70449,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,3,0.9,Gabriel Vasconcelos Ferreira,0.0,1,5.02,19,gabriel,6,0.0,,,,4.0,,,,,,1.0,,,,8.0,,,,,1.0,
Felipe Anderson,F. Anderson,70592,PAL,275,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,13,2.74,Felipe Anderson Pereira Gomes,0.0,4,6.97,19,felipe-anderson,6,0.0,1.0,1.0,,,,13.0,8.0,1.0,4.0,4.0,,1.0,,,,,,,,
Marllon,Marllon,70666,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,19,2.97,Marllon Gonçalves Jerônimo Borges,1.0,3,5.3,19,marllon,3,-0.85,,3.0,,,,25.0,11.0,,2.0,11.0,,1.0,,,,,,,2.0,
Bruno Henrique,B. Henrique,70944,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,16,1.93,Bruno Henrique Corsini,2.3,4,4.16,19,bruno-henrique,7,-0.36,1.0,,,,,11.0,18.0,4.0,9.0,6.0,,,,,1.0,,,,,
Léo Vieira,L. Vieira,71043,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,16,5.02,Leonardo da Silva Vieira,0.0,1,6.82,19,leo-vieira,5,0.0,,1.0,,71.0,,,,,,4.0,,,,23.0,,,,,2.0,
Thiago Mendes,T. Mendes,71123,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,16,4.39,Thiago Henrique Mendes Ribeiro,0.0,4,7.83,19,thiago-mendes,7,0.0,1.0,6.0,,,,11.0,13.0,3.0,5.0,38.0,,4.0,,,1.0,,,,,
Maicon,Maicon,71227,CFC,294,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,13,2.08,Maicon Pereira Roque,0.0,3,4.14,19,maicon,6,0.0,,,1.0,,,7.0,5.0,,,4.0,,,,,,1.0,,,4.0,
Luiz Gustavo,L. Gustavo,71536,CAP,293,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,12,3.51,Luiz Gustavo Dias,0.9,4,5.98,19,luiz-gustavo,7,-0.8,,2.0,,,,8.0,12.0,5.0,2.0,18.0,1.0,2.0,,,,,,,,
Weverton,Weverton,71631,GRE,284,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,17,4.89,Weverton Pereira da Silva,0.0,1,7.67,19,weverton,7,0.0,1.0,1.0,,45.0,2.0,,,,,5.0,,,,20.0,,1.0,,,5.0,
Gustavo Gómez,G. Gómez,71684,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,17,4.7,Gustavo Raúl Gómez Portillo,2.7,3,10.14,19,gustavo-gomez,7,-0.72,1.0,,,,,12.0,16.0,1.0,7.0,3.0,,3.0,,,6.0,,,,6.0,
Gabriel Pires,G. Pires,71898,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,6,3.63,Gabriel Appelt Pires,0.0,4,5.77,19,gabriel-pires,6,0.0,1.0,1.0,,,,4.0,5.0,3.0,4.0,7.0,1.0,,,,,,,,,
Tiago Volpi,T. Volpi,72018,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,11,5.95,Tiago Luis Volpi,0.0,1,10.45,19,tiago-volpi,7,0.0,,,,31.0,,,,,,,,2.0,,11.0,,,,,4.0,
Thomazella,Thomazella,72279,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Carlos Eduardo Lecciolle Thomazella,0.0,1,2.0,19,thomazella,6,0.0,,,,,,,,,,,,,,,,,,,,
Everson,Everson,72294,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,19,4.39,Everson Felipe Marques Pires,2.9,1,9.14,19,everson,7,-1.53,1.0,,,61.0,,,,,,6.0,,,,24.0,,,,,4.0,
Fernando Diniz,F. Diniz,72391,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,12,5.81,Fernando Diniz Silva,10.48,6,9.89,19,fernando-diniz,7,0.63,,,,,,,,,,,,,,,,,,,,5.0
Bernard,Bernard,72460,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,16,3.1,Bernard Anício Caldeira Duarte,9.7,4,5.77,19,bernard,7,0.48,3.0,,,,,13.0,10.0,1.0,3.0,14.0,,1.0,,,3.0,,,,,
Alex Telles,A. Telles,72493,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,14,3.72,Alex Nicolao Telles,0.0,2,9.08,19,alex-telles,7,0.0,2.0,3.0,,,,16.0,18.0,,5.0,5.0,,2.0,,,,1.0,,,1.0,
Vitor Hugo,V. Hugo,72605,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,6,4.5,Vitor Hugo Franchescoli de Souza,0.0,3,8.67,19,vitor-hugo,6,0.0,,1.0,,,,5.0,2.0,,2.0,3.0,,1.0,,,,,,,2.0,
Mercado,Mercado,72951,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,12,3.83,Gabriel Iván Mercado,3.0,3,6.22,19,mercado,7,0.57,,4.0,,,,17.0,14.0,1.0,2.0,6.0,,1.0,,,1.0,,,,3.0,
Daniel Borges,D. Borges,73318,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,5,4.04,Daniel Fortunato Borges,0.0,2,5.75,19,daniel-borges,6,0.0,,,,,,6.0,3.0,1.0,3.0,7.0,,,,,,,,,1.0,
Samuel Xavier,S. Xavier,73384,FLU,266,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,12,3.33,Samuel Xavier Brito,0.0,2,7.21,19,samuel-xavier,6,0.0,,3.0,,,,16.0,14.0,1.0,2.0,21.0,,,,,1.0,,,,2.0,
Carrillo,Carrillo,77485,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,14,1.22,André Martín Carrillo Díaz,-0.1,4,4.11,19,carrillo,6,-0.13,1.0,3.0,,,,12.0,23.0,,2.0,5.0,,,,,1.0,,,,,
Cédric Soares,C. Soares,77656,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,8,0.94,Cédric Ricardo Alves Soares,0.0,2,3.73,19,cedric-soares,6,0.0,,1.0,,,,5.0,2.0,,2.0,,,,,,,,,,,
João Schmidt,J. Schmidt,77777,SAN,277,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,9,1.52,João Felipe Schmidt Urbano,0.0,4,4.61,19,joao-schmidt,6,0.0,,1.0,,,,10.0,13.0,,2.0,4.0,,,,,,,,,,
Everaldo,Everaldo,78117,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,15,4.04,Everaldo Stum,0.0,5,6.29,19,everaldo,6,0.0,,2.0,,,,10.0,13.0,3.0,6.0,16.0,1.0,4.0,,,1.0,,,,,
Gustavo Henrique,G. Henrique,78248,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,15,3.74,Gustavo Henrique Vernes,6.2,3,8.81,19,gustavo-henrique,7,0.8,,3.0,,,,13.0,17.0,4.0,9.0,7.0,,,,,,1.0,,,6.0,
Vitinho,Vitinho,78435,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,7,2.13,Victor Vinícius Coelho dos Santos,0.0,5,5.06,19,vitinho,5,0.0,,,,,,5.0,5.0,2.0,5.0,5.0,,,,,,,,,,
Renê,Renê,78445,FLU,266,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,11,5.9,Renê Rodrigues Martins,0.0,2,9.88,19,rene,7,0.0,2.0,1.0,,,,26.0,8.0,3.0,2.0,8.0,,,,,,,,,2.0,
Willian Arão,W. Arão,78478,SAN,277,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,12,2.7,Willian Souza Arão da Silva,0.0,4,6.08,19,willian-arao,7,0.0,,1.0,,,,20.0,5.0,,,4.0,1.0,,,,,,,,,
Gabriel,Gabriel,78605,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,16,3.17,Gabriel Girotto Franco,0.0,4,5.17,19,gabriel,6,0.0,,5.0,,,,22.0,13.0,5.0,2.0,8.0,,2.0,,,,1.0,,,,
Reinaldo,Reinaldo,78850,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,13,2.2,Reinaldo Manoel da Silva,0.0,2,7.76,19,reinaldo,6,0.0,1.0,5.0,,,,8.0,10.0,2.0,9.0,10.0,,,,,,,,,1.0,
Thiago Santos,T. Santos,78855,CFC,294,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,12,3.15,Thiago dos Santos,2.6,3,4.29,19,thiago-santos,7,-0.06,,4.0,,,,12.0,10.0,2.0,,9.0,,,,,,,,,4.0,
Alex Muralha,A. Muralha,79066,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,-1.0,Alex Roberto Santana Rafael,0.0,1,2.64,19,alex-muralha,5,0.0,,1.0,,,,,,,,,,,,,,,,,,
Cano,Cano,79631,FLU,266,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,4,0.7,Germán Ezequiel Cano,0.0,5,4.29,19,cano,6,0.0,,,,,,,,1.0,2.0,,,,,,,,,,,
Lucas Silva,L. Silva,79701,CRU,283,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,14,0.19,Lucas Silva Borges,-1.3,4,3.22,19,lucas-silva,7,-0.4,,5.0,,,,5.0,8.0,,2.0,2.0,,,,,,,,,,
Saúl,Saúl,80061,FLA,262,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,6,2.43,Saúl Ñíguez Esclapez,0.0,4,6.28,19,saul,6,0.0,1.0,,,,,7.0,3.0,,,,,,,,,,,,,
Jadson,Jadson,80129,CAP,293,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,12,2.63,Jadson Alves dos Santos,-0.6,4,4.37,19,jadson,7,-0.58,1.0,4.0,,,,19.0,16.0,,1.0,12.0,,,,,,,,,,
Yago Pikachu,Y. Pikachu,80196,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,18,2.42,Glaybson Yago Souza Lisboa,2.0,4,5.18,19,yago-pikachu,7,-0.07,1.0,,1.0,,,7.0,8.0,5.0,4.0,15.0,,2.0,,,1.0,,,1.0,,
Luciano,Luciano,80287,SAO,276,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,15,5.32,Luciano da Rocha Neves,3.7,5,13.39,19,luciano,7,-0.75,1.0,3.0,,,,8.0,17.0,6.0,9.0,24.0,,6.0,,,4.0,,1.0,1.0,,
Gilberto,Gilberto,80313,CAP,293,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,8,3.39,Gilberto Moraes Júnior,6.5,2,6.97,19,gilberto,7,0.26,1.0,,,,,11.0,3.0,1.0,1.0,3.0,1.0,,,,,,,,,
