"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FF","FS","PE","RB","G","SG","FD","DD","GS","A","CV","I","FT","GC","PP","DP"
"256","Rhayner Santos Nascimento","Rhayner","https://s.glbimg.com/es/sde/f/2016/05/01/2001d7464e28233b6e75ad7438938946_FORMATO.png",70874,6,"PON","ata","Provável",1.4,2.98,-0.48,0.55,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2016/05/01/7e06957c4b368ad203c4ec6b29e6f8e7_FORMATO.png",70986,6,"SAN","mei","Provável",5.8,3.71,1.34,3,2,NA,3,NA,4,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"258","Alejandro Martinuccio","Martinuccio","https://s.glbimg.com/es/sde/f/2016/05/13/20b1ddd7637df6e54328b6dc072a042d_FORMATO.png",70759,6,"CHA","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Pablo Diogo Lopes de Lima","Pablo Diogo","https://s.glbimg.com/es/sde/f/2016/04/26/055e81a861b3de701c27d01c4bc53872_FORMATO.png",70987,6,"ATL","ata","Nulo",0.7,4.19,-0.13,2.18,5,1,2,3,3,4,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Felipe da Silva Amorim","Felipe Amorim","https://s.glbimg.com/es/sde/f/2016/06/07/7bdfd5c7dc207cfe1074534f9fa2b134_FORMATO.png",71040,6,"COR","mei","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2016/04/20/56c602db5b9e9e214d08e8ada1cbeac6_FORMATO.png",71066,6,"FLA","mei","Dúvida",-2,7.84,-0.77,-0.67,3,1,6,1,1,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2016/05/01/7bcc0c5b9e4c9b0a22e83d8c52382047_FORMATO.png",71043,6,"SAO","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2016/04/28/babefb476c0292044ff5aec58dbf4331_FORMATO.png",70944,6,"COR","mei","Provável",5.2,12.95,1,3.12,6,2,19,4,6,24,13,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"264","Lucas de Lacerda Lima Gonçalves","Lucas Zen","https://s.glbimg.com/es/sde/f/2016/05/20/14f0a0139f67b5fa5d93fdf50daac1cc_FORMATO.png",71032,6,"BOT","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Thiago Henrique Mendes Ribeiro","Thiago Mendes","https://s.glbimg.com/es/sde/f/2016/05/01/7bffad216f281ba79db7820b8448dae1_FORMATO.png",71123,6,"SAO","mei","Provável",3,6.34,0.52,1.06,5,2,5,NA,12,10,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Vander Luiz Silva Souza","Vander","https://s.glbimg.com/es/sde/f/2016/05/01/7867f0cf1aa4fe2d5dbaf18879a71d74_FORMATO.png",71117,6,"VIT","ata","Nulo",0,1.24,0,-0.25,4,NA,2,2,12,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"267","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2016/05/23/bf2a41ba291c00b6fcda3fa89c47341d_FORMATO.jpeg",71116,6,"STC","lat","Nulo",0,0.77,0,-5.4,1,NA,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"268","Patricio Julián Rodríguez","Pato Rodríguez","https://s.glbimg.com/es/sde/f/2016/05/01/4bef8c6622ce0405731a050f76907aa1_FORMATO.png",71055,6,"SAN","mei","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Maicon Pereira Roque","Maicon","https://s.glbimg.com/es/sde/f/2016/05/01/f3000bd2b412a315dad8796d7080a492_FORMATO.png",71227,6,"SAO","zag","Provável",5.7,7.72,0.15,3.8,4,1,1,1,2,10,5,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"270","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2016/05/01/5fc52cff976d5418e122423e959ab59c_FORMATO.png",68930,6,"VIT","ata","Provável",-0.1,16.85,-0.24,4.8,6,1,17,3,9,18,3,4,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
"271","Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2016/04/29/30350579107b2bf5c3e11cbaaa65ec0f_FORMATO.png",77529,6,"FIG","lat","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2016/05/01/244c756424bb69d9104ec60154e70104_FORMATO.png",71571,6,"VIT","gol","Provável",11,6.35,2.88,4.37,6,NA,NA,NA,1,1,NA,NA,1,NA,13,9,NA,NA,NA,NA,NA,NA,NA
"273","Luiz Eduardo Rodrigues","Luiz Eduardo","https://s.glbimg.com/es/sde/f/2016/05/01/a01c478ec41b0544e92efc2347a70703_FORMATO.png",71603,6,"SAO","zag","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2015/10/28/edbd026bc7f3e8c24d3a4375ed7a3753_FORMATO.jpeg",71572,6,"GRE","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Jorge Miguel Ortega Salinas","Jorge Ortega","https://s.glbimg.com/es/sde/f/2016/05/09/b99ed9a056400cd9676a649b26a4fe5a_FORMATO.jpeg",71694,6,"COR","ata","Nulo",0,5.56,0,4.9,2,NA,4,1,3,2,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"276","Jaimerson da Silva Papa","Jaime","https://s.glbimg.com/es/sde/f/2016/04/29/d6a8b36b62361daa804fd625cb8cebba_FORMATO.png",71634,6,"FIG","zag","Nulo",0,7.99,0,1.48,4,2,6,1,3,7,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2016/04/20/70be612c84779f7f9acb60fe5519ec8c_FORMATO.png",71709,6,"FLA","mei","Dúvida",0,13.79,-0.62,3.16,5,NA,4,NA,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2016/04/26/386ce16d188cfb28ca24b64d8b15c15c_FORMATO.png",71631,6,"ATL","gol","Provável",8,4.66,2.15,0.68,6,NA,NA,NA,NA,3,NA,NA,1,NA,6,9,NA,NA,NA,NA,NA,NA,NA
"279","Henrique Mendonça Mattos","Henrique Mattos","https://s.glbimg.com/es/sde/f/2016/05/01/04bdd81558e68c5ba51d9e30adf14432_FORMATO.png",71593,6,"SPO","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Michael Javier Ortega Dieppa","Michael Ortega","https://s.glbimg.com/es/sde/f/2016/04/29/40e196e024c00c42e663bdeadb83f3cb_FORMATO.png",71707,6,"FIG","mei","Nulo",0,2.5,-0.29,0.28,5,NA,4,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2016/05/31/26e3ebb1f8e4be0cf4ade795e2662bf2_FORMATO.png",71724,6,"SPO","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2016/05/01/add22040f29ff17ef48edd7a588ec18c_FORMATO.png",71549,6,"SAO","ata","Provável",2,6.91,-0.01,3.23,6,NA,4,2,11,13,7,NA,NA,4,NA,NA,NA,NA,2,1,NA,NA,NA
"283","Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2016/05/01/c368a9b94aee7c5cb8cfbf17493fb20a_FORMATO.png",71719,6,"PON","mei","Contundido",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Renato Escobar Baruffi","Bady","https://s.glbimg.com/es/sde/f/2016/04/29/86021128208f5dddbdf8cfee7d06b136_FORMATO.png",71778,6,"FIG","mei","Dúvida",-1.6,7.21,-1,1.23,6,1,5,8,1,20,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"285","Guilherme de Queiroz Gonçalves","Guilherme Queiroz","https://s.glbimg.com/es/sde/f/2016/04/29/ef32a6ac85a5c69013abfcf413d1edd1_FORMATO.png",71769,6,"FIG","ata","Nulo",0,1.95,0,0.46,5,NA,2,NA,3,12,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Walace Souza Silva","Walace","https://s.glbimg.com/es/sde/f/2016/04/30/14966dfd439d086334be00397217a6a2_FORMATO.png",88479,6,"GRE","mei","Nulo",0,13.03,0,2.82,5,NA,7,4,5,28,11,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Thiago Galhardo do Nascimento Rocha","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2016/01/29/6983a9f841d61698c2ee375ce57590e3_FORMATO.jpeg",71844,6,"PON","mei","Provável",0,4.43,0,0.9,3,1,4,2,1,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Silvio José Cardoso Reis Junior","Silvinho","https://s.glbimg.com/es/sde/f/2016/04/27/85a79ab83029c7eddf2aded23edd3acd_FORMATO.png",71799,6,"CHA","ata","Provável",2,8.35,-0.24,3.57,6,1,8,10,16,17,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Ocimar de Almeida Júnior ","Júnior Urso ","https://s.glbimg.com/es/sde/f/2016/04/26/b4f69a6fdc9b16887143827898490777_FORMATO.png",71829,6,"ATL","mei","Provável",14.3,13.66,2.77,5.13,4,1,1,3,4,10,7,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2016/04/29/e5440de7bae253c68911195524c51b6a_FORMATO.png",71892,6,"FLU","lat","Nulo",0,9.95,0,2.37,3,1,5,1,4,8,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"291","Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2016/04/30/e11b5f17e91f0b101c1a042a938318d6_FORMATO.png",71818,6,"GRE","gol","Provável",8,4.83,2.02,3.5,2,1,NA,NA,NA,NA,NA,NA,1,NA,4,4,NA,NA,NA,NA,NA,NA,NA
"292","Bruno Eduardo de Moraes","Bruno Moraes","https://s.glbimg.com/es/sde/f/2016/05/01/f4731774096a0926ebfb7194d29f9ae8_FORMATO.png",71915,6,"STC","ata","Nulo",0.5,2.68,0.03,0.18,4,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Tiago da Costa Silva","Tiago Costa","https://s.glbimg.com/es/sde/f/2016/05/01/528278a57134fbffc414225c38342b02_FORMATO.png",71885,6,"STC","lat","Provável",1.3,4.66,0.57,0.3,5,3,11,1,7,16,8,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA
"294","Maurício Azevedo Alves","Amaral","https://s.glbimg.com/es/sde/f/2016/05/01/240c600fd391768b337710d0c00f742c_FORMATO.png",72071,6,"VIT","mei","Provável",5.2,6.15,1.12,0.88,6,2,12,4,7,13,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,6,"BOT","zag","Nulo",0,2.65,0,-0.4,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Wiliam Silva Gomes Barbio","Wiliam Barbio","https://s.glbimg.com/es/sde/f/2016/05/25/29db1b11c307a9bf59464d82f6001760_FORMATO.jpeg",72099,6,"AME","ata","Nulo",0,2.71,0,0,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2016/05/01/10d10d398f850bd63c86f958c7f28a2e_FORMATO.jpeg",72007,6,"STC","mei","Suspenso",-4.1,8.65,-1.35,1.3,6,3,17,NA,6,9,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"298","Giovanni Palmieri dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2016/04/29/d954165fc5e9964dc562fb2abafc176f_FORMATO.png",72097,6,"FLU","lat","Provável",7.3,8.85,1.37,5.7,4,1,2,1,2,15,8,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Ayrton Luis Ganino","Ayrton","https://s.glbimg.com/es/sde/f/2015/10/29/6d1b2a3681d5769ef11d0f7b32fbb3e3_FORMATO.png",72334,6,"FIG","lat","Provável",4.8,8.63,-0.18,5.3,4,NA,1,NA,9,19,7,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"300","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2016/05/01/eefe06604642d12c5a4a811575872536_FORMATO.png",72290,6,"PAL","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Bryan Silva Garcia","Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",78632,6,"CRU","lat","Provável",3.9,7.8,-0.21,5.25,2,NA,3,2,2,13,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2016/05/20/1cfe544293261682171b21a47393cd7a_FORMATO.png",72362,6,"BOT","mei","Contundido",0,13.65,0,5.17,3,NA,2,NA,2,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Thiago Rodrigues de Oliveira Nogueira","Thiago Rodrigues","https://s.glbimg.com/es/sde/f/2016/01/29/f69e37ab17b3ed8fd33b0279494c64c7_FORMATO.jpeg",73414,6,"FIG","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Jakson Ragnar Follmann ","Follmann ","https://s.glbimg.com/es/sde/f/2016/05/25/cd72fbc174946d693da25241360bed6d_FORMATO.jpeg",72488,6,"CHA","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2016/05/01/8113dcced21a9f08cfe758943519c15a_FORMATO.png",72168,6,"STC","mei","Provável",1.5,6.26,0,3,4,1,8,NA,9,15,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2016/04/20/43f762e9398936d399d42746fc9cfdd4_FORMATO.png",73515,6,"FLA","mei","Nulo",0,4.6,0,2.07,3,NA,NA,NA,2,4,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2016/04/30/ded85791904973e78a63259219ccdc59_FORMATO.png",72490,6,"GRE","zag","Contundido",0,14.61,0,6.8,3,1,2,NA,2,6,1,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"308","Luccas Claro dos Santos","Luccas Claro","https://s.glbimg.com/es/sde/f/2016/04/28/212653f2dde798fcc736ead5c59f61db_FORMATO.png",73465,6,"COR","zag","Provável",0.9,13.26,-3.74,0.9,1,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Luiz Eduardo Figueiredo ","Dudu","https://s.glbimg.com/es/sde/f/2016/06/06/40f0af5340b416117286fd86d654ed06_FORMATO.png",73511,6,"FLU","mei","Nulo",0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2016/06/06/58e8bbe07b865bc34b46292a10a0bf16_FORMATO.png",73513,6,"FLU","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/05/01/f82190cdaebeaf5c0ce730069b6a9a03_FORMATO.png",73540,6,"SAO","ata","Nulo",0,7.49,0,2.06,5,NA,1,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2016/04/28/955d786aa05db6ee13365e3b0b54e2ed_FORMATO.png",73635,6,"COR","ata","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Jorge Fellipe de Oliveira Figueiro","Jorge Fellipe","https://s.glbimg.com/es/sde/f/2016/06/06/f32873f8fe00f7196bcbb14d8028b9d7_FORMATO.png",73544,6,"ATL","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Bruno Fabiano Alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2016/04/29/49e9429e3f444ef44bc9a03295902d5f_FORMATO.png",73620,6,"FIG","zag","Provável",3.9,11.78,-0.1,4.33,6,NA,3,NA,2,17,8,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2016/04/29/ab99a143750d322ad2aad71c76d7031c_FORMATO.png",73721,6,"CRU","mei","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,6,"SAO","zag","Nulo",0,15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2016/04/26/56245b924208def6d8688f6d5c9181be_FORMATO.png",73649,6,"ATL","ata","Contundido",0,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","João Felipe Schimdt Urbano","João Schmidt ","https://s.glbimg.com/es/sde/f/2016/05/01/5214f931543621b3d23666a103f23d6e_FORMATO.png",77777,6,"SAO","mei","Provável",5,4.49,0.66,2.73,3,NA,1,NA,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Claudinei Junio De Souza","Claudinei","https://s.glbimg.com/es/sde/f/2016/05/09/5009508d2616d24ba400e2e4ddd8cc43_FORMATO.png",73863,6,"AME","mei","Nulo",-0.5,8.76,-1.11,3.33,6,NA,4,1,5,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Gustavo Javier Canales","Gustavo Canales","https://s.glbimg.com/es/sde/f/2016/05/31/3ec90fd10b0b59e46e4ed1b8e713a947_FORMATO.png",77772,6,"BOT","ata","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,6,"SAN","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2016/04/28/918d1d4bb2f6863c25280a205740a148_FORMATO.png",73991,6,"COR","zag","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Samuel Rosa Gonçalves ","Samuel ","https://s.glbimg.com/es/sde/f/2016/05/30/6c55dee9bbd50504cdedf8b7a7dfe5e4_FORMATO.png",73806,6,"FLU","ata","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2016/04/20/5aa14228427583453758e5c79b1bc40d_FORMATO.png",73992,6,"FLA","lat","Provável",4.1,12.97,-0.05,4.17,6,1,3,3,13,18,9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Héctor Canteros","Canteros","https://s.glbimg.com/es/sde/f/2016/04/20/99c13653a46dab64b8cde0f0192fdc61_FORMATO.png",73918,6,"FLA","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Claudio Winck Neto","Claudio Winck","https://s.glbimg.com/es/sde/f/2016/05/09/44f7ab6c76f4634e4e996560532dad16_FORMATO.png",74074,6,"CHA","lat","Contundido",0,5.17,0,3.05,2,NA,1,NA,NA,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2016/04/29/9fb2711aff734db5e097a8c785f181cf_FORMATO.png",74061,6,"FIG","gol","Provável",4,6.8,0.15,3.58,5,NA,NA,NA,1,2,NA,NA,1,NA,9,7,NA,NA,NA,NA,NA,NA,NA
"328","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2016/05/01/cc80f0ff335279c7404010486b0f3f24_FORMATO.png",74060,6,"SPO","mei","Nulo",0,6.63,0,-0.2,2,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Rafael Berger","Alemão","https://s.glbimg.com/es/sde/f/2016/05/01/18765d7c11324bf00d94b50056decf08_FORMATO.png",74014,6,"STC","zag","Nulo",0,2.09,0,0.5,3,1,3,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Wallace Oliveira dos Santos","Wallace Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/0a4ef48eb54897fc19994043260ef55f_FORMATO.png",74075,6,"GRE","lat","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","César Eduardo González Amaiz","César González","https://s.glbimg.com/es/sde/f/2016/05/11/f0e9f024533b110586909cdd36af69b9_FORMATO.jpeg",74210,6,"COR","mei","Provável",1,2.33,-0.89,1.23,6,NA,4,1,10,23,3,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA
"332","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2016/04/28/53f6ff2a12e40b6f8dd49aef0978f58e_FORMATO.png",77500,6,"COR","zag","Suspenso",0,15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Hernani Azevedo Junior","Hernani ","https://s.glbimg.com/es/sde/f/2016/04/26/78e49316a8b765001fd3cbed43fb8b5a_FORMATO.png",74078,6,"ATL","mei","Nulo",0,0.77,0,-0.68,4,2,8,NA,2,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2016/04/20/b32111b86cb0b507eb672fbe6392e61a_FORMATO.png",75295,6,"FLA","ata","Nulo",0,6.74,0,-3.75,2,2,9,2,3,7,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"335","José Élber Pimentel da Silva","Élber","https://s.glbimg.com/es/sde/f/2016/04/29/26c6c8beefa35a5684da137e0e90f6dc_FORMATO.png",74140,6,"CRU","mei","Provável",-0.5,14.46,-2.53,6.2,6,NA,1,3,11,22,11,2,NA,1,NA,NA,NA,NA,5,1,NA,NA,NA
"336","Emerson da Conceição","Emerson Conceição","https://s.glbimg.com/es/sde/f/2015/10/28/1dd9174335f24dfb15b6a586227ecb44_FORMATO.png",77895,6,"COR","lat","Provável",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","William de Oliveira Pottker","William Pottker","https://s.glbimg.com/es/sde/f/2016/05/13/45ed1947d0e44d76cde3b946944f1797_FORMATO.png",77809,6,"PON","ata","Contundido",0,5.31,0,-0.2,1,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Eugenio Esteban Mena Reveco","Mena","https://s.glbimg.com/es/sde/f/2016/05/01/b6636f216cfaa7ececec16111456dc19_FORMATO.png",77967,6,"SAO","lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","César Bernardo Dutra","César","https://s.glbimg.com/es/sde/f/2016/05/01/a93f99205ac1160291913798df1695dc_FORMATO.png",78086,6,"PON","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Vagner Antônio Brandalise","Vagner","https://s.glbimg.com/es/sde/f/2016/05/01/070befdf695ba9061ea52576d98e9ec2_FORMATO.png",78151,6,"PAL","gol","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
