"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","DD","DP","FC","FS","GS","PE","SG","A","FD","FF","G","RB","I","FT","CV","PP","GC"
"405","Marcelo Hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2016/04/30/496cbddd535f78e8860bfc0028862e34_FORMATO.png",82639,19,"GRE","lat","Nulo",0,9.35,0,5.34,9,2,NA,NA,12,8,NA,35,4,1,NA,2,2,13,NA,NA,NA,NA,NA
"406","Victor Neves Rangel","Victor Rangel","https://s.glbimg.com/es/sde/f/2016/05/09/0f00d98df560fe7a979c2ce99e9eac49_FORMATO.png",82653,19,"AME","ata","Nulo",5,7.18,1.16,2.18,13,1,NA,NA,17,13,NA,15,NA,1,5,8,2,4,3,NA,NA,NA,NA
"407","Matheus Bitencourt da Silva","Matheus Biteco","https://s.glbimg.com/es/sde/f/2013/01/25/56f668a8a4c0478b93827d0c31964568_FORMATO.jpeg",82703,19,"CHA","mei","Nulo",0,3.76,0,1.8,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"408","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2016/06/28/a68882f174b592bf4e78dbc9818a4465_FORMATO.jpeg",82411,19,"SAO","ata","Provável",7.5,9.44,-0.81,5.63,7,3,NA,NA,8,20,NA,24,NA,1,1,5,3,8,1,NA,NA,NA,NA
"409","Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2016/05/01/cb0f6faa775937eb5f0d68afc0ba2252_FORMATO.png",82787,19,"SAN","ata","Nulo",0,5.74,0.13,1.74,14,NA,NA,NA,10,7,NA,10,NA,1,2,2,2,4,5,NA,NA,NA,NA
"410","Vinícius Vasconcelos Araújo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2016/05/01/ad2cb78ecf2e8ddb976e491438cc78f8_FORMATO.png",82767,19,"SPO","ata","Nulo",0,2.22,0,-0.28,4,2,NA,NA,3,5,NA,9,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA
"411","Hyuri Henrique de Oliveira Costa","Hyuri","https://s.glbimg.com/es/sde/f/2016/04/26/3d46e04733571b02d6699820588895f2_FORMATO.png",82758,19,"ATL","ata","Nulo",0,5.89,0,1.23,8,NA,NA,NA,9,9,NA,5,NA,NA,1,3,NA,6,4,NA,NA,NA,NA
"412","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2016/04/30/95ffa84036badf598890bde1fdacd802_FORMATO.png",83048,19,"GRE","zag","Nulo",0,2.83,0,2.42,4,1,NA,NA,3,1,NA,5,1,NA,NA,1,NA,5,NA,NA,NA,NA,NA
"413","Ruy Franco de Almeida Junior","Ruy","https://s.glbimg.com/es/sde/f/2016/04/28/d46da2e3d940bad03f67a1bbc17e4718_FORMATO.png",82939,19,"COR","mei","Contundido",0,6.69,0,3.26,10,2,NA,NA,10,14,NA,39,NA,3,4,3,1,11,3,NA,NA,NA,NA
"414","Luan José Niedzielsk","Luan","https://s.glbimg.com/es/sde/f/2016/04/29/991a0d7a9b4600fa1498460e55dcf6cf_FORMATO.png",83688,19,"FIG","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Gustavo Ermel","Ermel","https://s.glbimg.com/es/sde/f/2016/07/07/9ff0d08167e56872e00164237ea138bc_FORMATO.png",82952,19,"FIG","ata","Nulo",0,9.41,0,3.23,15,NA,NA,NA,14,37,NA,28,NA,1,7,6,2,8,1,NA,NA,NA,NA
"416","Mateus Lucena dos Santos","Caramelo","https://s.glbimg.com/es/sde/f/2016/05/01/8f419b351f8119eae16605261ac1a57c_FORMATO.png",83760,19,"CHA","lat","Nulo",0,3.35,0,2.15,4,1,NA,NA,5,5,NA,4,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"417","Givanildo Pulgas da Silva","Giva","https://s.glbimg.com/es/sde/f/2016/07/08/b4547c845654e491158ea0d1ce1bf389_FORMATO.jpeg",83255,19,"PON","ata","Nulo",0,2.74,0,-0.3,4,NA,NA,NA,1,NA,NA,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"418","Duvier Riacos Barahona","Riascos","https://s.glbimg.com/es/sde/f/2016/05/24/3375caefc2da2a8fd5f0c15e9a3e534b_FORMATO.png",83189,19,"CRU","ata","Nulo",0,5.6,0,1.15,11,3,NA,NA,20,10,NA,11,NA,1,5,7,1,3,2,NA,NA,NA,NA
"419","Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2016/07/28/5eec2639ccfd30a34221ab0889fe05aa_FORMATO.png",83004,19,"ATL","mei","Nulo",0,6.95,0,-0.6,1,1,NA,NA,3,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"420","Guilherme Parede Pinheiro","Guilherme Parede","https://s.glbimg.com/es/sde/f/2016/04/28/bef36ee3573f1accba8549d63ff559b6_FORMATO.png",83438,19,"COR","ata","Nulo",0,3.87,0,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"421","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2016/05/20/f7254d3464752fd4562b0633482ac07d_FORMATO.png",83772,19,"BOT","ata","Provável",0,9.37,0,4.52,17,1,NA,NA,18,33,NA,45,NA,2,8,11,6,11,8,NA,NA,1,NA
"422","Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2016/04/26/4edf2fe2122c60e8461ad1669f42eeb4_FORMATO.png",83266,19,"ATL","mei","Dúvida",-1.5,3.51,-0.78,1.75,12,NA,NA,NA,3,8,NA,17,NA,1,4,3,NA,8,2,NA,NA,NA,NA
"423","Alisson Machado dos Santos","Alisson","https://s.glbimg.com/es/sde/f/2016/04/29/62a319099b372f78878a9b8a178058c5_FORMATO.png",84266,19,"FIG","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Gabriel Barbosa Almeida","Gabriel","https://s.glbimg.com/es/sde/f/2016/05/01/1483ff1b3cb82fa23bc8625656564b18_FORMATO.png",83257,19,"SAN","ata","Nulo",0,11.62,0,5.24,10,3,NA,NA,14,21,NA,30,NA,1,7,7,5,5,10,1,NA,NA,NA
"425","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2016/05/01/f9b2365ceb3a8b49fa3e7474bce9bc75_FORMATO.png",83786,19,"STC","zag","Provável",5.3,5.74,0.32,3.23,12,4,NA,NA,13,12,NA,28,4,1,NA,NA,NA,18,NA,NA,NA,NA,NA
"426","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2016/05/01/66db511d5e1f4776c5d9ed74ddbf545b_FORMATO.png",83817,19,"PON","mei","Provável",0.8,3.05,0.15,1.62,16,3,NA,NA,27,25,NA,42,NA,1,6,7,2,13,7,NA,1,NA,NA
"427","Ailton Cesar Junior Alves da Silva","Ailton Canela","https://s.glbimg.com/es/sde/f/2016/06/30/81e7c037c6145cbd1c84866c2711eb61_FORMATO.png",84290,19,"CHA","ata","Nulo",0,1.59,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Glauco Tadeu Chaves","Glauco","https://s.glbimg.com/es/sde/f/2016/05/09/2cac99f5583c416743d60a51fb0d18f2_FORMATO.png",84555,19,"AME","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2016/04/29/d328bc38f626e4c61d12bf5c25f4658c_FORMATO.png",84558,19,"CRU","mei","Nulo",0,1.77,0,0.94,9,3,NA,NA,16,8,NA,36,NA,NA,NA,5,NA,21,NA,NA,2,NA,NA
"430","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2016/05/09/fe0bea834eb17fabedce79806e5e56b4_FORMATO.png",84382,19,"AME","lat","Nulo",5.7,5.9,-0.26,2.78,17,2,NA,NA,15,10,NA,47,2,1,11,10,2,11,NA,NA,NA,NA,NA
"431","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2016/05/01/16f4da431bfc997fec158ecfb9c186a1_FORMATO.png",84585,19,"PAL","mei","Nulo",0.3,8.19,-0.08,1,2,NA,NA,NA,NA,1,NA,3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"432","Lucas Gomes da Silva","Lucas Gomes","https://s.glbimg.com/es/sde/f/2016/04/27/8f50d49f6a99adb1e99c806d1f483b87_FORMATO.png",84684,19,"CHA","ata","Nulo",-3.9,7.59,-2.09,2.55,15,3,NA,NA,23,22,NA,43,NA,2,7,8,2,13,6,NA,NA,NA,NA
"433","Juan Manuel Salgueiro","Salgueiro","https://s.glbimg.com/es/sde/f/2016/05/20/811a7420963bf1802a706c535821e38a_FORMATO.png",84592,19,"BOT","ata","Nulo",0,5.32,0,1.27,10,1,NA,NA,10,2,NA,21,NA,1,NA,4,1,6,2,NA,NA,NA,NA
"434","Lucas Cavalcante Silva Afonso","Lucão","https://s.glbimg.com/es/sde/f/2016/05/01/48f192fdba1691586d6a2bfd42288481_FORMATO.png",84554,19,"SAO","zag","Nulo",0,11.04,0,4.23,3,NA,NA,NA,2,2,NA,5,1,NA,NA,1,NA,5,NA,NA,NA,NA,NA
"435","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2016/04/26/fd989b79b53823a7699ecc9662a7b74a_FORMATO.png",84851,19,"ATL","mei","Nulo",0,4.87,0,1.6,7,1,NA,NA,12,7,NA,8,NA,NA,6,1,NA,7,1,NA,NA,NA,NA
"436","Nicolás Federico López Alonso","Nico López","https://s.glbimg.com/es/sde/f/2016/07/23/237be6493558caa36f59b3a768f45110_FORMATO.png",84709,19,"INT","ata","Nulo",1.2,10.3,-0.05,0.27,3,NA,NA,NA,4,7,NA,12,NA,NA,3,2,NA,NA,3,NA,NA,NA,NA
"437","Luan Peres Petroni","Luan Peres ","https://s.glbimg.com/es/sde/f/2016/06/27/dd2390a796a155ff0c0f22c0b4aa4735_FORMATO.png",84847,19,"STC","zag","Nulo",0,1.88,0,1.1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"438","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2016/05/01/d699ce96a133a9a4277276ec939d0670_FORMATO.png",84890,19,"VIT","lat","Suspenso",-1.8,4.53,-0.34,3.21,12,3,NA,NA,15,16,NA,41,2,1,3,2,1,17,NA,NA,NA,NA,NA
"439","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2016/05/01/9d77b7b8de884f6ca9e47e4af829f114_FORMATO.png",84848,19,"PAL","ata","Provável",3.8,5.9,0.07,5.75,8,2,NA,NA,10,20,NA,16,NA,NA,4,5,3,9,1,1,NA,NA,NA
"440","Leandro Alves de Carvalho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,19,"BOT","mei","Nulo",0,3.01,0,2.07,10,2,NA,NA,13,18,NA,39,NA,NA,NA,6,1,13,1,NA,NA,NA,NA
"441","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2016/04/30/c66920f75ffae5c4ae70d98ce74fc92e_FORMATO.png",90532,19,"GRE","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Dener Gonçalves Pinheiro","Dener","https://s.glbimg.com/es/sde/f/2016/04/29/44b631eb22a18bd8eeb9d70b4793eacd_FORMATO.png",84887,19,"FIG","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2016/04/26/6da386200ffd6eb819bc89d0f7c0c596_FORMATO.png",84926,19,"ATL","mei","Nulo",0,0.8,0,-0.5,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2016/04/29/73d2f99789d49931c8deea3969a3c2c3_FORMATO.png",84927,19,"FIG","mei","Suspenso",2.7,4.41,-0.9,1.99,7,3,NA,NA,6,11,NA,26,NA,NA,1,2,2,4,NA,NA,NA,NA,NA
"445","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2016/04/29/62d23ea7816659aafaf60c6e6027764f_FORMATO.png",85004,19,"FLU","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Vinícius Silvestre da Costa","Vinícius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,19,"PAL","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Carlos Alberto Carvalho da Silva Júnior","Carlos","https://s.glbimg.com/es/sde/f/2016/05/09/92049d1586174aecc702f4584b544b81_FORMATO.png",85027,19,"ATL","ata","Nulo",0,8.36,-0.39,1.65,14,2,NA,NA,14,9,NA,14,NA,NA,5,9,2,5,4,NA,NA,NA,NA
"448","Gabriel Augusto Xavier","Gabriel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/0b59c50becbc8d730cad413e46f903e6_FORMATO.png",85040,19,"SPO","mei","Provável",5.9,8.99,1.49,3.76,16,2,NA,NA,14,16,NA,35,NA,3,5,4,3,14,1,1,NA,NA,NA
"449","Yerry Fernando Mina Gonzalez","Yerry Mina","https://s.glbimg.com/es/sde/f/2016/07/13/52db8ec4bad9f3aa17a9e3442b92d97f_FORMATO.png",85241,19,"PAL","zag","Nulo",0,7.66,0,3.65,2,1,NA,NA,3,2,NA,3,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA
"450","Renan Paulino de Souza","Renan Paulino","https://s.glbimg.com/es/sde/f/2016/07/24/344ce1cd0567c16d9b113681eb04785a_FORMATO.png",85069,19,"ATL","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Willians Domingos Fernandes","Willians","https://s.glbimg.com/es/sde/f/2016/04/28/ddbf7a8cf8492557895f2514f35971d3_FORMATO.png",54424,19,"COR","mei","Contundido",0,4.66,0,0.37,3,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"452","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,19,"SPO","mei","Nulo",0,2.76,0,2.64,5,1,NA,NA,6,6,NA,10,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA
"453","Marcelo Machado dos Santos ","Marcelo","https://s.glbimg.com/es/sde/f/2016/05/01/246270cfb0d85a032e4cb806f0f4c2bf_FORMATO.png",85400,19,"VIT","mei","Nulo",0,2.98,0,1.3,6,NA,NA,NA,6,4,NA,11,NA,NA,1,2,NA,6,1,NA,NA,NA,NA
"454","Sueliton Florêncio Nogueira","Sueliton","https://s.glbimg.com/es/sde/f/2016/05/09/1d06851858c7a18e9c2bfcebb9f7a438_FORMATO.png",88387,19,"AME","zag","Provável",6.3,8.5,1.68,3.06,10,2,NA,NA,11,15,NA,23,2,1,NA,1,NA,14,NA,NA,NA,NA,NA
"455","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2016/05/01/5cab514072a09725b9f0f42b2f1d9d77_FORMATO.png",85425,19,"SAN","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2016/05/09/a9f39be0910746b095c3543177941fc5_FORMATO.png",85418,19,"ATL","gol","Nulo",0,5.37,0,4.3,1,NA,NA,NA,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Iago Ângelo Dias","Iago","https://s.glbimg.com/es/sde/f/2016/07/08/2e85b7ebd77a08a7b2652294f4b38b7c_FORMATO.png",88417,19,"COR","ata","Provável",-0.8,2.2,-0.78,1.43,7,1,NA,NA,6,4,NA,7,NA,NA,NA,2,NA,6,NA,1,NA,NA,NA
"458","Luiz Carlos Oliveira Bitencourt","Luiz Carlos ","https://s.glbimg.com/es/sde/f/2016/05/01/094cd9a92291d9b827dcfe88c0efccb6_FORMATO.png",88430,19,"SPO","gol","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2016/04/30/467a8f898eba5ed165e1db959364e376_FORMATO.png",85423,19,"INT","mei","Provável",1.7,13.95,-0.78,3.04,8,NA,NA,NA,4,11,NA,11,NA,1,2,4,1,4,1,NA,NA,NA,NA
"460","Auro Álvaro da Cruz Júnior","Auro","https://s.glbimg.com/es/sde/f/2016/06/28/e214bcda51965bbf7c5068c841a8604f_FORMATO.jpeg",88540,19,"SAO","lat","Nulo",0,7.39,0,4.17,6,NA,NA,NA,3,2,NA,10,4,NA,1,1,NA,4,NA,NA,NA,NA,NA
"461","Vinicius Rodolfo de Souza Oliveira","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2014/07/10/90204d7ecca027623a6dabdbf39ca8b9_FORMATO.jpeg",88651,19,"BOT","ata","Nulo",0,0.79,0,-1.33,3,1,NA,NA,5,1,NA,3,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA
"462","André Soares Jardine","André Jardine",NA,88898,19,"SAO","tec","Provável",3.37,11.99,-0.7,3.37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Lucas de Figueiredo Crispim","Lucas Crispim","https://s.glbimg.com/es/sde/f/2016/05/01/f060208d1a949d93507611b7e4fbd24b_FORMATO.png",88597,19,"SAN","mei","Nulo",0,3.5,0,1.4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"464","Walace Souza Silva","Walace","https://s.glbimg.com/es/sde/f/2016/04/30/14966dfd439d086334be00397217a6a2_FORMATO.png",88479,19,"GRE","mei","Nulo",0,13.43,0,3,12,3,NA,NA,16,14,NA,50,NA,NA,4,5,1,25,NA,NA,NA,NA,NA
"465","Robert Gonçalves Santos","Robert ","https://s.glbimg.com/es/sde/f/2016/02/12/754b6eb91bfed86623a467f559c649a5_FORMATO.jpeg",85121,19,"FLU","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Luan Polli Gomes","Luan Polli ","https://s.glbimg.com/es/sde/f/2016/04/29/310dae26f567a9157425550aee7144d7_FORMATO.png",88916,19,"FIG","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Ayrton Lucas Dantas de Medeiros","Ayrton ","https://s.glbimg.com/es/sde/f/2016/05/30/d9de5b01c0675ed4e4ab3da40f2a1cca_FORMATO.png",88393,19,"FLU","lat","Nulo",0,3.7,0,4.7,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Jucemar de Oliveira Cordeiro Júnior","Júnior Oliveira","https://s.glbimg.com/es/sde/f/2016/05/25/1292ee827e916cf85996f638132cb5ed_FORMATO.png",88848,19,"FIG","gol","Nulo",0,8.09,0,8,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2016/05/01/bf92a4e8d8b526db55b36eec1291cf64_FORMATO.png",85586,19,"PON","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Bruno Sávio da Silva","Sávio","https://s.glbimg.com/es/sde/f/2016/05/09/7dd962f353ef61652ad5f8a79da0ca3c_FORMATO.png",89101,19,"AME","ata","Nulo",0,3.78,0,1.46,9,1,NA,NA,8,2,NA,8,NA,NA,2,3,1,5,NA,NA,NA,NA,NA
"471","Gabriel Fernando de Jesus","Gabriel Jesus","https://s.glbimg.com/es/sde/f/2016/05/04/f14c5868bfb9bd13406d556de657b9e8_FORMATO.png",89154,19,"PAL","ata","Nulo",0,29.77,0,8.3,14,4,NA,NA,39,50,NA,39,NA,4,13,13,10,9,14,NA,NA,NA,NA
"472","Daniel Miller Tenenbaum","Daniel","https://s.glbimg.com/es/sde/f/2016/04/20/6b655cea1f7829b459eff3efa45034cf_FORMATO.png",89258,19,"FLA","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Adriano Félix Teixeira","Adriano Teixeira",NA,89339,19,"STC","tec","Nulo",0,8.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Willian de Asevedo Furtado","William","https://s.glbimg.com/es/sde/f/2016/04/30/75e4a80e8152cf2e721dea24b7b7b180_FORMATO.png",89275,19,"INT","lat","Nulo",0,14.18,0,4.36,15,3,NA,NA,32,17,NA,65,5,3,4,4,NA,31,2,NA,NA,NA,NA
"475","João Pedro dos Santos","João Pedro ","https://s.glbimg.com/es/sde/f/2016/05/01/c96d48d7d4b10e94a0eb9aebcd00a649_FORMATO.png",89273,19,"PAL","lat","Nulo",0,3.93,0,3.8,1,NA,NA,NA,6,2,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"476","Matheus de Sales Cabral","Matheus Sales","https://s.glbimg.com/es/sde/f/2016/05/01/472f14cf9165dd0469cf6e9346dd669f_FORMATO.png",89285,19,"PAL","mei","Nulo",0,4.7,0,1.09,10,2,NA,NA,17,11,NA,9,NA,NA,NA,5,NA,10,NA,NA,NA,NA,NA
"477","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2016/04/29/84cf16c68adf0de130d3dd9fc83f017e_FORMATO.png",89190,19,"CRU","ata","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Ânderson Balbino Assis","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,19,"GRE","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Icaro Cosmo da Rocha","Ícaro","https://s.glbimg.com/es/sde/f/2016/04/28/5da0c1d61541ac587e45378832b17aab_FORMATO.png",86588,19,"COR","mei","Nulo",0,3.74,0,3.1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"480","Wanderson de Jesus Martins","Caju","https://s.glbimg.com/es/sde/f/2016/05/01/54af0c3c3d1522543c64c18ca5a50a22_FORMATO.png",89342,19,"SAN","lat","Provável",3.1,6.03,0.29,7.07,6,1,NA,NA,4,2,NA,15,4,2,NA,NA,NA,12,1,NA,NA,NA,NA
"481","Hugo Ragelli Oliveira Andrade","Hugo Ragelli","https://s.glbimg.com/es/sde/f/2014/10/14/b4ccb45b85f5ad13cada4d8f29cfabec_FORMATO.jpeg",89444,19,"CRU","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Dioclécio Horácio da Silva","Horácio","https://s.glbimg.com/es/sde/f/2016/07/12/a9421376264c02f66cfdfc8726e25b23_FORMATO.png",89466,19,"SPO","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Iago Justen Maidana Martins","Iago Maidana","https://s.glbimg.com/es/sde/f/2016/05/01/b7a6ac34682337402608ab557eddce32_FORMATO.jpeg",89226,19,"SAO","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Williams da Luz","Williams","https://s.glbimg.com/es/sde/f/2016/01/14/e7f0433ec3cfaf99844f48f07a15e886_FORMATO.jpeg",89640,19,"STC","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2016/05/13/7f3dfc1be15fa33f2fe0215c195e6d80_FORMATO.png",89693,19,"ATL","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Jonathan Calleri","Calleri","https://s.glbimg.com/es/sde/f/2016/05/04/765865175e180ab807fb3efa2cc5f005_FORMATO.png",89840,19,"SAO","ata","Nulo",0,16.66,0,2.64,5,3,NA,NA,12,7,NA,7,NA,NA,2,3,3,1,2,NA,1,NA,NA
"487","Thiago Maia Alencar","Thiago Maia","https://s.glbimg.com/es/sde/f/2016/05/01/1b2976ce2cacc26f8141ace470b05928_FORMATO.png",89637,19,"SAN","mei","Nulo",0,4.32,0,1.16,15,2,NA,NA,26,14,NA,63,NA,1,NA,3,NA,24,3,NA,NA,NA,NA
"488","Andrés Eliseo Chávez","Andrés Chávez","https://s.glbimg.com/es/sde/f/2015/05/04/f62b80c6c786bfe94fe30835d67a4197_FORMATO.png",89839,19,"SAO","ata","Provável",16.6,12.77,3.98,8.97,3,1,NA,NA,4,2,NA,2,NA,NA,2,4,3,1,NA,NA,NA,NA,NA
"489","Nickson Gabriel Reis Silva","Nickson","https://s.glbimg.com/es/sde/f/2016/05/01/5dcd9e4c4a3b82146f0ae4159ac3f73c_FORMATO.png",89676,19,"VIT","ata","Nulo",0,2.5,0,4.47,3,1,NA,NA,4,5,NA,3,NA,NA,1,NA,1,4,NA,NA,NA,NA,NA
"490","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2016/05/01/888bd2ad97a3e922521ae1bf34c965bd_FORMATO.png",54797,19,"SPO","ata","Nulo",8,4.03,1.46,1.32,8,NA,NA,NA,2,1,NA,3,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA
