"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FD","FF","FS","I","PE","RB","SG","G","A","FT","DD","GS","CV","PP","DP","GC"
"696","Eduardo Colcenti Antunes","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2016/04/30/50fc5a7dc8dc2fa1c53d34cc6e432d9a_FORMATO.png",70360,16,"INT","ata","Provável",0.6,11.42,-0.17,4.27,15,4,9,9,9,20,5,41,16,NA,4,NA,2,NA,NA,NA,NA,NA,NA
"697","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,16,"BOT","zag","Provável",1.4,5.72,-1.35,4.03,9,1,6,NA,5,9,NA,19,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2016/05/01/7e06957c4b368ad203c4ec6b29e6f8e7_FORMATO.png",70986,16,"SAN","mei","Dúvida",2.8,5.56,-0.68,4.88,7,NA,7,1,NA,16,NA,17,14,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"699","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2016/04/28/babefb476c0292044ff5aec58dbf4331_FORMATO.png",70944,16,"COR","mei","Provável",2.9,16.64,-2.43,6.58,16,2,38,4,7,19,1,40,51,NA,4,NA,1,NA,NA,NA,NA,NA,NA
"700","Lucas de Lacerda Lima Gonçalves","Lucas Zen","https://s.glbimg.com/es/sde/f/2016/05/20/14f0a0139f67b5fa5d93fdf50daac1cc_FORMATO.png",71032,16,"BOT","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Rodrigo Vasconcelos Oliveira","Rodrigo","https://s.glbimg.com/es/sde/f/2016/05/01/0f8beb8328a953a76f62128657f0c463_FORMATO.png",86935,16,"PAL","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Felipe da Silva Amorim","Felipe Amorim","https://s.glbimg.com/es/sde/f/2016/07/08/07fbd91aba6f96e38615759a0d94bfdb_FORMATO.png",71040,16,"COR","mei","Nulo",0.7,3.89,-0.13,0.85,8,NA,4,1,4,11,NA,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2016/05/01/7bcc0c5b9e4c9b0a22e83d8c52382047_FORMATO.png",71043,16,"SAO","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,16,"SAN","lat","Suspenso",0,9.02,0,3.1,14,6,20,2,2,10,NA,55,22,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"705","Danilo Pires Costa","Danilo Pires","https://s.glbimg.com/es/sde/f/2015/10/28/0d6467c37bdb2017bc778735662d0a1c_FORMATO.png",87291,16,"STC","mei","Nulo",1.7,2.94,-0.06,1.7,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2016/04/28/791584b7c8c0a16ed8c52dc6c6821a90_FORMATO.png",87228,16,"COR","lat","Contundido",0,4.86,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2016/04/30/e393c92239428f76920973cf24b82073_FORMATO.png",87008,16,"GRE","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2016/04/28/d79ded1eae88c25646b800caa6438463_FORMATO.png",87225,16,"COR","zag","Contundido",0,2.62,0,2.88,7,2,4,1,1,4,NA,9,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Anderson Ferreira da Silva","Pará","https://s.glbimg.com/es/sde/f/2016/07/13/9ed414184988c2926ab0d78b55db9098_FORMATO.png",87213,16,"FIG","lat","Nulo",-1.1,2.84,-0.31,-0.55,2,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Eisner Iván Loboa Balanta","Eisner Loboa",NA,87361,16,"AME","mei","Nulo",0,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Walter Kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2016/07/19/c8c1a9d05db2abc2ad79b42dc3e4079e_FORMATO.png",87342,16,"GRE","zag","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Allano Brendon de Souza Lima","Allano","https://s.glbimg.com/es/sde/f/2016/04/28/3085654af6c3a83e8e6538ac7bc78942_FORMATO.png",87391,16,"CRU","ata","Nulo",0,2.74,0,0.95,9,NA,9,1,1,12,1,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Marcos do Nascimento Teixeira","Marcão","https://s.glbimg.com/es/sde/f/2016/07/03/67c178dd2899716368d15d8b4940c14c_FORMATO.png",87267,16,"ATL","zag","Nulo",5,3.47,0.37,4.8,4,1,2,NA,NA,1,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Matheus Reis de Lima","Matheus Reis","https://s.glbimg.com/es/sde/f/2016/06/28/a40f203dc74ba8f363f234170bc7da6c_FORMATO.jpeg",87486,16,"SAO","lat","Nulo",0,5.08,0,2.12,13,1,27,2,NA,10,NA,26,11,5,NA,1,NA,NA,NA,1,NA,NA,NA
"715","Guilherme Gimenez de Souza","Gimenez","https://s.glbimg.com/es/sde/f/2016/04/27/4fdb59e5497a1dda24a3556643f0b8f6_FORMATO.png",87482,16,"CHA","lat","Provável",-0.3,4.06,-0.29,1.05,14,3,19,NA,1,20,2,33,9,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"716","Mário Sérgio Gomes de Souza","Mário Sérgio","https://s.glbimg.com/es/sde/f/2016/07/14/a40b056aec3f93a51f17a2ca5c28cd69_FORMATO.png",87399,16,"STC","lat","Nulo",0,2.84,0,0.93,3,2,3,NA,NA,2,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Gabriel Costa França","Gabriel","https://s.glbimg.com/es/sde/f/2016/05/09/08d7db2748121ab1683da235cfa4a04f_FORMATO.png",87393,16,"ATL","zag","Nulo",0,9.53,0,3.08,5,2,7,NA,2,7,NA,13,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"718","Eduardo Augusto Baptista Miguel","Eduardo Baptista","https://s.glbimg.com/es/sde/f/2016/07/08/9c77eae8ffe910b24fb1d98ce962c693_FORMATO.jpeg",87211,16,"PON","tec","Provável",2.7,9.6,0.06,2.82,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Yago Felipe da Costa Rocha","Yago","https://s.glbimg.com/es/sde/f/2016/04/29/9e75041c82af99e71fd7136bf58eb73d_FORMATO.png",87747,16,"FIG","mei","Provável",3.1,3.26,0.44,-0.57,4,1,13,1,NA,10,NA,11,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"720","Tiago Machowski","Tiago","https://s.glbimg.com/es/sde/f/2016/04/30/5dd1148fbd2c5986525de747fb4ea80d_FORMATO.png",87611,16,"GRE","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Messias Rodrigues da Silva Júnior","Messias","https://s.glbimg.com/es/sde/f/2016/05/09/6068d0d51d95cf9603bbaf09042e0580_FORMATO.png",87402,16,"AME","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Antônio Francisco Moura Neto","Neto Moura","https://s.glbimg.com/es/sde/f/2016/05/01/60b2f9caebf7a6d399c1ba73dff47b84_FORMATO.png",87742,16,"SPO","mei","Nulo",0,2.35,0,-0.8,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Giorgian Daniel de Arrascaeta Benedetti","Arrascaeta","https://s.glbimg.com/es/sde/f/2016/04/28/34e8365db550908af5ae08bc890c103c_FORMATO.png",87863,16,"CRU","mei","Provável",5.2,19.78,0.46,7.35,14,4,16,10,18,31,2,69,30,NA,5,3,NA,NA,NA,NA,1,NA,NA
"724","Federico Gino Acevedo Fagundez","Federico Gino","https://s.glbimg.com/es/sde/f/2016/04/29/07f205bd47120a9677a25b343417f3e7_FORMATO.png",87860,16,"CRU","mei","Dúvida",0,4.53,0,0.02,4,NA,2,1,1,2,NA,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Vitor Frezarin Bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png",87552,16,"SAN","mei","Provável",17.9,15.21,1.29,6.24,16,2,14,9,10,23,NA,62,17,NA,7,2,2,NA,NA,NA,NA,NA,NA
"726","Fabián Cornelio Balbuena González","Balbuena","https://s.glbimg.com/es/sde/f/2016/04/28/46ed32bd9a832044312ff5fad5d41e2e_FORMATO.png",87887,16,"COR","zag","Provável",1.4,4.27,-0.18,3.07,10,3,11,2,4,4,1,14,6,4,NA,2,NA,NA,NA,NA,NA,NA,NA
"727","Bruno Rafael Rodrigues do Nascimento","Bruno Rodrigues","https://s.glbimg.com/es/sde/f/2016/04/26/82136cdf105e3a392a1e3f8509d4e0d4_FORMATO.jpeg",92811,16,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Carlos Alberto Carvalho da Silva Júnior","Carlos","https://s.glbimg.com/es/sde/f/2016/05/09/92049d1586174aecc702f4584b544b81_FORMATO.png",85027,16,"ATL","ata","Provável",0,8.75,0,1.78,13,2,14,5,9,9,4,14,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"729","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2016/04/20/56c602db5b9e9e214d08e8ada1cbeac6_FORMATO.png",71066,16,"FLA","mei","Dúvida",2.2,8.05,0.4,1.3,9,1,15,3,5,6,NA,23,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"730","Vinícius Silvestre da Costa","Vinícius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,16,"PAL","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Robert Gonçalves Santos","Robert ","https://s.glbimg.com/es/sde/f/2016/02/12/754b6eb91bfed86623a467f559c649a5_FORMATO.jpeg",85121,16,"FLU","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,16,"SPO","mei","Nulo",0,2.76,0,2.64,5,1,6,NA,NA,6,NA,10,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"733","Gabriel Augusto Xavier","Gabriel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/0b59c50becbc8d730cad413e46f903e6_FORMATO.png",85040,16,"SPO","mei","Contundido",0,8.13,0,3.97,14,2,12,4,3,16,1,31,11,NA,3,3,1,NA,NA,NA,NA,NA,NA
"734","Marcelo Machado dos Santos ","Marcelo","https://s.glbimg.com/es/sde/f/2016/05/01/246270cfb0d85a032e4cb806f0f4c2bf_FORMATO.png",85400,16,"VIT","mei","Nulo",0,2.98,0,1.3,6,NA,6,1,2,4,1,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Yerry Fernando Mina Gonzalez","Yerry Mina","https://s.glbimg.com/es/sde/f/2016/07/13/52db8ec4bad9f3aa17a9e3442b92d97f_FORMATO.png",85241,16,"PAL","zag","Nulo",0,7.66,0,3.65,2,1,3,1,NA,2,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"736","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2016/05/01/bf92a4e8d8b526db55b36eec1291cf64_FORMATO.png",85586,16,"PON","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2016/04/30/467a8f898eba5ed165e1db959364e376_FORMATO.png",85423,16,"INT","mei","Provável",9.2,14.78,1.45,2.58,5,NA,2,NA,1,6,NA,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"738","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2016/05/01/5cab514072a09725b9f0f42b2f1d9d77_FORMATO.png",85425,16,"SAN","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2016/05/09/a9f39be0910746b095c3543177941fc5_FORMATO.png",85418,16,"ATL","gol","Nulo",0,5.37,0,4.3,1,NA,NA,NA,NA,1,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2016/04/30/4238400ed396294e767c230a127d5f39_FORMATO.png",85591,16,"INT","lat","Contundido",0,8.46,0,2.85,12,4,23,1,3,7,1,38,20,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"741","Gustavo Ramos Vasconcelos de Oliveira","Gustavo Ramos","https://s.glbimg.com/es/sde/f/2016/04/28/a6f901fdd02918665d522c7a1384ba8a_FORMATO.jpeg",85596,16,"INT","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2016/05/01/262c8b0d359812c2e129d40c66840c50_FORMATO.png",85629,16,"SAO","mei","Nulo",0,2.58,0,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,16,"CHA","zag","Contundido",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2016/04/26/20321f246fed8cd6cbb3ca00d4bccbaa_FORMATO.png",69012,16,"ATL","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2016/04/26/aac414140b92bc24d03ba749480a7885_FORMATO.png",69018,16,"ATL","mei","Contundido",0,7.98,0,5.28,8,1,20,NA,NA,18,1,16,20,NA,1,1,1,NA,NA,NA,NA,NA,NA
"746","Diogo Mateus de Almeida Rodrigues Maciel","Diogo Mateus","https://s.glbimg.com/es/sde/f/2016/07/08/251700fb187a9901f60d1304afc6530f_FORMATO.jpeg",85882,16,"PON","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,16,"CRU","zag","Nulo",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2016/05/01/9077233b11a95f6bd025bdb11a2dff05_FORMATO.png",69010,16,"PON","gol","Provável",-4,6.54,-0.05,0.68,16,2,NA,NA,NA,1,NA,5,NA,3,NA,NA,NA,17,25,NA,NA,NA,NA
"749","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2016/05/01/d6a6be346384e5f7c86d506269113cce_FORMATO.png",68987,16,"PON","mei","Provável",8.1,4.57,1.91,2.51,15,3,44,2,2,22,NA,55,34,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"750","Antônio de Moura Carvalho","Tony","https://s.glbimg.com/es/sde/f/2016/05/09/e4f60ef78fb4a9e7a51283c27afb5ed2_FORMATO.png",69033,16,"AME","mei","Contundido",0,6.13,0,0.25,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,16,"SAN","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Marcelo Cirino da Silva","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2016/04/20/befdd6c23949a4ebede804fac2e92ec7_FORMATO.png",69022,16,"FLA","ata","Nulo",0,5.34,0,0.8,15,1,11,4,11,30,4,40,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Ronaldo Conceição Silveira","Ronaldo","https://s.glbimg.com/es/sde/f/2016/07/07/690bc3c884d9d438461ecf7b43158615_FORMATO.png",69042,16,"ATL","zag","Nulo",0,2.41,0,0.3,2,1,2,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2016/05/25/fa74c67a09ae2839dcbb42ddf5a6d1f3_FORMATO.png",86143,16,"ATL","zag","Nulo",3.6,3.1,0.32,2.53,7,1,4,NA,1,1,1,8,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2016/05/13/dcbc1e5b5b31f9b10ace5cfafebf0281_FORMATO.png",69138,16,"ATL","ata","Provável",1.6,3.46,-1.67,2.06,14,3,20,5,9,9,3,43,14,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"756","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2016/04/27/0a298c039ef1a79534673291fb4e5ca3_FORMATO.png",85931,16,"CHA","mei","Nulo",3.9,5.04,0.72,2.32,9,2,14,5,1,6,NA,21,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"757","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2016/05/13/eac8265d35cda412d31cdfb857c0d6a8_FORMATO.png",69177,16,"ATL","lat","Suspenso",6.6,4.9,1.13,3.74,12,3,22,NA,2,19,NA,43,17,7,NA,1,NA,NA,NA,1,NA,NA,NA
"758","Danilo Fernandes Batista","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2016/05/30/8099f366cc8319b88e07c75b7f584000_FORMATO.png",69051,16,"INT","gol","Contundido",0,12.24,0,5.33,9,1,NA,NA,NA,1,NA,5,NA,4,NA,NA,NA,15,7,NA,NA,NA,NA
"759","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2016/01/29/130dd023165feb260311b9a537b660e0_FORMATO.jpeg",86411,16,"PON","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2016/05/01/a48a4207a6987e0ef85cd7f9f843e206_FORMATO.png",86485,16,"STC","ata","Provável",1.1,20.46,-0.16,4.85,14,2,8,6,13,22,7,54,15,NA,3,4,NA,NA,NA,NA,NA,NA,NA
"761","Aylon Darwin Tavella","Aylon","https://s.glbimg.com/es/sde/f/2016/05/30/9e4b6ca91c312f6c06d72158fcb584d7_FORMATO.png",85930,16,"INT","ata","Nulo",0,7.8,0,3.69,9,1,4,1,4,6,NA,1,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"762","Jesús Alberto Dátolo","Dátolo","https://s.glbimg.com/es/sde/f/2016/05/09/239256565e0ff6b9efba203f7ba1648e_FORMATO.png",69240,16,"ATL","mei","Contundido",0,3.38,0,1.22,4,NA,2,NA,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Milton Mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2016/05/03/c164624c6c9fb64ceb3c2540e025b59c_FORMATO.png",86486,16,"STC","tec","Provável",1.46,7.74,-1.12,2.81,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2016/04/26/d9892427a9847031d633b2c4571cdabf_FORMATO.png",69705,16,"ATL","mei","Contundido",0,7.05,0,2.81,12,1,15,7,5,13,4,51,13,NA,1,2,1,NA,NA,NA,NA,NA,NA
"765","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/7c68f11162db883d1bca790a596547c2_FORMATO.png",86519,16,"SPO","mei","Provável",6.8,3.71,0.24,1.26,14,NA,15,1,1,21,1,63,14,NA,NA,2,1,NA,NA,1,NA,NA,NA
"766","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2016/05/20/16287b6e878c3c3367da1636b16106f1_FORMATO.png",86410,16,"BOT","lat","Nulo",0,11.22,0,4.81,7,1,3,NA,2,12,NA,19,15,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"767","Dener Assunção Braz","Dener Assunção","https://s.glbimg.com/es/sde/f/2016/05/09/c1dc24221559e1c2e717f8b7b091a8fe_FORMATO.png",69782,16,"CHA","lat","Provável",2.5,9.07,-1.32,3.97,10,NA,10,1,1,13,NA,29,16,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"768","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2016/04/30/95ffa84036badf598890bde1fdacd802_FORMATO.png",83048,16,"GRE","zag","Nulo",0,2.83,0,2.42,4,1,3,NA,1,1,NA,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2016/05/01/b6083d1f02d4eda13d90b3295c7d762e_FORMATO.png",69282,16,"PAL","ata","Nulo",1.1,7.5,0.01,0.55,4,1,6,NA,1,10,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Gabriel Barbosa Almeida","Gabriel","https://s.glbimg.com/es/sde/f/2016/05/01/1483ff1b3cb82fa23bc8625656564b18_FORMATO.png",83257,16,"SAN","ata","Suspenso",0,11.62,0,5.24,10,3,14,7,7,21,10,30,5,NA,5,1,1,NA,NA,NA,NA,NA,NA
"771","Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2016/04/26/4edf2fe2122c60e8461ad1669f42eeb4_FORMATO.png",83266,16,"ATL","mei","Nulo",0,3.76,0,1.35,9,NA,3,1,2,7,2,10,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"772","Mark Dennis González Hoffman","Mark González","https://s.glbimg.com/es/sde/f/2016/05/01/d82ce312711b6593512e43da7278f716_FORMATO.png",69343,16,"SPO","mei","Nulo",2.7,6.59,0.14,1.5,4,NA,3,2,2,1,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Duvier Riacos Barahona","Riascos","https://s.glbimg.com/es/sde/f/2016/05/24/3375caefc2da2a8fd5f0c15e9a3e534b_FORMATO.png",83189,16,"CRU","ata","Suspenso",0,5.6,0,1.15,11,3,20,5,7,10,2,11,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"774","Wellington Cézar Alves de Lima","Wellington Cézar","https://s.glbimg.com/es/sde/f/2016/05/01/2299d96676479b95a83cae7a08c52962_FORMATO.png",86527,16,"STC","mei","Contundido",0,0.77,0,-2.65,2,2,7,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Givanildo Pulgas da Silva","Giva","https://s.glbimg.com/es/sde/f/2016/07/08/b4547c845654e491158ea0d1ce1bf389_FORMATO.jpeg",83255,16,"PON","ata","Nulo",0,3.08,0,-0.4,2,NA,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","Guilherme Parede Pinheiro","Guilherme Parede","https://s.glbimg.com/es/sde/f/2016/04/28/bef36ee3573f1accba8549d63ff559b6_FORMATO.png",83438,16,"COR","ata","Nulo",0,3.87,0,1.7,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2016/05/01/ee2bbc2d201da1f57fd63840dc837cc5_FORMATO.png",83615,16,"PAL","zag","Nulo",0,11.64,0,2.78,9,3,17,NA,2,8,1,12,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"778","Icaro Cosmo da Rocha","Ícaro","https://s.glbimg.com/es/sde/f/2016/04/28/5da0c1d61541ac587e45378832b17aab_FORMATO.png",86588,16,"COR","mei","Nulo",0,3.74,0,3.1,1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Vander Luiz Silva Souza","Vander","https://s.glbimg.com/es/sde/f/2016/05/01/7867f0cf1aa4fe2d5dbaf18879a71d74_FORMATO.png",71117,16,"VIT","ata","Provável",11.1,4.6,1.57,3.45,11,1,6,3,3,22,NA,19,5,NA,3,1,NA,NA,NA,1,NA,NA,NA
"780","Thiago Henrique Mendes Ribeiro","Thiago Mendes","https://s.glbimg.com/es/sde/f/2016/05/01/7bffad216f281ba79db7820b8448dae1_FORMATO.png",71123,16,"SAO","mei","Provável",5.6,7.68,0.82,2.69,11,5,12,2,4,24,NA,29,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"781","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2016/05/23/bf2a41ba291c00b6fcda3fa89c47341d_FORMATO.jpeg",71116,16,"STC","lat","Nulo",0,1.61,0,-0.12,4,NA,4,NA,NA,2,NA,10,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
