"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FD","FF","FS","G","PE","RB","A","SG","DD","GS","I","FT","CV","GC","PP","DP"
"350","André Luiz Barretto Silva Lima","André Lima","https://s.glbimg.com/es/sde/f/2016/05/13/b5a8462bf2d5aa77b26480fe3a466717_FORMATO.png",68893,7,"ATL","ata","Dúvida",0.9,8.23,0.02,2.2,5,1,9,NA,1,7,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2016/05/13/9e43cab2a917beef66b9e2d58f1b5abf_FORMATO.png",68901,7,"BOT","ata","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Cícero Vítor dos Santos Júnior","Vítor","https://s.glbimg.com/es/sde/f/2016/05/01/bd08877b178e7710d61e0d39b377e6b8_FORMATO.png",68904,7,"STC","lat","Nulo",0,6.03,0,0.2,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2016/05/30/2f8c0b4d1c1f63e92bcc75405c0d7b8b_FORMATO.png",68910,7,"INT","mei","Nulo",0,3.9,0,0.32,5,3,9,NA,1,1,NA,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Paulo Jorge Gomes Bento","Paulo Bento","https://s.glbimg.com/es/sde/f/2016/05/25/4dc07b20682720e6ad26d1d7c7360e4b_FORMATO.png",70622,7,"CRU","tec","Provável",2.81,5.42,0.31,3.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Wellington da Silva Pinto","Wellington","https://s.glbimg.com/es/sde/f/2016/05/01/9ea62644bc83ca0c2191ffa52ae422d7_FORMATO.png",68907,7,"PON","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Alejandro Martinuccio","Martinuccio","https://s.glbimg.com/es/sde/f/2016/05/13/20b1ddd7637df6e54328b6dc072a042d_FORMATO.png",70759,7,"CHA","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2015/06/18/43618c7c130974448ecbad30dfbb0bde_FORMATO.jpeg",70742,7,"INT","mei","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Rhayner Santos Nascimento","Rhayner","https://s.glbimg.com/es/sde/f/2016/05/01/2001d7464e28233b6e75ad7438938946_FORMATO.png",70874,7,"PON","ata","Nulo",0,2.98,0,0.55,2,NA,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2016/05/20/796d3a86989d174e93697441c578060a_FORMATO.png",70916,7,"BOT","lat","Provável",4.7,4.29,0.29,4.7,1,NA,2,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Diego Souza de Andrade","Diego Souza","https://s.glbimg.com/es/sde/f/2016/05/01/4ca75c7b4c6ef9d48c9ffe43f89b8f78_FORMATO.png",68911,7,"SPO","mei","Provável",18.8,20.43,2.55,6.4,7,1,11,6,4,13,4,25,5,1,NA,NA,NA,2,NA,NA,NA,NA,NA
"361","Lucas de Lacerda Lima Gonçalves","Lucas Zen","https://s.glbimg.com/es/sde/f/2016/05/20/14f0a0139f67b5fa5d93fdf50daac1cc_FORMATO.png",71032,7,"BOT","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","William Henrique Rodrigues da Silva","William Henrique","https://s.glbimg.com/es/sde/f/2016/05/01/c8fbbd637a608b464bd3ace89f77b490_FORMATO.png",70928,7,"VIT","ata","Nulo",0,2.65,0,0.6,1,NA,2,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363"," Bruno Paulo Machado Barbosa","Bruno Paulo","https://s.glbimg.com/es/sde/f/2010/11/12/1ed045d18cef67e1a2bc926634bb9f90_FORMATO.jpeg",68918,7,"COR","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2016/05/01/55ac49c2d9ae816cb60473b12ff0fa2c_FORMATO.png",68920,7,"PAL","ata","Dúvida",4.1,12.47,0.37,4.62,6,1,6,3,5,19,NA,19,2,4,NA,NA,NA,2,NA,NA,NA,NA,NA
"365","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2016/05/30/c3a1a9103a8737f15fd42e4bd9b7599b_FORMATO.png",79066,7,"FLA","gol","Provável",7,6.68,1.36,4.53,4,NA,NA,NA,NA,2,NA,3,NA,NA,1,7,4,NA,NA,NA,NA,NA,NA
"366","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2016/04/28/babefb476c0292044ff5aec58dbf4331_FORMATO.png",70944,7,"COR","mei","Provável",6.7,13.72,0.77,3.63,7,2,21,1,4,8,1,26,17,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"367","Leonardo Fabiano da Silva e Silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2016/04/26/7344204cd574e7abe17afe45a20f8fa3_FORMATO.png",68925,7,"ATL","zag","Provável",5,19.22,-3.78,5,1,NA,3,NA,NA,4,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2016/05/01/5fc52cff976d5418e122423e959ab59c_FORMATO.png",68930,7,"VIT","ata","Provável",3.4,17.45,0.6,4.6,7,1,19,2,4,11,4,19,3,NA,NA,NA,NA,3,1,NA,NA,NA,NA
"369","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2016/05/01/7e06957c4b368ad203c4ec6b29e6f8e7_FORMATO.png",70986,7,"SAN","mei","Nulo",9.6,5.25,1.54,5.2,3,NA,3,1,NA,10,NA,8,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,7,"CRU","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","Felipe da Silva Amorim","Felipe Amorim","https://s.glbimg.com/es/sde/f/2016/06/08/2306a1ec9686db086d997059d3847b80_FORMATO.jpeg",71040,7,"COR","mei","Provável",0,3.91,-1.09,0,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","George Leandro Abreu de Lima","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/01/ed3bfa529f985a1a31005fc093a47854_FORMATO.png",68924,7,"STC","mei","Nulo",0.4,3.4,-0.43,0.2,2,NA,2,NA,1,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","Giovanni Augusto Oliveira Cardoso","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2016/04/28/9930f715c0d34977f60c416dc3311aca_FORMATO.png",68938,7,"COR","mei","Provável",-0.7,6.71,-0.81,4.1,7,1,11,1,4,11,1,31,11,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"374","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2016/05/01/7bcc0c5b9e4c9b0a22e83d8c52382047_FORMATO.png",71043,7,"SAO","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,7,"SAO","gol","Nulo",0,11.54,0,10.7,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"376","Patricio Julián Rodríguez","Pato Rodríguez","https://s.glbimg.com/es/sde/f/2016/05/01/4bef8c6622ce0405731a050f76907aa1_FORMATO.png",71055,7,"SAN","mei","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2016/04/20/56c602db5b9e9e214d08e8ada1cbeac6_FORMATO.png",71066,7,"FLA","mei","Dúvida",1.6,8.34,0.5,-0.1,4,1,7,NA,2,1,NA,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2016/05/23/bf2a41ba291c00b6fcda3fa89c47341d_FORMATO.jpeg",71116,7,"STC","lat","Nulo",0,0.77,0,-5.4,1,NA,3,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"379","Roger Machado Marques","Roger Machado ","https://s.glbimg.com/es/sde/f/2016/04/30/fc8bf97ea73c1e25340aab3eea55ab35_FORMATO.png",79437,7,"GRE","tec","Provável",1.75,13.94,-0.24,4.74,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Mário Sérgio Santos Costa","Marinho","https://s.glbimg.com/es/sde/f/2016/05/01/fd249ecee00ebf56d13d770212e144b4_FORMATO.png",68952,7,"VIT","ata","Provável",3.6,14.31,-0.91,6.25,4,1,15,5,4,23,2,13,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"381","Josimar Rosado da Silva Tavares","Josimar","https://s.glbimg.com/es/sde/f/2016/04/27/8e02fb0168f097a88bcdc53ad79d10c9_FORMATO.png",68951,7,"CHA","mei","Provável",-0.7,6.08,-0.7,2.7,6,2,14,1,5,6,NA,14,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"382","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2016/05/29/57d1ab852a861c71835040390c9d2e02_FORMATO.png",68954,7,"COR","mei","Provável",4.2,10.53,-0.25,3.57,7,NA,5,3,5,13,1,33,7,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"383","Wallace Reis da Silva","Wallace Reis ","https://s.glbimg.com/es/sde/f/2016/05/30/a9bf90a264570f6f2a86fe0b4a05524d_FORMATO.png",68958,7,"GRE","zag","Provável",1.2,5.69,-0.75,4.2,2,NA,2,NA,NA,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"384","Vander Luiz Silva Souza","Vander","https://s.glbimg.com/es/sde/f/2016/05/01/7867f0cf1aa4fe2d5dbaf18879a71d74_FORMATO.png",71117,7,"VIT","ata","Nulo",1.5,1.3,0.06,0.1,5,NA,2,1,2,13,NA,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"385","Ernandes Dias Luz","Ernandes","https://s.glbimg.com/es/sde/f/2016/05/09/21cd5d2a5920245c57dae5927a5be47a_FORMATO.png",68956,7,"AME","mei","Nulo",1.4,3.95,-0.66,3.03,3,NA,2,NA,NA,10,NA,6,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"386","Thiago Henrique Mendes Ribeiro","Thiago Mendes","https://s.glbimg.com/es/sde/f/2016/05/01/7bffad216f281ba79db7820b8448dae1_FORMATO.png",71123,7,"SAO","mei","Provável",6.8,7.52,1.18,2.02,6,2,5,2,NA,15,NA,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","Maicon Pereira Roque","Maicon","https://s.glbimg.com/es/sde/f/2016/05/01/f3000bd2b412a315dad8796d7080a492_FORMATO.png",71227,7,"SAO","zag","Provável",13.4,10.16,2.44,5.72,5,1,1,3,1,3,1,16,6,NA,2,NA,NA,2,1,NA,NA,NA,NA
"388","Arthur Brasiliano Maia","Arthur Maia","https://s.glbimg.com/es/sde/f/2016/05/25/b9f20b1380b86767b5febf2fe23ba88d_FORMATO.jpeg",68962,7,"CHA","mei","Nulo",9.1,5.64,2.42,4.17,3,1,2,1,NA,2,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2016/05/01/244c756424bb69d9104ec60154e70104_FORMATO.png",71571,7,"VIT","gol","Provável",4,5.84,-0.51,4.32,7,NA,NA,NA,NA,1,NA,1,NA,NA,1,15,10,NA,NA,NA,NA,NA,NA
"390","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2016/05/12/05661d7467e22d993beb49ff4f16d292_FORMATO.png",71162,7,"ATL","mei","Dúvida",0,7.24,0,3.32,5,NA,1,4,3,6,1,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2015/10/28/edbd026bc7f3e8c24d3a4375ed7a3753_FORMATO.jpeg",71572,7,"GRE","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Henrique Mendonça Mattos","Henrique Mattos","https://s.glbimg.com/es/sde/f/2016/05/01/04bdd81558e68c5ba51d9e30adf14432_FORMATO.png",71593,7,"SPO","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2016/04/26/f745425654d63329f97ee5ccbc96c958_FORMATO.png",68979,7,"ATL","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2016/05/01/add22040f29ff17ef48edd7a588ec18c_FORMATO.png",71549,7,"SAO","ata","Nulo",10,9.03,2.12,4.2,7,NA,5,5,3,14,NA,17,7,1,NA,NA,NA,2,2,NA,NA,NA,NA
"395","Jaimerson da Silva Papa","Jaime","https://s.glbimg.com/es/sde/f/2016/04/29/d6a8b36b62361daa804fd625cb8cebba_FORMATO.png",71634,7,"FIG","zag","Provável",0,7.99,0,1.48,4,2,6,1,1,3,NA,7,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"396","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2016/04/26/386ce16d188cfb28ca24b64d8b15c15c_FORMATO.png",71631,7,"ATL","gol","Provável",-2.3,2.97,-1.69,0.25,7,NA,NA,NA,NA,NA,NA,4,NA,NA,1,6,10,NA,NA,NA,NA,NA,NA
"397","Luiz Eduardo Rodrigues","Luiz Eduardo","https://s.glbimg.com/es/sde/f/2016/05/01/a01c478ec41b0544e92efc2347a70703_FORMATO.png",71603,7,"SAO","zag","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Jorge Miguel Ortega Salinas","Jorge Ortega","https://s.glbimg.com/es/sde/f/2016/05/09/b99ed9a056400cd9676a649b26a4fe5a_FORMATO.jpeg",71694,7,"COR","ata","Nulo",0,5.56,0,4.9,2,NA,4,1,1,3,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"399","Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2016/05/01/c368a9b94aee7c5cb8cfbf17493fb20a_FORMATO.png",71719,7,"PON","mei","Contundido",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2016/05/31/26e3ebb1f8e4be0cf4ade795e2662bf2_FORMATO.png",71724,7,"SPO","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Hernani Azevedo Junior","Hernani ","https://s.glbimg.com/es/sde/f/2016/04/26/78e49316a8b765001fd3cbed43fb8b5a_FORMATO.png",74078,7,"ATL","mei","Nulo",9.4,2.8,2.03,1.34,5,2,8,NA,NA,2,1,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2016/04/30/e11b5f17e91f0b101c1a042a938318d6_FORMATO.png",71818,7,"GRE","gol","Nulo",4,4.69,-0.14,3.67,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,NA,NA,NA,NA,NA,NA
"403","Michael Javier Ortega Dieppa","Michael Ortega","https://s.glbimg.com/es/sde/f/2016/04/29/40e196e024c00c42e663bdeadb83f3cb_FORMATO.png",71707,7,"FIG","mei","Nulo",0,2.5,0,0.28,5,NA,4,NA,1,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Renato Escobar Baruffi","Bady","https://s.glbimg.com/es/sde/f/2016/04/29/86021128208f5dddbdf8cfee7d06b136_FORMATO.png",71778,7,"FIG","mei","Provável",1.1,7.57,0.36,1.21,7,1,5,NA,8,1,NA,22,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Guilherme de Queiroz Gonçalves","Guilherme Queiroz","https://s.glbimg.com/es/sde/f/2016/04/29/ef32a6ac85a5c69013abfcf413d1edd1_FORMATO.png",71769,7,"FIG","ata","Provável",0,1.93,-0.02,0.38,6,NA,2,2,NA,3,NA,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Silvio José Cardoso Reis Junior","Silvinho","https://s.glbimg.com/es/sde/f/2016/04/27/85a79ab83029c7eddf2aded23edd3acd_FORMATO.png",71799,7,"CHA","ata","Provável",8.1,9.97,1.62,4.22,7,1,10,2,10,20,1,19,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Thiago Galhardo do Nascimento Rocha","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2016/01/29/6983a9f841d61698c2ee375ce57590e3_FORMATO.jpeg",71844,7,"PON","mei","Nulo",1.7,4.38,-0.05,1.1,4,2,7,2,3,5,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Ocimar de Almeida Júnior ","Júnior Urso ","https://s.glbimg.com/es/sde/f/2016/04/26/b4f69a6fdc9b16887143827898490777_FORMATO.png",71829,7,"ATL","mei","Provável",1.6,11.98,-1.68,4.42,5,1,2,2,4,4,1,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2016/04/29/e5440de7bae253c68911195524c51b6a_FORMATO.png",71892,7,"FLU","lat","Provável",5.3,9.97,0.02,3.1,4,1,5,NA,1,5,NA,9,7,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"410","Maurício Azevedo Alves","Amaral","https://s.glbimg.com/es/sde/f/2016/05/01/240c600fd391768b337710d0c00f742c_FORMATO.png",72071,7,"VIT","mei","Provável",-0.6,5.22,-0.93,0.67,7,2,14,1,4,9,NA,15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,7,"BOT","zag","Dúvida",-1.4,1.69,-0.96,-0.9,2,NA,3,NA,1,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Bruno Eduardo de Moraes","Bruno Moraes","https://s.glbimg.com/es/sde/f/2016/05/01/f4731774096a0926ebfb7194d29f9ae8_FORMATO.png",71915,7,"STC","ata","Provável",-0.3,2.49,-0.19,0.08,5,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Tiago da Costa Silva","Tiago Costa","https://s.glbimg.com/es/sde/f/2016/05/01/528278a57134fbffc414225c38342b02_FORMATO.png",71885,7,"STC","lat","Provável",-1.3,4.09,-0.57,0.03,6,3,14,1,1,7,NA,21,9,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"414","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2016/05/01/10d10d398f850bd63c86f958c7f28a2e_FORMATO.jpeg",72007,7,"STC","mei","Provável",0,8.65,0,1.3,6,3,17,NA,NA,6,NA,9,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Giovanni Palmieri dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2016/04/29/d954165fc5e9964dc562fb2abafc176f_FORMATO.png",72097,7,"FLU","lat","Nulo",0,8.85,0,5.7,4,1,2,NA,1,2,NA,15,8,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"416","Wiliam Silva Gomes Barbio","Wiliam Barbio","https://s.glbimg.com/es/sde/f/2016/05/25/29db1b11c307a9bf59464d82f6001760_FORMATO.jpeg",72099,7,"AME","ata","Nulo",0,2.71,0,0,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Ayrton Luis Ganino","Ayrton","https://s.glbimg.com/es/sde/f/2015/10/29/6d1b2a3681d5769ef11d0f7b32fbb3e3_FORMATO.png",72334,7,"FIG","lat","Nulo",6.4,9.46,0.83,5.52,5,NA,2,2,1,10,NA,20,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"418","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2016/04/30/64171a15302ae76f8b924c5e7bbad3b5_FORMATO.png",72491,7,"GRE","zag","Nulo",-0.3,7.35,-1.36,5.45,4,NA,3,NA,NA,1,NA,8,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"419","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2016/05/20/1cfe544293261682171b21a47393cd7a_FORMATO.png",72362,7,"BOT","mei","Contundido",0,13.65,0,5.17,3,NA,2,NA,NA,2,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2016/05/01/eefe06604642d12c5a4a811575872536_FORMATO.png",72290,7,"PAL","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2016/05/01/8113dcced21a9f08cfe758943519c15a_FORMATO.png",72168,7,"STC","mei","Provável",2.3,6.54,0.28,2.86,5,1,11,1,NA,10,NA,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Jakson Ragnar Follmann ","Follmann ","https://s.glbimg.com/es/sde/f/2016/05/25/cd72fbc174946d693da25241360bed6d_FORMATO.jpeg",72488,7,"CHA","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Vitor Hugo Franchescoli de Souza","Vitor Hugo","https://s.glbimg.com/es/sde/f/2016/05/01/e68421691461665280e5183ea53281dd_FORMATO.png",72605,7,"PAL","zag","Provável",0,8.44,0,3.15,6,3,8,NA,1,1,2,17,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"424","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2016/04/30/ded85791904973e78a63259219ccdc59_FORMATO.png",72490,7,"GRE","zag","Contundido",0,14.61,0,6.8,3,1,2,NA,NA,2,1,6,1,NA,3,NA,NA,1,NA,NA,NA,NA,NA
"425","Cesar Iván Benitez","César Benítez","https://s.glbimg.com/es/sde/f/2016/05/09/65d5e940224b5bac964c40945cc7b42a_FORMATO.jpeg",72932,7,"COR","lat","Contundido",0,2.9,0,-0.1,2,1,3,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Luís Enrique Cáceres Centurión","Luís Cáceres","https://s.glbimg.com/es/sde/f/2016/05/09/59d27601ab5d146a082abc1e45950431_FORMATO.jpeg",72943,7,"COR","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Paulo Cezar Magalhães Lobos","Paulo Cezar","https://s.glbimg.com/es/sde/f/2016/04/30/c1672b9c587a6a33d10e5bf33db00999_FORMATO.png",72896,7,"INT","lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Weverson Leandro Oliveira Moura","Leandro","https://s.glbimg.com/es/sde/f/2016/05/09/f02a18ea7808823ef837869864d4a7bc_FORMATO.jpeg",73085,7,"COR","ata","Nulo",0,7.62,0,2,4,NA,5,2,NA,2,NA,4,1,1,NA,NA,NA,3,1,NA,NA,NA,NA
"429","Eduardo Antônio Machado Teixeira","Eduardo","https://s.glbimg.com/es/sde/f/2016/05/25/236f1266c4a0e2e115c7043e40e98639_FORMATO.jpeg",73353,7,"AME","mei","Provável",2.6,3.56,-0.01,2.87,3,NA,NA,2,2,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Renato Gonçalves de Lima","Renatinho","https://s.glbimg.com/es/sde/f/2016/05/01/18fc6fba34015748124139867c57db94_FORMATO.png",73344,7,"STC","lat","Contundido",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Argélico Fucks","Argel Fucks","https://s.glbimg.com/es/sde/f/2016/04/30/739fba05ad596b31404522421fe73297_FORMATO.png",73317,7,"INT","tec","Provável",5.32,10.74,1.01,3.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Clayton da Rosa Peixoto","Clayton",NA,72717,7,"SPO","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Thiago Rodrigues de Oliveira Nogueira","Thiago Rodrigues","https://s.glbimg.com/es/sde/f/2016/01/29/f69e37ab17b3ed8fd33b0279494c64c7_FORMATO.jpeg",73414,7,"FIG","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2016/05/02/d2495b2c5243d738c214c07a06a54797_FORMATO.jpeg",73281,7,"PON","mei","Provável",-1.3,3.38,-0.51,-0.1,4,1,7,NA,NA,3,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
