"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FD","FF","FS","G","I","PE","RB","A","GC","SG","FT","DD","GS","CV","PP","DP"
"399","João Felipe Schimdt Urbano","João Schmidt ","https://s.glbimg.com/es/sde/f/2016/05/01/5214f931543621b3d23666a103f23d6e_FORMATO.png",77777,10,"SAO","mei","Provável",1.9,4.96,0.24,3,7,NA,8,NA,2,11,NA,NA,19,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Carlos Andrade Souza","Carlinhos","https://s.glbimg.com/es/sde/f/2016/05/01/d446f5335ee4582353eb54aec7443ad2_FORMATO.png",38451,10,"SAO","lat","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Lucas Pierre Santos Oliveira","Pierre","https://s.glbimg.com/es/sde/f/2016/04/29/ec27531ace1e093fa1db50938eb9132b_FORMATO.png",38440,10,"FLU","mei","Dúvida",0.6,8.51,-1.39,3.23,4,NA,7,NA,NA,3,NA,NA,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Edílson Mendes Guimarães","Edílson","https://s.glbimg.com/es/sde/f/2016/06/06/fff1e2f2c5b5ab7d1955d4863ec54bf3_FORMATO.png",38523,10,"GRE","lat","Provável",4.3,10.34,0.66,4.61,8,3,20,4,3,11,1,NA,52,12,1,NA,4,1,NA,NA,NA,NA,NA
"403","Matheus Ferraz Pereira","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/ee9c9754f977b8bf74b59867238b6618_FORMATO.png",38632,10,"SPO","zag","Provável",6.4,4.38,1.48,0.8,6,NA,7,1,2,3,NA,NA,19,3,NA,NA,2,NA,NA,NA,1,NA,NA
"404","Cleiton Ribeiro Xavier","Cleiton Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/5cb6787323010c1ede0ce214b83bd2c9_FORMATO.png",38530,10,"PAL","mei","Provável",6,15.15,-0.56,3.8,8,1,8,3,3,2,1,1,30,4,5,NA,NA,NA,NA,NA,NA,NA,NA
"405","Gustavo Javier Canales","Canales","https://s.glbimg.com/es/sde/f/2016/05/31/3ec90fd10b0b59e46e4ed1b8e713a947_FORMATO.png",77772,10,"BOT","ata","Contundido",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Nílton Ferreira Júnior","Nilton","https://s.glbimg.com/es/sde/f/2016/04/30/249fed612a2888df8575c1a9be60b53a_FORMATO.png",38573,10,"INT","mei","Nulo",0,4.5,0,1.45,2,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Jefferson de Oliveira Galvão","Jefferson","https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_FORMATO.png",38109,10,"BOT","gol","Contundido",0,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Alex Raphael Meschini","Alex","https://s.glbimg.com/es/sde/f/2016/04/30/d4e8412bf508df299340807940cfcb38_FORMATO.png",38219,10,"INT","mei","Nulo",2.2,3.95,0.37,0.54,8,2,8,3,5,5,NA,1,10,4,1,NA,NA,NA,NA,NA,1,NA,NA
"409","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2016/04/30/769e4a5d5c29aacc6485e57746072683_FORMATO.png",38738,10,"GRE","mei","Provável",-1.5,6.14,-1.52,1.05,9,1,8,1,3,9,1,1,49,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"410","Leandro Luchese Guerreiro","Leandro Guerreiro","https://s.glbimg.com/es/sde/f/2016/05/09/9fcbb33c340908edfdb650fe7c281ed4_FORMATO.png",38822,10,"AME","mei","Provável",5.5,3.99,0.73,1.38,9,3,13,NA,4,1,NA,NA,35,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"411","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2016/04/30/782b68bfa6a0e5f34271aa9a00e550be_FORMATO.png",38852,10,"INT","mei","Provável",6.7,13.51,1.36,2.95,4,NA,3,NA,NA,2,1,NA,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"412","Juan Maldonado Jaimez Júnior","Juan","https://s.glbimg.com/es/sde/f/2016/04/28/73fd5c42810ee2f6303956f06682f35e_FORMATO.png",37705,10,"COR","mei","Provável",2.8,16.49,-0.72,7.2,7,NA,9,4,9,23,NA,3,26,17,3,NA,NA,1,NA,NA,1,NA,NA
"413","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2016/05/01/49909c7b610545598b92f0e07bdee08e_FORMATO.png",38908,10,"SAN","mei","Provável",-1.5,11.67,-0.26,2.8,10,1,4,2,1,7,1,NA,37,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,10,"SAN","ata","Contundido",0,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Alexandro Silva de Souza","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/06/21/4b595f2b35a1426c40f083bd7e2ec2fa_FORMATO.png",38928,10,"BOT","mei","Contundido",0,4.91,0,3,1,NA,3,NA,NA,4,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2016/05/01/96e491504eed845c49686d39f3ce056b_FORMATO.png",39850,10,"VIT","tec","Provável",1.31,5.51,-0.4,2.92,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Leandro Domingues Barbosa","Leandro Domingues","https://s.glbimg.com/es/sde/f/2016/05/01/229b055bfda96bb451ff23fa36f34c4e_FORMATO.png",39144,10,"VIT","mei","Nulo",-0.6,6.58,-0.97,2.05,8,NA,10,3,NA,6,1,2,11,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"418","Douglas dos Santos Justino de Melo","Douglas Santos","https://s.glbimg.com/es/sde/f/2016/05/09/9f0bdd83abab57f4975c9902282e8a0a_FORMATO.png",79826,10,"ATL","lat","Provável",1.6,11.2,-0.59,2.7,4,1,5,1,2,3,NA,1,11,6,NA,NA,1,NA,NA,NA,NA,NA,NA
"419","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2016/05/01/65ba6d104f9bf5f59b41bf5d109d9d3f_FORMATO.png",38957,10,"PAL","ata","Nulo",0,6.72,0,1.07,6,1,2,1,NA,2,NA,NA,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"420","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2016/05/20/f4c81ee7ed80519ab5b636ea49368e6a_FORMATO.jpeg",79887,10,"PAL","lat","Nulo",4.9,5,0,4.9,1,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"421","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2016/04/27/67be98e46866be3009b7b0f33ec4222e_FORMATO.png",79892,10,"CHA","mei","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Marion Silva Fernandes","Marion","https://s.glbimg.com/es/sde/f/2016/06/15/777ea98eb8cecf798130abf99645c60f_FORMATO.png",79947,10,"STC","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Jonas Jessué da Silva Júnior","Jonas","https://s.glbimg.com/es/sde/f/2016/05/09/12665443037abe696b9b0e8b793b4b9d_FORMATO.png",39152,10,"AME","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2016/04/28/3d30ea7a106ec16adcd2d114cd81b8ef_FORMATO.png",40179,10,"COR","ata","Provável",4.4,17.32,-0.4,4.23,9,4,22,4,5,36,4,5,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Levir Culpi","Levir Culpi","https://s.glbimg.com/es/sde/f/2016/04/29/ae267a00ae891c3954a903d5883dd354_FORMATO.png",40025,10,"FLU","tec","Provável",4.08,12.4,0.22,3.59,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,10,"BOT","gol","Nulo",0,6.22,0,2.33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,NA,NA,NA
"427","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2016/04/26/cf623dc4bea35280a581ad5c0125ba83_FORMATO.png",80129,10,"ATL","mei","Nulo",0,2.94,0,0,1,NA,2,NA,NA,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2016/05/02/7c83e1833235983b8ce68b95d5c5ca75_FORMATO.png",40990,10,"SAN","tec","Provável",7.17,11.17,1.11,4.02,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2016/04/28/5ba6bd006602bef7f0c43836645b49c3_FORMATO.png",80286,10,"COR","gol","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Romário Correia de Souza","Romário","https://s.glbimg.com/es/sde/f/2016/04/19/d00d6026d2117a965f8cba4d7a298bfa_FORMATO.png",79954,10,"AME","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2016/04/29/05a4d91c1c469c1d8f7bc682c5eb8e11_FORMATO.png",80188,10,"FLU","ata","Provável",23.6,11.28,5.22,3.96,9,1,5,3,3,10,3,2,11,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"432","Derivaldo Bezerra Cavalcante","Dedé","https://s.glbimg.com/es/sde/f/2016/05/01/87064726c04d87d41bc9c4cb05a913b3_FORMATO.png",80171,10,"STC","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2016/05/01/92fb599635a635bc3681d6d69f04489c_FORMATO.png",41218,10,"SPO","gol","Provável",10.7,10.48,1.21,4.25,10,NA,NA,NA,NA,2,NA,NA,5,NA,NA,NA,2,NA,21,15,NA,NA,NA
"434","Damián Emmanuel Lizio","Lizio","https://s.glbimg.com/es/sde/f/2016/05/20/66e6d57cbd8e83f278a7dabea1efed36_FORMATO.png",80224,10,"BOT","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Ricardo Gomes Raymundo","Ricardo Gomes","https://s.glbimg.com/es/sde/f/2016/05/22/2aa55bb880d01167a216961ab65a3245_FORMATO.png",41273,10,"BOT","tec","Provável",3.92,8.59,0.27,3.42,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2015/10/23/e756619fc21577a6e24f6b2599e9c8e7_FORMATO.png",80281,10,"ATL","zag","Contundido",0,0.92,0,-0.77,4,NA,1,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Luciano da Rocha Neves","Luciano","https://s.glbimg.com/es/sde/f/2016/04/28/6489e4e072ac09e37fbab5b164be5115_FORMATO.png",80287,10,"COR","ata","Nulo",2.4,5.11,0.13,1.74,9,NA,12,3,6,14,NA,1,13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2016/05/01/650ed6dcbbc7fac8feb6fdca3525c659_FORMATO.png",80337,10,"STC","ata","Provável",1.1,7.62,-0.25,2.81,10,1,15,3,8,20,2,1,28,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Jocinei Schad ","Jocinei","https://s.glbimg.com/es/sde/f/2016/04/29/a024082765790c877c2ea92b8e918c43_FORMATO.png",80330,10,"FIG","mei","Dúvida",4,7.89,-0.13,3.02,5,NA,1,3,4,6,NA,NA,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2016/04/28/577df852683a65bd049469a520254155_FORMATO.png",80363,10,"CRU","mei","Nulo",0,6.13,0,0.1,5,1,7,NA,1,3,NA,NA,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2016/04/29/cbfa26086ef241df58aab4b320638112_FORMATO.png",80370,10,"FLU","mei","Dúvida",0,6.84,0,3.16,8,1,8,NA,4,7,NA,1,17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Marcos Garbellotto Pedroso","Marquinhos Pedroso","https://s.glbimg.com/es/sde/f/2016/04/29/37de3a15f91ef726f1204ad48c4d31c4_FORMATO.png",80552,10,"FIG","lat","Provável",6.3,8.11,0.88,2.53,10,2,28,NA,NA,12,NA,NA,38,11,2,NA,4,NA,NA,NA,NA,NA,NA
"443","Maicon da Silva Macedo","Maicon Silva","https://s.glbimg.com/es/sde/f/2016/05/01/7ba6e1abd795a473cd928b489b23352a_FORMATO.png",80431,10,"VIT","lat","Contundido",0,2.03,0,1.3,4,1,3,NA,NA,2,NA,NA,8,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"444","Marlon Santos da Silva Barbosa","Marlon Santos","https://s.glbimg.com/es/sde/f/2016/04/29/cc3b324e19a695a99c4e135c6ea837fe_FORMATO.png",80538,10,"FLU","zag","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Matheus Francisco Inácio","Matheus Inácio","https://s.glbimg.com/es/sde/f/2016/05/01/30cf7f0a43eef63c3dbb3271836e65c7_FORMATO.png",80394,10,"PON","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Renato Augusto Santos Junior","Renato","https://s.glbimg.com/es/sde/f/2016/05/24/db54a7b57cc179f65dbfb93f3227f966_FORMATO.png",80576,10,"FIG","mei","Nulo",0,3.32,0,-0.95,2,1,4,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Fábio Gonçalves","Fabinho","https://s.glbimg.com/es/sde/f/2016/05/10/41bf16a10372662163a828bfbe7880d6_FORMATO.png",80393,10,"INT","mei","Provável",2.4,7.95,-0.53,4.23,9,NA,13,2,1,20,NA,2,15,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Norberto Pereira Marinho Neto","Norberto ","https://s.glbimg.com/es/sde/f/2016/05/01/7020b210f29e4f813f0c395cc674d5bf_FORMATO.png",80374,10,"VIT","lat","Provável",0,5.23,0,3.38,6,1,8,NA,NA,6,NA,NA,13,16,NA,NA,1,NA,NA,NA,1,NA,NA
"449","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2016/04/30/18ff4912170bfa6b768c963fe382259d_FORMATO.png",80853,10,"GRE","zag","Nulo",0,20.48,0,6.24,9,1,9,NA,2,6,1,NA,29,15,NA,NA,6,1,NA,NA,NA,NA,NA
"450","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2016/05/01/99227d881a9f127bce3c284290295f02_FORMATO.png",80583,10,"SAN","mei","Dúvida",4.4,17.24,-0.57,3.6,3,NA,3,1,1,4,NA,NA,11,2,1,NA,NA,1,NA,NA,NA,NA,NA
"451","Nixon Darlanio Reis Cardoso","Nixon","https://s.glbimg.com/es/sde/f/2016/04/20/621e77fb815325d47efca6e1d9d7dc82_FORMATO.png",80913,10,"FLA","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2016/04/28/e9ebab6fd2406ef83d5358e1e50028db_FORMATO.png",80944,10,"COR","mei","Nulo",0,2.74,0,0.35,4,NA,1,NA,1,2,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2016/05/09/8d1e5357a150ae34a3e7f1235bf81f8a_FORMATO.png",81223,10,"ATL","zag","Provável",-2.8,4.58,-1.49,0.73,3,1,2,NA,1,2,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"454","Ronaldo César Mendes de Medeiros","Ronaldo Mendes","https://s.glbimg.com/es/sde/f/2016/05/01/f0fe5370b9ecbdf0197334e098a036c2_FORMATO.png",81148,10,"SAN","mei","Nulo",0,6,0,1.57,4,1,4,NA,2,5,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Jair Rodrigues Júnior","Jair","https://s.glbimg.com/es/sde/f/2016/05/30/73bc4e0ece2cb92c6f184604d5960f46_FORMATO.png",81091,10,"INT","mei","Nulo",0,2.89,0,-0.7,1,1,2,NA,NA,3,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Mayke Rocha de Oliveira","Mayke","https://s.glbimg.com/es/sde/f/2016/04/29/c5a87a4a3a57683de818658384dace69_FORMATO.png",81150,10,"CRU","lat","Provável",13.8,12.75,2.6,6.9,2,1,2,NA,NA,NA,NA,NA,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA
"457","Josué de Oliveira Almeida","Josué","https://s.glbimg.com/es/sde/f/2016/05/01/443cd145ec9c00b3135b3ffe62d9cd00_FORMATO.png",81543,10,"VIT","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,10,"SPO","zag","Nulo",0,5.58,0,0.57,3,NA,8,NA,NA,2,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2016/05/09/9cc66ac9c0e3b1aa96f2a58610743699_FORMATO.png",81682,10,"ATL","mei","Provável",7.2,12.91,-0.25,8.1,4,1,5,2,4,3,4,2,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"460","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2016/04/29/ebeec9645240ab968fdbbb15f61f93e6_FORMATO.png",42116,10,"CRU","ata","Nulo",-2.8,10.93,-0.74,1.49,9,1,10,6,5,12,NA,3,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Bruno dos Santos Nazário","Bruno Nazário","https://s.glbimg.com/es/sde/f/2016/04/28/b4a45b36ada00cfc0463d86b634ac479_FORMATO.png",81776,10,"CRU","mei","Nulo",0,1.57,-0.43,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2016/05/09/30b9de471ace5f9a5652b40f9530ef64_FORMATO.png",81770,10,"ATL","ata","Provável",-0.4,6,-0.54,0.26,7,1,5,4,7,7,NA,1,30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","João Ricardo Riedi","João Ricardo","https://s.glbimg.com/es/sde/f/2016/05/09/a0bbd0dab2d8ed42d0781ece46879c2f_FORMATO.png",81881,10,"AME","gol","Provável",4.7,6.18,0.83,0.99,10,1,1,NA,NA,NA,NA,NA,12,NA,NA,NA,1,NA,15,17,NA,NA,NA
"464","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2016/04/28/de16cbb2364fc968c073acdc06dedf33_FORMATO.png",82469,10,"CRU","ata","Nulo",0,5.33,0,2.16,5,1,2,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Adilson dos Anjos Oliveira","Juninho","https://s.glbimg.com/es/sde/f/2016/05/25/e3006a21089ee8ff85bbb74e25ac3a76_FORMATO.jpeg",82381,10,"AME","mei","Provável",8,6.31,1.28,4.35,6,NA,9,1,2,6,NA,NA,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Weverton Almeida Santos","Ferrugem","https://s.glbimg.com/es/sde/f/2016/04/29/690d34559cb8d9e8163e4ea19e69d556_FORMATO.png",82128,10,"FIG","mei","Suspenso",0.6,4.83,-1.58,2.86,10,3,13,7,2,16,1,NA,24,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Jefferson Nogueira Junior","Jefferson","https://s.glbimg.com/es/sde/f/2016/04/29/faecdfd52dc96287891cb66037b09f3d_FORMATO.png",81950,10,"FIG","mei","Nulo",0,6.38,0,3.67,3,NA,2,NA,NA,6,NA,NA,15,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"468","Alisson Euler de Freitas Castro","Alisson","https://s.glbimg.com/es/sde/f/2016/04/28/3da1167b31ce1acf558f1cf1c25d0597_FORMATO.png",81845,10,"CRU","ata","Provável",9.3,11.2,1.81,3.47,6,1,7,1,7,9,2,1,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2016/05/09/a2bc2cdd8b33a4aaa476ae435462e576_FORMATO.png",81898,10,"AME","mei","Provável",2.9,8.3,0.41,2.47,6,1,13,4,8,10,1,5,29,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Igor de Carvalho Julião","Igor Julião","https://s.glbimg.com/es/sde/f/2016/06/06/78b1aa017a6f3df06040390396409685_FORMATO.png",81951,10,"FLU","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2016/05/03/3ebd9ed86862cc224d7f138b75e64119_FORMATO.png",89930,10,"INT","mei","Provável",0,5.45,0,1.05,7,2,17,4,4,8,NA,NA,15,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"472","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2016/02/16/2608fd0d57c9b48d76dc8cc1eb249d06_FORMATO.png",82411,10,"SAO","ata","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","César Henrique Martins","César Martins","https://s.glbimg.com/es/sde/f/2016/04/20/4e6efee24b28c19cfc465c7b37db52e5_FORMATO.png",82403,10,"FLA","zag","Nulo",0,2.2,0,-1.53,3,1,2,NA,1,1,NA,NA,15,1,NA,NA,1,NA,NA,NA,1,NA,NA
"474","Christiano Andrey de Araujo Vieira","Christiano ","https://s.glbimg.com/es/sde/f/2016/05/01/506e76fc0cfd0d0814362b729d1cd678_FORMATO.png",82499,10,"SPO","lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Geirton Marques Aires","Gegê","https://s.glbimg.com/es/sde/f/2016/05/20/0e39c7e6b5d2a8e4dbec105caa7d7ab8_FORMATO.png",82474,10,"BOT","mei","Nulo",0,5.15,0,0.83,3,NA,2,1,2,3,NA,1,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Otávio Henrique Passos Santos","Otávio","https://s.glbimg.com/es/sde/f/2016/04/26/e6f18e8db36b5cd2a6dfdb55d33b54bb_FORMATO.png",82463,10,"ATL","mei","Provável",5.7,15.45,0.35,4.02,9,1,16,3,4,8,1,NA,13,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Victor Neves Rangel","Victor Rangel","https://s.glbimg.com/es/sde/f/2016/05/09/0f00d98df560fe7a979c2ce99e9eac49_FORMATO.png",82653,10,"AME","ata","Provável",0.4,6.76,-0.03,4.26,5,NA,4,1,4,6,2,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Gabriel da Silva Esteves","Gabriel Esteves","https://s.glbimg.com/es/sde/f/2016/05/25/3f0f49fb8526d4153acbc8140a8a33db_FORMATO.png",82570,10,"FIG","ata","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Luiz de Araujo Guimaraes Neto","Luiz Araújo",NA,82627,10,"SAO","mei","Dúvida",2.4,2.15,0.39,1.43,3,NA,2,NA,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Alan Henrique Costa","Alan Costa","https://s.glbimg.com/es/sde/f/2016/04/30/6ab4cc488e1e76a79e7bd2c9419cf600_FORMATO.png",82613,10,"INT","zag","Provável",-3.8,2.09,-1.06,-1.85,2,1,4,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Lucas Gomes da Silva","Lucas Gomes","https://s.glbimg.com/es/sde/f/2016/04/27/8f50d49f6a99adb1e99c806d1f483b87_FORMATO.png",84684,10,"CHA","ata","Provável",2.2,8.83,-0.17,3.15,10,1,15,7,6,19,1,3,33,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"482","Artur Jesus Vieira","Artur","https://s.glbimg.com/es/sde/f/2016/05/09/3f34ac5ab5956cf642adcc0a9430a215_FORMATO.png",82740,10,"AME","zag","Suspenso",-1.2,2.3,-0.05,1.14,9,3,11,1,NA,2,NA,1,17,9,1,NA,1,NA,NA,NA,NA,NA,NA
"483","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2016/04/29/84cf16c68adf0de130d3dd9fc83f017e_FORMATO.png",89190,10,"CRU","ata","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2016/04/30/c10a6a6dfa21489038a8138616614f09_FORMATO.png",82567,10,"GRE","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
