rodada,time,jogador,posição,jogou,pontos,pontos média,preço,preço var.,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS,confronto,mando
201635,Ponte Preta,Vinícius,Meia,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,int x pon,false
201636,Ponte Preta,Vinícius,Meia,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x flu,true
201637,Ponte Preta,Vinícius,Meia,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x flu,true
201600,Atlético-PR,Vinícius,Meia,false,0.00,0.00,7.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,false
201601,Atlético-PR,Vinícius,Meia,true,1.00,1.00,5.88,-1.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x cap,false
201602,Atlético-PR,Vinícius,Meia,false,0.00,1.00,5.88,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cap x cam,true
201603,Atlético-PR,Vinícius,Meia,true,9.20,5.10,8.01,2.13,2,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,bot x cap,false
201604,Atlético-PR,Vinícius,Meia,true,4.20,4.80,7.91,-0.10,1,4,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,cap x fig,true
201605,Atlético-PR,Vinícius,Meia,true,1.20,3.90,7.45,-0.46,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,int x cap,false
201606,Atlético-PR,Vinícius,Meia,true,1.00,3.32,7.24,-0.21,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,cap x scz,true
201607,Atlético-PR,Vinícius,Meia,false,0.00,3.32,7.24,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sao x cap,false
201608,Atlético-PR,Vinícius,Meia,true,-0.40,2.70,6.74,-0.50,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,pon x cap,false
201609,Atlético-PR,Vinícius,Meia,true,6.50,3.24,8.11,1.37,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,cap x san,true
201610,Atlético-PR,Vinícius,Meia,true,-1.30,2.67,6.77,-1.34,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cha x cap,false
201611,Atlético-PR,Vinícius,Meia,true,10.50,3.54,9.09,2.32,0,3,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,cap x gre,true
201612,Atlético-PR,Vinícius,Meia,true,3.30,3.52,8.07,-1.02,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,cfc x cap,false
201613,Atlético-PR,Vinícius,Meia,true,-1.90,3.03,7.11,-0.96,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,cap x ame,true
201614,Atlético-PR,Vinícius,Meia,true,-1.70,2.64,6.98,-0.13,1,7,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,cru x cap,false
201615,Atlético-PR,Vinícius,Meia,false,0.00,2.64,6.98,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cap x vit,true
201616,Atlético-PR,Vinícius,Meia,true,-2.30,2.26,6.63,-0.35,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,cap x flu,true
201617,Atlético-PR,Vinícius,Meia,false,0.00,2.26,6.63,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x cap,false
201618,Atlético-PR,Vinícius,Meia,true,-1.70,1.98,6.43,-0.20,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cap x cor,true
201619,Atlético-PR,Vinícius,Meia,true,0.50,1.88,6.89,0.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fla x cap,false
201620,Atlético-PR,Vinícius,Meia,false,0.00,1.88,6.89,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cap x pal,true
201621,Atlético-PR,Vinícius,Meia,false,0.00,1.88,6.89,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cam x cap,false
201603,Palmeiras,Vitinho,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x flu,true
201604,Palmeiras,Vitinho,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sao x pal,false
201605,Palmeiras,Vitinho,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x gre,true
201606,Palmeiras,Vitinho,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fla x pal,false
201607,Palmeiras,Vitinho,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x cor,true
201608,Palmeiras,Vitinho,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x pal,false
201609,Palmeiras,Vitinho,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x scz,true
201610,Palmeiras,Vitinho,Meia,true,0.00,0.00,1.57,-0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x ame,true
201611,Palmeiras,Vitinho,Meia,false,0.00,0.00,1.57,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x pal,false
201612,Palmeiras,Vitinho,Meia,true,2.10,1.05,1.95,0.38,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,pal x fig,true
201613,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x pal,false
201614,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x san,true
201615,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,int x pal,false
201616,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x cam,true
201617,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bot x pal,false
201618,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cha x pal,false
201619,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x vit,true
201620,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cap x pal,false
201621,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x pon,true
201622,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x pon,true
201623,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x sao,true
201624,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gre x pal,false
201625,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x fla,true
201626,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x pal,false
201627,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x cfc,true
201628,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scz x pal,false
201629,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ame x pal,false
201630,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x cru,true
201631,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x pal,false
201632,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x spt,true
201633,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san x pal,false
201634,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x int,true
201635,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cam x pal,false
201636,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x bot,true
201637,Palmeiras,Vitinho,Meia,false,0.00,1.05,1.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x bot,true
201600,Santos,Vitor Bueno,Meia,false,0.00,0.00,9.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,false
201601,Santos,Vitor Bueno,Meia,true,-1.00,-1.00,5.88,-3.12,0,8,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,cam x san,false
201602,Santos,Vitor Bueno,Meia,true,5.00,2.00,6.53,0.65,1,5,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,san x cfc,true
201603,Santos,Vitor Bueno,Meia,true,13.40,5.80,10.37,3.84,4,3,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,fig x san,false
201604,Santos,Vitor Bueno,Meia,true,1.90,4.83,9.08,-1.29,2,5,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,san x int,true
201605,Santos,Vitor Bueno,Meia,true,-0.70,3.72,8.34,-0.74,2,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,cor x san,false
201606,Santos,Vitor Bueno,Meia,true,11.60,5.03,11.03,2.69,0,5,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,san x bot,true
201607,Santos,Vitor Bueno,Meia,true,4.70,4.98,10.54,-0.49,2,4,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,scz x san,false
201608,Santos,Vitor Bueno,Meia,true,10.50,5.67,12.08,1.54,0,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,san x spt,true
201609,Santos,Vitor Bueno,Meia,true,2.00,5.26,10.84,-1.24,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cap x san,false
201610,Santos,Vitor Bueno,Meia,true,7.40,5.47,12.00,1.16,1,4,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,flu x san,false
201611,Santos,Vitor Bueno,Meia,true,9.50,5.84,12.80,0.80,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,san x sao,true
201612,Santos,Vitor Bueno,Meia,true,-0.90,5.28,10.96,-1.84,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,gre x san,false
201613,Santos,Vitor Bueno,Meia,true,0.10,4.88,10.99,0.03,2,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,san x cha,true
201614,Santos,Vitor Bueno,Meia,true,5.10,4.90,11.92,0.93,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,san x cha,true
201615,Santos,Vitor Bueno,Meia,true,13.30,5.46,13.92,2.00,2,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,san x pon,true
201616,Santos,Vitor Bueno,Meia,true,17.90,6.24,15.21,1.29,3,4,1,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,vit x san,false
201617,Santos,Vitor Bueno,Meia,true,11.80,6.57,14.82,-0.39,1,2,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,san x cru,true
201618,Santos,Vitor Bueno,Meia,true,3.80,6.42,13.42,-1.40,1,3,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,san x fla,true
201619,Santos,Vitor Bueno,Meia,true,4.10,6.30,13.86,0.44,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,ame x san,false
201620,Santos,Vitor Bueno,Meia,true,5.80,6.28,14.09,0.23,0,3,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,san x cam,true
201621,Santos,Vitor Bueno,Meia,true,3.50,6.15,13.95,-0.14,1,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,cfc x san,false
201622,Santos,Vitor Bueno,Meia,true,0.80,5.91,13.46,-0.49,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,san x fig,true
201623,Santos,Vitor Bueno,Meia,true,2.10,5.74,13.57,0.11,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,int x san,false
201624,Santos,Vitor Bueno,Meia,true,13.70,6.07,15.67,2.10,3,3,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,san x cor,true
201625,Santos,Vitor Bueno,Meia,true,1.10,5.87,13.67,-2.00,2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,bot x san,false
201626,Santos,Vitor Bueno,Meia,true,10.30,6.04,15.32,1.65,0,6,0,0,1,1,1,1,0,2,1,0,0,0,0,0,0,0,san x scz,true
201627,Santos,Vitor Bueno,Meia,true,4.00,5.96,14.47,-0.85,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,spt x san,false
201628,Santos,Vitor Bueno,Meia,false,0.00,5.96,14.47,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san x cap,true
201629,Santos,Vitor Bueno,Meia,false,0.00,5.96,14.47,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san x flu,true
201630,Santos,Vitor Bueno,Meia,false,0.00,5.96,14.47,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san x flu,true
201631,Santos,Vitor Bueno,Meia,true,4.20,5.90,14.19,-0.28,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,san x gre,true
201632,Santos,Vitor Bueno,Meia,false,0.00,5.90,14.19,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san x gre,true
201633,Santos,Vitor Bueno,Meia,false,0.00,5.90,14.19,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san x pal,true
201634,Santos,Vitor Bueno,Meia,true,0.30,5.71,13.42,-0.77,3,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,pon x san,false
201635,Santos,Vitor Bueno,Meia,true,1.30,5.56,13.85,0.43,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,san x vit,true
201636,Santos,Vitor Bueno,Meia,true,5.40,5.55,14.23,0.38,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,cru x san,false
201637,Santos,Vitor Bueno,Meia,true,0.40,5.39,13.63,-0.60,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,fla x san,false
201625,Santa Cruz,Wagner,Meia,false,0.00,0.00,2.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scz x cap,true
201626,Santa Cruz,Wagner,Meia,false,0.00,0.00,2.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san x scz,false
201627,Santa Cruz,Wagner,Meia,false,0.00,0.00,2.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x scz,false
201628,Santa Cruz,Wagner,Meia,true,-0.80,-0.80,1.77,-0.73,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,scz x pal,true
201629,Santa Cruz,Wagner,Meia,false,0.00,-0.80,1.77,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scz x pal,true
201630,Santa Cruz,Wagner,Meia,true,-0.60,-0.70,1.53,-0.24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scz x cor,true
201631,Santa Cruz,Wagner,Meia,true,1.20,-0.07,1.87,0.34,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,pon x scz,false
201632,Santa Cruz,Wagner,Meia,false,0.00,-0.07,1.87,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scz x bot,true
201633,Santa Cruz,Wagner,Meia,false,0.00,-0.07,1.87,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,int x scz,false
201634,Santa Cruz,Wagner,Meia,false,0.00,-0.07,1.87,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scz x ame,true
201635,Santa Cruz,Wagner,Meia,false,0.00,-0.07,1.87,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x scz,false
201636,Santa Cruz,Wagner,Meia,false,0.00,-0.07,1.87,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scz x cam,true
201637,Santa Cruz,Wagner,Meia,false,0.00,-0.07,1.87,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scz x cam,true
201600,Grêmio,Walace,Meia,false,0.00,0.00,15.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,false
201601,Grêmio,Walace,Meia,true,6.10,6.10,15.52,0.52,2,8,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,cor x gre,false
201602,Grêmio,Walace,Meia,true,1.10,3.60,14.35,-1.17,0,5,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,gre x fla,true
201603,Grêmio,Walace,Meia,true,2.10,3.10,13.68,-0.67,0,6,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,cam x gre,false
201604,Grêmio,Walace,Meia,true,2.90,3.05,13.46,-0.22,1,4,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,gre x cfc,true
201605,Grêmio,Walace,Meia,true,1.90,2.82,13.03,-0.43,2,5,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,pal x gre,false
201606,Grêmio,Walace,Meia,false,0.00,2.82,13.03,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gre x pon,true
201607,Grêmio,Walace,Meia,false,0.00,2.82,13.03,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flu x gre,false
201608,Grêmio,Walace,Meia,true,1.10,2.53,12.08,-0.95,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,cha x gre,false
201609,Grêmio,Walace,Meia,true,2.50,2.53,12.21,0.13,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,gre x cru,true
201610,Grêmio,Walace,Meia,true,-0.10,2.20,11.60,-0.61,2,5,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,gre x vit,true
201611,Grêmio,Walace,Meia,true,-0.80,1.87,11.24,-0.36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cap x gre,false
201612,Grêmio,Walace,Meia,true,4.60,2.14,12.03,0.79,2,4,0,0,1,0,0,0,0,4,2,0,1,0,0,0,0,0,gre x san,true
201613,Grêmio,Walace,Meia,true,4.50,2.35,12.14,0.11,2,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,int x gre,false
201614,Grêmio,Walace,Meia,true,10.10,3.00,13.43,1.29,2,1,0,0,1,0,1,0,0,2,2,0,1,0,0,0,0,0,gre x fig,true
201615,Grêmio,Walace,Meia,false,0.00,3.00,13.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x gre,false
201616,Grêmio,Walace,Meia,false,0.00,3.00,13.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gre x sao,true
201617,Grêmio,Walace,Meia,false,0.00,3.00,13.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ame x gre,false
201618,Grêmio,Walace,Meia,false,0.00,3.00,13.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gre x scz,true
201619,Grêmio,Walace,Meia,false,0.00,3.00,13.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bot x gre,false
201620,Grêmio,Walace,Meia,false,0.00,3.00,13.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gre x cor,true
201621,Grêmio,Walace,Meia,false,0.00,3.00,13.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fla x gre,false
201622,Grêmio,Walace,Meia,true,2.60,2.97,12.30,-1.13,3,1,0,0,2,1,0,0,0,1,2,0,1,0,0,0,0,0,gre x cam,true
201623,Grêmio,Walace,Meia,true,-1.30,2.66,11.49,-0.81,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x gre,false
201624,Grêmio,Walace,Meia,true,-1.40,2.39,11.28,-0.21,0,1,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,gre x pal,true
201625,Grêmio,Walace,Meia,true,3.40,2.45,12.09,0.81,1,4,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,pon x gre,false
201626,Grêmio,Walace,Meia,true,2.10,2.43,11.85,-0.24,1,6,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,gre x flu,true
201627,Grêmio,Walace,Meia,true,5.50,2.60,12.56,0.71,0,2,1,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0,gre x cha,true
201628,Grêmio,Walace,Meia,false,0.00,2.60,12.56,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x gre,false
201629,Grêmio,Walace,Meia,true,1.20,2.53,11.77,-0.79,4,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,cru x gre,false
201630,Grêmio,Walace,Meia,true,4.20,2.61,12.06,0.29,1,2,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,gre x cap,true
201631,Grêmio,Walace,Meia,false,0.00,2.61,12.06,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san x gre,false
201632,Grêmio,Walace,Meia,true,9.80,2.95,13.32,1.26,5,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,gre x int,true
201633,Grêmio,Walace,Meia,false,0.00,2.95,13.32,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x gre,false
201634,Grêmio,Walace,Meia,true,3.50,2.98,12.20,-1.12,1,2,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,gre x spt,true
201635,Grêmio,Walace,Meia,true,1.00,2.89,12.04,-0.16,2,6,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0,0,sao x gre,false
201636,Grêmio,Walace,Meia,false,0.00,2.89,12.04,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gre x ame,true
201637,Grêmio,Walace,Meia,false,0.00,2.89,12.04,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gre x ame,true
201627,Corinthians,Warian Santos,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x flu,true
201628,Corinthians,Warian Santos,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bot x cor,false
201629,Corinthians,Warian Santos,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x cam,true
201630,Corinthians,Warian Santos,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x cam,true
201631,Corinthians,Warian Santos,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x ame,true
201632,Corinthians,Warian Santos,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x ame,true
201633,Corinthians,Warian Santos,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x cha,true
201634,Corinthians,Warian Santos,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sao x cor,false
201635,Corinthians,Warian Santos,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x cor,false
201636,Corinthians,Warian Santos,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x int,true
201637,Corinthians,Warian Santos,Meia,false,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x int,true
201600,São Paulo,Wellington,Meia,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,false
201601,São Paulo,Wellington,Meia,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bot x sao,false
201602,São Paulo,Wellington,Meia,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sao x int,true
201603,São Paulo,Wellington,Meia,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x sao,false
201604,São Paulo,Wellington,Meia,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sao x pal,true
201605,São Paulo,Wellington,Meia,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x sao,false
201606,São Paulo,Wellington,Meia,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x sao,false
201607,São Paulo,Wellington,Meia,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sao x cap,true
201608,São Paulo,Wellington,Meia,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sao x vit,true
201609,São Paulo,Wellington,Meia,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fla x sao,false
