"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","PE","RB","FS","A","FD","FF","I","SG","G","FT","DD","GS","PP","CV","DP","GC"
"266","Tiago dos Santos Alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2016/05/01/5f47ce9d3a4af5acb91336921bbf7c64_FORMATO.png",51495,9,"PON","zag","Nulo",0,3.08,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Bruno Rangel Domingues","Bruno Rangel","https://s.glbimg.com/es/sde/f/2016/04/27/3c7ecd662014838c83e615e22a14c643_FORMATO.png",51683,9,"CHA","ata","Provável",2.6,15.49,-0.86,6.72,9,1,18,12,6,11,NA,4,2,4,NA,7,NA,NA,NA,NA,NA,NA,NA
"268","Alison Wágner Lira Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/09/d7263e570ed2a87bc24ead8f629b3d34_FORMATO.png",51702,9,"AME","zag","Contundido",0,2.04,0,0,4,1,2,11,2,4,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2016/04/28/b19790a721b5fdde81e82943deee9414_FORMATO.png",51705,9,"CRU","zag","Provável",0,10.18,0,4.05,7,2,7,10,12,4,NA,NA,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"270","Antonio Eduardo Pereira dos Santos","Kanu",NA,51792,9,"VIT","zag","Nulo",0,3.58,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"271","Adalberto dos Santos Rodrigues","Adalberto","https://s.glbimg.com/es/sde/f/2016/05/09/8a1bf4ce5ccc93ee1da6783ea2355fd0_FORMATO.png",51549,9,"AME","zag","Provável",11.8,7.37,2.13,7.32,4,NA,5,19,5,4,1,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"272","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2016/06/09/87bd56b5791b200ec2836ab62d7f49f7_FORMATO.jpeg",52253,9,"FLA","zag","Provável",-0.4,5.21,-2.49,7.9,2,NA,NA,6,1,1,NA,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"273","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2016/04/26/832210cff768e7a0bcc99eadd2bf79d1_FORMATO.png",52950,9,"ATL","gol","Provável",8,11.99,1.44,0.19,8,NA,NA,9,1,1,NA,NA,NA,NA,1,NA,NA,9,15,NA,NA,NA,NA
"274","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2016/04/28/babefb476c0292044ff5aec58dbf4331_FORMATO.png",70944,9,"COR","mei","Provável",27.5,18.82,5.21,6.44,9,2,21,30,26,11,NA,2,4,1,NA,3,1,NA,NA,NA,NA,NA,NA
"275","Lins Lima de Britto","Lins","https://s.glbimg.com/es/sde/f/2016/05/25/7b9ce78a7438f2bac4a0594608654c28_FORMATO.jpeg",53669,9,"FIG","ata","Provável",10,4.42,2.28,2.52,4,NA,2,5,2,4,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Fábio Deivson Lopes Maciel","Fábio","https://s.glbimg.com/es/sde/f/2016/04/29/d67882f35767ba55ac29318622b2d920_FORMATO.png",37656,9,"CRU","gol","Provável",2,9.44,0.13,0.78,9,2,1,5,NA,NA,NA,NA,NA,NA,1,NA,NA,12,14,NA,NA,NA,NA
"277","Willians Domingos Fernandes","Willians","https://s.glbimg.com/es/sde/f/2016/04/28/ddbf7a8cf8492557895f2514f35971d3_FORMATO.png",54424,9,"COR","mei","Nulo",-0.8,4.51,-1.49,-0.8,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2016/05/01/888bd2ad97a3e922521ae1bf34c965bd_FORMATO.png",54797,9,"SPO","ata","Nulo",0,2.77,0,0.32,5,NA,1,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2016/04/28/5a5487a09ab32e96768a9feb9587e58c_FORMATO.png",54395,9,"COR","mei","Contundido",0,11.44,0,0.67,3,1,2,8,2,2,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Vinícius Soares Eutropio","Vinícius Eutrópio","https://s.glbimg.com/es/sde/f/2016/04/07/ef1df3578474b90a7bf99dfa9c5b1431_FORMATO.png",60780,9,"FIG","tec","Provável",3.8,8.36,0.57,3.42,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2016/04/28/fedb726ec6d4804d5d34bf905cceca24_FORMATO.png",56102,9,"COR","mei","Suspenso",-3.2,5.81,-2.43,2.38,9,3,14,21,13,2,NA,4,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"282","Pablo de Barros Paulino","Pablo","https://s.glbimg.com/es/sde/f/2016/05/09/35384d66b2f806991c3980f871525fe1_FORMATO.png",60794,9,"AME","lat","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Edmílson dos Santos Silva","Edmílson","https://s.glbimg.com/es/sde/f/2016/05/20/f5d805e44f2c8b3736ac44c360e1b82f_FORMATO.jpeg",55519,9,"SPO","ata","Provável",-0.1,6.55,0.13,3.32,6,1,4,10,3,2,NA,6,4,8,NA,2,NA,NA,NA,NA,NA,NA,NA
"284","Cristóvão Borges dos Santos","Cristóvão Borges","https://s.glbimg.com/es/sde/f/2011/10/01/230c4ed34654b665fad2799c141d2a5b_FORMATO.jpeg",60752,9,"COR","tec","Provável",0,13.78,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Rafael de Souza Pereira","Rafael Carioca","https://s.glbimg.com/es/sde/f/2016/04/26/c7a8380a02c4515641cb7be29a3a8f5a_FORMATO.png",60784,9,"ATL","mei","Dúvida",1.7,10.35,-0.64,3.83,8,1,5,14,14,13,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"286","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2016/04/30/6dd38f550a44a2bcb5094495271fd09a_FORMATO.png",60788,9,"INT","mei","Nulo",0,3.82,0,0.2,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Uendel Pereira Gonçalves","Uendel","https://s.glbimg.com/es/sde/f/2016/04/28/32ce15929c8ce3e8a780390968bf42cc_FORMATO.png",60852,9,"COR","lat","Provável",-0.9,12.63,-0.43,5.3,9,NA,10,28,9,7,1,1,1,1,4,2,NA,NA,NA,NA,NA,NA,NA
"288","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2016/04/28/667243f1202f23bca573f1ddbb3442e2_FORMATO.png",60819,9,"CRU","zag","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Felipe Azevedo dos Santos","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2016/05/01/b65f07ed24924fb1d54139f6b07a0ec5_FORMATO.png",60825,9,"PON","ata","Provável",-0.6,16.32,-1.32,6.41,8,NA,6,31,9,20,1,2,9,2,NA,4,NA,NA,NA,NA,NA,NA,1
"290","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2016/04/26/cce286c6b0a6d0a64dfc65ba3363fb6e_FORMATO.png",60969,9,"ATL","lat","Nulo",4.7,10.59,0.87,5.29,8,1,6,24,7,2,2,7,3,4,1,2,1,NA,NA,NA,NA,NA,NA
"291","Luan Michel de Louzã","Luan","https://s.glbimg.com/es/sde/f/2016/05/01/b382e271d658c1a86a3f257ca46cfb8e_FORMATO.png",60834,9,"PAL","ata","Nulo",0,1.51,0,-0.1,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2016/04/28/84ef11bf1e3dd175d1638cfb032e579c_FORMATO.png",50439,9,"COR","zag","Dúvida",0,5.64,0,4.03,3,1,3,7,NA,NA,NA,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"293","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2016/04/28/fcb4a31eaeed96a5abb3056b698207d1_FORMATO.png",61149,9,"COR","ata","Dúvida",2.5,7.44,-0.17,3.4,3,NA,5,9,1,3,NA,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"294","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2016/04/28/8d01a11770a124d6d1f9432e0d2cc9eb_FORMATO.png",61033,9,"COR","mei","Provável",4.9,6.68,0.82,2.27,4,NA,1,11,4,8,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2016/05/09/42de8657b853667a526244f2be9234aa_FORMATO.png",61211,9,"ATL","lat","Nulo",0,7.96,0,3.37,4,NA,5,8,7,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"296","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,9,"BOT","mei","Provável",0,5.88,0,1.1,2,1,2,8,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Ananias Elói Castro Monteiro","Ananias","https://s.glbimg.com/es/sde/f/2016/04/27/0dead0d45be78ee38c88ac55e4b5a928_FORMATO.png",61135,9,"CHA","ata","Nulo",0.5,2.56,-0.52,-0.43,3,NA,2,6,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Ricardo Gomes Raymundo","Ricardo Gomes","https://s.glbimg.com/es/sde/f/2016/05/22/2aa55bb880d01167a216961ab65a3245_FORMATO.png",41273,9,"BOT","tec","Provável",3.2,8.32,-0.35,3.36,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2016/05/20/796d3a86989d174e93697441c578060a_FORMATO.png",70916,9,"BOT","lat","Provável",0.2,3.44,0.03,1.47,3,NA,5,12,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Fernando Camilo Farias","Camilo","https://s.glbimg.com/es/sde/f/2016/06/21/6dac0cdca95fe1395ebec4ecea6a76cd_FORMATO.png",62009,9,"BOT","mei","Dúvida",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,9,"BOT","lat","Provável",-0.9,7.07,-1.42,3.4,7,1,1,26,13,3,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"302","Hélder Maurílio da Silva Ferreira","Hélder","https://s.glbimg.com/es/sde/f/2016/05/25/fdff31a5614f6023abc95f0dc2aa6aaa_FORMATO.jpeg",61238,9,"AME","lat","Provável",-0.7,2.83,-0.83,2.1,8,2,17,28,10,11,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"303","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2016/05/01/35cbb038a295b3d40644676a8319a4fe_FORMATO.png",62047,9,"PAL","mei","Provável",11.9,12.37,2.15,4.64,9,1,13,22,17,3,1,2,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"304","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,9,"CRU","mei","Contundido",0,6.65,0,4.13,3,NA,1,10,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2016/04/20/5d1ebbea8911da836ce3d8d5750ed585_FORMATO.png",62086,9,"FLA","lat","Nulo",0,4.53,0,6,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"306","Everton Kempes dos Santos Gonçalves","Kempes","https://s.glbimg.com/es/sde/f/2016/04/27/bad8378ed9eb0504e46152d7d251bf29_FORMATO.png",62056,9,"CHA","ata","Nulo",0,4.12,0,1.13,3,NA,3,3,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Tiago Luis Martins","Tiago Luis","https://s.glbimg.com/es/sde/f/2016/05/09/877fdf56fcc529a0a7169198f7640b51_FORMATO.png",62119,9,"AME","ata","Nulo",0,2.31,0,-0.47,7,2,13,13,3,4,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,9,"SAN","gol","Provável",7.5,12.39,0.75,3.99,9,NA,NA,2,NA,5,NA,NA,NA,NA,3,NA,NA,11,7,NA,NA,NA,NA
"309","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2016/06/18/055999c839c184e82c88ca94dce24836_FORMATO.png",62974,9,"FIG","zag","Nulo",0,3.08,0,-0.2,1,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2016/04/26/a7c5e9f33d2d3830a07c35ba1ce1b902_FORMATO.png",62128,9,"ATL","ata","Provável",-1,7.69,-2.15,1.08,9,1,18,31,2,7,1,6,3,3,NA,1,1,NA,NA,NA,NA,NA,NA
"311","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2016/05/30/c305f57716ad3736b7ff1a84ee695ab2_FORMATO.png",62130,9,"FLU","lat","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Wallyson Ricardo Maciel Monteiro","Wallyson","https://s.glbimg.com/es/sde/f/2016/05/01/34369068ebb6def83baf9b6dad8c09d3_FORMATO.png",62127,9,"STC","ata","Nulo",0.5,1.5,0.31,0.27,9,2,5,23,4,5,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Marcelo de Oliveira Santos","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/25/3b56f79da2fe44217ad5c0725b96944b_FORMATO.jpeg",62136,9,"ATL","tec","Provável",9.65,12.83,1.64,3.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Paulo Henrique Chagas de Lima","Ganso","https://s.glbimg.com/es/sde/f/2016/05/01/09e893a83d0e8dc68f184b293ac1ff81_FORMATO.png",62977,9,"SAO","mei","Provável",8.6,14.75,1.06,5.84,5,1,7,16,7,11,2,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"315","Wellington Aparecido Martins","Wellington","https://s.glbimg.com/es/sde/f/2016/05/01/a116ae1e36ff02160719ea8f1160f811_FORMATO.png",62129,9,"SAO","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Victor Ramos Ferreira","Victor Ramos","https://s.glbimg.com/es/sde/f/2016/05/01/06d629db34ca0a40668781f14aa5528e_FORMATO.jpeg",63000,9,"VIT","zag","Provável",-1.6,8.79,-1.55,4.15,9,2,15,22,18,7,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"317","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2016/04/26/7cdfd61784080c7797bf6ba0df8f234b_FORMATO.png",63013,9,"ATL","lat","Provável",21.7,19.56,4.67,4.11,7,1,10,39,18,13,2,NA,2,2,1,NA,NA,NA,NA,NA,1,NA,NA
"318","Rodolfo Alves de Melo","Rodolfo","https://s.glbimg.com/es/sde/f/2015/10/23/97e9ee07d167a8cad6424c7010f01e76_FORMATO.png",63082,9,"ATL","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Nirley da Silva Fonseca","Nirley","https://s.glbimg.com/es/sde/f/2016/04/29/1aa0b74d53267e417eace37b1fdc4cee_FORMATO.png",62971,9,"FIG","zag","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2016/05/01/3fe5f1275a99225b025f211e3c3b35e9_FORMATO.png",63158,9,"PAL","mei","Nulo",6.8,8.69,0.87,4.28,9,2,7,31,17,11,NA,6,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"321","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2016/05/01/fe8756f5b1dadb24e5633729b39e9486_FORMATO.png",63058,9,"VIT","mei","Provável",0,6.1,0,2.98,6,3,8,20,17,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2016/04/30/f19726285035dfcb3d3052e030335ebd_FORMATO.png",63172,9,"INT","zag","Contundido",3.2,7.55,-0.11,2.75,8,4,6,22,8,7,NA,1,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA
"323","Carlos Emiliano Pereira","Carlinhos","https://s.glbimg.com/es/sde/f/2016/04/28/604ed4729919dd13bb0cefb06b386893_FORMATO.png",63194,9,"COR","lat","Provável",1.2,11.84,-0.96,2.92,6,1,13,18,12,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"324","Alan Patrick Lourenço","Alan Patrick","https://s.glbimg.com/es/sde/f/2016/04/20/01b3feceb08b420b3a5259bf8c157951_FORMATO.png",68685,9,"FLA","mei","Provável",4.9,11.12,0.35,4.34,9,NA,6,34,6,20,2,8,3,1,NA,2,NA,NA,NA,1,NA,NA,NA
"325","José Gildeixon Clemente Paiva","Gil","https://s.glbimg.com/es/sde/f/2016/04/27/c0e93b46cd3e426664fd5c4b5a121142_FORMATO.png",63014,9,"CHA","mei","Contundido",0,6.81,0,2.85,4,1,6,19,10,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2016/04/26/1d1efe08d34f3bdd71149b3c364d402c_FORMATO.png",63219,9,"ATL","ata","Contundido",0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2016/04/28/811ea1b5cff7a2f7e4bddd3967fa35ac_FORMATO.png",68690,9,"COR","ata","Contundido",-2.3,6.45,-0.9,0.53,7,2,11,4,2,5,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"328","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,9,"BOT","mei","Provável",7.5,7.87,1.41,3.31,9,2,15,24,23,10,1,2,7,3,NA,NA,NA,NA,NA,NA,NA,NA,1
"329","Francisco Sousa dos Santos","Chiquinho","https://s.glbimg.com/es/sde/f/2016/04/20/789fa4f8d7f77207cd6c671fc8ad76fa_FORMATO.png",68711,9,"FLA","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2016/05/01/09f644d5efca4986858238e63fa860a5_FORMATO.png",68725,9,"VIT","lat","Provável",4.9,10.61,0.23,4.45,8,3,13,42,19,13,1,5,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"331","Márcio Passos de Albuquerque","Emerson","https://s.glbimg.com/es/sde/f/2016/04/20/c05d1b645dac18bd8b7d01e3da805f0d_FORMATO.png",68744,9,"FLA","ata","Nulo",1.7,0.81,0.04,-0.27,3,1,3,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Demerson Bruno Costa","Demerson","https://s.glbimg.com/es/sde/f/2011/09/27/c06dfa35e38cd49e5c0ca9d2adb1960e_FORMATO.jpeg",68723,9,"CHA","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2011/09/21/fecac7f178cfadbedc5b4f48b05018b5_FORMATO.jpeg",68770,9,"COR","mei","Nulo",0,3.9,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2016/03/30/da926e38870e22ac1b746e0114acf21f_FORMATO.png",68773,9,"GRE","ata","Contundido",0,4.2,0,1.5,2,1,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2016/04/28/4ed68fb05e5166c5c9c1901f44d0917e_FORMATO.jpeg",68758,9,"FLA","ata","Nulo",3.7,6.81,0.01,3.05,4,NA,6,4,5,6,1,NA,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"336","Johnathan Aparecido da Silva","Johnathan Goiano","https://s.glbimg.com/es/sde/f/2016/05/01/ad77cb27868eb39560d27f1ae0a28e5c_FORMATO.png",68779,9,"SPO","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2016/05/01/c410c14470ebc6e02ab963212b89a17a_FORMATO.png",68834,9,"SPO","mei","Provável",7.8,9.86,0.92,5.04,8,NA,16,19,26,11,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA
"338","Renato de Araújo Chaves Júnior","Renato Chaves","https://s.glbimg.com/es/sde/f/2016/04/29/1ea275be2b3908677e2dc5d61a3c2995_FORMATO.png",68827,9,"FLU","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Emiliano Gabriel Vecchio","Vecchio",NA,68745,9,"SAN","mei","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2016/05/01/7e06957c4b368ad203c4ec6b29e6f8e7_FORMATO.png",70986,9,"SAN","mei","Provável",2.4,4.7,-0.18,4.5,5,NA,5,11,9,14,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2016/05/01/cbfc0d46083f35cde541d9aea35e3a5d_FORMATO.png",68808,9,"PON","lat","Nulo",0,3.89,0,2.3,2,NA,1,1,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Rodrigo Andrade da Silva","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2016/05/13/d12648f93a394c4cee1fe1414b5d89d7_FORMATO.png",68881,9,"CHA","mei","Nulo",0,2.67,0,-1.1,1,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Paulo Victor Mileo Vidotti","Paulo Victor","https://s.glbimg.com/es/sde/f/2016/05/04/0f2cb773c574f6d32e864d3367d034b3_FORMATO.png",68873,9,"FLA","gol","Nulo",0,13.19,0,6.23,3,NA,NA,6,NA,1,NA,NA,NA,NA,1,NA,NA,7,3,NA,NA,NA,NA
"344","André Luiz Barretto Silva Lima","André Lima","https://s.glbimg.com/es/sde/f/2016/05/13/b5a8462bf2d5aa77b26480fe3a466717_FORMATO.png",68893,9,"ATL","ata","Dúvida",3.3,8.41,0.57,2.03,7,1,16,8,7,12,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"345","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2016/05/13/9e43cab2a917beef66b9e2d58f1b5abf_FORMATO.png",68901,9,"BOT","ata","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2016/04/29/0e6b421a8c0214078fd1f5854cce3874_FORMATO.png",68887,9,"FLU","zag","Provável",2.8,14.82,-0.65,4.28,9,1,7,21,10,3,NA,2,4,2,4,1,NA,NA,NA,NA,NA,NA,NA
"347","Geovane Diniz Silva","Geovane Maranhão","https://s.glbimg.com/es/sde/f/2016/05/20/d43004ff960f51fbbdc965920515b96e_FORMATO.png",68900,9,"BOT","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2016/05/30/2f8c0b4d1c1f63e92bcc75405c0d7b8b_FORMATO.png",68910,9,"INT","mei","Nulo",0,3.9,0,0.32,5,3,9,9,8,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Vinicius Santos Silva","Vinicius","https://s.glbimg.com/es/sde/f/2016/05/09/8c7c7652f388f2e74d34d559bc1e4be3_FORMATO.jpeg",68917,9,"COR","ata","Nulo",1.1,8.24,0.09,1.72,6,1,5,13,1,12,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Cícero Vítor dos Santos Júnior","Vítor","https://s.glbimg.com/es/sde/f/2016/05/01/bd08877b178e7710d61e0d39b377e6b8_FORMATO.png",68904,9,"STC","lat","Provável",3,6,-0.53,3.63,3,NA,1,8,3,4,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"351","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2016/05/01/55ac49c2d9ae816cb60473b12ff0fa2c_FORMATO.png",68920,9,"PAL","ata","Nulo",15.1,14.79,2.32,6.12,7,1,7,22,2,21,4,3,5,3,NA,2,NA,NA,NA,NA,NA,NA,NA
