"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","PE","RB","FS","A","FD","FF","I","SG","G","FT","DD","GS","PP","CV","DP","GC"
"670","Gustavo Ermel","Ermel","https://s.glbimg.com/es/sde/f/2016/05/25/bb6bae4f586b462906e3f29a28de9540_FORMATO.jpeg",82952,9,"FIG","ata","Provável",2.8,9.67,0.04,3.82,9,NA,7,18,5,26,1,6,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"671","Givanildo Pulgas da Silva","Giva","https://s.glbimg.com/es/sde/f/2015/07/22/b6199de50dc3aeb43e91688a70d82c68_FORMATO.jpeg",83255,9,"PON","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2016/04/26/4edf2fe2122c60e8461ad1669f42eeb4_FORMATO.png",83266,9,"ATL","mei","Nulo",0,3.66,0,1.02,4,NA,3,5,2,6,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Diogo Mateus de Almeida Rodrigues Maciel","Diogo Mateus","https://s.glbimg.com/es/sde/f/2016/05/02/c8a9f95a87c426bbb6cc2dceb66c9cec_FORMATO.jpeg",85882,9,"PON","lat","Provável",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Braian Damián Rodríguez Carballo","Braian Rodríguez","https://s.glbimg.com/es/sde/f/2016/04/30/187fcea58b0a033a7a38153dfeef9772_FORMATO.png",83028,9,"GRE","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Gabriel Barbosa Almeida","Gabriel","https://s.glbimg.com/es/sde/f/2016/05/01/1483ff1b3cb82fa23bc8625656564b18_FORMATO.png",83257,9,"SAN","ata","Provável",7.6,10.34,-0.22,5.35,4,NA,6,11,2,11,1,3,4,7,NA,1,1,NA,NA,NA,NA,NA,NA
"676","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2016/05/01/57ea55576ea726448dc22e88900674b7_FORMATO.png",84917,9,"PON","lat","Suspenso",-2.4,5.7,-1.69,1.23,9,3,13,23,5,8,NA,NA,2,NA,1,1,1,NA,NA,NA,NA,NA,NA
"677","Dioclécio Horácio da Silva","Horácio","https://s.glbimg.com/es/sde/f/2014/11/05/db5bc322a1aff4361e238348b7f06881_FORMATO.jpeg",89466,9,"SPO","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2016/04/26/6da386200ffd6eb819bc89d0f7c0c596_FORMATO.png",84926,9,"ATL","mei","Nulo",0,1.1,0,-0.5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Carlos Alberto Carvalho da Silva Júnior","Carlos","https://s.glbimg.com/es/sde/f/2016/05/09/92049d1586174aecc702f4584b544b81_FORMATO.png",85027,9,"ATL","ata","Nulo",7.2,9.85,1.4,1.98,8,1,9,10,4,8,NA,4,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"680","Yerry Fernando Mina Gonzalez","Yerry Mina","https://s.glbimg.com/es/sde/f/2016/05/11/1d176e42e96c1feded03010b414afe68_FORMATO.jpeg",85241,9,"PAL","zag","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2016/04/29/73d2f99789d49931c8deea3969a3c2c3_FORMATO.png",84927,9,"FIG","mei","Nulo",0,3.53,0,-1.6,1,NA,1,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Vinícius Silvestre da Costa","Vinícius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,9,"PAL","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Gabriel Augusto Xavier","Gabriel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/0b59c50becbc8d730cad413e46f903e6_FORMATO.png",85040,9,"SPO","mei","Provável",8.8,8.87,1.82,4.29,9,1,7,26,11,11,1,3,1,1,NA,2,1,NA,NA,NA,NA,NA,NA
"684","Wilder Andrés Guisao Correa","Wilder","https://s.glbimg.com/es/sde/f/2016/05/01/6c87287f87a45617310efbcd992ff6e3_FORMATO.png",85297,9,"SAO","ata","Nulo",0,2.94,0,0,1,1,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,9,"SPO","mei","Nulo",0,2.03,0,0,2,1,4,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Robert Gonçalves Santos","Robert ","https://s.glbimg.com/es/sde/f/2016/02/12/754b6eb91bfed86623a467f559c649a5_FORMATO.jpeg",85121,9,"FLU","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Marcelo Machado dos Santos ","Marcelo","https://s.glbimg.com/es/sde/f/2016/05/01/246270cfb0d85a032e4cb806f0f4c2bf_FORMATO.png",85400,9,"VIT","mei","Nulo",0,3.02,0,1.7,2,NA,3,8,4,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2016/05/09/a9f39be0910746b095c3543177941fc5_FORMATO.png",85418,9,"ATL","gol","Nulo",0,5.37,0,4.3,1,NA,NA,4,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"689","Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2016/04/30/467a8f898eba5ed165e1db959364e376_FORMATO.png",85423,9,"INT","mei","Contundido",0,17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2016/05/01/5cab514072a09725b9f0f42b2f1d9d77_FORMATO.png",85425,9,"SAN","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2016/04/30/4238400ed396294e767c230a127d5f39_FORMATO.png",85591,9,"INT","lat","Provável",4.4,9.03,0.23,3.42,8,3,16,23,11,6,1,NA,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA
"692","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2016/05/01/262c8b0d359812c2e129d40c66840c50_FORMATO.png",85629,9,"SAO","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Gustavo Ramos Vasconcelos de Oliveira","Gustavo Ramos","https://s.glbimg.com/es/sde/f/2016/04/28/a6f901fdd02918665d522c7a1384ba8a_FORMATO.jpeg",85596,9,"INT","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Guilherme Parede Pinheiro","Guilherme Parede","https://s.glbimg.com/es/sde/f/2016/04/28/bef36ee3573f1accba8549d63ff559b6_FORMATO.png",83438,9,"COR","ata","Nulo",0,3.87,0,1.7,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2016/05/01/9d77b7b8de884f6ca9e47e4af829f114_FORMATO.png",84848,9,"PAL","ata","Nulo",0,3.84,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2016/05/01/bf92a4e8d8b526db55b36eec1291cf64_FORMATO.png",85586,9,"PON","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2016/05/20/f7254d3464752fd4562b0633482ac07d_FORMATO.png",83772,9,"BOT","ata","Provável",2.6,8.53,-0.93,3.96,8,1,4,16,8,16,1,6,7,3,NA,1,NA,NA,NA,1,NA,NA,NA
"698","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2016/05/01/ee2bbc2d201da1f57fd63840dc837cc5_FORMATO.png",83615,9,"PAL","zag","Provável",0,12.04,0,3.07,8,3,17,12,9,7,NA,NA,2,1,3,1,NA,NA,NA,NA,NA,NA,NA
"699","Octávio Merlo Manteca","Octávio","https://s.glbimg.com/es/sde/f/2016/05/20/129d4e68bd51330434b88e0bd0e2bcdf_FORMATO.png",84324,9,"BOT","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Luan José Niedzielsk","Luan","https://s.glbimg.com/es/sde/f/2016/04/29/991a0d7a9b4600fa1498460e55dcf6cf_FORMATO.png",83688,9,"FIG","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Mateus Lucena dos Santos","Caramelo","https://s.glbimg.com/es/sde/f/2016/05/01/8f419b351f8119eae16605261ac1a57c_FORMATO.png",83760,9,"SAO","lat","Nulo",-2.5,2.59,-1.96,3.45,2,1,1,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"702","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2016/05/01/f9b2365ceb3a8b49fa3e7474bce9bc75_FORMATO.png",83786,9,"STC","zag","Suspenso",0.2,3.75,-0.19,1.33,7,3,9,15,9,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"703","Lucas Cavalcante Silva Afonso","Lucão","https://s.glbimg.com/es/sde/f/2016/05/01/48f192fdba1691586d6a2bfd42288481_FORMATO.png",84554,9,"SAO","zag","Nulo",0,11.04,0,4.23,3,NA,2,5,5,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"704","Alisson Machado dos Santos","Alisson","https://s.glbimg.com/es/sde/f/2016/04/29/62a319099b372f78878a9b8a178058c5_FORMATO.png",84266,9,"FIG","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2016/05/09/fe0bea834eb17fabedce79806e5e56b4_FORMATO.png",84382,9,"AME","lat","Provável",6.7,5.11,1.79,2.42,9,1,9,33,6,6,NA,7,7,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"706","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2016/05/01/66db511d5e1f4776c5d9ed74ddbf545b_FORMATO.png",83817,9,"PON","mei","Provável",2.7,3.01,-0.28,2.51,7,1,8,14,7,10,1,2,2,1,NA,1,NA,NA,NA,NA,1,NA,NA
"707","Glauco Tadeu Chaves","Glauco","https://s.glbimg.com/es/sde/f/2016/05/09/2cac99f5583c416743d60a51fb0d18f2_FORMATO.png",84555,9,"AME","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2016/05/01/16f4da431bfc997fec158ecfb9c186a1_FORMATO.png",84585,9,"PAL","mei","Nulo",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2016/04/29/d328bc38f626e4c61d12bf5c25f4658c_FORMATO.png",84558,9,"CRU","mei","Provável",-1.6,1.22,-0.61,1.08,5,NA,11,20,13,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"710","Juan Manuel Salgueiro","Salgueiro","https://s.glbimg.com/es/sde/f/2016/05/20/811a7420963bf1802a706c535821e38a_FORMATO.png",84592,9,"BOT","ata","Nulo",0.4,5.53,-0.1,0.96,7,1,7,17,6,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Lucas Gomes da Silva","Lucas Gomes","https://s.glbimg.com/es/sde/f/2016/04/27/8f50d49f6a99adb1e99c806d1f483b87_FORMATO.png",84684,9,"CHA","ata","Provável",3.5,9,0.58,3.26,9,1,13,31,10,18,1,7,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"712","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2016/04/26/fd989b79b53823a7699ecc9662a7b74a_FORMATO.png",84851,9,"ATL","mei","Nulo",0,5.01,0,1.23,4,1,12,6,5,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Icaro Cosmo da Rocha","Ícaro","https://s.glbimg.com/es/sde/f/2016/04/28/5da0c1d61541ac587e45378832b17aab_FORMATO.png",86588,9,"COR","mei","Nulo",0,3.74,0,3.1,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2016/04/29/62d23ea7816659aafaf60c6e6027764f_FORMATO.png",85004,9,"FLU","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Milton Mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2016/05/03/c164624c6c9fb64ceb3c2540e025b59c_FORMATO.png",86486,9,"STC","tec","Provável",2.19,7.17,-0.09,2.39,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Aylon Darwin Tavella","Aylon","https://s.glbimg.com/es/sde/f/2016/05/30/9e4b6ca91c312f6c06d72158fcb584d7_FORMATO.png",85930,9,"INT","ata","Nulo",0.7,7.93,0.27,4.09,8,1,3,1,4,4,NA,1,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"717","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2016/04/27/0a298c039ef1a79534673291fb4e5ca3_FORMATO.png",85931,9,"CHA","mei","Nulo",0,5.77,0,2.75,7,1,8,13,5,6,1,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"718","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2016/05/20/16287b6e878c3c3367da1636b16106f1_FORMATO.png",86410,9,"BOT","lat","Nulo",-0.8,11.22,-1.72,4.81,7,1,3,19,15,12,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Wellington Cézar Alves de Lima","Wellington","https://s.glbimg.com/es/sde/f/2016/05/01/2299d96676479b95a83cae7a08c52962_FORMATO.png",86527,9,"STC","mei","Contundido",0,0.77,0,-2.65,2,2,7,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2016/05/01/a48a4207a6987e0ef85cd7f9f843e206_FORMATO.png",86485,9,"STC","ata","Provável",-1.4,20.69,-1.56,6.1,7,2,5,31,9,11,3,3,6,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"721","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2016/06/10/0873ab641a7014d4b4cfff96ed6d70fb_FORMATO.jpeg",91519,9,"COR","ata","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Arthur Henrique Peixoto Santos","Arthur Henrique","https://s.glbimg.com/es/sde/f/2016/04/20/3f46a527ea61558b1ac7d2bc9ce37b13_FORMATO.png",86629,9,"FLA","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2016/05/25/fa74c67a09ae2839dcbb42ddf5a6d1f3_FORMATO.png",86143,9,"ATL","zag","Nulo",0,2.11,0,1.65,4,NA,2,5,2,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"724","Fernando Omar Barrientos","Barrientos","https://s.glbimg.com/es/sde/f/2016/05/13/bb398c2cdac6b824f4778b4ba74916c4_FORMATO.png",85984,9,"ATL","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Lucas Gonçalves Reis Santos","Lucas Rex","https://s.glbimg.com/es/sde/f/2016/04/27/b27a6937e76ed725481807462380bd42_FORMATO.jpeg",86745,9,"GRE","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Rivaldo Vitor Borba Ferreira Junior","Rivaldinho","https://s.glbimg.com/es/sde/f/2016/02/19/6e03babfe88c0a96df77c694fa554c01_FORMATO.png",86620,9,"INT","ata","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Rafael da Silva Santos","Rafael Silva","https://s.glbimg.com/es/sde/f/2016/04/29/b8bcd5c46039f6093093bc2bcc03d08d_FORMATO.png",86725,9,"CRU","ata","Nulo",0.4,5.39,-0.01,0.05,2,NA,2,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,9,"ATL","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2016/04/30/48dd7ee31224c5846fad2dbe7a73178c_FORMATO.png",86759,9,"GRE","ata","Provável",14.5,21.14,1.58,9.67,8,3,12,39,15,25,1,6,8,1,NA,5,2,NA,NA,NA,NA,NA,NA
"730","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2016/05/09/76b9cb2942f6965ee20898d648090291_FORMATO.png",86764,9,"ATL","lat","Provável",5.2,4.84,0.73,1.96,9,2,9,27,10,9,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"731","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,9,"PAL","mei","Provável",0.9,2.94,-0.69,1.4,9,1,13,26,11,8,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Gustavo Henrique Ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2016/05/30/581e9d6f1052ed1c3bc00c0fb1bab53a_FORMATO.png",89815,9,"INT","mei","Provável",2.1,3.54,0.39,1.57,8,1,8,12,5,8,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2016/04/30/58142c7fcee7f7bbfc6d8a343b2a103f_FORMATO.png",86757,9,"GRE","ata","Provável",9.4,7.26,2.11,3.51,9,NA,9,21,7,12,1,2,10,2,NA,1,1,NA,NA,NA,NA,NA,NA
"734","Jucemar de Oliveira Cordeiro Júnior","Júnior Oliveira","https://s.glbimg.com/es/sde/f/2016/05/25/1292ee827e916cf85996f638132cb5ed_FORMATO.png",88848,9,"FIG","gol","Nulo",0,8.09,0,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"735","Jeferson Carvalho dos Santos","Jeferson Negueba","https://s.glbimg.com/es/sde/f/2016/06/15/b3dfa367e6778d82e1587a4de440fd12_FORMATO.jpeg",90335,9,"GRE","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2016/04/29/84cf16c68adf0de130d3dd9fc83f017e_FORMATO.png",89190,9,"CRU","ata","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Leandro Alves de Carvalho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,9,"BOT","mei","Contundido",9.1,4.43,1.11,2.56,8,2,12,30,12,16,NA,NA,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"738","Jonathan Calleri","Calleri","https://s.glbimg.com/es/sde/f/2016/05/04/765865175e180ab807fb3efa2cc5f005_FORMATO.png",89840,9,"SAO","ata","Suspenso",9.4,19.58,0.99,5.2,3,2,9,4,1,5,NA,1,3,2,NA,3,NA,NA,NA,NA,1,NA,NA
"739","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2016/05/03/3ebd9ed86862cc224d7f138b75e64119_FORMATO.png",89930,9,"INT","mei","Nulo",7.2,5.45,1.14,1.05,7,2,17,15,5,8,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Bruno Edgar Silva Almeida","Bruno Ramires","https://s.glbimg.com/es/sde/f/2016/05/25/d404224a3a10f045f7b5ac26ba1630d7_FORMATO.png",89924,9,"CRU","mei","Provável",-0.3,3.32,-0.75,1.63,7,1,4,19,11,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2016/04/30/35ea819f3d48c22459067c2265b46039_FORMATO.png",89976,9,"INT","lat","Nulo",0,4.53,0,4.75,2,NA,1,2,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"742","Jean Victor Barros","Jean","https://s.glbimg.com/es/sde/f/2016/05/20/3b155c0be6cba1a2c1ae295d73bd0c72_FORMATO.png",90336,9,"BOT","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Tiago da Rocha Vieira","Tiaguinho","https://s.glbimg.com/es/sde/f/2016/06/15/e40d8343ec816a07f175770503c369fb_FORMATO.jpeg",90265,9,"CHA","ata","Nulo",0,1.38,0,-0.4,1,NA,3,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,9,"BOT","mei","Nulo",5.3,10.45,0.03,4.59,8,1,11,22,21,8,NA,2,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"745","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2016/04/27/3e188c20efad841496876cbe0bf752bb_FORMATO.jpeg",90290,9,"GRE","mei","Nulo",1.7,2.9,-1.24,4.3,3,1,3,3,4,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"746","Pedro Rocha Neves","Pedro Rocha","https://s.glbimg.com/es/sde/f/2016/04/30/0d21af8fa9b92cb5a7bcbc1b174a8b2e_FORMATO.png",90302,9,"GRE","ata","Contundido",0,5.07,0,2.3,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"747","Raul José Cardoso","Raul","https://s.glbimg.com/es/sde/f/2016/04/30/20baeb0768cee2ef5e7e760abad4ddfa_FORMATO.png",90531,9,"GRE","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2016/04/30/c66920f75ffae5c4ae70d98ce74fc92e_FORMATO.png",90532,9,"GRE","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Matheus Pereira da Silva","Matheus Pereira","https://s.glbimg.com/es/sde/f/2016/04/28/6b192d337619fb242109367ebca60db7_FORMATO.png",90370,9,"COR","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Alisson Alves Farias","Alisson Farias","https://s.glbimg.com/es/sde/f/2016/04/30/d4033d2d070ff7793784fbb3ce12f678_FORMATO.png",90481,9,"INT","mei","Nulo",0,3.68,0,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Bruno Antonio dos Santos","Bruno Santos","https://s.glbimg.com/es/sde/f/2016/04/29/c90440a9112852ec2d98e4d2186485d3_FORMATO.png",89977,9,"FIG","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2016/05/01/1f935974fecf9ac7b30cbc7c4a5e4c7a_FORMATO.png",90566,9,"SAN","mei","Nulo",0,3.04,0,-0.9,2,1,3,5,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2016/04/28/f00d8093b5e7456cf5ee94161c8b7bda_FORMATO.png",90535,9,"CRU","mei","Nulo",0,1.11,0,0.9,2,NA,1,3,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Lincoln Henrique Oliveira dos Santos","Lincoln","https://s.glbimg.com/es/sde/f/2016/04/30/896250a6a797bd9a6c4699f9bd5cba0c_FORMATO.png",90303,9,"GRE","mei","Nulo",0,5.32,0,-0.87,3,1,3,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
