"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","FS","PE","DD","GS","SG","FC","FD","FF","FT","G","I","CA","RB","A","CV","GC","PP","DP"
"168","Silvio José Cardoso Reis Junior","Silvinho","https://s.glbimg.com/es/sde/f/2016/04/27/85a79ab83029c7eddf2aded23edd3acd_FORMATO.png",71799,4,315,"ata","Provável",4.4,8.56,1.15,4.08,4,8,5,NA,NA,NA,7,NA,6,NA,1,NA,NA,3,NA,NA,NA,NA,NA
"169","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2016/05/13/eac8265d35cda412d31cdfb857c0d6a8_FORMATO.png",69177,4,293,"lat","Nulo",0,0.74,0,-5.8,1,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"170","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2016/05/13/dcbc1e5b5b31f9b10ace5cfafebf0281_FORMATO.png",69138,4,293,"ata","Dúvida",-0.6,1.95,-0.69,0.22,4,1,11,NA,NA,NA,5,NA,2,NA,NA,NA,1,4,NA,NA,NA,NA,NA
"171","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,4,277,"gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Danilo Fernandes Batista","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2016/05/30/8099f366cc8319b88e07c75b7f584000_FORMATO.png",69051,4,285,"gol","Provável",10.7,12.85,2.2,7.63,3,1,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Marcelo Cirino da Silva","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2016/04/20/befdd6c23949a4ebede804fac2e92ec7_FORMATO.png",69022,4,262,"ata","Provável",0.9,6.96,-0.63,2.6,4,9,5,NA,NA,NA,1,1,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"174","Jesús Alberto Dátolo","Dátolo","https://s.glbimg.com/es/sde/f/2016/05/09/239256565e0ff6b9efba203f7ba1648e_FORMATO.png",69240,4,282,"mei","Contundido",0,3.94,0,0.2,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2016/05/01/b6083d1f02d4eda13d90b3295c7d762e_FORMATO.png",69282,4,275,"ata","Contundido",0,9.56,0,-2,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"176","Mark Dennis González Hoffman","Mark González","https://s.glbimg.com/es/sde/f/2016/05/01/d82ce312711b6593512e43da7278f716_FORMATO.png",69343,4,292,"mei","Nulo",0,7.57,0,0.8,2,NA,5,NA,NA,NA,2,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"177","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2016/04/26/d9892427a9847031d633b2c4571cdabf_FORMATO.png",69705,4,293,"mei","Nulo",4.5,6.66,0.61,0.98,4,7,18,NA,NA,NA,8,2,NA,1,NA,1,1,4,NA,NA,NA,NA,NA
"178","Wesley de Jesus Correia","Lelê","https://s.glbimg.com/es/sde/f/2016/05/01/1f3fda71fc3fa6c69eec840266ba770e_FORMATO.png",70057,4,344,"mei","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Dener Assunção Braz","Dener Assunção","https://s.glbimg.com/es/sde/f/2016/05/09/c1dc24221559e1c2e717f8b7b091a8fe_FORMATO.png",69782,4,315,"lat","Provável",1.4,8.66,-0.31,3.45,4,7,12,NA,NA,1,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"180","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,4,277,"lat","Provável",2,14.62,-0.54,4.92,4,6,12,NA,NA,NA,2,3,NA,NA,NA,NA,1,9,1,NA,NA,NA,NA
"181","Eduardo Colcenti Antunes","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2016/04/30/50fc5a7dc8dc2fa1c53d34cc6e432d9a_FORMATO.png",70360,4,285,"ata","Provável",4.1,10.72,0.73,5.62,4,5,10,NA,NA,NA,1,3,NA,NA,2,NA,2,5,NA,NA,NA,NA,NA
"182","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2016/05/01/652325806fdb7634f63478c0f8dd9476_FORMATO.png",70058,4,287,"mei","Contundido",0,1.38,0,-0.77,3,3,6,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"183","Francisco Jackson Menezes da Costa","Jackson Caucaia","https://s.glbimg.com/es/sde/f/2016/04/29/7508fb275c4f7e3c1c188cb14e6042ce_FORMATO.png",70162,4,316,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Luis Gustavo de Almeida Pinto","Gustavo","https://s.glbimg.com/es/sde/f/2016/05/01/8670518bbe0da97cf0ecd2545901cbe3_FORMATO.png",70216,4,287,"gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Wenderson da Silva Soares","Maranhão","https://s.glbimg.com/es/sde/f/2016/05/09/e2416e524004a91cc70f0008d71df6c3_FORMATO.png",70165,4,327,"ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2015/06/18/43618c7c130974448ecbad30dfbb0bde_FORMATO.jpeg",70742,4,285,"mei","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2016/06/01/231313be992771fb981111f16c72ac72_FORMATO.jpeg",70222,4,263,"gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Paulo Jorge Gomes Bento","Paulo Bento","https://s.glbimg.com/es/sde/f/2016/05/25/4dc07b20682720e6ad26d1d7c7360e4b_FORMATO.png",70622,4,283,"tec","Provável",4.97,4.3,1.25,3.01,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2016/04/28/2e4514e1250273c20db6d592604c3980_FORMATO.png",70132,4,294,"mei","Contundido",-0.5,4.68,-1.42,1.77,4,NA,8,NA,NA,NA,10,2,2,NA,1,NA,1,3,NA,NA,NA,NA,NA
"190","Alejandro Martinuccio","Martinuccio","https://s.glbimg.com/es/sde/f/2016/05/13/20b1ddd7637df6e54328b6dc072a042d_FORMATO.png",70759,4,315,"mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2016/04/20/1d9d7ea2e5f74e2e387f2dca630e0ade_FORMATO.png",70173,4,262,"mei","Nulo",0.5,5.78,-0.09,0.9,4,3,1,NA,NA,NA,2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"192","Rhayner Santos Nascimento","Rhayner","https://s.glbimg.com/es/sde/f/2016/05/01/2001d7464e28233b6e75ad7438938946_FORMATO.png",70874,4,303,"ata","Nulo",0,3.46,0,-0.3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Yago Felipe da Costa Rocha","Yago","https://s.glbimg.com/es/sde/f/2016/04/29/9e75041c82af99e71fd7136bf58eb73d_FORMATO.png",87747,4,316,"mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Guilherme Cruz de Mattis","Guilherme Mattis","https://s.glbimg.com/es/sde/f/2016/05/01/1105ff5e53bb88916425c5e78fa5d912_FORMATO.png",70111,4,287,"zag","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","William Henrique Rodrigues da Silva","William Henrique","https://s.glbimg.com/es/sde/f/2016/05/01/c8fbbd637a608b464bd3ace89f77b490_FORMATO.png",70928,4,287,"ata","Nulo",0,2.65,0,0.6,1,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"196","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2016/05/20/796d3a86989d174e93697441c578060a_FORMATO.png",70916,4,263,"lat","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2016/05/01/7bcc0c5b9e4c9b0a22e83d8c52382047_FORMATO.png",71043,4,276,"gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2016/05/01/7e06957c4b368ad203c4ec6b29e6f8e7_FORMATO.png",70986,4,277,"mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Pablo Diogo Lopes de Lima","Pablo Diogo","https://s.glbimg.com/es/sde/f/2016/04/26/055e81a861b3de701c27d01c4bc53872_FORMATO.png",70987,4,282,"ata","Nulo",8.2,5.19,2.4,3.07,3,2,4,NA,NA,NA,1,2,2,NA,NA,NA,1,5,NA,NA,NA,NA,NA
"200","Lucas de Lacerda Lima Gonçalves","Lucas Zen","https://s.glbimg.com/es/sde/f/2016/05/20/14f0a0139f67b5fa5d93fdf50daac1cc_FORMATO.png",71032,4,263,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2016/04/28/babefb476c0292044ff5aec58dbf4331_FORMATO.png",70944,4,264,"mei","Provável",0.6,13.15,-1.35,3.88,4,3,12,NA,NA,NA,13,NA,2,NA,1,NA,2,11,NA,NA,NA,NA,NA
"202","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2016/04/20/56c602db5b9e9e214d08e8ada1cbeac6_FORMATO.png",71066,4,262,"mei","Nulo",0,11.47,0,1.6,1,1,5,NA,NA,NA,3,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"203","Felipe da Silva Amorim","Felipe Amorim","https://s.glbimg.com/es/sde/f/2016/04/29/f0ab943036ed3145513c8e3c313a0598_FORMATO.png",71040,4,266,"mei","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Paulo Ricardo Ferreira","Paulo Ricardo","https://s.glbimg.com/es/sde/f/2016/05/01/55a7c3efa93f25e94238147e784e436c_FORMATO.png",88224,4,277,"zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Romário Correia de Souza","Romário","https://s.glbimg.com/es/sde/f/2016/04/19/d00d6026d2117a965f8cba4d7a298bfa_FORMATO.png",79954,4,327,"ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Vander Luiz Silva Souza","Vander","https://s.glbimg.com/es/sde/f/2016/05/01/7867f0cf1aa4fe2d5dbaf18879a71d74_FORMATO.png",71117,4,287,"ata","Dúvida",0.9,0.83,0.06,-1.03,3,8,6,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"207","Anderson Ferreira da Silva","Pará","https://s.glbimg.com/es/sde/f/2016/05/13/9f1c6c480b33d74800262719ae9d7f6b_FORMATO.png",87213,4,293,"lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2016/04/28/d79ded1eae88c25646b800caa6438463_FORMATO.png",87225,4,264,"zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Marcos do Nascimento Teixeira","Marcão","https://s.glbimg.com/es/sde/f/2015/03/04/8e31188bc019c51828bdbdf9d97ebefb_FORMATO.png",87267,4,293,"zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Allano Brendon de Souza Lima","Allano","https://s.glbimg.com/es/sde/f/2016/04/28/3085654af6c3a83e8e6538ac7bc78942_FORMATO.png",87391,4,283,"ata","Contundido",0,3.08,0,0.75,2,3,3,NA,NA,NA,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"211","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2016/04/28/791584b7c8c0a16ed8c52dc6c6821a90_FORMATO.png",87228,4,264,"lat","Nulo",0,4.86,0,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Mário Sérgio Gomes de Souza","Mário Sérgio","https://s.glbimg.com/es/sde/f/2016/05/31/3b6bca08560a2902b70cd3a5e2e6c0fd_FORMATO.png",87399,4,344,"lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Gabriel Costa França","Gabriel","https://s.glbimg.com/es/sde/f/2016/05/09/08d7db2748121ab1683da235cfa4a04f_FORMATO.png",87393,4,282,"zag","Provável",0,10.81,0,13.7,1,NA,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA
"214","Messias Rodrigues da Silva Júnior","Messias","https://s.glbimg.com/es/sde/f/2016/05/09/6068d0d51d95cf9603bbaf09042e0580_FORMATO.png",87402,4,327,"zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Vitor Frezarin Bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png",87552,4,277,"mei","Provável",1.9,9.08,-1.29,4.83,4,7,21,NA,NA,NA,7,2,4,NA,2,NA,1,4,NA,NA,NA,NA,NA
"216","Matheus Reis de Lima","Matheus Reis","https://s.glbimg.com/es/sde/f/2016/05/18/387b0b86e4e4ab501930b6671e496c8f_FORMATO.jpeg",87486,4,276,"lat","Provável",4,5.36,1.18,1.73,4,4,10,NA,NA,2,9,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"217","Guilherme Gimenez de Souza","Gimenez","https://s.glbimg.com/es/sde/f/2016/04/27/4fdb59e5497a1dda24a3556643f0b8f6_FORMATO.png",87482,4,315,"lat","Provável",0.2,4.38,-0.17,1.67,3,7,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"218","Federico Gino Acevedo Fagundez","Federico Gino","https://s.glbimg.com/es/sde/f/2016/04/29/07f205bd47120a9677a25b343417f3e7_FORMATO.png",87860,4,283,"mei","Nulo",0.3,5.6,-0.93,0.55,2,NA,6,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"219","Tiago Machowski","Tiago","https://s.glbimg.com/es/sde/f/2016/04/30/5dd1148fbd2c5986525de747fb4ea80d_FORMATO.png",87611,4,284,"gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Fabián Cornelio Balbuena González","Balbuena","https://s.glbimg.com/es/sde/f/2016/04/28/46ed32bd9a832044312ff5fad5d41e2e_FORMATO.png",87887,4,264,"zag","Nulo",0,3.07,0,-0.1,2,1,7,NA,NA,1,6,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA
"221","Jonatan Ezequiel Cristaldo","Cristaldo","https://s.glbimg.com/es/sde/f/2016/05/01/9fad411cf18bdd76682bcfa1065f111a_FORMATO.png",87420,4,275,"ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Giorgian Daniel de Arrascaeta Benedetti","Arrascaeta","https://s.glbimg.com/es/sde/f/2016/04/28/34e8365db550908af5ae08bc890c103c_FORMATO.png",87863,4,283,"mei","Provável",16,18.66,2.74,9.4,3,5,15,NA,NA,NA,1,3,7,NA,2,NA,NA,4,NA,NA,NA,NA,NA
"223","Sergio Antonio Soler de Oliveira Junior","Serginho","https://s.glbimg.com/es/sde/f/2016/05/01/fa05ac08f743ed624141c8512c854926_FORMATO.png",88002,4,277,"mei","Nulo",0,2.45,0,0.95,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"224","Antônio Francisco Moura Neto","Neto Moura","https://s.glbimg.com/es/sde/f/2016/05/01/60b2f9caebf7a6d399c1ba73dff47b84_FORMATO.png",87742,4,292,"mei","Nulo",0,2.35,0,-0.8,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Gustavo Henrique Furtado Scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2016/04/29/6e433eb3cd2ccb3fe639c110479ebf7c_FORMATO.png",87999,4,266,"mei","Provável",0.3,11.98,-0.52,2.9,4,3,31,NA,NA,NA,5,5,3,NA,1,NA,NA,4,NA,NA,NA,NA,NA
"226","Patricio Julián Rodríguez","Pato Rodríguez","https://s.glbimg.com/es/sde/f/2016/05/01/4bef8c6622ce0405731a050f76907aa1_FORMATO.png",71055,4,277,"mei","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Jorge Marco de Oliveira Moraes","Jorge","https://s.glbimg.com/es/sde/f/2016/04/20/fcce4bf95de7ba74ee7d3cee0dc27bd2_FORMATO.png",88065,4,262,"lat","Provável",10.3,20.53,2,6.2,4,5,9,NA,NA,1,4,NA,1,NA,1,NA,1,9,NA,NA,NA,NA,NA
"228","Ramon Menezes Roma","Ramon","https://s.glbimg.com/es/sde/f/2016/05/01/bf444d7eaf1a2853f33faef276c4a9a0_FORMATO.png",88087,4,287,"zag","Provável",5.3,4.17,0.96,2.13,4,2,8,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"229","Lucas Gomes Vieira","Lucas Gomes","https://s.glbimg.com/es/sde/f/2016/05/01/d2700d0a987c9b99bcbb22152d7de341_FORMATO.png",88129,4,344,"mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Adrián Ricardo Centurión","Centurión","https://s.glbimg.com/es/sde/f/2016/05/01/4beae587728cc6f31ddd73ed7df97170_FORMATO.png",88269,4,276,"ata","Provável",3.7,9.02,0.48,1.9,4,8,15,NA,NA,NA,2,3,7,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"231","Isaac Oliveira Prado","Isaac","https://s.glbimg.com/es/sde/f/2016/04/28/f86e733de500cd4620aafa817a6e648e_FORMATO.jpeg",88140,4,264,"ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Daniel Guedes da Silva","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2016/05/01/eb94bb8c5d05bfa2c6196961a8686f0f_FORMATO.png",88225,4,277,"lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2016/04/30/e11b5f17e91f0b101c1a042a938318d6_FORMATO.png",71818,4,284,"gol","Provável",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Ángel Rodrigo Romero Villamayor","Ángel Romero","https://s.glbimg.com/es/sde/f/2016/04/01/356c4ad853ed77ad7452d6bbb4c88119_FORMATO.png",88323,4,264,"ata","Nulo",0,8.21,0,1.25,2,3,3,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"235","Luiz Carlos Oliveira Bitencourt","Luiz Carlos ","https://s.glbimg.com/es/sde/f/2016/05/01/094cd9a92291d9b827dcfe88c0efccb6_FORMATO.png",88430,4,292,"gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Ayrton Lucas Dantas de Medeiros","Ayrton ","https://s.glbimg.com/es/sde/f/2016/05/30/d9de5b01c0675ed4e4ab3da40f2a1cca_FORMATO.png",88393,4,266,"lat","Nulo",4.7,3.7,1.7,4.7,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Thiago Henrique Mendes Ribeiro","Thiago Mendes","https://s.glbimg.com/es/sde/f/2016/05/01/7bffad216f281ba79db7820b8448dae1_FORMATO.png",71123,4,276,"mei","Provável",3.6,6.68,0.38,0.9,3,9,4,NA,NA,NA,4,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA
"238","Ivan Quaresma da Silva","Ivan","https://s.glbimg.com/es/sde/f/2016/04/28/20284e957be3b188a80da6385901f248_FORMATO.jpeg",88136,4,303,"gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2016/05/23/bf2a41ba291c00b6fcda3fa89c47341d_FORMATO.jpeg",71116,4,344,"lat","Provável",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Sueliton Florêncio Nogueira","Sueliton","https://s.glbimg.com/es/sde/f/2016/05/09/1d06851858c7a18e9c2bfcebb9f7a438_FORMATO.png",88387,4,327,"zag","Provável",1.3,7.65,-0.34,2.48,4,5,9,NA,NA,NA,3,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA
"241","Auro Álvaro da Cruz Júnior","Auro","https://s.glbimg.com/es/sde/f/2016/02/29/c60ef3cc9278686bc68dc0688bc45149_FORMATO.jpeg",88540,4,276,"lat","Dúvida",0,5.8,0,2.7,2,NA,6,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"242","Walace Souza Silva","Walace","https://s.glbimg.com/es/sde/f/2016/04/30/14966dfd439d086334be00397217a6a2_FORMATO.png",88479,4,284,"mei","Provável",2.9,13.46,-0.22,3.05,4,3,23,NA,NA,NA,5,1,3,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
"243","Jucemar de Oliveira Cordeiro Júnior","Júnior Oliveira","https://s.glbimg.com/es/sde/f/2016/05/25/1292ee827e916cf85996f638132cb5ed_FORMATO.png",88848,4,316,"gol","Nulo",0,8.09,0,8,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Gabriel Fernando de Jesus","Gabriel Jesus","https://s.glbimg.com/es/sde/f/2016/05/04/f14c5868bfb9bd13406d556de657b9e8_FORMATO.png",89154,4,275,"ata","Dúvida",1.4,28.75,-1.68,7.08,4,16,9,NA,NA,NA,10,3,1,NA,2,3,1,4,1,NA,NA,NA,NA
"245","Ewandro Felipe de Lima Costa","Ewandro","https://s.glbimg.com/es/sde/f/2016/04/26/56ad0ab89503a3a67b55fbb9699091ea_FORMATO.png",86842,4,293,"ata","Dúvida",11.1,10.24,2.18,5.8,4,2,12,NA,NA,NA,4,2,2,1,1,1,NA,2,2,NA,NA,NA,NA
"246","Luan Polli Gomes","Luan Polli ","https://s.glbimg.com/es/sde/f/2016/04/29/310dae26f567a9157425550aee7144d7_FORMATO.png",88916,4,316,"gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Guilherme Ferreira Pinto","Negueba","https://s.glbimg.com/es/sde/f/2016/04/28/2813e92219de0c5607cabec5a4c2dd48_FORMATO.png",70929,4,294,"ata","Provável",1.3,9.38,-0.27,0.2,2,4,6,NA,NA,NA,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"248","Bruno Sávio da Silva","Sávio","https://s.glbimg.com/es/sde/f/2016/05/09/7dd962f353ef61652ad5f8a79da0ca3c_FORMATO.png",89101,4,327,"ata","Nulo",1.7,3.7,-0.01,0.93,3,1,2,NA,NA,NA,3,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"249","Lucas de Figueiredo Crispim","Lucas Crispim","https://s.glbimg.com/es/sde/f/2016/05/01/f060208d1a949d93507611b7e4fbd24b_FORMATO.png",88597,4,277,"mei","Nulo",1.4,3.5,-0.5,1.4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"250","Iago Justen Maidana Martins","Iago Maidana","https://s.glbimg.com/es/sde/f/2016/05/01/b7a6ac34682337402608ab557eddce32_FORMATO.jpeg",89226,4,276,"zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Muriel Gustavo Becker","Muriel","https://s.glbimg.com/es/sde/f/2016/04/30/01462becd6f2c80e3df570f467a68962_FORMATO.png",69041,4,285,"gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2016/05/01/dbe064845aafa85bf15a1ca5262c97b9_FORMATO.png",86859,4,287,"mei","Nulo",0,1.3,0,-0.55,2,3,9,NA,NA,NA,2,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA
